quarter,actual,pred,naive,prior_year,ar1,feature,transform,lag,target,window
4Q24,2.0,1.9080887617017916,2.0,0.5,1.717105263157895,cpi_hotels_motels_nsa,level,0,adr_exfx_yoy_pp,2023Q1+
1Q25,1.0,1.957990993892815,2.0,2.0,1.7584269662921352,cpi_hotels_motels_nsa,level,0,adr_exfx_yoy_pp,2023Q1+
2Q25,1.0,1.7530267060421822,1.0,3.0,1.3676470588235294,cpi_hotels_motels_nsa,level,0,adr_exfx_yoy_pp,2023Q1+
3Q25,2.0,1.652891075957593,1.0,2.0,1.2952755905511815,cpi_hotels_motels_nsa,level,0,adr_exfx_yoy_pp,2023Q1+
4Q25,3.0,1.8575127021378521,2.0,2.0,1.6809210526315788,cpi_hotels_motels_nsa,level,0,adr_exfx_yoy_pp,2023Q1+
1Q26,4.0,2.0670945134009444,3.0,1.0,2.1301775147929005,cpi_hotels_motels_nsa,level,0,adr_exfx_yoy_pp,2023Q1+
2Q26,4.0,2.104685071475608,4.0,1.0,3.1181818181818164,cpi_hotels_motels_nsa,level,0,adr_exfx_yoy_pp,2023Q1+
1Q24,2.0,4.39929675860524,0.5,3.0,1.1246132409563685,cpi_hotels_motels_nsa,level,0,adr_exfx_yoy_pp,2022Q1+
2Q24,3.0,1.7288499488109499,2.0,2.0,2.3022434504645823,cpi_hotels_motels_nsa,level,0,adr_exfx_yoy_pp,2022Q1+
3Q24,2.0,2.6219404353382374,3.0,0.5,3.0203734945596654,cpi_hotels_motels_nsa,level,0,adr_exfx_yoy_pp,2022Q1+
4Q24,2.0,1.6857708326591128,2.0,0.5,2.287345226937882,cpi_hotels_motels_nsa,level,0,adr_exfx_yoy_pp,2022Q1+
1Q25,1.0,1.5314783863876915,2.0,2.0,2.2514690214614905,cpi_hotels_motels_nsa,level,0,adr_exfx_yoy_pp,2022Q1+
2Q25,1.0,2.9535364610626313,1.0,3.0,1.4725374224499266,cpi_hotels_motels_nsa,level,0,adr_exfx_yoy_pp,2022Q1+
3Q25,2.0,2.5306216260638656,1.0,2.0,1.4117596994984059,cpi_hotels_motels_nsa,level,0,adr_exfx_yoy_pp,2022Q1+
4Q25,3.0,4.726942749555988,2.0,2.0,2.117883217330461,cpi_hotels_motels_nsa,level,0,adr_exfx_yoy_pp,2022Q1+
1Q26,4.0,4.40722846469683,3.0,1.0,2.8190339060403473,cpi_hotels_motels_nsa,level,0,adr_exfx_yoy_pp,2022Q1+
2Q26,4.0,3.4872759778810725,4.0,1.0,3.5217824484809004,cpi_hotels_motels_nsa,level,0,adr_exfx_yoy_pp,2022Q1+
1Q24,2.7792,-0.9009235681066818,-0.2236,-1.8904,-0.8192686783021977,cpi_hotels_motels_nsa,level,0,adr_exfx_na_pp,2023Q1+
2Q24,4.0906,1.7617024997711273,2.7792,-0.871,7.689045325779507,cpi_hotels_motels_nsa,level,0,adr_exfx_na_pp,2023Q1+
3Q24,3.3314,3.260263891817189,4.0906,-1.1632,5.902314904751951,cpi_hotels_motels_nsa,level,0,adr_exfx_na_pp,2023Q1+
4Q24,3.4676,4.535575662641834,3.3314,-0.2236,3.678320122832291,cpi_hotels_motels_nsa,level,0,adr_exfx_na_pp,2023Q1+
1Q25,3.0,4.5424719375607605,3.4676,2.7792,3.722124204433347,cpi_hotels_motels_nsa,level,0,adr_exfx_na_pp,2023Q1+
2Q25,3.3308,1.8308451317467664,3.0,4.0906,3.1851409167708673,cpi_hotels_motels_nsa,level,0,adr_exfx_na_pp,2023Q1+
3Q25,5.0474,2.3103598627356057,3.3308,3.3314,3.464360154875057,cpi_hotels_motels_nsa,level,0,adr_exfx_na_pp,2023Q1+
4Q25,4.777,-0.48522972344532356,5.0474,3.4676,5.142202433670956,cpi_hotels_motels_nsa,level,0,adr_exfx_na_pp,2023Q1+
1Q26,6.3048,0.6988209958460763,4.777,3.0,4.829498399236521,cpi_hotels_motels_nsa,level,0,adr_exfx_na_pp,2023Q1+
2Q26,6.7506,2.2046672914251895,6.3048,3.3308,6.4289767213751805,cpi_hotels_motels_nsa,level,0,adr_exfx_na_pp,2023Q1+
1Q24,2.7792,4.053058326942146,-0.2236,-1.8904,-0.45788124344345726,cpi_hotels_motels_nsa,level,0,adr_exfx_na_pp,2022Q1+
2Q24,4.0906,5.212519690807907,2.7792,-0.871,2.0563289686471666,cpi_hotels_motels_nsa,level,0,adr_exfx_na_pp,2022Q1+
3Q24,3.3314,4.469167474919714,4.0906,-1.1632,3.0930052099726435,cpi_hotels_motels_nsa,level,0,adr_exfx_na_pp,2022Q1+
4Q24,3.4676,4.224476372228654,3.3314,-0.2236,2.6517489567666948,cpi_hotels_motels_nsa,level,0,adr_exfx_na_pp,2022Q1+
1Q25,3.0,3.966695144887976,3.4676,2.7792,2.8096571114049347,cpi_hotels_motels_nsa,level,0,adr_exfx_na_pp,2022Q1+
2Q25,3.3308,3.6222657407864216,3.0,4.0906,2.53968813082097,cpi_hotels_motels_nsa,level,0,adr_exfx_na_pp,2022Q1+
3Q25,5.0474,3.5983710315928845,3.3308,3.3314,2.803396504663283,cpi_hotels_motels_nsa,level,0,adr_exfx_na_pp,2022Q1+
4Q25,4.777,3.603904963787094,5.0474,3.4676,4.005301064876131,cpi_hotels_motels_nsa,level,0,adr_exfx_na_pp,2022Q1+
1Q26,6.3048,3.742182032503225,4.777,3.0,3.898123165357095,cpi_hotels_motels_nsa,level,0,adr_exfx_na_pp,2022Q1+
2Q26,6.7506,3.9101416303351133,6.3048,3.3308,5.011552048348953,cpi_hotels_motels_nsa,level,0,adr_exfx_na_pp,2022Q1+
1Q24,2.2557752082862383,0.44869382432651506,0.8339628069705792,3.4765599528784485,0.5127528504234428,cpi_hotels_motels_nsa,level,1,residual_pricing_pp,2023Q1+
2Q24,3.234375616562978,1.760147637611385,2.2557752082862383,2.4720399165943165,1.707737296555292,cpi_hotels_motels_nsa,level,1,residual_pricing_pp,2023Q1+
3Q24,2.083188605444465,1.3276950687736344,3.234375616562978,1.005193813553488,2.3181453938168577,cpi_hotels_motels_nsa,level,1,residual_pricing_pp,2023Q1+
4Q24,2.760245101599631,1.8705438274994681,2.083188605444465,0.8339628069705792,1.947989863654478,cpi_hotels_motels_nsa,level,1,residual_pricing_pp,2023Q1+
1Q25,2.231373644528559,2.189325064836116,2.760245101599631,2.2557752082862383,2.226540426944484,cpi_hotels_motels_nsa,level,1,residual_pricing_pp,2023Q1+
2Q25,1.905622741315353,2.1984129214993007,2.231373644528559,3.234375616562978,2.1014775348891215,cpi_hotels_motels_nsa,level,1,residual_pricing_pp,2023Q1+
3Q25,2.8222911901990337,2.195260082459999,1.905622741315353,2.083188605444465,2.0018695208600823,cpi_hotels_motels_nsa,level,1,residual_pricing_pp,2023Q1+
4Q25,3.69881318212152,2.2494000939153533,2.8222911901990337,2.760245101599631,2.278708711746652,cpi_hotels_motels_nsa,level,1,residual_pricing_pp,2023Q1+
1Q26,4.380588950682848,2.394179064270624,3.69881318212152,2.231373644528559,2.7422669668313455,cpi_hotels_motels_nsa,level,1,residual_pricing_pp,2023Q1+
2Q26,4.84932637648649,2.691995583474067,4.380588950682848,1.905622741315353,3.57963241916159,cpi_hotels_motels_nsa,level,1,residual_pricing_pp,2023Q1+
1Q24,2.0,0.13076782263237163,0.5,3.0,0.26315789473684187,cpi_hotels_motels_nsa,level,1,adr_exfx_yoy_pp,2023Q1+
2Q24,3.0,1.4084290673478772,2.0,2.0,1.3333333333333337,cpi_hotels_motels_nsa,level,1,adr_exfx_yoy_pp,2023Q1+
3Q24,2.0,1.2951420819810093,3.0,0.5,2.0319148936170217,cpi_hotels_motels_nsa,level,1,adr_exfx_yoy_pp,2023Q1+
4Q24,2.0,1.7865415969621659,2.0,0.5,1.717105263157895,cpi_hotels_motels_nsa,level,1,adr_exfx_yoy_pp,2023Q1+
1Q25,1.0,1.8658462921236747,2.0,2.0,1.7584269662921352,cpi_hotels_motels_nsa,level,1,adr_exfx_yoy_pp,2023Q1+
2Q25,1.0,1.4800766665625635,1.0,3.0,1.3676470588235294,cpi_hotels_motels_nsa,level,1,adr_exfx_yoy_pp,2023Q1+
3Q25,2.0,1.606701521778239,1.0,2.0,1.2952755905511815,cpi_hotels_motels_nsa,level,1,adr_exfx_yoy_pp,2023Q1+
4Q25,3.0,1.6079725173497583,2.0,2.0,1.6809210526315788,cpi_hotels_motels_nsa,level,1,adr_exfx_yoy_pp,2023Q1+
1Q26,4.0,2.0130585307728994,3.0,1.0,2.1301775147929005,cpi_hotels_motels_nsa,level,1,adr_exfx_yoy_pp,2023Q1+
2Q26,4.0,2.2958550559785555,4.0,1.0,3.1181818181818164,cpi_hotels_motels_nsa,level,1,adr_exfx_yoy_pp,2023Q1+
1Q24,2.0,5.015812824399506,0.5,3.0,1.1094731754470752,cpi_hotels_motels_nsa,level,1,adr_exfx_yoy_pp,2022Q1+
2Q24,3.0,3.9845495735852783,2.0,2.0,2.236641221374046,cpi_hotels_motels_nsa,level,1,adr_exfx_yoy_pp,2022Q1+
3Q24,2.0,3.584894017141468,3.0,0.5,2.9302325581395343,cpi_hotels_motels_nsa,level,1,adr_exfx_yoy_pp,2022Q1+
4Q24,2.0,2.667770853128146,2.0,0.5,2.2426960533059974,cpi_hotels_motels_nsa,level,1,adr_exfx_yoy_pp,2022Q1+
1Q25,1.0,1.954501353501368,2.0,2.0,2.2121415770609323,cpi_hotels_motels_nsa,level,1,adr_exfx_yoy_pp,2022Q1+
2Q25,1.0,1.353906460371949,1.0,3.0,1.4791086350974922,cpi_hotels_motels_nsa,level,1,adr_exfx_yoy_pp,2022Q1+
3Q25,2.0,2.5523248831378185,1.0,2.0,1.417475728155341,cpi_hotels_motels_nsa,level,1,adr_exfx_yoy_pp,2022Q1+
4Q25,3.0,2.3082694252947475,2.0,2.0,2.080645161290323,cpi_hotels_motels_nsa,level,1,adr_exfx_yoy_pp,2022Q1+
1Q26,4.0,4.07583500464926,3.0,1.0,2.74364406779661,cpi_hotels_motels_nsa,level,1,adr_exfx_yoy_pp,2022Q1+
2Q26,4.0,3.970982685188761,4.0,1.0,3.4157658845241237,cpi_hotels_motels_nsa,level,1,adr_exfx_yoy_pp,2022Q1+
1Q24,2.7792,0.017538219901659602,-0.2236,-1.8904,-0.8192686783021977,cpi_hotels_motels_nsa,level,1,adr_exfx_na_pp,2023Q1+
2Q24,4.0906,0.5603058377396959,2.7792,-0.871,7.689045325779507,cpi_hotels_motels_nsa,level,1,adr_exfx_na_pp,2023Q1+
3Q24,3.3314,6.107715890329637,4.0906,-1.1632,5.902314904751951,cpi_hotels_motels_nsa,level,1,adr_exfx_na_pp,2023Q1+
4Q24,3.4676,3.987140667894705,3.3314,-0.2236,3.678320122832291,cpi_hotels_motels_nsa,level,1,adr_exfx_na_pp,2023Q1+
1Q25,3.0,4.965504587966413,3.4676,2.7792,3.722124204433347,cpi_hotels_motels_nsa,level,1,adr_exfx_na_pp,2023Q1+
2Q25,3.3308,4.569822551077209,3.0,4.0906,3.1851409167708673,cpi_hotels_motels_nsa,level,1,adr_exfx_na_pp,2023Q1+
3Q25,5.0474,2.2207920579262543,3.3308,3.3314,3.464360154875057,cpi_hotels_motels_nsa,level,1,adr_exfx_na_pp,2023Q1+
4Q25,4.777,2.8059556142941693,5.0474,3.4676,5.142202433670956,cpi_hotels_motels_nsa,level,1,adr_exfx_na_pp,2023Q1+
1Q26,6.3048,0.1968240288959633,4.777,3.0,4.829498399236521,cpi_hotels_motels_nsa,level,1,adr_exfx_na_pp,2023Q1+
2Q26,6.7506,1.2711163272865527,6.3048,3.3308,6.4289767213751805,cpi_hotels_motels_nsa,level,1,adr_exfx_na_pp,2023Q1+
1Q24,2.7792,5.786002209409695,-0.2236,-1.8904,-0.4430534567199266,cpi_hotels_motels_nsa,level,1,adr_exfx_na_pp,2022Q1+
2Q24,4.0906,3.505494839344788,2.7792,-0.871,1.9995725687235835,cpi_hotels_motels_nsa,level,1,adr_exfx_na_pp,2022Q1+
3Q24,3.3314,8.394617037623453,4.0906,-1.1632,3.0461381455493646,cpi_hotels_motels_nsa,level,1,adr_exfx_na_pp,2022Q1+
4Q24,3.4676,5.115545699676923,3.3314,-0.2236,2.6246069819397575,cpi_hotels_motels_nsa,level,1,adr_exfx_na_pp,2022Q1+
1Q25,3.0,5.19704234278629,3.4676,2.7792,2.792316357014182,cpi_hotels_motels_nsa,level,1,adr_exfx_na_pp,2022Q1+
2Q25,3.3308,4.528920896091866,3.0,4.0906,2.528931638512449,cpi_hotels_motels_nsa,level,1,adr_exfx_na_pp,2022Q1+
3Q25,5.0474,3.3400078692654995,3.3308,3.3314,2.795855034159125,cpi_hotels_motels_nsa,level,1,adr_exfx_na_pp,2022Q1+
4Q25,4.777,3.624657674603335,5.0474,3.4676,4.018976533188055,cpi_hotels_motels_nsa,level,1,adr_exfx_na_pp,2022Q1+
1Q26,6.3048,2.4902599499241225,4.777,3.0,3.9244018124249616,cpi_hotels_motels_nsa,level,1,adr_exfx_na_pp,2022Q1+
2Q26,6.7506,2.985573617654513,6.3048,3.3308,5.105944925692047,cpi_hotels_motels_nsa,level,1,adr_exfx_na_pp,2022Q1+
1Q24,2.2557752082862383,2.923363622901463,0.8339628069705792,3.4765599528784485,0.5127528504234428,cpi_hotels_motels_nsa,diff,0,residual_pricing_pp,2023Q1+
2Q24,3.234375616562978,0.6941546059819967,2.2557752082862383,2.4720399165943165,1.707737296555292,cpi_hotels_motels_nsa,diff,0,residual_pricing_pp,2023Q1+
3Q24,2.083188605444465,2.1360102456784804,3.234375616562978,1.005193813553488,2.3181453938168577,cpi_hotels_motels_nsa,diff,0,residual_pricing_pp,2023Q1+
4Q24,2.760245101599631,2.2343476727711358,2.083188605444465,0.8339628069705792,1.947989863654478,cpi_hotels_motels_nsa,diff,0,residual_pricing_pp,2023Q1+
1Q25,2.231373644528559,2.2389973801442955,2.760245101599631,2.2557752082862383,2.226540426944484,cpi_hotels_motels_nsa,diff,0,residual_pricing_pp,2023Q1+
2Q25,1.905622741315353,1.9316992880382258,2.231373644528559,3.234375616562978,2.1014775348891215,cpi_hotels_motels_nsa,diff,0,residual_pricing_pp,2023Q1+
3Q25,2.8222911901990337,2.22532781125805,1.905622741315353,2.083188605444465,2.0018695208600823,cpi_hotels_motels_nsa,diff,0,residual_pricing_pp,2023Q1+
4Q25,3.69881318212152,1.8901743213958708,2.8222911901990337,2.760245101599631,2.278708711746652,cpi_hotels_motels_nsa,diff,0,residual_pricing_pp,2023Q1+
1Q26,4.380588950682848,2.3883421200603805,3.69881318212152,2.231373644528559,2.7422669668313455,cpi_hotels_motels_nsa,diff,0,residual_pricing_pp,2023Q1+
2Q26,4.84932637648649,2.4525017818222397,4.380588950682848,1.905622741315353,3.57963241916159,cpi_hotels_motels_nsa,diff,0,residual_pricing_pp,2023Q1+
1Q24,2.0,2.5320634734073244,0.5,3.0,0.26315789473684187,cpi_hotels_motels_nsa,diff,0,adr_exfx_yoy_pp,2023Q1+
2Q24,3.0,0.07713556424673795,2.0,2.0,1.3333333333333337,cpi_hotels_motels_nsa,diff,0,adr_exfx_yoy_pp,2023Q1+
3Q24,2.0,1.7485556939650002,3.0,0.5,2.0319148936170217,cpi_hotels_motels_nsa,diff,0,adr_exfx_yoy_pp,2023Q1+
4Q24,2.0,1.8893259290660473,2.0,0.5,1.717105263157895,cpi_hotels_motels_nsa,diff,0,adr_exfx_yoy_pp,2023Q1+
1Q25,1.0,1.85698400965669,2.0,2.0,1.7584269662921352,cpi_hotels_motels_nsa,diff,0,adr_exfx_yoy_pp,2023Q1+
2Q25,1.0,1.4946672127335936,1.0,3.0,1.3676470588235294,cpi_hotels_motels_nsa,diff,0,adr_exfx_yoy_pp,2023Q1+
3Q25,2.0,1.6992463980742751,1.0,2.0,1.2952755905511815,cpi_hotels_motels_nsa,diff,0,adr_exfx_yoy_pp,2023Q1+
4Q25,3.0,1.1460678954824275,2.0,2.0,1.6809210526315788,cpi_hotels_motels_nsa,diff,0,adr_exfx_yoy_pp,2023Q1+
1Q26,4.0,1.8292979561685403,3.0,1.0,2.1301775147929005,cpi_hotels_motels_nsa,diff,0,adr_exfx_yoy_pp,2023Q1+
2Q26,4.0,1.966576968073614,4.0,1.0,3.1181818181818164,cpi_hotels_motels_nsa,diff,0,adr_exfx_yoy_pp,2023Q1+
1Q24,2.0,5.501337313607896,0.5,3.0,1.1094731754470752,cpi_hotels_motels_nsa,diff,0,adr_exfx_yoy_pp,2022Q1+
2Q24,3.0,0.11446249957198962,2.0,2.0,2.236641221374046,cpi_hotels_motels_nsa,diff,0,adr_exfx_yoy_pp,2022Q1+
3Q24,2.0,4.232959327718081,3.0,0.5,2.9302325581395343,cpi_hotels_motels_nsa,diff,0,adr_exfx_yoy_pp,2022Q1+
4Q24,2.0,3.016375851716911,2.0,0.5,2.2426960533059974,cpi_hotels_motels_nsa,diff,0,adr_exfx_yoy_pp,2022Q1+
1Q25,1.0,3.413451278152735,2.0,2.0,2.2121415770609323,cpi_hotels_motels_nsa,diff,0,adr_exfx_yoy_pp,2022Q1+
2Q25,1.0,5.593973757521326,1.0,3.0,1.4791086350974922,cpi_hotels_motels_nsa,diff,0,adr_exfx_yoy_pp,2022Q1+
3Q25,2.0,3.062587421781071,1.0,2.0,1.417475728155341,cpi_hotels_motels_nsa,diff,0,adr_exfx_yoy_pp,2022Q1+
4Q25,3.0,4.242941564819404,2.0,2.0,2.080645161290323,cpi_hotels_motels_nsa,diff,0,adr_exfx_yoy_pp,2022Q1+
1Q26,4.0,2.994852052227401,3.0,1.0,2.74364406779661,cpi_hotels_motels_nsa,diff,0,adr_exfx_yoy_pp,2022Q1+
2Q26,4.0,2.7790465161559315,4.0,1.0,3.4157658845241237,cpi_hotels_motels_nsa,diff,0,adr_exfx_yoy_pp,2022Q1+
1Q24,2.7792,-0.8362204582763167,-0.2236,-1.8904,-0.8192686783021977,cpi_hotels_motels_nsa,diff,0,adr_exfx_na_pp,2023Q1+
2Q24,4.0906,-3.4286056306166435,2.7792,-0.871,7.689045325779507,cpi_hotels_motels_nsa,diff,0,adr_exfx_na_pp,2023Q1+
3Q24,3.3314,-0.04539882309304953,4.0906,-1.1632,5.902314904751951,cpi_hotels_motels_nsa,diff,0,adr_exfx_na_pp,2023Q1+
4Q24,3.4676,0.9820510260308993,3.3314,-0.2236,3.678320122832291,cpi_hotels_motels_nsa,diff,0,adr_exfx_na_pp,2023Q1+
1Q25,3.0,1.1038663283474441,3.4676,2.7792,3.722124204433347,cpi_hotels_motels_nsa,diff,0,adr_exfx_na_pp,2023Q1+
2Q25,3.3308,0.431666423868868,3.0,4.0906,3.1851409167708673,cpi_hotels_motels_nsa,diff,0,adr_exfx_na_pp,2023Q1+
3Q25,5.0474,1.585678306996914,3.3308,3.3314,3.464360154875057,cpi_hotels_motels_nsa,diff,0,adr_exfx_na_pp,2023Q1+
4Q25,4.777,2.3179204817989567,5.0474,3.4676,5.142202433670956,cpi_hotels_motels_nsa,diff,0,adr_exfx_na_pp,2023Q1+
1Q26,6.3048,2.093968969353639,4.777,3.0,4.829498399236521,cpi_hotels_motels_nsa,diff,0,adr_exfx_na_pp,2023Q1+
2Q26,6.7506,1.985239779174012,6.3048,3.3308,6.4289767213751805,cpi_hotels_motels_nsa,diff,0,adr_exfx_na_pp,2023Q1+
1Q24,2.7792,4.572588439035884,-0.2236,-1.8904,-0.4430534567199266,cpi_hotels_motels_nsa,diff,0,adr_exfx_na_pp,2022Q1+
2Q24,4.0906,-4.364297016617876,2.7792,-0.871,1.9995725687235835,cpi_hotels_motels_nsa,diff,0,adr_exfx_na_pp,2022Q1+
3Q24,3.3314,3.2296011471063317,4.0906,-1.1632,3.0461381455493646,cpi_hotels_motels_nsa,diff,0,adr_exfx_na_pp,2022Q1+
4Q24,3.4676,2.039271112102459,3.3314,-0.2236,2.6246069819397575,cpi_hotels_motels_nsa,diff,0,adr_exfx_na_pp,2022Q1+
1Q25,3.0,2.794391210151059,3.4676,2.7792,2.792316357014182,cpi_hotels_motels_nsa,diff,0,adr_exfx_na_pp,2022Q1+
2Q25,3.3308,5.3038467112220955,3.0,4.0906,2.528931638512449,cpi_hotels_motels_nsa,diff,0,adr_exfx_na_pp,2022Q1+
3Q25,5.0474,2.7975244239944566,3.3308,3.3314,2.795855034159125,cpi_hotels_motels_nsa,diff,0,adr_exfx_na_pp,2022Q1+
4Q25,4.777,5.2093697933688965,5.0474,3.4676,4.018976533188055,cpi_hotels_motels_nsa,diff,0,adr_exfx_na_pp,2022Q1+
1Q26,6.3048,3.0549339089065053,4.777,3.0,3.9244018124249616,cpi_hotels_motels_nsa,diff,0,adr_exfx_na_pp,2022Q1+
2Q26,6.7506,2.5872190876290686,6.3048,3.3308,5.105944925692047,cpi_hotels_motels_nsa,diff,0,adr_exfx_na_pp,2022Q1+
1Q24,2.2557752082862383,1.9734167111256662,0.8339628069705792,3.4765599528784485,0.5127528504234428,cpi_hotels_motels_nsa,diff,1,residual_pricing_pp,2023Q1+
2Q24,3.234375616562978,2.8585497581749717,2.2557752082862383,2.4720399165943165,1.707737296555292,cpi_hotels_motels_nsa,diff,1,residual_pricing_pp,2023Q1+
3Q24,2.083188605444465,-0.21232213907405084,3.234375616562978,1.005193813553488,2.3181453938168577,cpi_hotels_motels_nsa,diff,1,residual_pricing_pp,2023Q1+
4Q24,2.760245101599631,2.4760889506497774,2.083188605444465,0.8339628069705792,1.947989863654478,cpi_hotels_motels_nsa,diff,1,residual_pricing_pp,2023Q1+
1Q25,2.231373644528559,1.9866554924935262,2.760245101599631,2.2557752082862383,2.226540426944484,cpi_hotels_motels_nsa,diff,1,residual_pricing_pp,2023Q1+
2Q25,1.905622741315353,2.285895006632521,2.231373644528559,3.234375616562978,2.1014775348891215,cpi_hotels_motels_nsa,diff,1,residual_pricing_pp,2023Q1+
3Q25,2.8222911901990337,3.407089926343368,1.905622741315353,2.083188605444465,2.0018695208600823,cpi_hotels_motels_nsa,diff,1,residual_pricing_pp,2023Q1+
4Q25,3.69881318212152,2.241920670623145,2.8222911901990337,2.760245101599631,2.278708711746652,cpi_hotels_motels_nsa,diff,1,residual_pricing_pp,2023Q1+
1Q26,4.380588950682848,3.4926967767968984,3.69881318212152,2.231373644528559,2.7422669668313455,cpi_hotels_motels_nsa,diff,1,residual_pricing_pp,2023Q1+
2Q26,4.84932637648649,2.469048118010571,4.380588950682848,1.905622741315353,3.57963241916159,cpi_hotels_motels_nsa,diff,1,residual_pricing_pp,2023Q1+
1Q24,2.0,1.5246438597071699,0.5,3.0,0.26315789473684187,cpi_hotels_motels_nsa,diff,1,adr_exfx_yoy_pp,2023Q1+
2Q24,3.0,2.3924033802565914,2.0,2.0,1.3333333333333337,cpi_hotels_motels_nsa,diff,1,adr_exfx_yoy_pp,2023Q1+
3Q24,2.0,-0.5516083927710509,3.0,0.5,2.0319148936170217,cpi_hotels_motels_nsa,diff,1,adr_exfx_yoy_pp,2023Q1+
4Q24,2.0,2.0924037614224953,2.0,0.5,1.717105263157895,cpi_hotels_motels_nsa,diff,1,adr_exfx_yoy_pp,2023Q1+
1Q25,1.0,1.6533595256451012,2.0,2.0,1.7584269662921352,cpi_hotels_motels_nsa,diff,1,adr_exfx_yoy_pp,2023Q1+
2Q25,1.0,1.7996650128769092,1.0,3.0,1.3676470588235294,cpi_hotels_motels_nsa,diff,1,adr_exfx_yoy_pp,2023Q1+
3Q25,2.0,2.750270828064924,1.0,2.0,1.2952755905511815,cpi_hotels_motels_nsa,diff,1,adr_exfx_yoy_pp,2023Q1+
4Q25,3.0,1.6968540286112517,2.0,2.0,1.6809210526315788,cpi_hotels_motels_nsa,diff,1,adr_exfx_yoy_pp,2023Q1+
1Q26,4.0,2.7037474040458775,3.0,1.0,2.1301775147929005,cpi_hotels_motels_nsa,diff,1,adr_exfx_yoy_pp,2023Q1+
2Q26,4.0,1.9231124572489886,4.0,1.0,3.1181818181818164,cpi_hotels_motels_nsa,diff,1,adr_exfx_yoy_pp,2023Q1+
1Q24,2.0,3.026737409307282,0.5,3.0,0.5827160493827155,cpi_hotels_motels_nsa,diff,1,adr_exfx_yoy_pp,2022Q1+
2Q24,3.0,5.601171248095182,2.0,2.0,1.5172261484098937,cpi_hotels_motels_nsa,diff,1,adr_exfx_yoy_pp,2022Q1+
3Q24,2.0,-3.8023674453884735,3.0,0.5,2.0969875091844234,cpi_hotels_motels_nsa,diff,1,adr_exfx_yoy_pp,2022Q1+
4Q24,2.0,3.953261651262193,2.0,0.5,1.7538461538461534,cpi_hotels_motels_nsa,diff,1,adr_exfx_yoy_pp,2022Q1+
1Q25,1.0,1.9245869590421796,2.0,2.0,1.7855946398659976,cpi_hotels_motels_nsa,diff,1,adr_exfx_yoy_pp,2022Q1+
2Q25,1.0,2.7613624485150994,1.0,3.0,1.3590504451038579,cpi_hotels_motels_nsa,diff,1,adr_exfx_yoy_pp,2022Q1+
3Q25,2.0,6.857827996140108,1.0,2.0,1.3127962085308054,cpi_hotels_motels_nsa,diff,1,adr_exfx_yoy_pp,2022Q1+
4Q25,3.0,2.514445111406494,2.0,2.0,1.7232824427480917,cpi_hotels_motels_nsa,diff,1,adr_exfx_yoy_pp,2022Q1+
1Q26,4.0,5.94037557447859,3.0,1.0,2.1514886164623466,cpi_hotels_motels_nsa,diff,1,adr_exfx_yoy_pp,2022Q1+
2Q26,4.0,2.636055206646484,4.0,1.0,2.6110208062418723,cpi_hotels_motels_nsa,diff,1,adr_exfx_yoy_pp,2022Q1+
1Q24,2.7792,-1.0560544452221923,-0.2236,-1.8904,-0.8192686783021977,cpi_hotels_motels_nsa,diff,1,adr_exfx_na_pp,2023Q1+
2Q24,4.0906,-0.8568681642504146,2.7792,-0.871,7.689045325779507,cpi_hotels_motels_nsa,diff,1,adr_exfx_na_pp,2023Q1+
3Q24,3.3314,-0.3833292748604643,4.0906,-1.1632,5.902314904751951,cpi_hotels_motels_nsa,diff,1,adr_exfx_na_pp,2023Q1+
4Q24,3.4676,0.5478179981301065,3.3314,-0.2236,3.678320122832291,cpi_hotels_motels_nsa,diff,1,adr_exfx_na_pp,2023Q1+
1Q25,3.0,1.3953617904451368,3.4676,2.7792,3.722124204433347,cpi_hotels_motels_nsa,diff,1,adr_exfx_na_pp,2023Q1+
2Q25,3.3308,1.3680721540725171,3.0,4.0906,3.1851409167708673,cpi_hotels_motels_nsa,diff,1,adr_exfx_na_pp,2023Q1+
3Q25,5.0474,0.49045961859427534,3.3308,3.3314,3.464360154875057,cpi_hotels_motels_nsa,diff,1,adr_exfx_na_pp,2023Q1+
4Q25,4.777,1.8744114309668714,5.0474,3.4676,5.142202433670956,cpi_hotels_motels_nsa,diff,1,adr_exfx_na_pp,2023Q1+
1Q26,6.3048,2.836417882110597,4.777,3.0,4.829498399236521,cpi_hotels_motels_nsa,diff,1,adr_exfx_na_pp,2023Q1+
2Q26,6.7506,2.3495168365057886,6.3048,3.3308,6.4289767213751805,cpi_hotels_motels_nsa,diff,1,adr_exfx_na_pp,2023Q1+
1Q24,2.7792,1.2078827959996468,-0.2236,-1.8904,-0.7834947118633131,cpi_hotels_motels_nsa,diff,1,adr_exfx_na_pp,2022Q1+
2Q24,4.0906,3.3256499563175863,2.7792,-0.871,0.9188810344714502,cpi_hotels_motels_nsa,diff,1,adr_exfx_na_pp,2022Q1+
3Q24,3.3314,-3.465686358318521,4.0906,-1.1632,1.8514689406379876,cpi_hotels_motels_nsa,diff,1,adr_exfx_na_pp,2022Q1+
4Q24,3.4676,2.6445071853658138,3.3314,-0.2236,1.7985552504431523,cpi_hotels_motels_nsa,diff,1,adr_exfx_na_pp,2022Q1+
1Q25,3.0,1.7438666771925737,3.4676,2.7792,2.051566452144036,cpi_hotels_motels_nsa,diff,1,adr_exfx_na_pp,2022Q1+
