market,snapshot_a,snapshot_b,gap_days,lead_bucket_at_b,regime,n,median_revision_pct,trimmed_mean_revision_pct,share_cut,share_raised
paris,2024-12-06,2025-01-09,34,0-30,open_both,160721,0.0,0.0,0.04155026412229889,0.035689175652217194
paris,2024-12-06,2025-01-09,34,31-90,all,1053349,0.0,0.0,0.032968180536555314,0.0360526283311609
paris,2024-12-06,2025-01-09,34,31-90,open_both,391346,0.0,0.0,0.04487588987749971,0.04444149167233088
paris,2024-12-06,2025-01-09,34,91-180,all,1579992,0.0,0.0,0.03295523015306406,0.03605714459313718
paris,2024-12-06,2025-01-09,34,91-180,open_both,578085,0.0,0.0,0.04585311848603579,0.05166368267642302
paris,2024-12-06,2025-01-09,34,181-365,all,2674729,0.0,0.0,0.03288445296701086,0.03598308464147209
paris,2024-12-06,2025-01-09,34,181-365,open_both,817583,0.0,0.0,0.0509905416330819,0.056026116002901236
paris,2025-01-09,2025-02-12,34,0-30,all,489200,0.0,0.0,0.03215862632869992,0.03901471790678659
paris,2025-01-09,2025-02-12,34,0-30,open_both,150617,0.0,0.0,0.04024114143821746,0.032831619272724856
paris,2025-01-09,2025-02-12,34,31-90,all,1021658,0.0,0.0,0.03156339988528451,0.03882023142773805
paris,2025-01-09,2025-02-12,34,31-90,open_both,342745,0.0,0.0,0.043396694335438885,0.03822958759427563
paris,2025-01-09,2025-02-12,34,91-180,all,1532466,0.0,0.0,0.03154784510716714,0.03888047108386091
paris,2025-01-09,2025-02-12,34,91-180,open_both,566043,0.0,0.0,0.045379944633181575,0.04848394909927338
paris,2025-01-09,2025-02-12,34,181-365,all,2589445,0.0,0.0,0.03145500290602812,0.03880986080028732
paris,2025-01-09,2025-02-12,34,181-365,open_both,780879,0.0,0.0,0.05075690343830478,0.0634131536383998
paris,2025-03-03,2025-04-07,35,0-30,all,461757,0.0,0.0,0.01975281370937528,0.03963773153411859
paris,2025-03-03,2025-04-07,35,0-30,open_both,113181,0.0,0.0,0.02125798499748191,0.03366289394863095
paris,2025-03-03,2025-04-07,35,31-90,all,1009245,0.0,0.0,0.01923913420428142,0.0389251371074417
paris,2025-03-03,2025-04-07,35,31-90,open_both,303179,0.0,0.0,0.02472466760560593,0.04500311697050258
paris,2025-03-03,2025-04-07,35,91-180,all,1513857,0.0,0.0,0.01923365284832055,0.03892705850024144
paris,2025-03-03,2025-04-07,35,91-180,open_both,579597,0.0,0.0,0.027241341828891454,0.05530049327377471
paris,2025-03-03,2025-04-07,35,181-365,all,2592046,0.0,0.0,0.01917442823159774,0.03888434078716196
paris,2025-03-03,2025-04-07,35,181-365,open_both,791197,0.0,0.0,0.0313171056007543,0.06574595201953495
paris,2025-04-07,2025-05-03,26,0-30,all,462227,0.0,0.0,0.029228063267615262,0.021945927001235325
paris,2025-04-07,2025-05-03,26,0-30,open_both,102544,0.0,0.0,0.0307867842097051,0.02251716336401935
paris,2025-04-07,2025-05-03,26,31-90,all,1010563,0.0,0.0,0.030097084496463852,0.022750684519421353
paris,2025-04-07,2025-05-03,26,31-90,open_both,316832,0.0,0.0,0.03948780426219574,0.027361503888496112
paris,2025-04-07,2025-05-03,26,91-180,all,1515842,0.0,0.0,0.030069756610517456,0.022728622112330968
paris,2025-04-07,2025-05-03,26,91-180,open_both,578503,0.0,0.0,0.044705040423299446,0.02985291346803733
paris,2025-04-07,2025-05-03,26,181-365,all,2720418,0.0,0.0,0.02986599853404881,0.022627772643762832
paris,2025-04-07,2025-05-03,26,181-365,open_both,832985,0.0,0.0,0.053904932261685384,0.032215466064815096
rome,2024-03-22,2024-05-17,56,0-30,all,441809,0.0,0.0,0.01926624401042079,0.063126826298242
rome,2024-03-22,2024-05-17,56,0-30,open_both,96938,0.0,0.0,0.026460211681693453,0.06686748230827952
rome,2024-03-22,2024-05-17,56,31-90,all,866700,0.0,0.0,0.01918887735087112,0.06288104303680628
rome,2024-03-22,2024-05-17,56,31-90,open_both,389916,0.0,0.0,0.024384739277177648,0.0649216754377866
rome,2024-03-22,2024-05-17,56,91-180,all,1300050,0.0,0.0,0.019111572631821852,0.06290296527056652
rome,2024-03-22,2024-05-17,56,91-180,open_both,684971,0.0,0.0,0.023139665766871882,0.06619988291475114
rome,2024-03-22,2024-05-17,56,181-365,all,1853987,0.0,0.0,0.019014157057196193,0.06285696717398774
rome,2024-03-22,2024-05-17,56,181-365,open_both,831734,0.0,0.0,0.021755753642390477,0.06694808676812539
rome,2024-05-17,2024-06-15,29,0-30,all,472057,0.0,0.0,0.019982756319681733,0.029172324528605655
rome,2024-05-17,2024-06-15,29,0-30,open_both,131703,0.0,0.0,0.029953759595453405,0.031783634389497585
rome,2024-05-17,2024-06-15,29,31-90,all,923160,0.0,0.0,0.0199022921270419,0.029085965596429654
rome,2024-05-17,2024-06-15,29,31-90,open_both,479111,0.0,0.0,0.0276011195735435,0.03103873632623755
rome,2024-05-17,2024-06-15,29,91-180,all,1384740,0.0,0.0,0.019933705966463017,0.029074050002166472
rome,2024-05-17,2024-06-15,29,91-180,open_both,802254,0.0,0.0,0.025923211352015696,0.03024727829340832
rome,2024-05-17,2024-06-15,29,181-365,all,2390981,0.0,0.0,0.019821571145902037,0.02906631211205777
rome,2024-05-17,2024-06-15,29,181-365,open_both,1089942,0.0,0.0,0.023899436850768205,0.03129340827310077
rome,2024-06-15,2024-07-17,32,0-30,all,467631,0.0,0.0,0.028751301774262186,0.03092181656049321
rome,2024-06-15,2024-07-17,32,0-30,open_both,174041,0.0,0.0,0.04008825506633494,0.03296924287955137
rome,2024-06-15,2024-07-17,32,31-90,all,945060,0.0,0.0,0.028641567731149346,0.030829788584851754
rome,2024-06-15,2024-07-17,32,31-90,open_both,449965,0.0,0.0,0.03705177069327614,0.030297912059826876
rome,2024-06-15,2024-07-17,32,91-180,all,1417590,0.0,0.0,0.02858795561481105,0.03091726098519318
rome,2024-06-15,2024-07-17,32,91-180,open_both,852278,0.0,0.0,0.032041188438514195,0.032068174938224385
rome,2024-06-15,2024-07-17,32,181-365,all,2399014,0.0,0.0,0.02852421869984919,0.030809324164010714
rome,2024-06-15,2024-07-17,32,181-365,open_both,1075256,0.0,0.0,0.02962550313599738,0.03225557448644788
rome,2024-07-17,2024-08-11,25,0-30,all,477388,0.0,0.0,0.021359983912456953,0.02179359347113878
rome,2024-07-17,2024-08-11,25,0-30,open_both,182861,0.0,0.0,0.026675999803129152,0.02249796293359437
rome,2024-07-17,2024-08-11,25,31-90,all,982440,0.0,0.0,0.02112088270021579,0.02166442734416351
rome,2024-07-17,2024-08-11,25,31-90,open_both,464259,0.0,0.0,0.024240779392537354,0.020585492149856006
rome,2024-07-17,2024-08-11,25,91-180,all,1473660,0.0,0.0,0.02110527530095137,0.021615569398640122
rome,2024-07-17,2024-08-11,25,91-180,open_both,927682,0.0,0.0,0.023528536718401348,0.020749567200829596
rome,2024-07-17,2024-08-11,25,181-365,all,2624741,0.0,0.0,0.021087413958177207,0.02160632229999074
rome,2024-07-17,2024-08-11,25,181-365,open_both,1207493,0.0,0.0,0.02346100557104679,0.01901211849675319
rome,2024-08-11,2024-09-11,31,0-30,all,504898,0.0,0.0,0.020970572274003858,0.035615114339926084
rome,2024-08-11,2024-09-11,31,0-30,open_both,120083,0.0,0.0,0.02911319670561195,0.0315948135872688
rome,2024-08-11,2024-09-11,31,31-90,all,989460,0.0,0.0,0.020943747094374708,0.035670972045358074
rome,2024-08-11,2024-09-11,31,31-90,open_both,554793,0.0,0.0,0.026433282323316983,0.03576469061433724
rome,2024-08-11,2024-09-11,31,91-180,all,1484190,0.0,0.0,0.020942062673916413,0.03567669907491629
rome,2024-08-11,2024-09-11,31,91-180,open_both,907537,0.0,0.0,0.02310649593349913,0.0366122813725501
rome,2024-08-11,2024-09-11,31,181-365,all,2554060,0.0,0.0,0.020883612757726912,0.03566204396137914
rome,2024-08-11,2024-09-11,31,181-365,open_both,1168748,0.0,0.0,0.02184303203085695,0.03800391530081763
rome,2024-09-11,2024-10-11,30,0-30,all,500812,0.0,0.0,0.023032595065613445,0.03396683785532296
rome,2024-09-11,2024-10-11,30,0-30,open_both,144475,0.0,0.0,0.027499567399204016,0.037971967468420145
rome,2024-09-11,2024-10-11,30,31-90,all,986760,0.0,0.0,0.0229356682475982,0.03376200899914873
rome,2024-09-11,2024-10-11,30,31-90,open_both,601934,0.0,0.0,0.02679861911771058,0.036297999448444515
rome,2024-09-11,2024-10-11,30,91-180,all,1480140,0.0,0.0,0.02302079533017147,0.03375491507560096
rome,2024-09-11,2024-10-11,30,91-180,open_both,916609,0.0,0.0,0.025785258490806876,0.0346516344482762
rome,2024-09-11,2024-10-11,30,181-365,all,2539007,0.0,0.0,0.02295700642022649,0.03377068279055552
rome,2024-09-11,2024-10-11,30,181-365,open_both,1183675,0.0,0.0,0.026252138467062328,0.03287980231060046
rome,2024-10-11,2024-11-13,33,0-30,all,505231,0.0,0.0,0.031047184357254405,0.031409394910446906
rome,2024-10-11,2024-11-13,33,0-30,open_both,258137,0.0,0.0,0.0394054319992872,0.035752333063450804
rome,2024-10-11,2024-11-13,33,31-90,all,994020,0.0,0.0,0.030921913039979074,0.03132633146214362
rome,2024-10-11,2024-11-13,33,31-90,open_both,611169,0.0,0.0,0.03513103576915714,0.03319867336203243
rome,2024-10-11,2024-11-13,33,91-180,all,1491030,0.0,0.0,0.030992669496924946,0.031336056283240446
rome,2024-10-11,2024-11-13,33,91-180,open_both,894655,0.0,0.0,0.034430031688192655,0.03242255394537559
rome,2024-10-11,2024-11-13,33,181-365,all,2510612,0.0,0.0,0.030953010660348952,0.031348531752417336
rome,2024-10-11,2024-11-13,33,181-365,open_both,1213735,0.0,0.0,0.032963538169369755,0.03154889658780541
rome,2024-11-13,2024-12-12,29,0-30,all,512141,0.0,0.0,0.034929833776245214,0.023417379198306717
rome,2024-11-13,2024-12-12,29,0-30,open_both,240994,0.0,0.0,0.04288903458177382,0.024403097172543714
rome,2024-11-13,2024-12-12,29,31-90,all,1009320,0.0,0.0,0.034722387349898944,0.023380097491380335
rome,2024-11-13,2024-12-12,29,31-90,open_both,658850,0.0,0.0,0.040405251574713516,0.024195188586172877
rome,2024-11-13,2024-12-12,29,91-180,all,1513980,0.0,0.0,0.034742863181812175,0.023417086090965534
rome,2024-11-13,2024-12-12,29,91-180,open_both,904156,0.0,0.0,0.03879640239073788,0.023062391888125502
rome,2024-11-13,2024-12-12,29,181-365,all,2615648,0.0,0.0,0.0347045932786063,0.023435492849190716
rome,2024-11-13,2024-12-12,29,181-365,open_both,1319882,0.0,0.0,0.0389057506655898,0.024455974094653915
rome,2024-12-12,2025-01-13,32,0-30,all,472511,0.0,0.0,0.0361282594479282,0.029508307743100162
rome,2024-12-12,2025-01-13,32,0-30,open_both,267969,0.0,0.0,0.04374386589493561,0.030313207871059712
rome,2024-12-12,2025-01-13,32,31-90,all,955560,0.0,0.0,0.0360050650927205,0.029438235170999204
rome,2024-12-12,2025-01-13,32,31-90,open_both,581531,0.0,0.0,0.0406599132290454,0.02817906526049342
rome,2024-12-12,2025-01-13,32,91-180,all,1433340,0.0,0.0,0.03601797200943251,0.029461258319728744
rome,2024-12-12,2025-01-13,32,91-180,open_both,859836,0.0,0.0,0.038467800836438575,0.025904940011816206
rome,2024-12-12,2025-01-13,32,181-365,all,2429414,0.0,0.0,0.03602020898866969,0.02941573564653863
rome,2024-12-12,2025-01-13,32,181-365,open_both,1280940,0.0,0.0,0.03834840039346105,0.027337736349868066
rome,2025-01-13,2025-02-15,33,0-30,all,497439,0.0,0.0,0.030357491069256733,0.02973228878314728
rome,2025-01-13,2025-02-15,33,0-30,open_both,221181,0.0,0.0,0.03829894972895502,0.031485525429399454
rome,2025-01-13,2025-02-15,33,31-90,all,979260,0.0,0.0,0.030204440087412944,0.02967955394890019
rome,2025-01-13,2025-02-15,33,31-90,open_both,520509,0.0,0.0,0.034153107823303726,0.02904080428964725
rome,2025-01-13,2025-02-15,33,91-180,all,1468890,0.0,0.0,0.03025686062264703,0.02966185350843154
rome,2025-01-13,2025-02-15,33,91-180,open_both,898881,0.0,0.0,0.03359399075072229,0.02845760451049694
rome,2025-01-13,2025-02-15,33,181-365,all,2486011,0.0,0.0,0.030246044768104406,0.02962858973673085
rome,2025-01-13,2025-02-15,33,181-365,open_both,1310924,0.0,0.0,0.03331009272848769,0.028872001733128694
rome,2025-03-05,2025-04-10,36,0-30,all,510603,0.0,0.0,0.0244397310630764,0.035166264201346255
rome,2025-03-05,2025-04-10,36,0-30,open_both,151178,0.0,0.0,0.027636296286496713,0.031777110426120206
rome,2025-03-05,2025-04-10,36,31-90,all,1018200,0.0,0.0,0.02428599489294834,0.03515026517383618
rome,2025-03-05,2025-04-10,36,31-90,open_both,504270,0.0,0.0,0.02658298133936185,0.034667935828028636
rome,2025-03-05,2025-04-10,36,91-180,all,1527300,0.0,0.0,0.02433182740784391,0.03512472991553722
rome,2025-03-05,2025-04-10,36,91-180,open_both,962674,0.0,0.0,0.026370297733189014,0.03662714480706864
rome,2025-03-05,2025-04-10,36,181-365,all,2590027,0.0,0.0,0.024234496397141807,0.035046352798638776
rome,2025-03-05,2025-04-10,36,181-365,open_both,1315038,0.0,0.0,0.025623594147089285,0.03879811838136997
rome,2025-04-10,2025-05-09,29,0-30,all,517514,0.0,0.0,0.023999350742202143,0.030951819660917385
rome,2025-04-10,2025-05-09,29,0-30,open_both,151234,0.0,0.0,0.02921961992673605,0.030647870187920704
rome,2025-04-10,2025-05-09,29,31-90,all,1053360,0.0,0.0,0.02391395154553049,0.030819472924736083
rome,2025-04-10,2025-05-09,29,31-90,open_both,581302,0.0,0.0,0.029067507078936593,0.032702450705485275
rome,2025-04-10,2025-05-09,29,91-180,all,1580040,0.0,0.0,0.02381205539100276,0.030821371610845295
rome,2025-04-10,2025-05-09,29,91-180,open_both,998651,0.0,0.0,0.027144618089803143,0.031644688685036115
rome,2025-04-10,2025-05-09,29,181-365,all,2737140,0.0,0.0,0.02372074501121609,0.03082560628977692
rome,2025-04-10,2025-05-09,29,181-365,open_both,1365858,0.0,0.0,0.026227470205541132,0.033600857482988716
