snapshot_date,base,quote,rate_per_usd
2024-03-06,usd,akt,0.23272388
2024-03-06,usd,alcx,0.032873117
2024-03-06,usd,aleph,3.30797298
2024-03-06,usd,alex,2.72464206
2024-03-06,usd,algo,4.3526264
2024-03-06,usd,alice,0.55325047
2024-03-06,usd,all,95.6686272
2024-03-06,usd,alph,0.30820289
2024-03-06,usd,alt,2.09314978
2024-03-06,usd,alusd,1.01569868
2024-03-06,usd,amd,402.45638616
2024-03-06,usd,amp,212.5129232
2024-03-06,usd,ang,1.79232964
2024-03-06,usd,ankr,26.52168764
2024-03-06,usd,ant,0.11113213
2024-03-06,usd,aoa,835.22981649
2024-03-06,usd,ape,0.48303271
2024-03-06,usd,apex,0.32788064
2024-03-06,usd,api3,0.30097825
2024-03-06,usd,apl,23441.81342057
2024-03-06,usd,apt,0.073971123
2024-03-06,usd,ar,0.032617995
2024-03-06,usd,arb,0.50008178
2024-03-06,usd,ark,1.05360529
2024-03-06,usd,arkm,0.43925641
2024-03-06,usd,arpa,15.02629951
2024-03-06,usd,ars,845.52356188
2024-03-06,usd,asm,29.02337056
2024-03-06,usd,ast,8.3091004
2024-03-06,usd,astr,6.86253807
2024-03-06,usd,ata,7.08728836
2024-03-06,usd,atom,0.083241622
2024-03-06,usd,ats,12.68245905
2024-03-06,usd,auction,0.040040049
2024-03-06,usd,aud,1.53979143
2024-03-06,usd,audio,3.45662023
2024-03-06,usd,aurora,3.56506322
2024-03-06,usd,avax,0.025476578
2024-03-06,usd,avt,0.46948368
2024-03-06,usd,awg,1.79
2024-03-06,usd,axl,0.48097746
2024-03-06,usd,axs,0.10322483
2024-03-06,usd,azero,0.72544006
2024-03-06,usd,azm,8503.12983296
2024-03-06,usd,azn,1.70062597
2024-03-06,usd,babydoge,473676605.88112766
2024-03-06,usd,badger,0.19230774
2024-03-06,usd,bake,2.64915281
2024-03-06,usd,bal,0.195122
2024-03-06,usd,bam,1.80263031
2024-03-06,usd,band,0.45475227
2024-03-06,usd,bat,3.27204966
2024-03-06,usd,bbd,2
2024-03-06,usd,bch,0.0025042839
2024-03-06,usd,bdt,109.75151115
2024-03-06,usd,bdx,24.77423206
2024-03-06,usd,beam,24.90867814
2024-03-06,usd,bef,37.18008546
2024-03-06,usd,bgb,1.12752923
2024-03-06,usd,bgn,1.80263031
2024-03-06,usd,bhd,0.376
2024-03-06,usd,bico,2.00621975
2024-03-06,usd,bif,2854.32331583
2024-03-06,usd,bigtime,2.28780653
2024-03-06,usd,bit,1.07307676
2024-03-06,usd,bld,4.92406177
2024-03-06,usd,blur,1.55666288
2024-03-06,usd,blz,3.18268693
2024-03-06,usd,bmd,1
2024-03-06,usd,bnb,0.0025334273
2024-03-06,usd,bnd,1.34307535
2024-03-06,usd,bnt,1.169933
2024-03-06,usd,bob,6.90332097
2024-03-06,usd,boba,2.61917295
2024-03-06,usd,bond,0.27190395
2024-03-06,usd,bone,0.88310701
2024-03-06,usd,bonk,32493.91495021
2024-03-06,usd,bora,5.35744357
2024-03-06,usd,borg,4.1192472
2024-03-06,usd,brl,4.95839435
2024-03-06,usd,bsd,1
2024-03-06,usd,bsv,0.010150425
2024-03-06,usd,bsw,7.84859955
2024-03-06,usd,btc,1.56823e-05
2024-03-06,usd,btc.b,1.5615636e-05
2024-03-06,usd,btcb,1.5694672e-05
2024-03-06,usd,btg,0.025531905
2024-03-06,usd,btn,82.8899448
2024-03-06,usd,btrst,1.15473468
2024-03-06,usd,btt,574685.24432012
2024-03-06,usd,busd,0.99915306
2024-03-06,usd,bwp,13.726611
2024-03-06,usd,byn,3.26474619
2024-03-06,usd,byr,32647.46190648
2024-03-06,usd,bzd,2.02438253
2024-03-06,usd,c98,2.82206923
2024-03-06,usd,cad,1.35979219
2024-03-06,usd,cake,0.33143612
2024-03-06,usd,canto,5.02789689
2024-03-06,usd,cbeth,0.000265713
2024-03-06,usd,cdai,43.67752126
2024-03-06,usd,cdf,2773.2565354
2024-03-06,usd,cdt,3.36477214
2024-03-06,usd,celo,1.00062744
2024-03-06,usd,celr,30.29844668
2024-03-06,usd,ceth,0.013993932
2024-03-06,usd,cfg,1.42466501
2024-03-06,usd,cfx,3.61916556
2024-03-06,usd,cgld,1.0040163
2024-03-06,usd,cheel,0.05748916
2024-03-06,usd,chf,0.8844925
2024-03-06,usd,chr,2.90966535
2024-03-06,usd,chz,7.40456234
2024-03-06,usd,ckb,55.21340568
2024-03-06,usd,clp,977.45345457
2024-03-06,usd,clv,14.86989193
2024-03-06,usd,cnh,7.21280425
2024-03-06,usd,cny,7.19648688
2024-03-06,usd,comai,0.41703559
2024-03-06,usd,comp,0.012147784
2024-03-06,usd,cop,3947.30172557
2024-03-06,usd,core,1.52303502
2024-03-06,usd,corgiai,286.78052991
2024-03-06,usd,coti,5.42152471
2024-03-06,usd,coval,43.4593756
2024-03-06,usd,cqt,2.73490162
2024-03-06,usd,crc,513.49863513
2024-03-06,usd,cro,6.86128329
2024-03-06,usd,crpt,19.90234151
2024-03-06,usd,crv,1.49210581
2024-03-06,usd,cspr,23.1972457
2024-03-06,usd,ctc,1.78970009
2024-03-06,usd,ctsi,2.84697575
2024-03-06,usd,ctx,0.4587157
2024-03-06,usd,cuc,1
2024-03-06,usd,cup,23.96889654
2024-03-06,usd,cvc,7.98722231
2024-03-06,usd,cve,101.63257777
2024-03-06,usd,cvx,0.20007492
2024-03-06,usd,cwbtc,0.0007772997
2024-03-06,usd,cyp,0.53942963
2024-03-06,usd,czk,23.36154166
2024-03-06,usd,dag,16.72892335
2024-03-06,usd,dai,1.00013975
2024-03-06,usd,dao,0.964475
2024-03-06,usd,dar,5.24934505
2024-03-06,usd,dash,0.028036761
2024-03-06,usd,dcr,0.043817033
2024-03-06,usd,ddx,16.18654967
2024-03-06,usd,dem,1.80263031
2024-03-06,usd,deso,0.026567488
2024-03-06,usd,dexe,0.15374608
2024-03-06,usd,dext,1.04948337
2024-03-06,usd,dfi,10.10521463
2024-03-06,usd,dia,1.88789713
2024-03-06,usd,dimo,2.10717119
2024-03-06,usd,djf,177.73849435
2024-03-06,usd,dkk,6.87067207
2024-03-06,usd,dnt,28.44950875
2024-03-06,usd,doge,6.48547289
2024-03-06,usd,dop,58.84526431
2024-03-06,usd,dora,7.74231371
2024-03-06,usd,dot,0.10756033
2024-03-06,usd,drep,3.5008726
2024-03-06,usd,dydx,0.27035484
2024-03-06,usd,dym,0.17321029
2024-03-06,usd,dyp,3.52168559
2024-03-06,usd,dzd,134.67913528
2024-03-06,usd,edu,1.19376201
2024-03-06,usd,edum,0.97829077
2024-03-06,usd,eek,14.4210425
2024-03-06,usd,egld,0.016466825
2024-03-06,usd,egp,30.92501774
2024-03-06,usd,ela,0.29295451
2024-03-06,usd,elf,1.55920626
2024-03-06,usd,elg,1.28426314
2024-03-06,usd,enj,2.00269491
2024-03-06,usd,ens,0.039478888
2024-03-06,usd,eos,0.97809313
2024-03-06,usd,ern,15
2024-03-06,usd,esp,153.35302516
2024-03-06,usd,etb,56.67476094
2024-03-06,usd,etc,0.029265111
2024-03-06,usd,eth,0.0002797371
2024-03-06,usd,eth2,0.0002809017
2024-03-06,usd,ethdydx,0.27460055
2024-03-06,usd,ethw,0.24772127
2024-03-06,usd,ethx,0.0002789375
2024-03-06,usd,eur,0.92167024
2024-03-06,usd,euroc,0.91861127
2024-03-06,usd,ever,19.45631385
2024-03-06,usd,farm,0.02105707
2024-03-06,usd,fdusd,0.99793235
2024-03-06,usd,fei,1.05836834
2024-03-06,usd,fet,0.57534102
2024-03-06,usd,fida,2.61096666
2024-03-06,usd,fil,0.11331319
2024-03-06,usd,fim,5.48000242
2024-03-06,usd,fis,1.7714796
2024-03-06,usd,fjd,2.2509223
2024-03-06,usd,fkp,0.78765532
2024-03-06,usd,floki,8580.71888144
2024-03-06,usd,flow,0.89214359
2024-03-06,usd,flr,25.07151501
2024-03-06,usd,flux,1.03584127
2024-03-06,usd,fnsa,0.02970961
2024-03-06,usd,fort,5.12426458
2024-03-06,usd,forth,0.23501768
2024-03-06,usd,fox,12.56281699
2024-03-06,usd,frax,1.00353954
2024-03-06,usd,frf,6.04576048
2024-03-06,usd,frxeth,0.00028447551
2024-03-06,usd,ftm,1.56713137
2024-03-06,usd,ftn,0.56591884
2024-03-06,usd,ftt,0.41384519
2024-03-06,usd,fx,6.24609764
2024-03-06,usd,fxs,0.12848381
2024-03-06,usd,gaj,157.04348762
2024-03-06,usd,gal,0.34182199
2024-03-06,usd,gala,24.9486775
2024-03-06,usd,gas,0.14739583
2024-03-06,usd,gbp,0.78765532
2024-03-06,usd,gel,2.65495628
2024-03-06,usd,gfi,0.79614684
2024-03-06,usd,ggp,0.78765532
2024-03-06,usd,ghc,127488.45408824
2024-03-06,usd,ghs,12.74884541
2024-03-06,usd,ghst,0.97895275
2024-03-06,usd,gip,0.78765532
2024-03-06,usd,glm,1.78015173
2024-03-06,usd,glmr,2.22292276
2024-03-06,usd,gmd,67.94454437
2024-03-06,usd,gmt,3.39731691
2024-03-06,usd,gmx,0.019588852
2024-03-06,usd,gnf,8603.67057528
2024-03-06,usd,gno,0.0026669474
2024-03-06,usd,gns,0.17574937
2024-03-06,usd,gnt,1.77615745
2024-03-06,usd,gods,2.77307959
2024-03-06,usd,grd,314.05913552
2024-03-06,usd,grt,3.58192431
2024-03-06,usd,gst,9.96308908
2024-03-06,usd,gt,0.1990697
2024-03-06,usd,gtc,0.49751255
2024-03-06,usd,gtq,7.80448683
2024-03-06,usd,gusd,0.99739285
2024-03-06,usd,gxc,0.41945653
2024-03-06,usd,gyd,208.78634378
2024-03-06,usd,gyen,151.37757078
2024-03-06,usd,hbar,8.93255396
2024-03-06,usd,hbtc,5.0348563e-05
2024-03-06,usd,hft,2.30946936
2024-03-06,usd,high,0.53676878
2024-03-06,usd,hkd,7.82350403
2024-03-06,usd,hnl,24.6782192
2024-03-06,usd,hnt,0.12181752
2024-03-06,usd,honey,4.90918131
2024-03-06,usd,hopr,6.29128803
2024-03-06,usd,hot,281.5751497
2024-03-06,usd,hrk,6.94432445
2024-03-06,usd,ht,0.89613806
2024-03-06,usd,htg,132.56412076
2024-03-06,usd,huf,362.92011282
2024-03-06,usd,icp,0.071008876
2024-03-06,usd,icx,3.39821545
2024-03-06,usd,id,1.70197389
2024-03-06,usd,idex,14.05481704
2024-03-06,usd,idr,15756.4529978
2024-03-06,usd,iep,0.7258743
2024-03-06,usd,ils,3.5890692
2024-03-06,usd,ilv,0.0091345077
2024-03-06,usd,imp,0.78765532
2024-03-06,usd,imx,0.34535672
2024-03-06,usd,index,0.25477713
2024-03-06,usd,inj,0.026989142
2024-03-06,usd,inr,82.8899448
2024-03-06,usd,inv,0.025125634
2024-03-06,usd,iost,90.41640909
2024-03-06,usd,iota,2.95997433
2024-03-06,usd,iotx,17.9227571
2024-03-06,usd,iqd,1309.53014595
2024-03-06,usd,irr,42062.27704571
2024-03-06,usd,isk,137.42509316
2024-03-06,usd,itl,1784.60244266
2024-03-06,usd,jasmy,44.85311651
2024-03-06,usd,jep,0.78765532
2024-03-06,usd,jmd,155.63960257
2024-03-06,usd,jod,0.709
2024-03-06,usd,joe,1.97484101
2024-03-06,usd,jpy,149.97452911
2024-03-06,usd,jst,25.12300173
2024-03-06,usd,jto,0.38740179
2024-03-06,usd,jup,698.07706669
2024-03-06,usd,kas,6.65452052
2024-03-06,usd,kava,1.12662413
2024-03-06,usd,kcs,0.078795274
2024-03-06,usd,kda,0.60456498
2024-03-06,usd,keep,6.63262076
2024-03-06,usd,kes,142.99683623
2024-03-06,usd,kgs,89.42572622
2024-03-06,usd,khr,4060.32110129
2024-03-06,usd,klay,3.73042511
2024-03-06,usd,kmf,453.43203601
2024-03-06,usd,knc,1.3107669
2024-03-06,usd,kpw,900.02657719
2024-03-06,usd,krl,1.98846735
2024-03-06,usd,krw,1336.13812503
2024-03-06,usd,ksm,0.019969997
2024-03-06,usd,kub,0.35888017
2024-03-06,usd,kuji,0.24978469
2024-03-06,usd,kwd,0.30764922
2024-03-06,usd,kyd,0.82153225
2024-03-06,usd,kzt,448.07732549
2024-03-06,usd,lak,20829.45286854
2024-03-06,usd,lbp,90425.98261663
2024-03-06,usd,lcx,4.10762059
2024-03-06,usd,ldo,0.31893946
2024-03-06,usd,leo,0.18232152
2024-03-06,usd,link,0.052766805
2024-03-06,usd,lit,0.76728323
2024-03-06,usd,lkr,308.17812589
2024-03-06,usd,loka,3.13087111
2024-03-06,usd,loom,9.86065318
2024-03-06,usd,lpt,0.075959
2024-03-06,usd,lqty,0.60547362
2024-03-06,usd,lrc,3.01587749
2024-03-06,usd,lrd,192.50872598
2024-03-06,usd,lseth,0.00027075183
2024-03-06,usd,lsk,0.36990363
2024-03-06,usd,lsl,18.99032774
2024-03-06,usd,ltc,0.012235375
2024-03-06,usd,ltl,3.18234302
2024-03-06,usd,luf,37.18008546
2024-03-06,usd,luna,1.43304178
2024-03-06,usd,lunc,4964.89043077
2024-03-06,usd,lusd,1.00066222
2024-03-06,usd,lvl,0.64774985
2024-03-06,usd,lyd,4.82770666
2024-03-06,usd,lyx,0.15129173
2024-03-06,usd,lyxe,0.15544379
2024-03-06,usd,mad,10.034012
2024-03-06,usd,magic,0.82402887
2024-03-06,usd,mana,1.6364077
2024-03-06,usd,manta,0.35653007
2024-03-06,usd,mask,0.22779049
2024-03-06,usd,math,4.74270919
2024-03-06,usd,matic,0.96834896
2024-03-06,usd,mav,1.67629537
2024-03-06,usd,mavia,0.17875372
2024-03-06,usd,mbx,1.2252208
2024-03-06,usd,mco2,1.54314187
2024-03-06,usd,mdl,17.76693589
2024-03-06,usd,mdt,12.62467154
2024-03-06,usd,media,0.056497188
2024-03-06,usd,meme,25.75285466
2024-03-06,usd,meth,0.000274013
2024-03-06,usd,metis,0.010461348
2024-03-06,usd,mga,4501.3702374
2024-03-06,usd,mgf,22506.85118698
2024-03-06,usd,mina,0.81404044
2024-03-06,usd,mir,9.75408066
2024-03-06,usd,mkd,56.78717634
2024-03-06,usd,mkr,0.00050222247
2024-03-06,usd,mkusd,1.01486409
2024-03-06,usd,mln,0.04676176
2024-03-06,usd,mmk,2098.61207967
2024-03-06,usd,mnde,4.28247284
2024-03-06,usd,mnt,3395.28591678
2024-03-06,usd,mobile,290.95147879
2024-03-06,usd,mog,1448479.56652028
2024-03-06,usd,mona,0.0047429995
2024-03-06,usd,mop,8.05820916
2024-03-06,usd,movr,0.044731849
2024-03-06,usd,mpl,0.05849665
2024-03-06,usd,mro,397.99831544
2024-03-06,usd,mru,39.79983154
2024-03-06,usd,msol,0.006805732
2024-03-06,usd,mtl,0.39567304
2024-03-06,usd,mubi,6.63853605
2024-03-06,usd,multi,2.02088715
2024-03-06,usd,mur,45.77668923
2024-03-06,usd,muse,0.071171861
2024-03-06,usd,mvr,15.41955575
2024-03-06,usd,mwk,1681.77531596
2024-03-06,usd,mx,0.33880647
2024-03-06,usd,mxc,58.05989205
2024-03-06,usd,mxn,16.9502529
2024-03-06,usd,mxv,2.09223201
2024-03-06,usd,myr,4.73969415
2024-03-06,usd,mzm,63838.17415602
2024-03-06,usd,mzn,63.83817416
2024-03-06,usd,nad,18.99032774
2024-03-06,usd,nct,57.24099786
2024-03-06,usd,near,0.24309587
2024-03-06,usd,neo,0.061650533
2024-03-06,usd,neon,0.68405223
2024-03-06,usd,nest,251.17912339
2024-03-06,usd,nexo,0.7364862
2024-03-06,usd,nft,1602620.36178384
2024-03-06,usd,ngn,1545.23404957
2024-03-06,usd,nio,36.7457672
2024-03-06,usd,nkn,7.39918781
2024-03-06,usd,nlg,2.03109393
2024-03-06,usd,nmr,0.030102355
2024-03-06,usd,nok,10.58121428
2024-03-06,usd,nos,0.1968225
2024-03-06,usd,npr,132.68607914
2024-03-06,usd,ntrn,0.74290942
2024-03-06,usd,nu,10.14314578
2024-03-06,usd,nxm,0.01346582
2024-03-06,usd,nzd,1.64616836
2024-03-06,usd,oas,8.60948871
2024-03-06,usd,ocean,1.04701103
2024-03-06,usd,ogn,5.2304003
2024-03-06,usd,ohm,0.084380018
2024-03-06,usd,okb,0.018479538
2024-03-06,usd,okt,0.048865084
2024-03-06,usd,olas,0.19381969
2024-03-06,usd,om,3.25326731
2024-03-06,usd,omg,0.95797157
2024-03-06,usd,omi,1032.55967863
2024-03-06,usd,omr,0.38497334
2024-03-06,usd,ondo,1.9463967
2024-03-06,usd,one,32.18154283
2024-03-06,usd,ont,3.26613733
2024-03-06,usd,ooki,415.94296585
2024-03-06,usd,op,0.22644405
2024-03-06,usd,orca,0.21306067
2024-03-06,usd,ordi,0.013221881
2024-03-06,usd,orn,0.60259128
2024-03-06,usd,osmo,0.65023749
2024-03-06,usd,ox,67.39752643
2024-03-06,usd,oxt,7.32332649
2024-03-06,usd,paal,1.90470892
2024-03-06,usd,pab,1
2024-03-06,usd,pandora,5.3261319e-05
2024-03-06,usd,pax,1.00699887
2024-03-06,usd,paxg,0.00047733481
2024-03-06,usd,pen,3.74654561
2024-03-06,usd,pendle,0.35363015
2024-03-06,usd,people,23.53078523
2024-03-06,usd,pepe,162739.28115126
2024-03-06,usd,perp,0.70661407
2024-03-06,usd,pgk,3.76078077
2024-03-06,usd,php,55.87302214
2024-03-06,usd,pixel,1.82764204
2024-03-06,usd,pkr,279.21059966
2024-03-06,usd,pla,3.63810013
2024-03-06,usd,pln,3.97431584
2024-03-06,usd,plu,0.19743341
2024-03-06,usd,png,2.51600869
2024-03-06,usd,pokt,5.35082295
2024-03-06,usd,pols,0.94099956
2024-03-06,usd,poly,7.95019237
2024-03-06,usd,polyx,4.68996552
2024-03-06,usd,pond,35.98417534
2024-03-06,usd,pork,1839772.55486252
2024-03-06,usd,portal,0.48698733
2024-03-06,usd,powr,2.87356389
2024-03-06,usd,prime,0.069185017
2024-03-06,usd,pro,1.87916984
2024-03-06,usd,prom,0.09838044
2024-03-06,usd,prq,7.00280275
2024-03-06,usd,pte,184.77829379
2024-03-06,usd,pundix,1.50330763
2024-03-06,usd,pyg,7309.47512969
2024-03-06,usd,pyr,0.13562084
2024-03-06,usd,pyth,1.66947617
2024-03-06,usd,pyusd,1.00079587
2024-03-06,usd,qar,3.64
2024-03-06,usd,qi,47.92027183
2024-03-06,usd,qnt,0.0084761172
2024-03-06,usd,qsp,201.35433399
2024-03-06,usd,qtum,0.20629313
2024-03-06,usd,quick,0.012828626
2024-03-06,usd,rad,0.46403723
2024-03-06,usd,rai,0.35587197
2024-03-06,usd,rare,7.37191473
2024-03-06,usd,rari,0.57636901
2024-03-06,usd,ray,0.84923596
2024-03-06,usd,rbn,1.32418792
2024-03-06,usd,ren,12.51010991
2024-03-06,usd,render,0.14465503
2024-03-06,usd,rep,0.77387227
2024-03-06,usd,repv2,0.77387227
2024-03-06,usd,req,8.58001058
2024-03-06,usd,reth,0.00025550594
2024-03-06,usd,rgt,2.02881566
2024-03-06,usd,rif,4.60957825
2024-03-06,usd,rlb,7.43923655
2024-03-06,usd,rlc,0.29987712
2024-03-06,usd,rly,96.45449585
2024-03-06,usd,rndr,0.14513654
2024-03-06,usd,rol,45829.70003389
2024-03-06,usd,ron,4.58297
2024-03-06,usd,rose,6.54279137
2024-03-06,usd,rpl,0.030553701
2024-03-06,usd,rsd,108.00940992
2024-03-06,usd,rub,90.9329511
2024-03-06,usd,rune,0.19652811
2024-03-06,usd,rvn,38.14085328
2024-03-06,usd,rwf,1281.41695626
2024-03-06,usd,sand,1.56523099
2024-03-06,usd,sar,3.75
2024-03-06,usd,sats,1619243.70593061
2024-03-06,usd,savax,0.022318169
2024-03-06,usd,sbd,8.34665827
2024-03-06,usd,sc,113.17980754
2024-03-06,usd,scr,13.59272321
2024-03-06,usd,sdd,60099.5140794
2024-03-06,usd,sdg,600.99514079
2024-03-06,usd,seam,0.21370494
2024-03-06,usd,sei,1.38283929
2024-03-06,usd,sek,10.3916174
2024-03-06,usd,sfp,1.37873486
2024-03-06,usd,sfrxeth,0.0002622572
2024-03-06,usd,sfund,0.24817684
2024-03-06,usd,sgb,68.62630399
2024-03-06,usd,sgd,1.34307535
2024-03-06,usd,shdw,51.51394734
2024-03-06,usd,shib,30119.44878787
2024-03-06,usd,shp,0.78765532
2024-03-06,usd,shping,106.05581001
2024-03-06,usd,sit,220.86905719
2024-03-06,usd,skk,27.76623776
2024-03-06,usd,skl,10.05025359
2024-03-06,usd,sle,22.69630368
2024-03-06,usd,sll,22696.30368407
2024-03-06,usd,slp,174.7924344
2024-03-06,usd,snt,21.77367343
2024-03-06,usd,snx,0.24854541
2024-03-06,usd,sol,0.008037922
2024-03-06,usd,sos,570.39321071
2024-03-06,usd,spa,70.54675362
2024-03-06,usd,spell,795.76670719
2024-03-06,usd,spl,0.16666667
2024-03-06,usd,srd,35.29547374
2024-03-06,usd,srg,35295.47374399
2024-03-06,usd,ssp,1562.94436353
2024-03-06,usd,ssv,0.029358594
2024-03-06,usd,std,22675.69738836
2024-03-06,usd,steth,0.00028150229
2024-03-06,usd,stg,1.54657859
2024-03-06,usd,stn,22.67569739
2024-03-06,usd,storj,1.36901942
2024-03-06,usd,strax,0.63402912
2024-03-06,usd,strd,0.23585259
2024-03-06,usd,strk,0.44257589
2024-03-06,usd,stsol,0.0067983111
2024-03-06,usd,stx,0.36995996
2024-03-06,usd,sui,0.71137028
2024-03-06,usd,suku,8.41751038
2024-03-06,usd,super,0.6704032
2024-03-06,usd,sushi,0.58896297
2024-03-06,usd,svc,8.75
2024-03-06,usd,sweth,0.00027494732
2024-03-06,usd,swftc,166.52793216
2024-03-06,usd,sxp,2.32779214
2024-03-06,usd,sylo,358.62345486
2024-03-06,usd,syn,0.64495339
2024-03-06,usd,syp,13001.99150273
2024-03-06,usd,szl,18.99032774
2024-03-06,usd,t,32.26848121
2024-03-06,usd,tao,0.0014680282
2024-03-06,usd,tet,0.030278222
2024-03-06,usd,tfuel,11.32612032
2024-03-06,usd,thb,35.85195565
2024-03-06,usd,theta,0.36783792
2024-03-06,usd,tia,0.064160159
2024-03-06,usd,time,0.041211631
2024-03-06,usd,tjs,10.94149482
2024-03-06,usd,tkx,0.065303422
2024-03-06,usd,tmm,17467.34984476
2024-03-06,usd,tmt,3.49346997
2024-03-06,usd,tnd,3.1159434
2024-03-06,usd,ton,0.3832135
2024-03-06,usd,tone,756.15971904
2024-03-06,usd,top,2.36558882
2024-03-06,usd,topia,13.45682444
2024-03-06,usd,tor,0.15103663
2024-03-06,usd,trac,0.83899676
2024-03-06,usd,trb,0.010173977
2024-03-06,usd,tribe,2.44304736
2024-03-06,usd,trl,31725926.32374225
2024-03-06,usd,tru,14.25517081
2024-03-06,usd,trump,0.10732994
2024-03-06,usd,trx,7.31883667
2024-03-06,usd,try,31.72592632
2024-03-06,usd,ttd,6.77896748
2024-03-06,usd,ttt,247.30361767
2024-03-06,usd,tusd,0.9993922
2024-03-06,usd,tvd,1.53979143
2024-03-06,usd,tvk,6.2934657
2024-03-06,usd,twd,31.59904062
2024-03-06,usd,twt,0.74020509
2024-03-06,usd,tzs,2548.26516795
2024-03-06,usd,uah,38.38907456
2024-03-06,usd,ugx,3918.80655921
2024-03-06,usd,uma,0.25720171
2024-03-06,usd,unfi,0.14234879
2024-03-06,usd,uni,0.076536527
2024-03-06,usd,uos,4.20689529
2024-03-06,usd,upi,1839.99086724
2024-03-06,usd,uqc,0.10746932
2024-03-06,usd,usd,1
2024-03-06,usd,usdc,0.99999783
2024-03-06,usd,usdd,1.0008403
2024-03-06,usd,usde,0.99896478
2024-03-06,usd,usdp,1.00036899
2024-03-06,usd,usdt,0.99870567
2024-03-06,usd,ust,27.11301273
2024-03-06,usd,ustc,27.09564462
2024-03-06,usd,uyu,39.01325852
2024-03-06,usd,uzs,12467.07596845
2024-03-06,usd,val,1784.60244266
2024-03-06,usd,vara,11.06929635
2024-03-06,usd,veb,3608537711.824109
2024-03-06,usd,ved,36.08607435
2024-03-06,usd,vef,3608607.43511504
2024-03-06,usd,velo,11.65297713
2024-03-06,usd,ves,36.08607435
2024-03-06,usd,vet,22.45094619
2024-03-06,usd,vgx,8.15813982
2024-03-06,usd,vnd,24803.92523426
2024-03-06,usd,vnst,25839.31406769
2024-03-06,usd,voxel,3.53982383
2024-03-06,usd,vr,24.70324347
2024-03-06,usd,vtho,228.67601934
2024-03-06,usd,vuv,120.54503431
2024-03-06,usd,wampl,0.070896862
2024-03-06,usd,waves,0.32650702
2024-03-06,usd,waxl,0.48170728
2024-03-06,usd,waxp,13.08871703
2024-03-06,usd,wbeth,0.00027307466
2024-03-06,usd,wbt,0.11959394
2024-03-06,usd,wbtc,1.5673876e-05
2024-03-06,usd,wcfg,1.4306155
2024-03-06,usd,wemix,0.39871529
2024-03-06,usd,whrh,36477.99985624
2024-03-06,usd,wif,0.64818628
2024-03-06,usd,wld,0.15503967
2024-03-06,usd,wluna,15820.20194923
2024-03-06,usd,woo,1.95032372
2024-03-06,usd,wst,2.75049582
2024-03-06,usd,xaf,604.57604801
2024-03-06,usd,xag,0.042173625
2024-03-06,usd,xai,0.84885428
2024-03-06,usd,xau,0.0004700036
2024-03-06,usd,xaut,0.00047055655
2024-03-06,usd,xbt,1.56823e-05
2024-03-06,usd,xcd,2.70171294
2024-03-06,usd,xch,0.02093029
2024-03-06,usd,xcn,447.42739713
2024-03-06,usd,xdc,23.1025886
2024-03-06,usd,xdr,0.75271226
2024-03-06,usd,xec,15294.62126183
2024-03-06,usd,xem,21.52279604
2024-03-06,usd,xlm,7.59305126
2024-03-06,usd,xmon,0.0010630405
2024-03-06,usd,xmr,0.006975923
2024-03-06,usd,xof,604.57604801
2024-03-06,usd,xpd,0.0010516586
2024-03-06,usd,xpf,109.98451595
2024-03-06,usd,xpt,0.0011316127
2024-03-06,usd,xrd,24.34878475
2024-03-06,usd,xrp,1.6826578
2024-03-06,usd,xtz,0.76079083
2024-03-06,usd,xvs,0.084986838
2024-03-06,usd,xyo,105.70826983
2024-03-06,usd,yer,250.18577196
2024-03-06,usd,yfi,0.00010669327
2024-03-06,usd,yfii,0.0015138119
2024-03-06,usd,zar,18.99032774
2024-03-06,usd,zec,0.032465629
2024-03-06,usd,zen,0.090049548
2024-03-06,usd,zeta,0.51939969
2024-03-06,usd,zil,29.90063634
2024-03-06,usd,zmk,23983.4022727
2024-03-06,usd,zmw,23.98340227
2024-03-06,usd,zrx,2.46414724
2024-03-06,usd,zwd,361.9
2024-03-06,usd,zwl,15635.60964521
2025-01-02,usd,1inch,2.51634751
2025-01-02,usd,aave,0.0030757021
2025-01-02,usd,ada,1.12602329
2025-01-02,usd,aed,3.6725
2025-01-02,usd,afn,70.44472213
2025-01-02,usd,agix,1.75841577
2025-01-02,usd,akt,0.34434264
2025-01-02,usd,algo,2.52912646
2025-01-02,usd,all,93.6935949
2025-01-02,usd,amd,396.14094259
2025-01-02,usd,amp,131.94249682
2025-01-02,usd,ang,1.79975731
2025-01-02,usd,aoa,922.14715469
2025-01-02,usd,ape,0.79900379
2025-01-02,usd,apt,0.11016584
2025-01-02,usd,ar,0.057484598
2025-01-02,usd,arb,1.32309591
2025-01-02,usd,ars,1030.48070199
2025-01-02,usd,atom,0.1505385
2025-01-02,usd,ats,13.28697033
2025-01-02,usd,aud,1.61023464
2025-01-02,usd,avax,0.02606004
2025-01-02,usd,awg,1.79
2025-01-02,usd,axs,0.15375065
2025-01-02,usd,azm,8499.82877411
2025-01-02,usd,azn,1.69996575
2025-01-02,usd,bake,3.87322653
2025-01-02,usd,bam,1.88855295
2025-01-02,usd,bat,4.11517948
2025-01-02,usd,bbd,2
2025-01-02,usd,bch,0.0021965601
2025-01-02,usd,bdt,119.55412413
2025-01-02,usd,bef,38.95227971
2025-01-02,usd,bgn,1.88855295
2025-01-02,usd,bhd,0.376
