window,signal,outcome,primary_family,eligible_event_ids,omission_type,omitted,n,intercept,slope,slope_hc1_se,slope_95_lo,slope_95_hi,slope_hc1_t,slope_hc1_p,r2,n_parameters,status,pearson,pearson_95_lo,pearson_95_hi,spearman,spearman_asymptotic_p
all,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q2,14,-3.3176318957801,0.850193319070352,0.9454558002624,-1.20977790842466,2.91016454656537,0.899241740157913,0.386213117525777,0.0663106538180398,2,descriptive_approximate_HC1_interval,0.257508550961011,-0.316284511854413,0.693355721760606,0.252747252747253,0.383314964478511
all,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q3,14,-4.96055322449311,1.05106885481606,0.982430804683791,-1.08946398668928,3.1916016963214,1.0698655312975,0.30572788699552,0.0985525950902004,2,descriptive_approximate_HC1_interval,0.313930876293175,-0.259946727853386,0.723928945403019,0.252747252747253,0.383314964478511
all,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q4,14,-4.11734474371191,0.767836917872871,0.971421151730373,-1.34870795052738,2.88438178627312,0.790426393851049,0.444619269347548,0.0561051741722386,2,descriptive_approximate_HC1_interval,0.236865308080856,-0.335932850089731,0.681763575158603,0.217582417582418,0.454919373170033
all,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2026Q1,14,-4.28260625602888,1.05439623610546,0.934861942963971,-0.982492959192073,3.09128543140299,1.12786304335216,0.281423887853802,0.0929024083327992,2,descriptive_approximate_HC1_interval,0.304798963798762,-0.269337883471406,0.719087565791038,0.261538461538462,0.366411137066742
all,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2026Q2,14,-4.35934934699761,0.854032114179526,0.965542591026007,-1.24970447073807,2.95776869909713,0.884510038311218,0.393798436748087,0.0687194366243176,2,descriptive_approximate_HC1_interval,0.262143923493027,-0.311803806947812,0.695928051239892,0.204395604395604,0.483346223042224
all,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2022,14,-3.93531653829168,0.998077312792169,0.915779997464522,-0.997235894836153,2.99339052042049,1.08986581444834,0.297174351727701,0.0892262597213584,2,descriptive_approximate_HC1_interval,0.298707649251502,-0.275541996108399,0.715835675587376,0.252747252747253,0.383314964478511
all,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2023,11,-2.06899063306864,0.510501061741402,1.96947016641384,-3.94474998212903,4.96575210561184,0.259207308872803,0.801306741469165,0.0119723903224985,2,descriptive_approximate_HC1_interval,0.109418418570634,-0.524910331460139,0.665604875152219,0.236363636363636,0.484091162225396
all,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2024,12,-1.85284291608779,0.655538512700515,1.01034523108807,-1.59565095060587,2.9067279760069,0.64882625515493,0.531067997008107,0.0401118927629098,2,descriptive_approximate_HC1_interval,0.20027953655556,-0.42214358011234,0.694369771351285,0.160839160839161,0.617523489540142
all,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2025,11,-10.4478901715306,2.11877733736519,0.617957110279997,0.720861234043215,3.51669344068717,3.4286802467653,0.00752392578657227,0.401477127020314,2,descriptive_approximate_HC1_interval,0.633622227372362,0.0544392561535774,0.893777607770117,0.609090909090909,0.0466957093540989
all,published_guide_vs_implied_guide_pct,gap_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2026,12,-4.26612207408899,0.653725692065281,1.05407781769424,-1.69490604655616,3.00235743068672,0.620187315482346,0.549005811808412,0.0431371214304269,2,descriptive_approximate_HC1_interval,0.207694779497287,-0.415764450732487,0.698355014008336,0.0629370629370629,0.845930921228779
all,published_guide_vs_implied_guide_pct,session_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2022Q3,14,-0.75373393568987,0.35820640885965,0.304894415425876,-0.306101455164139,1.02251427288344,1.17485395184857,0.262839675687143,0.0562981116510806,2,descriptive_approximate_HC1_interval,0.237272231099807,-0.335550296275634,0.681994260602353,0.16043956043956,0.583752752641341
all,published_guide_vs_implied_guide_pct,session_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2022Q4,14,-0.273291636104703,0.0536745633114662,0.476278170132573,-0.984046424263815,1.09139555088675,0.112695829196887,0.912135017042855,0.000685677950406194,2,descriptive_approximate_HC1_interval,0.0261854530303742,-0.51150056449023,0.549135560056615,-0.0637362637362637,0.828626422928612
all,published_guide_vs_implied_guide_pct,session_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2023Q1,14,-1.3959146063955,0.381331767333064,0.331694006543516,-0.341367389647674,1.1040309243138,1.1496492544644,0.272685782775496,0.0568868253739502,2,descriptive_approximate_HC1_interval,0.238509591786054,-0.334385874929206,0.682695179532906,0.134065934065934,0.647719527985113
all,published_guide_vs_implied_guide_pct,session_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2023Q2,14,-1.07957200444326,0.363093268068217,0.377687253138527,-0.459816564671779,1.18600310080821,0.96135960388116,0.355343342936893,0.0428575331312544,2,descriptive_approximate_HC1_interval,0.207020610402091,-0.363484335976577,0.664599870049189,0.0989010989010989,0.736585369925317
all,published_guide_vs_implied_guide_pct,session_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2023Q3,14,-0.0735747418022612,0.191568680988674,0.28980822909689,-0.43986920671077,0.823006568688119,0.66101877640137,0.521089427551788,0.0175984411055573,2,descriptive_approximate_HC1_interval,0.132659116179617,-0.428049142236421,0.619625527514161,0.0417582417582418,0.887286973189064
all,published_guide_vs_implied_guide_pct,session_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2023Q4,14,-1.07349788439013,0.335132214471127,0.326669626420623,-0.376619758636727,1.04688418757898,1.02590564706989,0.325172529908638,0.043149250694809,2,descriptive_approximate_HC1_interval,0.207723977178392,-0.362846297857329,0.665010010248079,0.134065934065934,0.647719527985113
all,published_guide_vs_implied_guide_pct,session_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2024Q1,14,-1.16201970583408,0.35978302825591,0.347446410153611,-0.3972376678086,1.11680372432042,1.03550653494116,0.320849852147667,0.0462214582097221,2,descriptive_approximate_HC1_interval,0.214991763120642,-0.356222070288891,0.669231840532591,0.107692307692308,0.714030808726249
all,published_guide_vs_implied_guide_pct,session_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2024Q3,14,-1.02213092259905,0.335848120615772,0.331288460719482,-0.385967427920544,1.05766366915209,1.01376341296762,0.330700453130028,0.0422728926061356,2,descriptive_approximate_HC1_interval,0.205603727121217,-0.364767996298498,0.663772833220905,0.112087912087912,0.702833163196769
all,published_guide_vs_implied_guide_pct,session_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2024Q4,14,-1.76764191720562,0.483641596047515,0.335006285485169,-0.246274396786733,1.21355758888176,1.4436791696224,0.174424986013537,0.0763511345115301,2,descriptive_approximate_HC1_interval,0.276317090516548,-0.297943344845463,0.703724780611648,0.23956043956044,0.409429892851733
all,published_guide_vs_implied_guide_pct,session_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q1,14,-1.66041347487085,0.441496254275932,0.325050557902216,-0.266728071571906,1.14972058012377,1.35823872177062,0.199375655772967,0.0736651280464472,2,descriptive_approximate_HC1_interval,0.271413205364896,-0.302766588289552,0.701038726325988,0.23956043956044,0.409429892851733
all,published_guide_vs_implied_guide_pct,session_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q2,14,-1.07849819477807,0.343440344219582,0.332194193692539,-0.380348626938683,1.06722931537785,1.03385414537814,0.321590787294657,0.0441196757813908,2,descriptive_approximate_HC1_interval,0.210046841874356,-0.360735373015745,0.666362539110297,0.112087912087912,0.702833163196769
all,published_guide_vs_implied_guide_pct,session_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q3,14,-0.582347606642694,0.289060756279915,0.314776532124928,-0.396778390392037,0.974899902951868,0.918304659907725,0.376548029844766,0.0349513127206914,2,descriptive_approximate_HC1_interval,0.186952701827738,-0.381465623896003,0.652780746504162,0.142857142857143,0.626117476225324
all,published_guide_vs_implied_guide_pct,session_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q4,14,-1.09503628130393,0.460701642941316,0.274743013455536,-0.137911959637041,1.05931524551967,1.6768457080925,0.119407376894695,0.0879889810134935,2,descriptive_approximate_HC1_interval,0.296629366404429,-0.277647875111873,0.714722014680496,0.213186813186813,0.464302820039744
all,published_guide_vs_implied_guide_pct,session_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2026Q1,14,-1.02286124209859,0.333715058229336,0.338849059600308,-0.404573620148489,1.07200373660716,0.984848707040748,0.344139588422575,0.0410522893067772,2,descriptive_approximate_HC1_interval,0.202613645411105,-0.367469837381446,0.662023833341112,0.0989010989010989,0.736585369925317
all,published_guide_vs_implied_guide_pct,session_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2026Q2,14,-1.14294567472159,0.222681090529238,0.363083603662016,-0.568410123371375,1.01377230442985,0.613305278132374,0.551122451526599,0.0274858032146222,2,descriptive_approximate_HC1_interval,0.16578842907339,-0.399974398301949,0.640065267389104,0.032967032967033,0.910918653071845
all,published_guide_vs_implied_guide_pct,session_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2022,14,-0.75373393568987,0.35820640885965,0.304894415425876,-0.306101455164139,1.02251427288344,1.17485395184857,0.262839675687143,0.0562981116510806,2,descriptive_approximate_HC1_interval,0.237272231099807,-0.335550296275634,0.681994260602353,0.16043956043956,0.583752752641341
all,published_guide_vs_implied_guide_pct,session_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2023,11,0.830776108992439,-0.236347962465744,0.699630900402303,-1.81902301512577,1.34632709019428,-0.337818072829314,0.743246336748155,0.0115235936797385,2,descriptive_approximate_HC1_interval,-0.107348002681645,-0.664436380058597,0.526426444232915,-0.245454545454545,0.466922366982016
all,published_guide_vs_implied_guide_pct,session_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2024,12,-1.24763499728718,0.363487231681058,0.370930962865553,-0.462998458084358,1.18997292144647,0.979932300266902,0.35023167919363,0.0459095017688843,2,descriptive_approximate_HC1_interval,0.214265026938332,-0.410060520757526,0.70186088466078,0.125874125874126,0.696683109395766
all,published_guide_vs_implied_guide_pct,session_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2025,11,-2.44005731852302,0.615127035680463,0.344420492338083,-0.164006248076616,1.39426031943754,1.78597687816047,0.107754038725524,0.118201935767835,2,descriptive_approximate_HC1_interval,0.343805083976132,-0.322603753322946,0.782331903628249,0.409090909090909,0.211545010342096
all,published_guide_vs_implied_guide_pct,session_excess_pct,True,2022Q3;2022Q4;2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2026,12,-1.1930664103163,0.329569163756568,0.310642558798813,-0.362585590583499,1.02172391809664,1.06092727613029,0.313673952194143,0.0629632861730515,2,descriptive_approximate_HC1_interval,0.250924861608115,-0.377312019433119,0.720998269311282,0.048951048951049,0.879918578878675
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2023Q1,12,-0.296166828898398,0.425770736647999,1.19694933021292,-2.24119856985836,3.09274004315436,0.355713250261195,0.729444630013699,0.0152135745254497,2,descriptive_approximate_HC1_interval,0.123343319743915,-0.484881575742198,0.651151892872727,0.0769230769230769,0.812182698028059
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2023Q2,12,-1.51397205450269,1.11804496658554,1.61449797434772,-2.47928069651175,4.71537062968282,0.69250317086167,0.504384381095977,0.0607968576987771,2,descriptive_approximate_HC1_interval,0.246570188179303,-0.381286091042409,0.71876193824592,0.146853146853147,0.648795709784666
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2023Q3,12,-2.13989211845727,1.05623377250202,1.51292523505104,-2.31477372386567,4.42724126886971,0.698140098420918,0.501000894280579,0.0666783134109623,2,descriptive_approximate_HC1_interval,0.25822144258555,-0.370600893305355,0.72472358722995,0.300699300699301,0.342259528940024
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2023Q4,12,-1.39900177576344,0.871342733418335,1.28054511662794,-1.98188959266168,3.72457505949835,0.680446727025785,0.511667665141692,0.0500830894652508,2,descriptive_approximate_HC1_interval,0.223792514319069,-0.401701602100881,0.706903110970925,0.111888111888112,0.729194990751066
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2024Q1,12,-1.08058487020873,0.651436719517048,1.37054743975873,-2.40233327949969,3.70520671853378,0.475311324963496,0.644776686263198,0.0273582299854113,2,descriptive_approximate_HC1_interval,0.165403234507101,-0.451342115774844,0.675210381947187,0.111888111888112,0.729194990751066
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2024Q3,12,-0.971285645580013,0.71592936005998,1.28698054678873,-2.15164199799054,3.5835007181105,0.556286077397488,0.590245148388532,0.0359092894650743,2,descriptive_approximate_HC1_interval,0.189497465590109,-0.431310410154514,0.688520482136513,0.111888111888112,0.729194990751066
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2024Q4,12,-4.02977782929614,2.07115370504904,1.01975347800023,-0.200998638731413,4.34330604882949,2.03103372504366,0.0696841225674405,0.309238506762877,2,descriptive_approximate_HC1_interval,0.556092174700271,-0.0261573595333695,0.85661257231811,0.461538461538462,0.130948069507173
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q1,12,-1.50436206294408,0.813830887507483,1.37126752067589,-2.24154355177737,3.86920532679234,0.593488050461771,0.566035709424587,0.0419535490731655,2,descriptive_approximate_HC1_interval,0.204825655309987,-0.418239976778907,0.696816633933941,0.118881118881119,0.712884219214772
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q2,12,-0.99098419523896,0.783021193789272,1.27317455341322,-2.053788494031,3.61983088160955,0.615014800358749,0.552282139633488,0.0435315244587563,2,descriptive_approximate_HC1_interval,0.208642096564323,-0.414945056723951,0.698861957240812,0.111888111888112,0.729194990751066
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q3,12,-2.09422737503151,0.839120620291318,1.31547217071037,-2.09193403197517,3.77017527255781,0.637885497675094,0.537879949289707,0.0484129611532567,2,descriptive_approximate_HC1_interval,0.220029455194655,-0.405015613805085,0.704917439202995,0.0979020979020979,0.762121655996299
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2025Q4,12,-2.05921363278393,0.322930113372605,1.27092023820021,-2.50885664713693,3.15471687388215,0.254091565832578,0.804573074770493,0.00691619134315768,2,descriptive_approximate_HC1_interval,0.0831636419546302,-0.515333691948127,0.627133584891176,0.0629370629370629,0.845930921228779
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2026Q1,12,-1.44567677850004,1.07852476354135,1.42579391154356,-2.09834204569435,4.25539157277705,0.756438048170466,0.466833342504209,0.0654119443853072,2,descriptive_approximate_HC1_interval,0.255757589105988,-0.372874421353679,0.723468692804425,0.146853146853147,0.648795709784666
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2026Q2,12,-2.060373724977,0.502986508210606,1.30505945529703,-2.40486716828874,3.41084018470995,0.385412715236126,0.708002974824245,0.0171588975367188,2,descriptive_approximate_HC1_interval,0.13099197508519,-0.478912619490453,0.655607323965013,0.0629370629370629,0.845930921228779
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2023,10,-0.554295652475876,0.819732722826818,1.83070544643166,-3.40188160698537,5.04134705263901,0.447768768277065,0.66619694517319,0.0375611594331272,2,descriptive_approximate_HC1_interval,0.193807015954344,-0.49639201351788,0.733880783885265,0.2,0.579584
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2024,10,0.13733359744826,0.473580426563347,1.36627174445385,-2.67704786595985,3.62420871908654,0.346622425945472,0.737815775591132,0.0160859558160968,2,descriptive_approximate_HC1_interval,0.12683042149302,-0.546431594079982,0.700516442616123,0.00606060606060606,0.986742911194989
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2025,9,-4.56188272512148,2.1292954375577,1.15926859443257,-0.611939194947432,4.87053007006284,1.83675763130626,0.10886138783515,0.355527370609991,2,descriptive_approximate_HC1_interval,0.596261159736227,-0.112350037115656,0.902859537621235,0.4,0.286105101908313
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,gap_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,year,2026,10,-2.85382704215469,-0.405005071639827,1.5095434871797,-3.88601859534672,3.07600845206707,-0.268296392306329,0.795259673699188,0.0085022898979995,2,descriptive_approximate_HC1_interval,-0.0922078624521762,-0.682226484167224,0.570542113466487,-0.139393939393939,0.700931884910058
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2023Q1,12,-0.186254605679144,0.28259389989503,0.557293765722551,-0.959133991481122,1.52432179127118,0.50708247117862,0.623091016263118,0.0249402434912851,2,descriptive_approximate_HC1_interval,0.157924803280818,-0.457435722812705,0.671010522338595,0.0699300699300699,0.829023640531309
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2023Q2,12,0.124614112519281,0.194580340537869,0.755864150298647,-1.48958993956614,1.87875062064188,0.257427661387286,0.802068320808354,0.00886518529976776,2,descriptive_approximate_HC1_interval,0.0941551129772975,-0.507150788184782,0.633808403847978,-0.013986013986014,0.96559026891878
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2023Q3,12,0.888689007036965,-0.125418460311495,0.443583875020526,-1.11378492635935,0.862948005736364,-0.282738997908098,0.783142982649442,0.0063907147998844,2,descriptive_approximate_HC1_interval,-0.0799419464354264,-0.62516187892972,0.517711666984586,-0.20979020979021,0.512840943181826
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2023Q4,12,0.0702284280661607,0.18035558512161,0.544417017721395,-1.03268112374593,1.39339229398915,0.331282048963994,0.747269113006719,0.0102382905451407,2,descriptive_approximate_HC1_interval,0.101184438255794,-0.501860154107887,0.638035395529165,0,1
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2024Q1,12,0.0930936852770029,0.194905302520578,0.576572354885534,-1.0897779623811,1.47958856742225,0.338041359196406,0.742321465811956,0.0111109584643765,2,descriptive_approximate_HC1_interval,0.105408531269422,-0.498659028088507,0.64056002883822,-0.0699300699300699,0.829023640531309
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2024Q3,12,0.153931810376344,0.178184114378225,0.547900723201021,-1.04261477401735,1.3989830027738,0.325212409535094,0.751722229275442,0.00982906884763857,2,descriptive_approximate_HC1_interval,0.0991416605047474,-0.503402319839721,0.636810324338843,0,1
W1_print_2023plus,published_guide_vs_revenue_consensus_pct,session_excess_pct,True,2023Q1;2023Q2;2023Q3;2023Q4;2024Q1;2024Q3;2024Q4;2025Q1;2025Q2;2025Q3;2025Q4;2026Q1;2026Q2,event,2024Q4,12,-0.175833387036103,0.335751591750299,0.626123491208387,-1.05933848515239,1.73084166865299,0.536238611814924,0.603516677624547,0.0294152732194728,2,descriptive_approximate_HC1_interval,0.171508813824459,-0.446324123134092,0.678614917208686,0.160839160839161,0.617523489540142
