method,object,target,window,horizon_q,prior_basis,spec_id,n,mae,rw_mae,bias,cov80,n_params,mae_ratio_seasonal_naive,rw_mae_ratio_seasonal_naive,mae_ratio_street,rw_mae_ratio_street,beats_seasonal_naive,rw_beats_seasonal_naive,survives_both_windows,rw_survives_both_windows,n_cmp_seasonal_naive,d_mean_seasonal_naive,t_nw1_seasonal_naive,p_nw1_seasonal_naive,k_better_seasonal_naive,p_sign_seasonal_naive,n_cmp_street,d_mean_street,t_nw1_street,p_nw1_street,k_better_street,p_sign_street,n_min_both_windows,w1_p_sign_seasonal_naive,survives_both_windows_n8,survives_both_windows_sig,is_oracle
margin-ts,per_night_seasonal,adj_ebitda_margin_pct,W2,1,full_sample,g_k4_rw,9,2.445489782487362,2.876873884711502,-1.2942320219590755,1.0,7,1.549366736992137,1.796562176346332,2.462830019034434,2.9696664258726577,False,False,False,False,9,0.8671095810155567,1.3338880850863997,0.1822405369902731,4.0,0.74609375,9,1.4525305593225695,2.4977969390760038,0.012496775490609568,2.0,0.98046875,9,0.70947265625,False,False,False
margin-ts,per_night_seasonal,adj_ebitda_margin_pct,W2,1,full_sample,g_k4_ew,9,2.510018529206491,2.959417226727981,-1.4696378688087226,1.0,7,1.5902496286167012,1.848109186093301,2.5278163197945616,3.054872173948139,False,False,False,False,9,0.9316383277346865,1.3482913351570653,0.17756469793013419,4.0,0.74609375,9,1.5170593060416993,2.482947602006755,0.013030025256525635,2.0,0.98046875,9,0.70947265625,False,False,False
baselines-margin,q_guide_implied,adj_ebitda_margin_pct,W2,1,full_sample,q_guide_implied|adj_ebitda_margin_pct|h1|full_sample,1,2.553037692468472,2.553037692468472,2.553037692468472,1.0,1,,,,,False,False,False,False,1,,,,,,1,,,,,,1,,False,False,False
margin-ts,per_night_seasonal,adj_ebitda_margin_pct,W2,1,full_sample,nogrowth,9,2.5627731096651427,2.1245743645907487,2.160109319429335,0.8888888888888888,2,1.6236728687266937,1.3267630411409397,2.580944967203173,2.19310175302578,False,False,False,False,9,0.9843929081933377,1.751564190885684,0.07984877452384809,3.0,0.91015625,9,1.5698138865003506,2.5522086693348065,0.010704238786140019,3.0,0.91015625,9,0.70947265625,False,False,False
street-bias,street_plus_bias,adj_ebitda_margin_pct,W2,1,full_sample,rw_hl4_from21,9,2.89336531618284,2.1342393324840274,2.89336531618284,1.0,3,1.833123168603381,1.332798660514087,2.913881304169782,2.203078461011603,False,False,False,False,9,1.3149851147110343,1.4432179256966573,0.1489590914129677,4.0,0.74609375,9,1.900406093018047,2.331002611471468,0.019753221979728064,3.0,0.91015625,9,0.70947265625,False,False,False
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,W2,1,full_sample,seasonal_naive_drift|adj_ebitda_margin_pct|h1|full_sample,9,3.504057500655179,3.2673513258734244,1.085005080625132,1.0,1,2.220033865977109,2.0404091538715075,3.528903724250561,3.372738577641838,False,False,False,False,9,1.9256772991833744,1.9524763805024288,0.05088167251305409,3.0,0.91015625,9,2.511098277490387,3.3821676771996243,0.0007191623321729512,1.0,0.998046875,9,0.953857421875,False,False,False
margin-ts,sarima_margin,adj_ebitda_margin_pct,W2,1,full_sample,margin_aicc,9,3.644231957667491,3.5365105873666045,0.8702509852559093,0.6666666666666667,4,2.308842922807397,2.208494849661559,3.67007211640824,3.650579475123215,False,False,False,False,9,2.065851756195686,1.97091076060158,0.048734084091614394,3.0,0.91015625,9,2.651272734502699,3.511835801920818,0.00044502285678960085,2.0,0.98046875,9,0.8665771484375,False,False,False
street-bias,street_plus_bias,adj_ebitda_margin_pct,W2,1,full_sample,ew,9,4.073324275826819,3.520620876787661,4.073324275826819,1.0,3,2.5806990432524004,2.198571977070262,4.102206999844551,3.634177247596353,False,False,False,False,9,2.494944074355013,3.5799290254539438,0.0003436875440885334,0.0,1.0,9,3.0803650526620263,5.0881387387420975,3.615948058754981e-07,0.0,1.0,9,0.98876953125,False,False,False
street-bias,street_plus_bias,adj_ebitda_margin_pct,W2,1,full_sample,ew_usd,9,4.073324275826819,3.520620876787661,4.073324275826819,1.0,3,2.5806990432524004,2.198571977070262,4.102206999844551,3.634177247596353,False,False,False,False,9,2.494944074355013,3.5799290254539438,0.0003436875440885334,0.0,1.0,9,3.0803650526620263,5.0881387387420975,3.615948058754981e-07,0.0,1.0,9,0.98876953125,False,False,False
baselines-margin,trailing4,adj_ebitda_margin_pct,W2,1,full_sample,trailing4|adj_ebitda_margin_pct|h1|full_sample,9,8.589986872249938,8.373689945288362,0.5147045620910417,0.7777777777777777,2,5.442279917246786,5.229236746213949,8.650895899704373,8.643780328133506,False,False,False,False,9,7.011606670778133,8.376603538984181,0.0,1.0,0.998046875,9,7.597027649085145,7.079408003848642,1.4477308241112041e-12,2.0,0.98046875,9,0.998291015625,False,False,False
driver-lines,margin_v2,adj_ebitda_margin_pct,W2,2,PIT,e_revknown_rw,8,1.3722797999368277,1.199082449177416,0.8941071851057787,1.0,10,0.7974222472641498,0.721034065197499,,,True,True,True,True,8,-0.3486150015876319,-1.7537596674036675,0.07947169672130738,5.0,0.36328125,0,,,,,,8,0.38720703125,True,False,True
cycle-flex,flex_margin,adj_ebitda_margin_pct,W2,2,PIT,revknown_rw,8,1.600384088840797,1.396742875058115,1.2967026950380245,1.0,12,0.9299720630355164,0.8398915303361136,,,True,True,True,True,8,-0.12051071268366262,-0.43905001383637077,0.660625297292595,4.0,0.63671875,0,,,,,,8,0.38720703125,True,False,True
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W2,2,PIT,last,8,1.6115342836591768,1.480864755851084,0.9756665316065192,1.0,1,0.9364513636926526,0.8904758264550534,,,True,True,False,False,8,-0.10936051786528284,-0.6975514664278161,0.48545774258589103,6.0,0.14453125,0,,,,,,8,0.38720703125,False,False,False
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W2,2,PIT,last_pin,8,1.6115342836591768,1.480864755851084,0.9756665316065192,1.0,1,0.9364513636926526,0.8904758264550534,,,True,True,False,False,8,-0.10936051786528284,-0.6975514664278161,0.48545774258589103,6.0,0.14453125,0,,,,,,8,0.61279296875,False,False,False
margin-ts,pct_rev_seasonal,adj_ebitda_margin_pct,W2,2,PIT,nodrift,8,1.7208948015244587,1.6630038815835602,0.859989560953597,1.0,2,0.9999999999999994,0.9999999999999988,,,True,True,False,True,8,-9.159339953157541e-16,-2.590652556828229e-09,0.9999999979329584,3.0,0.3125,0,,,,,,8,0.7734375,False,False,False
baselines-margin,seasonal_naive,adj_ebitda_margin_pct,W2,2,PIT,seasonal_naive|adj_ebitda_margin_pct|h2|PIT,8,1.7208948015244596,1.663003881583562,0.8599895609535952,1.0,1,1.0,1.0,,,False,False,False,False,8,0.0,0.0,1.0,0.0,,0,,,,,,8,,False,False,False
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W2,2,PIT,nocushion,8,1.8767256626952185,2.1460372331128577,-1.6348332425037695,1.0,1,1.0905522295916723,1.2904583428087597,,,False,False,False,False,8,0.15583086117075856,0.23002056986008948,0.8180757857965184,4.0,0.63671875,0,,,,,,8,0.61279296875,False,False,False
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W2,2,PIT,nocushion_pin,8,1.9287718118321235,2.1722972377133782,-1.6868793916406748,1.0,1,1.120795884863802,1.3062490483454867,,,False,False,False,False,8,0.20787701030766387,0.3152470781074645,0.7525740633016555,4.0,0.63671875,0,,,,,,8,0.61279296875,False,False,False
margin-ts,incremental_margin,adj_ebitda_margin_pct,W2,2,PIT,k8_ew,8,2.020666694084676,1.7872730534579682,1.8385233519388988,1.0,3,1.1741953617935634,1.0747257256886698,,,False,False,False,False,8,0.29977189256021575,0.5686098426362332,0.5696209437710902,4.0,0.63671875,0,,,,,,8,0.38720703125,False,False,False
margin-ts,incremental_margin,adj_ebitda_margin_pct,W2,2,PIT,k8_rw,8,2.0277017237870845,1.7596723914129777,1.8104663824693543,1.0,3,1.1782833686236016,1.0581288539972409,,,False,False,False,False,8,0.30680692226262496,0.5304426460778792,0.5958050645826063,4.0,0.63671875,0,,,,,,8,0.38720703125,False,False,False
alt-augmented,margin_aug,adj_ebitda_margin_pct,W2,2,PIT,best1_eq,8,2.07254317390944,1.889636678324333,0.5443813387005729,1.0,15,1.2043404234084918,1.1362791748417114,,,False,False,False,False,8,0.3516483723849806,0.6408484909605753,0.5216211244149451,4.0,0.63671875,0,,,,,,8,0.61279296875,False,False,False
margin-ts,incremental_margin,adj_ebitda_margin_pct,W2,2,PIT,k8_median,8,2.07975798141276,1.808841621017583,1.807246360856194,1.0,3,1.2085328978682486,1.0876953692345863,,,False,False,False,False,8,0.3588631798883002,0.6080412316991771,0.5431601278623557,5.0,0.36328125,0,,,,,,8,0.19384765625,False,False,False
alt-augmented,margin_aug,adj_ebitda_margin_pct,W2,2,PIT,none_eq,8,2.1054369008112714,1.9323133623108144,0.5047718846923464,1.0,10,1.2234547393287285,1.1619415827645625,,,False,False,False,False,8,0.3845420992868118,0.7102244024515589,0.4775649906900694,3.0,0.85546875,0,,,,,,8,0.80615234375,False,False,False
driver-lines,margin_v2,adj_ebitda_margin_pct,W2,2,PIT,b_elastic_eq,8,2.1054369008112714,1.9323133623108144,0.5047718846923464,1.0,10,1.2234547393287285,1.1619415827645625,,,False,False,False,False,8,0.3845420992868118,0.7102244024515589,0.4775649906900694,3.0,0.85546875,0,,,,,,8,0.80615234375,False,False,False
alt-augmented,margin_aug,adj_ebitda_margin_pct,W2,2,PIT,ridge_all_eq,8,2.109387355075867,1.93649072928708,0.4876113505983404,1.0,37,1.225750320825689,1.164453523369468,,,False,False,False,False,8,0.3884925535514071,0.7169394374474005,0.473411466449152,4.0,0.63671875,0,,,,,,8,0.61279296875,False,False,False
margin-ts,incremental_margin,adj_ebitda_margin_pct,W2,2,PIT,k4_rw_revknown,8,2.129230263080932,1.9181952700592009,1.770806943182493,1.0,3,1.2372808966560578,1.1534520702577302,,,False,False,False,False,8,0.40833546155647227,0.8826615297037768,0.37741917340443054,3.0,0.85546875,0,,,,,,8,0.61279296875,False,False,True
cycle-flex,flex_margin,adj_ebitda_margin_pct,W2,2,PIT,l0_eq,8,2.162105591437324,1.9088695112827805,0.8810842316012955,1.0,12,1.256384521309505,1.147844290937612,,,False,False,False,False,8,0.44121078991286433,0.8559263883165251,0.392038497675568,2.0,0.96484375,0,,,,,,8,0.927001953125,False,False,False
margin-ts,incremental_margin,adj_ebitda_margin_pct,W2,2,PIT,k4_rw,8,2.2150832708918653,1.879627109826766,1.872819202849064,1.0,3,1.287169482370234,1.130260206029663,,,False,False,False,False,8,0.4941884693674057,0.6927202997739818,0.488485097215126,4.0,0.63671875,0,,,,,,8,0.38720703125,False,False,False
driver-lines,margin_v2,adj_ebitda_margin_pct,W2,2,PIT,c_mix_rw,8,2.2627124977847277,1.9964612148980567,0.7769922362746775,1.0,12,1.3148464948469232,1.2005150661446242,,,False,False,False,False,8,0.5418176962602677,0.8028573270130421,0.42205720308348793,4.0,0.63671875,0,,,,,,8,0.61279296875,False,False,False
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,W2,2,PIT,k4_rw_shrink50,8,2.266256913166293,2.033773189510124,1.3788413323925668,1.0,4,1.316906129973037,1.222951558942547,,,False,False,False,False,8,0.5453621116418339,1.2555466242447457,0.20928039378149776,3.0,0.85546875,0,,,,,,8,0.61279296875,False,False,False
driver-lines,margin_v2,adj_ebitda_margin_pct,W2,2,PIT,a_unit_eq,8,2.2666249210903846,2.1621057312750507,0.2101623289253593,1.0,7,1.3171199768181578,1.3001206763367437,,,False,False,False,False,8,0.545730119565925,1.0529822193170886,0.2923491413307868,3.0,0.85546875,0,,,,,,8,0.61279296875,False,False,False
alt-augmented,margin_aug,adj_ebitda_margin_pct,W2,2,PIT,best1_rw,8,2.277695723102324,2.0017806828892164,0.825735621685757,1.0,15,1.323553142867664,1.2037137766528008,,,False,False,False,False,8,0.5568009215778638,0.8179711546591814,0.4133736583684846,4.0,0.63671875,0,,,,,,8,0.61279296875,False,False,False
alt-augmented,margin_aug,adj_ebitda_margin_pct,W2,2,PIT,ridge_all_rw,8,2.277769523159025,2.0099092812927566,0.7815120706031355,1.0,37,1.3235960275673193,1.2086016776935369,,,False,False,False,False,8,0.5568747216345654,0.8293227751892689,0.4069217866933399,4.0,0.63671875,0,,,,,,8,0.61279296875,False,False,False
alt-augmented,margin_aug,adj_ebitda_margin_pct,W2,2,PIT,none_rw,8,2.278531238963254,2.0110866410404564,0.7948849983915536,1.0,10,1.3240386553232717,1.2093096494311484,,,False,False,False,False,8,0.5576364374387944,0.8318376723532535,0.40550057654587235,4.0,0.63671875,0,,,,,,8,0.61279296875,False,False,False
alt-augmented,margin_aug,adj_ebitda_margin_pct,W2,2,PIT,surv_emp_computer_systems_design_rw,8,2.278531238963254,2.0110866410404564,0.7948849983915536,1.0,11,1.3240386553232717,1.2093096494311484,,,False,False,False,False,8,0.5576364374387944,0.8318376723532535,0.40550057654587235,4.0,0.63671875,0,,,,,,8,0.61279296875,False,False,False
driver-lines,margin_v2,adj_ebitda_margin_pct,W2,2,PIT,b_elastic_rw,8,2.278531238963254,2.0110866410404564,0.7948849983915536,1.0,10,1.3240386553232717,1.2093096494311484,,,False,False,False,False,8,0.5576364374387944,0.8318376723532535,0.40550057654587235,4.0,0.63671875,0,,,,,,8,0.61279296875,False,False,False
baselines-margin,guide_implied,adj_ebitda_margin_pct,W2,2,PIT,guide_implied|adj_ebitda_margin_pct|h2|PIT,4,2.2867492517444097,1.6935270841638863,0.8852903665150107,0.75,4,1.029739500973946,0.7297825031606981,,,False,True,False,True,4,0.06604270452391237,0.053058275944057834,0.9576854755706379,2.0,0.6875,0,,,,,,4,0.65625,False,False,False
driver-lines,margin_v2,adj_ebitda_margin_pct,W2,2,PIT,a_unit_rw,8,2.2888196925613173,2.072980869827064,0.615684024495875,1.0,7,1.3300172041508638,1.2465279803515008,,,False,False,False,False,8,0.5679248910368577,0.8981305730981479,0.3691159413445275,4.0,0.63671875,0,,,,,,8,0.38720703125,False,False,False
margin-ts,incremental_margin,adj_ebitda_margin_pct,W2,2,PIT,k4_ew,8,2.309469181291122,2.016812563917476,1.9762372075187744,1.0,3,1.3420164784304491,1.2127527700037637,,,False,False,False,False,8,0.5885743797666625,0.8825255399096207,0.3774926746838616,4.0,0.63671875,0,,,,,,8,0.38720703125,False,False,False
margin-ts,ensemble_simple,adj_ebitda_margin_pct,W2,2,PIT,invmae4,8,2.3374273467816784,1.9521761412335448,1.5967613565146217,1.0,5,1.3582627739424058,1.1738854989169507,,,False,False,False,False,8,0.6165325452572188,0.7293546619355824,0.4657847435072746,4.0,0.63671875,0,,,,,,8,0.38720703125,False,False,False
cycle-flex,flex_margin,adj_ebitda_margin_pct,W2,2,PIT,l0_rw,8,2.338729161465152,2.044472916351631,0.94521487891376,1.0,12,1.359019249400592,1.2293855348099505,,,False,False,False,False,8,0.6178343599406921,0.9780692887603057,0.3280400559643839,2.0,0.96484375,0,,,,,,8,0.927001953125,False,False,False
driver-lines,margin_v2,adj_ebitda_margin_pct,W2,2,PIT,d_steps_rw,8,2.408140123029517,2.158834239068293,0.7393959993088077,1.0,14,1.3993534763985918,1.2981534577132716,,,False,False,False,False,8,0.6872453215050575,1.0188621881469597,0.30826839697626207,4.0,0.63671875,0,,,,,,8,0.38720703125,False,False,False
cycle-flex,flex_margin,adj_ebitda_margin_pct,W2,2,PIT,dl_rw,8,2.462164033860496,2.152121994518844,0.9309471151706648,1.0,22,1.4307463952354211,1.294117240706335,,,False,False,False,False,8,0.7412692323360366,1.4433193206829724,0.14893053960861669,2.0,0.96484375,0,,,,,,8,0.927001953125,False,False,False
margin-ts,ensemble_simple,adj_ebitda_margin_pct,W2,2,PIT,eq4,8,2.506262681014901,2.072967161315507,1.7226927453479242,1.0,1,1.4563718123819775,1.2465197371286745,,,False,False,False,False,8,0.7853678794904413,0.8881065042010218,0.37448346430771684,4.0,0.63671875,0,,,,,,8,0.38720703125,False,False,False
margin-ts,per_night_seasonal,adj_ebitda_margin_pct,W2,2,PIT,nogrowth,8,2.57431840064255,2.1473465525280084,2.3228064245034634,1.0,2,1.495918517716529,1.2912456647324484,,,False,False,False,False,8,0.8534235991180905,1.1862120077140774,0.23553858541049388,4.0,0.63671875,0,,,,,,8,0.38720703125,False,False,False
margin-ts,per_night_seasonal,adj_ebitda_margin_pct,W2,2,PIT,g_k4_ew,8,2.6025292198865984,2.187036709786165,1.2671179816547091,1.0,7,1.5123116285673828,1.3151122099027233,,,False,False,False,False,8,0.8816344183621387,0.9485766505254477,0.3428359712110991,4.0,0.63671875,0,,,,,,8,0.38720703125,False,False,False
margin-ts,per_night_seasonal,adj_ebitda_margin_pct,W2,2,PIT,g_k4_rw,8,2.6743899439385364,2.2604729585605794,1.2123836550322928,1.0,7,1.5540693955083251,1.3592710056744364,,,False,False,False,False,8,0.9534951424140767,1.0053384799233036,0.3147338921331455,3.0,0.85546875,0,,,,,,8,0.61279296875,False,False,False
margin-ts,per_night_seasonal,adj_ebitda_margin_pct,W2,2,PIT,g_k8_rw,8,2.7119018738135856,2.268574111631442,1.6599202237460218,1.0,7,1.575867317055778,1.36414240324637,,,False,False,False,False,8,0.991007072289126,1.0153925430094457,0.3099187462534645,2.0,0.96484375,0,,,,,,8,0.80615234375,False,False,False
margin-ts,sarima_margin,adj_ebitda_margin_pct,W2,2,PIT,lines_aicc,8,2.7162572885926486,2.452282169111366,0.4229483938066383,0.75,14,1.5783982182911147,1.474610009193863,,,False,False,False,False,8,0.9953624870681889,1.5881072345868854,0.11226209267016429,4.0,0.63671875,0,,,,,,8,0.38720703125,False,False,False
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W2,2,PIT,rw_hl4,8,2.9871710849935385,2.5021058183235025,2.9871710849935385,1.0,2,1.7358243411202965,1.5045700410157328,,,False,False,False,False,8,1.2662762834690788,2.147664699931959,0.031740401556349385,2.0,0.96484375,0,,,,,,8,0.980712890625,False,False,False
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,W2,2,PIT,k4_rw,8,2.99041924535017,2.556263862992235,1.8976931038315388,1.0,3,1.7377118245119334,1.5371364380449215,,,False,False,False,False,8,1.2695244438257105,1.5469672193870345,0.1218711504210892,3.0,0.85546875,0,,,,,,8,0.80615234375,False,False,False
margin-ts,pct_rev_seasonal,adj_ebitda_margin_pct,W2,2,PIT,drift_k4_rw,8,3.006598948150632,2.5436969697820797,1.907875019678805,1.0,7,1.7471137372762284,1.5295796948831504,,,False,False,False,False,8,1.2857041466261725,1.4668961102278866,0.142404318835734,3.0,0.85546875,0,,,,,,8,0.80615234375,False,False,False
margin-ts,pct_rev_seasonal,adj_ebitda_margin_pct,W2,2,PIT,drift_k4_rw_revknown,8,3.006598948150632,2.5436969697820797,1.907875019678805,1.0,7,1.7471137372762284,1.5295796948831504,,,False,False,False,False,8,1.2857041466261725,1.4668961102278866,0.142404318835734,3.0,0.85546875,0,,,,,,8,0.80615234375,False,False,True
baselines-margin,seasonal_naive_drift,adj_ebitda_margin_pct,W2,2,PIT,seasonal_naive_drift|adj_ebitda_margin_pct|h2|PIT,8,3.076840558171658,2.444410183630156,1.484977502130513,1.0,1,1.7879306483150683,1.469876415022264,,,False,False,False,False,8,1.3559457566471984,1.069794198170661,0.28471195440429486,4.0,0.63671875,0,,,,,,8,0.80615234375,False,False,False
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,W2,2,PIT,k4_ew,8,3.0863690001334154,2.704277602084209,1.9315650379545204,1.0,3,1.7934675596668352,1.626140282672771,,,False,False,False,False,8,1.3654741986089558,1.9220459109492,0.054599981089115346,1.0,0.99609375,0,,,,,,8,0.980712890625,False,False,False
margin-ts,pct_rev_seasonal,adj_ebitda_margin_pct,W2,2,PIT,drift_k4_ew,8,3.1161479377137677,2.6939700948973813,1.9602158434631511,1.0,7,1.81077189317634,1.6199421569191423,,,False,False,False,False,8,1.3952531361893077,1.8106519076296277,0.07019475170874845,1.0,0.99609375,0,,,,,,8,0.980712890625,False,False,False
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W2,2,PIT,rw_hl4_revknown,8,3.1221204628034838,2.62013835144478,3.1221204628034838,1.0,2,1.814242485965873,1.575545541691584,,,False,False,False,False,8,1.4012256612790237,2.29339646934379,0.021825189722197935,2.0,0.96484375,0,,,,,,8,0.980712890625,False,False,True
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,W2,2,PIT,k2_rw,8,3.135916390619584,2.3764806231674047,1.8193211447634088,1.0,3,1.8222592036663847,1.429028909363969,,,False,False,False,False,8,1.4150215890951243,1.1332309363367032,0.25711728586051397,2.0,0.96484375,0,,,,,,8,0.927001953125,False,False,False
margin-ts,yoy_margin_change,adj_ebitda_margin_pct,W2,2,PIT,k2_ew,8,3.145676413007266,2.3755448294571107,1.850951242784444,1.0,3,1.827930684792969,1.428466196479978,,,False,False,False,False,8,1.4247816114828065,1.1379028727198772,0.25516104159850883,2.0,0.96484375,0,,,,,,8,0.927001953125,False,False,False
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W2,2,PIT,rw_hl4_pin,8,3.1583810222794586,2.6551816874905905,3.1583810222794586,1.0,2,1.835313244877954,1.596617853328308,,,False,False,False,False,8,1.437486220754999,2.311729899539592,0.02079257261338796,2.0,0.96484375,0,,,,,,8,0.996826171875,False,False,False
margin-ts,per_night_seasonal,adj_ebitda_margin_pct,W2,2,PIT,g_k4_rw_nightsknown,8,3.163645104035792,2.877777831141461,1.0892864500573145,1.0,7,1.838372166173823,1.7304697018513002,,,False,False,False,False,8,1.4427503025113326,1.9463531223378299,0.05161233650531627,4.0,0.63671875,0,,,,,,8,0.38720703125,False,False,True
margin-ts,pct_rev_seasonal,adj_ebitda_margin_pct,W2,2,PIT,drift_k8_rw,8,3.5128832064846653,2.742532987005452,3.010262026412992,1.0,7,2.04131199848635,1.649144068379402,,,False,False,False,False,8,1.7919884049602057,1.718938259788251,0.08562561459900797,2.0,0.96484375,0,,,,,,8,0.980712890625,False,False,False
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W2,2,PIT,rw_hl4_prorata,8,3.7104522024864863,2.8547352756198343,3.7104522024864863,1.0,5,2.156117967931318,1.716613717642962,,,False,False,False,False,8,1.989557400962027,1.8796438859889486,0.06015662792884058,3.0,0.85546875,0,,,,,,8,0.927001953125,False,False,False
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W2,2,PIT,equal,8,4.453048660237083,4.054810698573052,4.453048660237083,1.0,2,2.5876356046240225,2.438244879327605,,,False,False,False,False,8,2.732153858712623,4.738642697986896,2.15154491467473e-06,0.0,1.0,0,,,,,,8,0.999755859375,False,False,False
margin-ts,sarima_margin,adj_ebitda_margin_pct,W2,2,PIT,margin_aicc,8,4.628050853663709,3.280501352728695,3.4557561592642,0.625,4,2.689328162049148,1.972636016703042,,,False,False,False,False,8,2.907156052139249,1.5093547874167526,0.13120814064284958,4.0,0.63671875,0,,,,,,8,0.61279296875,False,False,False
baselines-margin,trailing4,adj_ebitda_margin_pct,W2,2,PIT,trailing4|adj_ebitda_margin_pct|h2|PIT,8,9.74148782051796,8.831302713318252,0.5699580714108445,1.0,2,5.660710818516294,5.310452255173825,,,False,False,False,False,8,8.020593018993498,7.048683037984729,1.8061108164602047e-12,1.0,0.99609375,0,,,,,,8,0.996826171875,False,False,False
driver-lines,margin_v2,adj_ebitda_margin_pct,W2,2,full_sample,e_revknown_rw,8,1.1518238530214897,0.9793341355149406,0.1899529551285173,1.0,10,0.6693168298266361,0.5888946780944309,,,True,True,True,True,8,-0.5690709485029701,-2.1717108333943473,0.029877480881543628,7.0,0.03515625,0,,,,,,8,0.003173828125,True,True,True
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W2,2,full_sample,rw_hl4_prorata,8,1.2421081132429013,1.360726791653947,0.3565789081938266,1.0,5,0.7217803854962989,0.818234284792061,,,True,True,True,True,8,-0.47878668828155835,-1.3181024162011847,0.1874693657870381,4.0,0.63671875,0,,,,,,8,0.38720703125,True,False,False
margin-ts,ensemble_simple,adj_ebitda_margin_pct,W2,2,full_sample,invmae4,8,1.301630426507948,1.3715148075683343,-0.1021653686072325,1.0,5,0.7563683877450817,0.8247213507778087,,,True,True,True,True,8,-0.41926437501651176,-1.128034538020314,0.2593053332025623,5.0,0.36328125,0,,,,,,8,0.38720703125,True,False,False
margin-ts,ensemble_simple,adj_ebitda_margin_pct,W2,2,full_sample,eq4,8,1.3947409286809722,1.4694173522626457,0.012632108667637,1.0,1,0.8104742529557513,0.8835922564795354,,,True,True,True,True,8,-0.32615387284348746,-1.0257507369378627,0.3050090921723836,4.0,0.63671875,0,,,,,,8,0.61279296875,True,False,False
margin-ts,incremental_margin,adj_ebitda_margin_pct,W2,2,full_sample,k4_rw_revknown,8,1.4346155438421615,1.449336325602538,0.4328632357742332,1.0,3,0.8336451144900334,0.871517103268837,,,True,True,True,True,8,-0.2862792576822981,-1.0983057638321834,0.272070995905616,5.0,0.36328125,0,,,,,,8,0.19384765625,True,False,True
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W2,2,full_sample,last_pin,8,1.4381793791542443,1.7151825897384338,-0.8559209423308674,1.0,1,0.8357160344027008,1.0313761794140768,,,True,False,True,False,8,-0.28271542237021535,-0.5233413031020491,0.6007367631746723,5.0,0.36328125,0,,,,,,8,0.19384765625,False,False,False
cycle-flex,flex_margin,adj_ebitda_margin_pct,W2,2,full_sample,revknown_rw,8,1.4473211287132992,1.2563878035403495,0.2604349310253298,0.875,12,0.84102824148878,0.7554930072345831,,,True,True,True,True,8,-0.2735736728111604,-0.9095200423791635,0.3630756832287214,6.0,0.14453125,0,,,,,,8,0.019287109375,True,True,True
guide-policy-margin,actual_given_guide,adj_ebitda_margin_pct,W2,2,full_sample,last,8,1.466756249176116,1.72960111542549,-0.820645219033421,1.0,1,0.8523218548145917,1.0400463490070222,,,True,False,True,False,8,-0.25413855234834376,-0.4822663885533856,0.6296167209627141,5.0,0.36328125,0,,,,,,8,0.19384765625,False,False,False
margin-ts,incremental_margin,adj_ebitda_margin_pct,W2,2,full_sample,k4_rw,8,1.5004342476744634,1.3902164749622723,0.2385354561474839,1.0,3,0.8718919055047987,0.8359670655960626,,,True,True,True,True,8,-0.22046055384999624,-0.7527617685561807,0.45159308455768654,4.0,0.63671875,0,,,,,,8,0.38720703125,True,False,False
margin-ts,incremental_margin,adj_ebitda_margin_pct,W2,2,full_sample,k4_ew,8,1.5006348536991094,1.3905668011419243,0.220859999497744,1.0,3,0.8720084762704656,0.8361777242623062,,,True,True,True,True,8,-0.22025994782535016,-0.756685259774669,0.4492384478430198,4.0,0.63671875,0,,,,,,8,0.38720703125,True,False,False
margin-ts,incremental_margin,adj_ebitda_margin_pct,W2,2,full_sample,k8_rw,8,1.5213123666124129,1.410202086783083,0.3679212719335232,1.0,3,0.8840240352081684,0.8479848438118174,,,True,True,True,True,8,-0.19958243491204677,-0.6831584450482275,0.494506727703401,4.0,0.63671875,0,,,,,,8,0.38720703125,True,False,False
margin-ts,pct_rev_seasonal,adj_ebitda_margin_pct,W2,2,full_sample,drift_k4_ew,8,1.5303832333809215,1.6578118290456314,0.0979432883794451,1.0,7,0.8892950527976651,0.9968779071441574,,,True,True,False,False,8,-0.1905115681435379,-0.7098852075328922,0.4777753242508824,5.0,0.36328125,0,,,,,,8,0.61279296875,False,False,False
