source,series,freq,period,value,unit
ine_es,ine_rtapi_rural_EOT12767,M,2015-02,1.09,index_or_rate
ine_es,ine_rtapi_rural_EOT12767,M,2015-01,0.58,index_or_rate
ine_es,ine_rtapi_rural_EOT12767,M,2014-12,2.41,index_or_rate
ine_es,ine_rtapi_rural_EOT12767,M,2014-11,1.47,index_or_rate
ine_es,ine_rtapi_rural_EOT12767,M,2014-10,1.79,index_or_rate
ine_es,ine_rtapi_rural_EOT12767,M,2014-09,1.31,index_or_rate
ine_es,ine_rtapi_rural_EOT12767,M,2014-08,1.69,index_or_rate
ine_es,ine_rtapi_rural_EOT12767,M,2014-07,1.71,index_or_rate
ine_es,ine_rtapi_rural_EOT12767,M,2014-06,2.14,index_or_rate
ine_es,ine_rtapi_rural_EOT12767,M,2014-05,1.28,index_or_rate
ine_es,ine_rtapi_rural_EOT12767,M,2014-04,1.16,index_or_rate
ine_es,ine_rtapi_rural_EOT12767,M,2014-03,-0.32,index_or_rate
ine_es,ine_rtapi_rural_EOT12767,M,2014-02,0.39,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2026-07,201.6,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2026-06,188.77,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2026-05,180.81,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2026-04,168.91,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2026-03,177.58,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2026-02,180.02,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2026-01,193.59,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2025-12,180.54,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2025-11,165.96,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2025-10,176.01,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2025-09,193.74,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2025-08,193.73,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2025-07,199.37,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2025-06,191.96,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2025-05,184.83,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2025-04,168.22,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2025-03,177.03,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2025-02,182.05,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2025-01,191.04,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2024-12,168.54,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2024-11,154.6,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2024-10,166.63,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2024-09,174.37,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2024-08,179.16,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2024-07,184.24,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2024-06,172.31,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2024-05,171.28,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2024-04,153.39,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2024-03,164.58,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2024-02,167.43,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2024-01,173.68,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2023-12,162.78,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2023-11,148.11,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2023-10,159.12,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2023-09,166.83,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2023-08,171.25,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2023-07,176.59,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2023-06,160.83,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2023-05,162.37,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2023-04,150.02,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2023-03,158.77,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2023-02,158.77,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2023-01,165.56,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2022-12,156.09,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2022-11,141.18,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2022-10,152.4,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2022-09,157.26,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2022-08,162.77,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2022-07,167.99,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2022-06,154.55,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2022-05,153.2,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2022-04,142.04,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2022-03,149.88,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2022-02,148.56,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2022-01,155.88,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2021-12,147.82,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2021-11,137.31,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2021-10,142.55,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2021-09,146.27,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2021-08,154.0,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2021-07,156.39,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2021-06,143.02,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2021-05,139.15,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2021-04,130.05,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2021-03,139.07,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2021-02,137.44,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2021-01,143.9,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2020-12,139.04,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2020-11,129.75,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2020-10,135.93,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2020-09,138.91,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2020-08,148.88,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2020-07,151.11,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2020-06,140.12,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2020-04,129.87,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2020-03,135.58,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2020-02,138.86,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2020-01,143.99,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2019-12,142.12,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2019-11,132.37,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2019-10,141.37,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2019-09,144.57,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2019-08,147.86,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2019-07,151.58,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2019-06,146.36,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2019-05,137.69,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2019-04,129.87,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2019-03,135.89,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2019-02,138.28,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2019-01,142.33,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2018-12,139.47,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2018-11,130.09,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2018-10,139.62,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2018-09,142.04,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2018-08,143.58,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2018-07,146.39,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2018-06,145.22,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2018-05,138.61,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2018-04,129.35,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2018-03,136.47,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2018-02,138.22,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2018-01,143.05,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2017-12,137.29,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2017-11,128.99,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2017-10,136.94,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2017-09,140.36,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2017-08,141.05,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2017-07,143.77,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2017-06,141.46,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2017-05,136.59,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2017-04,127.51,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2017-03,133.4,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2017-02,134.87,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2017-01,138.13,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2016-12,131.98,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2016-11,125.94,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2016-10,133.52,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2016-09,135.86,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2016-08,136.12,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2016-07,138.34,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2016-06,137.34,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2016-05,132.89,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2016-04,123.77,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2016-03,131.78,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2016-02,130.8,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2016-01,134.69,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2015-12,129.49,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2015-11,123.19,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2015-10,130.4,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2015-09,132.57,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2015-08,131.61,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2015-07,132.99,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2015-06,133.73,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2015-05,129.65,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2015-04,120.78,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2015-03,127.26,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2015-02,129.62,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2015-01,133.13,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2014-12,127.92,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2014-11,121.5,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2014-10,129.75,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2014-09,129.63,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2014-08,130.95,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2014-07,133.21,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2014-06,133.05,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2014-05,128.69,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2014-04,121.37,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2014-03,126.95,index_or_rate
ine_es,ine_rtapi_rural_EOT12768,M,2014-02,128.7,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2026-07,1.12,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2026-06,-1.66,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2026-05,-2.18,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2026-04,0.41,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2026-03,0.31,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2026-02,-1.12,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2026-01,1.33,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2025-12,7.12,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2025-11,7.35,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2025-10,5.63,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2025-09,11.11,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2025-08,8.13,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2025-07,8.21,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2025-06,11.4,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2025-05,7.91,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2025-04,9.67,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2025-03,7.57,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2025-02,8.74,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2025-01,10.0,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2024-12,3.54,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2024-11,4.38,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2024-10,4.72,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2024-09,4.52,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2024-08,4.62,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2024-07,4.33,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2024-06,7.14,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2024-05,5.49,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2024-04,2.25,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2024-03,3.66,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2024-02,5.45,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2024-01,4.88,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2023-12,4.28,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2023-11,4.91,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2023-10,4.41,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2023-09,6.09,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2023-08,5.21,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2023-07,5.12,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2023-06,4.06,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2023-05,5.98,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2023-04,5.62,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2023-03,5.94,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2023-02,6.88,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2023-01,6.22,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2022-12,5.6,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2022-11,2.82,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2022-10,6.91,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2022-09,7.51,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2022-08,5.69,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2022-07,7.41,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2022-06,8.06,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2022-05,10.1,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2022-04,9.22,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2022-03,7.77,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2022-02,8.09,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2022-01,8.32,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2021-12,6.32,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2021-11,5.83,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2021-10,4.87,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2021-09,5.3,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2021-08,3.44,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2021-07,3.5,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2021-06,2.07,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2021-04,0.14,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2021-03,2.58,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2021-02,-1.0,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2021-01,-0.06,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2020-12,-2.17,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2020-11,-1.98,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2020-10,-3.85,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2020-09,-3.92,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2020-08,0.69,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2020-07,-0.31,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2020-06,-4.26,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2020-04,0.0,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2020-03,-0.23,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2020-02,0.42,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2020-01,1.16,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2019-12,1.9,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2019-11,1.75,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2019-10,1.25,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2019-09,1.78,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2019-08,2.98,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2019-07,3.54,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2019-06,0.79,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2019-05,-0.66,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2019-04,0.4,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2019-03,-0.43,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2019-02,0.05,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2019-01,-0.5,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2018-12,1.59,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2018-11,0.86,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2018-10,1.96,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2018-09,1.2,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2018-08,1.79,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2018-07,1.82,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2018-06,2.65,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2018-05,1.47,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2018-04,1.44,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2018-03,2.3,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2018-02,2.48,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2018-01,3.56,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2017-12,4.02,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2017-11,2.42,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2017-10,2.56,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2017-09,3.31,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2017-08,3.62,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2017-07,3.92,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2017-06,3.0,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2017-05,2.79,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2017-04,3.02,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2017-03,1.23,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2017-02,3.11,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2017-01,2.56,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2016-12,1.92,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2016-11,2.23,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2016-10,2.39,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2016-09,2.48,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2016-08,3.43,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2016-07,4.02,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2016-06,2.7,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2016-05,2.5,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2016-04,2.47,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2016-03,3.56,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2016-02,0.91,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2016-01,1.17,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2015-12,1.23,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2015-11,1.39,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2015-10,0.5,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2015-09,2.27,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2015-08,0.5,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2015-07,-0.16,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2015-06,0.5,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2015-05,0.74,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2015-04,-0.48,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2015-03,0.24,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2015-02,0.71,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2015-01,0.78,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2014-12,2.18,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2014-11,-0.27,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2014-10,2.05,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2014-09,1.12,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2014-08,1.82,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2014-07,1.96,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2014-06,2.09,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2014-05,1.31,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2014-04,0.91,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2014-03,-0.16,index_or_rate
ine_es,ine_rtapi_rural_EOT12769,M,2014-02,1.3,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2026-07,197.64,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2026-06,198.07,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2026-05,190.78,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2026-04,184.67,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2026-03,183.81,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2026-02,184.82,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2026-01,207.71,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2025-12,189.23,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2025-11,190.0,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2025-10,183.28,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2025-09,194.41,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2025-08,190.76,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2025-07,193.76,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2025-06,195.52,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2025-05,190.24,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2025-04,182.5,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2025-03,181.73,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2025-02,184.41,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2025-01,204.79,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2024-12,175.9,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2024-11,177.53,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2024-10,172.07,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2024-09,175.49,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2024-08,175.14,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2024-07,178.24,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2024-06,177.75,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2024-05,174.84,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2024-04,167.24,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2024-03,169.04,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2024-02,165.96,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2024-01,187.47,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2023-12,169.42,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2023-11,170.93,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2023-10,164.19,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2023-09,168.04,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2023-08,168.0,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2023-07,170.39,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2023-06,166.65,index_or_rate
ine_es,ine_rtapi_rural_EOT12770,M,2023-05,165.36,index_or_rate
