feature,label,source,country,asset_class,transform,lag,target,window,n,first_q,last_q,pearson_r,p,spearman_r,perm_p,knowable_before_print,target_basis,wf_n,wf_rmse,wf_rmse_naive,wf_rmse_prior,wf_rmse_ar1,wf_ratio_vs_naive,wf_ratio_vs_prior,wf_ratio_vs_ar1,sign_acc,wf_first_q,wf_last_q,jk_ratio_min,jk_ratio_max,jk_n_below_1,n_tests_on_target,p_bonferroni,flagged_r,beats_naive,beats_naive_and_ar1,survivor_j2,beats_short,beats_long,has_long,beats_both_windows
hicp_CP11201_PL_RCH_A,"HICP hotels, motels, inns, PL",eurostat_hicp,PL,hotel,level,0,adr_exfx_emea_pp,2022Q1+,18,1Q22,2Q26,0.8028474441814063,6.054175382776962e-05,0.8212275624906696,0.000999000999000999,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.4972373310993905,1.0026738781877187,3.012366072541649,1.5470623818472213,1.4932445769960316,0.4970303392894456,0.9677937675090136,0.4,1Q24,2Q26,1.3294864499142496,1.9243358024876207,0,672.0,0.040684058572261185,True,False,False,False,False,False,True,False
hicp_CP11201_PL_RCH_A,"HICP hotels, motels, inns, PL",eurostat_hicp,PL,hotel,level,1,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,0.7291397274494897,0.0030875795713541185,0.7902750464391781,0.000999000999000999,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.5048888968171314,1.0026738781877187,3.012366072541649,0.9954641664919381,1.5008757379190336,0.4995703910406211,1.5117459246377793,0.5,1Q24,2Q26,1.1666384329461872,1.9340492468304535,0,672.0,1.0,True,False,False,False,False,False,True,False
hicp_CP112_SE_RCH_A,"HICP accommodation services, SE",eurostat_hicp,SE,"accommodation, all",level,0,adr_exfx_emea_pp,2022Q1+,18,1Q22,2Q26,0.8981289513480508,4.218414041016179e-07,0.8066741626490629,0.000999000999000999,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.5086463471443003,1.0026738781877187,3.012366072541649,1.5470623818472213,1.50462316807445,0.5008177329096651,0.9751683997014706,0.4,1Q24,2Q26,1.2842878240641202,1.8747136295763793,0,672.0,0.00028347742355628724,True,False,False,False,False,False,True,False
hicp_CP112_PT_RCH_A,"HICP accommodation services, PT",eurostat_hicp,PT,"accommodation, all",diff,1,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,-0.6210726176813894,0.01776368836826648,-0.4822017232510239,0.01098901098901099,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.509055745253841,1.0026738781877187,3.012366072541649,0.9954641664919381,1.5050314744225524,0.5009536387390636,1.5159317593237165,0.4,1Q24,2Q26,1.2444729082038517,1.9378987599053572,0,672.0,1.0,True,False,False,False,False,False,True,False
hicp_CP11201_CZ_RCH_A,"HICP hotels, motels, inns, CZ",eurostat_hicp,CZ,hotel,level,0,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,0.876087704175328,3.980837113124714e-05,0.817064031064235,0.000999000999000999,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.5092904823631674,1.0026738781877187,3.012366072541649,0.9954641664919381,1.505265585547249,0.5010315632355138,1.5161675660129255,0.4,1Q24,2Q26,1.367446043848628,1.93944871709535,0,672.0,0.02675122540019808,True,False,False,False,False,False,True,False
sppi_I55_ES_PCH_SM,"SPPI accommodation I55, ES",eurostat_sppi,ES,"accommodation (NACE I55, producer price)",level,1,adr_exfx_emea_pp,2022Q1+,17,2Q22,2Q26,0.8941350615211743,1.3039756667291035e-06,0.8670657459604079,0.000999000999000999,no: 3Q26 publishes Dec 2026,"disclosed-chained from 1Q23, modelled 2022",10,1.5281911798695806,1.0026738781877187,3.012366072541649,1.5470623818472213,1.524115879663393,0.507305932635268,0.9878019127094875,0.5,1Q24,2Q26,1.2616723551231768,1.9364310038176122,0,672.0,0.0008762716480419575,True,False,False,False,False,False,True,False
hicp_CP11201_PT_RCH_A,"HICP hotels, motels, inns, PT",eurostat_hicp,PT,hotel,level,1,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,0.7804032547609625,0.000989948257860744,0.6407032156159438,0.002997002997002997,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.5297106445296789,1.0026738781877187,3.012366072541649,0.9954641664919381,1.525631292294711,0.5078103416690666,1.5366807726695477,0.4,1Q24,2Q26,1.3405894356240078,1.9529708294234973,0,672.0,0.66524522928242,True,False,False,False,False,False,True,False
sppi_I55_PT_PCH_SM,"SPPI accommodation I55, PT",eurostat_sppi,PT,"accommodation (NACE I55, producer price)",diff,1,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,-0.6076651974031912,0.02115926666720272,-0.466574815553074,0.005994005994005994,no: 3Q26 publishes Dec 2026,"disclosed-chained from 1Q23, modelled 2022",10,1.5418069093750884,1.0026738781877187,3.012366072541649,0.9954641664919381,1.5376952994545194,0.5118258778137833,1.548832154158283,0.4,1Q24,2Q26,1.2720680527067665,1.9813735781706416,0,672.0,1.0,True,False,False,False,False,False,True,False
hicp_CP11202_CZ_RCH_A,"HICP holiday centres, camping, hostels, CZ",eurostat_hicp,CZ,other accommodation,level,0,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,0.8531575698134022,0.00010468124465793484,0.674189446397265,0.002997002997002997,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.5440463324885179,1.0026738781877187,3.012366072541649,0.9954641664919381,1.53992875059167,0.5125692878308601,1.5510817812054538,0.5,1Q24,2Q26,1.31525371520475,1.8651878561456467,0,672.0,0.07034579641013222,True,False,False,False,False,False,True,False
sppi_I55_SE_PCH_SM,"SPPI accommodation I55, SE",eurostat_sppi,SE,"accommodation (NACE I55, producer price)",level,0,adr_exfx_emea_pp,2022Q1+,18,1Q22,2Q26,0.9317290352874632,1.9127909459097987e-08,0.8486933403552748,0.000999000999000999,no: 3Q26 publishes Dec 2026,"disclosed-chained from 1Q23, modelled 2022",10,1.5508980632011065,1.0026738781877187,3.012366072541649,1.5470623818472213,1.5467622094676234,0.5148438223819705,1.002479332054668,0.3,1Q24,2Q26,1.3481912386716752,1.868416201896154,0,672.0,1.2853955156513848e-05,True,False,False,False,False,False,True,False
ons_cpi_11201_hotels_index,ONS CPI 11.2.0.1 hotels,ons,UK,hotel,level,0,adr_exfx_emea_pp,2022Q1+,18,1Q22,2Q26,0.7699483055600405,0.00018602404816550099,0.9012712616195072,0.001998001998001998,yes,"disclosed-chained from 1Q23, modelled 2022",10,1.5626484262062248,1.0026738781877187,3.012366072541649,1.5470623818472213,1.5584812372200532,0.5187445312341333,1.0100746062614447,0.6,1Q24,2Q26,0.9961626552660533,1.9933260581222558,1,672.0,0.12500816036721665,True,False,False,False,True,False,True,False
hicp_CP11201_SE_RCH_A,"HICP hotels, motels, inns, SE",eurostat_hicp,SE,hotel,level,0,adr_exfx_emea_pp,2022Q1+,18,1Q22,2Q26,0.8956841269584147,5.059383059973883e-07,0.7567767917635538,0.000999000999000999,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.5672830125981971,1.0026738781877187,3.012366072541649,1.5470623818472213,1.5631034643397514,0.5202830515468594,1.0130703396244642,0.4,1Q24,2Q26,1.3460148349676153,1.8371561543071493,0,672.0,0.00033999054163024497,True,False,False,False,False,False,True,False
hicp_CP112_PT_RCH_A,"HICP accommodation services, PT",eurostat_hicp,PT,"accommodation, all",level,1,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,0.7771149197770928,0.0010739790605940258,0.7344646618036429,0.000999000999000999,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.576941103051861,1.0026738781877187,3.012366072541649,0.9954641664919381,1.5727357991035935,0.5234891992132069,1.5841264368250185,0.3,1Q24,2Q26,1.402583681427451,2.0167997067286905,0,672.0,0.7217139287191853,True,False,False,False,False,False,True,False
hicp_CP112_PL_RCH_A,"HICP accommodation services, PL",eurostat_hicp,PL,"accommodation, all",level,0,adr_exfx_emea_pp,2022Q1+,18,1Q22,2Q26,0.8101088644017655,4.5953833191848074e-05,0.8212275624906696,0.000999000999000999,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.5781258931316002,1.0026738781877187,3.012366072541649,1.5470623818472213,1.5739174296471963,0.5238825080114101,1.020079029552311,0.4,1Q24,2Q26,1.3786284636576407,2.027058192016067,0,672.0,0.030880975904921906,True,False,False,False,False,False,True,False
hicp_CP11201_CZ_RCH_A,"HICP hotels, motels, inns, CZ",eurostat_hicp,CZ,hotel,level,0,adr_exfx_emea_pp,2022Q1+,18,1Q22,2Q26,0.7979085764086209,7.256996443539502e-05,0.7723697201652755,0.000999000999000999,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.580109764313172,1.0026738781877187,3.012366072541649,1.5470623818472213,1.5758960103449977,0.5245410837401886,1.0213613767962553,0.4,1Q24,2Q26,1.25884900217711,1.9171836533623183,0,672.0,0.04876701610058545,True,False,False,False,False,False,True,False
hicp_CP112_IT_RCH_A,"HICP accommodation services, IT",eurostat_hicp,IT,"accommodation, all",level,1,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,0.6181414862756706,0.018467974595102386,0.8661771695435059,0.008991008991008992,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.585009628953221,1.0026738781877187,3.012366072541649,0.9954641664919381,1.5807828082826334,0.5261676671374431,1.5922317269730244,0.4,1Q24,2Q26,0.8884467373154616,2.023136558134908,1,672.0,1.0,True,False,False,False,False,False,True,False
sppi_I55_SE_PCH_SM,"SPPI accommodation I55, SE",eurostat_sppi,SE,"accommodation (NACE I55, producer price)",diff,1,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,-0.6698253087418365,0.008773572971554651,-0.11608560004191315,0.03196803196803197,no: 3Q26 publishes Dec 2026,"disclosed-chained from 1Q23, modelled 2022",10,1.597343955245068,1.0026738781877187,3.012366072541649,0.9954641664919381,1.5930842420390812,0.5302622313420651,1.604622254635425,0.5,1Q24,2Q26,1.1693367103940566,1.7601067858921087,0,672.0,1.0,True,False,False,False,False,False,True,False
sppi_I55_PT_PCH_SM,"SPPI accommodation I55, PT",eurostat_sppi,PT,"accommodation (NACE I55, producer price)",level,1,adr_exfx_emea_pp,2022Q1+,17,2Q22,2Q26,0.7388470518703603,0.000703803256865208,0.8034911416854601,0.007992007992007992,no: 3Q26 publishes Dec 2026,"disclosed-chained from 1Q23, modelled 2022",10,1.601378532183218,1.0026738781877187,3.012366072541649,1.5470623818472213,1.5971080597787457,0.5316015695370229,1.0351092179431978,0.3,1Q24,2Q26,1.312263593952638,1.9653360915174922,0,672.0,0.47295578861341975,True,False,False,False,False,False,True,False
sppi_I55_PL_PCH_SM,"SPPI accommodation I55, PL",eurostat_sppi,PL,"accommodation (NACE I55, producer price)",level,1,adr_exfx_emea_pp,2022Q1+,17,2Q22,2Q26,0.7128822518253608,0.0013178627245311499,0.8429462280627932,0.000999000999000999,no: 3Q26 publishes Dec 2026,"disclosed-chained from 1Q23, modelled 2022",10,1.6031186278876337,1.0026738781877187,3.012366072541649,1.5470623818472213,1.598843515087067,0.5321792203478846,1.0362339920472246,0.4,1Q24,2Q26,1.1039984144680606,2.0576748885526865,0,672.0,0.8856037508849327,True,False,False,False,False,False,True,False
hicp_CP112_PT_RCH_A,"HICP accommodation services, PT",eurostat_hicp,PT,"accommodation, all",level,1,adr_exfx_emea_pp,2022Q1+,17,2Q22,2Q26,0.7372536287592907,0.0007329051392394981,0.8034911416854601,0.001998001998001998,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.6039119049050332,1.0026738781877187,3.012366072541649,1.5470623818472213,1.5996346766348608,0.5324425605257701,1.0367467554798486,0.3,1Q24,2Q26,1.3091717640318026,1.9710056868111288,0,672.0,0.49251225356894274,True,False,False,False,False,False,True,False
sppi_I55_ES_PCH_SM,"SPPI accommodation I55, ES",eurostat_sppi,ES,"accommodation (NACE I55, producer price)",level,1,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,0.5442898975785816,0.04419074626927048,0.768796188264727,0.03696303696303696,no: 3Q26 publishes Dec 2026,"disclosed-chained from 1Q23, modelled 2022",10,1.6059062734540834,1.0026738781877187,3.012366072541649,0.9954641664919381,1.6016237267063107,0.5331046210127838,1.613223587056249,0.5,1Q24,2Q26,1.3448663573585835,2.0251121830402683,0,672.0,1.0,True,False,False,False,False,False,True,False
sppi_I55_PT_PCH_SM,"SPPI accommodation I55, PT",eurostat_sppi,PT,"accommodation (NACE I55, producer price)",level,1,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,0.7798727924300439,0.0010031359356969286,0.7344646618036429,0.001998001998001998,no: 3Q26 publishes Dec 2026,"disclosed-chained from 1Q23, modelled 2022",10,1.6060384393791198,1.0026738781877187,3.012366072541649,0.9954641664919381,1.6017555401781798,0.5331484954695574,1.61335635519546,0.3,1Q24,2Q26,1.4280350715518326,2.053628557108219,0,672.0,0.674107348788336,True,False,False,False,False,False,True,False
sppi_I55_EU27_2020_PCH_SM,"SPPI accommodation I55, EU27_2020",eurostat_sppi,EU27_2020,"accommodation (NACE I55, producer price)",level,1,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,0.7316466243670864,0.002937601426082151,0.8818040772414557,0.000999000999000999,no: 3Q26 publishes Dec 2026,"disclosed-chained from 1Q23, modelled 2022",10,1.610598727236135,1.0026738781877187,3.012366072541649,0.9954641664919381,1.606303666898363,0.5346623512716737,1.6179374220088298,0.6,1Q24,2Q26,1.3457592904102682,2.0675418023737255,0,672.0,1.0,True,False,False,False,False,False,True,False
hicp_CP112_PL_RCH_A,"HICP accommodation services, PL",eurostat_hicp,PL,"accommodation, all",level,1,adr_exfx_emea_pp,2022Q1+,17,2Q22,2Q26,0.7124330696780063,0.0013314656546800615,0.8393392080068114,0.000999000999000999,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.6118801978355883,1.0026738781877187,3.012366072541649,1.5470623818472213,1.607581720139133,0.5350877546152892,1.0418973512309009,0.4,1Q24,2Q26,1.1103017331316372,2.068609051048257,0,672.0,0.8947449199450013,True,False,False,False,False,False,True,False
hicp_CP11201_PT_RCH_A,"HICP hotels, motels, inns, PT",eurostat_hicp,PT,hotel,level,1,adr_exfx_emea_pp,2022Q1+,17,2Q22,2Q26,0.7341956242627249,0.0007915516579764851,0.7515732525303995,0.003996003996003996,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.612181943402292,1.0026738781877187,3.012366072541649,1.5470623818472213,1.607882661026562,0.5351879235719954,1.042092395445177,0.3,1Q24,2Q26,1.3265020795359388,1.9775930422006929,0,672.0,0.531922714160198,True,False,False,False,False,False,True,False
hicp_CP11201_HR_RCH_A,"HICP hotels, motels, inns, HR",eurostat_hicp,HR,hotel,level,1,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,0.5572228037877621,0.0384439627970377,0.49113138479270946,0.017982017982017984,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.6218156394834875,1.0026738781877187,3.012366072541649,0.9954641664919381,1.6174906664715707,0.5383859731613228,1.6292054441284822,0.4,1Q24,2Q26,1.358286935229897,2.0408883199329373,0,672.0,1.0,True,False,False,False,False,False,True,False
hicp_CP11201_PL_RCH_A,"HICP hotels, motels, inns, PL",eurostat_hicp,PL,hotel,level,1,adr_exfx_emea_pp,2022Q1+,17,2Q22,2Q26,0.7117919567976393,0.0013510810647903262,0.8393392080068114,0.000999000999000999,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.6274407578544625,1.0026738781877187,3.012366072541649,1.5470623818472213,1.6231007840714646,0.5402533153885006,1.0519554847628496,0.4,1Q24,2Q26,1.1623499239754553,2.0903852585643086,0,672.0,0.9079264755390992,True,False,False,False,False,False,True,False
hicp_CP11201_EA_RCH_A,"HICP hotels, motels, inns, EA",eurostat_hicp,EA,hotel,diff,0,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,-0.5325297536519745,0.049940228675958834,-0.5877715044000673,0.07492507492507493,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.6298652350650478,1.0026738781877187,3.012366072541649,0.9954641664919381,1.625518795813196,0.5410581568825956,1.6372917177006665,0.5,1Q24,2Q26,1.3875663353833518,1.9844432728154369,0,672.0,1.0,False,False,False,False,False,False,True,False
hicp_CP112_EA_RCH_A,"HICP accommodation services, EA",eurostat_hicp,EA,"accommodation, all",diff,1,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,-0.6934178941890763,0.005956848009818828,-0.383975446292482,0.011988011988011988,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.6417018699454486,1.0026738781877187,3.012366072541649,0.9954641664919381,1.6373238653755895,0.544987504974879,1.6491822862201881,0.3,1Q24,2Q26,1.413686803695009,2.1041164709561353,0,672.0,1.0,True,False,False,False,False,False,True,False
hicp_CP112_CZ_RCH_A,"HICP accommodation services, CZ",eurostat_hicp,CZ,"accommodation, all",level,0,adr_exfx_emea_pp,2022Q1+,18,1Q22,2Q26,0.7837834134636524,0.0001187491065126476,0.7526186775230947,0.001998001998001998,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.6512140798994477,1.0026738781877187,3.012366072541649,1.5470623818472213,1.6468107086662434,0.5481452254261565,1.0673222355312313,0.4,1Q24,2Q26,1.354335608799496,1.9838629328670814,0,672.0,0.07979939957649919,True,False,False,False,False,False,True,False
hicp_CP11201_ES_RCH_A,"HICP hotels, motels, inns, ES",eurostat_hicp,ES,hotel,diff,1,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,-0.8522354301774735,0.00010846034260105957,-0.44648307708428137,0.00999000999000999,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.6630835913064594,1.0026738781877187,3.012366072541649,0.9954641664919381,1.6586485670818485,0.5520854873734692,1.670661433416778,0.3,1Q24,2Q26,1.4719077535192213,1.9925760927667486,0,672.0,0.07288535022791204,True,False,False,False,False,False,True,False
hicp_CP112_SE_RCH_A,"HICP accommodation services, SE",eurostat_hicp,SE,"accommodation, all",level,0,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,0.8399054004939571,0.0001705700943936021,0.6072169848346226,0.005994005994005994,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.665213130094034,1.0026738781877187,3.012366072541649,0.9954641664919381,1.6607724269269095,0.5527924196440805,1.6728006754500488,0.5,1Q24,2Q26,1.4411057491868287,2.1352578660057415,0,672.0,0.11462310343250062,True,False,False,False,False,False,True,False
hicp_CP11201_FR_RCH_A,"HICP hotels, motels, inns, FR",eurostat_hicp,FR,hotel,level,1,adr_exfx_emea_pp,2022Q1+,17,2Q22,2Q26,0.8042215812670528,9.968215626344848e-05,0.6835855405416298,0.000999000999000999,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.6655877706273723,1.0026738781877187,3.012366072541649,1.5470623818472213,1.6611460683884935,0.5529167871758867,1.0766131929590514,0.5,1Q24,2Q26,1.2618405340989045,2.0927018983477526,0,672.0,0.06698640900903738,True,False,False,False,False,False,True,False
hicp_CP112_ES_RCH_A,"HICP accommodation services, ES",eurostat_hicp,ES,"accommodation, all",diff,1,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,-0.8501477897646611,0.0001174263747784551,-0.41568631109662557,0.011988011988011988,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.6696039041036452,1.0026738781877187,3.012366072541649,0.9954641664919381,1.6651514918503394,0.5542500027876547,1.6772114560259932,0.4,1Q24,2Q26,1.3905539054273248,2.0257078995688222,0,672.0,0.07891052385112184,True,False,False,False,False,False,True,False
sppi_I55_IT_PCH_SM,"SPPI accommodation I55, IT",eurostat_sppi,IT,"accommodation (NACE I55, producer price)",level,1,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,0.5604190193066774,0.03711291971387721,0.7534105749568178,0.024975024975024976,no: 3Q26 publishes Dec 2026,"disclosed-chained from 1Q23, modelled 2022",10,1.673730846950877,1.0026738781877187,3.012366072541649,0.9954641664919381,1.6692674291825165,0.5556200032284543,1.6813572032925928,0.4,1Q24,2Q26,1.3111207122567452,2.1296511634601742,0,672.0,1.0,True,False,False,False,False,False,True,False
ons_cpi_112_accommodation_index,ONS CPI 11.2 accommodation services,ons,UK,"accommodation, all",level,0,adr_exfx_emea_pp,2022Q1+,18,1Q22,2Q26,0.7626836251155797,0.00023267253186259418,0.9012712616195072,0.000999000999000999,yes: Sep CPI ~22 Oct,"disclosed-chained from 1Q23, modelled 2022",10,1.6754487971042027,1.0026738781877187,3.012366072541649,1.5470623818472213,1.6709807979963436,0.5561903024922075,1.0829872258309878,0.5,1Q24,2Q26,1.125444104703976,2.1143555725410494,0,672.0,0.15635594141166329,True,False,False,False,False,False,True,False
sppi_I55_IE_PCH_SM,"SPPI accommodation I55, IE",eurostat_sppi,IE,"accommodation (NACE I55, producer price)",level,1,adr_exfx_emea_pp,2022Q1+,17,2Q22,2Q26,0.772479438093884,0.00027850251130140185,0.907326919995581,0.001998001998001998,no: 3Q26 publishes Dec 2026,"disclosed-chained from 1Q23, modelled 2022",10,1.6840735478086337,1.0026738781877187,3.012366072541649,1.5470623818472213,1.6795825486672793,0.5590534175641264,1.0885621469237836,0.4,1Q24,2Q26,1.4184114351399038,2.0697834133915913,0,672.0,0.18715368759454204,True,False,False,False,False,False,True,False
hicp_CP11201_SE_RCH_A,"HICP hotels, motels, inns, SE",eurostat_hicp,SE,hotel,diff,1,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,-0.59988793206466,0.023341002251956844,-0.42239092901753894,0.016983016983016984,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.7126855529926261,1.0026738781877187,3.012366072541649,0.9954641664919381,1.7081182528542749,0.5685516008841408,1.720489406492862,0.2,1Q24,2Q26,1.643064928777372,1.8891356254557694,0,672.0,1.0,True,False,False,False,False,False,True,False
hicp_CP11209_EU27_2020_RCH_A,"HICP other accommodation services, EU27_2020",eurostat_hicp,EU27_2020,"other accommodation, incl short-term lets",diff,1,adr_exfx_emea_pp,2022Q1+,11,3Q22,1Q25,0.7281555470965813,0.011058198188869899,0.862421616015649,0.014985014985014986,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",5,2.045150516854765,1.1877330558673527,3.994365177597061,1.9900543737880312,1.72189407944134,0.512008899017363,1.0276857475817904,0.8,1Q24,1Q25,1.2232637703374099,2.5881158029868963,0,672.0,1.0,True,False,False,False,False,False,True,False
hicp_CP11209_PL_RCH_A,"HICP other accommodation services, PL",eurostat_hicp,PL,"other accommodation, incl short-term lets",diff,1,adr_exfx_emea_pp,2022Q1+,11,3Q22,1Q25,0.7281555470965813,0.011058198188869899,0.862421616015649,0.01998001998001998,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",5,2.045150516854765,1.1877330558673527,3.994365177597061,1.9900543737880312,1.72189407944134,0.512008899017363,1.0276857475817904,0.8,1Q24,1Q25,1.2232637703374099,2.5881158029868963,0,672.0,1.0,True,False,False,False,False,False,True,False
hicp_CP112_AT_RCH_A,"HICP accommodation services, AT",eurostat_hicp,AT,"accommodation, all",level,0,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,0.5797562509507189,0.0297729806404571,0.7724157233558068,0.028971028971028972,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.7449702211271891,1.0026738781877187,3.012366072541649,0.9954641664919381,1.7403168259266242,0.5792689796346334,1.7529211797512965,0.4,1Q24,2Q26,1.1936050785330692,2.187219174256564,0,672.0,1.0,True,False,False,False,False,False,True,False
hicp_CP11201_ES_RCH_A,"HICP hotels, motels, inns, ES",eurostat_hicp,ES,hotel,level,1,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,0.7779519891067196,0.0010520676280723073,0.8090238957902067,0.000999000999000999,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.7681452718809576,1.0026738781877187,3.012366072541649,0.9954641664919381,1.7634300746687337,0.5869622845636107,1.7762018276478835,0.5,1Q24,2Q26,1.2077798123223513,2.238584367169925,0,672.0,0.7069894460645906,True,False,False,False,False,False,True,False
hicp_CP112_SE_RCH_A,"HICP accommodation services, SE",eurostat_hicp,SE,"accommodation, all",diff,1,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,-0.5751946575513804,0.0313974052931977,-0.504525877105238,0.03596403596403597,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.770534878404264,1.0026738781877187,3.012366072541649,0.9954641664919381,1.765813308714509,0.5877555502111985,1.7786023224157943,0.3,1Q24,2Q26,1.638315279174989,1.961660914327238,0,672.0,1.0,True,False,False,False,False,False,True,False
hicp_CP112_NO_RCH_A,"HICP accommodation services, NO",eurostat_hicp,NO,"accommodation, all",diff,1,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,-0.7309770570618711,0.0029770842379682667,-0.4018347693758532,0.02097902097902098,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.771672116468029,1.0026738781877187,3.012366072541649,0.9954641664919381,1.7669475140513633,0.5881330734060489,1.7797447423059773,0.6,1Q24,2Q26,1.5072101417199566,2.254530002727288,0,672.0,1.0,True,False,False,False,False,False,True,False
sppi_I55_FR_PCH_SM,"SPPI accommodation I55, FR",eurostat_sppi,FR,"accommodation (NACE I55, producer price)",level,0,adr_exfx_emea_pp,2023Q1+,14,1Q23,2Q26,0.4942435959654705,0.07242428371842771,0.5810668864791539,0.06993006993006994,no: 3Q26 publishes Dec 2026,"disclosed-chained from 1Q23, modelled 2022",10,1.7773497589288265,1.0026738781877187,3.012366072541649,0.9954641664919381,1.772610015672588,0.5900178517909042,1.7854482549505417,0.5,1Q24,2Q26,1.3137521813352298,2.1753515829376897,0,672.0,1.0,False,False,False,False,False,False,True,False
hicp_CP11201_IE_RCH_A,"HICP hotels, motels, inns, IE",eurostat_hicp,IE,hotel,level,0,adr_exfx_emea_pp,2022Q1+,18,1Q22,2Q26,0.8951211889005329,5.272321169611247e-07,0.8586505906548014,0.000999000999000999,"yes: Sep flash ~1 Oct, final ~16 Oct","disclosed-chained from 1Q23, modelled 2022",10,1.7810785392918405,1.0026738781877187,3.012366072541649,1.5470623818472213,1.7763288523194083,0.5912556762362803,1.1512648489100998,0.5,1Q24,2Q26,1.3145886501250437,1.9591773949175448,0,672.0,0.0003542999825978758,True,False,False,False,False,False,True,False
