vintage_date,horizon_q,spec_id,n_pool,b_pt,b_pct,b_usd,n_eff,m,m_hat,a,ft_n,disp,disp_ref,disp_ratio,raw_pt,raw_usd,raw_pct
2024-02-13,0,rw_hl4,8,2.6535090399047885,0.1041245685634651,80.25439240936258,4.713910130912434,0.6383372978789353,0.7981513737934294,31.611509073272266,8,0.21164252087047886,0.1373011625533116,1.5414474060866152,3.779329840986191,114.30442313993503,0.15127593914514698
2024-02-13,1,rw_hl4,8,3.3173482056318693,0.15687841553575346,100.56875099727213,4.713910130912434,0.6710770154937015,0.8586724590673444,33.29261917315985,8,0.06002068793861523,0.12155437851240845,0.5,4.724820182612371,143.23768112293232,0.2279186360067254
2024-02-13,0,ew,8,4.0438255461184,0.13956078109843756,105.38606300000001,8.0,0.684726227799414,0.8020893416991209,38.098762261013675,8,0.21164252087047886,0.15756326862631653,1.343222457338194,5.054781932648001,131.73257875000002,0.17943528998370545
2024-02-13,1,ew,8,4.948391948092817,0.2158899069631557,132.385677,8.0,0.7565368877166998,0.9098053315750496,35.26074507951789,8,0.06002068793861523,0.15915354628317235,0.5,6.185489935116021,165.48209624999998,0.2775727375240573
2024-02-13,0,rw_hl4_usd,8,2.6535090399047885,0.1041245685634651,80.25439240936258,4.713910130912434,0.6383372978789353,0.7981513737934294,31.611509073272266,8,0.21164252087047886,0.1373011625533116,1.5414474060866152,3.779329840986191,114.30442313993503,0.15127593914514698
2024-02-13,1,rw_hl4_usd,8,3.3173482056318693,0.15687841553575346,100.56875099727213,4.713910130912434,0.6710770154937015,0.8586724590673444,33.29261917315985,8,0.06002068793861523,0.12155437851240845,0.5,4.724820182612371,143.23768112293232,0.2279186360067254
2024-02-13,0,ew_usd,8,4.0438255461184,0.13956078109843756,105.38606300000001,8.0,0.684726227799414,0.8020893416991209,38.098762261013675,8,0.21164252087047886,0.15756326862631653,1.343222457338194,5.054781932648001,131.73257875000002,0.17943528998370545
2024-02-13,1,ew_usd,8,4.948391948092817,0.2158899069631557,132.385677,8.0,0.7565368877166998,0.9098053315750496,35.26074507951789,8,0.06002068793861523,0.15915354628317235,0.5,6.185489935116021,165.48209624999998,0.2775727375240573
2024-02-13,0,rw_hl4_med,8,2.636121438959017,0.10113394468633849,68.0765839032367,4.713910130912434,0.6383372978789353,0.7981513737934294,49.272726671175526,8,0.21164252087047886,0.1373011625533116,1.5414474060866152,3.7545650943321256,96.95985999999999,0.14693105261275785
2024-02-13,1,rw_hl4_med,8,3.04980122304703,0.14644817936574359,90.90463467505805,4.713910130912434,0.6710770154937015,0.8586724590673444,48.1055577084791,8,0.06002068793861523,0.12155437851240845,0.5,4.343759375981399,129.47330999999997,0.21276521166228535
2024-02-13,0,rw_hl4_from21,12,5.050591025291859,0.13755774322284672,104.63884039034691,5.499561819397839,0.832440584905112,1.1106013529548011,26.84575131800253,12,0.21164252087047886,0.1373011625533116,1.5414474060866152,6.887315910346378,142.692359498458,0.19397048426516345
2024-02-13,1,rw_hl4_from21,11,4.721953939361009,0.2060422766055731,123.03186986805622,5.350910930022499,0.8008414494789058,1.0631081581325148,27.67486574197437,11,0.06002068793861523,0.12155437851240845,0.5,6.4868698578329145,169.01726244028464,0.29054067939696954
2024-05-08,0,rw_hl4,9,2.734694448298669,0.13251576357804315,80.09652198360685,4.963910130912434,0.6415930141642512,0.7959817997074204,30.118789201964887,9,0.0629912306443469,0.12341382021463951,0.5104066184386277,3.8365252132307472,112.36806593635123,0.18873905163313093
2024-05-08,1,rw_hl4,9,3.3473952736341377,0.1771635006826625,97.08166139746199,4.963910130912434,0.6300550235635975,0.7751463075031003,39.846049242646366,9,0.022242194559572864,0.10349617911140424,0.5,4.696088213414996,136.19665697036413,0.2523297621354961
2024-05-08,0,ew,9,4.045590726354205,0.15839207145237047,105.32301363636365,9.0,0.6966688651620566,0.8062994719007485,35.97687916569658,9,0.0629912306443469,0.14896581062795566,0.5,4.944610887766251,128.7281277777778,0.19799008931546308
2024-05-08,1,ew,9,4.915101522778238,0.22859996534405208,130.19485818181818,9.0,0.7401038894454938,0.8690389514212687,39.334353089546994,9,0.022242194559572864,0.14774426697287238,0.5,6.0073463056178475,159.12704888888888,0.2857499566800651
2024-05-08,0,rw_hl4_usd,9,2.734694448298669,0.13251576357804315,80.09652198360685,4.963910130912434,0.6415930141642512,0.7959817997074204,30.118789201964887,9,0.0629912306443469,0.12341382021463951,0.5104066184386277,3.8365252132307472,112.36806593635123,0.18873905163313093
2024-05-08,1,rw_hl4_usd,9,3.3473952736341377,0.1771635006826625,97.08166139746199,4.963910130912434,0.6300550235635975,0.7751463075031003,39.846049242646366,9,0.022242194559572864,0.10349617911140424,0.5,4.696088213414996,136.19665697036413,0.2523297621354961
2024-05-08,0,ew_usd,9,4.045590726354205,0.15839207145237047,105.32301363636365,9.0,0.6966688651620566,0.8062994719007485,35.97687916569658,9,0.0629912306443469,0.14896581062795566,0.5,4.944610887766251,128.7281277777778,0.19799008931546308
2024-05-08,1,ew_usd,9,4.915101522778238,0.22859996534405208,130.19485818181818,9.0,0.7401038894454938,0.8690389514212687,39.334353089546994,9,0.022242194559572864,0.14774426697287238,0.5,6.0073463056178475,159.12704888888888,0.2857499566800651
2024-05-08,0,rw_hl4_med,9,2.6762728637458038,0.11043200615972784,74.62535427502162,4.963910130912434,0.6415930141642512,0.7959817997074204,46.742992085041976,9,0.0629912306443469,0.12341382021463951,0.5104066184386277,3.7545650943321256,104.69252,0.15728568096169204
2024-05-08,1,rw_hl4_med,9,3.0962535080639837,0.1547040415899583,83.96965790112704,4.963910130912434,0.6300550235635975,0.7751463075031003,47.26335087034346,9,0.022242194559572864,0.10349617911140424,0.5,4.343759375981399,117.80171999999999,0.22034128850116041
2024-05-08,0,rw_hl4_from21,13,4.710311435138675,0.1581951069000345,100.27883251089484,5.624561819397839,0.8405763718156314,1.1183412070912413,22.931800383039654,13,0.0629912306443469,0.12341382021463951,0.5104066184386277,6.385219307568445,135.9363061882419,0.2202213249894128
2024-05-08,1,rw_hl4_from21,12,4.5029656428716045,0.21609508324341883,115.84547361797823,5.499561819397839,0.7712303277545532,1.0048709982687185,33.303570058464665,12,0.022242194559572864,0.10349617911140424,0.5,6.140538158917853,157.97445677055325,0.30082311955220636
2024-08-06,0,rw_hl4,10,2.1033988642113504,0.1037097997177006,62.06342205860198,5.174134234725862,0.7534412917787995,0.9880245306459114,13.65289967037077,10,0.028118016194983813,0.10608592989371755,0.5,2.91644265812552,86.05329910588358,0.1454953264426324
2024-08-06,1,rw_hl4,10,2.407466426888691,0.13283569481865895,69.11676200803052,5.174134234725862,0.8020783549685618,1.074261749520339,12.401716190462869,10,0.045900848216042754,0.09325621149353078,0.5,3.338043917797658,95.8330236558857,0.18635628294995213
2024-08-06,0,ew,10,3.6314493796652503,0.14163652732593882,94.56375666666668,10.0,0.7859635955450587,0.9203490337630822,22.534335163110573,10,0.028118016194983813,0.1388951610918747,0.5,4.3577392555983,113.47650800000001,0.17311131117614742
2024-08-06,1,ew,10,4.311291790145648,0.2009857267159413,113.29110333333331,10.0,0.8547480208720606,1.0166472292208848,18.858700115771956,10,0.045900848216042754,0.13991015783773164,0.5,5.173550148174778,135.949324,0.24564922154170604
2024-08-06,0,rw_hl4_usd,10,2.1033988642113504,0.1037097997177006,62.06342205860198,5.174134234725862,0.7534412917787995,0.9880245306459114,13.65289967037077,10,0.028118016194983813,0.10608592989371755,0.5,2.91644265812552,86.05329910588358,0.1454953264426324
2024-08-06,1,rw_hl4_usd,10,2.407466426888691,0.13283569481865895,69.11676200803052,5.174134234725862,0.8020783549685618,1.074261749520339,12.401716190462869,10,0.045900848216042754,0.09325621149353078,0.5,3.338043917797658,95.8330236558857,0.18635628294995213
2024-08-06,0,ew_usd,10,3.6314493796652503,0.14163652732593882,94.56375666666668,10.0,0.7859635955450587,0.9203490337630822,22.534335163110573,10,0.028118016194983813,0.1388951610918747,0.5,4.3577392555983,113.47650800000001,0.17311131117614742
2024-08-06,1,ew_usd,10,4.311291790145648,0.2009857267159413,113.29110333333331,10.0,0.8547480208720606,1.0166472292208848,18.858700115771956,10,0.045900848216042754,0.13991015783773164,0.5,5.173550148174778,135.949324,0.24564922154170604
2024-08-06,0,rw_hl4_med,10,2.707870128364404,0.10473319254545499,68.18688228903576,5.174134234725862,0.7534412917787995,0.9880245306459114,14.512004705833409,10,0.028118016194983813,0.10608592989371755,0.5,3.7545650943321256,94.54371000000003,0.14693105261275785
2024-08-06,1,rw_hl4_med,10,3.1328092504719667,0.15166011189431688,78.09858975030342,5.174134234725862,0.8020783549685618,1.074261749520339,27.134396194095498,10,0.045900848216042754,0.09325621149353078,0.5,4.343759375981399,108.28667000000002,0.21276521166228535
2024-08-06,0,rw_hl4_from21,14,3.7874689120230127,0.1260313017396023,80.09992864494404,5.729673871304554,0.8803826578108533,1.180841404662958,12.35851371353216,14,0.028118016194983813,0.10608592989371755,0.5,5.109522835891691,108.0596102757265,0.17368615326033843
2024-08-06,1,rw_hl4_from21,13,3.4187778483423483,0.16670585727587542,86.28855753354945,5.624561819397839,0.8412421367243835,1.1194804417067046,14.542881353553051,13,0.045900848216042754,0.09325621149353078,0.5,4.634438003966119,116.97132369533641,0.22974053807710174
2024-11-07,0,rw_hl4,11,1.7282694990677612,0.08088527220628812,43.53261829596199,5.350910930022499,0.665878161090426,0.827254916497953,17.914613118953824,11,0.03752607786654335,0.093896562218759,0.5,2.37424156687809,59.80372385733934,0.11215051138908007
2024-11-07,1,rw_hl4,11,1.9181103987140171,0.10439303959868079,48.782290180789914,5.350910930022499,0.7527612293149445,0.9790862295060215,13.339153014913439,11,0.08468329775364973,0.09175998082972002,0.9228783287433051,2.6350389455720946,67.01555581303425,0.14474492645080525
2024-11-07,0,ew,11,3.3532742668217326,0.1275805481590643,83.10455692307694,11.0,0.7503439312436472,0.859559906241337,25.67853216259332,11,0.03752607786654335,0.13109753930531073,0.5,3.9629604971529564,98.21447636363638,0.15309665779087717
2024-11-07,1,ew,11,3.9470637238310387,0.18182471105080733,100.08665846153843,11.0,0.8405235166515808,0.9825320681612464,19.571217469875766,11,0.08468329775364973,0.13596538211744008,0.6228298441474208,4.6647116736185,118.2842327272727,0.21818965326096879
2024-11-07,0,rw_hl4_usd,11,1.7282694990677612,0.08088527220628812,43.53261829596199,5.350910930022499,0.665878161090426,0.827254916497953,17.914613118953824,11,0.03752607786654335,0.093896562218759,0.5,2.37424156687809,59.80372385733934,0.11215051138908007
2024-11-07,1,rw_hl4_usd,11,1.9181103987140171,0.10439303959868079,48.782290180789914,5.350910930022499,0.7527612293149445,0.9790862295060215,13.339153014913439,11,0.08468329775364973,0.09175998082972002,0.9228783287433051,2.6350389455720946,67.01555581303425,0.14474492645080525
2024-11-07,0,ew_usd,11,3.3532742668217326,0.1275805481590643,83.10455692307694,11.0,0.7503439312436472,0.859559906241337,25.67853216259332,11,0.03752607786654335,0.13109753930531073,0.5,3.9629604971529564,98.21447636363638,0.15309665779087717
2024-11-07,1,ew_usd,11,3.9470637238310387,0.18182471105080733,100.08665846153843,11.0,0.8405235166515808,0.9825320681612464,19.571217469875766,11,0.08468329775364973,0.13596538211744008,0.6228298441474208,4.6647116736185,118.2842327272727,0.21818965326096879
2024-11-07,0,rw_hl4_med,11,1.9928120335355008,0.08000435485804135,68.82071841432709,5.350910930022499,0.665878161090426,0.827254916497953,21.8014181660705,11,0.03752607786654335,0.093896562218759,0.5,2.737661671138092,94.54371000000003,0.11092908592554918
2024-11-07,1,rw_hl4_med,11,2.0588304594267384,0.06913893415631009,78.8245608734326,5.350910930022499,0.7527612293149445,0.9790862295060215,31.49763793819397,11,0.08468329775364973,0.09175998082972002,0.9228783287433051,2.8283556809643287,108.28667000000002,0.09586376618416459
2024-11-07,0,rw_hl4_from21,15,3.1508027379814725,0.1000946527907657,59.63524881318932,5.818062218952872,0.7606589469586593,0.9742413634179808,21.17202398706231,15,0.03752607786654335,0.093896562218759,0.5,4.233913443713509,80.13528699391624,0.13684156938552758
2024-11-07,1,rw_hl4_from21,14,2.7809332737044996,0.13331347103230165,64.0220456403576,5.729673871304554,0.7988092743523412,1.0423200096486402,15.82867109323712,14,0.08468329775364973,0.09175998082972002,0.9228783287433051,3.751645860901483,86.3695813215746,0.18225573582263557
2025-02-13,0,rw_hl4,12,1.5460681765786837,0.07378131321687238,41.14393613346747,5.499561819397839,0.6675003041235718,0.8256949467268521,14.964853416104898,12,0.22569762944494534,0.11689980292435562,1.930692984923092,2.108319580363419,56.10655951496895,0.10135841707143502
2025-02-13,1,rw_hl4,12,1.5068358352947597,0.08257584305999482,37.83154710561937,5.499561819397839,0.7624795487705492,0.9897555093159031,9.547195083080108,12,0.0396992265297284,0.082811854745678,0.5,2.0548197964823247,51.58956941648108,0.11344006193408758
2025-02-13,0,ew,12,3.178882330827579,0.12195150414274855,79.98787000000003,12.0,0.7643009726535706,0.869067963538094,22.59729500972818,12,0.22569762944494534,0.13785468860099892,1.637214023950941,3.7086960526321753,93.3191816666667,0.14412450489597556
2025-02-13,1,ew,12,3.6254225911541433,0.16608707056577807,91.66471071428569,12.0,0.8569305967401906,0.9925741289869208,16.227262373624203,12,0.0396992265297284,0.12954763841159264,0.5,4.229659689679834,106.94216249999998,0.1962847197595559
2025-02-13,0,rw_hl4_usd,12,1.5460681765786837,0.07378131321687238,41.14393613346747,5.499561819397839,0.6675003041235718,0.8256949467268521,14.964853416104898,12,0.22569762944494534,0.11689980292435562,1.930692984923092,2.108319580363419,56.10655951496895,0.10135841707143502
2025-02-13,1,rw_hl4_usd,12,1.5068358352947597,0.08257584305999482,37.83154710561937,5.499561819397839,0.7624795487705492,0.9897555093159031,9.547195083080108,12,0.0396992265297284,0.082811854745678,0.5,2.0548197964823247,51.58956941648108,0.11344006193408758
2025-02-13,0,ew_usd,12,3.178882330827579,0.12195150414274855,79.98787000000003,12.0,0.7643009726535706,0.869067963538094,22.59729500972818,12,0.22569762944494534,0.13785468860099892,1.637214023950941,3.7086960526321753,93.3191816666667,0.14412450489597556
2025-02-13,1,ew_usd,12,3.6254225911541433,0.16608707056577807,91.66471071428569,12.0,0.8569305967401906,0.9925741289869208,16.227262373624203,12,0.0396992265297284,0.12954763841159264,0.5,4.229659689679834,106.94216249999998,0.1962847197595559
2025-02-13,0,rw_hl4_med,12,0.6686297132122638,0.03960127954093502,28.944741016505493,5.499561819397839,0.6675003041235718,0.8256949467268521,11.405964944421585,12,0.22569762944494534,0.11689980292435562,1.930692984923092,0.9117871629035825,39.47094000000004,0.05440297594695931
2025-02-13,1,rw_hl4_med,12,-0.31068698498425523,0.030196174354117162,23.921558409792727,5.499561819397839,0.7624795487705492,0.9897555093159031,2.1879538597651056,12,0.0396992265297284,0.082811854745678,0.5,-0.42367307194427895,32.62099999999998,0.04148254213299185
2025-02-13,0,rw_hl4_from21,16,2.7400748652371747,0.08986615022923347,54.67595459094316,5.892387663640542,0.7651192087087847,0.9790353504815016,16.98945651040849,16,0.22569762944494534,0.11689980292435562,1.930692984923092,3.670113763439691,73.23412072394407,0.12207033592071367
2025-02-13,1,rw_hl4_from21,15,2.2409326706537,0.10712975030853474,50.9478430174997,5.818062218952872,0.8042374515640675,1.0477807058181086,11.929561424426907,15,0.0396992265297284,0.082811854745678,0.5,3.0112691113172794,68.46152406805032,0.14552047210108424
2025-05-01,0,rw_hl4,13,1.5338197414917807,0.07538999358857085,39.420424421771614,5.624561819397839,0.6305067793642948,0.7588771556960248,20.523264338345065,13,0.0403113735108598,0.10373589602009427,0.5,2.0792203578391675,53.43766725331789,0.10280672098043622
2025-05-01,1,rw_hl4,13,1.2029926826622912,0.06185651195873256,28.621645174078694,5.624561819397839,0.7184413067351612,0.9093477740154163,13.057019807376369,13,0.027967239300724048,0.07350414816293276,0.5,1.6307567365707902,38.79902293010908,0.08435158119881445
2025-05-01,0,ew,13,3.0966001223976964,0.12104950055771384,77.39502600000002,13.0,0.7422561065823666,0.832181062453864,26.306444231223157,13,0.0403113735108598,0.13135180092832296,0.5,3.5730001412281114,89.3019530769231,0.14122441731733282
2025-05-01,1,ew,13,3.361704478456326,0.1508998629466575,84.19695333333331,13.0,0.8340317374298636,0.9521953489467447,19.492973535226145,13,0.027967239300724048,0.12319886346716336,0.5,3.8788897828342224,97.15033076923075,0.17604984010443372
2025-05-01,0,rw_hl4_usd,13,1.5338197414917807,0.07538999358857085,39.420424421771614,5.624561819397839,0.6305067793642948,0.7588771556960248,20.523264338345065,13,0.0403113735108598,0.10373589602009427,0.5,2.0792203578391675,53.43766725331789,0.10280672098043622
2025-05-01,1,rw_hl4_usd,13,1.2029926826622912,0.06185651195873256,28.621645174078694,5.624561819397839,0.7184413067351612,0.9093477740154163,13.057019807376369,13,0.027967239300724048,0.07350414816293276,0.5,1.6307567365707902,38.79902293010908,0.08435158119881445
2025-05-01,0,ew_usd,13,3.0966001223976964,0.12104950055771384,77.39502600000002,13.0,0.7422561065823666,0.832181062453864,26.306444231223157,13,0.0403113735108598,0.13135180092832296,0.5,3.5730001412281114,89.3019530769231,0.14122441731733282
2025-05-01,1,ew_usd,13,3.361704478456326,0.1508998629466575,84.19695333333331,13.0,0.8340317374298636,0.9521953489467447,19.492973535226145,13,0.027967239300724048,0.12319886346716336,0.5,3.8788897828342224,97.15033076923075,0.17604984010443372
2025-05-01,0,rw_hl4_med,13,1.4345479682842024,0.0801688295662101,30.315519055545035,5.624561819397839,0.6305067793642948,0.7588771556960248,25.02273741894621,13,0.0403113735108598,0.10373589602009427,0.5,1.944649204379349,41.09521000000001,0.10932345395226273
2025-05-01,1,rw_hl4_med,13,-0.24369517554986928,-0.016693696498841948,-13.146083011534335,5.624561819397839,0.7184413067351612,0.9093477740154163,21.425420651914965,13,0.027967239300724048,0.07350414816293276,0.5,-0.33034909931311063,-17.820609999999988,-0.02276461525457285
2025-05-01,0,rw_hl4_from21,17,2.530475786227726,0.08867822930587284,50.781616084790834,5.954887663640542,0.7278965498703472,0.9145644204111354,22.591303448889885,17,0.0403113735108598,0.10373589602009427,0.5,3.3803577417441497,67.83705657440883,0.11983131560472009
2025-05-01,1,rw_hl4_from21,16,1.8247895778289915,0.0827242488734865,39.85975843962133,5.892387663640542,0.7666383746156245,0.9815857899525122,15.556391090034113,16,0.027967239300724048,0.07350414816293276,0.5,2.4441614460748653,53.38899674333281,0.1117856733554069
2025-08-06,0,rw_hl4,14,1.5948945982050111,0.07552214844989576,45.007669708161906,5.729673871304554,0.638938349565054,0.7708399927013576,24.370273704819613,14,0.024872313456700434,0.0903519187488723,0.5,2.1516085173663053,60.71804719877967,0.10237655982446256
2025-08-06,1,rw_hl4,14,1.1931855323743663,0.05869245204448611,31.067176828270814,5.729673871304554,0.7207330041334928,0.9097371326158363,15.251933613029212,14,0.05070246311155351,0.06967507760118193,0.7276986959637549,1.6096788823188013,41.911485780604714,0.0795625051896286
2025-08-06,0,ew,14,3.058936421252443,0.11967201738495684,78.50482875000003,14.0,0.7437112096564295,0.827628698129695,27.842484409286985,14,0.024872313456700434,0.12469683296134657,0.5,3.4959273385742202,89.71980428571432,0.1380830969826425
2025-08-06,1,ew,14,3.245972167665306,0.14466754722537054,82.47416999999999,14.0,0.8367610775829193,0.9472642426066104,20.009436766566978,14,0.05070246311155351,0.11893436932859806,0.5,3.7096824773317785,94.25619428571427,0.1669240929523506
2025-08-06,0,rw_hl4_usd,14,1.5948945982050111,0.07552214844989576,45.007669708161906,5.729673871304554,0.638938349565054,0.7708399927013576,24.370273704819613,14,0.024872313456700434,0.0903519187488723,0.5,2.1516085173663053,60.71804719877967,0.10237655982446256
2025-08-06,1,rw_hl4_usd,14,1.1931855323743663,0.05869245204448611,31.067176828270814,5.729673871304554,0.7207330041334928,0.9097371326158363,15.251933613029212,14,0.05070246311155351,0.06967507760118193,0.7276986959637549,1.6096788823188013,41.911485780604714,0.0795625051896286
2025-08-06,0,ew_usd,14,3.058936421252443,0.11967201738495684,78.50482875000003,14.0,0.7437112096564295,0.827628698129695,27.842484409286985,14,0.024872313456700434,0.12469683296134657,0.5,3.4959273385742202,89.71980428571432,0.1380830969826425
2025-08-06,1,ew_usd,14,3.245972167665306,0.14466754722537054,82.47416999999999,14.0,0.8367610775829193,0.9472642426066104,20.009436766566978,14,0.05070246311155351,0.11893436932859806,0.5,3.7096824773317785,94.25619428571427,0.1669240929523506
2025-08-06,0,rw_hl4_med,14,1.4414845853393101,0.07405465698400053,30.462106796885365,5.729673871304554,0.638938349565054,0.7708399927013576,39.37271219856186,14,0.024872313456700434,0.0903519187488723,0.5,1.944649204379349,41.09521000000001,0.10038725296635875
2025-08-06,1,rw_hl4_med,14,-0.24487353984882576,0.030601250036322095,24.180540404129744,5.729673871304554,0.7207330041334928,0.9097371326158363,21.64581582450217,14,0.05070246311155351,0.06967507760118193,0.7276986959637549,-0.33034909931311063,32.62099999999998,0.04148254213299185
2025-08-06,0,rw_hl4_from21,18,2.425359790138618,0.08655822925634675,54.30473540878575,6.0074436895939005,0.7302349962571492,0.9168268384695515,25.43546892371086,18,0.024872313456700434,0.0903519187488723,0.5,3.2328113170966915,72.38388461591106,0.11647152009075873
2025-08-06,1,rw_hl4_from21,17,1.7122219041706452,0.07609387216628939,40.37378212211013,5.954887663640542,0.7668031790884449,0.9796052986130748,17.1327734935263,17,0.05070246311155351,0.06967507760118193,0.7276986959637549,2.2872862885502734,53.933662476738846,0.10239083027625305
2025-11-06,0,rw_hl4,15,1.4002035530736863,0.06575147305952535,43.57495881667034,5.818062218952872,0.6384698584880255,0.7680455497716749,22.41040700954172,15,0.04130674554946086,0.08211579810819719,0.5030304338640705,1.8815334187160284,58.5541588240958,0.08870268268729245
2025-11-06,1,rw_hl4,15,0.9615349277379162,0.048144104763663396,24.731314584703977,5.818062218952872,0.7309294327919699,0.9240723881057279,11.17878066085203,15,0.05218099947196899,0.06676301066670257,0.7815854760125996,1.2920693536523136,33.23287873234731,0.06494928629581988
2025-11-06,0,ew,15,2.913133972333426,0.11369437275290895,76.71798058823532,15.0,0.7516097082896328,0.8320389638335348,26.353338675930484,15,0.04130674554946086,0.11979153370182388,0.5,3.301551835311216,86.9470446666667,0.1299364260033245
2025-11-06,1,ew,15,3.0410212685793985,0.13536542094366733,77.11797235294117,15.0,0.8509117585687489,0.9578215608537486,17.21676424246523,15,0.05218099947196899,0.11522584878100756,0.5,3.4464907710566517,87.40036866666667,0.15470333822133409
2025-11-06,0,rw_hl4_usd,15,1.4002035530736863,0.06575147305952535,43.57495881667034,5.818062218952872,0.6384698584880255,0.7680455497716749,22.41040700954172,15,0.04130674554946086,0.08211579810819719,0.5030304338640705,1.8815334187160284,58.5541588240958,0.08870268268729245
2025-11-06,1,rw_hl4_usd,15,0.9615349277379162,0.048144104763663396,24.731314584703977,5.818062218952872,0.7309294327919699,0.9240723881057279,11.17878066085203,15,0.05218099947196899,0.06676301066670257,0.7815854760125996,1.2920693536523136,33.23287873234731,0.06494928629581988
2025-11-06,0,ew_usd,15,2.913133972333426,0.11369437275290895,76.71798058823532,15.0,0.7516097082896328,0.8320389638335348,26.353338675930484,15,0.04130674554946086,0.11979153370182388,0.5,3.301551835311216,86.9470446666667,0.1299364260033245
2025-11-06,1,ew_usd,15,3.0410212685793985,0.13536542094366733,77.11797235294117,15.0,0.8509117585687489,0.9578215608537486,17.21676424246523,15,0.05218099947196899,0.11522584878100756,0.5,3.4464907710566517,87.40036866666667,0.15470333822133409
2025-11-06,0,rw_hl4_med,15,1.447173193082061,0.07441274106902403,35.81630281739789,5.818062218952872,0.6384698584880255,0.7680455497716749,24.577788429337204,15,0.04130674554946086,0.08211579810819719,0.5030304338640705,1.944649204379349,48.12841000000003,0.10038725296635875
2025-11-06,1,rw_hl4_med,15,-0.17725906175071995,-0.0030884269499786596,-6.385968278894359,5.818062218952872,0.7309294327919699,0.9240723881057279,22.252941929656046,15,0.05218099947196899,0.06676301066670257,0.7815854760125996,-0.23819311679512367,-8.581189999999879,-0.004166473281881133
2025-11-06,0,rw_hl4_from21,19,2.1003536337862663,0.0751081583297536,51.391479503446185,6.051637863418059,0.7319901106496934,0.9183793936927609,22.71615460956983,19,0.04130674554946086,0.08211579810819719,0.5030304338640705,2.7944974940733562,68.37580033140117,0.10071394272829835
2025-11-06,1,rw_hl4_from21,18,1.4006048134531905,0.06281300135841374,32.65568862702733,6.0074436895939005,0.7755951153526964,0.9923895671536798,12.792336006117182,18,0.05218099947196899,0.06676301066670257,0.7815854760125996,1.866894598534096,43.527430524032056,0.08422713540158457
2026-02-12,0,rw_hl4,16,1.2048719901855114,0.06122648196925866,41.156369672802384,5.892387663640542,0.5619320613599862,0.6379162414577566,18.033316313970357,16,0.044020202517348755,0.07577439941030548,0.580937663114779,1.613830822823178,55.12570503298621,0.08227351779153219
2026-02-12,1,rw_hl4,16,0.5682411057087885,0.03520241181721994,16.697386336520953,5.892387663640542,0.6718674741594989,0.8224804255296541,0.6098033497448629,16,0.02293527503182373,0.0595207174852457,0.5,0.7611140591348391,22.364829583527097,0.0473034896305664
2026-02-12,0,ew,16,2.768189081934483,0.11002396266790555,74.58655833333336,16.0,0.739882616718385,0.8123532708979812,23.37055181537666,16,0.044020202517348755,0.11558201530268637,0.5,3.1142127171762937,83.90987812500002,0.12469382435695962
2026-02-12,1,ew,16,2.7700464717857054,0.12518421638194477,71.12220277777777,16.0,0.8619339359292552,0.9649174199115689,10.603659597414335,16,0.02293527503182373,0.11036845016262947,0.5,3.1163022807589185,80.012478125,0.14187544523287074
2026-02-12,0,rw_hl4_usd,16,1.2048719901855114,0.06122648196925866,41.156369672802384,5.892387663640542,0.5619320613599862,0.6379162414577566,18.033316313970357,16,0.044020202517348755,0.07577439941030548,0.580937663114779,1.613830822823178,55.12570503298621,0.08227351779153219
2026-02-12,1,rw_hl4_usd,16,0.5682411057087885,0.03520241181721994,16.697386336520953,5.892387663640542,0.6718674741594989,0.8224804255296541,0.6098033497448629,16,0.02293527503182373,0.0595207174852457,0.5,0.7611140591348391,22.364829583527097,0.0473034896305664
2026-02-12,0,ew_usd,16,2.768189081934483,0.11002396266790555,74.58655833333336,16.0,0.739882616718385,0.8123532708979812,23.37055181537666,16,0.044020202517348755,0.11558201530268637,0.5,3.1142127171762937,83.90987812500002,0.12469382435695962
2026-02-12,1,ew_usd,16,2.7700464717857054,0.12518421638194477,71.12220277777777,16.0,0.8619339359292552,0.9649174199115689,10.603659597414335,16,0.02293527503182373,0.11036845016262947,0.5,3.1163022807589185,80.012478125,0.14187544523287074
2026-02-12,0,rw_hl4_med,16,0.6807323283560864,0.04048572268819824,30.681324683818286,5.892387663640542,0.5619320613599862,0.6379162414577566,15.283747948739068,16,0.044020202517348755,0.07577439941030548,0.580937663114779,0.9117871629035825,41.09521000000001,0.05440297594695931
2026-02-12,1,rw_hl4_med,16,-0.24663575085837197,-0.0031006149744912037,-6.406641469006506,5.892387663640542,0.6718674741594989,0.8224804255296541,-6.86102469554614,16,0.02293527503182373,0.0595207174852457,0.5,-0.33034909931311063,-8.581189999999879,-0.004166473281881133
2026-02-12,0,rw_hl4_from21,20,1.7956638040341775,0.06909404004525085,47.75778419588596,6.088800585761894,0.6704958669634123,0.8153492671414521,16.915938002936983,20,0.044020202517348755,0.07577439941030548,0.580937663114779,2.385488935845252,63.44487511739297,0.09238501022086476
2026-02-12,1,rw_hl4_from21,19,0.9432056553068175,0.04762154679878891,23.48328866000837,6.051637863418059,0.7434159619336613,0.9373574822664298,1.3671490911771338,19,0.02293527503182373,0.0595207174852457,0.5,1.2549247887362855,31.244258232217582,0.06367433551226973
