quarter,metric,scenario,value,lower,upper,units,information_date,evidence_status,source_ref,treatment,baseline_being_replaced,baseline_value_usd,embedded_fx,embedded_hedges,adoption_status,reference_basis,contract_row_id,contract_source_row_sha256,contract_audit_date,contract_numerator,contract_denominator,contract_units,contract_cohort_period,contract_recognition_period,contract_source_ids,contract_source_date,contract_admissible_origin,contract_evidence_status,contract_hedge_basis,contract_embedded_fx,contract_baseline_overlap,contract_treatment,contract_allowed_route,contract_unusable_reason,contract_direct_L4_use,contract_direct_L4_unusable_reason,contract_exclusivity_group,contract_long_stay_qualification
2026Q3,ordinary_booking_kernel_revenue,fx1.00_nonusd0.40_u0.30_equal_recognition_months,4808362929.49,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,baseline_identity_do_not_add,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx:0224,6c71bb0e8f1dcbffccdefd137cf967bdbf42ac347d0bb7b9668a106880d80df1,2026-09-14,B,1,USD,2026Q1;2026Q2,2026Q3,L3_FX;L3_DETAIL;SEC_K25;SEC_Q226,2026-09-13,2026-09-14,descriptive_diagnostic,inherited_reported_lambda_unreconciled_no_certified_hedge_preservation,booking_period_currency_FX_conditionally_reconstructed,same_B_already_contains_booking_FX_and_baseline_net_cancellations,identity_not_increment,diagnostic_baseline_identity,,unavailable,no_compatible_L4_baseline_manifest_or_prehedge_bridge;unidentified_u_and_fixing;p_scenario_only,2026Q3:fx1.00_nonusd0.40_u0.30_equal_recognition_months:one_of_T_delta_ratio,recognition_period_includes_monthly_anniversaries_for_stays_at_least_28_nights
2026Q3,rnpl_retimed_kernel_revenue,fx1.00_nonusd0.40_u0.30_equal_recognition_months,4805754562.64,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,conditional_replacement_level,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx:0225,165dde179c5668b10a891ae01f8007eec633042ae27e5be6debe4b0b4b407210,2026-09-14,T,1,USD,2026Q1;2026Q2,2026Q3,L3_FX;L3_DETAIL;SEC_K25;SEC_Q226,2026-09-13,2026-09-14,conditional_scenario,inherited_reported_lambda_unreconciled_no_certified_hedge_preservation,booking_period_currency_FX_conditionally_reconstructed,same_B_already_contains_booking_FX_and_baseline_net_cancellations,replace_level,conditional_replace_B_with_T,,unavailable,no_compatible_L4_baseline_manifest_or_prehedge_bridge;unidentified_u_and_fixing;p_scenario_only,2026Q3:fx1.00_nonusd0.40_u0.30_equal_recognition_months:one_of_T_delta_ratio,recognition_period_includes_monthly_anniversaries_for_stays_at_least_28_nights
2026Q3,rnpl_fx_incremental_replacement,fx1.00_nonusd0.40_u0.30_equal_recognition_months,-2608366.85774,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,incremental_replacement_only_after_compatibility_check,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx:0226,3899303c05c656ada2032621ea09e84ee989a6c69ad4fbd71bed0141ce6ee9ea,2026-09-14,T-B,1,USD,2026Q1;2026Q2,2026Q3,L3_FX;L3_DETAIL;SEC_K25;SEC_Q226,2026-09-13,2026-09-14,conditional_scenario,inherited_reported_lambda_unreconciled_no_certified_hedge_preservation,booking_period_currency_FX_conditionally_reconstructed,same_B_already_contains_booking_FX_and_baseline_net_cancellations,incremental_replacement,conditional_add_delta_to_B,,unavailable,no_compatible_L4_baseline_manifest_or_prehedge_bridge;unidentified_u_and_fixing;p_scenario_only,2026Q3:fx1.00_nonusd0.40_u0.30_equal_recognition_months:one_of_T_delta_ratio,recognition_period_includes_monthly_anniversaries_for_stays_at_least_28_nights
2026Q3,rnpl_fx_replacement_multiplier,fx1.00_nonusd0.40_u0.30_equal_recognition_months,0.999457535362,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,multiply_only_matching_ordinary_booking_baseline,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx:0227,e697474954e48513651cbd6c05d426c41fe105281785b93049dc214a01ee4d6e,2026-09-14,T,B,ratio,2026Q1;2026Q2,2026Q3,L3_FX;L3_DETAIL;SEC_K25;SEC_Q226,2026-09-13,2026-09-14,conditional_scenario,inherited_reported_lambda_unreconciled_no_certified_hedge_preservation,booking_period_currency_FX_conditionally_reconstructed,same_B_already_contains_booking_FX_and_baseline_net_cancellations,multiplicative_replacement,conditional_multiply_B_by_T_over_B,,unavailable,no_compatible_L4_baseline_manifest_or_prehedge_bridge;unidentified_u_and_fixing;p_scenario_only,2026Q3:fx1.00_nonusd0.40_u0.30_equal_recognition_months:one_of_T_delta_ratio,recognition_period_includes_monthly_anniversaries_for_stays_at_least_28_nights
2026Q3,rnpl_fx_level_multiplier,fx1.00_nonusd0.40_u0.30_equal_recognition_months,1.01532642989,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,reference_level_only_never_multiply_reported_kernel,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx:0228,f3339efed10b2d5e986ecdead7ab80f1756c2e954a3dc8955859f9d90f3f466b,2026-09-14,T,R0,ratio,2026Q1;2026Q2,2026Q3,L3_FX;L3_DETAIL;SEC_K25;SEC_Q226,2026-09-13,2026-09-14,descriptive_diagnostic,inherited_reported_lambda_unreconciled_no_certified_hedge_preservation,booking_period_currency_FX_conditionally_reconstructed,same_B_already_contains_booking_FX_and_baseline_net_cancellations,reference_diagnostic_never_reported_baseline,diagnostic_reference_multiplier,,unavailable,no_compatible_L4_baseline_manifest_or_prehedge_bridge;unidentified_u_and_fixing;p_scenario_only,2026Q3:fx1.00_nonusd0.40_u0.30_equal_recognition_months:one_of_T_delta_ratio,recognition_period_includes_monthly_anniversaries_for_stays_at_least_28_nights
2026Q3,reference_normalized_kernel_revenue,fx1.05_nonusd0.40_u0.30_equal_recognition_months,4733211331,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,diagnostic_reference_only_not_new_forecast,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx:0229,e2c56e23c8743213aa2bd4c22d46b298e109662394b80933eff5a9b823baa221,2026-09-14,R0,1,USD,2026Q1;2026Q2,2026Q3,L3_FX;L3_DETAIL;SEC_K25;SEC_Q226,2026-09-13,2026-09-14,descriptive_diagnostic,inherited_reported_lambda_unreconciled_no_certified_hedge_preservation,booking_period_currency_FX_conditionally_reconstructed,same_B_already_contains_booking_FX_and_baseline_net_cancellations,reference_only,diagnostic_reference_level,,unavailable,no_compatible_L4_baseline_manifest_or_prehedge_bridge;unidentified_u_and_fixing;p_scenario_only,2026Q3:fx1.05_nonusd0.40_u0.30_equal_recognition_months:one_of_T_delta_ratio,recognition_period_includes_monthly_anniversaries_for_stays_at_least_28_nights
2026Q3,ordinary_booking_kernel_revenue,fx1.05_nonusd0.40_u0.30_equal_recognition_months,4808362929.49,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,baseline_identity_do_not_add,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx:0230,38c9eee6d6a419bc926b76f7ba42be2c16c57b5d38668079d8d2641c9f4d1489,2026-09-14,B,1,USD,2026Q1;2026Q2,2026Q3,L3_FX;L3_DETAIL;SEC_K25;SEC_Q226,2026-09-13,2026-09-14,descriptive_diagnostic,inherited_reported_lambda_unreconciled_no_certified_hedge_preservation,booking_period_currency_FX_conditionally_reconstructed,same_B_already_contains_booking_FX_and_baseline_net_cancellations,identity_not_increment,diagnostic_baseline_identity,,unavailable,no_compatible_L4_baseline_manifest_or_prehedge_bridge;unidentified_u_and_fixing;p_scenario_only,2026Q3:fx1.05_nonusd0.40_u0.30_equal_recognition_months:one_of_T_delta_ratio,recognition_period_includes_monthly_anniversaries_for_stays_at_least_28_nights
2026Q3,rnpl_retimed_kernel_revenue,fx1.05_nonusd0.40_u0.30_equal_recognition_months,4813643067.41,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,conditional_replacement_level,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx:0231,59fe8372e58c027c037366860f19ac25f2e760493d45d959687a7bf6018aff08,2026-09-14,T,1,USD,2026Q1;2026Q2,2026Q3,L3_FX;L3_DETAIL;SEC_K25;SEC_Q226,2026-09-13,2026-09-14,conditional_scenario,inherited_reported_lambda_unreconciled_no_certified_hedge_preservation,booking_period_currency_FX_conditionally_reconstructed,same_B_already_contains_booking_FX_and_baseline_net_cancellations,replace_level,conditional_replace_B_with_T,,unavailable,no_compatible_L4_baseline_manifest_or_prehedge_bridge;unidentified_u_and_fixing;p_scenario_only,2026Q3:fx1.05_nonusd0.40_u0.30_equal_recognition_months:one_of_T_delta_ratio,recognition_period_includes_monthly_anniversaries_for_stays_at_least_28_nights
2026Q3,rnpl_fx_incremental_replacement,fx1.05_nonusd0.40_u0.30_equal_recognition_months,5280137.91124,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,incremental_replacement_only_after_compatibility_check,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx:0232,d74fd6b6957c81f6f8aac8f12458405650952a6b6dcc495fa8239b80d2af325e,2026-09-14,T-B,1,USD,2026Q1;2026Q2,2026Q3,L3_FX;L3_DETAIL;SEC_K25;SEC_Q226,2026-09-13,2026-09-14,conditional_scenario,inherited_reported_lambda_unreconciled_no_certified_hedge_preservation,booking_period_currency_FX_conditionally_reconstructed,same_B_already_contains_booking_FX_and_baseline_net_cancellations,incremental_replacement,conditional_add_delta_to_B,,unavailable,no_compatible_L4_baseline_manifest_or_prehedge_bridge;unidentified_u_and_fixing;p_scenario_only,2026Q3:fx1.05_nonusd0.40_u0.30_equal_recognition_months:one_of_T_delta_ratio,recognition_period_includes_monthly_anniversaries_for_stays_at_least_28_nights
2026Q3,rnpl_fx_replacement_multiplier,fx1.05_nonusd0.40_u0.30_equal_recognition_months,1.00109811551,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,multiply_only_matching_ordinary_booking_baseline,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx:0233,427112dcee356e2b6d1c5d30405060bf9874420dab872adfa7ea47a815496776,2026-09-14,T,B,ratio,2026Q1;2026Q2,2026Q3,L3_FX;L3_DETAIL;SEC_K25;SEC_Q226,2026-09-13,2026-09-14,conditional_scenario,inherited_reported_lambda_unreconciled_no_certified_hedge_preservation,booking_period_currency_FX_conditionally_reconstructed,same_B_already_contains_booking_FX_and_baseline_net_cancellations,multiplicative_replacement,conditional_multiply_B_by_T_over_B,,unavailable,no_compatible_L4_baseline_manifest_or_prehedge_bridge;unidentified_u_and_fixing;p_scenario_only,2026Q3:fx1.05_nonusd0.40_u0.30_equal_recognition_months:one_of_T_delta_ratio,recognition_period_includes_monthly_anniversaries_for_stays_at_least_28_nights
2026Q3,rnpl_fx_level_multiplier,fx1.05_nonusd0.40_u0.30_equal_recognition_months,1.01699305837,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,reference_level_only_never_multiply_reported_kernel,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx:0234,0da2ca59accd51cb0bdf53e9ad0faf86e39a24682907ecdb564f85430afc2502,2026-09-14,T,R0,ratio,2026Q1;2026Q2,2026Q3,L3_FX;L3_DETAIL;SEC_K25;SEC_Q226,2026-09-13,2026-09-14,descriptive_diagnostic,inherited_reported_lambda_unreconciled_no_certified_hedge_preservation,booking_period_currency_FX_conditionally_reconstructed,same_B_already_contains_booking_FX_and_baseline_net_cancellations,reference_diagnostic_never_reported_baseline,diagnostic_reference_multiplier,,unavailable,no_compatible_L4_baseline_manifest_or_prehedge_bridge;unidentified_u_and_fixing;p_scenario_only,2026Q3:fx1.05_nonusd0.40_u0.30_equal_recognition_months:one_of_T_delta_ratio,recognition_period_includes_monthly_anniversaries_for_stays_at_least_28_nights
2026Q3,reference_normalized_kernel_revenue,fx0.95_nonusd0.40_u0.30_first_recognition_month,4733211331,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,diagnostic_reference_only_not_new_forecast,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx:0235,cc36b1dcb7d221585f4ccf3c3525ab5818e21860c804e9a62a73bc1954c9489f,2026-09-14,R0,1,USD,2026Q1;2026Q2,2026Q3,L3_FX;L3_DETAIL;SEC_K25;SEC_Q226,2026-09-13,2026-09-14,descriptive_diagnostic,inherited_reported_lambda_unreconciled_no_certified_hedge_preservation,booking_period_currency_FX_conditionally_reconstructed,same_B_already_contains_booking_FX_and_baseline_net_cancellations,reference_only,diagnostic_reference_level,,unavailable,no_compatible_L4_baseline_manifest_or_prehedge_bridge;unidentified_u_and_fixing;p_scenario_only,2026Q3:fx0.95_nonusd0.40_u0.30_first_recognition_month:one_of_T_delta_ratio,recognition_period_includes_monthly_anniversaries_for_stays_at_least_28_nights
2026Q3,ordinary_booking_kernel_revenue,fx0.95_nonusd0.40_u0.30_first_recognition_month,4808362929.49,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,baseline_identity_do_not_add,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx:0236,3a2b6de725637a0c84cfabd3ddddbde18156982ba10f6fec4f81098e94023e8b,2026-09-14,B,1,USD,2026Q1;2026Q2,2026Q3,L3_FX;L3_DETAIL;SEC_K25;SEC_Q226,2026-09-13,2026-09-14,descriptive_diagnostic,inherited_reported_lambda_unreconciled_no_certified_hedge_preservation,booking_period_currency_FX_conditionally_reconstructed,same_B_already_contains_booking_FX_and_baseline_net_cancellations,identity_not_increment,diagnostic_baseline_identity,,unavailable,no_compatible_L4_baseline_manifest_or_prehedge_bridge;unidentified_u_and_fixing;p_scenario_only,2026Q3:fx0.95_nonusd0.40_u0.30_first_recognition_month:one_of_T_delta_ratio,recognition_period_includes_monthly_anniversaries_for_stays_at_least_28_nights
2026Q3,rnpl_retimed_kernel_revenue,fx0.95_nonusd0.40_u0.30_first_recognition_month,4799864729.21,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,conditional_replacement_level,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx:0237,52ec1ec72d1efee81387cb8426072a24d4a7f0fb026e27e5538ba876f2942fde,2026-09-14,T,1,USD,2026Q1;2026Q2,2026Q3,L3_FX;L3_DETAIL;SEC_K25;SEC_Q226,2026-09-13,2026-09-14,conditional_scenario,inherited_reported_lambda_unreconciled_no_certified_hedge_preservation,booking_period_currency_FX_conditionally_reconstructed,same_B_already_contains_booking_FX_and_baseline_net_cancellations,replace_level,conditional_replace_B_with_T,,unavailable,no_compatible_L4_baseline_manifest_or_prehedge_bridge;unidentified_u_and_fixing;p_scenario_only,2026Q3:fx0.95_nonusd0.40_u0.30_first_recognition_month:one_of_T_delta_ratio,recognition_period_includes_monthly_anniversaries_for_stays_at_least_28_nights
2026Q3,rnpl_fx_incremental_replacement,fx0.95_nonusd0.40_u0.30_first_recognition_month,-8498200.2866,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,incremental_replacement_only_after_compatibility_check,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx:0238,b153d25db067a8449c586a995f035fe049f8842fb1a9ce322eb07d02ad76146b,2026-09-14,T-B,1,USD,2026Q1;2026Q2,2026Q3,L3_FX;L3_DETAIL;SEC_K25;SEC_Q226,2026-09-13,2026-09-14,conditional_scenario,inherited_reported_lambda_unreconciled_no_certified_hedge_preservation,booking_period_currency_FX_conditionally_reconstructed,same_B_already_contains_booking_FX_and_baseline_net_cancellations,incremental_replacement,conditional_add_delta_to_B,,unavailable,no_compatible_L4_baseline_manifest_or_prehedge_bridge;unidentified_u_and_fixing;p_scenario_only,2026Q3:fx0.95_nonusd0.40_u0.30_first_recognition_month:one_of_T_delta_ratio,recognition_period_includes_monthly_anniversaries_for_stays_at_least_28_nights
2026Q3,rnpl_fx_replacement_multiplier,fx0.95_nonusd0.40_u0.30_first_recognition_month,0.998232620871,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,multiply_only_matching_ordinary_booking_baseline,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx:0239,df72f8e5f595faaef919d822db09359b12c405794431a670e883c6008bc11f5d,2026-09-14,T,B,ratio,2026Q1;2026Q2,2026Q3,L3_FX;L3_DETAIL;SEC_K25;SEC_Q226,2026-09-13,2026-09-14,conditional_scenario,inherited_reported_lambda_unreconciled_no_certified_hedge_preservation,booking_period_currency_FX_conditionally_reconstructed,same_B_already_contains_booking_FX_and_baseline_net_cancellations,multiplicative_replacement,conditional_multiply_B_by_T_over_B,,unavailable,no_compatible_L4_baseline_manifest_or_prehedge_bridge;unidentified_u_and_fixing;p_scenario_only,2026Q3:fx0.95_nonusd0.40_u0.30_first_recognition_month:one_of_T_delta_ratio,recognition_period_includes_monthly_anniversaries_for_stays_at_least_28_nights
2026Q3,rnpl_fx_level_multiplier,fx0.95_nonusd0.40_u0.30_first_recognition_month,1.01408206681,,,ratio,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,reference_level_only_never_multiply_reported_kernel,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx:0240,f556cde563d8474d236dde5268dd1dc7b14cd3b027c98a51100a34b47a4b1a37,2026-09-14,T,R0,ratio,2026Q1;2026Q2,2026Q3,L3_FX;L3_DETAIL;SEC_K25;SEC_Q226,2026-09-13,2026-09-14,descriptive_diagnostic,inherited_reported_lambda_unreconciled_no_certified_hedge_preservation,booking_period_currency_FX_conditionally_reconstructed,same_B_already_contains_booking_FX_and_baseline_net_cancellations,reference_diagnostic_never_reported_baseline,diagnostic_reference_multiplier,,unavailable,no_compatible_L4_baseline_manifest_or_prehedge_bridge;unidentified_u_and_fixing;p_scenario_only,2026Q3:fx0.95_nonusd0.40_u0.30_first_recognition_month:one_of_T_delta_ratio,recognition_period_includes_monthly_anniversaries_for_stays_at_least_28_nights
2026Q3,reference_normalized_kernel_revenue,fx1.00_nonusd0.40_u0.30_first_recognition_month,4733211331,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,diagnostic_reference_only_not_new_forecast,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx:0241,c1e4786319b430c9d07d8ccffc6e61606891e57fc80e35aee24a86e145691493,2026-09-14,R0,1,USD,2026Q1;2026Q2,2026Q3,L3_FX;L3_DETAIL;SEC_K25;SEC_Q226,2026-09-13,2026-09-14,descriptive_diagnostic,inherited_reported_lambda_unreconciled_no_certified_hedge_preservation,booking_period_currency_FX_conditionally_reconstructed,same_B_already_contains_booking_FX_and_baseline_net_cancellations,reference_only,diagnostic_reference_level,,unavailable,no_compatible_L4_baseline_manifest_or_prehedge_bridge;unidentified_u_and_fixing;p_scenario_only,2026Q3:fx1.00_nonusd0.40_u0.30_first_recognition_month:one_of_T_delta_ratio,recognition_period_includes_monthly_anniversaries_for_stays_at_least_28_nights
2026Q3,ordinary_booking_kernel_revenue,fx1.00_nonusd0.40_u0.30_first_recognition_month,4808362929.49,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,baseline_identity_do_not_add,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx:0242,4df9b6e4db923fb4f39bf85ea62a630b73386a738dbe2d3ce401dee0483f70ae,2026-09-14,B,1,USD,2026Q1;2026Q2,2026Q3,L3_FX;L3_DETAIL;SEC_K25;SEC_Q226,2026-09-13,2026-09-14,descriptive_diagnostic,inherited_reported_lambda_unreconciled_no_certified_hedge_preservation,booking_period_currency_FX_conditionally_reconstructed,same_B_already_contains_booking_FX_and_baseline_net_cancellations,identity_not_increment,diagnostic_baseline_identity,,unavailable,no_compatible_L4_baseline_manifest_or_prehedge_bridge;unidentified_u_and_fixing;p_scenario_only,2026Q3:fx1.00_nonusd0.40_u0.30_first_recognition_month:one_of_T_delta_ratio,recognition_period_includes_monthly_anniversaries_for_stays_at_least_28_nights
2026Q3,rnpl_retimed_kernel_revenue,fx1.00_nonusd0.40_u0.30_first_recognition_month,4799864729.21,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,conditional_replacement_level,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx:0243,55f70e84eedd23c85d558e854abfbbcf6470c56aab93ea84dc85167b4afcc6ed,2026-09-14,T,1,USD,2026Q1;2026Q2,2026Q3,L3_FX;L3_DETAIL;SEC_K25;SEC_Q226,2026-09-13,2026-09-14,conditional_scenario,inherited_reported_lambda_unreconciled_no_certified_hedge_preservation,booking_period_currency_FX_conditionally_reconstructed,same_B_already_contains_booking_FX_and_baseline_net_cancellations,replace_level,conditional_replace_B_with_T,,unavailable,no_compatible_L4_baseline_manifest_or_prehedge_bridge;unidentified_u_and_fixing;p_scenario_only,2026Q3:fx1.00_nonusd0.40_u0.30_first_recognition_month:one_of_T_delta_ratio,recognition_period_includes_monthly_anniversaries_for_stays_at_least_28_nights
2026Q3,rnpl_fx_incremental_replacement,fx1.00_nonusd0.40_u0.30_first_recognition_month,-8498200.2866,,,USD,2026-09-13,scenario_only_unidentified_exposure_and_timing,cohort_fx_v2/scenario_summary.csv; L3_COHORT_FX_ACCOUNTING.md,incremental_replacement_only_after_compatibility_check,inherited_K0_Q3_2026_reported_USD_kernel,4808362929.49,booking_period_currency_FX_conditionally_reconstructed,unresolved_in_inherited_lambda_no_hedge_addition_permitted,pending_baseline_and_accounting_reconciliation,fixed_2025_daily_average_usd_per_unit,cohort_fx:0244,da1fa7018f58e4f311b08f4c9f76ff8940960634a9acf1ddd533ebad21cde55a,2026-09-14,T-B,1,USD,2026Q1;2026Q2,2026Q3,L3_FX;L3_DETAIL;SEC_K25;SEC_Q226,2026-09-13,2026-09-14,conditional_scenario,inherited_reported_lambda_unreconciled_no_certified_hedge_preservation,booking_period_currency_FX_conditionally_reconstructed,same_B_already_contains_booking_FX_and_baseline_net_cancellations,incremental_replacement,conditional_add_delta_to_B,,unavailable,no_compatible_L4_baseline_manifest_or_prehedge_bridge;unidentified_u_and_fixing;p_scenario_only,2026Q3:fx1.00_nonusd0.40_u0.30_first_recognition_month:one_of_T_delta_ratio,recognition_period_includes_monthly_anniversaries_for_stays_at_least_28_nights
