vintage_date,scenario,spec_id,quarter,revenue_musd,rev_source,adj_ebitda_margin_pct,adj_ebitda_musd,fy_margin_hat_pct,note
2026-09-11,bull,equal,2026Q4,3227.9366,ws06_v2b_bull,33.392054240991406,1077.874340336814,38.56145051708278,"FY2026 floor 35.50% + cushion +3.06pp (equal, n4, AUG) = 38.56%; delta on m[q-4]; delta +5.10pp; rev[ws06_v2b_bull]"
2026-09-11,bull,equal,2027Q1,3119.9376,ws06_v2b_bull,20.676162218083604,645.0833592789844,38.56145051708278,FY2027 policy chain 39.76%; delta +1.30pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,equal,2027Q2,4189.9054,ws06_v2b_bull,36.2461386541505,1518.678920761739,38.56145051708278,FY2027 policy chain 39.76%; delta +1.30pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,equal,2027Q3,5559.9477,ws06_v2b_bull,56.479815614787064,3140.248209238594,38.56145051708278,FY2027 policy chain 39.76%; delta +1.30pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,equal,2027Q4,3700.9529,ws06_v2b_bull,34.68808203039689,1283.789577858353,38.56145051708278,FY2027 policy chain 39.76%; delta +1.30pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,last,2026Q3,4878.0,ws06_v2b_bull,50.81946143632872,2478.9733288641155,36.10334123029164,"FY2026 floor 35.50% + cushion +0.60pp (last FY2025, n4, AUG) = 36.10%; delta on m[q-4]; delta +0.73pp; rev[ws06_v2b_bull]"
2026-09-11,bull,last,2026Q4,3227.9366,ws06_v2b_bull,29.027727851938554,936.9966514811184,36.10334123029164,"FY2026 floor 35.50% + cushion +0.60pp (last FY2025, n4, AUG) = 36.10%; delta on m[q-4]; delta +0.73pp; rev[ws06_v2b_bull]"
2026-09-11,bull,last,2027Q1,3119.9376,ws06_v2b_bull,18.19903713665911,567.798602464591,36.10334123029164,FY2027 policy chain 34.84%; delta -1.18pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,last,2027Q2,4189.9054,ws06_v2b_bull,33.769013572726,1414.8897232103795,36.10334123029164,FY2027 policy chain 34.84%; delta -1.18pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,last,2027Q3,5559.9477,ws06_v2b_bull,49.63836414430971,2759.867085559172,36.10334123029164,FY2027 policy chain 34.84%; delta -1.18pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,last,2027Q4,3700.9529,ws06_v2b_bull,27.846630559919546,1030.5906812596286,36.10334123029164,FY2027 policy chain 34.84%; delta -1.18pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,nocushion,2026Q3,4878.0,ws06_v2b_bull,49.74824053206908,2426.71917315433,35.5,"FY2026 floor 35.50% + cushion +0.00pp (zero, n0, AUG) = 35.50%; delta on m[q-4]; delta -0.34pp; rev[ws06_v2b_bull]"
2026-09-11,bull,nocushion,2026Q4,3227.9366,ws06_v2b_bull,27.956506947678918,902.4183198456706,35.5,"FY2026 floor 35.50% + cushion +0.00pp (zero, n0, AUG) = 35.50%; delta on m[q-4]; delta -0.34pp; rev[ws06_v2b_bull]"
2026-09-11,bull,nocushion,2027Q1,3119.9376,ws06_v2b_bull,17.59102849268057,548.8291121698544,35.5,FY2027 policy chain 33.63%; delta -1.79pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,nocushion,2027Q2,4189.9054,ws06_v2b_bull,33.16100492874747,1389.4147362038561,35.5,FY2027 policy chain 33.63%; delta -1.79pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,nocushion,2027Q3,5559.9477,ws06_v2b_bull,47.959134596071536,2666.5028009141834,35.5,FY2027 policy chain 33.63%; delta -1.79pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,nocushion,2027Q4,3700.9529,ws06_v2b_bull,26.16740101168137,968.443186596451,35.5,FY2027 policy chain 33.63%; delta -1.79pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,rw_hl4_prorata,2026Q3,4878.0,ws06_v2b_bull,52.250985214902464,2548.803058782942,37.0251850971514,"FY2026 floor 35.50% + cushion +1.53pp (rw_hl4, n4, AUG) = 37.03%; prorata shares FY2023-25; rev[ws06_v2b_bull]"
2026-09-11,bull,rw_hl4_prorata,2026Q4,3227.9366,ws06_v2b_bull,30.974527394117235,999.8381064317365,37.0251850971514,"FY2026 floor 35.50% + cushion +1.53pp (rw_hl4, n4, AUG) = 37.03%; prorata shares FY2023-25; rev[ws06_v2b_bull]"
2026-09-11,bull,rw_hl4_prorata,2027Q1,3119.9376,ws06_v2b_bull,19.133305534021254,596.9471934788099,37.0251850971514,FY2027 policy chain 36.69%; delta -0.25pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,rw_hl4_prorata,2027Q2,4189.9054,ws06_v2b_bull,34.70328197008815,1454.0346852419498,37.0251850971514,FY2027 policy chain 36.69%; delta -0.25pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,rw_hl4_prorata,2027Q3,5559.9477,ws06_v2b_bull,52.0041563202456,2891.4038932318995,37.0251850971514,FY2027 policy chain 36.69%; delta -0.25pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,rw_hl4_prorata,2027Q4,3700.9529,ws06_v2b_bull,30.72769849946037,1137.2176487190352,37.0251850971514,FY2027 policy chain 36.69%; delta -0.25pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,rw_hl4_pin,2026Q3,4878.0,ws06_v2b_bull,50.085470085470085,2443.1692307692306,37.0251850971514,"FY2026 floor 35.50% + cushion +1.53pp (rw_hl4, n4, AUG) = 37.03%; delta on m[q-4]; 2026Q3 pinned by ceiling sentence at 50.09; delta +5.95pp; rev[ws06_v2b_bull]"
2026-09-11,bull,rw_hl4_pin,2026Q4,3227.9366,ws06_v2b_bull,34.24701508838335,1105.4719344454484,37.0251850971514,"FY2026 floor 35.50% + cushion +1.53pp (rw_hl4, n4, AUG) = 37.03%; delta on m[q-4]; 2026Q3 pinned by ceiling sentence at 50.09; delta +5.95pp; rev[ws06_v2b_bull]"
2026-09-11,bull,rw_hl4_pin,2027Q1,3119.9376,ws06_v2b_bull,19.12901049688691,596.8131910003216,37.0251850971514,FY2027 policy chain 36.69%; delta -0.25pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,rw_hl4_pin,2027Q2,4189.9054,ws06_v2b_bull,34.69898693295381,1453.8547272491257,37.0251850971514,FY2027 policy chain 36.69%; delta -0.25pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,rw_hl4_pin,2027Q3,5559.9477,ws06_v2b_bull,49.83434615367888,2770.763582781507,37.0251850971514,FY2027 policy chain 36.69%; delta -0.25pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,rw_hl4_pin,2027Q4,3700.9529,ws06_v2b_bull,33.995891156592144,1258.1719196407407,37.0251850971514,FY2027 policy chain 36.69%; delta -0.25pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,rw_hl4_revknown,2026Q3,4878.0,ws06_v2b_bull,52.456177727317794,2558.812349538562,37.0251850971514,"FY2026 floor 35.50% + cushion +1.53pp (rw_hl4, n4, AUG) = 37.03%; delta on m[q-4]; delta +2.37pp; rev[ws06_v2b_bull]"
2026-09-11,bull,rw_hl4_revknown,2026Q4,3227.9366,ws06_v2b_bull,30.66444414292763,989.8288156761172,37.0251850971514,"FY2026 floor 35.50% + cushion +1.53pp (rw_hl4, n4, AUG) = 37.03%; delta on m[q-4]; delta +2.37pp; rev[ws06_v2b_bull]"
2026-09-11,bull,rw_hl4_revknown,2027Q1,3119.9376,ws06_v2b_bull,19.13371250853209,596.9598908295959,37.0251850971514,FY2027 policy chain 36.69%; delta -0.25pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,rw_hl4_revknown,2027Q2,4189.9054,ws06_v2b_bull,34.70368894459898,1454.0517370889556,37.0251850971514,FY2027 policy chain 36.69%; delta -0.25pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,rw_hl4_revknown,2027Q3,5559.9477,ws06_v2b_bull,52.20975580717176,2902.835117176463,37.0251850971514,FY2027 policy chain 36.69%; delta -0.25pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,rw_hl4_revknown,2027Q4,3700.9529,ws06_v2b_bull,30.418022222781598,1125.7566755766802,37.0251850971514,FY2027 policy chain 36.69%; delta -0.25pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,nocushion_pin,2026Q3,4878.0,ws06_v2b_bull,49.74824053206908,2426.71917315433,35.5,"FY2026 floor 35.50% + cushion +0.00pp (zero, n0, AUG) = 35.50%; delta on m[q-4]; delta -0.34pp; rev[ws06_v2b_bull]"
2026-09-11,bull,nocushion_pin,2026Q4,3227.9366,ws06_v2b_bull,27.956506947678918,902.4183198456706,35.5,"FY2026 floor 35.50% + cushion +0.00pp (zero, n0, AUG) = 35.50%; delta on m[q-4]; delta -0.34pp; rev[ws06_v2b_bull]"
2026-09-11,bull,nocushion_pin,2027Q1,3119.9376,ws06_v2b_bull,17.59102849268057,548.8291121698544,35.5,FY2027 policy chain 33.63%; delta -1.79pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,nocushion_pin,2027Q2,4189.9054,ws06_v2b_bull,33.16100492874747,1389.4147362038561,35.5,FY2027 policy chain 33.63%; delta -1.79pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,nocushion_pin,2027Q3,5559.9477,ws06_v2b_bull,47.959134596071536,2666.5028009141834,35.5,FY2027 policy chain 33.63%; delta -1.79pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,nocushion_pin,2027Q4,3700.9529,ws06_v2b_bull,26.16740101168137,968.443186596451,35.5,FY2027 policy chain 33.63%; delta -1.79pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,last_pin,2026Q3,4878.0,ws06_v2b_bull,50.085470085470085,2443.1692307692306,36.10334123029164,"FY2026 floor 35.50% + cushion +0.60pp (last FY2025, n4, AUG) = 36.10%; delta on m[q-4]; 2026Q3 pinned by ceiling sentence at 50.09; delta +1.84pp; rev[ws06_v2b_bull]"
2026-09-11,bull,last_pin,2026Q4,3227.9366,ws06_v2b_bull,30.136922440670077,972.8007495760028,36.10334123029164,"FY2026 floor 35.50% + cushion +0.60pp (last FY2025, n4, AUG) = 36.10%; delta on m[q-4]; 2026Q3 pinned by ceiling sentence at 50.09; delta +1.84pp; rev[ws06_v2b_bull]"
2026-09-11,bull,last_pin,2027Q1,3119.9376,ws06_v2b_bull,18.197581353660702,567.7531829434492,36.10334123029164,FY2027 policy chain 34.84%; delta -1.18pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,last_pin,2027Q2,4189.9054,ws06_v2b_bull,33.7675577897276,1414.828727279917,36.10334123029164,FY2027 policy chain 34.84%; delta -1.18pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,last_pin,2027Q3,5559.9477,ws06_v2b_bull,48.90291701045267,2718.976609555572,36.10334123029164,FY2027 policy chain 34.84%; delta -1.18pp on m[q-4]; rev[ws06_v2b_bull]
2026-09-11,bull,last_pin,2027Q4,3700.9529,ws06_v2b_bull,28.95436936565266,1071.5875727148339,36.10334123029164,FY2027 policy chain 34.84%; delta -1.18pp on m[q-4]; rev[ws06_v2b_bull]
