source_row,name,address,postal_code,city,classification,classification_date,rooms,website,address_cluster,name_address_key,paris_city_postcode,source_id,independent_status,airbnb_membership,source_row_count,all_source_rows,dedup_rule
2,1924 HÔTEL,2 Rue Gabriel Péri,38000,GRENOBLE,3 étoiles,19/06/2023,37,https://www.1924hotel.com/,2 RUE GABRIEL PERI|38000,1924 HOTEL|2 RUE GABRIEL PERI|38000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,2,latest classification date within exact normalized name/address key
8610,HÔTEL B&B ROUEN PARC EXPO,35 Avenue des Canadiens,76120,LE GRAND-QUEVILLY,2 étoiles,21/06/2024,60,https://www.hotel-bb.com/fr/hotels/rouen-parc-des-expos.htm,35 AVE DES CANADIENS|76120,HOTEL B B ROUEN PARC EXPO|35 AVE DES CANADIENS|76120,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8610,latest classification date within exact normalized name/address key
8611,HÔTEL B&B ROUEN SAINT-ÉTIENNE-DU-ROUVRAY,Chemin des Grès,76800,SAINT-ÉTIENNE-DU-ROUVRAY,2 étoiles,21/06/2024,57,https://www.hotel-bb.com/fr/hotel/rouen-saint-etienne-du-rouvray,CHEMIN DES GRES|76800,HOTEL B B ROUEN SAINT ETIENNE DU ROUVRAY|CHEMIN DES GRES|76800,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8611,latest classification date within exact normalized name/address key
8612,HÔTEL B&B ROYAN LA PALMYRE,rue des pâquerettes,17640,VAUX-SUR-MER,2 étoiles,15/01/2025,51,https://www.hotel-bb.com/fr/hotel/royan-la-palmyre,RUE DES PAQUERETTES|17640,HOTEL B B ROYAN LA PALMYRE|RUE DES PAQUERETTES|17640,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8612,latest classification date within exact normalized name/address key
8613,HÔTEL B&B SACLAY,Plateau du Moulon,91190,GIF-SUR-YVETTE,1 étoile,04/06/2025,47,https://www.hotel-bb.com/fr/hotel/saclay,PLATEAU DU MOULON|91190,HOTEL B B SACLAY|PLATEAU DU MOULON|91190,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8613,latest classification date within exact normalized name/address key
8614,HÔTEL B&B SAINT DENIS PORTE DE PARIS,14 avenue docteur Lamaze,93200,SAINT-DENIS,3 étoiles,08/04/2026,134,https://www.hotel-bb.com/fr/hotel/saint-denis-porte-de-paris,14 AVE DOCTEUR LAMAZE|93200,HOTEL B B SAINT DENIS PORTE DE PARIS|14 AVE DOCTEUR LAMAZE|93200,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8614,latest classification date within exact normalized name/address key
8615,HÔTEL B&B SAINT MALO SUD,Avenue du commerce,35430,SAINT-JOUAN-DES-GUÉRETS,2 étoiles,08/11/2022,72,http://www.hotel-bb.com/fr/hotels/saint-malo-st-jouan.htm,AVE DU COMMERCE|35430,HOTEL B B SAINT MALO SUD|AVE DU COMMERCE|35430,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8615,latest classification date within exact normalized name/address key
8616,HÔTEL B&B SAINT MARTIN DE CRAU ALPILLES CAMARGUE,10 AV MARCELLIN BERTHELOT,13310,SAINT-MARTIN-DE-CRAU,2 étoiles,15/04/2024,65,https://www.hotel-bb.com/fr/hotel/saint-martin-de-crau-alpilles-camargue?gps%5Bvalue%5D=43.638628%2C4.812107&gps%5Bdistance%5D%5Bfrom%5D=10&bounds=%7B%22south%22%3A43.4944511%2C%22west%22%3A4.748798499999999%2C%22north%22%3A43.7203787%2C%22east%22%3A4.988,10 AV MARCELLIN BERTHELOT|13310,HOTEL B B SAINT MARTIN DE CRAU ALPILLES CAMARGUE|10 AV MARCELLIN BERTHELOT|13310,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8616,latest classification date within exact normalized name/address key
8617,HÔTEL B&B SAINT NAZAIRE PORNICHET,5 Rue Des Troènes,44600,SAINT-NAZAIRE,3 étoiles,20/12/2022,83,https://www.hotel-bb.com/fr/hotel/saint-nazaire-pornichet?,5 RUE DES TROENES|44600,HOTEL B B SAINT NAZAIRE PORNICHET|5 RUE DES TROENES|44600,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8617,latest classification date within exact normalized name/address key
8618,HÔTEL B&B SAINT-BRIEUC,5 Rue Alain Colas,22950,TRÉGUEUX,2 étoiles,19/03/2024,60,https://www.hotel-bb.com/fr/hotel/saint-brieuc,5 RUE ALAIN COLAS|22950,HOTEL B B SAINT BRIEUC|5 RUE ALAIN COLAS|22950,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8618,latest classification date within exact normalized name/address key
8619,HÔTEL B&B SAINT-JEAN-DE-LUZ,109 chemin de Chibau,64500,SAINT-JEAN-DE-LUZ,2 étoiles,05/06/2026,65,https://www.hotel-bb.com/fr/hotel/saint-jean-de-luz,109 CHEMIN DE CHIBAU|64500,HOTEL B B SAINT JEAN DE LUZ|109 CHEMIN DE CHIBAU|64500,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8619,latest classification date within exact normalized name/address key
8620,HÔTEL B&B SAINT-JEAN-DE-MAURIENNE,Route des Grands Prés,73130,SAINTE-MARIE-DE-CUINES,2 étoiles,23/01/2023,60,https://www.hotel-bb.com/fr/hotel/saint-jean-de-maurienne?utm_source=googlemaps&utm_medium=fichehotel&utm_campaign=yext,ROUTE DES GRANDS PRES|73130,HOTEL B B SAINT JEAN DE MAURIENNE|ROUTE DES GRANDS PRES|73130,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8620,latest classification date within exact normalized name/address key
8621,HÔTEL B&B SAINT-MALO CENTRE,Avenue du Général de Gaulle,35400,SAINT-MALO,2 étoiles,23/05/2025,92,https://www.hotel-bb.com/fr/hotel/saint-malo-centre,AVE DU GENERAL DE GAULLE|35400,HOTEL B B SAINT MALO CENTRE|AVE DU GENERAL DE GAULLE|35400,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8621,latest classification date within exact normalized name/address key
8622,HÔTEL B&B SAINT-MICHEL-SUR-ORGE,116 rue des Tiphoines,-,SAINT-MICHEL-SUR-ORGE,2 étoiles,12/03/2025,70,https://www.hotel-bb.com/fr/hotel/saint-michel-sur-orge,116 RUE DES TIPHOINES|-,HOTEL B B SAINT MICHEL SUR ORGE|116 RUE DES TIPHOINES|-,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8622,latest classification date within exact normalized name/address key
8623,HÔTEL B&B SAINT-QUENTIN,"Rue Antoine Auguste Parmentier, Zone d'Aménagement Concerté de la Vallée",02100,SAINT-QUENTIN,2 étoiles,15/07/2024,54,https://www.hotel-bb.com/fr/hotel/saint-quentin,RUE ANTOINE AUGUSTE PARMENTIER ZONE D AMENAGEMENT CONCERTE DE LA VALLEE|02100,HOTEL B B SAINT QUENTIN|RUE ANTOINE AUGUSTE PARMENTIER ZONE D AMENAGEMENT CONCERTE DE LA VALLEE|02100,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8623,latest classification date within exact normalized name/address key
8624,HÔTEL B&B SAINT-WITZ,10 rue Jean Moulin,95470,SAINT-WITZ,2 étoiles,22/07/2026,42,https://www.hotel-bb.com/fr/hotel/saint-witz?utm_source=googlemaps&utm_medium=fichehotel&utm_campaign=yext,10 RUE JEAN MOULIN|95470,HOTEL B B SAINT WITZ|10 RUE JEAN MOULIN|95470,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8624,latest classification date within exact normalized name/address key
8625,HÔTEL B&B SAINT-ÉTIENNE MONTHIEU,17 rue Marc Charras,42100,SAINT-ÉTIENNE,2 étoiles,15/12/2022,64,https://www.hotel-bb.com/fr/hotel/saint-etienne-monthieu,17 RUE MARC CHARRAS|42100,HOTEL B B SAINT ETIENNE MONTHIEU|17 RUE MARC CHARRAS|42100,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8625,latest classification date within exact normalized name/address key
8626,HÔTEL B&B SAINTES,6 boulevard de Vladimir,17100,SAINTES,3 étoiles,12/07/2023,80,https://www.hotel-bb.com/fr/hotel/saintes,6 BLVD DE VLADIMIR|17100,HOTEL B B SAINTES|6 BLVD DE VLADIMIR|17100,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8626,latest classification date within exact normalized name/address key
8627,HÔTEL B&B SALON-DE-PROVENCE,Route d'Aix-En-Provence,13300,SALON-DE-PROVENCE,2 étoiles,03/10/2024,83,https://www.hotel-bb.com/fr/hotel/salon-de-provence,ROUTE D AIX EN PROVENCE|13300,HOTEL B B SALON DE PROVENCE|ROUTE D AIX EN PROVENCE|13300,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8627,latest classification date within exact normalized name/address key
8628,HÔTEL B&B STRASBOURG NORD ARTISANS,3 rue des Artisans,67550,VENDENHEIM,2 étoiles,25/04/2024,70,https://www.hotel-bb.com/fr/hotels/strasbourg-nord-artisans.htm,3 RUE DES ARTISANS|67550,HOTEL B B STRASBOURG NORD ARTISANS|3 RUE DES ARTISANS|67550,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8628,latest classification date within exact normalized name/address key
8629,HÔTEL B&B STRASBOURG NORD INDUSTRIE,15 rue de l'Industrie,67550,VENDENHEIM,2 étoiles,13/06/2024,72,https://www.hotel-bb.com/fr/hotel/strasbourg-nord-industrie,15 RUE DE L INDUSTRIE|67550,HOTEL B B STRASBOURG NORD INDUSTRIE|15 RUE DE L INDUSTRIE|67550,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8629,latest classification date within exact normalized name/address key
8630,HÔTEL B&B STRASBOURG SUD GEISPOLSHEIM,rue du 23 Novembre,67118,GEISPOLSHEIM,2 étoiles,25/04/2024,82,https://www.hotel-bb.com/fr/hotels/strasbourg-sud-geispolsheim.htm,RUE DU 23 NOVEMBRE|67118,HOTEL B B STRASBOURG SUD GEISPOLSHEIM|RUE DU 23 NOVEMBRE|67118,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8630,latest classification date within exact normalized name/address key
8631,HÔTEL B&B STRASBOURG SUD OSTWALD,11 rue Ferdinand Braun,67540,OSTWALD,2 étoiles,06/05/2024,69,https://www.hotel-bb.com/fr/hotels/strasbourg-sud-ostwald.htm,11 RUE FERDINAND BRAUN|67540,HOTEL B B STRASBOURG SUD OSTWALD|11 RUE FERDINAND BRAUN|67540,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8631,latest classification date within exact normalized name/address key
8632,HÔTEL B&B SÈTE CENTRE GARE,60 quai de bosc,34200,SÈTE,2 étoiles,30/11/2023,44,https://www.hotel-bb.com/fr/hotel/sete-centre-gare,60 QUAI DE BOSC|34200,HOTEL B B SETE CENTRE GARE|60 QUAI DE BOSC|34200,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8632,latest classification date within exact normalized name/address key
8633,HÔTEL B&B THIONVILLE CENTRE GARE,7 place Simone Veil,57100,THIONVILLE,3 étoiles,14/01/2022,76,https://www.hotel-bb.com/fr/hotel/thionville-centre-gare,7 PLACE SIMONE VEIL|57100,HOTEL B B THIONVILLE CENTRE GARE|7 PLACE SIMONE VEIL|57100,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8633,latest classification date within exact normalized name/address key
8634,HÔTEL B&B TOULOUSE BASSO CAMBO,12 rue Claude Marie Perroud,31100,TOULOUSE,3 étoiles,27/06/2025,83,https://www.hotel-bb.com/fr/hotel/toulouse-basso-cambo,12 RUE CLAUDE MARIE PERROUD|31100,HOTEL B B TOULOUSE BASSO CAMBO|12 RUE CLAUDE MARIE PERROUD|31100,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8634,latest classification date within exact normalized name/address key
8635,HÔTEL B&B TOULOUSE CITÉ DE L'ESPACE,1 Impasse René Mouchotte,31300,TOULOUSE,2 étoiles,22/10/2024,72,https://www.hotel-bb.com/fr/hotel/toulouse-cite-de-l-espace?utm_source=googlemaps&utm_medium=fichehotel&utm_campaign=yext,1 IMPASSE RENE MOUCHOTTE|31300,HOTEL B B TOULOUSE CITE DE L ESPACE|1 IMPASSE RENE MOUCHOTTE|31300,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8635,latest classification date within exact normalized name/address key
8636,HÔTEL B&B TOULOUSE PURPAN ZÉNITH,21 Impasse de Lisieux,31300,TOULOUSE,2 étoiles,07/03/2024,92,https://www.hotel-bb.com/fr/hotels/toulouse-purpan.htm?utm_campaign=yext&utm_medium=fichehotel&utm_source=googlemaps,21 IMPASSE DE LISIEUX|31300,HOTEL B B TOULOUSE PURPAN ZENITH|21 IMPASSE DE LISIEUX|31300,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8636,latest classification date within exact normalized name/address key
8637,HÔTEL B&B TOURS PARC EXPO SAINT-AVERTIN,8 rue du Pont de l'Arche,37550,SAINT-AVERTIN,2 étoiles,04/06/2024,57,https://www.hotel-bb.com/fr/hotels/tours-centre-st-avertin.htm?utm_campaign=yext&utm_medium=fichehotel&utm_source=googlemaps,8 RUE DU PONT DE L ARCHE|37550,HOTEL B B TOURS PARC EXPO SAINT AVERTIN|8 RUE DU PONT DE L ARCHE|37550,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8637,latest classification date within exact normalized name/address key
8638,HÔTEL B&B TOURS SUD,188 Boulevard Jean Jaurès,37300,JOUÉ-LÈS-TOURS,2 étoiles,25/11/2024,71,https://www.hotel-bb.com/fr/hotel/tours-sud,188 BLVD JEAN JAURES|37300,HOTEL B B TOURS SUD|188 BLVD JEAN JAURES|37300,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8638,latest classification date within exact normalized name/address key
8639,HÔTEL B&B TROYES BARBEREY,5 rue des Nozeaux,10600,BARBEREY-SAINT-SULPICE,2 étoiles,19/06/2026,64,https://www.hotel-bb.com/fr/hotel/troyes-barberey,5 RUE DES NOZEAUX|10600,HOTEL B B TROYES BARBEREY|5 RUE DES NOZEAUX|10600,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8639,latest classification date within exact normalized name/address key
8640,HÔTEL B&B TROYES MAGASINS D'USINE,1 voie du Prince,10150,LAVAU,3 étoiles,23/01/2024,70,https://www.hotel-bb.com/fr/hotel/troyes-magasins-usine,1 VOIE DU PRINCE|10150,HOTEL B B TROYES MAGASINS D USINE|1 VOIE DU PRINCE|10150,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8640,latest classification date within exact normalized name/address key
8641,HÔTEL B&B TROYES SAINT-PARRES-AUX-TERTRES,Chemin départemental 147,10410,SAINT-PARRES-AUX-TERTRES,2 étoiles,28/01/2025,69,https://www.hotel-bb.com/fr/hotels/troyes-st-parres.htm,CHEMIN DEPARTEMENTAL 147|10410,HOTEL B B TROYES SAINT PARRES AUX TERTRES|CHEMIN DEPARTEMENTAL 147|10410,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8641,latest classification date within exact normalized name/address key
8642,HÔTEL B&B VALENCE NORD,Rue des Chabanneries,26500,BOURG-LÈS-VALENCE,2 étoiles,29/02/2024,71,https://www.hotel-bb.com/fr/hotels/valence-nord.htm?utm_campaign=yext&utm_medium=fichehotel&utm_source=googlemaps,RUE DES CHABANNERIES|26500,HOTEL B B VALENCE NORD|RUE DES CHABANNERIES|26500,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8642,latest classification date within exact normalized name/address key
8643,HÔTEL B&B VALENCE SUD,51 avenue des auréats,26000,VALENCE,2 étoiles,29/02/2024,79,https://www.hotel-bb.com/fr/hotel/valence-sud,51 AVE DES AUREATS|26000,HOTEL B B VALENCE SUD|51 AVE DES AUREATS|26000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8643,latest classification date within exact normalized name/address key
8644,HÔTEL B&B VALENCE TGV ROMANS,Route de la Correspondance,26300,ALIXAN,2 étoiles,28/03/2023,73,https://www.valimmonia.com/,ROUTE DE LA CORRESPONDANCE|26300,HOTEL B B VALENCE TGV ROMANS|ROUTE DE LA CORRESPONDANCE|26300,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8644,latest classification date within exact normalized name/address key
8645,HÔTEL B&B VALENCIENNES,Rue de Sologne,59770,MARLY,2 étoiles,15/07/2024,83,https://www.hotel-bb.com/fr/hotel/valenciennes,RUE DE SOLOGNE|59770,HOTEL B B VALENCIENNES|RUE DE SOLOGNE|59770,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8645,latest classification date within exact normalized name/address key
8646,HÔTEL B&B VANNES EST GOLF DU MORBIHAN,Zone d'Activités Le Chapeau Rouge,56000,VANNES,2 étoiles,16/12/2022,71,https://www.hotel-bb.com/fr/hotel/vannes-est-golfe-du-morbihan?utm_source=googlemaps&utm_medium=fichehotel&utm_campaign=yext,ZONE D ACTIVITES LE CHAPEAU ROUGE|56000,HOTEL B B VANNES EST GOLF DU MORBIHAN|ZONE D ACTIVITES LE CHAPEAU ROUGE|56000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8646,latest classification date within exact normalized name/address key
8647,HÔTEL B&B VERDUN,48 avenue de Metz,55100,VERDUN,2 étoiles,29/06/2026,54,https://www.hotel-bb.com/fr/hotel/verdun,48 AVE DE METZ|55100,HOTEL B B VERDUN|48 AVE DE METZ|55100,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8647,latest classification date within exact normalized name/address key
8648,HÔTEL B&B VILLENEUVE LOUBET PLAGE,"1810 route nationale 7, quartier les cavaliers",06270,VILLENEUVE-LOUBET,2 étoiles,12/04/2024,69,https://www.hotel-bb.com/fr/hotel/villeneuve-loubet-plage,1810 ROUTE NATIONALE 7 QUARTIER LES CAVALIERS|06270,HOTEL B B VILLENEUVE LOUBET PLAGE|1810 ROUTE NATIONALE 7 QUARTIER LES CAVALIERS|06270,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8648,latest classification date within exact normalized name/address key
8649,HÔTEL B&B VILLENEUVE LOUBET VILLAGE,700 Avenue des Plans,06270,VILLENEUVE-LOUBET,2 étoiles,12/04/2024,71,https://www.hotel-bb.com/fr/hotels/villeneuve-loubet-village.htm,700 AVE DES PLANS|06270,HOTEL B B VILLENEUVE LOUBET VILLAGE|700 AVE DES PLANS|06270,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8649,latest classification date within exact normalized name/address key
8650,HÔTEL B&B YVETOT,6 B avenue Micheline Ostermeyer,76190,YVETOT,2 étoiles,21/03/2022,50,https://www.hotel-bb.com/fr/hotel/yvetot,6 B AVE MICHELINE OSTERMEYER|76190,HOTEL B B YVETOT|6 B AVE MICHELINE OSTERMEYER|76190,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8650,latest classification date within exact normalized name/address key
8651,HÔTEL B&B ÉVIAN PUBLIER,723 avenue de la Dent d'Oche,74500,PUBLIER,3 étoiles,21/10/2021,86,https://www.hotel-bb.com/fr/hotel/evian-publier,723 AVE DE LA DENT D OCHE|74500,HOTEL B B EVIAN PUBLIER|723 AVE DE LA DENT D OCHE|74500,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8651,latest classification date within exact normalized name/address key
8652,HÔTEL B&B ÉVREUX,131 rue Clément Ader,27000,ÉVREUX,2 étoiles,28/10/2024,83,https://www.hotel-bb.com/fr/hotel/evreux,131 RUE CLEMENT ADER|27000,HOTEL B B EVREUX|131 RUE CLEMENT ADER|27000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8652,latest classification date within exact normalized name/address key
8653,HÔTEL B55,55 Rue Boussingault,75013,PARIS,4 étoiles,20/11/2023,48,https://hotelb55.com/fr/,55 RUE BOUSSINGAULT|75013,HOTEL B55|55 RUE BOUSSINGAULT|75013,True,HRE-FR-CLASSIFIED,unverified,unverified,1,8653,latest classification date within exact normalized name/address key
8654,HÔTEL BABBU,20 BOULEVARD PAOLI,20200,BASTIA,2 étoiles,12/05/2025,13,www.hotel-leforum.fr,20 BLVD PAOLI|20200,HOTEL BABBU|20 BLVD PAOLI|20200,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8654,latest classification date within exact normalized name/address key
8655,HÔTEL BABEL LILLE,19 PLACE DES REIGNAUX,59000,LILLE,4 étoiles,29/07/2026,71,https://www.babel-lille.com/,19 PLACE DES REIGNAUX|59000,HOTEL BABEL LILLE|19 PLACE DES REIGNAUX|59000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8655,latest classification date within exact normalized name/address key
8656,HÔTEL BACHAUMONT,20 rue Bachaumont,75002,PARIS,4 étoiles,22/12/2021,49,https://www.hotelbachaumont.com/,20 RUE BACHAUMONT|75002,HOTEL BACHAUMONT|20 RUE BACHAUMONT|75002,True,HRE-FR-CLASSIFIED,unverified,unverified,1,8656,latest classification date within exact normalized name/address key
8657,HÔTEL BAGATELLE,2 rue Jean Monnet,95190,GOUSSAINVILLE,3 étoiles,29/01/2026,63,https://www.hotel-bagatelle-goussainville.fr/,2 RUE JEAN MONNET|95190,HOTEL BAGATELLE|2 RUE JEAN MONNET|95190,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8657,latest classification date within exact normalized name/address key
8658,HÔTEL BAGATELLE,47-49 rue gambetta,54700,PONT-À-MOUSSON,3 étoiles,03/01/2024,18,www.bagatelle-hotel.com,47 49 RUE GAMBETTA|54700,HOTEL BAGATELLE|47 49 RUE GAMBETTA|54700,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8658,latest classification date within exact normalized name/address key
8659,HÔTEL BAHIA,23 boulevard Eric Tabarly,06270,VILLENEUVE-LOUBET,3 étoiles,03/11/2022,48,http://www.hotelbahia06.com,23 BLVD ERIC TABARLY|06270,HOTEL BAHIA|23 BLVD ERIC TABARLY|06270,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8659,latest classification date within exact normalized name/address key
8660,HÔTEL BAKOUA,pointe du bout,97229,LES TROIS-ÎLETS,4 étoiles,22/11/2022,138,www.hotel-bakoua.fr,POINTE DU BOUT|97229,HOTEL BAKOUA|POINTE DU BOUT|97229,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8660,latest classification date within exact normalized name/address key
8661,HÔTEL BAL,500 rue du vieux château,62890,TOURNEHEM-SUR-LA-HEM,3 étoiles,09/05/2023,22,https://www.hotel-camping-bal.fr/hotel/,500 RUE DU VIEUX CHATEAU|62890,HOTEL BAL|500 RUE DU VIEUX CHATEAU|62890,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8661,latest classification date within exact normalized name/address key
8662,HÔTEL BALANÉA,6 rue Clémenceau,20260,CALVI,3 étoiles,15/06/2022,37,https://www.hotel-balanea.com/,6 RUE CLEMENCEAU|20260,HOTEL BALANEA|6 RUE CLEMENCEAU|20260,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8662,latest classification date within exact normalized name/address key
8663,HÔTEL BALDI,42 Boulevard Garibaldi,75015,PARIS 15E ARRONDISSEMENT,3 étoiles,03/10/2022,28,https://www.magna-arbor-hotels.com/,42 BLVD GARIBALDI|75015,HOTEL BALDI|42 BLVD GARIBALDI|75015,True,HRE-FR-CLASSIFIED,unverified,unverified,1,8663,latest classification date within exact normalized name/address key
8664,HÔTEL BALEA,106 rue Adrien Lahourcade,64210,GUÉTHARY,3 étoiles,13/08/2026,28,https://baleahotel.com/,106 RUE ADRIEN LAHOURCADE|64210,HOTEL BALEA|106 RUE ADRIEN LAHOURCADE|64210,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8664,latest classification date within exact normalized name/address key
8665,HÔTEL BALLADINS BLOIS NORD,7 rue des Onze Arpents,41000,BLOIS,2 étoiles,28/03/2022,43,https://dvildary.github.io/balladins-blois/,7 RUE DES ONZE ARPENTS|41000,HOTEL BALLADINS BLOIS NORD|7 RUE DES ONZE ARPENTS|41000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8665,latest classification date within exact normalized name/address key
8666,HÔTEL BALLADINS CAEN MÉMORIAL,Rue du Clos Barbey,14280,SAINT-CONTEST,3 étoiles,16/12/2022,69,https://www.balladins.com/fr/mon-hotel/caen-memorial/,RUE DU CLOS BARBEY|14280,HOTEL BALLADINS CAEN MEMORIAL|RUE DU CLOS BARBEY|14280,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8666,latest classification date within exact normalized name/address key
8667,HÔTEL BALLADINS DIEPPE,"113 impasse de la maison blanche, les vertus",76550,SAINT-AUBIN-SUR-SCIE,2 étoiles,01/09/2022,49,https://www.balladins.com/fr/mon-hotel/dieppe/,113 IMPASSE DE LA MAISON BLANCHE LES VERTUS|76550,HOTEL BALLADINS DIEPPE|113 IMPASSE DE LA MAISON BLANCHE LES VERTUS|76550,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8667,latest classification date within exact normalized name/address key
8668,HÔTEL BALLADINS LA ROCHE-SUR-YON,17 rue des Bazinières,85000,LA ROCHE-SUR-YON,3 étoiles,28/10/2022,52,https://www.balladins.com/fr/mon-hotel/la-roche-sur-yon/,17 RUE DES BAZINIERES|85000,HOTEL BALLADINS LA ROCHE SUR YON|17 RUE DES BAZINIERES|85000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8668,latest classification date within exact normalized name/address key
8669,HÔTEL BALLADINS PERPIGNAN GARE,4 avenue du Général De Gaulle,66000,PERPIGNAN,3 étoiles,24/06/2022,27,https://www.balladins.com/fr/mon-hotel/perpignan/,4 AVE DU GENERAL DE GAULLE|66000,HOTEL BALLADINS PERPIGNAN GARE|4 AVE DU GENERAL DE GAULLE|66000,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8669,latest classification date within exact normalized name/address key
8670,HÔTEL BALLADINS ROISSY CDG SAINT-MARD,1 Allée de la Fontaine des Tournelles,77230,SAINT-MARD,2 étoiles,19/06/2025,48,https://www.balladins.com/fr/mon-hotel/roissy-cdg-saint-mard/,1 ALLEE DE LA FONTAINE DES TOURNELLES|77230,HOTEL BALLADINS ROISSY CDG SAINT MARD|1 ALLEE DE LA FONTAINE DES TOURNELLES|77230,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8670,latest classification date within exact normalized name/address key
8671,HÔTEL BALLADINS SUPERIOR VILLEJUIF,8 - 10 avenue de l'épi d'or,94800,VILLEJUIF,3 étoiles,27/09/2022,42,www.parispacific.com,8 10 AVE DE L EPI D OR|94800,HOTEL BALLADINS SUPERIOR VILLEJUIF|8 10 AVE DE L EPI D OR|94800,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8671,latest classification date within exact normalized name/address key
8672,HÔTEL BALLADINS TOURS SUD,254 Avenue du Grand Sud,37170,CHAMBRAY-LÈS-TOURS,2 étoiles,15/11/2022,44,https://www.balladins.com/fr/mon-hotel/tours-sud/,254 AVE DU GRAND SUD|37170,HOTEL BALLADINS TOURS SUD|254 AVE DU GRAND SUD|37170,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8672,latest classification date within exact normalized name/address key
8673,HÔTEL BALLADINS VALENCIENNES AÉROPORT,2 rue Louis Dacquins,59300,VALENCIENNES,2 étoiles,05/04/2023,42,https://www.balladins.com/fr/mon-hotel/valenciennes-aeroport/,2 RUE LOUIS DACQUINS|59300,HOTEL BALLADINS VALENCIENNES AEROPORT|2 RUE LOUIS DACQUINS|59300,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8673,latest classification date within exact normalized name/address key
8674,HÔTEL BALLADINS VILLEFRANCHE DE ROUERGUE,3 avenue de Toulouse,12200,VILLEFRANCHE-DE-ROUERGUE,3 étoiles,18/03/2022,41,https://www.balladins.com/fr/mon-hotel/villefranche-de-rouergue/,3 AVE DE TOULOUSE|12200,HOTEL BALLADINS VILLEFRANCHE DE ROUERGUE|3 AVE DE TOULOUSE|12200,False,HRE-FR-CLASSIFIED,unverified,unverified,1,8674,latest classification date within exact normalized name/address key
