source,market_key,archive_vintage,held_vintage,review_month,ymi,n_archive,n_held,ratio,age_months,months_before_archive_dump
montera34,spain_catalonia_barcelona,2015-09-04,2018-10-10,2014-10,24177,9744,3688,0.3784893267651888,37,11
montera34,spain_catalonia_barcelona,2015-09-04,2018-10-10,2014-11,24178,5738,2314,0.40327640292784944,37,10
montera34,spain_catalonia_barcelona,2015-09-04,2018-10-10,2014-12,24179,4479,1762,0.3933913820049118,37,9
montera34,spain_catalonia_barcelona,2015-09-04,2018-10-10,2015-01,24180,5505,2087,0.3791099000908265,37,8
montera34,spain_catalonia_barcelona,2015-09-04,2018-10-10,2015-02,24181,5176,1939,0.374613601236476,37,7
montera34,spain_catalonia_barcelona,2015-09-04,2018-10-10,2015-03,24182,9921,3719,0.3748614051002923,37,6
montera34,spain_catalonia_barcelona,2015-09-04,2018-10-10,2015-04,24183,13567,4857,0.3580010319156777,37,5
montera34,spain_catalonia_barcelona,2015-09-04,2018-10-10,2015-05,24184,18408,6360,0.3455019556714472,37,4
montera34,spain_catalonia_barcelona,2015-09-04,2018-10-10,2015-06,24185,19777,6596,0.33351873388279313,37,3
montera34,spain_catalonia_barcelona,2015-09-04,2018-10-10,2015-07,24186,21325,6653,0.3119812426729191,37,2
montera34,spain_catalonia_barcelona,2015-09-04,2018-10-10,2015-08,24187,20521,6859,0.3342429706154671,37,1
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2010-02,24121,2,0,0.0,38,67
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2010-04,24123,2,0,0.0,38,65
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2010-05,24124,4,0,0.0,38,64
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2010-06,24125,5,0,0.0,38,63
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2010-07,24126,6,0,0.0,38,62
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2010-08,24127,13,2,0.15384615384615385,38,61
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2010-09,24128,26,3,0.11538461538461539,38,60
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2010-10,24129,15,3,0.2,38,59
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2010-11,24130,6,0,0.0,38,58
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2010-12,24131,5,0,0.0,38,57
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2011-01,24132,9,5,0.5555555555555556,38,56
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2011-02,24133,18,5,0.2777777777777778,38,55
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2011-03,24134,30,4,0.13333333333333333,38,54
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2011-04,24135,62,15,0.24193548387096775,38,53
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2011-05,24136,97,31,0.31958762886597936,38,52
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2011-06,24137,136,43,0.3161764705882353,38,51
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2011-07,24138,161,45,0.2795031055900621,38,50
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2011-08,24139,178,56,0.3146067415730337,38,49
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2011-09,24140,278,79,0.2841726618705036,38,48
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2011-10,24141,237,69,0.2911392405063291,38,47
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2011-11,24142,187,66,0.35294117647058826,38,46
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2011-12,24143,115,36,0.3130434782608696,38,45
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2012-01,24144,164,56,0.34146341463414637,38,44
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2012-02,24145,148,48,0.32432432432432434,38,43
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2012-03,24146,331,120,0.36253776435045315,38,42
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2012-04,24147,467,160,0.3426124197002141,38,41
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2012-05,24148,650,249,0.3830769230769231,38,40
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2012-06,24149,696,280,0.40229885057471265,38,39
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2012-07,24150,826,322,0.3898305084745763,38,38
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2012-08,24151,892,303,0.3396860986547085,38,37
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2012-09,24152,905,305,0.3370165745856354,38,36
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2012-10,24153,930,299,0.32150537634408605,38,35
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2012-11,24154,595,194,0.32605042016806723,38,34
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2012-12,24155,410,123,0.3,38,33
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2013-01,24156,567,172,0.30335097001763667,38,32
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2013-02,24157,586,208,0.35494880546075086,38,31
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2013-03,24158,1185,411,0.3468354430379747,38,30
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2013-04,24159,1698,602,0.3545347467608952,38,29
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2013-05,24160,2664,982,0.3686186186186186,38,28
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2013-06,24161,2634,964,0.3659832953682612,38,27
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2013-07,24162,3004,1083,0.36051930758988016,38,26
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2013-08,24163,3185,1112,0.34913657770800627,38,25
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2013-09,24164,3526,1187,0.33664208735110607,38,24
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2013-10,24165,3295,1157,0.3511380880121396,38,23
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2013-11,24166,1966,720,0.3662258392675483,38,22
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2013-12,24167,1548,587,0.3791989664082687,38,21
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2014-01,24168,2040,740,0.3627450980392157,38,20
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2014-02,24169,2196,803,0.3656648451730419,38,19
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2014-03,24170,3508,1344,0.3831242873432155,38,18
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2014-04,24171,4982,1865,0.37434765154556404,38,17
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2014-05,24172,6733,2487,0.36937472152086737,38,16
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2014-06,24173,7528,2856,0.3793836344314559,38,15
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2014-07,24174,8436,3073,0.36427216690374586,38,14
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2014-08,24175,10136,3450,0.340370955011839,38,13
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2014-09,24176,10065,3613,0.35896671634376554,38,12
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2014-10,24177,9744,3556,0.3649425287356322,38,11
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2014-11,24178,5738,2240,0.39037992331822935,38,10
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2014-12,24179,4479,1707,0.3811118553248493,38,9
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2015-01,24180,5505,2011,0.3653042688465032,38,8
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2015-02,24181,5176,1857,0.35877125193199383,38,7
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2015-03,24182,9921,3580,0.36085072069347846,38,6
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2015-04,24183,13567,4689,0.34561804378270805,38,5
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2015-05,24184,18408,6114,0.3321382007822686,38,4
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2015-06,24185,19777,6369,0.32204075441169033,38,3
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2015-07,24186,21325,6426,0.3013364595545135,38,2
montera34,spain_catalonia_barcelona,2015-09-04,2018-11-07,2015-08,24187,20521,6577,0.3205009502460894,38,1
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2010-02,24121,2,0,0.0,39,67
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2010-04,24123,2,0,0.0,39,65
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2010-05,24124,4,0,0.0,39,64
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2010-06,24125,5,0,0.0,39,63
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2010-07,24126,6,0,0.0,39,62
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2010-08,24127,13,1,0.07692307692307693,39,61
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2010-09,24128,26,4,0.15384615384615385,39,60
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2010-10,24129,15,4,0.26666666666666666,39,59
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2010-11,24130,6,0,0.0,39,58
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2010-12,24131,5,0,0.0,39,57
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2011-01,24132,9,6,0.6666666666666666,39,56
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2011-02,24133,18,6,0.3333333333333333,39,55
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2011-03,24134,30,4,0.13333333333333333,39,54
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2011-04,24135,62,17,0.27419354838709675,39,53
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2011-05,24136,97,34,0.35051546391752575,39,52
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2011-06,24137,136,41,0.3014705882352941,39,51
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2011-07,24138,161,46,0.2857142857142857,39,50
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2011-08,24139,178,59,0.33146067415730335,39,49
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2011-09,24140,278,81,0.29136690647482016,39,48
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2011-10,24141,237,67,0.28270042194092826,39,47
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2011-11,24142,187,65,0.34759358288770054,39,46
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2011-12,24143,115,33,0.28695652173913044,39,45
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2012-01,24144,164,49,0.29878048780487804,39,44
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2012-02,24145,148,43,0.2905405405405405,39,43
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2012-03,24146,331,114,0.34441087613293053,39,42
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2012-04,24147,467,150,0.32119914346895073,39,41
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2012-05,24148,650,248,0.38153846153846155,39,40
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2012-06,24149,696,271,0.38936781609195403,39,39
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2012-07,24150,826,314,0.3801452784503632,39,38
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2012-08,24151,892,298,0.33408071748878926,39,37
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2012-09,24152,905,310,0.3425414364640884,39,36
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2012-10,24153,930,297,0.3193548387096774,39,35
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2012-11,24154,595,193,0.3243697478991597,39,34
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2012-12,24155,410,123,0.3,39,33
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2013-01,24156,567,175,0.30864197530864196,39,32
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2013-02,24157,586,201,0.3430034129692833,39,31
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2013-03,24158,1185,406,0.3426160337552743,39,30
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2013-04,24159,1698,578,0.3404004711425206,39,29
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2013-05,24160,2664,967,0.362987987987988,39,28
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2013-06,24161,2634,954,0.3621867881548975,39,27
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2013-07,24162,3004,1067,0.3551930758988016,39,26
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2013-08,24163,3185,1117,0.35070643642072213,39,25
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2013-09,24164,3526,1187,0.33664208735110607,39,24
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2013-10,24165,3295,1150,0.3490136570561457,39,23
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2013-11,24166,1966,713,0.36266531027466936,39,22
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2013-12,24167,1548,586,0.3785529715762274,39,21
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2014-01,24168,2040,727,0.35637254901960785,39,20
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2014-02,24169,2196,799,0.3638433515482696,39,19
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2014-03,24170,3508,1336,0.3808437856328392,39,18
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2014-04,24171,4982,1856,0.3725411481332798,39,17
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2014-05,24172,6733,2461,0.36551314421506015,39,16
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2014-06,24173,7528,2822,0.3748671625929862,39,15
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2014-07,24174,8436,3034,0.35964912280701755,39,14
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2014-08,24175,10136,3435,0.3388910812943962,39,13
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2014-09,24176,10065,3560,0.35370094386487827,39,12
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2014-10,24177,9744,3524,0.36165845648604267,39,11
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2014-11,24178,5738,2223,0.38741721854304634,39,10
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2014-12,24179,4479,1680,0.3750837240455459,39,9
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2015-01,24180,5505,1995,0.36239782016348776,39,8
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2015-02,24181,5176,1831,0.35374806800618236,39,7
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2015-03,24182,9921,3559,0.3587339985888519,39,6
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2015-04,24183,13567,4679,0.34488096115574557,39,5
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2015-05,24184,18408,6101,0.33143198609300306,39,4
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2015-06,24185,19777,6344,0.32077665975628256,39,3
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2015-07,24186,21325,6404,0.3003048065650645,39,2
montera34,spain_catalonia_barcelona,2015-09-04,2018-12-10,2015-08,24187,20521,6560,0.31967253057843187,39,1
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2010-02,24121,2,0,0.0,40,67
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2010-04,24123,2,0,0.0,40,65
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2010-05,24124,4,0,0.0,40,64
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2010-06,24125,5,0,0.0,40,63
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2010-07,24126,6,0,0.0,40,62
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2010-08,24127,13,0,0.0,40,61
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2010-09,24128,26,1,0.038461538461538464,40,60
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2010-10,24129,15,3,0.2,40,59
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2010-11,24130,6,0,0.0,40,58
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2010-12,24131,5,0,0.0,40,57
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2011-01,24132,9,5,0.5555555555555556,40,56
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2011-02,24133,18,5,0.2777777777777778,40,55
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2011-03,24134,30,4,0.13333333333333333,40,54
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2011-04,24135,62,14,0.22580645161290322,40,53
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2011-05,24136,97,29,0.29896907216494845,40,52
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2011-06,24137,136,34,0.25,40,51
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2011-07,24138,161,42,0.2608695652173913,40,50
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2011-08,24139,178,49,0.2752808988764045,40,49
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2011-09,24140,278,77,0.27697841726618705,40,48
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2011-10,24141,237,58,0.24472573839662448,40,47
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2011-11,24142,187,60,0.32085561497326204,40,46
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2011-12,24143,115,33,0.28695652173913044,40,45
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2012-01,24144,164,43,0.2621951219512195,40,44
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2012-02,24145,148,37,0.25,40,43
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2012-03,24146,331,108,0.32628398791540786,40,42
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2012-04,24147,467,139,0.29764453961456105,40,41
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2012-05,24148,650,226,0.3476923076923077,40,40
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2012-06,24149,696,245,0.35201149425287354,40,39
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2012-07,24150,826,290,0.35108958837772397,40,38
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2012-08,24151,892,284,0.3183856502242152,40,37
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2012-09,24152,905,289,0.31933701657458563,40,36
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2012-10,24153,930,286,0.30752688172043013,40,35
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2012-11,24154,595,188,0.31596638655462184,40,34
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2012-12,24155,410,122,0.2975609756097561,40,33
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2013-01,24156,567,169,0.2980599647266314,40,32
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2013-02,24157,586,199,0.3395904436860068,40,31
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2013-03,24158,1185,385,0.32489451476793246,40,30
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2013-04,24159,1698,576,0.3392226148409894,40,29
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2013-05,24160,2664,929,0.34872372372372373,40,28
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2013-06,24161,2634,926,0.35155656795747914,40,27
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2013-07,24162,3004,1034,0.34420772303595204,40,26
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2013-08,24163,3185,1057,0.33186813186813185,40,25
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2013-09,24164,3526,1141,0.32359614293817357,40,24
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2013-10,24165,3295,1130,0.34294385432473445,40,23
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2013-11,24166,1966,708,0.36012207527975587,40,22
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2013-12,24167,1548,571,0.36886304909560724,40,21
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2014-01,24168,2040,709,0.3475490196078431,40,20
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2014-02,24169,2196,786,0.35792349726775957,40,19
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2014-03,24170,3508,1292,0.36830102622576966,40,18
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2014-04,24171,4982,1768,0.3548775592131674,40,17
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2014-05,24172,6733,2359,0.35036387939997027,40,16
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2014-06,24173,7528,2719,0.3611849096705632,40,15
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2014-07,24174,8436,2906,0.3444760550023708,40,14
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2014-08,24175,10136,3285,0.32409234411996846,40,13
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2014-09,24176,10065,3419,0.33969200198708394,40,12
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2014-10,24177,9744,3382,0.3470853858784893,40,11
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2014-11,24178,5738,2146,0.37399790867898225,40,10
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2014-12,24179,4479,1635,0.3650368385800402,40,9
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2015-01,24180,5505,1948,0.3538601271571299,40,8
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2015-02,24181,5176,1759,0.33983771251931993,40,7
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2015-03,24182,9921,3389,0.34159862917044653,40,6
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2015-04,24183,13567,4454,0.3282966020490897,40,5
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2015-05,24184,18408,5771,0.31350499782703173,40,4
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2015-06,24185,19777,6005,0.30363553622895284,40,3
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2015-07,24186,21325,6039,0.28318874560375146,40,2
montera34,spain_catalonia_barcelona,2015-09-04,2019-01-14,2015-08,24187,20521,6189,0.3015934895960236,40,1
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2010-02,24121,2,0,0.0,41,67
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2010-04,24123,2,0,0.0,41,65
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2010-05,24124,4,0,0.0,41,64
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2010-06,24125,5,0,0.0,41,63
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2010-07,24126,6,0,0.0,41,62
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2010-08,24127,13,0,0.0,41,61
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2010-09,24128,26,1,0.038461538461538464,41,60
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2010-10,24129,15,3,0.2,41,59
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2010-11,24130,6,0,0.0,41,58
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2010-12,24131,5,0,0.0,41,57
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2011-01,24132,9,5,0.5555555555555556,41,56
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2011-02,24133,18,5,0.2777777777777778,41,55
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2011-03,24134,30,4,0.13333333333333333,41,54
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2011-04,24135,62,14,0.22580645161290322,41,53
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2011-05,24136,97,29,0.29896907216494845,41,52
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2011-06,24137,136,33,0.2426470588235294,41,51
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2011-07,24138,161,40,0.2484472049689441,41,50
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2011-08,24139,178,44,0.24719101123595505,41,49
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2011-09,24140,278,70,0.2517985611510791,41,48
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2011-10,24141,237,55,0.2320675105485232,41,47
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2011-11,24142,187,55,0.29411764705882354,41,46
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2011-12,24143,115,31,0.26956521739130435,41,45
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2012-01,24144,164,40,0.24390243902439024,41,44
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2012-02,24145,148,37,0.25,41,43
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2012-03,24146,331,104,0.31419939577039274,41,42
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2012-04,24147,467,138,0.2955032119914347,41,41
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2012-05,24148,650,223,0.34307692307692306,41,40
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2012-06,24149,696,249,0.3577586206896552,41,39
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2012-07,24150,826,285,0.3450363196125908,41,38
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2012-08,24151,892,280,0.31390134529147984,41,37
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2012-09,24152,905,286,0.3160220994475138,41,36
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2012-10,24153,930,278,0.2989247311827957,41,35
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2012-11,24154,595,178,0.2991596638655462,41,34
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2012-12,24155,410,116,0.28292682926829266,41,33
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2013-01,24156,567,162,0.2857142857142857,41,32
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2013-02,24157,586,184,0.31399317406143346,41,31
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2013-03,24158,1185,371,0.3130801687763713,41,30
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2013-04,24159,1698,551,0.3244994110718492,41,29
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2013-05,24160,2664,903,0.33896396396396394,41,28
montera34,spain_catalonia_barcelona,2015-09-04,2019-02-06,2013-06,24161,2634,891,0.33826879271070615,41,27
