city,country,country_iso2,eea_flag,deadline,single_fee_pct,listing_id,listing_url,host_id,host_location,host_region_guess,geo_conflict,room_type,property_type,bedrooms,bedroom_bucket,accommodates,beds,host_class,calculated_host_listings_count,host_is_superhost,instant_bookable,license,minimum_nights,number_of_reviews_ltm,estimated_occupancy_l365d,stratum,stay_window,checkin,checkout,nights,adults,dump_date,dump_price
austin,United States,US,0,2026-09-15,15.5,207054,https://www.airbnb.com/rooms/207054,1018853,"Austin, TX",non_eea,0,Entire home/apt,Entire home,2.0,2,5,2.0,individual,1,t,,OL 2026 072586,2.0,6,36,Entire home/apt | 2 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-25,$268.00
sydney,Australia,AU,0,2026-09-15,15.5,40868923,https://www.airbnb.com/rooms/40868923,42440269,,unknown,0,Entire home/apt,Entire guest suite,,unknown,2,1.0,professional,18,f,,Exempt,1.0,0,0,Entire home/apt | unknown | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$179.00
sydney,Australia,AU,0,2026-09-15,15.5,41698629,https://www.airbnb.com/rooms/41698629,318838419,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,6.0,3+,16,10.0,professional,15,t,,PID-STRA-28672,1.0,13,78,Entire home/apt | 3+ | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,"$1,455.00"
sydney,Australia,AU,0,2026-09-15,15.5,42360379,https://www.airbnb.com/rooms/42360379,279001183,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,professional,92,f,,PID-STRA-19696,2.0,11,66,Entire home/apt | 0-1 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$337.71
sydney,Australia,AU,0,2026-09-15,15.5,42743699,https://www.airbnb.com/rooms/42743699,7409213,"Sydney, Australia",non_eea,0,Entire home/apt,Entire home,3.0,3+,7,4.0,professional,214,f,,PID-STRA-29999,1.0,5,30,Entire home/apt | 3+ | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$972.00
sydney,Australia,AU,0,2026-09-15,15.5,43344573,https://www.airbnb.com/rooms/43344573,344685468,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,4,2.0,individual,1,t,,PID-STRA-2524,2.0,8,48,Entire home/apt | 2 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$711.00
sydney,Australia,AU,0,2026-09-15,15.5,44003610,https://www.airbnb.com/rooms/44003610,113463486,"Mona Vale, Australia",non_eea,0,Entire home/apt,Entire guesthouse,1.0,0-1,2,1.0,individual,1,t,,PID-STRA-2756,1.0,43,255,Entire home/apt | 0-1 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$257.00
sydney,Australia,AU,0,2026-09-15,15.5,44340973,https://www.airbnb.com/rooms/44340973,101139031,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,professional,67,f,,PID-STRA-9223,1.0,37,222,Entire home/apt | 0-1 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$411.50
sydney,Australia,AU,0,2026-09-15,15.5,45226932,https://www.airbnb.com/rooms/45226932,363034955,,unknown,0,Private room,Room in boutique hotel,1.0,0-1,2,1.0,small_multi,3,f,,PID-STRA-36836,1.0,0,0,Private room | 0-1 | small_multi,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$170.00
sydney,Australia,AU,0,2026-09-15,15.5,52819230,https://www.airbnb.com/rooms/52819230,426308799,"Sydney, Australia",non_eea,0,Entire home/apt,Entire home,4.0,3+,10,6.0,small_multi,2,f,,PID-STRA-16518,2.0,6,36,Entire home/apt | 3+ | small_multi,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$705.50
sydney,Australia,AU,0,2026-09-15,15.5,53497178,https://www.airbnb.com/rooms/53497178,433197266,"Freshwater, Australia",non_eea,0,Entire home/apt,Entire guest suite,2.0,2,6,4.0,individual,1,t,,PID-STRA-28907,2.0,10,60,Entire home/apt | 2 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$647.00
sydney,Australia,AU,0,2026-09-15,15.5,632439282341268182,https://www.airbnb.com/rooms/632439282341268182,427881267,"Oran Park, Australia",non_eea,0,Private room,Private room in home,1.0,0-1,2,1.0,individual,1,f,,PID-STRA-66363,1.0,3,18,Private room | 0-1 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$173.00
sydney,Australia,AU,0,2026-09-15,15.5,648919951181475289,https://www.airbnb.com/rooms/648919951181475289,105081011,"Rosebery, Australia",non_eea,0,Private room,Private room in rental unit,,unknown,2,1.0,professional,5,t,,PID-STRA-67661,3.0,27,162,Private room | unknown | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$133.67
sydney,Australia,AU,0,2026-09-15,15.5,662735844574531829,https://www.airbnb.com/rooms/662735844574531829,70863431,"Freshwater, Australia",non_eea,0,Entire home/apt,Entire condo,2.0,2,4,2.0,individual,1,f,,PID-STRA-37596,2.0,19,114,Entire home/apt | 2 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$375.00
sydney,Australia,AU,0,2026-09-15,15.5,712054597100563288,https://www.airbnb.com/rooms/712054597100563288,12486239,,unknown,0,Entire home/apt,Entire guesthouse,1.0,0-1,2,1.0,individual,1,t,,PID-STRA-41696,1.0,63,255,Entire home/apt | 0-1 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$183.00
sydney,Australia,AU,0,2026-09-15,15.5,759018081668562378,https://www.airbnb.com/rooms/759018081668562378,196479313,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,small_multi,4,t,,PID-STRA-43672,1.0,44,255,Entire home/apt | 0-1 | small_multi,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$230.00
sydney,Australia,AU,0,2026-09-15,15.5,761257303860769036,https://www.airbnb.com/rooms/761257303860769036,473933729,"Sydney, Australia",non_eea,0,Entire home/apt,Entire home,6.0,3+,11,,professional,8,f,,PID-STRA-42776,1.0,8,48,Entire home/apt | 3+ | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$510.20
sydney,Australia,AU,0,2026-09-15,15.5,811931562497238153,https://www.airbnb.com/rooms/811931562497238153,343442154,"Melbourne, Australia",non_eea,0,Entire home/apt,Entire rental unit,,unknown,4,2.0,professional,35,f,,PID-STRA-15988,1.0,9,54,Entire home/apt | unknown | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$427.80
sydney,Australia,AU,0,2026-09-15,15.5,823683050649514286,https://www.airbnb.com/rooms/823683050649514286,458881128,,unknown,0,Entire home/apt,Entire rental unit,1.0,0-1,3,2.0,professional,11,f,,Exempt,2.0,25,150,Entire home/apt | 0-1 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$340.50
sydney,Australia,AU,0,2026-09-15,15.5,830612873936375707,https://www.airbnb.com/rooms/830612873936375707,454035135,,unknown,0,Entire home/apt,Entire cabin,1.0,0-1,2,1.0,individual,1,t,,PID-STRA-49158,2.0,7,42,Entire home/apt | 0-1 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$328.00
sydney,Australia,AU,0,2026-09-15,15.5,843911768379655314,https://www.airbnb.com/rooms/843911768379655314,492534503,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,professional,5,f,,PID-STRA-49687,2.0,13,78,Entire home/apt | 0-1 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$262.00
sydney,Australia,AU,0,2026-09-15,15.5,847234740062793307,https://www.airbnb.com/rooms/847234740062793307,485011617,"Sydney Olympic Park, Australia",non_eea,0,Shared room,Shared room in rental unit,1.0,0-1,2,1.0,individual,1,t,,PID-STRA-49948,1.0,22,132,Shared room | 0-1 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$143.00
sydney,Australia,AU,0,2026-09-15,15.5,865043452792453889,https://www.airbnb.com/rooms/865043452792453889,405699447,"Sydney, Australia",non_eea,0,Entire home/apt,Entire home,2.0,2,4,3.0,small_multi,2,f,,PID-STRA-50857,1.0,7,42,Entire home/apt | 2 | small_multi,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$420.00
sydney,Australia,AU,0,2026-09-15,15.5,901291790965681597,https://www.airbnb.com/rooms/901291790965681597,258055539,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,professional,83,t,,PID-STRA-52483,2.0,24,144,Entire home/apt | 0-1 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$232.50
sydney,Australia,AU,0,2026-09-15,15.5,914031958438254303,https://www.airbnb.com/rooms/914031958438254303,939309,Australia,non_eea,0,Shared room,Shared room in condo,2.0,2,2,1.0,individual,1,f,,PID-STRA-53084,3.0,0,0,Shared room | 2 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$297.00
sydney,Australia,AU,0,2026-09-15,15.5,928501563474060153,https://www.airbnb.com/rooms/928501563474060153,285488167,"Vaucluse, Australia",non_eea,0,Entire home/apt,Entire guesthouse,1.0,0-1,2,1.0,professional,30,f,,PID-STRA-53274,1.0,7,42,Entire home/apt | 0-1 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$328.50
sydney,Australia,AU,0,2026-09-15,15.5,948900953871890614,https://www.airbnb.com/rooms/948900953871890614,426903399,"Sydney, Australia",non_eea,0,Entire home/apt,Entire condo,2.0,2,4,2.0,small_multi,2,t,,PID-STRA-53304,2.0,7,42,Entire home/apt | 2 | small_multi,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$429.50
sydney,Australia,AU,0,2026-09-15,15.5,978643325179195995,https://www.airbnb.com/rooms/978643325179195995,514615789,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,4,3.0,professional,6,t,,PID-STRA-56205,2.0,27,162,Entire home/apt | 2 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$400.00
sydney,Australia,AU,0,2026-09-15,15.5,1000462930395124197,https://www.airbnb.com/rooms/1000462930395124197,38742890,,unknown,0,Private room,Private room in home,,unknown,1,1.0,professional,7,t,,PID-STRA-57537,1.0,23,138,Private room | unknown | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$121.00
sydney,Australia,AU,0,2026-09-15,15.5,1012123531983352369,https://www.airbnb.com/rooms/1012123531983352369,543804832,,unknown,0,Entire home/apt,Entire rental unit,3.0,3+,6,3.0,individual,1,t,,PID-STRA-58375,1.0,6,36,Entire home/apt | 3+ | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$472.50
sydney,Australia,AU,0,2026-09-15,15.5,1014000569229493926,https://www.airbnb.com/rooms/1014000569229493926,510253670,"Sydney, Australia",non_eea,0,Private room,Private room in home,,unknown,2,1.0,small_multi,2,f,,PID-STRA-51239,1.0,3,18,Private room | unknown | small_multi,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$131.00
sydney,Australia,AU,0,2026-09-15,15.5,1014771059410488323,https://www.airbnb.com/rooms/1014771059410488323,84005111,"New South Wales, Australia",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,small_multi,2,t,,PID-STRA-58566,3.0,47,255,Entire home/apt | 0-1 | small_multi,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$260.67
sydney,Australia,AU,0,2026-09-15,15.5,1016913616334993564,https://www.airbnb.com/rooms/1016913616334993564,462606128,"Sydney, Australia",non_eea,0,Entire home/apt,Entire home,3.0,3+,8,4.0,individual,1,t,,Exempt,2.0,12,72,Entire home/apt | 3+ | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$231.50
sydney,Australia,AU,0,2026-09-15,15.5,1021231035912270415,https://www.airbnb.com/rooms/1021231035912270415,545799638,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,2,,individual,1,t,,Exempt,2.0,9,54,Entire home/apt | 0-1 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$508.00
sydney,Australia,AU,0,2026-09-15,15.5,1032930061439202902,https://www.airbnb.com/rooms/1032930061439202902,39118742,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,3.0,3+,6,3.0,professional,10,t,,PID-STRA-64713,1.0,13,78,Entire home/apt | 3+ | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$862.50
sydney,Australia,AU,0,2026-09-15,15.5,1039504353924760173,https://www.airbnb.com/rooms/1039504353924760173,9928246,"Cronulla, Australia",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,individual,1,t,,PID-STRA-60916,2.0,13,78,Entire home/apt | 0-1 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$274.00
sydney,Australia,AU,0,2026-09-15,15.5,1049625966335014777,https://www.airbnb.com/rooms/1049625966335014777,108083073,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,4,2.0,professional,65,f,,PID-STRA-64345,2.0,20,120,Entire home/apt | 2 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$367.20
sydney,Australia,AU,0,2026-09-15,15.5,1051773078404762344,https://www.airbnb.com/rooms/1051773078404762344,56540733,"New South Wales, Australia",non_eea,0,Entire home/apt,Entire townhouse,2.0,2,4,2.0,individual,1,t,,PID-STRA-65183,1.0,17,102,Entire home/apt | 2 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$449.33
sydney,Australia,AU,0,2026-09-15,15.5,1058156807396010711,https://www.airbnb.com/rooms/1058156807396010711,8017063,"Holgate, Australia",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,4,4.0,individual,1,f,,PID-STRA-62155,2.0,5,30,Entire home/apt | 2 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$742.00
sydney,Australia,AU,0,2026-09-15,15.5,1075757773315920035,https://www.airbnb.com/rooms/1075757773315920035,25522498,"Coogee, Australia",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,individual,1,t,,PID-STRA-62930,2.0,22,132,Entire home/apt | 0-1 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$291.33
sydney,Australia,AU,0,2026-09-15,15.5,1082116631143053055,https://www.airbnb.com/rooms/1082116631143053055,133826734,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,3.0,3+,6,4.0,professional,8,f,,Exempt,2.0,0,0,Entire home/apt | 3+ | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$887.50
sydney,Australia,AU,0,2026-09-15,15.5,1088702822121972255,https://www.airbnb.com/rooms/1088702822121972255,27237833,"Cataract, Australia",non_eea,0,Entire home/apt,Entire home,2.0,2,4,2.0,individual,1,t,,PID-STRA-63490,1.0,13,78,Entire home/apt | 2 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$232.00
sydney,Australia,AU,0,2026-09-15,15.5,1091655496703258530,https://www.airbnb.com/rooms/1091655496703258530,5509052,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,4,2.0,individual,1,f,,PID-STRA-67489,3.0,9,54,Entire home/apt | 2 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$539.67
sydney,Australia,AU,0,2026-09-15,15.5,1094320847498491997,https://www.airbnb.com/rooms/1094320847498491997,64485938,"New South Wales, Australia",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,individual,1,f,,PID-STRA-77465,3.0,21,126,Entire home/apt | 0-1 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$269.33
sydney,Australia,AU,0,2026-09-15,15.5,1157290642215591940,https://www.airbnb.com/rooms/1157290642215591940,10719679,,unknown,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,professional,15,f,,Exempt,3.0,4,24,Entire home/apt | 0-1 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$210.00
sydney,Australia,AU,0,2026-09-15,15.5,1162041798335828694,https://www.airbnb.com/rooms/1162041798335828694,137278159,,unknown,0,Entire home/apt,Entire rental unit,2.0,2,4,3.0,professional,35,f,,PID-STRA-66658,2.0,21,126,Entire home/apt | 2 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$358.00
sydney,Australia,AU,0,2026-09-15,15.5,1168432522288951613,https://www.airbnb.com/rooms/1168432522288951613,42971412,"Sydney, Australia",non_eea,0,Entire home/apt,Entire guesthouse,1.0,0-1,2,1.0,individual,1,t,,PID-STRA-66878,2.0,18,108,Entire home/apt | 0-1 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$250.50
sydney,Australia,AU,0,2026-09-15,15.5,1175770198030378782,https://www.airbnb.com/rooms/1175770198030378782,18853199,"Newport, Australia",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,4,2.0,individual,1,t,,PID-STRA-67224,1.0,49,255,Entire home/apt | 2 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$435.00
sydney,Australia,AU,0,2026-09-15,15.5,1176540684409939782,https://www.airbnb.com/rooms/1176540684409939782,453943078,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,3.0,3+,8,4.0,individual,1,f,,PID-STRA-81457,1.0,48,255,Entire home/apt | 3+ | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$456.00
sydney,Australia,AU,0,2026-09-15,15.5,1177860558899802753,https://www.airbnb.com/rooms/1177860558899802753,433064631,,unknown,0,Private room,Room in hotel,2.0,2,5,4.0,professional,6,t,,PID-STRA-36845,1.0,8,48,Private room | 2 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$419.00
sydney,Australia,AU,0,2026-09-15,15.5,1186751713804146681,https://www.airbnb.com/rooms/1186751713804146681,178780659,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,3,2.0,professional,9,f,,Exempt,1.0,35,210,Entire home/apt | 2 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$379.40
sydney,Australia,AU,0,2026-09-15,15.5,1191423874083577484,https://www.airbnb.com/rooms/1191423874083577484,39409732,"Coogee, Australia",non_eea,0,Private room,Private room in home,,unknown,1,1.0,professional,25,f,,PID-STRA-67037,3.0,8,48,Private room | unknown | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$103.00
sydney,Australia,AU,0,2026-09-15,15.5,1194540452031924350,https://www.airbnb.com/rooms/1194540452031924350,427016798,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,4,3.0,professional,14,t,,PID-STRA-68029,2.0,10,60,Entire home/apt | 2 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$455.73
sydney,Australia,AU,0,2026-09-15,15.5,1196226476213427938,https://www.airbnb.com/rooms/1196226476213427938,335475742,"North Narrabeen, Australia",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,small_multi,2,t,,PID-STRA-55630,1.0,51,255,Entire home/apt | 0-1 | small_multi,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$200.00
sydney,Australia,AU,0,2026-09-15,15.5,1211139540439480552,https://www.airbnb.com/rooms/1211139540439480552,3046924,"Sydney, Australia",non_eea,0,Entire home/apt,Entire home,4.0,3+,7,5.0,professional,106,t,,PID-STRA-62192,1.0,0,0,Entire home/apt | 3+ | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,"$2,426.29"
sydney,Australia,AU,0,2026-09-15,15.5,1222396721367846580,https://www.airbnb.com/rooms/1222396721367846580,109696396,"Neutral Bay, Australia",non_eea,0,Entire home/apt,Entire serviced apartment,2.0,2,6,3.0,professional,74,t,,Exempt,1.0,36,216,Entire home/apt | 2 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$340.00
sydney,Australia,AU,0,2026-09-15,15.5,1228671456490566950,https://www.airbnb.com/rooms/1228671456490566950,343442154,"Melbourne, Australia",non_eea,0,Entire home/apt,Entire rental unit,,unknown,6,3.0,professional,35,f,,PID-STRA-68935,1.0,4,24,Entire home/apt | unknown | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$313.23
sydney,Australia,AU,0,2026-09-15,15.5,1228724599616212093,https://www.airbnb.com/rooms/1228724599616212093,597614272,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,individual,1,f,,PID-STRA-70719,1.0,4,24,Entire home/apt | 0-1 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$191.00
sydney,Australia,AU,0,2026-09-15,15.5,1229377845143184198,https://www.airbnb.com/rooms/1229377845143184198,542003732,,unknown,0,Private room,Private room in home,,unknown,1,1.0,professional,19,t,,PID-STRA-66934,1.0,7,42,Private room | unknown | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$103.00
sydney,Australia,AU,0,2026-09-15,15.5,1238013479871063569,https://www.airbnb.com/rooms/1238013479871063569,593229876,,unknown,0,Entire home/apt,Entire cabin,2.0,2,5,3.0,professional,6,f,,Exempt,1.0,0,0,Entire home/apt | 2 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$255.00
sydney,Australia,AU,0,2026-09-15,15.5,1239374372216156301,https://www.airbnb.com/rooms/1239374372216156301,283498077,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,professional,29,f,,PID-STRA-69699,2.0,22,132,Entire home/apt | 0-1 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$290.70
sydney,Australia,AU,0,2026-09-15,15.5,1259246400767610611,https://www.airbnb.com/rooms/1259246400767610611,3932725,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,3.0,3+,5,1.0,individual,1,f,,PID-STRA-70920,3.0,2,12,Entire home/apt | 3+ | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$519.25
sydney,Australia,AU,0,2026-09-15,15.5,1277072899991269555,https://www.airbnb.com/rooms/1277072899991269555,108083073,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,2,1.0,professional,65,f,,PID-STRA-71988,2.0,18,108,Entire home/apt | 0-1 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$262.00
sydney,Australia,AU,0,2026-09-15,15.5,1279376203648120987,https://www.airbnb.com/rooms/1279376203648120987,3046924,"Sydney, Australia",non_eea,0,Entire home/apt,Entire home,4.0,3+,8,4.0,professional,106,t,,PID-STRA-72254,1.0,0,0,Entire home/apt | 3+ | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,"$4,199.14"
sydney,Australia,AU,0,2026-09-15,15.5,1301981414103958281,https://www.airbnb.com/rooms/1301981414103958281,234236412,,unknown,0,Entire home/apt,Entire rental unit,1.0,0-1,4,2.0,professional,46,f,,Exempt,1.0,13,78,Entire home/apt | 0-1 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$441.00
sydney,Australia,AU,0,2026-09-15,15.5,1308265452221998613,https://www.airbnb.com/rooms/1308265452221998613,288743418,,unknown,0,Private room,Private room in home,,unknown,2,1.0,professional,226,f,,PID-STRA-74406,1.0,7,42,Private room | unknown | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$133.68
sydney,Australia,AU,0,2026-09-15,15.5,1315658702540185807,https://www.airbnb.com/rooms/1315658702540185807,651022095,,unknown,0,Entire home/apt,Entire condo,1.0,0-1,4,2.0,professional,9,t,,PID-STRA-84640,1.0,33,198,Entire home/apt | 0-1 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$348.00
sydney,Australia,AU,0,2026-09-15,15.5,1330092820439625224,https://www.airbnb.com/rooms/1330092820439625224,527385871,,unknown,0,Entire home/apt,Entire rental unit,2.0,2,6,3.0,professional,10,t,,PID-STRA-75378,1.0,32,192,Entire home/apt | 2 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$477.00
sydney,Australia,AU,0,2026-09-15,15.5,1334819718964576793,https://www.airbnb.com/rooms/1334819718964576793,3882146,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,2.0,2,7,4.0,professional,25,f,,PID-STRA-76233,1.0,50,255,Entire home/apt | 2 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$725.00
sydney,Australia,AU,0,2026-09-15,15.5,1343754590470175061,https://www.airbnb.com/rooms/1343754590470175061,667416873,,unknown,0,Entire home/apt,Entire guesthouse,1.0,0-1,5,4.0,individual,1,t,,PID-STRA-76462,1.0,37,222,Entire home/apt | 0-1 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$207.00
sydney,Australia,AU,0,2026-09-15,15.5,1344711034481148731,https://www.airbnb.com/rooms/1344711034481148731,434937913,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,3.0,3+,5,3.0,professional,5,f,,PID-STRA-76661,1.0,61,255,Entire home/apt | 3+ | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$399.07
sydney,Australia,AU,0,2026-09-15,15.5,1348015780642618422,https://www.airbnb.com/rooms/1348015780642618422,125590978,,unknown,0,Private room,Room in aparthotel,1.0,0-1,3,1.0,professional,14,t,,Exempt,1.0,5,30,Private room | 0-1 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$199.00
sydney,Australia,AU,0,2026-09-15,15.5,1348394160643024641,https://www.airbnb.com/rooms/1348394160643024641,427016798,"Sydney, Australia",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,4,2.0,professional,14,t,,PID-STRA-76771,2.0,27,162,Entire home/apt | 0-1 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$491.00
sydney,Australia,AU,0,2026-09-15,15.5,1349176833437789900,https://www.airbnb.com/rooms/1349176833437789900,542010144,,unknown,0,Entire home/apt,Entire home,2.0,2,3,2.0,individual,1,t,,PID-STRA-76914,2.0,24,144,Entire home/apt | 2 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$243.50
sydney,Australia,AU,0,2026-09-15,15.5,1351726164002854797,https://www.airbnb.com/rooms/1351726164002854797,330005531,"New South Wales, Australia",non_eea,0,Entire home/apt,Entire rental unit,1.0,0-1,2,2.0,individual,1,t,,PID-STRA-77373,2.0,24,144,Entire home/apt | 0-1 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,
sydney,Australia,AU,0,2026-09-15,15.5,1353911948905592107,https://www.airbnb.com/rooms/1353911948905592107,678163189,"Sydney, Australia",non_eea,0,Entire home/apt,Entire condo,2.0,2,5,3.0,individual,1,t,,PID-STRA-77236,1.0,88,255,Entire home/apt | 2 | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$470.00
sydney,Australia,AU,0,2026-09-15,15.5,1376483498007299437,https://www.airbnb.com/rooms/1376483498007299437,213683787,Australia,non_eea,0,Entire home/apt,Entire rental unit,2.0,2,4,2.0,professional,7,t,,Exempt,1.0,9,54,Entire home/apt | 2 | professional,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$502.12
sydney,Australia,AU,0,2026-09-15,15.5,1377809794771173491,https://www.airbnb.com/rooms/1377809794771173491,49892766,"New South Wales, Australia",non_eea,0,Private room,Private room in home,,unknown,2,1.0,individual,1,t,,PID-STRA-78053,2.0,13,78,Private room | unknown | individual,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$88.00
sydney,Australia,AU,0,2026-09-15,15.5,1379480743333418118,https://www.airbnb.com/rooms/1379480743333418118,306101309,"Sydney, Australia",non_eea,0,Private room,Private room in home,2.0,2,5,2.0,small_multi,3,t,,PID-STRA-82211,1.0,38,228,Private room | 2 | small_multi,W1,2026-11-13,2026-11-16,3,2,2026-08-15,$160.00
