price,cdf_dec15_rn,cdf_dec15_rw,cdf_feb12_interp,cdf_feb12_rn,cdf_feb12_rw
150.75,0.28628206445295695,0.2755035604751087,0.338396,0.347005,0.33065
151.0,0.28872938535295367,0.2778974012095478,0.340676,0.349157,0.332845
151.25,0.2911849482833192,0.2802990351226018,0.34293,0.351349,0.335074
151.5,0.29364884617313486,0.28270852402584973,0.345212,0.353596,0.337249
151.75,0.2961211785831121,0.2851259361968713,0.347445,0.355833,0.339467
152.0,0.298602051655596,0.28755134639832824,0.349716,0.358063,0.341666
152.25,0.3010915780474524,0.28998483588305457,0.351914,0.360273,0.343899
152.5,0.30358987684533395,0.2924264923845868,0.354041,0.362442,0.346113
152.75,0.3060970734628836,0.2948764100925825,0.356361,0.364593,0.348218
153.0,0.30861329951947547,0.29733468961258785,0.3585,0.366905,0.350363
153.25,0.3111386927001193,0.2998014379096626,0.360806,0.369055,0.352551
153.5,0.3136733965962051,0.30227676823538424,0.36311,0.371221,0.35481
153.75,0.3162175605268306,0.3047608000377891,0.365304,0.373529,0.357004
154.0,0.3187713393404543,0.30725365885383765,0.367679,0.375726,0.359185
154.25,0.32133489319674646,0.3097554761840507,0.369875,0.377978,0.361344
154.5,0.3239083873284791,0.31226638934897,0.37216,0.380267,0.363469
154.75,0.32649199178341476,0.3147865413271855,0.374331,0.38249,0.365637
155.0,0.3290858811461984,0.31731608057464744,0.376509,0.38468,0.367847
155.25,0.3316902342402872,0.31985516082512705,0.3788,0.386906,0.369988
155.5,0.33430523381007,0.3224039408716268,0.381158,0.389148,0.372205
155.75,0.33693106618333396,0.32496258432870706,0.383436,0.39146,0.374439
156.0,0.33956792091434657,0.3275312593756501,0.385732,0.393634,0.376673
156.25,0.3422159904078603,0.33011013848051035,0.387901,0.395846,0.378891
156.5,0.34487546952442555,0.3326993981051281,0.390137,0.39814,0.381109
156.75,0.3475465551674678,0.3352992183912272,0.39229,0.400362,0.383321
157.0,0.3502294458526229,0.33790978282782896,0.394561,0.402588,0.385483
157.25,0.3529243412599562,0.3405312779002073,0.396786,0.404759,0.387688
157.5,0.3556314417696686,0.3431638927207481,0.399053,0.406953,0.389903
157.75,0.358350947982058,0.34580781864205856,0.401316,0.409149,0.392175
158.0,0.361083060222472,0.34846324885282176,0.403602,0.411353,0.394345
158.25,0.3638279780321438,0.3511303779568684,0.40587,0.413559,0.396486
158.5,0.3665858996457864,0.3538094015360727,0.408186,0.41578,0.39878
158.75,0.36935702145695376,0.3565005156977037,0.410462,0.417947,0.400931
159.0,0.3721415374721617,0.35920391660693335,0.412741,0.42025,0.403158
159.25,0.3749396387548983,0.3619198000052697,0.415007,0.422415,0.405278
159.5,0.37775151286064446,0.36464836071574147,0.417338,0.424706,0.407488
159.75,0.38057734326410186,0.3673897921357112,0.419645,0.426931,0.409631
160.0,0.3834173087798878,0.37014428571827124,0.421846,0.429297,0.411814
160.25,0.3862715829779726,0.3729120304432073,0.424175,0.431617,0.413976
160.5,0.38914033359520506,0.3756932122785904,0.426373,0.433826,0.416193
160.75,0.392023721944289,0.3784880136340892,0.428613,0.436021,0.418333
161.0,0.39492190232161833,0.38129661280716326,0.430793,0.438267,0.420588
161.25,0.39783502141541977,0.38411918342332163,0.433083,0.44051,0.422747
161.5,0.40076321771564255,0.3869558938716834,0.435315,0.442792,0.424978
161.75,0.40370662092709747,0.389806906737133,0.437583,0.445022,0.427241
162.0,0.40666535138733795,0.3926723782303616,0.439776,0.447215,0.429571
162.25,0.4096395194908105,0.39555245761713764,0.441987,0.449473,0.431836
162.5,0.412629225120758,0.39844728664819984,0.444192,0.451745,0.434033
162.75,0.41563455709045677,0.4013569989911311,0.446488,0.454084,0.43619
163.0,0.41865559259524127,0.40428171966566623,0.448699,0.456357,0.438418
163.25,0.42169239667689196,0.40722156448381686,0.450893,0.458585,0.440632
163.5,0.42474502170183603,0.4101766394963008,0.45313,0.460864,0.442882
163.75,0.427813506854669,0.4131470404466735,0.455345,0.463067,0.445079
164.0,0.43089787764845916,0.4161328522346469,0.4576,0.465369,0.447253
164.25,0.4339981454532372,0.41913414839000795,0.459775,0.467659,0.449478
164.5,0.43711430704411214,0.4221509905585923,0.461986,0.469838,0.451728
164.75,0.4402463441703349,0.4251834280017188,0.4642,0.472046,0.454044
165.0,0.44339422314664423,0.42823149711050795,0.466394,0.474347,0.45628
165.25,0.4465578944681699,0.4312952209364412,0.468659,0.47668,0.458485
165.5,0.44973729245009364,0.43437460873953887,0.470966,0.478907,0.460738
165.75,0.4529323348932606,0.43746965555545697,0.473208,0.481166,0.462909
166.0,0.4561429227768042,0.44058034178281746,0.475438,0.483494,0.465173
166.25,0.459368939978847,0.44370663279199,0.477617,0.485772,0.467458
166.5,0.46261025302625836,0.4468484785565366,0.47992,0.487965,0.469634
166.75,0.4658667108743244,0.4500058133084792,0.482203,0.490253,0.47176
167.0,0.46913814471719484,0.4531785552184787,0.484532,0.492493,0.47404
167.25,0.4724243678298352,0.456366606101958,0.486811,0.494746,0.476349
167.5,0.4757251754421423,0.459569851152171,0.489107,0.497003,0.478552
167.75,0.4790403446458185,0.4627881587011096,0.491402,0.499285,0.480799
168.0,0.4823696343344783,0.4660213800091131,0.493578,0.501549,0.483059
168.25,0.4857127851774294,0.46926934908395,0.495859,0.503778,0.485319
168.5,0.4890695196274095,0.4725318825300677,0.498109,0.506007,0.487497
168.75,0.49243954196253925,0.47580877942865074,0.500344,0.508361,0.489765
169.0,0.4958225383626053,0.479099821249029,0.502559,0.510662,0.491966
169.25,0.49921817701974575,0.4824047717918976,0.504785,0.512859,0.494217
169.5,0.5026261082834674,0.4857233771647384,0.507004,0.515131,0.496426
169.75,0.506045964839877,0.489055365789762,0.509281,0.5174,0.498704
170.0,0.5094773619248831,0.4924004484445439,0.511509,0.519713,0.500904
170.25,0.512919897571068,0.49575831833554035,0.513766,0.521979,0.503132
170.5,0.5163731528878026,0.4991286512044753,0.516024,0.524286,0.505305
170.75,0.5198366923741202,0.5025111054675939,0.51832,0.526542,0.507654
171.0,0.523310064263756,0.5059053223876461,0.520619,0.528791,0.509897
171.25,0.526792800901684,0.5093109262783696,0.522849,0.531061,0.512107
171.5,0.5302844191514221,0.5127275247411899,0.525048,0.533311,0.514341
171.75,0.5337844208322312,0.5161547089337399,0.527286,0.535565,0.516594
172.0,0.537292293185342,0.5195920538697454,0.529484,0.537857,0.518847
172.25,0.5408075093682095,0.5230391187497105,0.531682,0.540131,0.521108
172.5,0.5443295289757222,0.5264954473217801,0.533904,0.542388,0.523348
172.75,0.5478577985872826,0.5299605682720796,0.536064,0.544678,0.525607
173.0,0.5513917523385501,0.5334339956437257,0.538375,0.547013,0.527807
173.25,0.5549308125165915,0.5369152292836745,0.540612,0.549304,0.530051
173.5,0.5584743901771715,0.540403755316468,0.542802,0.55158,0.532321
173.75,0.5620218857827847,0.5438990466438869,0.545079,0.553806,0.534544
174.0,0.5655726898600776,0.5474005634694531,0.547326,0.556091,0.53681
174.25,0.5691261836751691,0.5509077538466599,0.549548,0.558457,0.538987
174.5,0.5726817399254309,0.5544200542497398,0.551862,0.560733,0.54125
174.75,0.5762387234461818,0.5579368901657894,0.554128,0.563001,0.54354
175.0,0.5797964919307627,0.5614576767069029,0.556354,0.565231,0.545824
175.25,0.58335439666242,0.5649818192410504,0.558561,0.567508,0.548097
175.5,0.5869117832564341,0.5685087140402938,0.560823,0.569756,0.550318
175.75,0.5904679924108328,0.5720377489449777,0.56309,0.572089,0.552603
176.0,0.5940223606641543,0.5755683040424151,0.565376,0.574379,0.554774
176.25,0.5975742211585771,0.5790997523586571,0.567593,0.576636,0.557095
176.5,0.6011229044068289,0.582631460561816,0.569746,0.578958,0.559356
176.75,0.6046677390612814,0.586162789675457,0.572082,0.581214,0.561623
177.0,0.6082080526835716,0.5896930958005571,0.574384,0.583458,0.563845
177.25,0.611743172513235,0.5932217308444565,0.576629,0.585657,0.566027
177.5,0.6152724262337037,0.596748043255317,0.578847,0.587901,0.568307
177.75,0.6187951427341775,0.6002713787605254,0.581144,0.590131,0.570573
178.0,0.622310652865829,0.6037910811074988,0.583263,0.592344,0.572852
178.25,0.6258182901908251,0.6073064928054033,0.585575,0.594636,0.575136
178.5,0.6293173917227565,0.6108169558662442,0.587763,0.596897,0.577365
178.75,0.6328072986570141,0.6143218125438392,0.590058,0.599134,0.579613
179.0,0.6362873570897546,0.617820406069199,0.592242,0.601357,0.581861
179.25,0.6397569187241184,0.6213120813808632,0.594472,0.603624,0.584073
179.5,0.643215341562425,0.6247961858487759,0.596613,0.605874,0.586265
179.75,0.6466619905830888,0.6282720699902836,0.598906,0.608252,0.588444
180.0,0.6500962384010983,0.6317390881769328,0.601044,0.610502,0.590639
180.25,0.6535174659109318,0.6351965993307008,0.603234,0.612695,0.59285
180.5,0.6569250629108274,0.6386439676084528,0.605461,0.614927,0.595139
180.75,0.6603184287074157,0.6420805630732972,0.607667,0.617158,0.597356
181.0,0.6636969726997812,0.645505762351739,0.609906,0.619464,0.599538
181.25,0.667060114942033,0.6489189492754549,0.612154,0.6217,0.601765
181.5,0.6704072866836307,0.652319515506587,0.614467,0.623939,0.603983
181.75,0.6737379308866516,0.6557068611455757,0.616657,0.626142,0.606244
182.0,0.6770515027193628,0.6590803953205071,0.618949,0.628452,0.608542
182.25,0.6803474700254653,0.66243953675709,0.621233,0.630712,0.610785
182.5,0.6836253137684616,0.6657837143283912,0.623474,0.632896,0.612934
182.75,0.686884528450674,0.6691123675835379,0.625726,0.635113,0.615139
183.0,0.6901246225064902,0.6724249472546528,0.627972,0.637347,0.617346
183.25,0.6933451186695099,0.6757209157413395,0.630277,0.639473,0.619633
183.5,0.6965455543133074,0.6789997475721282,0.632564,0.64171,0.621858
183.75,0.6997254817655737,0.6822609298423236,0.634877,0.643889,0.624044
184.0,0.7028844685955598,0.6855039626277686,0.637308,0.645994,0.626235
184.25,0.7060220978746521,0.688728359374132,0.639606,0.648256,0.628519
184.5,0.7091379684101549,0.6919336472613288,0.641949,0.650425,0.630749
184.75,0.7122316949522415,0.6951193675428217,0.644314,0.652673,0.632908
185.0,0.7153029083742395,0.6982850758595552,0.64666,0.654835,0.635103
185.25,0.7183512558264027,0.7014303425283558,0.648993,0.657056,0.637305
185.5,0.7213764008633432,0.7045547528047126,0.651391,0.659236,0.639404
185.75,0.7243780235454923,0.7076579071198745,0.653755,0.661459,0.641617
186.0,0.7273558205148186,0.7107394212923002,0.656099,0.663688,0.643758
186.25,0.7303095050452559,0.7137989267135185,0.65843,0.665927,0.645846
186.5,0.7332388070682492,0.7168360705085401,0.660837,0.668161,0.648075
186.75,0.7361434731738666,0.7198505156709927,0.663227,0.67032,0.650209
187.0,0.7390232665880462,0.7228419411732325,0.665703,0.672451,0.652404
187.25,0.7418779671264836,0.7258100420517195,0.668113,0.674669,0.654592
187.5,0.744707371125813,0.7287545294679655,0.670546,0.676811,0.656774
187.75,0.7475112913526635,0.7316751307454803,0.673064,0.678994,0.658943
188.0,0.7502895568912984,0.7345715893831178,0.675481,0.681198,0.661143
188.25,0.7530420130105278,0.7374436650453005,0.677927,0.683422,0.663325
188.5,0.7557685210106027,0.7402911335296225,0.680416,0.685559,0.66553
188.75,0.758468958050863,0.7431137867124185,0.682866,0.687759,0.66772
189.0,0.761143216958917,0.7459114324728142,0.685311,0.689846,0.66987
189.25,0.7637912060221285,0.7486838945959622,0.687884,0.692007,0.672016
189.5,0.766412848762245,0.7514310126560235,0.690388,0.694152,0.674172
189.75,0.7690080836939917,0.7541526418796375,0.692914,0.696239,0.676292
190.0,0.7715768640684492,0.7568486529905549,0.695479,0.698344,0.678455
190.25,0.77411915760211,0.7595189320361383,0.698018,0.700474,0.680648
190.5,0.7766349461924257,0.7621633801965297,0.700705,0.702614,0.682797
190.75,0.7791242256207369,0.7647819135771802,0.703229,0.704691,0.684958
191.0,0.7815870052434468,0.7673744629855728,0.705698,0.706721,0.687109
191.25,0.7840233076722886,0.7699409736929079,0.708351,0.70886,0.68921
191.5,0.7864331684445778,0.7724814051815567,0.71099,0.71088,0.691316
191.75,0.7888166356842846,0.7749957308790881,0.713554,0.712931,0.693449
192.0,0.7911737697547957,0.7774839378796954,0.716124,0.71492,0.69548
192.25,0.7935046429042049,0.7799460266538342,0.718721,0.717018,0.697588
192.5,0.7958093389039747,0.7823820107469112,0.721236,0.719047,0.69966
192.75,0.7980879526817888,0.784791916467813,0.723755,0.721102,0.701802
193.0,0.8003405899494069,0.7871757825681316,0.726338,0.723084,0.703916
193.25,0.8025673668263258,0.7895336599128798,0.728931,0.725158,0.705921
193.5,0.8047684094600127,0.7918656111435078,0.731543,0.727206,0.707964
193.75,0.8069438536434939,0.7941717103340231,0.734037,0.729227,0.709977
194.0,0.8090938444310207,0.7964520426410249,0.736588,0.731199,0.71205
194.25,0.8112185357525535,0.7987067039483781,0.739044,0.733192,0.714034
194.5,0.8133180900277572,0.800935800507371,0.741545,0.735213,0.716072
194.75,0.8153926777801815,0.8031394485730377,0.743995,0.737168,0.718071
195.0,0.8174424772523099,0.8053177740374221,0.746416,0.739162,0.720084
195.25,0.8194676740220667,0.8074709120604945,0.748918,0.741056,0.722038
195.5,0.8214684606214344,0.809599006699417,0.751359,0.743013,0.724085
195.75,0.8234450361577335,0.8117022105368419,0.753802,0.744943,0.726157
196.0,0.8253976059381319,0.8137806843089079,0.756283,0.7469,0.728141
196.25,0.8273263810979289,0.8158345965335665,0.758748,0.748906,0.730087
196.5,0.8292315782330837,0.8178641231398682,0.761175,0.750802,0.732004
196.75,0.831113419037502,0.8198694470987921,0.763444,0.752689,0.73406
197.0,0.8329721299455166,0.8218507580562027,0.765815,0.75466,0.736012
197.25,0.8348079417799777,0.8238082519684691,0.768156,0.756555,0.737944
197.5,0.8366210894063649,0.8257421307412877,0.770488,0.758434,0.73989
197.75,0.8384118113932856,0.8276526018721865,0.772781,0.760277,0.741777
198.0,0.8401803496796948,0.8295398780972036,0.77502,0.76213,0.743723
198.25,0.8419269492491708,0.8314041770421778,0.777258,0.763943,0.745596
198.5,0.8436518578115156,0.8332457208790875,0.779441,0.765776,0.747603
198.75,0.8453553254919698,0.8350647359878147,0.781617,0.767595,0.749493
199.0,0.8470376045282588,0.8368614526237261,0.783732,0.769391,0.751371
199.25,0.8486989489756981,0.8386361045914192,0.78595,0.771135,0.753264
199.5,0.850339614420542,0.8403889289249356,0.788067,0.772896,0.755222
199.75,0.8519598577017469,0.8421201655747691,0.790171,0.774706,0.757054
200.0,0.8535599366412872,0.8438300571019066,0.792315,0.776454,0.758911
200.25,0.8551401097831418,0.8455188483791877,0.7943,0.778252,0.760746
200.5,0.8567006361410529,0.8471867863001776,0.796375,0.779947,0.762563
200.75,0.8582417749551382,0.8488341194957647,0.798367,0.781733,0.764342
201.0,0.859763785457399,0.8504610980586736,0.800344,0.783509,0.766178
201.25,0.8612669266461682,0.8520679732760231,0.802331,0.785205,0.767926
201.5,0.8627514570695181,0.8536549973700853,0.804321,0.786932,0.769712
201.75,0.864217634617614,0.8552224232473515,0.806154,0.788607,0.771438
202.0,0.8656657163240119,0.8567705042559818,0.808016,0.790274,0.773203
202.25,0.8670959581758404,0.8582994939517407,0.809891,0.791983,0.774986
202.5,0.8685086149328387,0.8598096458724338,0.811843,0.793648,0.776718
202.75,0.8699039399551638,0.8613012133209079,0.813645,0.795206,0.778471
203.0,0.8712821850398986,0.8627744491566107,0.815452,0.796836,0.780153
203.25,0.8726436002661562,0.8642296055957228,0.817271,0.798537,0.781915
203.5,0.8739884338486734,0.8656669340198269,0.818988,0.800239,0.783673
203.75,0.8753169319997821,0.8670866847930904,0.820802,0.801868,0.785349
204.0,0.8766293387996162,0.8684891070879077,0.822466,0.803494,0.787063
204.25,0.8779258960744165,0.8698744487189425,0.824103,0.805087,0.788701
204.5,0.8792068432827832,0.8712429559854832,0.825703,0.806613,0.790345
204.75,0.880472417409718,0.8725948735220254,0.827376,0.808189,0.792034
205.0,0.8817228528682857,0.873930444156986,0.828903,0.809778,0.793674
205.25,0.8829583814087179,0.875249908779421,0.830457,0.811361,0.795218
205.5,0.8841792320347828,0.8765535062136365,0.831976,0.812932,0.796829
205.75,0.8853856309272299,0.8778414731015478,0.833499,0.814507,0.798502
206.0,0.8865778013741212,0.8791140437926502,0.834932,0.816038,0.800201
206.25,0.8877559637078416,0.8803714502414519,0.836411,0.817563,0.8018
206.5,0.8889203352486094,0.8816139219121981,0.83786,0.819098,0.80342
206.75,0.8900711302542523,0.88284168569074,0.839298,0.820589,0.804986
207.0,0.8912085598760793,0.8840549658033562,0.840724,0.822079,0.8065
207.25,0.892332832120604,0.8852539837423657,0.842098,0.82354,0.808049
207.5,0.8934441518169376,0.8864389581983398,0.843485,0.824927,0.809623
207.75,0.8945427205896256,0.8876101049987339,0.844832,0.826346,0.8112
208.0,0.8956287368367264,0.8887676370527409,0.84614,0.827772,0.812724
208.25,0.8967023957129137,0.8899117643021773,0.847432,0.829202,0.814311
208.5,0.8977638891173945,0.8910426936782181,0.848786,0.830528,0.815822
208.75,0.8988134056864427,0.8921606290637518,0.849969,0.831923,0.817319
209.0,0.8998511307903245,0.8932657712611992,0.851267,0.833351,0.818845
209.25,0.9008772465344254,0.8943583179655533,0.852534,0.834774,0.820318
209.5,0.9018919317643637,0.8954384637424765,0.85376,0.83614,0.821818
209.75,0.9028953620748986,0.8965064000112302,0.854984,0.837476,0.82322
210.0,0.9038877098224235,0.8975623150322496,0.856157,0.838787,0.824631
210.25,0.9048691441408674,0.8986063938991607,0.857341,0.840083,0.825982
210.5,0.9058398309607866,0.899638818535043,0.858517,0.841388,0.827446
210.75,0.9067999330314871,0.9006597676927459,0.859706,0.842689,0.828824
211.0,0.9077496099459702,0.901669416959054,0.860865,0.84394,0.830185
211.25,0.9086890181685334,0.9026679387625272,0.862011,0.845284,0.831523
211.5,0.909618311064852,0.9036555023848044,0.863095,0.846582,0.832898
211.75,0.9105376389343556,0.9046322739752125,0.864227,0.84789,0.834328
212.0,0.911447149044752,0.9055984165684692,0.865341,0.849139,0.835703
212.25,0.9123469856685222,0.9065540901053196,0.866436,0.850391,0.837012
212.5,0.9132372901212296,0.9074994514559276,0.867483,0.851596,0.838329
212.75,0.9141182008014991,0.9084346544458406,0.868518,0.85285,0.839591
213.0,0.9149898532325116,0.9093598498843711,0.869605,0.85407,0.840903
213.25,0.9158523801048672,0.9102751855952227,0.870685,0.855225,0.842185
213.5,0.9167059113206925,0.9111808064492052,0.871688,0.856433,0.843449
213.75,0.9175505740388414,0.9120768543988849,0.872748,0.85759,0.844718
214.0,0.9183864927210762,0.912963468515009,0.873772,0.858759,0.846037
214.25,0.9192137891791016,0.9138407850245718,0.874844,0.859963,0.847324
214.5,0.9200325826223242,0.9147089373503697,0.875915,0.861119,0.848589
214.75,0.9208429897062439,0.9155680561519135,0.876885,0.862264,0.84982
215.0,0.9216451245813486,0.9164182693675648,0.877843,0.863425,0.851041
215.25,0.9224390989424277,0.9172597022577624,0.878787,0.864521,0.852247
215.5,0.9232250220781867,0.918092477449229,0.879754,0.865587,0.853464
215.75,0.9240030009210904,0.9189167149800248,0.880697,0.866646,0.85464
216.0,0.9247731400973324,0.9197325323453451,0.881632,0.867714,0.855791
216.25,0.9255355419768427,0.9205400445439492,0.882558,0.868801,0.856968
216.5,0.9262903067232758,0.9213393641251145,0.883486,0.869811,0.858127
216.75,0.9270375323438792,0.9221306012360199,0.884391,0.870939,0.859269
217.0,0.9277773147391828,0.9229138636694638,0.885281,0.871955,0.860452
217.25,0.9285097477524504,0.9236892569118209,0.886213,0.873036,0.861587
217.5,0.9292349232188156,0.9244568841911565,0.887114,0.874076,0.862716
217.75,0.9299529310140537,0.925216846525419,0.888047,0.875061,0.863863
218.0,0.9306638591029364,0.9259692427706273,0.888943,0.876062,0.864925
218.25,0.9313677935871105,0.9267141696689823,0.889791,0.877109,0.865995
218.5,0.9320648187524657,0.9274517218968388,0.890635,0.878083,0.867024
218.75,0.932755017115936,0.928181992112463,0.891487,0.87906,0.868096
219.0,0.9334384694717046,0.9289050710035267,0.892318,0.880034,0.86916
219.25,0.9341152549367743,0.9296210473342721,0.89319,0.88101,0.870188
219.5,0.9347854509958642,0.9303300079922965,0.894035,0.882012,0.87127
219.75,0.9354491335456113,0.9310320380349106,0.894905,0.882989,0.872279
220.0,0.936106376938045,0.931727220735024,0.895726,0.883931,0.873327
220.25,0.9367572540233097,0.9324156376265067,0.89652,0.884822,0.874385
220.5,0.937401836191621,0.9330973685490032,0.897298,0.885811,0.875317
220.75,0.9380401934144275,0.9337724916921464,0.898081,0.88678,0.876327
221.0,0.9386723942847667,0.9344410836391548,0.898877,0.887687,0.877355
221.25,0.9392985060568065,0.9351032194097673,0.899652,0.88859,0.878319
221.5,0.9399185946845476,0.9357589725025018,0.900427,0.889504,0.87927
221.75,0.9405327248596902,0.9364084149362049,0.901177,0.890386,0.880237
222.0,0.9411409600486522,0.9370516172908769,0.901962,0.89132,0.881205
222.25,0.9417433625287321,0.9376886487477468,0.902733,0.892217,0.882186
222.5,0.9423399934234169,0.938319577128587,0.903466,0.893033,0.883143
222.75,0.9429309127368306,0.9389444689342505,0.90422,0.893866,0.884057
223.0,0.9435161793873226,0.9395633893824182,0.90497,0.89476,0.884974
223.25,0.9440958512402012,0.9401764024445434,0.905728,0.895615,0.885946
223.5,0.9446699851396092,0.9407835708819969,0.906453,0.896421,0.886886
223.75,0.9452386369395509,0.9413849562813904,0.907168,0.897211,0.887786
224.0,0.945801861534073,0.9419806190890844,0.907915,0.898064,0.888665
224.25,0.9463597128866067,0.9425706186448791,0.908631,0.898906,0.889576
224.5,0.9469122440584781,0.9431550132148785,0.909316,0.899751,0.890451
224.75,0.9474595072365952,0.9437338600235361,0.910054,0.900574,0.891361
225.0,0.9480015537603244,0.9443072152848795,0.910741,0.901362,0.892258
225.25,0.9485384341475604,0.9448751342329202,0.911468,0.902103,0.89306
225.5,0.9490701981200073,0.9454376711512513,0.91217,0.902937,0.893886
225.75,0.9495968946276752,0.9459948794018366,0.912846,0.903676,0.89477
226.0,0.9501185718726155,0.9465468114530008,0.913514,0.90445,0.895612
226.25,0.9506352773318935,0.9470935189066296,0.914213,0.905172,0.896411
226.5,0.9511470577798267,0.9476350525245819,0.914887,0.905896,0.897193
226.75,0.9516539593094905,0.9481714622543292,0.915539,0.906657,0.89803
227.0,0.952156027353513,0.9487027972538306,0.916197,0.907397,0.898866
227.25,0.95265330670417,0.9492291059156526,0.916797,0.90808,0.899686
227.5,0.9531458415327976,0.9497504358903468,0.917455,0.908787,0.900504
227.75,0.9536336754085328,0.950266834109098,0.918115,0.909536,0.901291
228.0,0.9541168513164052,0.9507783468056508,0.918768,0.910272,0.902035
228.25,0.9545954116747858,0.9512850195375351,0.919427,0.910964,0.902852
228.5,0.9550693983522179,0.9517868972065954,0.920102,0.911638,0.903588
228.75,0.9555388526836374,0.9522840240788439,0.920718,0.912329,0.904361
229.0,0.9560038154860043,0.9527764438036487,0.921342,0.913022,0.905048
229.25,0.9564643270733575,0.9532641994322709,0.921983,0.913707,0.905756
229.5,0.9569204272713105,0.9537473334357665,0.922616,0.914381,0.906538
229.75,0.9573721554310013,0.9542258877222657,0.923223,0.915061,0.907272
230.0,0.9578195504425158,0.9546999036536474,0.923851,0.915769,0.907938
230.25,0.9582626507477945,0.9551694220616204,0.924478,0.916503,0.908651
230.5,0.9587014943530461,0.955634483263226,0.925109,0.917191,0.909373
230.75,0.9591361188406715,0.9560951270757815,0.925701,0.917851,0.910088
231.0,0.9595665613807253,0.9565513928312759,0.92634,0.918509,0.910782
231.25,0.9599928587419219,0.9570033193902286,0.926921,0.919141,0.911469
231.5,0.9604150473022001,0.9574509451550378,0.927502,0.919749,0.912132
231.75,0.9608331630588692,0.9578943080828184,0.928061,0.920323,0.912831
232.0,0.9612472416383389,0.9583334456977569,0.928636,0.920969,0.913505
232.25,0.9616573183054555,0.9587683951029893,0.929229,0.921583,0.914173
232.5,0.962063427972455,0.9591991929920212,0.929776,0.922214,0.914835
232.75,0.9624656052075465,0.9596258756597,0.930322,0.922877,0.915516
233.0,0.9628638842431388,0.9600484790127582,0.930906,0.923489,0.916274
233.25,0.963258298983724,0.9604670385799376,0.931457,0.924098,0.916965
233.5,0.9636488830134277,0.9608815895217084,0.931993,0.924698,0.917626
233.75,0.9640356696032443,0.9612921666396007,0.932585,0.925313,0.918269
234.0,0.9644186917179621,0.9616988043851541,0.933134,0.925889,0.918913
234.25,0.9647979820227939,0.9621015368685054,0.933611,0.926497,0.919504
234.5,0.9651735728897247,0.9625003978666236,0.93415,0.927075,0.920096
234.75,0.9655454964035843,0.9628954208312048,0.934648,0.927651,0.920664
235.0,0.9659137843678611,0.9632866388962396,0.935187,0.928247,0.921309
235.25,0.9662784683102605,0.9636740848852643,0.935707,0.928804,0.921937
235.5,0.9666395794880246,0.9640577913183097,0.936177,0.929349,0.92257
235.75,0.9669971488930201,0.9644377904185542,0.936714,0.92989,0.923203
236.0,0.967351207256603,0.9648141141186978,0.93724,0.930452,0.923785
236.25,0.9677017850542706,0.9651867940670639,0.937754,0.930983,0.92439
236.5,0.9680489125101128,0.9655558616334409,0.938276,0.931565,0.925012
236.75,0.9683926196010636,0.9659213479146725,0.938796,0.932107,0.92559
237.0,0.9687329360609712,0.9662832837400097,0.939287,0.932656,0.926151
237.25,0.9690698913844857,0.9666416996762306,0.939778,0.9332,0.926787
237.5,0.96940351483078,0.9669966260325387,0.94027,0.933721,0.927327
237.75,0.9697338354271048,0.9673480928652498,0.940772,0.934237,0.927906
238.0,0.970060881972191,0.9676961299822759,0.941236,0.934781,0.928497
238.25,0.9703846830395016,0.9680407669474136,0.94166,0.935299,0.929027
238.5,0.9707052669803442,0.9683820330844453,0.942135,0.935796,0.929549
238.75,0.9710226619268472,0.9687199574810633,0.942597,0.936303,0.930105
239.0,0.9713368957948094,0.9690545689926227,0.943062,0.936808,0.930635
239.25,0.9716479962864252,0.9693858962457315,0.943545,0.937344,0.931188
239.5,0.971955990892895,0.9697139676416829,0.943978,0.93783,0.931758
239.75,0.9722609068969257,0.9700388113597422,0.94442,0.938284,0.932281
240.0,0.9725627713751226,0.9703604553602888,0.944911,0.938764,0.932838
240.25,0.9728616112002869,0.9706789273878215,0.945347,0.939265,0.933357
240.5,0.9731574530436123,0.9709942549738395,0.945792,0.939757,0.933874
240.75,0.9734503233767964,0.9713064654395956,0.946256,0.940206,0.934393
241.0,0.9737402484740632,0.9716155858987324,0.946664,0.940672,0.934912
241.25,0.9740272544141078,0.9719216432598098,0.947098,0.941183,0.935437
241.5,0.9743113670819612,0.9722246642287228,0.947553,0.941624,0.935912
241.75,0.9745926121707847,0.9725246753110204,0.947995,0.942074,0.936409
242.0,0.9748710151835959,0.9728217028141264,0.948448,0.942552,0.936918
242.25,0.9751466014349254,0.9731157728494721,0.948874,0.943023,0.937444
242.5,0.9754193960524199,0.9734069113345374,0.949295,0.943462,0.93792
242.75,0.9756894239783789,0.973695143994814,0.949704,0.943919,0.938359
243.0,0.9759567099712424,0.9739804963656903,0.950108,0.944373,0.938847
243.25,0.9762212786070246,0.9742629937942575,0.950566,0.944801,0.939339
243.5,0.9764831542806989,0.9745426614410522,0.950993,0.945238,0.939827
243.75,0.9767423612075385,0.9748195242817281,0.951381,0.94573,0.940271
244.0,0.9769989234244114,0.9750936071086662,0.95176,0.946169,0.940727
244.25,0.9772528647910375,0.9753649345325277,0.952167,0.946592,0.941228
244.5,0.9775042089912052,0.9756335309837456,0.952545,0.947006,0.941668
244.75,0.9777529795339541,0.9758994207139702,0.952945,0.947456,0.942124
245.0,0.9779991997547236,0.9761626277974582,0.953339,0.947889,0.942582
