scale,nll,success,in_95_profile_set,window,guest_fee_share,driver_basis
1.625,19.86045073976615,True,False,W2,0.0,USD_inclusive_comparable_B4
1.6500000000000001,20.09141620554601,True,False,W2,0.0,USD_inclusive_comparable_B4
1.675,20.318426934859428,True,False,W2,0.0,USD_inclusive_comparable_B4
1.7000000000000002,20.54154901639769,True,False,W2,0.0,USD_inclusive_comparable_B4
1.725,20.7608538298023,True,False,W2,0.0,USD_inclusive_comparable_B4
1.75,20.976416700937882,True,False,W2,0.0,USD_inclusive_comparable_B4
1.7750000000000001,21.18831578081764,True,False,W2,0.0,USD_inclusive_comparable_B4
1.8,21.396631114995767,True,False,W2,0.0,USD_inclusive_comparable_B4
1.8250000000000002,21.601443873166655,True,False,W2,0.0,USD_inclusive_comparable_B4
1.85,21.802835713953726,True,False,W2,0.0,USD_inclusive_comparable_B4
1.875,22.00088826650782,True,False,W2,0.0,USD_inclusive_comparable_B4
1.9000000000000001,22.195682703808924,True,False,W2,0.0,USD_inclusive_comparable_B4
1.925,22.387299399399964,True,False,W2,0.0,USD_inclusive_comparable_B4
1.9500000000000002,22.575817652879994,True,False,W2,0.0,USD_inclusive_comparable_B4
1.975,22.761315469318856,True,False,W2,0.0,USD_inclusive_comparable_B4
2.0,22.94386938971209,True,False,W2,0.0,USD_inclusive_comparable_B4
2.025,23.123554358447674,True,False,W2,0.0,USD_inclusive_comparable_B4
2.0500000000000003,23.30044362602136,True,False,W2,0.0,USD_inclusive_comparable_B4
2.075,23.47460867741858,True,False,W2,0.0,USD_inclusive_comparable_B4
2.1,23.646119187803063,True,False,W2,0.0,USD_inclusive_comparable_B4
2.125,23.815042991138128,True,False,W2,0.0,USD_inclusive_comparable_B4
2.15,23.98144606941736,True,False,W2,0.0,USD_inclusive_comparable_B4
2.1750000000000003,24.14539255271811,True,False,W2,0.0,USD_inclusive_comparable_B4
2.2,24.306944730204652,True,False,W2,0.0,USD_inclusive_comparable_B4
2.225,24.466163069583352,True,False,W2,0.0,USD_inclusive_comparable_B4
2.25,24.62310624373715,True,False,W2,0.0,USD_inclusive_comparable_B4
2.275,24.77783116145563,True,False,W2,0.0,USD_inclusive_comparable_B4
2.3000000000000003,24.93039300527698,True,False,W2,0.0,USD_inclusive_comparable_B4
2.325,25.080896065793844,True,False,W2,0.0,USD_inclusive_comparable_B4
2.35,25.22946649869214,True,False,W2,0.0,USD_inclusive_comparable_B4
2.375,25.376144633601513,True,False,W2,0.0,USD_inclusive_comparable_B4
2.4000000000000004,25.520969065699685,True,False,W2,0.0,USD_inclusive_comparable_B4
2.4250000000000003,25.66397770890437,True,False,W2,0.0,USD_inclusive_comparable_B4
2.45,25.805207768942132,True,False,W2,0.0,USD_inclusive_comparable_B4
2.475,25.94469572316016,True,False,W2,0.0,USD_inclusive_comparable_B4
2.5,26.08247730621708,True,False,W2,0.0,USD_inclusive_comparable_B4
0.0,32.54350351045467,True,False,W1,0.5,nonUSD_normalized
0.025,31.99808725312815,True,False,W1,0.5,nonUSD_normalized
0.05,31.436029773757745,True,False,W1,0.5,nonUSD_normalized
0.07500000000000001,30.85689291896039,True,False,W1,0.5,nonUSD_normalized
0.1,30.26036220468036,True,False,W1,0.5,nonUSD_normalized
0.125,29.646304248812505,True,False,W1,0.5,nonUSD_normalized
0.15000000000000002,29.014844897638472,True,False,W1,0.5,nonUSD_normalized
0.17500000000000002,28.366473451383197,True,False,W1,0.5,nonUSD_normalized
0.2,27.702180339115163,True,False,W1,0.5,nonUSD_normalized
0.225,27.023636641527833,True,False,W1,0.5,nonUSD_normalized
0.25,26.33342404161639,True,False,W1,0.5,nonUSD_normalized
0.275,25.635321983860518,True,False,W1,0.5,nonUSD_normalized
0.30000000000000004,24.934653093891946,True,False,W1,0.5,nonUSD_normalized
0.325,24.238675387786728,True,False,W1,0.5,nonUSD_normalized
0.35000000000000003,23.556986749695348,True,False,W1,0.5,nonUSD_normalized
0.375,22.901870382438968,True,False,W1,0.5,nonUSD_normalized
0.4,22.288459954089845,True,True,W1,0.5,nonUSD_normalized
0.42500000000000004,21.734550269829604,True,True,W1,0.5,nonUSD_normalized
0.45,21.259850851209634,True,True,W1,0.5,nonUSD_normalized
0.47500000000000003,20.88452228449806,True,True,W1,0.5,nonUSD_normalized
0.5,20.626998538104548,True,True,W1,0.5,nonUSD_normalized
0.525,20.501391104224396,True,True,W1,0.5,nonUSD_normalized
0.535059526621835,20.490007967458645,True,True,W1,0.5,nonUSD_normalized
0.55,20.51488655527759,True,True,W1,0.5,nonUSD_normalized
0.56,20.553582727195177,True,True,W1,0.5,nonUSD_normalized
0.5750000000000001,20.63756257458803,True,True,W1,0.5,nonUSD_normalized
0.6000000000000001,20.843696087546522,True,True,W1,0.5,nonUSD_normalized
0.625,21.126046840116853,True,True,W1,0.5,nonUSD_normalized
0.65,21.475484714314494,True,True,W1,0.5,nonUSD_normalized
0.675,21.88186913834875,True,True,W1,0.5,nonUSD_normalized
0.7000000000000001,22.33485105178542,True,True,W1,0.5,nonUSD_normalized
0.7250000000000001,22.82450290116499,True,False,W1,0.5,nonUSD_normalized
0.75,23.34174474590048,True,False,W1,0.5,nonUSD_normalized
0.775,23.878580466225188,True,False,W1,0.5,nonUSD_normalized
0.8,24.428182309058705,True,False,W1,0.5,nonUSD_normalized
0.8250000000000001,24.984868676324687,True,False,W1,0.5,nonUSD_normalized
0.8500000000000001,25.544015996859947,True,False,W1,0.5,nonUSD_normalized
0.875,26.101936768754157,True,False,W1,0.5,nonUSD_normalized
0.9,26.655746296723155,True,False,W1,0.5,nonUSD_normalized
0.925,27.203232397609437,True,False,W1,0.5,nonUSD_normalized
0.9500000000000001,27.74273604865845,True,False,W1,0.5,nonUSD_normalized
0.9750000000000001,28.2730466201653,True,False,W1,0.5,nonUSD_normalized
1.0,28.793312586425778,True,False,W1,0.5,nonUSD_normalized
1.0250000000000001,29.30296702822478,True,False,W1,0.5,nonUSD_normalized
1.05,29.80166644357672,True,False,W1,0.5,nonUSD_normalized
1.075,30.289241079593236,True,False,W1,0.5,nonUSD_normalized
1.1,30.76643125398963,True,False,W1,0.5,nonUSD_normalized
1.125,31.234308695150673,True,False,W1,0.5,nonUSD_normalized
1.1500000000000001,31.69268611309715,True,False,W1,0.5,nonUSD_normalized
1.175,32.14147408157041,True,False,W1,0.5,nonUSD_normalized
1.2000000000000002,32.58067292490385,True,False,W1,0.5,nonUSD_normalized
1.225,33.010352418346024,True,False,W1,0.5,nonUSD_normalized
1.25,33.43063542075065,True,False,W1,0.5,nonUSD_normalized
1.2750000000000001,33.84168473876852,True,False,W1,0.5,nonUSD_normalized
1.3,34.24369262181794,True,False,W1,0.5,nonUSD_normalized
1.3250000000000002,34.63687239190739,True,False,W1,0.5,nonUSD_normalized
1.35,35.02145180443185,True,False,W1,0.5,nonUSD_normalized
1.375,35.397667802589,True,False,W1,0.5,nonUSD_normalized
1.4000000000000001,35.76576239911452,True,False,W1,0.5,nonUSD_normalized
1.425,36.12597945410475,True,False,W1,0.5,nonUSD_normalized
1.4500000000000002,36.47856218424664,True,False,W1,0.5,nonUSD_normalized
1.475,36.82375124848542,True,False,W1,0.5,nonUSD_normalized
1.5,37.16178329953997,True,False,W1,0.5,nonUSD_normalized
1.5250000000000001,37.49288990522463,True,False,W1,0.5,nonUSD_normalized
1.55,37.81729676554869,True,False,W1,0.5,nonUSD_normalized
1.5750000000000002,38.13522316319693,True,False,W1,0.5,nonUSD_normalized
1.6,38.44688160021308,True,False,W1,0.5,nonUSD_normalized
1.625,38.75247758000569,True,False,W1,0.5,nonUSD_normalized
1.6500000000000001,39.05220950510688,True,False,W1,0.5,nonUSD_normalized
1.675,39.34626866260595,True,False,W1,0.5,nonUSD_normalized
1.7000000000000002,39.63483927949181,True,False,W1,0.5,nonUSD_normalized
1.725,39.91809862975825,True,False,W1,0.5,nonUSD_normalized
1.75,40.19621718131428,True,False,W1,0.5,nonUSD_normalized
1.7750000000000001,40.46935877110119,True,False,W1,0.5,nonUSD_normalized
1.8,40.737680802500364,True,False,W1,0.5,nonUSD_normalized
1.8250000000000002,41.00133445365571,True,False,W1,0.5,nonUSD_normalized
1.85,41.260464898640265,True,False,W1,0.5,nonUSD_normalized
1.875,41.515211529148345,True,False,W1,0.5,nonUSD_normalized
1.9000000000000001,41.76570818028354,True,False,W1,0.5,nonUSD_normalized
1.925,42.01208335436265,True,False,W1,0.5,nonUSD_normalized
1.9500000000000002,42.254460441550776,True,False,W1,0.5,nonUSD_normalized
1.975,42.49295793623791,True,False,W1,0.5,nonUSD_normalized
2.0,42.72768964824703,True,False,W1,0.5,nonUSD_normalized
2.025,42.95876490517735,True,False,W1,0.5,nonUSD_normalized
2.0500000000000003,43.18628875381879,True,False,W1,0.5,nonUSD_normalized
2.075,43.41036214757792,True,False,W1,0.5,nonUSD_normalized
2.1,43.63108212863102,True,False,W1,0.5,nonUSD_normalized
2.125,43.848542007050675,True,False,W1,0.5,nonUSD_normalized
2.15,44.062831525576584,True,False,W1,0.5,nonUSD_normalized
2.1750000000000003,44.274037021450916,True,False,W1,0.5,nonUSD_normalized
2.2,44.48224157970314,True,False,W1,0.5,nonUSD_normalized
2.225,44.68752517946864,True,False,W1,0.5,nonUSD_normalized
2.25,44.88996483351515,True,False,W1,0.5,nonUSD_normalized
2.275,45.08963472106148,True,False,W1,0.5,nonUSD_normalized
2.3000000000000003,45.28660631436611,True,False,W1,0.5,nonUSD_normalized
2.325,45.480948498938176,True,False,W1,0.5,nonUSD_normalized
2.35,45.672727688966035,True,False,W1,0.5,nonUSD_normalized
2.375,45.862007935124026,True,False,W1,0.5,nonUSD_normalized
2.4000000000000004,46.04885102891218,True,False,W1,0.5,nonUSD_normalized
2.4250000000000003,46.23331660119558,True,False,W1,0.5,nonUSD_normalized
2.45,46.41546221577877,True,False,W1,0.5,nonUSD_normalized
2.475,46.595343459078435,True,False,W1,0.5,nonUSD_normalized
2.5,46.773014023175755,True,False,W1,0.5,nonUSD_normalized
0.0,32.54350351045466,True,False,W1,0.5,USD_inclusive_comparable_B4
0.025,32.213688804992636,True,False,W1,0.5,USD_inclusive_comparable_B4
0.05,31.879185321463208,True,False,W1,0.5,USD_inclusive_comparable_B4
0.07500000000000001,31.538650922372184,True,False,W1,0.5,USD_inclusive_comparable_B4
0.1,31.19194329578989,True,False,W1,0.5,USD_inclusive_comparable_B4
0.125,30.83899035595772,True,False,W1,0.5,USD_inclusive_comparable_B4
0.15000000000000002,30.479740820860957,True,False,W1,0.5,USD_inclusive_comparable_B4
0.17500000000000002,30.114169423679247,True,False,W1,0.5,USD_inclusive_comparable_B4
0.2,29.742283133044186,True,False,W1,0.5,USD_inclusive_comparable_B4
0.225,29.364128556259196,True,False,W1,0.5,USD_inclusive_comparable_B4
0.25,28.97980072237363,True,False,W1,0.5,USD_inclusive_comparable_B4
0.275,28.589453464005302,True,False,W1,0.5,USD_inclusive_comparable_B4
0.30000000000000004,28.193311635634522,True,False,W1,0.5,USD_inclusive_comparable_B4
0.325,27.791685418513694,True,False,W1,0.5,USD_inclusive_comparable_B4
0.35000000000000003,27.38498696091653,True,False,W1,0.5,USD_inclusive_comparable_B4
0.375,26.973749587429772,True,False,W1,0.5,USD_inclusive_comparable_B4
0.4,26.558649750990373,True,False,W1,0.5,USD_inclusive_comparable_B4
0.42500000000000004,26.140531817522326,True,False,W1,0.5,USD_inclusive_comparable_B4
0.45,25.720435604827575,True,False,W1,0.5,USD_inclusive_comparable_B4
0.47500000000000003,25.299626353242136,True,False,W1,0.5,USD_inclusive_comparable_B4
0.5,24.87962645771209,True,False,W1,0.5,USD_inclusive_comparable_B4
0.525,24.462247776996062,True,False,W1,0.5,USD_inclusive_comparable_B4
0.55,24.04962271203277,True,False,W1,0.5,USD_inclusive_comparable_B4
0.56,23.886447055078133,True,False,W1,0.5,USD_inclusive_comparable_B4
0.5750000000000001,23.64423141748114,True,False,W1,0.5,USD_inclusive_comparable_B4
0.6000000000000001,23.248921585405046,True,False,W1,0.5,USD_inclusive_comparable_B4
0.625,22.866916248560823,True,False,W1,0.5,USD_inclusive_comparable_B4
0.65,22.501804160171467,True,True,W1,0.5,USD_inclusive_comparable_B4
0.675,22.15750674566689,True,True,W1,0.5,USD_inclusive_comparable_B4
0.7000000000000001,21.83821570671048,True,True,W1,0.5,USD_inclusive_comparable_B4
0.7250000000000001,21.548296458349224,True,True,W1,0.5,USD_inclusive_comparable_B4
0.75,21.292155042652567,True,True,W1,0.5,USD_inclusive_comparable_B4
0.775,21.074070182484743,True,True,W1,0.5,USD_inclusive_comparable_B4
0.8,20.897997592746865,True,True,W1,0.5,USD_inclusive_comparable_B4
0.8250000000000001,20.767359941359498,True,True,W1,0.5,USD_inclusive_comparable_B4
0.8500000000000001,20.684841759483533,True,True,W1,0.5,USD_inclusive_comparable_B4
0.875,20.652212466721533,True,True,W1,0.5,USD_inclusive_comparable_B4
0.8786234608386247,20.65167971304314,True,True,W1,0.5,USD_inclusive_comparable_B4
0.9,20.66765260972136,True,True,W1,0.5,USD_inclusive_comparable_B4
0.925,20.7165809638881,True,True,W1,0.5,USD_inclusive_comparable_B4
0.9500000000000001,20.796088146445058,True,True,W1,0.5,USD_inclusive_comparable_B4
0.9750000000000001,20.90513721934539,True,True,W1,0.5,USD_inclusive_comparable_B4
1.0,21.04234790902157,True,True,W1,0.5,USD_inclusive_comparable_B4
1.0250000000000001,21.206053242233985,True,True,W1,0.5,USD_inclusive_comparable_B4
1.05,21.39436338285898,True,True,W1,0.5,USD_inclusive_comparable_B4
1.075,21.605231818577924,True,True,W1,0.5,USD_inclusive_comparable_B4
1.1,21.836519595102114,True,True,W1,0.5,USD_inclusive_comparable_B4
1.125,22.086054201031875,True,True,W1,0.5,USD_inclusive_comparable_B4
1.1500000000000001,22.351680797826983,True,True,W1,0.5,USD_inclusive_comparable_B4
1.175,22.631304541779745,True,False,W1,0.5,USD_inclusive_comparable_B4
1.2000000000000002,22.922923665336448,True,False,W1,0.5,USD_inclusive_comparable_B4
1.225,23.224653674346765,True,False,W1,0.5,USD_inclusive_comparable_B4
1.25,23.534743496868302,True,False,W1,0.5,USD_inclusive_comparable_B4
1.2750000000000001,23.8515846867601,True,False,W1,0.5,USD_inclusive_comparable_B4
1.3,24.173714900121862,True,False,W1,0.5,USD_inclusive_comparable_B4
1.3250000000000002,24.499816842500433,True,False,W1,0.5,USD_inclusive_comparable_B4
1.35,24.828713802693876,True,False,W1,0.5,USD_inclusive_comparable_B4
1.375,25.159362755931205,True,False,W1,0.5,USD_inclusive_comparable_B4
1.4000000000000001,25.4908458489951,True,False,W1,0.5,USD_inclusive_comparable_B4
1.425,25.82236094811743,True,False,W1,0.5,USD_inclusive_comparable_B4
1.4500000000000002,26.15321176466262,True,False,W1,0.5,USD_inclusive_comparable_B4
1.475,26.482797957183667,True,False,W1,0.5,USD_inclusive_comparable_B4
1.5,26.810605492479823,True,False,W1,0.5,USD_inclusive_comparable_B4
1.5250000000000001,27.136197463434755,True,False,W1,0.5,USD_inclusive_comparable_B4
1.55,27.459205489214103,True,False,W1,0.5,USD_inclusive_comparable_B4
1.5750000000000002,27.779321766792478,True,False,W1,0.5,USD_inclusive_comparable_B4
1.6,28.096291804100602,True,False,W1,0.5,USD_inclusive_comparable_B4
1.625,28.409907835713017,True,False,W1,0.5,USD_inclusive_comparable_B4
1.6500000000000001,28.72000289843765,True,False,W1,0.5,USD_inclusive_comparable_B4
1.675,29.0264455357506,True,False,W1,0.5,USD_inclusive_comparable_B4
1.7000000000000002,29.329135085552043,True,False,W1,0.5,USD_inclusive_comparable_B4
1.725,29.6279975070295,True,False,W1,0.5,USD_inclusive_comparable_B4
1.75,29.922981698513752,True,False,W1,0.5,USD_inclusive_comparable_B4
1.7750000000000001,30.21405625734985,True,False,W1,0.5,USD_inclusive_comparable_B4
1.8,30.501206637842298,True,False,W1,0.5,USD_inclusive_comparable_B4
1.8250000000000002,30.78470759886312,True,False,W1,0.5,USD_inclusive_comparable_B4
1.85,31.064940444641312,True,False,W1,0.5,USD_inclusive_comparable_B4
1.875,31.341855945339027,True,False,W1,0.5,USD_inclusive_comparable_B4
1.9000000000000001,31.61541677712414,True,False,W1,0.5,USD_inclusive_comparable_B4
1.925,31.885599891513387,True,False,W1,0.5,USD_inclusive_comparable_B4
1.9500000000000002,32.15239458469014,True,False,W1,0.5,USD_inclusive_comparable_B4
1.975,32.41580079214086,True,False,W1,0.5,USD_inclusive_comparable_B4
2.0,32.675827585130385,True,False,W1,0.5,USD_inclusive_comparable_B4
2.025,32.932491847476186,True,False,W1,0.5,USD_inclusive_comparable_B4
2.0500000000000003,33.185817112694195,True,False,W1,0.5,USD_inclusive_comparable_B4
2.075,33.43583254316777,True,False,W1,0.5,USD_inclusive_comparable_B4
2.1,33.68257203595244,True,False,W1,0.5,USD_inclusive_comparable_B4
2.125,33.92607343957997,True,False,W1,0.5,USD_inclusive_comparable_B4
2.15,34.16637787045149,True,False,W1,0.5,USD_inclusive_comparable_B4
2.1750000000000003,34.4035291144113,True,False,W1,0.5,USD_inclusive_comparable_B4
2.2,34.63757310781616,True,False,W1,0.5,USD_inclusive_comparable_B4
2.225,34.86855748308146,True,False,W1,0.5,USD_inclusive_comparable_B4
2.25,35.09653117556285,True,False,W1,0.5,USD_inclusive_comparable_B4
2.275,35.321544082350464,True,False,W1,0.5,USD_inclusive_comparable_B4
2.3000000000000003,35.54364676647053,True,False,W1,0.5,USD_inclusive_comparable_B4
2.325,35.76289020209679,True,False,W1,0.5,USD_inclusive_comparable_B4
2.35,35.979325553297286,True,False,W1,0.5,USD_inclusive_comparable_B4
2.375,36.19300398810219,True,False,W1,0.5,USD_inclusive_comparable_B4
2.4000000000000004,36.4039765140044,True,False,W1,0.5,USD_inclusive_comparable_B4
2.4250000000000003,36.61229384199368,True,False,W1,0.5,USD_inclusive_comparable_B4
2.45,36.818006268278424,True,False,W1,0.5,USD_inclusive_comparable_B4
2.475,37.02116357732257,True,False,W1,0.5,USD_inclusive_comparable_B4
2.5,37.221814957744286,True,False,W1,0.5,USD_inclusive_comparable_B4
0.0,21.55751118168336,True,False,W2,0.5,nonUSD_normalized
0.025,21.09184070411209,True,False,W2,0.5,nonUSD_normalized
0.05,20.60969471181711,True,False,W2,0.5,nonUSD_normalized
0.07500000000000001,20.110349199944853,True,False,W2,0.5,nonUSD_normalized
0.1,19.593599285756643,True,False,W2,0.5,nonUSD_normalized
0.125,19.05958502288109,True,False,W2,0.5,nonUSD_normalized
0.15000000000000002,18.508960017062037,True,False,W2,0.5,nonUSD_normalized
0.17500000000000002,17.943124752266254,True,False,W2,0.5,nonUSD_normalized
0.2,17.364543111427363,True,False,W2,0.5,nonUSD_normalized
0.225,16.77715952590569,True,False,W2,0.5,nonUSD_normalized
0.25,16.18692506647088,True,False,W2,0.5,nonUSD_normalized
0.275,15.602415647138791,True,False,W2,0.5,nonUSD_normalized
0.30000000000000004,15.035473148091754,True,False,W2,0.5,nonUSD_normalized
0.325,14.501709864156012,True,True,W2,0.5,nonUSD_normalized
0.35000000000000003,14.020589314729476,True,True,W2,0.5,nonUSD_normalized
0.375,13.614669949854898,True,True,W2,0.5,nonUSD_normalized
0.4,13.30758313631995,True,True,W2,0.5,nonUSD_normalized
0.42500000000000004,13.120604243711945,True,True,W2,0.5,nonUSD_normalized
0.4468572943968425,13.067291940098912,True,True,W2,0.5,nonUSD_normalized
0.45,13.0684004621259,True,True,W2,0.5,nonUSD_normalized
0.47500000000000003,13.155430172913707,True,True,W2,0.5,nonUSD_normalized
0.5,13.367203948787832,True,True,W2,0.5,nonUSD_normalized
0.525,13.64831651443128,True,True,W2,0.5,nonUSD_normalized
0.55,13.981223856799572,True,True,W2,0.5,nonUSD_normalized
0.56,14.126477827486651,True,True,W2,0.5,nonUSD_normalized
0.5750000000000001,14.355218803637698,True,True,W2,0.5,nonUSD_normalized
0.6000000000000001,14.760187571998696,True,True,W2,0.5,nonUSD_normalized
0.625,15.18711475826485,True,False,W2,0.5,nonUSD_normalized
0.65,15.628316894530224,True,False,W2,0.5,nonUSD_normalized
0.675,16.077476953442353,True,False,W2,0.5,nonUSD_normalized
0.7000000000000001,16.529554527238652,True,False,W2,0.5,nonUSD_normalized
0.7250000000000001,16.98063211071875,True,False,W2,0.5,nonUSD_normalized
0.75,17.42773940862893,True,False,W2,0.5,nonUSD_normalized
0.775,17.868681191143974,True,False,W2,0.5,nonUSD_normalized
0.8,18.301882059402548,True,False,W2,0.5,nonUSD_normalized
0.8250000000000001,18.726253494445277,True,False,W2,0.5,nonUSD_normalized
0.8500000000000001,19.141083847141495,True,False,W2,0.5,nonUSD_normalized
0.875,19.5459494751678,True,False,W2,0.5,nonUSD_normalized
0.9,19.940644196509513,True,False,W2,0.5,nonUSD_normalized
0.925,20.325123989011292,True,False,W2,0.5,nonUSD_normalized
0.9500000000000001,20.699464067024557,True,False,W2,0.5,nonUSD_normalized
0.9750000000000001,21.063825816204783,True,False,W2,0.5,nonUSD_normalized
1.0,21.41843148810211,True,False,W2,0.5,nonUSD_normalized
1.0250000000000001,21.763544946370377,True,False,W2,0.5,nonUSD_normalized
1.05,22.09945710251378,True,False,W2,0.5,nonUSD_normalized
1.075,22.426474967780237,True,False,W2,0.5,nonUSD_normalized
1.1,22.744913485793827,True,False,W2,0.5,nonUSD_normalized
1.125,23.05508949277529,True,False,W2,0.5,nonUSD_normalized
1.1500000000000001,23.35757006105443,True,False,W2,0.5,nonUSD_normalized
1.175,23.653142641432144,True,False,W2,0.5,nonUSD_normalized
1.2000000000000002,23.94200111720757,True,False,W2,0.5,nonUSD_normalized
1.225,24.22432900190214,True,False,W2,0.5,nonUSD_normalized
1.25,24.500316132730454,True,False,W2,0.5,nonUSD_normalized
1.2750000000000001,24.77015545432958,True,False,W2,0.5,nonUSD_normalized
1.3,25.03404053315385,True,False,W2,0.5,nonUSD_normalized
1.3250000000000002,25.292163658333436,True,False,W2,0.5,nonUSD_normalized
1.35,25.544714404181814,True,False,W2,0.5,nonUSD_normalized
1.375,25.791878562086342,True,False,W2,0.5,nonUSD_normalized
1.4000000000000001,26.03383736274454,True,False,W2,0.5,nonUSD_normalized
1.425,26.270766927672174,True,False,W2,0.5,nonUSD_normalized
1.4500000000000002,26.502837900171272,True,False,W2,0.5,nonUSD_normalized
1.475,26.73021522152744,True,False,W2,0.5,nonUSD_normalized
1.5,26.953058010508364,True,False,W2,0.5,nonUSD_normalized
1.5250000000000001,27.17151953339798,True,False,W2,0.5,nonUSD_normalized
1.55,27.385747236869904,True,False,W2,0.5,nonUSD_normalized
1.5750000000000002,27.595882830664415,True,False,W2,0.5,nonUSD_normalized
1.6,27.80206240707414,True,False,W2,0.5,nonUSD_normalized
1.625,28.004416587364155,True,False,W2,0.5,nonUSD_normalized
1.6500000000000001,28.203070687260585,True,False,W2,0.5,nonUSD_normalized
1.675,28.398144895233635,True,False,W2,0.5,nonUSD_normalized
1.7000000000000002,28.589754458434474,True,False,W2,0.5,nonUSD_normalized
1.725,28.778009873378082,True,False,W2,0.5,nonUSD_normalized
1.75,28.963017077304446,True,False,W2,0.5,nonUSD_normalized
1.7750000000000001,29.144877638712853,True,False,W2,0.5,nonUSD_normalized
1.8,29.323688945035606,True,False,W2,0.5,nonUSD_normalized
1.8250000000000002,29.4995443866107,True,False,W2,0.5,nonUSD_normalized
1.85,29.672533533372068,True,False,W2,0.5,nonUSD_normalized
1.875,29.84274231144866,True,False,W2,0.5,nonUSD_normalized
1.9000000000000001,30.010253166480208,True,False,W2,0.5,nonUSD_normalized
1.925,30.17514522478777,True,False,W2,0.5,nonUSD_normalized
1.9500000000000002,30.337494448437614,True,False,W2,0.5,nonUSD_normalized
1.975,30.497373781041755,True,False,W2,0.5,nonUSD_normalized
2.0,30.654853288791614,True,False,W2,0.5,nonUSD_normalized
2.025,30.810000294739606,True,False,W2,0.5,nonUSD_normalized
2.0500000000000003,30.962879506318323,True,False,W2,0.5,nonUSD_normalized
2.075,31.11355313752339,True,False,W2,0.5,nonUSD_normalized
2.1,31.262081023936943,True,False,W2,0.5,nonUSD_normalized
2.125,31.40852073384463,True,False,W2,0.5,nonUSD_normalized
2.15,31.55292767181662,True,False,W2,0.5,nonUSD_normalized
2.1750000000000003,31.695355178526405,True,False,W2,0.5,nonUSD_normalized
2.2,31.835854625138374,True,False,W2,0.5,nonUSD_normalized
2.225,31.97447550255159,True,False,W2,0.5,nonUSD_normalized
2.25,32.1112655070333,True,False,W2,0.5,nonUSD_normalized
2.275,32.24627061912806,True,False,W2,0.5,nonUSD_normalized
2.3000000000000003,32.3795351838474,True,False,W2,0.5,nonUSD_normalized
2.325,32.51110197974754,True,False,W2,0.5,nonUSD_normalized
2.35,32.641012289117285,True,False,W2,0.5,nonUSD_normalized
2.375,32.76930596474314,True,False,W2,0.5,nonUSD_normalized
2.4000000000000004,32.89602149050591,True,False,W2,0.5,nonUSD_normalized
2.4250000000000003,33.021196041280334,True,False,W2,0.5,nonUSD_normalized
2.45,33.14486553889982,True,False,W2,0.5,nonUSD_normalized
2.475,33.26706470584542,True,False,W2,0.5,nonUSD_normalized
2.5,33.38782711433669,True,False,W2,0.5,nonUSD_normalized
0.0,21.557511181683353,True,False,W2,0.5,USD_inclusive_comparable_B4
0.025,21.272183776238617,True,False,W2,0.5,USD_inclusive_comparable_B4
0.05,20.98129088998416,True,False,W2,0.5,USD_inclusive_comparable_B4
0.07500000000000001,20.683903068486423,True,False,W2,0.5,USD_inclusive_comparable_B4
0.1,20.379903238261292,True,False,W2,0.5,USD_inclusive_comparable_B4
0.125,20.069201090328797,True,False,W2,0.5,USD_inclusive_comparable_B4
0.15000000000000002,19.751741894437924,True,False,W2,0.5,USD_inclusive_comparable_B4
0.17500000000000002,19.427517462129455,True,False,W2,0.5,USD_inclusive_comparable_B4
0.2,19.09657972514103,True,False,W2,0.5,USD_inclusive_comparable_B4
0.225,18.759057472323857,True,False,W2,0.5,USD_inclusive_comparable_B4
0.25,18.415176863209915,True,False,W2,0.5,USD_inclusive_comparable_B4
0.275,18.065286399829418,True,False,W2,0.5,USD_inclusive_comparable_B4
0.30000000000000004,17.709887063116216,True,False,W2,0.5,USD_inclusive_comparable_B4
0.325,17.34966828879177,True,False,W2,0.5,USD_inclusive_comparable_B4
0.35000000000000003,16.985550312284914,True,False,W2,0.5,USD_inclusive_comparable_B4
0.375,16.61873309128851,True,False,W2,0.5,USD_inclusive_comparable_B4
0.4,16.250751448062246,True,False,W2,0.5,USD_inclusive_comparable_B4
0.42500000000000004,15.883535102301483,True,False,W2,0.5,USD_inclusive_comparable_B4
0.45,15.519470861496497,True,False,W2,0.5,USD_inclusive_comparable_B4
0.47500000000000003,15.161462184177537,True,False,W2,0.5,USD_inclusive_comparable_B4
0.5,14.812978676009656,True,True,W2,0.5,USD_inclusive_comparable_B4
0.525,14.478084868429898,True,True,W2,0.5,USD_inclusive_comparable_B4
0.55,14.161434212546869,True,True,W2,0.5,USD_inclusive_comparable_B4
0.56,14.04102797498053,True,True,W2,0.5,USD_inclusive_comparable_B4
0.5750000000000001,13.868211424217517,True,True,W2,0.5,USD_inclusive_comparable_B4
0.6000000000000001,13.604005414628368,True,True,W2,0.5,USD_inclusive_comparable_B4
0.625,13.374598176796436,True,True,W2,0.5,USD_inclusive_comparable_B4
0.65,13.185664370128372,True,True,W2,0.5,USD_inclusive_comparable_B4
0.675,13.042393540692682,True,True,W2,0.5,USD_inclusive_comparable_B4
0.7000000000000001,12.949070513683258,True,True,W2,0.5,USD_inclusive_comparable_B4
0.7250000000000001,12.908673383754762,True,True,W2,0.5,USD_inclusive_comparable_B4
0.7311195505326682,12.907040952427185,True,True,W2,0.5,USD_inclusive_comparable_B4
