quarter,origin,destination,nights_m,origin_share_of_destination,cross_border_country_assumption,print_date,basis
2021Q1,na,na,16.547936228357216,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q2,latam,na,5.8881520789104504,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q2,apac,na,2.626621066423427,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q2,na,emea,7.644040407393242,0.1417234518208686,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q2,emea,emea,39.82263423762322,0.7383269689805978,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q2,latam,emea,3.7786910380447085,0.07005838649915018,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q2,apac,emea,2.6909469679666214,0.049891192699383455,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q2,na,latam,2.7002335588997357,0.1417234518208686,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q2,emea,latam,3.778691038044708,0.19832696898059782,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q2,latam,latam,11.623341846029382,0.6100583864991502,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q2,apac,latam,0.9505686679907106,0.04989119269938346,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q2,na,apac,0.7066185433178972,0.052078883601195565,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q2,emea,apac,0.5560251141538431,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q2,latam,apac,0.09633112824645643,0.007099753696758074,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q2,apac,apac,12.209260446222826,0.899841448612342,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q3,na,na,27.327901927936434,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q3,emea,na,4.095061777462389,0.10153043888499645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q3,latam,na,6.161720765753194,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q3,apac,na,2.748656174611038,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q3,na,emea,6.993833874154527,0.15108580372191374,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q3,emea,emea,33.02366348689584,0.7134008084175198,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q3,latam,emea,3.2694943810583896,0.07062995707575388,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q3,apac,emea,3.003484939785676,0.06488343078481254,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q3,na,latam,2.8487421185320034,0.15108580372191374,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q3,emea,latam,3.269494381058389,0.1734008084175199,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q3,latam,latam,11.513505800722598,0.610629957075754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q3,apac,latam,1.2233853712143474,0.06488343078481254,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q3,na,apac,0.9020612072373596,0.052078883601195565,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q3,emea,apac,0.7098153458764499,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q3,latam,apac,0.12297522427378746,0.007099753696758075,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q3,apac,apac,15.586203223427576,0.899841448612342,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q4,na,na,23.76789509088161,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q4,emea,na,3.5615979219358547,0.10153043888499645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q4,latam,na,5.359033164196785,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q4,apac,na,2.3905886288429112,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q4,na,emea,6.505338210637919,0.14537290820445312,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q4,emea,emea,32.46328462567354,0.7254476159572797,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q4,latam,emea,3.3685331427810854,0.07527563417815797,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q4,apac,emea,2.41216004538144,0.053903841660109364,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q4,na,latam,2.640602613419308,0.14537290820445312,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q4,emea,latam,3.3685331427810854,0.1854476159572796,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q4,latam,latam,11.176074467046384,0.615275634178158,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q4,apac,latam,0.9791275893087293,0.05390384166010937,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q4,na,apac,0.6774020878209269,0.052078883601195565,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q4,emea,apac,0.5330352235594137,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q4,latam,apac,0.09234813891225303,0.007099753696758075,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2024Q4,apac,apac,11.704445906820753,0.899841448612342,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q1,na,na,27.3311237175049,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q1,emea,na,4.095544559761288,0.10153043888499645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q1,latam,na,6.162447194285442,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q1,apac,na,2.748980224068403,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q1,na,emea,7.691651122290318,0.1296682321452496,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q1,emea,emea,43.34240017146216,0.7306795794310511,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q1,latam,emea,4.554888031669771,0.07678771037528632,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q1,apac,emea,3.7289907106286213,0.06286447804841307,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q1,na,latam,3.097470009365855,0.1296682321452496,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q1,emea,latam,4.554888031669771,0.19067957943105102,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q1,latam,latam,14.733612107033517,0.6167877103752863,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q1,apac,latam,1.5016849708514453,0.06286447804841307,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q1,na,apac,1.0184712686498767,0.052078883601195565,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q1,emea,apac,0.8014162786536003,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q1,latam,apac,0.13884504917599366,0.007099753696758074,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q1,apac,apac,17.597586552929023,0.8998414486123422,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q2,na,na,26.47986187766808,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q2,emea,na,3.9679837308282595,0.10153043888499645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q2,latam,na,5.970510112198149,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q2,apac,na,2.663359816089468,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q2,na,emea,7.6873454411553395,0.13376182400982603,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q2,emea,emea,42.33840200574302,0.7366992834262858,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q2,latam,emea,4.373723545838575,0.07610393518600173,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q2,apac,emea,3.0709283387691513,0.05343495737788662,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q2,na,latam,2.9742723461691623,0.13376182400982603,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q2,emea,latam,4.373723545838574,0.19669928342628565,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q2,latam,latam,13.699431137056804,0.6161039351860018,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q2,apac,latam,1.1881575122368335,0.05343495737788663,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q2,na,apac,0.813071185194767,0.052078883601195565,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q2,emea,apac,0.6397907369375858,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q2,latam,apac,0.11084348883165183,0.007099753696758075,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q2,apac,apac,14.048595179444611,0.899841448612342,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q3,na,na,28.417683953829012,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q3,emea,na,4.258364643952704,0.10153043888499645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q3,latam,na,6.407437855809874,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q3,apac,na,2.858267080795813,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q3,na,emea,7.095996864782706,0.14441022923516622,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q3,emea,emea,34.84786581206136,0.7091869382372106,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q3,latam,emea,3.834633978636333,0.07803841834205597,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q3,apac,emea,3.3592749716746484,0.06836441418556738,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q3,na,latam,3.273068108315929,0.14441022923516622,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q3,emea,latam,3.8346339786363335,0.16918693823721048,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q3,latam,latam,14.007884673427258,0.618038418342056,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q3,apac,latam,1.5494843059219532,0.06836441418556738,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q3,na,apac,1.0340472619048564,0.052078883601195565,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q3,emea,apac,0.8136727407993487,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q3,latam,apac,0.14096847633198945,0.007099753696758075,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q3,apac,apac,17.8667152931199,0.8998414486123422,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q4,na,na,24.824414462464027,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q4,emea,na,3.719916409287161,0.10153043888499645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q4,latam,na,5.597250403429665,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q4,apac,na,2.4968539580274953,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q4,na,emea,6.784871208853869,0.13825824616305035,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q4,emea,emea,35.58763211787953,0.7251845245482591,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q4,latam,emea,3.92807659297416,0.08004411046594923,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q4,apac,emea,2.7733190855810887,0.05651311882274141,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q4,na,latam,2.9326909571064546,0.13825824616305035,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q4,emea,latam,3.92807659297416,0.18518452454825904,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q4,latam,latam,13.152183007052882,0.6200441104659493,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q4,apac,latam,1.1987387163430494,0.05651311882274141,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q4,na,apac,0.7799321363341724,0.052078883601195565,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q4,emea,apac,0.6137142298887575,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q4,latam,apac,0.10632574443342799,0.007099753696758075,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2025Q4,apac,apac,13.476004377370119,0.899841448612342,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q1,na,na,29.34610992738316,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q1,emea,na,4.397488449634189,0.10153043888499645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q1,latam,na,6.616773413870595,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q1,apac,na,2.9516487019538613,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q1,na,emea,7.898230956909423,0.127551404780456,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q1,emea,emea,44.72972237711045,0.7223565575338322,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q1,latam,emea,5.110297800235021,0.08252805809587396,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q1,apac,emea,4.183692967450719,0.06756397958983787,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q1,na,latam,3.574456943482932,0.127551404780456,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q1,emea,latam,5.110297800235021,0.18235655753383215,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q1,latam,latam,17.445513388141826,0.622528058095874,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q1,apac,latam,1.8933898563478575,0.06756397958983787,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q1,na,apac,1.1948134030473971,0.05207888360119557,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q1,emea,apac,0.9401766555722713,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q1,latam,apac,0.16288522888050375,0.007099753696758075,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q1,apac,apac,20.644502129744772,0.8998414486123422,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q2,na,na,28.391203676379664,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q2,emea,na,4.25439659794883,0.10153043888499645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q2,latam,na,6.401467251997229,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q2,apac,na,2.8556036791812835,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q2,na,emea,8.008859862792256,0.12997457015868658,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q2,emea,emea,45.05126000304963,0.731130055253845,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q2,latam,emea,5.062943917283063,0.08216574776687066,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q2,apac,emea,3.4956040302342433,0.05672962682059773,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q2,na,latam,3.4429643130298024,0.12997457015868658,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q2,emea,latam,5.062943917283063,0.19113005525384508,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q2,latam,latam,16.480873633477255,0.6221657477668707,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q2,apac,latam,1.502740731485794,0.05672962682059773,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q2,na,apac,0.9524779091632524,0.052078883601195565,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q2,emea,apac,0.749487319827172,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q2,latam,apac,0.12984837786551479,0.007099753696758075,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q2,apac,apac,16.457324779001983,0.899841448612342,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q3,na,na,32.554774017137774,0.677551164629533,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q3,emea,na,4.878303907232051,0.10153043888499647,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q3,latam,na,7.340242497018775,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q3,apac,na,3.274377991081645,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q3,na,emea,8.004977456490804,0.13907093033559645,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q3,emea,emea,40.67245057122038,0.7066048056614757,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q3,latam,emea,4.877540749561272,0.08473779388863263,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q3,apac,emea,4.005424593029593,0.06958647011429508,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q3,na,latam,4.0714559648990845,0.13907093033559642,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q3,emea,latam,4.8775407495612715,0.16660480566147579,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q3,latam,latam,18.289892871844213,0.6247377938886327,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q3,apac,latam,2.0372212089142887,0.06958647011429508,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q3,na,apac,1.2520529664528677,0.052078883601195565,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q3,emea,apac,0.9852174135280453,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q3,latam,apac,0.17068852215001384,0.007099753696758075,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q3,apac,apac,21.633512033396666,0.899841448612342,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q4,na,na,28.438390836012942,0.6775511646295329,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q4,emea,na,4.26146755181535,0.10153043888499644,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q4,latam,na,6.412106711336478,0.15276990864381754,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q4,apac,na,2.8603497909768536,0.06814848784165314,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q4,na,emea,7.654935285552566,0.1331627216909594,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q4,emea,emea,41.526461376970595,0.7223805836201459,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q4,latam,emea,4.997009264790353,0.08692631997428976,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q4,apac,emea,3.307166523795902,0.05753037471460506,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q4,na,latam,3.648498874202097,0.1331627216909594,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q4,emea,latam,4.997009264790353,0.1823805836201458,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q4,latam,latam,17.177029303608403,0.6269263199742898,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q4,apac,latam,1.5762632718321175,0.057530374714605065,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q4,na,apac,0.9443633583345566,0.052078883601195565,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q4,emea,apac,0.7431021292692689,0.04097991408970437,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q4,latam,apac,0.1287421461596907,0.007099753696758075,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
2026Q4,apac,apac,16.317118064348744,0.899841448612342,0.46,2026-09-12,current reconstruction; tourism proxies plus assumptions; not PIT history
