name,year,month,value,period
Total. National Total. Accumulated variation rate. ,2021,8,-4.93,2021-08
Total. National Total. Accumulated variation rate. ,2021,7,-20.25,2021-07
Total. National Total. Accumulated variation rate. ,2021,6,-38.0,2021-06
Total. National Total. Accumulated variation rate. ,2021,5,-58.36,2021-05
Total. National Total. Accumulated variation rate. ,2021,4,-73.86,2021-04
Total. National Total. Accumulated variation rate. ,2021,3,-81.04,2021-03
Total. National Total. Accumulated variation rate. ,2021,2,-85.36,2021-02
Total. National Total. Accumulated variation rate. ,2021,1,-81.76,2021-01
Total. National Total. Accumulated variation rate. ,2020,12,-71.14,2020-12
Total. National Total. Accumulated variation rate. ,2020,11,-70.69,2020-11
Total. National Total. Accumulated variation rate. ,2020,10,-69.58,2020-10
Total. National Total. Accumulated variation rate. ,2020,9,-68.91,2020-09
Total. National Total. Accumulated variation rate. ,2020,8,-67.84,2020-08
Total. National Total. Accumulated variation rate. ,2020,7,-68.06,2020-07
Total. National Total. Accumulated variation rate. ,2020,6,-68.28,2020-06
Total. National Total. Accumulated variation rate. ,2020,5,-60.98,2020-05
Total. National Total. Accumulated variation rate. ,2020,4,-47.59,2020-04
Total. National Total. Accumulated variation rate. ,2020,3,-22.52,2020-03
Total. National Total. Accumulated variation rate. ,2020,2,1.91,2020-02
Total. National Total. Accumulated variation rate. ,2020,1,1.08,2020-01
Total. National Total. Accumulated variation rate. ,2019,12,1.38,2019-12
Total. National Total. Accumulated variation rate. ,2019,11,1.37,2019-11
Total. National Total. Accumulated variation rate. ,2019,10,1.13,2019-10
Total. National Total. Accumulated variation rate. ,2019,9,1.38,2019-09
Total. National Total. Accumulated variation rate. ,2019,8,1.71,2019-08
Total. National Total. Accumulated variation rate. ,2019,7,2.05,2019-07
Total. National Total. Accumulated variation rate. ,2019,6,3.02,2019-06
Total. National Total. Accumulated variation rate. ,2019,5,2.63,2019-05
Total. National Total. Accumulated variation rate. ,2019,4,4.41,2019-04
Total. National Total. Accumulated variation rate. ,2019,3,4.58,2019-03
Total. National Total. Accumulated variation rate. ,2019,2,5.06,2019-02
Total. National Total. Accumulated variation rate. ,2019,1,4.54,2019-01
Total. National Total. Accumulated variation rate. ,2018,12,2.25,2018-12
Total. National Total. Accumulated variation rate. ,2018,11,2.13,2018-11
Total. National Total. Accumulated variation rate. ,2018,10,2.02,2018-10
Total. National Total. Accumulated variation rate. ,2018,9,1.6,2018-09
Total. National Total. Accumulated variation rate. ,2018,8,1.33,2018-08
Total. National Total. Accumulated variation rate. ,2018,7,1.22,2018-07
Total. National Total. Accumulated variation rate. ,2018,6,2.23,2018-06
Total. National Total. Accumulated variation rate. ,2018,5,2.13,2018-05
Total. National Total. Accumulated variation rate. ,2018,4,2.32,2018-04
Total. National Total. Accumulated variation rate. ,2018,3,5.3,2018-03
Total. National Total. Accumulated variation rate. ,2018,2,2.38,2018-02
Total. National Total. Accumulated variation rate. ,2018,1,4.66,2018-01
Total. National Total. Accumulated variation rate. ,2017,12,5.33,2017-12
Total. National Total. Accumulated variation rate. ,2017,11,5.61,2017-11
Total. National Total. Accumulated variation rate. ,2017,10,5.63,2017-10
Total. National Total. Accumulated variation rate. ,2017,9,5.94,2017-09
Total. National Total. Accumulated variation rate. ,2017,8,5.48,2017-08
Total. National Total. Accumulated variation rate. ,2017,7,6.7,2017-07
Total. National Total. Accumulated variation rate. ,2017,6,6.56,2017-06
Total. National Total. Accumulated variation rate. ,2017,5,6.84,2017-05
Total. National Total. Accumulated variation rate. ,2017,4,5.75,2017-04
Total. National Total. Accumulated variation rate. ,2017,3,1.4,2017-03
Total. National Total. Accumulated variation rate. ,2017,2,3.33,2017-02
Total. National Total. Accumulated variation rate. ,2017,1,1.1,2017-01
Total. National Total. Accumulated variation rate. ,2016,12,5.68,2016-12
Total. National Total. Accumulated variation rate. ,2016,11,5.59,2016-11
Total. National Total. Accumulated variation rate. ,2016,10,5.76,2016-10
Total. National Total. Accumulated variation rate. ,2016,9,6.08,2016-09
Total. National Total. Accumulated variation rate. ,2016,8,5.93,2016-08
Total. National Total. Accumulated variation rate. ,2016,7,6.53,2016-07
Total. National Total. Accumulated variation rate. ,2016,6,6.39,2016-06
Total. National Total. Accumulated variation rate. ,2016,5,6.09,2016-05
Total. National Total. Accumulated variation rate. ,2016,4,6.75,2016-04
Total. National Total. Accumulated variation rate. ,2016,3,7.28,2016-03
Total. National Total. Accumulated variation rate. ,2016,2,5.33,2016-02
Total. National Total. Accumulated variation rate. ,2016,1,3.99,2016-01
Tourist. National Total. Base data. ,2026,7,11538796.0,2026-07
Tourist. National Total. Base data. ,2026,6,9746490.0,2026-06
Tourist. National Total. Base data. ,2026,5,10260070.0,2026-05
Tourist. National Total. Base data. ,2026,4,9054129.0,2026-04
Tourist. National Total. Base data. ,2026,3,6810629.0,2026-03
Tourist. National Total. Base data. ,2026,2,5569036.0,2026-02
Tourist. National Total. Base data. ,2026,1,5127256.0,2026-01
Tourist. National Total. Base data. ,2025,12,5277365.0,2025-12
Tourist. National Total. Base data. ,2025,11,5774895.0,2025-11
Tourist. National Total. Base data. ,2025,10,9254206.0,2025-10
Tourist. National Total. Base data. ,2025,9,9717724.0,2025-09
Tourist. National Total. Base data. ,2025,8,11227218.0,2025-08
Tourist. National Total. Base data. ,2025,7,11026681.0,2025-07
Tourist. National Total. Base data. ,2025,6,9473172.0,2025-06
Tourist. National Total. Base data. ,2025,5,9370873.0,2025-05
Tourist. National Total. Base data. ,2025,4,8603695.0,2025-04
Tourist. National Total. Base data. ,2025,3,6594912.0,2025-03
Tourist. National Total. Base data. ,2025,2,5416176.0,2025-02
Tourist. National Total. Base data. ,2025,1,5066976.0,2025-01
Tourist. National Total. Base data. ,2024,12,5264375.0,2024-12
Tourist. National Total. Base data. ,2024,11,5670219.0,2024-11
Tourist. National Total. Base data. ,2024,10,8961932.0,2024-10
Tourist. National Total. Base data. ,2024,9,9602015.0,2024-09
Tourist. National Total. Base data. ,2024,8,10929584.0,2024-08
Tourist. National Total. Base data. ,2024,7,10852347.0,2024-07
Tourist. National Total. Base data. ,2024,6,9299574.0,2024-06
Tourist. National Total. Base data. ,2024,5,9255985.0,2024-05
Tourist. National Total. Base data. ,2024,4,7783750.0,2024-04
Tourist. National Total. Base data. ,2024,3,6350471.0,2024-03
Tourist. National Total. Base data. ,2024,2,5013497.0,2024-02
Tourist. National Total. Base data. ,2024,1,4775549.0,2024-01
Tourist. National Total. Base data. ,2023,12,5209085.0,2023-12
Tourist. National Total. Base data. ,2023,11,5135498.0,2023-11
Tourist. National Total. Base data. ,2023,10,8187022.0,2023-10
Tourist. National Total. Base data. ,2023,9,8795425.0,2023-09
Tourist. National Total. Base data. ,2023,8,10186163.0,2023-08
Tourist. National Total. Base data. ,2023,7,10116916.0,2023-07
Tourist. National Total. Base data. ,2023,6,8307460.0,2023-06
Tourist. National Total. Base data. ,2023,5,8300384.0,2023-05
Tourist. National Total. Base data. ,2023,4,7228094.0,2023-04
Tourist. National Total. Base data. ,2023,3,5247341.0,2023-03
Tourist. National Total. Base data. ,2023,2,4320665.0,2023-02
Tourist. National Total. Base data. ,2023,1,4134995.0,2023-01
Tourist. National Total. Base data. ,2022,12,4127293.0,2022-12
Tourist. National Total. Base data. ,2022,11,4334651.0,2022-11
Tourist. National Total. Base data. ,2022,10,7176984.0,2022-10
Tourist. National Total. Base data. ,2022,9,7767211.0,2022-09
Tourist. National Total. Base data. ,2022,8,8848665.0,2022-08
Tourist. National Total. Base data. ,2022,7,9091390.0,2022-07
Tourist. National Total. Base data. ,2022,6,7498156.0,2022-06
Tourist. National Total. Base data. ,2022,5,6988353.0,2022-05
Tourist. National Total. Base data. ,2022,4,6106316.0,2022-04
Tourist. National Total. Base data. ,2022,3,4039532.0,2022-03
Tourist. National Total. Base data. ,2022,2,3179288.0,2022-02
Tourist. National Total. Base data. ,2022,1,2501443.0,2022-01
Tourist. National Total. Base data. ,2021,12,2947525.0,2021-12
Tourist. National Total. Base data. ,2021,11,3361913.0,2021-11
Tourist. National Total. Base data. ,2021,10,5148820.0,2021-10
Tourist. National Total. Base data. ,2021,9,4703933.0,2021-09
Tourist. National Total. Base data. ,2021,8,5196520.0,2021-08
Tourist. National Total. Base data. ,2021,7,4398992.0,2021-07
Tourist. National Total. Base data. ,2021,6,2216356.0,2021-06
Tourist. National Total. Base data. ,2021,5,1363164.0,2021-05
Tourist. National Total. Base data. ,2021,4,629206.0,2021-04
Tourist. National Total. Base data. ,2021,3,491427.0,2021-03
Tourist. National Total. Base data. ,2021,2,284974.0,2021-02
Tourist. National Total. Base data. ,2021,1,437973.0,2021-01
Tourist. National Total. Base data. ,2020,12,648989.0,2020-12
Tourist. National Total. Base data. ,2020,11,456814.0,2020-11
Tourist. National Total. Base data. ,2020,10,1020773.0,2020-10
Tourist. National Total. Base data. ,2020,9,1138868.0,2020-09
Tourist. National Total. Base data. ,2020,8,2440978.0,2020-08
Tourist. National Total. Base data. ,2020,7,2464779.0,2020-07
Tourist. National Total. Base data. ,2020,6,204272.0,2020-06
Tourist. National Total. Base data. ,2020,5,0.0,2020-05
Tourist. National Total. Base data. ,2020,4,0.0,2020-04
Tourist. National Total. Base data. ,2020,3,1997262.0,2020-03
Tourist. National Total. Base data. ,2020,2,4427344.0,2020-02
Tourist. National Total. Base data. ,2020,1,4133024.0,2020-01
Tourist. National Total. Base data. ,2019,12,4304741.0,2019-12
Tourist. National Total. Base data. ,2019,11,4655021.0,2019-11
Tourist. National Total. Base data. ,2019,10,7587749.0,2019-10
Tourist. National Total. Base data. ,2019,9,8845152.0,2019-09
Tourist. National Total. Base data. ,2019,8,10118366.0,2019-08
Tourist. National Total. Base data. ,2019,7,9873270.0,2019-07
Tourist. National Total. Base data. ,2019,6,8833893.0,2019-06
Tourist. National Total. Base data. ,2019,5,7919204.0,2019-05
Tourist. National Total. Base data. ,2019,4,7146033.0,2019-04
Tourist. National Total. Base data. ,2019,3,5649577.0,2019-03
Tourist. National Total. Base data. ,2019,2,4380504.0,2019-02
Tourist. National Total. Base data. ,2019,1,4195641.0,2019-01
Tourist. National Total. Base data. ,2018,12,4354798.0,2018-12
Tourist. National Total. Base data. ,2018,11,4536873.0,2018-11
Tourist. National Total. Base data. ,2018,10,7649860.0,2018-10
Tourist. National Total. Base data. ,2018,9,8932308.0,2018-09
Tourist. National Total. Base data. ,2018,8,10175761.0,2018-08
Tourist. National Total. Base data. ,2018,7,10020246.0,2018-07
Tourist. National Total. Base data. ,2018,6,8554306.0,2018-06
Tourist. National Total. Base data. ,2018,5,8086048.0,2018-05
Tourist. National Total. Base data. ,2018,4,6780378.0,2018-04
Tourist. National Total. Base data. ,2018,3,5393186.0,2018-03
Tourist. National Total. Base data. ,2018,2,4218047.0,2018-02
Tourist. National Total. Base data. ,2018,1,4106601.0,2018-01
Tourist. National Total. Base data. ,2017,12,3982530.0,2017-12
Tourist. National Total. Base data. ,2017,11,4392575.0,2017-11
Tourist. National Total. Base data. ,2017,10,7269931.0,2017-10
Tourist. National Total. Base data. ,2017,9,8877270.0,2017-09
Tourist. National Total. Base data. ,2017,8,10397745.0,2017-08
Tourist. National Total. Base data. ,2017,7,10493438.0,2017-07
Tourist. National Total. Base data. ,2017,6,8431975.0,2017-06
Tourist. National Total. Base data. ,2017,5,8002648.0,2017-05
Tourist. National Total. Base data. ,2017,4,7081594.0,2017-04
Tourist. National Total. Base data. ,2017,3,4913943.0,2017-03
Tourist. National Total. Base data. ,2017,2,4119137.0,2017-02
Tourist. National Total. Base data. ,2017,1,3905736.0,2017-01
Tourist. National Total. Base data. ,2016,12,3990446.0,2016-12
Tourist. National Total. Base data. ,2016,11,4098262.0,2016-11
Tourist. National Total. Base data. ,2016,10,7137723.0,2016-10
Tourist. National Total. Base data. ,2016,9,7932607.0,2016-09
Tourist. National Total. Base data. ,2016,8,10027471.0,2016-08
Tourist. National Total. Base data. ,2016,7,9545792.0,2016-07
Tourist. National Total. Base data. ,2016,6,7552758.0,2016-06
Tourist. National Total. Base data. ,2016,5,7111154.0,2016-05
Tourist. National Total. Base data. ,2016,4,6086327.0,2016-04
Tourist. National Total. Base data. ,2016,3,4627206.0,2016-03
Tourist. National Total. Base data. ,2016,2,3678726.0,2016-02
Tourist. National Total. Base data. ,2016,1,3526537.0,2016-01
Tourist. National Total. Base data. ,2015,12,3512914.0,2015-12
Tourist. National Total. Base data. ,2015,11,3754802.0,2015-11
Tourist. National Total. Base data. ,2015,10,6432341.0,2015-10
Tourist. National Total. Annual variation rate. ,2026,7,4.64,2026-07
Tourist. National Total. Annual variation rate. ,2026,6,2.89,2026-06
Tourist. National Total. Annual variation rate. ,2026,5,9.49,2026-05
Tourist. National Total. Annual variation rate. ,2026,4,5.24,2026-04
Tourist. National Total. Annual variation rate. ,2026,3,3.27,2026-03
Tourist. National Total. Annual variation rate. ,2026,2,2.82,2026-02
Tourist. National Total. Annual variation rate. ,2026,1,1.19,2026-01
Tourist. National Total. Annual variation rate. ,2025,12,0.25,2025-12
Tourist. National Total. Annual variation rate. ,2025,11,1.85,2025-11
Tourist. National Total. Annual variation rate. ,2025,10,3.26,2025-10
Tourist. National Total. Annual variation rate. ,2025,9,1.21,2025-09
Tourist. National Total. Annual variation rate. ,2025,8,2.72,2025-08
Tourist. National Total. Annual variation rate. ,2025,7,1.61,2025-07
Tourist. National Total. Annual variation rate. ,2025,6,1.87,2025-06
Tourist. National Total. Annual variation rate. ,2025,5,1.24,2025-05
Tourist. National Total. Annual variation rate. ,2025,4,10.53,2025-04
Tourist. National Total. Annual variation rate. ,2025,3,3.85,2025-03
Tourist. National Total. Annual variation rate. ,2025,2,8.03,2025-02
Tourist. National Total. Annual variation rate. ,2025,1,6.1,2025-01
Tourist. National Total. Annual variation rate. ,2024,12,1.06,2024-12
Tourist. National Total. Annual variation rate. ,2024,11,10.41,2024-11
Tourist. National Total. Annual variation rate. ,2024,10,9.47,2024-10
Tourist. National Total. Annual variation rate. ,2024,9,9.17,2024-09
Tourist. National Total. Annual variation rate. ,2024,8,7.3,2024-08
Tourist. National Total. Annual variation rate. ,2024,7,7.27,2024-07
Tourist. National Total. Annual variation rate. ,2024,6,11.94,2024-06
Tourist. National Total. Annual variation rate. ,2024,5,11.51,2024-05
Tourist. National Total. Annual variation rate. ,2024,4,7.69,2024-04
Tourist. National Total. Annual variation rate. ,2024,3,21.02,2024-03
Tourist. National Total. Annual variation rate. ,2024,2,16.04,2024-02
Tourist. National Total. Annual variation rate. ,2024,1,15.49,2024-01
Tourist. National Total. Annual variation rate. ,2023,12,26.21,2023-12
Tourist. National Total. Annual variation rate. ,2023,11,18.48,2023-11
Tourist. National Total. Annual variation rate. ,2023,10,14.07,2023-10
Tourist. National Total. Annual variation rate. ,2023,9,13.24,2023-09
Tourist. National Total. Annual variation rate. ,2023,8,15.12,2023-08
Tourist. National Total. Annual variation rate. ,2023,7,11.28,2023-07
Tourist. National Total. Annual variation rate. ,2023,6,10.79,2023-06
Tourist. National Total. Annual variation rate. ,2023,5,18.77,2023-05
Tourist. National Total. Annual variation rate. ,2023,4,18.37,2023-04
Tourist. National Total. Annual variation rate. ,2023,3,29.9,2023-03
Tourist. National Total. Annual variation rate. ,2023,2,35.9,2023-02
Tourist. National Total. Annual variation rate. ,2023,1,65.3,2023-01
Tourist. National Total. Annual variation rate. ,2022,12,40.03,2022-12
Tourist. National Total. Annual variation rate. ,2022,11,28.93,2022-11
Tourist. National Total. Annual variation rate. ,2022,10,39.39,2022-10
Tourist. National Total. Annual variation rate. ,2022,9,65.12,2022-09
Tourist. National Total. Annual variation rate. ,2022,8,70.28,2022-08
Tourist. National Total. Annual variation rate. ,2022,7,106.67,2022-07
Tourist. National Total. Annual variation rate. ,2022,6,238.31,2022-06
Tourist. National Total. Annual variation rate. ,2022,5,412.66,2022-05
Tourist. National Total. Annual variation rate. ,2022,4,870.48,2022-04
Tourist. National Total. Annual variation rate. ,2022,3,722.0,2022-03
Tourist. National Total. Annual variation rate. ,2022,2,1015.64,2022-02
Tourist. National Total. Annual variation rate. ,2022,1,471.14,2022-01
Tourist. National Total. Annual variation rate. ,2021,12,354.17,2021-12
Tourist. National Total. Annual variation rate. ,2021,11,635.95,2021-11
Tourist. National Total. Annual variation rate. ,2021,10,404.4,2021-10
Tourist. National Total. Annual variation rate. ,2021,9,313.04,2021-09
Tourist. National Total. Annual variation rate. ,2021,8,112.89,2021-08
Tourist. National Total. Annual variation rate. ,2021,7,78.47,2021-07
Tourist. National Total. Annual variation rate. ,2021,6,985.0,2021-06
Tourist. National Total. Annual variation rate. ,2021,5,,2021-05
Tourist. National Total. Annual variation rate. ,2021,4,,2021-04
Tourist. National Total. Annual variation rate. ,2021,3,-75.39,2021-03
Tourist. National Total. Annual variation rate. ,2021,2,-93.56,2021-02
Tourist. National Total. Annual variation rate. ,2021,1,-89.4,2021-01
Tourist. National Total. Annual variation rate. ,2020,12,-84.92,2020-12
Tourist. National Total. Annual variation rate. ,2020,11,-90.19,2020-11
Tourist. National Total. Annual variation rate. ,2020,10,-86.55,2020-10
Tourist. National Total. Annual variation rate. ,2020,9,-87.12,2020-09
Tourist. National Total. Annual variation rate. ,2020,8,-75.88,2020-08
Tourist. National Total. Annual variation rate. ,2020,7,-75.04,2020-07
Tourist. National Total. Annual variation rate. ,2020,6,-97.69,2020-06
Tourist. National Total. Annual variation rate. ,2020,5,-100.0,2020-05
Tourist. National Total. Annual variation rate. ,2020,4,-100.0,2020-04
Tourist. National Total. Annual variation rate. ,2020,3,-64.65,2020-03
Tourist. National Total. Annual variation rate. ,2020,2,1.07,2020-02
Tourist. National Total. Annual variation rate. ,2020,1,-1.49,2020-01
Tourist. National Total. Annual variation rate. ,2019,12,-1.15,2019-12
Tourist. National Total. Annual variation rate. ,2019,11,2.6,2019-11
Tourist. National Total. Annual variation rate. ,2019,10,-0.81,2019-10
Tourist. National Total. Annual variation rate. ,2019,9,-0.98,2019-09
Tourist. National Total. Annual variation rate. ,2019,8,-0.56,2019-08
Tourist. National Total. Annual variation rate. ,2019,7,-1.47,2019-07
Tourist. National Total. Annual variation rate. ,2019,6,3.27,2019-06
Tourist. National Total. Annual variation rate. ,2019,5,-2.06,2019-05
Tourist. National Total. Annual variation rate. ,2019,4,5.39,2019-04
Tourist. National Total. Annual variation rate. ,2019,3,4.75,2019-03
Tourist. National Total. Annual variation rate. ,2019,2,3.85,2019-02
Tourist. National Total. Annual variation rate. ,2019,1,2.17,2019-01
Tourist. National Total. Annual variation rate. ,2018,12,9.35,2018-12
Tourist. National Total. Annual variation rate. ,2018,11,3.29,2018-11
Tourist. National Total. Annual variation rate. ,2018,10,5.23,2018-10
Tourist. National Total. Annual variation rate. ,2018,9,0.62,2018-09
Tourist. National Total. Annual variation rate. ,2018,8,-2.13,2018-08
Tourist. National Total. Annual variation rate. ,2018,7,-4.51,2018-07
Tourist. National Total. Annual variation rate. ,2018,6,1.45,2018-06
Tourist. National Total. Annual variation rate. ,2018,5,1.04,2018-05
Tourist. National Total. Annual variation rate. ,2018,4,-4.25,2018-04
Tourist. National Total. Annual variation rate. ,2018,3,9.75,2018-03
Tourist. National Total. Annual variation rate. ,2018,2,2.4,2018-02
Tourist. National Total. Annual variation rate. ,2018,1,5.14,2018-01
Tourist. National Total. Annual variation rate. ,2017,12,-0.2,2017-12
Tourist. National Total. Annual variation rate. ,2017,11,7.18,2017-11
Tourist. National Total. Annual variation rate. ,2017,10,1.85,2017-10
Tourist. National Total. Annual variation rate. ,2017,9,11.91,2017-09
Tourist. National Total. Annual variation rate. ,2017,8,3.69,2017-08
Tourist. National Total. Annual variation rate. ,2017,7,9.93,2017-07
Tourist. National Total. Annual variation rate. ,2017,6,11.64,2017-06
Tourist. National Total. Annual variation rate. ,2017,5,12.54,2017-05
Tourist. National Total. Annual variation rate. ,2017,4,16.35,2017-04
Tourist. National Total. Annual variation rate. ,2017,3,6.2,2017-03
Tourist. National Total. Annual variation rate. ,2017,2,11.97,2017-02
Tourist. National Total. Annual variation rate. ,2017,1,10.75,2017-01
Tourist. National Total. Annual variation rate. ,2016,12,13.59,2016-12
Tourist. National Total. Annual variation rate. ,2016,11,9.15,2016-11
Tourist. National Total. Annual variation rate. ,2016,10,10.97,2016-10
Tourist. National Total. Annual variation rate. ,2016,9,9.52,2016-09
Tourist. National Total. Annual variation rate. ,2016,8,6.34,2016-08
Tourist. National Total. Annual variation rate. ,2016,7,9.99,2016-07
Tourist. National Total. Annual variation rate. ,2016,6,12.89,2016-06
Tourist. National Total. Annual variation rate. ,2016,5,8.19,2016-05
Tourist. National Total. Annual variation rate. ,2016,4,11.59,2016-04
Tourist. National Total. Annual variation rate. ,2016,3,15.45,2016-03
Tourist. National Total. Annual variation rate. ,2016,2,13.95,2016-02
Tourist. National Total. Annual variation rate. ,2016,1,11.04,2016-01
Tourist. National Total. Annual variation rate. ,2015,12,7.92,2015-12
Tourist. National Total. Annual variation rate. ,2015,11,10.56,2015-11
Tourist. National Total. Annual variation rate. ,2015,10,8.89,2015-10
Tourist. National Total. Year-to-date data. ,2026,7,58106406.0,2026-07
Tourist. National Total. Year-to-date data. ,2026,6,46567610.0,2026-06
Tourist. National Total. Year-to-date data. ,2026,5,36821120.0,2026-05
Tourist. National Total. Year-to-date data. ,2026,4,26561050.0,2026-04
Tourist. National Total. Year-to-date data. ,2026,3,17506921.0,2026-03
Tourist. National Total. Year-to-date data. ,2026,2,10696292.0,2026-02
Tourist. National Total. Year-to-date data. ,2026,1,5127256.0,2026-01
Tourist. National Total. Year-to-date data. ,2025,12,96803894.0,2025-12
Tourist. National Total. Year-to-date data. ,2025,11,91526529.0,2025-11
Tourist. National Total. Year-to-date data. ,2025,10,85751634.0,2025-10
Tourist. National Total. Year-to-date data. ,2025,9,76497428.0,2025-09
Tourist. National Total. Year-to-date data. ,2025,8,66779704.0,2025-08
Tourist. National Total. Year-to-date data. ,2025,7,55552485.0,2025-07
Tourist. National Total. Year-to-date data. ,2025,6,44525804.0,2025-06
Tourist. National Total. Year-to-date data. ,2025,5,35052632.0,2025-05
Tourist. National Total. Year-to-date data. ,2025,4,25681759.0,2025-04
Tourist. National Total. Year-to-date data. ,2025,3,17078064.0,2025-03
Tourist. National Total. Year-to-date data. ,2025,2,10483152.0,2025-02
Tourist. National Total. Year-to-date data. ,2025,1,5066976.0,2025-01
Tourist. National Total. Year-to-date data. ,2024,12,93759297.0,2024-12
Tourist. National Total. Year-to-date data. ,2024,11,88494922.0,2024-11
Tourist. National Total. Year-to-date data. ,2024,10,82824703.0,2024-10
Tourist. National Total. Year-to-date data. ,2024,9,73862771.0,2024-09
Tourist. National Total. Year-to-date data. ,2024,8,64260756.0,2024-08
Tourist. National Total. Year-to-date data. ,2024,7,53331172.0,2024-07
Tourist. National Total. Year-to-date data. ,2024,6,42478825.0,2024-06
Tourist. National Total. Year-to-date data. ,2024,5,33179251.0,2024-05
Tourist. National Total. Year-to-date data. ,2024,4,23923266.0,2024-04
Tourist. National Total. Year-to-date data. ,2024,3,16139516.0,2024-03
Tourist. National Total. Year-to-date data. ,2024,2,9789046.0,2024-02
Tourist. National Total. Year-to-date data. ,2024,1,4775549.0,2024-01
Tourist. National Total. Year-to-date data. ,2023,12,85169050.0,2023-12
Tourist. National Total. Year-to-date data. ,2023,11,79959965.0,2023-11
Tourist. National Total. Year-to-date data. ,2023,10,74824467.0,2023-10
Tourist. National Total. Year-to-date data. ,2023,9,66637444.0,2023-09
Tourist. National Total. Year-to-date data. ,2023,8,57842019.0,2023-08
Tourist. National Total. Year-to-date data. ,2023,7,47655855.0,2023-07
Tourist. National Total. Year-to-date data. ,2023,6,37538939.0,2023-06
Tourist. National Total. Year-to-date data. ,2023,5,29231479.0,2023-05
Tourist. National Total. Year-to-date data. ,2023,4,20931095.0,2023-04
Tourist. National Total. Year-to-date data. ,2023,3,13703001.0,2023-03
Tourist. National Total. Year-to-date data. ,2023,2,8455660.0,2023-02
Tourist. National Total. Year-to-date data. ,2023,1,4134995.0,2023-01
Tourist. National Total. Year-to-date data. ,2022,12,71659281.0,2022-12
Tourist. National Total. Year-to-date data. ,2022,11,67531989.0,2022-11
Tourist. National Total. Year-to-date data. ,2022,10,63197338.0,2022-10
Tourist. National Total. Year-to-date data. ,2022,9,56020354.0,2022-09
Tourist. National Total. Year-to-date data. ,2022,8,48253143.0,2022-08
Tourist. National Total. Year-to-date data. ,2022,7,39404478.0,2022-07
Tourist. National Total. Year-to-date data. ,2022,6,30313089.0,2022-06
Tourist. National Total. Year-to-date data. ,2022,5,22814932.0,2022-05
Tourist. National Total. Year-to-date data. ,2022,4,15826580.0,2022-04
Tourist. National Total. Year-to-date data. ,2022,3,9720263.0,2022-03
Tourist. National Total. Year-to-date data. ,2022,2,5680731.0,2022-02
Tourist. National Total. Year-to-date data. ,2022,1,2501443.0,2022-01
Tourist. National Total. Year-to-date data. ,2021,12,31180802.0,2021-12
Tourist. National Total. Year-to-date data. ,2021,11,28233277.0,2021-11
Tourist. National Total. Year-to-date data. ,2021,10,24871364.0,2021-10
Tourist. National Total. Year-to-date data. ,2021,9,19722543.0,2021-09
Tourist. National Total. Year-to-date data. ,2021,8,15018611.0,2021-08
Tourist. National Total. Year-to-date data. ,2021,7,9822091.0,2021-07
Tourist. National Total. Year-to-date data. ,2021,6,5423099.0,2021-06
Tourist. National Total. Year-to-date data. ,2021,5,3206743.0,2021-05
Tourist. National Total. Year-to-date data. ,2021,4,1843579.0,2021-04
Tourist. National Total. Year-to-date data. ,2021,3,1214373.0,2021-03
Tourist. National Total. Year-to-date data. ,2021,2,722947.0,2021-02
Tourist. National Total. Year-to-date data. ,2021,1,437973.0,2021-01
Tourist. National Total. Year-to-date data. ,2020,12,18933103.0,2020-12
Tourist. National Total. Year-to-date data. ,2020,11,18284113.0,2020-11
Tourist. National Total. Year-to-date data. ,2020,10,17827299.0,2020-10
Tourist. National Total. Year-to-date data. ,2020,9,16806526.0,2020-09
Tourist. National Total. Year-to-date data. ,2020,8,15667658.0,2020-08
Tourist. National Total. Year-to-date data. ,2020,7,13226680.0,2020-07
Tourist. National Total. Year-to-date data. ,2020,6,10761901.0,2020-06
Tourist. National Total. Year-to-date data. ,2020,5,10557629.0,2020-05
Tourist. National Total. Year-to-date data. ,2020,4,10557629.0,2020-04
Tourist. National Total. Year-to-date data. ,2020,3,10557629.0,2020-03
Tourist. National Total. Year-to-date data. ,2020,2,8560367.0,2020-02
Tourist. National Total. Year-to-date data. ,2020,1,4133024.0,2020-01
Tourist. National Total. Year-to-date data. ,2019,12,83509153.0,2019-12
Tourist. National Total. Year-to-date data. ,2019,11,79204413.0,2019-11
Tourist. National Total. Year-to-date data. ,2019,10,74549391.0,2019-10
Tourist. National Total. Year-to-date data. ,2019,9,66961642.0,2019-09
Tourist. National Total. Year-to-date data. ,2019,8,58116490.0,2019-08
Tourist. National Total. Year-to-date data. ,2019,7,47998124.0,2019-07
Tourist. National Total. Year-to-date data. ,2019,6,38124854.0,2019-06
Tourist. National Total. Year-to-date data. ,2019,5,29290961.0,2019-05
Tourist. National Total. Year-to-date data. ,2019,4,21371757.0,2019-04
Tourist. National Total. Year-to-date data. ,2019,3,14225723.0,2019-03
Tourist. National Total. Year-to-date data. ,2019,2,8576146.0,2019-02
Tourist. National Total. Year-to-date data. ,2019,1,4195641.0,2019-01
Tourist. National Total. Year-to-date data. ,2018,12,82808413.0,2018-12
Tourist. National Total. Year-to-date data. ,2018,11,78453616.0,2018-11
Tourist. National Total. Year-to-date data. ,2018,10,73916743.0,2018-10
Tourist. National Total. Year-to-date data. ,2018,9,66266882.0,2018-09
Tourist. National Total. Year-to-date data. ,2018,8,57334574.0,2018-08
Tourist. National Total. Year-to-date data. ,2018,7,47158813.0,2018-07
