name,year,month,value,period
National. Travellers. Four gold stars. Residents abroad.,2011,5,1809803.0,2011-05
National. Travellers. Four gold stars. Residents abroad.,2011,4,1633228.0,2011-04
National. Travellers. Four gold stars. Residents abroad.,2011,3,1247738.0,2011-03
National. Travellers. Four gold stars. Residents abroad.,2011,2,928774.0,2011-02
National. Travellers. Four gold stars. Residents abroad.,2011,1,795627.0,2011-01
National. Travellers. Four gold stars. Residents abroad.,2010,12,851864.0,2010-12
National. Travellers. Four gold stars. Residents abroad.,2010,11,1029122.0,2010-11
National. Travellers. Four gold stars. Residents abroad.,2010,10,1632461.0,2010-10
National. Travellers. Four gold stars. Residents abroad.,2010,9,1702055.0,2010-09
National. Travellers. Four gold stars. Residents abroad.,2010,8,1724115.0,2010-08
National. Travellers. Four gold stars. Residents abroad.,2010,7,1746260.0,2010-07
National. Travellers. Four gold stars. Residents abroad.,2010,6,1563122.0,2010-06
National. Travellers. Four gold stars. Residents abroad.,2010,5,1620070.0,2010-05
National. Travellers. Four gold stars. Residents abroad.,2010,4,1369306.0,2010-04
National. Travellers. Four gold stars. Residents abroad.,2010,3,1067594.0,2010-03
National. Travellers. Four gold stars. Residents abroad.,2010,2,837097.0,2010-02
National. Travellers. Four gold stars. Residents abroad.,2010,1,683960.0,2010-01
National. Travellers. Four gold stars. Residents abroad.,2009,12,741097.0,2009-12
National. Travellers. Three gold stars. Total.,2026,7,3234082.0,2026-07
National. Travellers. Three gold stars. Total.,2026,6,2995961.0,2026-06
National. Travellers. Three gold stars. Total.,2026,5,2923752.0,2026-05
National. Travellers. Three gold stars. Total.,2026,4,2325304.0,2026-04
National. Travellers. Three gold stars. Total.,2026,3,1947375.0,2026-03
National. Travellers. Three gold stars. Total.,2026,2,1450911.0,2026-02
National. Travellers. Three gold stars. Total.,2026,1,1318825.0,2026-01
National. Travellers. Three gold stars. Total.,2025,12,1510877.0,2025-12
National. Travellers. Three gold stars. Total.,2025,11,1590383.0,2025-11
National. Travellers. Three gold stars. Total.,2025,10,2525910.0,2025-10
National. Travellers. Three gold stars. Total.,2025,9,2896882.0,2025-09
National. Travellers. Three gold stars. Total.,2025,8,3446189.0,2025-08
National. Travellers. Three gold stars. Total.,2025,7,3201650.0,2025-07
National. Travellers. Three gold stars. Total.,2025,6,3018293.0,2025-06
National. Travellers. Three gold stars. Total.,2025,5,2874904.0,2025-05
National. Travellers. Three gold stars. Total.,2025,4,2319117.0,2025-04
National. Travellers. Three gold stars. Total.,2025,3,1764634.0,2025-03
National. Travellers. Three gold stars. Total.,2025,2,1477986.0,2025-02
National. Travellers. Three gold stars. Total.,2025,1,1289048.0,2025-01
National. Travellers. Three gold stars. Total.,2024,12,1448128.0,2024-12
National. Travellers. Three gold stars. Total.,2024,11,1574095.0,2024-11
National. Travellers. Three gold stars. Total.,2024,10,2543532.0,2024-10
National. Travellers. Three gold stars. Total.,2024,9,2900627.0,2024-09
National. Travellers. Three gold stars. Total.,2024,8,3478478.0,2024-08
National. Travellers. Three gold stars. Total.,2024,7,3174355.0,2024-07
National. Travellers. Three gold stars. Total.,2024,6,3016505.0,2024-06
National. Travellers. Three gold stars. Total.,2024,5,2889828.0,2024-05
National. Travellers. Three gold stars. Total.,2024,4,2196078.0,2024-04
National. Travellers. Three gold stars. Total.,2024,3,1949641.0,2024-03
National. Travellers. Three gold stars. Total.,2024,2,1436061.0,2024-02
National. Travellers. Three gold stars. Total.,2024,1,1236518.0,2024-01
National. Travellers. Three gold stars. Total.,2023,12,1486613.0,2023-12
National. Travellers. Three gold stars. Total.,2023,11,1519944.0,2023-11
National. Travellers. Three gold stars. Total.,2023,10,2481981.0,2023-10
National. Travellers. Three gold stars. Total.,2023,9,2981935.0,2023-09
National. Travellers. Three gold stars. Total.,2023,8,3419883.0,2023-08
National. Travellers. Three gold stars. Total.,2023,7,3304136.0,2023-07
National. Travellers. Three gold stars. Total.,2023,6,2996636.0,2023-06
National. Travellers. Three gold stars. Total.,2023,5,2718895.0,2023-05
National. Travellers. Three gold stars. Total.,2023,4,2429480.0,2023-04
National. Travellers. Three gold stars. Total.,2023,3,1702415.0,2023-03
National. Travellers. Three gold stars. Total.,2023,2,1373510.0,2023-02
National. Travellers. Three gold stars. Total.,2023,1,1225158.0,2023-01
National. Travellers. Three gold stars. Total.,2022,12,1386170.0,2022-12
National. Travellers. Three gold stars. Total.,2022,11,1425222.0,2022-11
National. Travellers. Three gold stars. Total.,2022,10,2385093.0,2022-10
National. Travellers. Three gold stars. Total.,2022,9,2872762.0,2022-09
National. Travellers. Three gold stars. Total.,2022,8,3458830.0,2022-08
National. Travellers. Three gold stars. Total.,2022,7,3287093.0,2022-07
National. Travellers. Three gold stars. Total.,2022,6,2952905.0,2022-06
National. Travellers. Three gold stars. Total.,2022,5,2512585.0,2022-05
National. Travellers. Three gold stars. Total.,2022,4,2124127.0,2022-04
National. Travellers. Three gold stars. Total.,2022,3,1438541.0,2022-03
National. Travellers. Three gold stars. Total.,2022,2,1228016.0,2022-02
National. Travellers. Three gold stars. Total.,2022,1,890967.0,2022-01
National. Travellers. Three gold stars. Total.,2021,12,1144605.0,2021-12
National. Travellers. Three gold stars. Total.,2021,11,1235105.0,2021-11
National. Travellers. Three gold stars. Total.,2021,10,1961548.0,2021-10
National. Travellers. Three gold stars. Total.,2021,9,2085749.0,2021-09
National. Travellers. Three gold stars. Total.,2021,8,2722816.0,2021-08
National. Travellers. Three gold stars. Total.,2021,7,2178943.0,2021-07
National. Travellers. Three gold stars. Total.,2021,6,1394882.0,2021-06
National. Travellers. Three gold stars. Total.,2021,5,737613.0,2021-05
National. Travellers. Three gold stars. Total.,2021,4,433615.0,2021-04
National. Travellers. Three gold stars. Total.,2021,3,406207.0,2021-03
National. Travellers. Three gold stars. Total.,2021,2,271477.0,2021-02
National. Travellers. Three gold stars. Total.,2021,1,250668.0,2021-01
National. Travellers. Three gold stars. Total.,2020,12,322114.0,2020-12
National. Travellers. Three gold stars. Total.,2020,11,279094.0,2020-11
National. Travellers. Three gold stars. Total.,2020,10,561041.0,2020-10
National. Travellers. Three gold stars. Total.,2020,9,862433.0,2020-09
National. Travellers. Three gold stars. Total.,2020,8,1546625.0,2020-08
National. Travellers. Three gold stars. Total.,2020,7,1158928.0,2020-07
National. Travellers. Three gold stars. Total.,2020,6,257442.0,2020-06
National. Travellers. Three gold stars. Total.,2020,5,37158.0,2020-05
National. Travellers. Three gold stars. Total.,2020,4,0.0,2020-04
National. Travellers. Three gold stars. Total.,2020,3,592221.0,2020-03
National. Travellers. Three gold stars. Total.,2020,2,1562592.0,2020-02
National. Travellers. Three gold stars. Total.,2020,1,1309555.0,2020-01
National. Travellers. Three gold stars. Total.,2019,12,1473018.0,2019-12
National. Travellers. Three gold stars. Total.,2019,11,1594994.0,2019-11
National. Travellers. Three gold stars. Total.,2019,10,2490724.0,2019-10
National. Travellers. Three gold stars. Total.,2019,9,3003003.0,2019-09
National. Travellers. Three gold stars. Total.,2019,8,3642028.0,2019-08
National. Travellers. Three gold stars. Total.,2019,7,3328525.0,2019-07
National. Travellers. Three gold stars. Total.,2019,6,3153150.0,2019-06
National. Travellers. Three gold stars. Total.,2019,5,2858037.0,2019-05
National. Travellers. Three gold stars. Total.,2019,4,2383520.0,2019-04
National. Travellers. Three gold stars. Total.,2019,3,1894229.0,2019-03
National. Travellers. Three gold stars. Total.,2019,2,1503252.0,2019-02
National. Travellers. Three gold stars. Total.,2019,1,1292334.0,2019-01
National. Travellers. Three gold stars. Total.,2018,12,1481576.0,2018-12
National. Travellers. Three gold stars. Total.,2018,11,1563452.0,2018-11
National. Travellers. Three gold stars. Total.,2018,10,2527873.0,2018-10
National. Travellers. Three gold stars. Total.,2018,9,3133748.0,2018-09
National. Travellers. Three gold stars. Total.,2018,8,3572472.0,2018-08
National. Travellers. Three gold stars. Total.,2018,7,3333743.0,2018-07
National. Travellers. Three gold stars. Total.,2018,6,3134274.0,2018-06
National. Travellers. Three gold stars. Total.,2018,5,2807566.0,2018-05
National. Travellers. Three gold stars. Total.,2018,4,2183379.0,2018-04
National. Travellers. Three gold stars. Total.,2018,3,1904640.0,2018-03
National. Travellers. Three gold stars. Total.,2018,2,1421752.0,2018-02
National. Travellers. Three gold stars. Total.,2018,1,1256103.0,2018-01
National. Travellers. Three gold stars. Total.,2017,12,1435328.0,2017-12
National. Travellers. Three gold stars. Total.,2017,11,1484603.0,2017-11
National. Travellers. Three gold stars. Total.,2017,10,2512150.0,2017-10
National. Travellers. Three gold stars. Total.,2017,9,3137019.0,2017-09
National. Travellers. Three gold stars. Total.,2017,8,3568965.0,2017-08
National. Travellers. Three gold stars. Total.,2017,7,3455009.0,2017-07
National. Travellers. Three gold stars. Total.,2017,6,3059974.0,2017-06
National. Travellers. Three gold stars. Total.,2017,5,2712634.0,2017-05
National. Travellers. Three gold stars. Total.,2017,4,2403661.0,2017-04
National. Travellers. Three gold stars. Total.,2017,3,1781923.0,2017-03
National. Travellers. Three gold stars. Total.,2017,2,1435837.0,2017-02
National. Travellers. Three gold stars. Total.,2017,1,1224319.0,2017-01
National. Travellers. Three gold stars. Total.,2016,12,1387349.0,2016-12
National. Travellers. Three gold stars. Total.,2016,11,1405026.0,2016-11
National. Travellers. Three gold stars. Total.,2016,10,2474524.0,2016-10
National. Travellers. Three gold stars. Total.,2016,9,2993505.0,2016-09
National. Travellers. Three gold stars. Total.,2016,8,3624228.0,2016-08
National. Travellers. Three gold stars. Total.,2016,7,3426822.0,2016-07
National. Travellers. Three gold stars. Total.,2016,6,2921741.0,2016-06
National. Travellers. Three gold stars. Total.,2016,5,2707288.0,2016-05
National. Travellers. Three gold stars. Total.,2016,4,2011848.0,2016-04
National. Travellers. Three gold stars. Total.,2016,3,1865855.0,2016-03
National. Travellers. Three gold stars. Total.,2016,2,1403659.0,2016-02
National. Travellers. Three gold stars. Total.,2016,1,1187880.0,2016-01
National. Travellers. Three gold stars. Total.,2015,12,1327793.0,2015-12
National. Travellers. Three gold stars. Total.,2015,11,1336483.0,2015-11
National. Travellers. Three gold stars. Total.,2015,10,2311619.0,2015-10
National. Travellers. Three gold stars. Total.,2015,9,2778522.0,2015-09
National. Travellers. Three gold stars. Total.,2015,8,3524898.0,2015-08
National. Travellers. Three gold stars. Total.,2015,7,3169161.0,2015-07
National. Travellers. Three gold stars. Total.,2015,6,2792893.0,2015-06
National. Travellers. Three gold stars. Total.,2015,5,2605960.0,2015-05
National. Travellers. Three gold stars. Total.,2015,4,2033401.0,2015-04
National. Travellers. Three gold stars. Total.,2015,3,1566647.0,2015-03
National. Travellers. Three gold stars. Total.,2015,2,1243140.0,2015-02
National. Travellers. Three gold stars. Total.,2015,1,1052987.0,2015-01
National. Travellers. Three gold stars. Total.,2014,12,1269385.0,2014-12
National. Travellers. Three gold stars. Total.,2014,11,1304338.0,2014-11
National. Travellers. Three gold stars. Total.,2014,10,2170612.0,2014-10
National. Travellers. Three gold stars. Total.,2014,9,2812917.0,2014-09
National. Travellers. Three gold stars. Total.,2014,8,3470403.0,2014-08
National. Travellers. Three gold stars. Total.,2014,7,3012637.0,2014-07
National. Travellers. Three gold stars. Total.,2014,6,2777401.0,2014-06
National. Travellers. Three gold stars. Total.,2014,5,2493687.0,2014-05
National. Travellers. Three gold stars. Total.,2014,4,1979714.0,2014-04
National. Travellers. Three gold stars. Total.,2014,3,1529090.0,2014-03
National. Travellers. Three gold stars. Total.,2014,2,1227135.0,2014-02
National. Travellers. Three gold stars. Total.,2014,1,1013212.0,2014-01
National. Travellers. Three gold stars. Total.,2013,12,1209324.0,2013-12
National. Travellers. Three gold stars. Total.,2013,11,1346482.0,2013-11
National. Travellers. Three gold stars. Total.,2013,10,2112339.0,2013-10
National. Travellers. Three gold stars. Total.,2013,9,2776808.0,2013-09
National. Travellers. Three gold stars. Total.,2013,8,3420168.0,2013-08
National. Travellers. Three gold stars. Total.,2013,7,3047105.0,2013-07
National. Travellers. Three gold stars. Total.,2013,6,2792539.0,2013-06
National. Travellers. Three gold stars. Total.,2013,5,2511906.0,2013-05
National. Travellers. Three gold stars. Total.,2013,4,1782074.0,2013-04
National. Travellers. Three gold stars. Total.,2013,3,1763917.0,2013-03
National. Travellers. Three gold stars. Total.,2013,2,1172549.0,2013-02
National. Travellers. Three gold stars. Total.,2013,1,958541.0,2013-01
National. Travellers. Three gold stars. Total.,2012,12,1130586.0,2012-12
National. Travellers. Three gold stars. Total.,2012,11,1238089.0,2012-11
National. Travellers. Three gold stars. Total.,2012,10,2062953.0,2012-10
National. Travellers. Three gold stars. Total.,2012,9,2808914.0,2012-09
National. Travellers. Three gold stars. Total.,2012,8,3259308.0,2012-08
National. Travellers. Three gold stars. Total.,2012,7,3132274.0,2012-07
National. Travellers. Three gold stars. Total.,2012,6,2821224.0,2012-06
National. Travellers. Three gold stars. Total.,2012,5,2453066.0,2012-05
National. Travellers. Three gold stars. Total.,2012,4,2044498.0,2012-04
National. Travellers. Three gold stars. Total.,2012,3,1647807.0,2012-03
National. Travellers. Three gold stars. Total.,2012,2,1315413.0,2012-02
National. Travellers. Three gold stars. Total.,2012,1,1071016.0,2012-01
National. Travellers. Three gold stars. Total.,2011,12,1203995.0,2011-12
National. Travellers. Three gold stars. Total.,2011,11,1293367.0,2011-11
National. Travellers. Three gold stars. Total.,2011,10,2280316.0,2011-10
National. Travellers. Three gold stars. Total.,2011,9,2831021.0,2011-09
National. Travellers. Three gold stars. Total.,2011,8,3452986.0,2011-08
National. Travellers. Three gold stars. Total.,2011,7,3298791.0,2011-07
National. Travellers. Three gold stars. Total.,2011,6,2905707.0,2011-06
National. Travellers. Three gold stars. Total.,2011,5,2456256.0,2011-05
National. Travellers. Three gold stars. Total.,2011,4,2213140.0,2011-04
National. Travellers. Three gold stars. Total.,2011,3,1657120.0,2011-03
National. Travellers. Three gold stars. Total.,2011,2,1339230.0,2011-02
National. Travellers. Three gold stars. Total.,2011,1,1045228.0,2011-01
National. Travellers. Three gold stars. Total.,2010,12,1245630.0,2010-12
National. Travellers. Three gold stars. Total.,2010,11,1334115.0,2010-11
National. Travellers. Three gold stars. Total.,2010,10,2333858.0,2010-10
National. Travellers. Three gold stars. Total.,2010,9,2687300.0,2010-09
National. Travellers. Three gold stars. Total.,2010,8,3299950.0,2010-08
National. Travellers. Three gold stars. Total.,2010,7,3168405.0,2010-07
National. Travellers. Three gold stars. Total.,2010,6,2688787.0,2010-06
National. Travellers. Three gold stars. Total.,2010,5,2525056.0,2010-05
National. Travellers. Three gold stars. Total.,2010,4,2062264.0,2010-04
National. Travellers. Three gold stars. Total.,2010,3,1666437.0,2010-03
National. Travellers. Three gold stars. Total.,2010,2,1314854.0,2010-02
National. Travellers. Three gold stars. Total.,2010,1,1040643.0,2010-01
National. Travellers. Three gold stars. Total.,2009,12,1211264.0,2009-12
National. Travellers. Three gold stars. Residents in Spain.,2026,7,1404248.0,2026-07
National. Travellers. Three gold stars. Residents in Spain.,2026,6,1332231.0,2026-06
National. Travellers. Three gold stars. Residents in Spain.,2026,5,1217067.0,2026-05
National. Travellers. Three gold stars. Residents in Spain.,2026,4,1156253.0,2026-04
National. Travellers. Three gold stars. Residents in Spain.,2026,3,1051295.0,2026-03
National. Travellers. Three gold stars. Residents in Spain.,2026,2,803953.0,2026-02
National. Travellers. Three gold stars. Residents in Spain.,2026,1,708165.0,2026-01
National. Travellers. Three gold stars. Residents in Spain.,2025,12,881258.0,2025-12
National. Travellers. Three gold stars. Residents in Spain.,2025,11,895072.0,2025-11
National. Travellers. Three gold stars. Residents in Spain.,2025,10,1140808.0,2025-10
National. Travellers. Three gold stars. Residents in Spain.,2025,9,1240366.0,2025-09
National. Travellers. Three gold stars. Residents in Spain.,2025,8,1558863.0,2025-08
National. Travellers. Three gold stars. Residents in Spain.,2025,7,1414823.0,2025-07
National. Travellers. Three gold stars. Residents in Spain.,2025,6,1356860.0,2025-06
National. Travellers. Three gold stars. Residents in Spain.,2025,5,1227140.0,2025-05
National. Travellers. Three gold stars. Residents in Spain.,2025,4,1159158.0,2025-04
National. Travellers. Three gold stars. Residents in Spain.,2025,3,953140.0,2025-03
National. Travellers. Three gold stars. Residents in Spain.,2025,2,839974.0,2025-02
National. Travellers. Three gold stars. Residents in Spain.,2025,1,712357.0,2025-01
National. Travellers. Three gold stars. Residents in Spain.,2024,12,874414.0,2024-12
National. Travellers. Three gold stars. Residents in Spain.,2024,11,903858.0,2024-11
National. Travellers. Three gold stars. Residents in Spain.,2024,10,1119524.0,2024-10
National. Travellers. Three gold stars. Residents in Spain.,2024,9,1237304.0,2024-09
National. Travellers. Three gold stars. Residents in Spain.,2024,8,1578240.0,2024-08
National. Travellers. Three gold stars. Residents in Spain.,2024,7,1399620.0,2024-07
National. Travellers. Three gold stars. Residents in Spain.,2024,6,1382990.0,2024-06
National. Travellers. Three gold stars. Residents in Spain.,2024,5,1211046.0,2024-05
National. Travellers. Three gold stars. Residents in Spain.,2024,4,1058816.0,2024-04
National. Travellers. Three gold stars. Residents in Spain.,2024,3,1106698.0,2024-03
National. Travellers. Three gold stars. Residents in Spain.,2024,2,824195.0,2024-02
National. Travellers. Three gold stars. Residents in Spain.,2024,1,687951.0,2024-01
National. Travellers. Three gold stars. Residents in Spain.,2023,12,887806.0,2023-12
National. Travellers. Three gold stars. Residents in Spain.,2023,11,857575.0,2023-11
National. Travellers. Three gold stars. Residents in Spain.,2023,10,1149941.0,2023-10
National. Travellers. Three gold stars. Residents in Spain.,2023,9,1295061.0,2023-09
National. Travellers. Three gold stars. Residents in Spain.,2023,8,1577966.0,2023-08
National. Travellers. Three gold stars. Residents in Spain.,2023,7,1494087.0,2023-07
National. Travellers. Three gold stars. Residents in Spain.,2023,6,1414070.0,2023-06
National. Travellers. Three gold stars. Residents in Spain.,2023,5,1165696.0,2023-05
National. Travellers. Three gold stars. Residents in Spain.,2023,4,1298677.0,2023-04
National. Travellers. Three gold stars. Residents in Spain.,2023,3,1005630.0,2023-03
National. Travellers. Three gold stars. Residents in Spain.,2023,2,821284.0,2023-02
National. Travellers. Three gold stars. Residents in Spain.,2023,1,725626.0,2023-01
National. Travellers. Three gold stars. Residents in Spain.,2022,12,861269.0,2022-12
National. Travellers. Three gold stars. Residents in Spain.,2022,11,862582.0,2022-11
National. Travellers. Three gold stars. Residents in Spain.,2022,10,1162754.0,2022-10
National. Travellers. Three gold stars. Residents in Spain.,2022,9,1325748.0,2022-09
National. Travellers. Three gold stars. Residents in Spain.,2022,8,1676340.0,2022-08
National. Travellers. Three gold stars. Residents in Spain.,2022,7,1574067.0,2022-07
National. Travellers. Three gold stars. Residents in Spain.,2022,6,1449232.0,2022-06
National. Travellers. Three gold stars. Residents in Spain.,2022,5,1190565.0,2022-05
National. Travellers. Three gold stars. Residents in Spain.,2022,4,1242885.0,2022-04
National. Travellers. Three gold stars. Residents in Spain.,2022,3,866304.0,2022-03
National. Travellers. Three gold stars. Residents in Spain.,2022,2,800455.0,2022-02
National. Travellers. Three gold stars. Residents in Spain.,2022,1,578606.0,2022-01
National. Travellers. Three gold stars. Residents in Spain.,2021,12,786719.0,2021-12
National. Travellers. Three gold stars. Residents in Spain.,2021,11,791946.0,2021-11
National. Travellers. Three gold stars. Residents in Spain.,2021,10,1175748.0,2021-10
National. Travellers. Three gold stars. Residents in Spain.,2021,9,1264539.0,2021-09
National. Travellers. Three gold stars. Residents in Spain.,2021,8,1816970.0,2021-08
National. Travellers. Three gold stars. Residents in Spain.,2021,7,1464596.0,2021-07
National. Travellers. Three gold stars. Residents in Spain.,2021,6,1040496.0,2021-06
National. Travellers. Three gold stars. Residents in Spain.,2021,5,589611.0,2021-05
National. Travellers. Three gold stars. Residents in Spain.,2021,4,363763.0,2021-04
National. Travellers. Three gold stars. Residents in Spain.,2021,3,347560.0,2021-03
National. Travellers. Three gold stars. Residents in Spain.,2021,2,231784.0,2021-02
National. Travellers. Three gold stars. Residents in Spain.,2021,1,206493.0,2021-01
National. Travellers. Three gold stars. Residents in Spain.,2020,12,258487.0,2020-12
National. Travellers. Three gold stars. Residents in Spain.,2020,11,224144.0,2020-11
National. Travellers. Three gold stars. Residents in Spain.,2020,10,447628.0,2020-10
National. Travellers. Three gold stars. Residents in Spain.,2020,9,711079.0,2020-09
National. Travellers. Three gold stars. Residents in Spain.,2020,8,1199990.0,2020-08
National. Travellers. Three gold stars. Residents in Spain.,2020,7,854774.0,2020-07
National. Travellers. Three gold stars. Residents in Spain.,2020,6,221788.0,2020-06
National. Travellers. Three gold stars. Residents in Spain.,2020,5,33271.0,2020-05
National. Travellers. Three gold stars. Residents in Spain.,2020,4,0.0,2020-04
National. Travellers. Three gold stars. Residents in Spain.,2020,3,334921.0,2020-03
National. Travellers. Three gold stars. Residents in Spain.,2020,2,928881.0,2020-02
National. Travellers. Three gold stars. Residents in Spain.,2020,1,733882.0,2020-01
National. Travellers. Three gold stars. Residents in Spain.,2019,12,896556.0,2019-12
National. Travellers. Three gold stars. Residents in Spain.,2019,11,924862.0,2019-11
National. Travellers. Three gold stars. Residents in Spain.,2019,10,1128558.0,2019-10
National. Travellers. Three gold stars. Residents in Spain.,2019,9,1299028.0,2019-09
National. Travellers. Three gold stars. Residents in Spain.,2019,8,1748525.0,2019-08
National. Travellers. Three gold stars. Residents in Spain.,2019,7,1500077.0,2019-07
National. Travellers. Three gold stars. Residents in Spain.,2019,6,1431986.0,2019-06
National. Travellers. Three gold stars. Residents in Spain.,2019,5,1236700.0,2019-05
National. Travellers. Three gold stars. Residents in Spain.,2019,4,1250604.0,2019-04
National. Travellers. Three gold stars. Residents in Spain.,2019,3,1081657.0,2019-03
National. Travellers. Three gold stars. Residents in Spain.,2019,2,878965.0,2019-02
National. Travellers. Three gold stars. Residents in Spain.,2019,1,708446.0,2019-01
National. Travellers. Three gold stars. Residents in Spain.,2018,12,901367.0,2018-12
National. Travellers. Three gold stars. Residents in Spain.,2018,11,904967.0,2018-11
National. Travellers. Three gold stars. Residents in Spain.,2018,10,1153347.0,2018-10
National. Travellers. Three gold stars. Residents in Spain.,2018,9,1321181.0,2018-09
National. Travellers. Three gold stars. Residents in Spain.,2018,8,1706183.0,2018-08
National. Travellers. Three gold stars. Residents in Spain.,2018,7,1437952.0,2018-07
National. Travellers. Three gold stars. Residents in Spain.,2018,6,1362702.0,2018-06
National. Travellers. Three gold stars. Residents in Spain.,2018,5,1166726.0,2018-05
National. Travellers. Three gold stars. Residents in Spain.,2018,4,1147208.0,2018-04
National. Travellers. Three gold stars. Residents in Spain.,2018,3,1099392.0,2018-03
National. Travellers. Three gold stars. Residents in Spain.,2018,2,828789.0,2018-02
National. Travellers. Three gold stars. Residents in Spain.,2018,1,691141.0,2018-01
National. Travellers. Three gold stars. Residents in Spain.,2017,12,891287.0,2017-12
National. Travellers. Three gold stars. Residents in Spain.,2017,11,855599.0,2017-11
National. Travellers. Three gold stars. Residents in Spain.,2017,10,1150003.0,2017-10
National. Travellers. Three gold stars. Residents in Spain.,2017,9,1307494.0,2017-09
National. Travellers. Three gold stars. Residents in Spain.,2017,8,1652521.0,2017-08
National. Travellers. Three gold stars. Residents in Spain.,2017,7,1489989.0,2017-07
National. Travellers. Three gold stars. Residents in Spain.,2017,6,1325349.0,2017-06
National. Travellers. Three gold stars. Residents in Spain.,2017,5,1105989.0,2017-05
National. Travellers. Three gold stars. Residents in Spain.,2017,4,1290440.0,2017-04
National. Travellers. Three gold stars. Residents in Spain.,2017,3,1013374.0,2017-03
National. Travellers. Three gold stars. Residents in Spain.,2017,2,842709.0,2017-02
National. Travellers. Three gold stars. Residents in Spain.,2017,1,691307.0,2017-01
National. Travellers. Three gold stars. Residents in Spain.,2016,12,864203.0,2016-12
National. Travellers. Three gold stars. Residents in Spain.,2016,11,842723.0,2016-11
National. Travellers. Three gold stars. Residents in Spain.,2016,10,1210676.0,2016-10
National. Travellers. Three gold stars. Residents in Spain.,2016,9,1307543.0,2016-09
National. Travellers. Three gold stars. Residents in Spain.,2016,8,1698017.0,2016-08
National. Travellers. Three gold stars. Residents in Spain.,2016,7,1558595.0,2016-07
National. Travellers. Three gold stars. Residents in Spain.,2016,6,1320376.0,2016-06
National. Travellers. Three gold stars. Residents in Spain.,2016,5,1163302.0,2016-05
National. Travellers. Three gold stars. Residents in Spain.,2016,4,1048804.0,2016-04
National. Travellers. Three gold stars. Residents in Spain.,2016,3,1166532.0,2016-03
National. Travellers. Three gold stars. Residents in Spain.,2016,2,875376.0,2016-02
National. Travellers. Three gold stars. Residents in Spain.,2016,1,706558.0,2016-01
National. Travellers. Three gold stars. Residents in Spain.,2015,12,854189.0,2015-12
National. Travellers. Three gold stars. Residents in Spain.,2015,11,800099.0,2015-11
National. Travellers. Three gold stars. Residents in Spain.,2015,10,1129154.0,2015-10
National. Travellers. Three gold stars. Residents in Spain.,2015,9,1266441.0,2015-09
National. Travellers. Three gold stars. Residents in Spain.,2015,8,1719806.0,2015-08
National. Travellers. Three gold stars. Residents in Spain.,2015,7,1458440.0,2015-07
National. Travellers. Three gold stars. Residents in Spain.,2015,6,1306780.0,2015-06
National. Travellers. Three gold stars. Residents in Spain.,2015,5,1170156.0,2015-05
National. Travellers. Three gold stars. Residents in Spain.,2015,4,1140917.0,2015-04
National. Travellers. Three gold stars. Residents in Spain.,2015,3,973078.0,2015-03
National. Travellers. Three gold stars. Residents in Spain.,2015,2,792076.0,2015-02
National. Travellers. Three gold stars. Residents in Spain.,2015,1,627058.0,2015-01
National. Travellers. Three gold stars. Residents in Spain.,2014,12,821615.0,2014-12
National. Travellers. Three gold stars. Residents in Spain.,2014,11,803429.0,2014-11
National. Travellers. Three gold stars. Residents in Spain.,2014,10,1057334.0,2014-10
National. Travellers. Three gold stars. Residents in Spain.,2014,9,1226050.0,2014-09
National. Travellers. Three gold stars. Residents in Spain.,2014,8,1658558.0,2014-08
National. Travellers. Three gold stars. Residents in Spain.,2014,7,1355422.0,2014-07
National. Travellers. Three gold stars. Residents in Spain.,2014,6,1239093.0,2014-06
National. Travellers. Three gold stars. Residents in Spain.,2014,5,1113644.0,2014-05
National. Travellers. Three gold stars. Residents in Spain.,2014,4,1121400.0,2014-04
National. Travellers. Three gold stars. Residents in Spain.,2014,3,927122.0,2014-03
National. Travellers. Three gold stars. Residents in Spain.,2014,2,790069.0,2014-02
National. Travellers. Three gold stars. Residents in Spain.,2014,1,606610.0,2014-01
National. Travellers. Three gold stars. Residents in Spain.,2013,12,788631.0,2013-12
National. Travellers. Three gold stars. Residents in Spain.,2013,11,848580.0,2013-11
National. Travellers. Three gold stars. Residents in Spain.,2013,10,1003661.0,2013-10
National. Travellers. Three gold stars. Residents in Spain.,2013,9,1181043.0,2013-09
National. Travellers. Three gold stars. Residents in Spain.,2013,8,1610895.0,2013-08
National. Travellers. Three gold stars. Residents in Spain.,2013,7,1319990.0,2013-07
National. Travellers. Three gold stars. Residents in Spain.,2013,6,1234767.0,2013-06
National. Travellers. Three gold stars. Residents in Spain.,2013,5,1110145.0,2013-05
National. Travellers. Three gold stars. Residents in Spain.,2013,4,934723.0,2013-04
National. Travellers. Three gold stars. Residents in Spain.,2013,3,1105783.0,2013-03
National. Travellers. Three gold stars. Residents in Spain.,2013,2,747358.0,2013-02
National. Travellers. Three gold stars. Residents in Spain.,2013,1,582500.0,2013-01
National. Travellers. Three gold stars. Residents in Spain.,2012,12,725915.0,2012-12
National. Travellers. Three gold stars. Residents in Spain.,2012,11,756922.0,2012-11
National. Travellers. Three gold stars. Residents in Spain.,2012,10,982446.0,2012-10
National. Travellers. Three gold stars. Residents in Spain.,2012,9,1182370.0,2012-09
National. Travellers. Three gold stars. Residents in Spain.,2012,8,1505903.0,2012-08
National. Travellers. Three gold stars. Residents in Spain.,2012,7,1330528.0,2012-07
