series_id,desc,month,value
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2019-02,183.353
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2019-03,184.355
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2019-04,184.811
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2019-05,186.395
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2019-06,185.882
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2019-07,186.611
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2019-08,187.345
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2019-09,186.828
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2019-10,188.214
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2019-11,188.09
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2019-12,187.226
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2020-01,187.781
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2020-02,189.097
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2020-03,190.094
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2020-04,188.129
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2020-05,192.183
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2020-06,193.557
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2020-07,185.452
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2020-08,188.142
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2020-09,187.431
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2020-10,187.632
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2020-11,189.093
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2020-12,189.497
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2021-01,189.962
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2021-02,191.18
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2021-03,193.267
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2021-04,193.202
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2021-05,192.026
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2021-06,193.83
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2021-07,197.176
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2021-08,195.903
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2021-09,195.781
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2021-10,196.023
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2021-11,197.515
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2021-12,198.719
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2022-01,200.342
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2022-02,199.95
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2022-03,202.214
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2022-04,204.389
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2022-05,204.41
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2022-06,206.238
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2022-07,209.319
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2022-08,208.127
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2022-09,206.917
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2022-10,208.79
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2022-11,212.133
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2022-12,211.575
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2023-01,213.386
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2023-02,213.034
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2023-03,215.38
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2023-04,218.441
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2023-05,217.889
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2023-06,218.948
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2023-07,219.131
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2023-08,218.875
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2023-09,218.054
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2023-10,218.163
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2023-11,221.462
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2023-12,223.66
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2024-01,224.532
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2024-02,226.238
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2024-03,226.087
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2024-04,225.907
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2024-05,224.519
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2024-06,225.668
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2024-07,227.58
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2024-08,226.579
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2024-09,223.677
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2024-10,225.679
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2024-11,226.176
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2024-12,227.666
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2025-01,229.693
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2025-02,230.27
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2025-03,231.14
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2025-04,233.593
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2025-05,235.124
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2025-06,234.471
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2025-07,236.286
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2025-08,234.241
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2025-09,232.612
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2025-11,237.186
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2025-12,242.808
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2026-01,241.116
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2026-02,242.848
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2026-03,245.513
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2026-04,246.508
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2026-05,245.449
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2026-06,242.914
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2026-07,241.831
CUUR0000SS62031,"CPI other lodging away from home incl hotels/motels, NSA",2026-08,240.311
