name,year,month,value,period
Germany. Tourist. Annual variation rate. National Total. ,2018,7,-7.53,2018-07
Germany. Tourist. Annual variation rate. National Total. ,2018,6,-15.0,2018-06
Germany. Tourist. Annual variation rate. National Total. ,2018,5,-0.8,2018-05
Germany. Tourist. Annual variation rate. National Total. ,2018,4,-19.43,2018-04
Germany. Tourist. Annual variation rate. National Total. ,2018,3,14.54,2018-03
Germany. Tourist. Annual variation rate. National Total. ,2018,2,3.44,2018-02
Germany. Tourist. Annual variation rate. National Total. ,2018,1,4.17,2018-01
Germany. Tourist. Annual variation rate. National Total. ,2017,12,5.54,2017-12
Germany. Tourist. Annual variation rate. National Total. ,2017,11,8.66,2017-11
Germany. Tourist. Annual variation rate. National Total. ,2017,10,-4.48,2017-10
Germany. Tourist. Annual variation rate. National Total. ,2017,9,8.73,2017-09
Germany. Tourist. Annual variation rate. National Total. ,2017,8,-1.81,2017-08
Germany. Tourist. Annual variation rate. National Total. ,2017,7,6.91,2017-07
Germany. Tourist. Annual variation rate. National Total. ,2017,6,16.12,2017-06
Germany. Tourist. Annual variation rate. National Total. ,2017,5,-0.16,2017-05
Germany. Tourist. Annual variation rate. National Total. ,2017,4,31.43,2017-04
Germany. Tourist. Annual variation rate. National Total. ,2017,3,-2.56,2017-03
Germany. Tourist. Annual variation rate. National Total. ,2017,2,7.09,2017-02
Germany. Tourist. Annual variation rate. National Total. ,2017,1,2.81,2017-01
Germany. Tourist. Annual variation rate. National Total. ,2016,12,13.71,2016-12
Germany. Tourist. Annual variation rate. National Total. ,2016,11,6.91,2016-11
Germany. Tourist. Annual variation rate. National Total. ,2016,10,19.94,2016-10
Germany. Tourist. Annual variation rate. National Total. ,2016,9,1.11,2016-09
Germany. Tourist. Annual variation rate. National Total. ,2016,8,0.56,2016-08
Germany. Tourist. Annual variation rate. National Total. ,2016,7,5.93,2016-07
Germany. Tourist. Annual variation rate. National Total. ,2016,6,13.48,2016-06
Germany. Tourist. Annual variation rate. National Total. ,2016,5,4.26,2016-05
Germany. Tourist. Annual variation rate. National Total. ,2016,4,2.04,2016-04
Germany. Tourist. Annual variation rate. National Total. ,2016,3,11.62,2016-03
Germany. Tourist. Annual variation rate. National Total. ,2016,2,8.02,2016-02
Germany. Tourist. Annual variation rate. National Total. ,2016,1,-0.51,2016-01
Germany. Tourist. Annual variation rate. National Total. ,2015,12,-16.17,2015-12
Germany. Tourist. Annual variation rate. National Total. ,2015,11,-5.49,2015-11
Germany. Tourist. Annual variation rate. National Total. ,2015,10,1.64,2015-10
Germany. Tourist. National Total. Year-to-date data. ,2026,7,6879737.0,2026-07
Germany. Tourist. National Total. Year-to-date data. ,2026,6,5670275.0,2026-06
Germany. Tourist. National Total. Year-to-date data. ,2026,5,4517937.0,2026-05
Germany. Tourist. National Total. Year-to-date data. ,2026,4,3256732.0,2026-04
Germany. Tourist. National Total. Year-to-date data. ,2026,3,2081019.0,2026-03
Germany. Tourist. National Total. Year-to-date data. ,2026,2,1156931.0,2026-02
Germany. Tourist. National Total. Year-to-date data. ,2026,1,527327.0,2026-01
Germany. Tourist. National Total. Year-to-date data. ,2025,12,12050833.0,2025-12
Germany. Tourist. National Total. Year-to-date data. ,2025,11,11456343.0,2025-11
Germany. Tourist. National Total. Year-to-date data. ,2025,10,10788923.0,2025-10
Germany. Tourist. National Total. Year-to-date data. ,2025,9,9524310.0,2025-09
Germany. Tourist. National Total. Year-to-date data. ,2025,8,8211500.0,2025-08
Germany. Tourist. National Total. Year-to-date data. ,2025,7,6913661.0,2025-07
Germany. Tourist. National Total. Year-to-date data. ,2025,6,5731588.0,2025-06
Germany. Tourist. National Total. Year-to-date data. ,2025,5,4506487.0,2025-05
Germany. Tourist. National Total. Year-to-date data. ,2025,4,3349464.0,2025-04
Germany. Tourist. National Total. Year-to-date data. ,2025,3,2056203.0,2025-03
Germany. Tourist. National Total. Year-to-date data. ,2025,2,1158519.0,2025-02
Germany. Tourist. National Total. Year-to-date data. ,2025,1,537833.0,2025-01
Germany. Tourist. National Total. Year-to-date data. ,2024,12,11939029.0,2024-12
Germany. Tourist. National Total. Year-to-date data. ,2024,11,11315484.0,2024-11
Germany. Tourist. National Total. Year-to-date data. ,2024,10,10664901.0,2024-10
Germany. Tourist. National Total. Year-to-date data. ,2024,9,9358943.0,2024-09
Germany. Tourist. National Total. Year-to-date data. ,2024,8,8045093.0,2024-08
Germany. Tourist. National Total. Year-to-date data. ,2024,7,6803966.0,2024-07
Germany. Tourist. National Total. Year-to-date data. ,2024,6,5558813.0,2024-06
Germany. Tourist. National Total. Year-to-date data. ,2024,5,4422717.0,2024-05
Germany. Tourist. National Total. Year-to-date data. ,2024,4,3189382.0,2024-04
Germany. Tourist. National Total. Year-to-date data. ,2024,3,2053044.0,2024-03
Germany. Tourist. National Total. Year-to-date data. ,2024,2,1143586.0,2024-02
Germany. Tourist. National Total. Year-to-date data. ,2024,1,551064.0,2024-01
Germany. Tourist. National Total. Year-to-date data. ,2023,12,10989659.0,2023-12
Germany. Tourist. National Total. Year-to-date data. ,2023,11,10428301.0,2023-11
Germany. Tourist. National Total. Year-to-date data. ,2023,10,9804956.0,2023-10
Germany. Tourist. National Total. Year-to-date data. ,2023,9,8658593.0,2023-09
Germany. Tourist. National Total. Year-to-date data. ,2023,8,7363551.0,2023-08
Germany. Tourist. National Total. Year-to-date data. ,2023,7,6181623.0,2023-07
Germany. Tourist. National Total. Year-to-date data. ,2023,6,5008153.0,2023-06
Germany. Tourist. National Total. Year-to-date data. ,2023,5,3852217.0,2023-05
Germany. Tourist. National Total. Year-to-date data. ,2023,4,2727227.0,2023-04
Germany. Tourist. National Total. Year-to-date data. ,2023,3,1718049.0,2023-03
Germany. Tourist. National Total. Year-to-date data. ,2023,2,1011980.0,2023-02
Germany. Tourist. National Total. Year-to-date data. ,2023,1,479860.0,2023-01
Germany. Tourist. National Total. Year-to-date data. ,2022,12,9768600.0,2022-12
Germany. Tourist. National Total. Year-to-date data. ,2022,11,9314660.0,2022-11
Germany. Tourist. National Total. Year-to-date data. ,2022,10,8788600.0,2022-10
Germany. Tourist. National Total. Year-to-date data. ,2022,9,7729114.0,2022-09
Germany. Tourist. National Total. Year-to-date data. ,2022,8,6587415.0,2022-08
Germany. Tourist. National Total. Year-to-date data. ,2022,7,5476351.0,2022-07
Germany. Tourist. National Total. Year-to-date data. ,2022,6,4379271.0,2022-06
Germany. Tourist. National Total. Year-to-date data. ,2022,5,3247119.0,2022-05
Germany. Tourist. National Total. Year-to-date data. ,2022,4,2270259.0,2022-04
Germany. Tourist. National Total. Year-to-date data. ,2022,3,1279804.0,2022-03
Germany. Tourist. National Total. Year-to-date data. ,2022,2,671422.0,2022-02
Germany. Tourist. National Total. Year-to-date data. ,2022,1,282002.0,2022-01
Germany. Tourist. National Total. Year-to-date data. ,2021,12,5208894.0,2021-12
Germany. Tourist. National Total. Year-to-date data. ,2021,11,4804464.0,2021-11
Germany. Tourist. National Total. Year-to-date data. ,2021,10,4324187.0,2021-10
Germany. Tourist. National Total. Year-to-date data. ,2021,9,3394521.0,2021-09
Germany. Tourist. National Total. Year-to-date data. ,2021,8,2561375.0,2021-08
Germany. Tourist. National Total. Year-to-date data. ,2021,7,1882231.0,2021-07
Germany. Tourist. National Total. Year-to-date data. ,2021,6,1174834.0,2021-06
Germany. Tourist. National Total. Year-to-date data. ,2021,5,674777.0,2021-05
Germany. Tourist. National Total. Year-to-date data. ,2021,4,336067.0,2021-04
Germany. Tourist. National Total. Year-to-date data. ,2021,3,192567.0,2021-03
Germany. Tourist. National Total. Year-to-date data. ,2021,2,88000.0,2021-02
Germany. Tourist. National Total. Year-to-date data. ,2021,1,51123.0,2021-01
Germany. Tourist. National Total. Year-to-date data. ,2020,12,2391437.0,2020-12
Germany. Tourist. National Total. Year-to-date data. ,2020,11,2308715.0,2020-11
Germany. Tourist. National Total. Year-to-date data. ,2020,10,2232305.0,2020-10
Germany. Tourist. National Total. Year-to-date data. ,2020,9,2148976.0,2020-09
Germany. Tourist. National Total. Year-to-date data. ,2020,8,2060866.0,2020-08
Germany. Tourist. National Total. Year-to-date data. ,2020,7,1764420.0,2020-07
Germany. Tourist. National Total. Year-to-date data. ,2020,6,1334406.0,2020-06
Germany. Tourist. National Total. Year-to-date data. ,2020,5,1299859.0,2020-05
Germany. Tourist. National Total. Year-to-date data. ,2020,4,1299859.0,2020-04
Germany. Tourist. National Total. Year-to-date data. ,2020,3,1299859.0,2020-03
Germany. Tourist. National Total. Year-to-date data. ,2020,2,1026792.0,2020-02
Germany. Tourist. National Total. Year-to-date data. ,2020,1,493713.0,2020-01
Germany. Tourist. National Total. Year-to-date data. ,2019,12,11158022.0,2019-12
Germany. Tourist. National Total. Year-to-date data. ,2019,11,10662960.0,2019-11
Germany. Tourist. National Total. Year-to-date data. ,2019,10,10093952.0,2019-10
Germany. Tourist. National Total. Year-to-date data. ,2019,9,8967510.0,2019-09
Germany. Tourist. National Total. Year-to-date data. ,2019,8,7701866.0,2019-08
Germany. Tourist. National Total. Year-to-date data. ,2019,7,6571800.0,2019-07
Germany. Tourist. National Total. Year-to-date data. ,2019,6,5328714.0,2019-06
Germany. Tourist. National Total. Year-to-date data. ,2019,5,4033377.0,2019-05
Germany. Tourist. National Total. Year-to-date data. ,2019,4,2947807.0,2019-04
Germany. Tourist. National Total. Year-to-date data. ,2019,3,1874993.0,2019-03
Germany. Tourist. National Total. Year-to-date data. ,2019,2,1065849.0,2019-02
Germany. Tourist. National Total. Year-to-date data. ,2019,1,517785.0,2019-01
Germany. Tourist. National Total. Year-to-date data. ,2018,12,11414955.0,2018-12
Germany. Tourist. National Total. Year-to-date data. ,2018,11,10877929.0,2018-11
Germany. Tourist. National Total. Year-to-date data. ,2018,10,10302705.0,2018-10
Germany. Tourist. National Total. Year-to-date data. ,2018,9,9073512.0,2018-09
Germany. Tourist. National Total. Year-to-date data. ,2018,8,7709915.0,2018-08
Germany. Tourist. National Total. Year-to-date data. ,2018,7,6448018.0,2018-07
Germany. Tourist. National Total. Year-to-date data. ,2018,6,5166604.0,2018-06
Germany. Tourist. National Total. Year-to-date data. ,2018,5,3960010.0,2018-05
Germany. Tourist. National Total. Year-to-date data. ,2018,4,2779184.0,2018-04
Germany. Tourist. National Total. Year-to-date data. ,2018,3,1861571.0,2018-03
Germany. Tourist. National Total. Year-to-date data. ,2018,2,1038339.0,2018-02
Germany. Tourist. National Total. Year-to-date data. ,2018,1,502305.0,2018-01
Germany. Tourist. National Total. Year-to-date data. ,2017,12,11897376.0,2017-12
Germany. Tourist. National Total. Year-to-date data. ,2017,11,11415985.0,2017-11
Germany. Tourist. National Total. Year-to-date data. ,2017,10,10823309.0,2017-10
Germany. Tourist. National Total. Year-to-date data. ,2017,9,9600211.0,2017-09
Germany. Tourist. National Total. Year-to-date data. ,2017,8,8195264.0,2017-08
Germany. Tourist. National Total. Year-to-date data. ,2017,7,6853556.0,2017-07
Germany. Tourist. National Total. Year-to-date data. ,2017,6,5467782.0,2017-06
Germany. Tourist. National Total. Year-to-date data. ,2017,5,4048308.0,2017-05
Germany. Tourist. National Total. Year-to-date data. ,2017,4,2857982.0,2017-04
Germany. Tourist. National Total. Year-to-date data. ,2017,3,1719078.0,2017-03
Germany. Tourist. National Total. Year-to-date data. ,2017,2,1000369.0,2017-02
Germany. Tourist. National Total. Year-to-date data. ,2017,1,482184.0,2017-01
Germany. Tourist. National Total. Year-to-date data. ,2016,12,11208656.0,2016-12
Germany. Tourist. National Total. Year-to-date data. ,2016,11,10752514.0,2016-11
Germany. Tourist. National Total. Year-to-date data. ,2016,10,10207080.0,2016-10
Germany. Tourist. National Total. Year-to-date data. ,2016,9,8926615.0,2016-09
Germany. Tourist. National Total. Year-to-date data. ,2016,8,7634452.0,2016-08
Germany. Tourist. National Total. Year-to-date data. ,2016,7,6267949.0,2016-07
Germany. Tourist. National Total. Year-to-date data. ,2016,6,4971694.0,2016-06
Germany. Tourist. National Total. Year-to-date data. ,2016,5,3749239.0,2016-05
Germany. Tourist. National Total. Year-to-date data. ,2016,4,2557048.0,2016-04
Germany. Tourist. National Total. Year-to-date data. ,2016,3,1690515.0,2016-03
Germany. Tourist. National Total. Year-to-date data. ,2016,2,952895.0,2016-02
Germany. Tourist. National Total. Year-to-date data. ,2016,1,469017.0,2016-01
Germany. Tourist. National Total. Accumulated variation rate. ,2026,7,-0.49,2026-07
Germany. Tourist. National Total. Accumulated variation rate. ,2026,6,-1.07,2026-06
Germany. Tourist. National Total. Accumulated variation rate. ,2026,5,0.25,2026-05
Germany. Tourist. National Total. Accumulated variation rate. ,2026,4,-2.77,2026-04
Germany. Tourist. National Total. Accumulated variation rate. ,2026,3,1.21,2026-03
Germany. Tourist. National Total. Accumulated variation rate. ,2026,2,-0.14,2026-02
Germany. Tourist. National Total. Accumulated variation rate. ,2026,1,-1.95,2026-01
Germany. Tourist. National Total. Accumulated variation rate. ,2025,12,0.94,2025-12
Germany. Tourist. National Total. Accumulated variation rate. ,2025,11,1.24,2025-11
Germany. Tourist. National Total. Accumulated variation rate. ,2025,10,1.16,2025-10
Germany. Tourist. National Total. Accumulated variation rate. ,2025,9,1.77,2025-09
Germany. Tourist. National Total. Accumulated variation rate. ,2025,8,2.07,2025-08
Germany. Tourist. National Total. Accumulated variation rate. ,2025,7,1.61,2025-07
Germany. Tourist. National Total. Accumulated variation rate. ,2025,6,3.11,2025-06
Germany. Tourist. National Total. Accumulated variation rate. ,2025,5,1.89,2025-05
Germany. Tourist. National Total. Accumulated variation rate. ,2025,4,5.02,2025-04
Germany. Tourist. National Total. Accumulated variation rate. ,2025,3,0.15,2025-03
Germany. Tourist. National Total. Accumulated variation rate. ,2025,2,1.31,2025-02
Germany. Tourist. National Total. Accumulated variation rate. ,2025,1,-2.4,2025-01
Germany. Tourist. National Total. Accumulated variation rate. ,2024,12,8.64,2024-12
Germany. Tourist. National Total. Accumulated variation rate. ,2024,11,8.51,2024-11
Germany. Tourist. National Total. Accumulated variation rate. ,2024,10,8.77,2024-10
Germany. Tourist. National Total. Accumulated variation rate. ,2024,9,8.09,2024-09
Germany. Tourist. National Total. Accumulated variation rate. ,2024,8,9.26,2024-08
Germany. Tourist. National Total. Accumulated variation rate. ,2024,7,10.07,2024-07
Germany. Tourist. National Total. Accumulated variation rate. ,2024,6,11.0,2024-06
Germany. Tourist. National Total. Accumulated variation rate. ,2024,5,14.81,2024-05
Germany. Tourist. National Total. Accumulated variation rate. ,2024,4,16.95,2024-04
Germany. Tourist. National Total. Accumulated variation rate. ,2024,3,19.5,2024-03
Germany. Tourist. National Total. Accumulated variation rate. ,2024,2,13.0,2024-02
Germany. Tourist. National Total. Accumulated variation rate. ,2024,1,14.84,2024-01
Germany. Tourist. National Total. Accumulated variation rate. ,2023,12,12.5,2023-12
Germany. Tourist. National Total. Accumulated variation rate. ,2023,11,11.96,2023-11
Germany. Tourist. National Total. Accumulated variation rate. ,2023,10,11.56,2023-10
Germany. Tourist. National Total. Accumulated variation rate. ,2023,9,12.03,2023-09
Germany. Tourist. National Total. Accumulated variation rate. ,2023,8,11.78,2023-08
Germany. Tourist. National Total. Accumulated variation rate. ,2023,7,12.88,2023-07
Germany. Tourist. National Total. Accumulated variation rate. ,2023,6,14.36,2023-06
Germany. Tourist. National Total. Accumulated variation rate. ,2023,5,18.63,2023-05
Germany. Tourist. National Total. Accumulated variation rate. ,2023,4,20.13,2023-04
Germany. Tourist. National Total. Accumulated variation rate. ,2023,3,34.24,2023-03
Germany. Tourist. National Total. Accumulated variation rate. ,2023,2,50.72,2023-02
Germany. Tourist. National Total. Accumulated variation rate. ,2023,1,70.16,2023-01
Germany. Tourist. National Total. Accumulated variation rate. ,2022,12,87.54,2022-12
Germany. Tourist. National Total. Accumulated variation rate. ,2022,11,93.88,2022-11
Germany. Tourist. National Total. Accumulated variation rate. ,2022,10,103.24,2022-10
Germany. Tourist. National Total. Accumulated variation rate. ,2022,9,127.69,2022-09
Germany. Tourist. National Total. Accumulated variation rate. ,2022,8,157.18,2022-08
Germany. Tourist. National Total. Accumulated variation rate. ,2022,7,190.95,2022-07
Germany. Tourist. National Total. Accumulated variation rate. ,2022,6,272.76,2022-06
Germany. Tourist. National Total. Accumulated variation rate. ,2022,5,381.21,2022-05
Germany. Tourist. National Total. Accumulated variation rate. ,2022,4,575.54,2022-04
Germany. Tourist. National Total. Accumulated variation rate. ,2022,3,564.6,2022-03
Germany. Tourist. National Total. Accumulated variation rate. ,2022,2,662.98,2022-02
Germany. Tourist. National Total. Accumulated variation rate. ,2022,1,451.61,2022-01
Germany. Tourist. National Total. Accumulated variation rate. ,2021,12,117.81,2021-12
Germany. Tourist. National Total. Accumulated variation rate. ,2021,11,108.1,2021-11
Germany. Tourist. National Total. Accumulated variation rate. ,2021,10,93.71,2021-10
Germany. Tourist. National Total. Accumulated variation rate. ,2021,9,57.96,2021-09
Germany. Tourist. National Total. Accumulated variation rate. ,2021,8,24.29,2021-08
Germany. Tourist. National Total. Accumulated variation rate. ,2021,7,6.68,2021-07
Germany. Tourist. National Total. Accumulated variation rate. ,2021,6,-11.96,2021-06
Germany. Tourist. National Total. Accumulated variation rate. ,2021,5,-48.09,2021-05
Germany. Tourist. National Total. Accumulated variation rate. ,2021,4,-74.15,2021-04
Germany. Tourist. National Total. Accumulated variation rate. ,2021,3,-85.19,2021-03
Germany. Tourist. National Total. Accumulated variation rate. ,2021,2,-91.43,2021-02
Germany. Tourist. National Total. Accumulated variation rate. ,2021,1,-89.65,2021-01
Germany. Tourist. National Total. Accumulated variation rate. ,2020,12,-78.57,2020-12
Germany. Tourist. National Total. Accumulated variation rate. ,2020,11,-78.35,2020-11
Germany. Tourist. National Total. Accumulated variation rate. ,2020,10,-77.88,2020-10
Germany. Tourist. National Total. Accumulated variation rate. ,2020,9,-76.04,2020-09
Germany. Tourist. National Total. Accumulated variation rate. ,2020,8,-73.24,2020-08
Germany. Tourist. National Total. Accumulated variation rate. ,2020,7,-73.15,2020-07
Germany. Tourist. National Total. Accumulated variation rate. ,2020,6,-74.96,2020-06
Germany. Tourist. National Total. Accumulated variation rate. ,2020,5,-67.77,2020-05
Germany. Tourist. National Total. Accumulated variation rate. ,2020,4,-55.9,2020-04
Germany. Tourist. National Total. Accumulated variation rate. ,2020,3,-30.67,2020-03
Germany. Tourist. National Total. Accumulated variation rate. ,2020,2,-3.66,2020-02
Germany. Tourist. National Total. Accumulated variation rate. ,2020,1,-4.65,2020-01
Germany. Tourist. National Total. Accumulated variation rate. ,2019,12,-2.25,2019-12
Germany. Tourist. National Total. Accumulated variation rate. ,2019,11,-1.98,2019-11
Germany. Tourist. National Total. Accumulated variation rate. ,2019,10,-2.03,2019-10
Germany. Tourist. National Total. Accumulated variation rate. ,2019,9,-1.17,2019-09
Germany. Tourist. National Total. Accumulated variation rate. ,2019,8,-0.1,2019-08
Germany. Tourist. National Total. Accumulated variation rate. ,2019,7,1.92,2019-07
Germany. Tourist. National Total. Accumulated variation rate. ,2019,6,3.14,2019-06
Germany. Tourist. National Total. Accumulated variation rate. ,2019,5,1.85,2019-05
Germany. Tourist. National Total. Accumulated variation rate. ,2019,4,6.07,2019-04
Germany. Tourist. National Total. Accumulated variation rate. ,2019,3,0.72,2019-03
Germany. Tourist. National Total. Accumulated variation rate. ,2019,2,2.65,2019-02
Germany. Tourist. National Total. Accumulated variation rate. ,2019,1,3.08,2019-01
Germany. Tourist. National Total. Accumulated variation rate. ,2018,12,-4.05,2018-12
Germany. Tourist. National Total. Accumulated variation rate. ,2018,11,-4.71,2018-11
Germany. Tourist. National Total. Accumulated variation rate. ,2018,10,-4.81,2018-10
Germany. Tourist. National Total. Accumulated variation rate. ,2018,9,-5.49,2018-09
Germany. Tourist. National Total. Accumulated variation rate. ,2018,8,-5.92,2018-08
Germany. Tourist. National Total. Accumulated variation rate. ,2018,7,-5.92,2018-07
Germany. Tourist. National Total. Accumulated variation rate. ,2018,6,-5.51,2018-06
Germany. Tourist. National Total. Accumulated variation rate. ,2018,5,-2.18,2018-05
Germany. Tourist. National Total. Accumulated variation rate. ,2018,4,-2.76,2018-04
Germany. Tourist. National Total. Accumulated variation rate. ,2018,3,8.29,2018-03
Germany. Tourist. National Total. Accumulated variation rate. ,2018,2,3.8,2018-02
Germany. Tourist. National Total. Accumulated variation rate. ,2018,1,4.17,2018-01
Germany. Tourist. National Total. Accumulated variation rate. ,2017,12,6.14,2017-12
Germany. Tourist. National Total. Accumulated variation rate. ,2017,11,6.17,2017-11
Germany. Tourist. National Total. Accumulated variation rate. ,2017,10,6.04,2017-10
Germany. Tourist. National Total. Accumulated variation rate. ,2017,9,7.55,2017-09
Germany. Tourist. National Total. Accumulated variation rate. ,2017,8,7.35,2017-08
Germany. Tourist. National Total. Accumulated variation rate. ,2017,7,9.34,2017-07
Germany. Tourist. National Total. Accumulated variation rate. ,2017,6,9.98,2017-06
Germany. Tourist. National Total. Accumulated variation rate. ,2017,5,7.98,2017-05
Germany. Tourist. National Total. Accumulated variation rate. ,2017,4,11.77,2017-04
Germany. Tourist. National Total. Accumulated variation rate. ,2017,3,1.69,2017-03
Germany. Tourist. National Total. Accumulated variation rate. ,2017,2,4.98,2017-02
Germany. Tourist. National Total. Accumulated variation rate. ,2017,1,2.81,2017-01
Germany. Tourist. National Total. Accumulated variation rate. ,2016,12,6.85,2016-12
Germany. Tourist. National Total. Accumulated variation rate. ,2016,11,6.58,2016-11
Germany. Tourist. National Total. Accumulated variation rate. ,2016,10,6.56,2016-10
Germany. Tourist. National Total. Accumulated variation rate. ,2016,9,4.89,2016-09
Germany. Tourist. National Total. Accumulated variation rate. ,2016,8,5.55,2016-08
Germany. Tourist. National Total. Accumulated variation rate. ,2016,7,6.71,2016-07
Germany. Tourist. National Total. Accumulated variation rate. ,2016,6,6.92,2016-06
Germany. Tourist. National Total. Accumulated variation rate. ,2016,5,4.94,2016-05
Germany. Tourist. National Total. Accumulated variation rate. ,2016,4,5.26,2016-04
Germany. Tourist. National Total. Accumulated variation rate. ,2016,3,6.98,2016-03
Germany. Tourist. National Total. Accumulated variation rate. ,2016,2,3.65,2016-02
Germany. Tourist. National Total. Accumulated variation rate. ,2016,1,-0.51,2016-01
Belgium. Tourist. Base data. National Total. ,2026,7,471722.0,2026-07
Belgium. Tourist. Base data. National Total. ,2026,6,252888.0,2026-06
Belgium. Tourist. Base data. National Total. ,2026,5,306872.0,2026-05
Belgium. Tourist. Base data. National Total. ,2026,4,319624.0,2026-04
Belgium. Tourist. Base data. National Total. ,2026,3,193044.0,2026-03
Belgium. Tourist. Base data. National Total. ,2026,2,179080.0,2026-02
Belgium. Tourist. Base data. National Total. ,2026,1,136962.0,2026-01
Belgium. Tourist. Base data. National Total. ,2025,12,173751.0,2025-12
Belgium. Tourist. Base data. National Total. ,2025,11,184792.0,2025-11
Belgium. Tourist. Base data. National Total. ,2025,10,274748.0,2025-10
Belgium. Tourist. Base data. National Total. ,2025,9,336943.0,2025-09
Belgium. Tourist. Base data. National Total. ,2025,8,340616.0,2025-08
Belgium. Tourist. Base data. National Total. ,2025,7,453486.0,2025-07
Belgium. Tourist. Base data. National Total. ,2025,6,243340.0,2025-06
Belgium. Tourist. Base data. National Total. ,2025,5,265731.0,2025-05
Belgium. Tourist. Base data. National Total. ,2025,4,280034.0,2025-04
Belgium. Tourist. Base data. National Total. ,2025,3,216333.0,2025-03
Belgium. Tourist. Base data. National Total. ,2025,2,164069.0,2025-02
Belgium. Tourist. Base data. National Total. ,2025,1,148494.0,2025-01
Belgium. Tourist. Base data. National Total. ,2024,12,170298.0,2024-12
Belgium. Tourist. Base data. National Total. ,2024,11,147961.0,2024-11
Belgium. Tourist. Base data. National Total. ,2024,10,244066.0,2024-10
Belgium. Tourist. Base data. National Total. ,2024,9,315702.0,2024-09
Belgium. Tourist. Base data. National Total. ,2024,8,334731.0,2024-08
Belgium. Tourist. Base data. National Total. ,2024,7,501878.0,2024-07
Belgium. Tourist. Base data. National Total. ,2024,6,267049.0,2024-06
Belgium. Tourist. Base data. National Total. ,2024,5,256939.0,2024-05
Belgium. Tourist. Base data. National Total. ,2024,4,293255.0,2024-04
Belgium. Tourist. Base data. National Total. ,2024,3,201251.0,2024-03
Belgium. Tourist. Base data. National Total. ,2024,2,166964.0,2024-02
Belgium. Tourist. Base data. National Total. ,2024,1,160027.0,2024-01
Belgium. Tourist. Base data. National Total. ,2023,12,170177.0,2023-12
Belgium. Tourist. Base data. National Total. ,2023,11,186593.0,2023-11
Belgium. Tourist. Base data. National Total. ,2023,10,234169.0,2023-10
Belgium. Tourist. Base data. National Total. ,2023,9,280499.0,2023-09
Belgium. Tourist. Base data. National Total. ,2023,8,331671.0,2023-08
Belgium. Tourist. Base data. National Total. ,2023,7,456408.0,2023-07
Belgium. Tourist. Base data. National Total. ,2023,6,202407.0,2023-06
Belgium. Tourist. Base data. National Total. ,2023,5,239007.0,2023-05
Belgium. Tourist. Base data. National Total. ,2023,4,247704.0,2023-04
Belgium. Tourist. Base data. National Total. ,2023,3,154350.0,2023-03
Belgium. Tourist. Base data. National Total. ,2023,2,119766.0,2023-02
Belgium. Tourist. Base data. National Total. ,2023,1,135932.0,2023-01
Belgium. Tourist. Base data. National Total. ,2022,12,133634.0,2022-12
Belgium. Tourist. Base data. National Total. ,2022,11,141745.0,2022-11
Belgium. Tourist. Base data. National Total. ,2022,10,221570.0,2022-10
Belgium. Tourist. Base data. National Total. ,2022,9,281751.0,2022-09
Belgium. Tourist. Base data. National Total. ,2022,8,302063.0,2022-08
Belgium. Tourist. Base data. National Total. ,2022,7,421294.0,2022-07
Belgium. Tourist. Base data. National Total. ,2022,6,213015.0,2022-06
Belgium. Tourist. Base data. National Total. ,2022,5,199090.0,2022-05
Belgium. Tourist. Base data. National Total. ,2022,4,230930.0,2022-04
Belgium. Tourist. Base data. National Total. ,2022,3,144268.0,2022-03
Belgium. Tourist. Base data. National Total. ,2022,2,120461.0,2022-02
Belgium. Tourist. Base data. National Total. ,2022,1,103568.0,2022-01
Belgium. Tourist. Base data. National Total. ,2021,12,131835.0,2021-12
Belgium. Tourist. Base data. National Total. ,2021,11,150687.0,2021-11
Belgium. Tourist. Base data. National Total. ,2021,10,207983.0,2021-10
Belgium. Tourist. Base data. National Total. ,2021,9,236285.0,2021-09
Belgium. Tourist. Base data. National Total. ,2021,8,238814.0,2021-08
Belgium. Tourist. Base data. National Total. ,2021,7,257589.0,2021-07
Belgium. Tourist. Base data. National Total. ,2021,6,102035.0,2021-06
Belgium. Tourist. Base data. National Total. ,2021,5,69112.0,2021-05
Belgium. Tourist. Base data. National Total. ,2021,4,24223.0,2021-04
Belgium. Tourist. Base data. National Total. ,2021,3,12509.0,2021-03
Belgium. Tourist. Base data. National Total. ,2021,2,9049.0,2021-02
Belgium. Tourist. Base data. National Total. ,2021,1,23971.0,2021-01
Belgium. Tourist. Base data. National Total. ,2020,12,37902.0,2020-12
Belgium. Tourist. Base data. National Total. ,2020,11,27709.0,2020-11
Belgium. Tourist. Base data. National Total. ,2020,10,39997.0,2020-10
Belgium. Tourist. Base data. National Total. ,2020,9,39491.0,2020-09
Belgium. Tourist. Base data. National Total. ,2020,8,118043.0,2020-08
Belgium. Tourist. Base data. National Total. ,2020,7,153256.0,2020-07
Belgium. Tourist. Base data. National Total. ,2020,6,10225.0,2020-06
Belgium. Tourist. Base data. National Total. ,2020,5,0.0,2020-05
Belgium. Tourist. Base data. National Total. ,2020,4,0.0,2020-04
Belgium. Tourist. Base data. National Total. ,2020,3,65045.0,2020-03
Belgium. Tourist. Base data. National Total. ,2020,2,133042.0,2020-02
Belgium. Tourist. Base data. National Total. ,2020,1,118701.0,2020-01
