freq,indic_to,c_resid,month,unit,geo,time,value
A,NGT_SP,FOR,M01,NR,EU27_2020,2022,9676120
A,NGT_SP,FOR,M01,NR,EU27_2020,2023,16891757
A,NGT_SP,FOR,M01,NR,EU27_2020,2024,19698559
A,NGT_SP,FOR,M01,NR,EU27_2020,2025,23002577
A,NGT_SP,FOR,M01,NR,EU27_2020,2026,25214112
A,NGT_SP,FOR,M02,NR,EU27_2020,2018,11962462
A,NGT_SP,FOR,M02,NR,EU27_2020,2019,13795579
A,NGT_SP,FOR,M02,NR,EU27_2020,2020,16541622
A,NGT_SP,FOR,M02,NR,EU27_2020,2021,2072333
A,NGT_SP,FOR,M02,NR,EU27_2020,2022,12767664
A,NGT_SP,FOR,M02,NR,EU27_2020,2023,19238922
A,NGT_SP,FOR,M02,NR,EU27_2020,2024,23681287
A,NGT_SP,FOR,M02,NR,EU27_2020,2025,26193515
A,NGT_SP,FOR,M02,NR,EU27_2020,2026,28580262
A,NGT_SP,FOR,M03,NR,EU27_2020,2018,15562397
A,NGT_SP,FOR,M03,NR,EU27_2020,2019,15709976
A,NGT_SP,FOR,M03,NR,EU27_2020,2020,6972115
A,NGT_SP,FOR,M03,NR,EU27_2020,2021,2424811
A,NGT_SP,FOR,M03,NR,EU27_2020,2022,15349754
A,NGT_SP,FOR,M03,NR,EU27_2020,2023,20388950
A,NGT_SP,FOR,M03,NR,EU27_2020,2024,28919440
A,NGT_SP,FOR,M03,NR,EU27_2020,2025,27961291
A,NGT_SP,FOR,M03,NR,EU27_2020,2026,31192775
A,NGT_SP,FOR,M04,NR,EU27_2020,2018,19002426
A,NGT_SP,FOR,M04,NR,EU27_2020,2019,25035509
A,NGT_SP,FOR,M04,NR,EU27_2020,2020,1212309
A,NGT_SP,FOR,M04,NR,EU27_2020,2021,2777357
A,NGT_SP,FOR,M04,NR,EU27_2020,2022,24305421
A,NGT_SP,FOR,M04,NR,EU27_2020,2023,32305809
A,NGT_SP,FOR,M04,NR,EU27_2020,2024,33729839
A,NGT_SP,FOR,M04,NR,EU27_2020,2025,44114681
A,NGT_SP,FOR,M05,NR,EU27_2020,2018,24580342
A,NGT_SP,FOR,M05,NR,EU27_2020,2019,25623322
A,NGT_SP,FOR,M05,NR,EU27_2020,2020,1281831
A,NGT_SP,FOR,M05,NR,EU27_2020,2021,5388993
A,NGT_SP,FOR,M05,NR,EU27_2020,2022,25878713
A,NGT_SP,FOR,M05,NR,EU27_2020,2023,35447334
A,NGT_SP,FOR,M05,NR,EU27_2020,2024,46042044
A,NGT_SP,FOR,M05,NR,EU27_2020,2025,47675980
A,NGT_SP,FOR,M06,NR,EU27_2020,2018,31596970
A,NGT_SP,FOR,M06,NR,EU27_2020,2019,38224558
A,NGT_SP,FOR,M06,NR,EU27_2020,2020,4008783
A,NGT_SP,FOR,M06,NR,EU27_2020,2021,10993041
A,NGT_SP,FOR,M06,NR,EU27_2020,2022,38233569
A,NGT_SP,FOR,M06,NR,EU27_2020,2023,46399265
A,NGT_SP,FOR,M06,NR,EU27_2020,2024,54833371
A,NGT_SP,FOR,M06,NR,EU27_2020,2025,64320169
A,NGT_SP,FOR,M07,NR,EU27_2020,2018,54342280
A,NGT_SP,FOR,M07,NR,EU27_2020,2019,59866711
A,NGT_SP,FOR,M07,NR,EU27_2020,2020,21274642
A,NGT_SP,FOR,M07,NR,EU27_2020,2021,33576508
A,NGT_SP,FOR,M07,NR,EU27_2020,2022,66097611
A,NGT_SP,FOR,M07,NR,EU27_2020,2023,75360629
A,NGT_SP,FOR,M07,NR,EU27_2020,2024,88336987
A,NGT_SP,FOR,M07,NR,EU27_2020,2025,97362536
A,NGT_SP,FOR,M08,NR,EU27_2020,2018,53775918
A,NGT_SP,FOR,M08,NR,EU27_2020,2019,60593825
A,NGT_SP,FOR,M08,NR,EU27_2020,2020,25615971
A,NGT_SP,FOR,M08,NR,EU27_2020,2021,38803991
A,NGT_SP,FOR,M08,NR,EU27_2020,2022,64318598
A,NGT_SP,FOR,M08,NR,EU27_2020,2023,73942176
A,NGT_SP,FOR,M08,NR,EU27_2020,2024,89450476
A,NGT_SP,FOR,M08,NR,EU27_2020,2025,98017543
A,NGT_SP,FOR,M09,NR,EU27_2020,2018,31221243
A,NGT_SP,FOR,M09,NR,EU27_2020,2019,34108777
A,NGT_SP,FOR,M09,NR,EU27_2020,2020,10597041
A,NGT_SP,FOR,M09,NR,EU27_2020,2021,22031534
A,NGT_SP,FOR,M09,NR,EU27_2020,2022,37360658
A,NGT_SP,FOR,M09,NR,EU27_2020,2023,46551287
A,NGT_SP,FOR,M09,NR,EU27_2020,2024,53529341
A,NGT_SP,FOR,M09,NR,EU27_2020,2025,59189247
A,NGT_SP,FOR,M10,NR,EU27_2020,2018,22666142
A,NGT_SP,FOR,M10,NR,EU27_2020,2019,26136032
A,NGT_SP,FOR,M10,NR,EU27_2020,2020,6247985
A,NGT_SP,FOR,M10,NR,EU27_2020,2021,18435066
A,NGT_SP,FOR,M10,NR,EU27_2020,2022,28697781
A,NGT_SP,FOR,M10,NR,EU27_2020,2023,36457297
A,NGT_SP,FOR,M10,NR,EU27_2020,2024,42755767
A,NGT_SP,FOR,M10,NR,EU27_2020,2025,47185099
A,NGT_SP,FOR,M11,NR,EU27_2020,2018,11715427
A,NGT_SP,FOR,M11,NR,EU27_2020,2019,13264253
A,NGT_SP,FOR,M11,NR,EU27_2020,2020,2517125
A,NGT_SP,FOR,M11,NR,EU27_2020,2021,10540125
A,NGT_SP,FOR,M11,NR,EU27_2020,2022,15321199
A,NGT_SP,FOR,M11,NR,EU27_2020,2023,18876842
A,NGT_SP,FOR,M11,NR,EU27_2020,2024,21830356
A,NGT_SP,FOR,M11,NR,EU27_2020,2025,24165747
A,NGT_SP,FOR,M12,NR,EU27_2020,2018,15414021
A,NGT_SP,FOR,M12,NR,EU27_2020,2019,17523751
A,NGT_SP,FOR,M12,NR,EU27_2020,2020,2660733
A,NGT_SP,FOR,M12,NR,EU27_2020,2021,11178685
A,NGT_SP,FOR,M12,NR,EU27_2020,2022,19245378
A,NGT_SP,FOR,M12,NR,EU27_2020,2023,24464399
A,NGT_SP,FOR,M12,NR,EU27_2020,2024,28533425
A,NGT_SP,FOR,M12,NR,EU27_2020,2025,32515856
A,NGT_SP,FOR,TOTAL,NR,EU27_2020,2018,302310324
A,NGT_SP,FOR,TOTAL,NR,EU27_2020,2019,342202411
A,NGT_SP,FOR,TOTAL,NR,EU27_2020,2020,113350340
A,NGT_SP,FOR,TOTAL,NR,EU27_2020,2021,160438868
A,NGT_SP,FOR,TOTAL,NR,EU27_2020,2022,357252466
A,NGT_SP,FOR,TOTAL,NR,EU27_2020,2023,446324667
A,NGT_SP,FOR,TOTAL,NR,EU27_2020,2024,531340892
A,NGT_SP,FOR,TOTAL,NR,EU27_2020,2025,591704241
A,NGT_SP,TOTAL,M01,NR,EU27_2020,2018,15529049
A,NGT_SP,TOTAL,M01,NR,EU27_2020,2019,18459351
A,NGT_SP,TOTAL,M01,NR,EU27_2020,2020,22580670
A,NGT_SP,TOTAL,M01,NR,EU27_2020,2021,7443189
A,NGT_SP,TOTAL,M01,NR,EU27_2020,2022,19549503
A,NGT_SP,TOTAL,M01,NR,EU27_2020,2023,28542775
A,NGT_SP,TOTAL,M01,NR,EU27_2020,2024,33315803
A,NGT_SP,TOTAL,M01,NR,EU27_2020,2025,39232359
A,NGT_SP,TOTAL,M01,NR,EU27_2020,2026,43077288
A,NGT_SP,TOTAL,M02,NR,EU27_2020,2018,18592014
A,NGT_SP,TOTAL,M02,NR,EU27_2020,2019,22020746
A,NGT_SP,TOTAL,M02,NR,EU27_2020,2020,27865430
A,NGT_SP,TOTAL,M02,NR,EU27_2020,2021,10165287
A,NGT_SP,TOTAL,M02,NR,EU27_2020,2022,26150855
A,NGT_SP,TOTAL,M02,NR,EU27_2020,2023,34604141
A,NGT_SP,TOTAL,M02,NR,EU27_2020,2024,41164689
A,NGT_SP,TOTAL,M02,NR,EU27_2020,2025,46601550
A,NGT_SP,TOTAL,M02,NR,EU27_2020,2026,50342297
A,NGT_SP,TOTAL,M03,NR,EU27_2020,2018,23628485
A,NGT_SP,TOTAL,M03,NR,EU27_2020,2019,24009578
A,NGT_SP,TOTAL,M03,NR,EU27_2020,2020,11912666
A,NGT_SP,TOTAL,M03,NR,EU27_2020,2021,9481818
A,NGT_SP,TOTAL,M03,NR,EU27_2020,2022,26301281
A,NGT_SP,TOTAL,M03,NR,EU27_2020,2023,33251102
A,NGT_SP,TOTAL,M03,NR,EU27_2020,2024,49226805
A,NGT_SP,TOTAL,M03,NR,EU27_2020,2025,45659785
A,NGT_SP,TOTAL,M03,NR,EU27_2020,2026,50867366
A,NGT_SP,TOTAL,M04,NR,EU27_2020,2018,27942458
A,NGT_SP,TOTAL,M04,NR,EU27_2020,2019,38096664
A,NGT_SP,TOTAL,M04,NR,EU27_2020,2020,2613741
A,NGT_SP,TOTAL,M04,NR,EU27_2020,2021,9260819
A,NGT_SP,TOTAL,M04,NR,EU27_2020,2022,42165464
A,NGT_SP,TOTAL,M04,NR,EU27_2020,2023,54479415
A,NGT_SP,TOTAL,M04,NR,EU27_2020,2024,53512230
A,NGT_SP,TOTAL,M04,NR,EU27_2020,2025,71734163
A,NGT_SP,TOTAL,M05,NR,EU27_2020,2018,34465513
A,NGT_SP,TOTAL,M05,NR,EU27_2020,2019,36750474
A,NGT_SP,TOTAL,M05,NR,EU27_2020,2020,5299509
A,NGT_SP,TOTAL,M05,NR,EU27_2020,2021,18223659
A,NGT_SP,TOTAL,M05,NR,EU27_2020,2022,42033383
A,NGT_SP,TOTAL,M05,NR,EU27_2020,2023,55461965
A,NGT_SP,TOTAL,M05,NR,EU27_2020,2024,73033084
A,NGT_SP,TOTAL,M05,NR,EU27_2020,2025,76820477
A,NGT_SP,TOTAL,M06,NR,EU27_2020,2018,43406487
A,NGT_SP,TOTAL,M06,NR,EU27_2020,2019,53933269
A,NGT_SP,TOTAL,M06,NR,EU27_2020,2020,15555793
A,NGT_SP,TOTAL,M06,NR,EU27_2020,2021,29205659
A,NGT_SP,TOTAL,M06,NR,EU27_2020,2022,59608120
A,NGT_SP,TOTAL,M06,NR,EU27_2020,2023,69841055
A,NGT_SP,TOTAL,M06,NR,EU27_2020,2024,82279391
A,NGT_SP,TOTAL,M06,NR,EU27_2020,2025,97122551
A,NGT_SP,TOTAL,M07,NR,EU27_2020,2018,76117667
A,NGT_SP,TOTAL,M07,NR,EU27_2020,2019,85759459
A,NGT_SP,TOTAL,M07,NR,EU27_2020,2020,53001306
A,NGT_SP,TOTAL,M07,NR,EU27_2020,2021,73675646
A,NGT_SP,TOTAL,M07,NR,EU27_2020,2022,104482845
A,NGT_SP,TOTAL,M07,NR,EU27_2020,2023,116050361
A,NGT_SP,TOTAL,M07,NR,EU27_2020,2024,135023789
A,NGT_SP,TOTAL,M07,NR,EU27_2020,2025,149105431
A,NGT_SP,TOTAL,M08,NR,EU27_2020,2018,83546771
A,NGT_SP,TOTAL,M08,NR,EU27_2020,2019,96922990
A,NGT_SP,TOTAL,M08,NR,EU27_2020,2020,71996057
A,NGT_SP,TOTAL,M08,NR,EU27_2020,2021,88391014
A,NGT_SP,TOTAL,M08,NR,EU27_2020,2022,111567545
A,NGT_SP,TOTAL,M08,NR,EU27_2020,2023,125102699
A,NGT_SP,TOTAL,M08,NR,EU27_2020,2024,152155667
A,NGT_SP,TOTAL,M08,NR,EU27_2020,2025,166183536
A,NGT_SP,TOTAL,M09,NR,EU27_2020,2018,43132226
A,NGT_SP,TOTAL,M09,NR,EU27_2020,2019,47721484
A,NGT_SP,TOTAL,M09,NR,EU27_2020,2020,26808780
A,NGT_SP,TOTAL,M09,NR,EU27_2020,2021,40272082
A,NGT_SP,TOTAL,M09,NR,EU27_2020,2022,56779129
A,NGT_SP,TOTAL,M09,NR,EU27_2020,2023,69296539
A,NGT_SP,TOTAL,M09,NR,EU27_2020,2024,79010570
A,NGT_SP,TOTAL,M09,NR,EU27_2020,2025,86837475
A,NGT_SP,TOTAL,M10,NR,EU27_2020,2018,31947547
A,NGT_SP,TOTAL,M10,NR,EU27_2020,2019,37510350
A,NGT_SP,TOTAL,M10,NR,EU27_2020,2020,18445829
A,NGT_SP,TOTAL,M10,NR,EU27_2020,2021,33472194
A,NGT_SP,TOTAL,M10,NR,EU27_2020,2022,45387903
A,NGT_SP,TOTAL,M10,NR,EU27_2020,2023,55288067
A,NGT_SP,TOTAL,M10,NR,EU27_2020,2024,65043063
A,NGT_SP,TOTAL,M10,NR,EU27_2020,2025,72021163
A,NGT_SP,TOTAL,M11,NR,EU27_2020,2018,18365997
A,NGT_SP,TOTAL,M11,NR,EU27_2020,2019,21390040
A,NGT_SP,TOTAL,M11,NR,EU27_2020,2020,6039150
A,NGT_SP,TOTAL,M11,NR,EU27_2020,2021,19792501
A,NGT_SP,TOTAL,M11,NR,EU27_2020,2022,26503852
A,NGT_SP,TOTAL,M11,NR,EU27_2020,2023,31769933
A,NGT_SP,TOTAL,M11,NR,EU27_2020,2024,38585361
A,NGT_SP,TOTAL,M11,NR,EU27_2020,2025,41553941
A,NGT_SP,TOTAL,M12,NR,EU27_2020,2018,25240485
A,NGT_SP,TOTAL,M12,NR,EU27_2020,2019,29364132
A,NGT_SP,TOTAL,M12,NR,EU27_2020,2020,9579124
A,NGT_SP,TOTAL,M12,NR,EU27_2020,2021,24533784
A,NGT_SP,TOTAL,M12,NR,EU27_2020,2022,36017016
A,NGT_SP,TOTAL,M12,NR,EU27_2020,2023,45296671
A,NGT_SP,TOTAL,M12,NR,EU27_2020,2024,51732356
A,NGT_SP,TOTAL,M12,NR,EU27_2020,2025,58739431
A,NGT_SP,TOTAL,TOTAL,NR,EU27_2020,2018,441914699
A,NGT_SP,TOTAL,TOTAL,NR,EU27_2020,2019,511938537
A,NGT_SP,TOTAL,TOTAL,NR,EU27_2020,2020,271698055
A,NGT_SP,TOTAL,TOTAL,NR,EU27_2020,2021,363917652
A,NGT_SP,TOTAL,TOTAL,NR,EU27_2020,2022,596546896
A,NGT_SP,TOTAL,TOTAL,NR,EU27_2020,2023,718984723
A,NGT_SP,TOTAL,TOTAL,NR,EU27_2020,2024,854082808
A,NGT_SP,TOTAL,TOTAL,NR,EU27_2020,2025,951611862
A,STY,DOM,M01,NR,EU27_2020,2018,695677
A,STY,DOM,M01,NR,EU27_2020,2019,865056
A,STY,DOM,M01,NR,EU27_2020,2020,1089989
A,STY,DOM,M01,NR,EU27_2020,2021,665480
A,STY,DOM,M01,NR,EU27_2020,2022,1175577
A,STY,DOM,M01,NR,EU27_2020,2023,1458824
A,STY,DOM,M01,NR,EU27_2020,2024,1739626
A,STY,DOM,M01,NR,EU27_2020,2025,2121672
A,STY,DOM,M01,NR,EU27_2020,2026,2268822
A,STY,DOM,M02,NR,EU27_2020,2018,785735
A,STY,DOM,M02,NR,EU27_2020,2019,993703
A,STY,DOM,M02,NR,EU27_2020,2020,1360667
A,STY,DOM,M02,NR,EU27_2020,2021,953437
A,STY,DOM,M02,NR,EU27_2020,2022,1455992
A,STY,DOM,M02,NR,EU27_2020,2023,1760242
A,STY,DOM,M02,NR,EU27_2020,2024,2113020
A,STY,DOM,M02,NR,EU27_2020,2025,2467184
A,STY,DOM,M02,NR,EU27_2020,2026,2623167
A,STY,DOM,M03,NR,EU27_2020,2018,987837
A,STY,DOM,M03,NR,EU27_2020,2019,1146177
A,STY,DOM,M03,NR,EU27_2020,2020,584533
A,STY,DOM,M03,NR,EU27_2020,2021,909938
A,STY,DOM,M03,NR,EU27_2020,2022,1358030
A,STY,DOM,M03,NR,EU27_2020,2023,1748543
A,STY,DOM,M03,NR,EU27_2020,2024,2530074
A,STY,DOM,M03,NR,EU27_2020,2025,2459142
A,STY,DOM,M03,NR,EU27_2020,2026,2654533
A,STY,DOM,M04,NR,EU27_2020,2018,1086409
A,STY,DOM,M04,NR,EU27_2020,2019,1484481
A,STY,DOM,M04,NR,EU27_2020,2020,131285
A,STY,DOM,M04,NR,EU27_2020,2021,812445
A,STY,DOM,M04,NR,EU27_2020,2022,1975496
A,STY,DOM,M04,NR,EU27_2020,2023,2563994
A,STY,DOM,M04,NR,EU27_2020,2024,2567238
A,STY,DOM,M04,NR,EU27_2020,2025,3248222
A,STY,DOM,M05,NR,EU27_2020,2018,1236142
A,STY,DOM,M05,NR,EU27_2020,2019,1488579
A,STY,DOM,M05,NR,EU27_2020,2020,514155
A,STY,DOM,M05,NR,EU27_2020,2021,1561678
A,STY,DOM,M05,NR,EU27_2020,2022,1977451
A,STY,DOM,M05,NR,EU27_2020,2023,2527395
A,STY,DOM,M05,NR,EU27_2020,2024,3343426
A,STY,DOM,M05,NR,EU27_2020,2025,3712909
A,STY,DOM,M06,NR,EU27_2020,2018,1404913
A,STY,DOM,M06,NR,EU27_2020,2019,1815633
A,STY,DOM,M06,NR,EU27_2020,2020,1290953
A,STY,DOM,M06,NR,EU27_2020,2021,1975820
A,STY,DOM,M06,NR,EU27_2020,2022,2401044
A,STY,DOM,M06,NR,EU27_2020,2023,2888169
A,STY,DOM,M06,NR,EU27_2020,2024,3374575
A,STY,DOM,M06,NR,EU27_2020,2025,3939997
A,STY,DOM,M07,NR,EU27_2020,2018,1817099
A,STY,DOM,M07,NR,EU27_2020,2019,2166502
A,STY,DOM,M07,NR,EU27_2020,2020,2481036
A,STY,DOM,M07,NR,EU27_2020,2021,3124389
A,STY,DOM,M07,NR,EU27_2020,2022,3240542
A,STY,DOM,M07,NR,EU27_2020,2023,3733370
A,STY,DOM,M07,NR,EU27_2020,2024,4260601
A,STY,DOM,M07,NR,EU27_2020,2025,4652882
A,STY,DOM,M08,NR,EU27_2020,2018,2208491
A,STY,DOM,M08,NR,EU27_2020,2019,2726567
A,STY,DOM,M08,NR,EU27_2020,2020,3232912
A,STY,DOM,M08,NR,EU27_2020,2021,3467199
A,STY,DOM,M08,NR,EU27_2020,2022,3520646
A,STY,DOM,M08,NR,EU27_2020,2023,4084597
A,STY,DOM,M08,NR,EU27_2020,2024,5065744
A,STY,DOM,M08,NR,EU27_2020,2025,5429294
A,STY,DOM,M09,NR,EU27_2020,2018,1446224
A,STY,DOM,M09,NR,EU27_2020,2019,1683735
A,STY,DOM,M09,NR,EU27_2020,2020,1795537
A,STY,DOM,M09,NR,EU27_2020,2021,2027559
A,STY,DOM,M09,NR,EU27_2020,2022,2277034
A,STY,DOM,M09,NR,EU27_2020,2023,2897774
A,STY,DOM,M09,NR,EU27_2020,2024,3191557
A,STY,DOM,M09,NR,EU27_2020,2025,3479257
A,STY,DOM,M10,NR,EU27_2020,2018,1230973
A,STY,DOM,M10,NR,EU27_2020,2019,1509742
A,STY,DOM,M10,NR,EU27_2020,2020,1378822
A,STY,DOM,M10,NR,EU27_2020,2021,1816088
A,STY,DOM,M10,NR,EU27_2020,2022,2055220
A,STY,DOM,M10,NR,EU27_2020,2023,2446185
A,STY,DOM,M10,NR,EU27_2020,2024,2927009
A,STY,DOM,M10,NR,EU27_2020,2025,3245864
A,STY,DOM,M11,NR,EU27_2020,2018,997813
A,STY,DOM,M11,NR,EU27_2020,2019,1243489
A,STY,DOM,M11,NR,EU27_2020,2020,460286
A,STY,DOM,M11,NR,EU27_2020,2021,1249098
A,STY,DOM,M11,NR,EU27_2020,2022,1536441
A,STY,DOM,M11,NR,EU27_2020,2023,1867341
A,STY,DOM,M11,NR,EU27_2020,2024,2468337
A,STY,DOM,M11,NR,EU27_2020,2025,2583921
A,STY,DOM,M12,NR,EU27_2020,2018,1132414
A,STY,DOM,M12,NR,EU27_2020,2019,1399348
A,STY,DOM,M12,NR,EU27_2020,2020,773352
A,STY,DOM,M12,NR,EU27_2020,2021,1501158
A,STY,DOM,M12,NR,EU27_2020,2022,1881933
A,STY,DOM,M12,NR,EU27_2020,2023,2435112
A,STY,DOM,M12,NR,EU27_2020,2024,2748167
A,STY,DOM,M12,NR,EU27_2020,2025,3054131
A,STY,DOM,TOTAL,NR,EU27_2020,2018,15029727
A,STY,DOM,TOTAL,NR,EU27_2020,2019,18523012
A,STY,DOM,TOTAL,NR,EU27_2020,2020,15093527
A,STY,DOM,TOTAL,NR,EU27_2020,2021,20064289
A,STY,DOM,TOTAL,NR,EU27_2020,2022,24855406
A,STY,DOM,TOTAL,NR,EU27_2020,2023,30411546
A,STY,DOM,TOTAL,NR,EU27_2020,2024,36329374
A,STY,DOM,TOTAL,NR,EU27_2020,2025,40394475
A,STY,FOR,M01,NR,EU27_2020,2018,970110
A,STY,FOR,M01,NR,EU27_2020,2019,1165492
A,STY,FOR,M01,NR,EU27_2020,2020,1248874
A,STY,FOR,M01,NR,EU27_2020,2021,138998
A,STY,FOR,M01,NR,EU27_2020,2022,687252
A,STY,FOR,M01,NR,EU27_2020,2023,1260479
A,STY,FOR,M01,NR,EU27_2020,2024,1474340
A,STY,FOR,M01,NR,EU27_2020,2025,1736099
A,STY,FOR,M01,NR,EU27_2020,2026,1837850
A,STY,FOR,M02,NR,EU27_2020,2018,977919
A,STY,FOR,M02,NR,EU27_2020,2019,1152328
A,STY,FOR,M02,NR,EU27_2020,2020,1364682
A,STY,FOR,M02,NR,EU27_2020,2021,128677
A,STY,FOR,M02,NR,EU27_2020,2022,926298
A,STY,FOR,M02,NR,EU27_2020,2023,1424790
A,STY,FOR,M02,NR,EU27_2020,2024,1781082
A,STY,FOR,M02,NR,EU27_2020,2025,1939746
A,STY,FOR,M02,NR,EU27_2020,2026,2114205
A,STY,FOR,M03,NR,EU27_2020,2018,1384937
A,STY,FOR,M03,NR,EU27_2020,2019,1469343
A,STY,FOR,M03,NR,EU27_2020,2020,532302
A,STY,FOR,M03,NR,EU27_2020,2021,158257
A,STY,FOR,M03,NR,EU27_2020,2022,1210904
A,STY,FOR,M03,NR,EU27_2020,2023,1754048
A,STY,FOR,M03,NR,EU27_2020,2024,2393668
A,STY,FOR,M03,NR,EU27_2020,2025,2328816
A,STY,FOR,M03,NR,EU27_2020,2026,2568258
A,STY,FOR,M04,NR,EU27_2020,2018,1737924
A,STY,FOR,M04,NR,EU27_2020,2019,2248580
A,STY,FOR,M04,NR,EU27_2020,2020,49415
A,STY,FOR,M04,NR,EU27_2020,2021,186565
A,STY,FOR,M04,NR,EU27_2020,2022,1917639
A,STY,FOR,M04,NR,EU27_2020,2023,2740049
A,STY,FOR,M04,NR,EU27_2020,2024,2970487
A,STY,FOR,M04,NR,EU27_2020,2025,3610298
A,STY,FOR,M05,NR,EU27_2020,2018,2274504
A,STY,FOR,M05,NR,EU27_2020,2019,2543482
A,STY,FOR,M05,NR,EU27_2020,2020,80537
A,STY,FOR,M05,NR,EU27_2020,2021,417601
A,STY,FOR,M05,NR,EU27_2020,2022,2227864
A,STY,FOR,M05,NR,EU27_2020,2023,3195850
A,STY,FOR,M05,NR,EU27_2020,2024,4099406
A,STY,FOR,M05,NR,EU27_2020,2025,4260096
A,STY,FOR,M06,NR,EU27_2020,2018,2595573
A,STY,FOR,M06,NR,EU27_2020,2019,3176001
A,STY,FOR,M06,NR,EU27_2020,2020,327687
A,STY,FOR,M06,NR,EU27_2020,2021,845320
A,STY,FOR,M06,NR,EU27_2020,2022,2980709
A,STY,FOR,M06,NR,EU27_2020,2023,3829462
A,STY,FOR,M06,NR,EU27_2020,2024,4462536
A,STY,FOR,M06,NR,EU27_2020,2025,5021549
A,STY,FOR,M07,NR,EU27_2020,2018,3529320
A,STY,FOR,M07,NR,EU27_2020,2019,3956053
A,STY,FOR,M07,NR,EU27_2020,2020,1327061
A,STY,FOR,M07,NR,EU27_2020,2021,2126240
A,STY,FOR,M07,NR,EU27_2020,2022,4181210
A,STY,FOR,M07,NR,EU27_2020,2023,5073278
A,STY,FOR,M07,NR,EU27_2020,2024,5795730
A,STY,FOR,M07,NR,EU27_2020,2025,6156529
A,STY,FOR,M08,NR,EU27_2020,2018,3622509
A,STY,FOR,M08,NR,EU27_2020,2019,4127380
A,STY,FOR,M08,NR,EU27_2020,2020,1606270
A,STY,FOR,M08,NR,EU27_2020,2021,2559430
A,STY,FOR,M08,NR,EU27_2020,2022,4138253
A,STY,FOR,M08,NR,EU27_2020,2023,5010532
A,STY,FOR,M08,NR,EU27_2020,2024,5904071
A,STY,FOR,M08,NR,EU27_2020,2025,6241759
A,STY,FOR,M09,NR,EU27_2020,2018,2847102
A,STY,FOR,M09,NR,EU27_2020,2019,3197749
A,STY,FOR,M09,NR,EU27_2020,2020,875609
A,STY,FOR,M09,NR,EU27_2020,2021,1867334
A,STY,FOR,M09,NR,EU27_2020,2022,3216378
A,STY,FOR,M09,NR,EU27_2020,2023,4181252
A,STY,FOR,M09,NR,EU27_2020,2024,4654515
A,STY,FOR,M09,NR,EU27_2020,2025,5010970
A,STY,FOR,M10,NR,EU27_2020,2018,2096138
A,STY,FOR,M10,NR,EU27_2020,2019,2448348
A,STY,FOR,M10,NR,EU27_2020,2020,488224
A,STY,FOR,M10,NR,EU27_2020,2021,1519370
A,STY,FOR,M10,NR,EU27_2020,2022,2421869
A,STY,FOR,M10,NR,EU27_2020,2023,3132056
A,STY,FOR,M10,NR,EU27_2020,2024,3656718
A,STY,FOR,M10,NR,EU27_2020,2025,3939359
A,STY,FOR,M11,NR,EU27_2020,2018,1215578
A,STY,FOR,M11,NR,EU27_2020,2019,1386799
A,STY,FOR,M11,NR,EU27_2020,2020,148847
A,STY,FOR,M11,NR,EU27_2020,2021,926806
A,STY,FOR,M11,NR,EU27_2020,2022,1365348
A,STY,FOR,M11,NR,EU27_2020,2023,1725101
A,STY,FOR,M11,NR,EU27_2020,2024,2040334
A,STY,FOR,M11,NR,EU27_2020,2025,2195882
A,STY,FOR,M12,NR,EU27_2020,2018,1345684
A,STY,FOR,M12,NR,EU27_2020,2019,1563624
A,STY,FOR,M12,NR,EU27_2020,2020,171960
A,STY,FOR,M12,NR,EU27_2020,2021,893514
A,STY,FOR,M12,NR,EU27_2020,2022,1548701
A,STY,FOR,M12,NR,EU27_2020,2023,2006631
A,STY,FOR,M12,NR,EU27_2020,2024,2325051
A,STY,FOR,M12,NR,EU27_2020,2025,2608008
A,STY,FOR,TOTAL,NR,EU27_2020,2018,24597298
A,STY,FOR,TOTAL,NR,EU27_2020,2019,28435179
A,STY,FOR,TOTAL,NR,EU27_2020,2020,8221468
A,STY,FOR,TOTAL,NR,EU27_2020,2021,11768112
A,STY,FOR,TOTAL,NR,EU27_2020,2022,26822425
A,STY,FOR,TOTAL,NR,EU27_2020,2023,35333528
A,STY,FOR,TOTAL,NR,EU27_2020,2024,41557938
A,STY,FOR,TOTAL,NR,EU27_2020,2025,45049111
A,STY,TOTAL,M01,NR,EU27_2020,2018,1665787
A,STY,TOTAL,M01,NR,EU27_2020,2019,2030548
A,STY,TOTAL,M01,NR,EU27_2020,2020,2338863
A,STY,TOTAL,M01,NR,EU27_2020,2021,804478
A,STY,TOTAL,M01,NR,EU27_2020,2022,1862829
A,STY,TOTAL,M01,NR,EU27_2020,2023,2719303
A,STY,TOTAL,M01,NR,EU27_2020,2024,3213966
A,STY,TOTAL,M01,NR,EU27_2020,2025,3857771
A,STY,TOTAL,M01,NR,EU27_2020,2026,4106672
A,STY,TOTAL,M02,NR,EU27_2020,2018,1763654
A,STY,TOTAL,M02,NR,EU27_2020,2019,2146031
A,STY,TOTAL,M02,NR,EU27_2020,2020,2725349
A,STY,TOTAL,M02,NR,EU27_2020,2021,1082114
A,STY,TOTAL,M02,NR,EU27_2020,2022,2382290
A,STY,TOTAL,M02,NR,EU27_2020,2023,3185032
A,STY,TOTAL,M02,NR,EU27_2020,2024,3894102
A,STY,TOTAL,M02,NR,EU27_2020,2025,4406930
A,STY,TOTAL,M02,NR,EU27_2020,2026,4737372
