base,scenario,variant,quarter,horizon_q,revenue,revenue_base,cor,ops,pd,sm,ga,other_net,adj_ebitda_musd,adj_ebitda_margin_pct,total_cash_costs_musd,cons_revenue_musd,cons_ebitda_musd,cons_margin_pct,m1_base_margin_pct,mgmt_3q26_ceiling_margin_pct
M6_l0_rw,bull,hold_disc,2027Q4,5,3700.9529,3465.7641,631.730074994624,347.7752390968214,429.05290063511524,946.2095223182937,291.43795288199766,25.049029142511387,1079.7962392156594,29.176168094861715,2621.1566607843406,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M6_l0_rw,bull,cut,2026Q3,0,4878.0,4804.0355,636.4522892178329,372.58374417126606,371.78261200719686,734.7609546017486,270.69169413842013,33.01559556652843,2524.744301430064,51.75777575707388,2353.255698569936,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M6_l0_rw,bull,cut,2026Q4,1,3227.9366,3178.1078,556.7497646166853,325.5684154333917,375.97889986667093,786.8217678610544,273.54670960426796,21.847529581794767,931.1185721997244,28.845627643359677,2296.8180278002756,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M6_l0_rw,bull,cut,2027Q1,2,3119.9376,3053.1293,665.1948432647193,323.79249760876826,420.63873905120084,866.0840548652516,238.62405749997922,21.116563754490645,626.7199714645719,20.087580324188917,2493.217628535428,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M6_l0_rw,bull,cut,2027Q2,3,4189.9054,4028.9807,723.4217279385282,346.9687778442381,419.80150729887436,1004.1007168779702,239.76495415517522,28.358389124316012,1484.20610500953,35.42337984550988,2705.6992949904698,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M6_l0_rw,bull,cut,2027Q3,4,5559.9477,5280.7325,719.7801938561122,396.97094626884325,418.95700081591383,905.9800307587276,286.50261457074345,37.63119816200285,2869.3881118916624,51.60818530526218,2690.5595881083373,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M6_l0_rw,bull,cut,2027Q4,5,3700.9529,3465.7641,631.730074994624,347.7752390968214,423.1600893749549,972.5682432976291,289.3363575326198,25.049029142511387,1061.4319248458626,28.679963066967495,2639.520975154138,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M1_b_elastic_rw,bear,held,2026Q3,0,4755.0,4804.0355,617.4248791049705,364.80540374915,374.74936368980354,730.0779121113239,271.8199453188316,32.183098999352744,2428.3055950252733,51.06846677235065,2326.6944049747267,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M1_b_elastic_rw,bear,held,2026Q4,1,3123.807,3178.1078,543.8839154594368,318.2894504254017,377.0001106188714,781.7159268353145,273.9352756325968,21.14275287820633,850.1250739065848,27.21439173119802,2273.681926093415,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M1_b_elastic_rw,bear,held,2027Q1,2,2995.1629,3053.1293,644.0082604379614,316.380655663393,422.0150492002292,858.2741537931149,239.03232545547056,20.272055547820916,535.7245109976517,17.886323010933786,2459.4383890023482,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M1_b_elastic_rw,bear,held,2027Q2,3,3803.7239,4028.9807,688.1674688605063,334.0450646878938,420.8896757356953,987.7779777968276,240.0899906123532,25.744610481578153,1158.498332788302,30.456951220573657,2645.225567211698,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M1_b_elastic_rw,bear,held,2027Q3,4,4936.538,5280.7325,671.6252746940066,378.0824832694792,421.7329897474854,886.6546449203443,287.49448510946536,33.411796249856316,2324.3599185090748,47.08481771049012,2612.178081490925,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M1_b_elastic_rw,bear,held,2027Q4,5,3212.9091,3465.7641,587.0414290476064,329.43693355398943,424.2659206168397,946.2095223182936,289.7317962776324,21.745819482906693,657.9693176685448,20.47892726465697,2554.939782331455,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M1_b_elastic_rw,bear,flex,2026Q3,0,4755.0,4804.0355,613.8777057526975,363.169106539317,375.5600811635342,726.9500889341915,272.127518519659,32.183098999352744,2435.4985980899532,51.21973918170249,2319.5014019100468,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M1_b_elastic_rw,bear,flex,2026Q4,1,3123.807,3178.1078,538.6455083254378,315.895008073292,378.371097647253,776.0985582142816,274.45614186975894,21.14275287820633,861.4834387481827,27.577998216540994,2262.323561251817,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M1_b_elastic_rw,bear,flex,2027Q1,2,2995.1629,3053.1293,637.1128308154005,313.7344681350038,423.7223921927116,851.4169539558096,239.53790980805252,20.272055547820916,549.9104006408426,18.35994965885971,2445.2524993591574,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M1_b_elastic_rw,bear,flex,2027Q2,3,3803.7239,4028.9807,666.2882681663784,325.72925112218564,426.02121055281657,964.2799038941939,241.61741259892614,25.744610481578153,1205.5324641470775,31.693479754066203,2598.1914358529225,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M1_b_elastic_rw,bear,flex,2027Q3,4,4936.538,5280.7325,646.6784365510623,367.0797876121474,427.76297673765197,861.995267885082,289.6383550304427,33.411796249856316,2376.7949724334694,48.147000437016175,2559.74302756653,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M1_b_elastic_rw,bear,flex,2027Q4,5,3212.9091,3465.7641,562.5902012658436,318.680964840573,431.09018235102855,916.682816991439,292.16131874585875,21.745819482906693,713.4494352881636,22.205714916994186,2499.459664711836,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M1_b_elastic_rw,bear,flex_dl,2026Q3,0,4755.0,4804.0355,614.6141980999702,365.12914385822586,376.2304459029382,721.5660718787121,276.069288039964,32.183098999352744,2433.573951219543,51.179262906825294,2321.426048780457,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M1_b_elastic_rw,bear,flex_dl,2026Q4,1,3123.807,3178.1078,535.7928561429881,319.33843050753666,380.40721713893066,768.2724747920806,281.2693664674311,21.14275287820633,859.8694078292391,27.52632950208637,2263.9375921707606,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M1_b_elastic_rw,bear,flex_dl,2027Q1,2,2995.1629,3053.1293,633.5854980657602,315.956145044739,426.6718460965722,845.719629961464,244.33495265742218,20.272055547820916,549.1668837218632,18.33512573629512,2445.9960162781367,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M1_b_elastic_rw,bear,flex_dl,2027Q2,3,3803.7239,4028.9807,666.6992073909452,333.4506752092603,431.9390976786822,934.0264887495861,258.7407841276286,25.744610481578153,1204.6122573254756,31.669287492856032,2599.1116426745243,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M1_b_elastic_rw,bear,flex_dl,2027Q3,4,4936.538,5280.7325,630.8588490829288,379.8514781421406,438.2876706614319,836.8342378958797,314.45987465506175,33.411796249856316,2369.657685812413,48.00241962712357,2566.8803141875865,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M1_b_elastic_rw,bear,flex_dl,2027Q4,5,3212.9091,3465.7641,554.7866403530463,324.4012115248852,442.72197358571475,897.3106078223329,311.9912167539773,21.745819482906693,703.4432694429499,21.894278597640685,2509.46583055705,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M1_b_elastic_rw,bear,hold_disc,2026Q3,0,4755.0,4804.0355,613.8777057526975,363.169106539317,374.74936368980354,730.0779121113239,271.8199453188316,32.183098999352744,2433.489065587379,51.177477720029,2321.510934412621,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M1_b_elastic_rw,bear,hold_disc,2026Q4,1,3123.807,3178.1078,538.6455083254378,315.895008073292,377.0001106188714,781.7159268353145,273.9352756325968,21.14275287820633,857.7579233926939,27.458736195696275,2266.049076607306,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M1_b_elastic_rw,bear,hold_disc,2027Q1,2,2995.1629,3053.1293,637.1128308154005,313.7344681350038,422.0150492002292,858.2741537931149,239.03232545547056,20.272055547820916,545.2661281486022,18.20489056366858,2449.8967718513977,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M1_b_elastic_rw,bear,hold_disc,2027Q2,3,3803.7239,4028.9807,666.2882681663784,325.72925112218564,420.8896757356953,987.7779777968276,240.0899906123532,25.744610481578153,1188.693347048138,31.25077892872661,2615.030552951862,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M1_b_elastic_rw,bear,hold_disc,2027Q3,4,4936.538,5280.7325,646.6784365510623,367.0797876121474,421.7329897474854,886.6546449203443,287.49448510946536,33.411796249856316,2360.309452309351,47.81305142003062,2576.2285476906486,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M1_b_elastic_rw,bear,hold_disc,2027Q4,5,3212.9091,3465.7641,562.5902012658436,318.680964840573,424.2659206168397,946.2095223182936,289.7317962776324,21.745819482906693,693.176514163724,21.574731577800446,2519.7325858362756,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M1_b_elastic_rw,bear,cut,2026Q3,0,4755.0,4804.0355,613.8777057526975,363.169106539317,375.5600811635342,726.9500889341915,272.127518519659,32.183098999352744,2435.4985980899532,51.21973918170249,2319.5014019100468,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M1_b_elastic_rw,bear,cut,2026Q4,1,3123.807,3178.1078,538.6455083254378,315.895008073292,378.371097647253,776.0985582142816,274.45614186975894,21.14275287820633,861.4834387481827,27.577998216540994,2262.323561251817,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M1_b_elastic_rw,bear,cut,2027Q1,2,2995.1629,3053.1293,637.1128308154005,313.7344681350038,406.6992879101112,782.1753927803516,234.71690613667593,20.272055547820916,640.9960697702778,21.401041985739003,2354.166830229722,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M1_b_elastic_rw,bear,cut,2027Q2,3,3803.7239,4028.9807,666.2882681663784,325.72925112218564,409.04350121496975,884.5905773834065,236.77507705289744,25.744610481578153,1307.0418355417405,34.362163761195724,2496.6820644582594,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M1_b_elastic_rw,bear,cut,2027Q3,4,4936.538,5280.7325,646.6784365510623,367.0797876121474,410.7512500765062,790.464100872269,283.8399260289583,33.411796249856316,2471.1362951089122,50.05808311632388,2465.4017048910873,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M1_b_elastic_rw,bear,cut,2027Q4,5,3212.9091,3465.7641,562.5902012658436,318.680964840573,413.9762831573834,840.347039856764,286.31776578327333,21.745819482906693,812.742664579069,25.29616118237111,2400.1664354209306,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M1_b_elastic_rw,base,held,2026Q3,0,4804.0355,4804.0355,617.4248791049705,364.80540374915,374.74936368980354,730.0779121113239,271.8199453188316,32.51498424666773,2477.672980272588,51.57482662800032,2326.362519727412,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M1_b_elastic_rw,base,held,2026Q4,1,3178.1078,3178.1078,543.8839154594368,318.2894504254017,377.0001106188714,781.7159268353145,273.9352756325968,21.510275070034734,904.7933960984136,28.46956280395566,2273.3144039015865,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M1_b_elastic_rw,base,held,2027Q1,2,3053.1293,3053.1293,644.0082604379614,316.380655663393,422.0150492002292,858.2741537931149,239.03232545547056,20.66438749100411,594.0832429408351,19.458175025238372,2459.046057059165,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M1_b_elastic_rw,base,held,2027Q2,3,4028.9807,4028.9807,688.1674688605063,334.0450646878938,420.8896757356953,987.7779777968276,240.0899906123532,27.269208146073925,1385.2797304527978,34.38288325513195,2643.7009695472025,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M1_b_elastic_rw,base,held,2027Q3,4,5280.7325,5280.7325,671.6252746940066,378.0824832694792,421.7329897474854,886.6546449203443,287.49448510946536,35.74139575953723,2670.8840180187563,50.577907856888345,2609.848481981244,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M1_b_elastic_rw,base,held,2027Q4,5,3465.7641,3465.7641,587.0414290476064,329.43693355398943,424.2659206168397,946.2095223182936,289.7317962776324,23.457209072282367,912.5357072579205,26.330000569222832,2553.2283927420794,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M1_b_elastic_rw,base,flex,2026Q3,0,4804.0355,4804.0355,617.4248791049705,364.80540374915,374.74936368980354,730.0779121113239,271.8199453188316,32.51498424666773,2477.672980272588,51.57482662800032,2326.362519727412,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M1_b_elastic_rw,base,flex,2026Q4,1,3178.1078,3178.1078,543.8839154594368,318.2894504254017,377.0001106188714,781.7159268353145,273.9352756325968,21.510275070034734,904.7933960984136,28.46956280395566,2273.3144039015865,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M1_b_elastic_rw,base,flex,2027Q1,2,3053.1293,3053.1293,644.0082604379614,316.380655663393,422.0150492002292,858.2741537931149,239.03232545547056,20.66438749100411,594.0832429408351,19.458175025238372,2459.046057059165,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M1_b_elastic_rw,base,flex,2027Q2,3,4028.9807,4028.9807,688.1674688605063,334.0450646878938,420.8896757356953,987.7779777968276,240.0899906123532,27.269208146073925,1385.2797304527978,34.38288325513195,2643.7009695472025,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M1_b_elastic_rw,base,flex,2027Q3,4,5280.7325,5280.7325,671.6252746940066,378.0824832694792,421.7329897474854,886.6546449203443,287.49448510946536,35.74139575953723,2670.8840180187563,50.577907856888345,2609.848481981244,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M1_b_elastic_rw,base,flex,2027Q4,5,3465.7641,3465.7641,587.0414290476064,329.43693355398943,424.2659206168397,946.2095223182936,289.7317962776324,23.457209072282367,912.5357072579205,26.330000569222832,2553.2283927420794,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M1_b_elastic_rw,base,flex_dl,2026Q3,0,4804.0355,4804.0355,617.4248791049705,364.80540374915,374.74936368980354,730.0779121113239,271.8199453188316,32.51498424666773,2477.672980272588,51.57482662800032,2326.362519727412,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M1_b_elastic_rw,base,flex_dl,2026Q4,1,3178.1078,3178.1078,543.8839154594368,318.2894504254017,377.0001106188714,781.7159268353145,273.9352756325968,21.510275070034734,904.7933960984136,28.46956280395566,2273.3144039015865,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M1_b_elastic_rw,base,flex_dl,2027Q1,2,3053.1293,3053.1293,644.0082604379614,316.380655663393,422.0150492002292,858.2741537931149,239.03232545547056,20.66438749100411,594.0832429408351,19.458175025238372,2459.046057059165,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M1_b_elastic_rw,base,flex_dl,2027Q2,3,4028.9807,4028.9807,688.1674688605063,334.0450646878938,420.8896757356953,987.7779777968276,240.0899906123532,27.269208146073925,1385.2797304527978,34.38288325513195,2643.7009695472025,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M1_b_elastic_rw,base,flex_dl,2027Q3,4,5280.7325,5280.7325,671.6252746940066,378.0824832694792,421.7329897474854,886.6546449203443,287.49448510946536,35.74139575953723,2670.8840180187563,50.577907856888345,2609.848481981244,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M1_b_elastic_rw,base,flex_dl,2027Q4,5,3465.7641,3465.7641,587.0414290476064,329.43693355398943,424.2659206168397,946.2095223182936,289.7317962776324,23.457209072282367,912.5357072579205,26.330000569222832,2553.2283927420794,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M1_b_elastic_rw,base,hold_disc,2026Q3,0,4804.0355,4804.0355,617.4248791049705,364.80540374915,374.74936368980354,730.0779121113239,271.8199453188316,32.51498424666773,2477.672980272588,51.57482662800032,2326.362519727412,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M1_b_elastic_rw,base,hold_disc,2026Q4,1,3178.1078,3178.1078,543.8839154594368,318.2894504254017,377.0001106188714,781.7159268353145,273.9352756325968,21.510275070034734,904.7933960984136,28.46956280395566,2273.3144039015865,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M1_b_elastic_rw,base,hold_disc,2027Q1,2,3053.1293,3053.1293,644.0082604379614,316.380655663393,422.0150492002292,858.2741537931149,239.03232545547056,20.66438749100411,594.0832429408351,19.458175025238372,2459.046057059165,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M1_b_elastic_rw,base,hold_disc,2027Q2,3,4028.9807,4028.9807,688.1674688605063,334.0450646878938,420.8896757356953,987.7779777968276,240.0899906123532,27.269208146073925,1385.2797304527978,34.38288325513195,2643.7009695472025,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M1_b_elastic_rw,base,hold_disc,2027Q3,4,5280.7325,5280.7325,671.6252746940066,378.0824832694792,421.7329897474854,886.6546449203443,287.49448510946536,35.74139575953723,2670.8840180187563,50.577907856888345,2609.848481981244,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M1_b_elastic_rw,base,hold_disc,2027Q4,5,3465.7641,3465.7641,587.0414290476064,329.43693355398943,424.2659206168397,946.2095223182936,289.7317962776324,23.457209072282367,912.5357072579205,26.330000569222832,2553.2283927420794,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M1_b_elastic_rw,base,cut,2026Q3,0,4804.0355,4804.0355,617.4248791049705,364.80540374915,374.74936368980354,730.0779121113239,271.8199453188316,32.51498424666773,2477.672980272588,51.57482662800032,2326.362519727412,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M1_b_elastic_rw,base,cut,2026Q4,1,3178.1078,3178.1078,543.8839154594368,318.2894504254017,377.0001106188714,781.7159268353145,273.9352756325968,21.510275070034734,904.7933960984136,28.46956280395566,2273.3144039015865,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M1_b_elastic_rw,base,cut,2027Q1,2,3053.1293,3053.1293,644.0082604379614,316.380655663393,422.0150492002292,858.2741537931149,239.03232545547056,20.66438749100411,594.0832429408351,19.458175025238372,2459.046057059165,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M1_b_elastic_rw,base,cut,2027Q2,3,4028.9807,4028.9807,688.1674688605063,334.0450646878938,420.8896757356953,987.7779777968276,240.0899906123532,27.269208146073925,1385.2797304527978,34.38288325513195,2643.7009695472025,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M1_b_elastic_rw,base,cut,2027Q3,4,5280.7325,5280.7325,671.6252746940066,378.0824832694792,421.7329897474854,886.6546449203443,287.49448510946536,35.74139575953723,2670.8840180187563,50.577907856888345,2609.848481981244,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M1_b_elastic_rw,base,cut,2027Q4,5,3465.7641,3465.7641,587.0414290476064,329.43693355398943,424.2659206168397,946.2095223182936,289.7317962776324,23.457209072282367,912.5357072579205,26.330000569222832,2553.2283927420794,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M1_b_elastic_rw,bull,held,2026Q3,0,4878.0,4804.0355,617.4248791049705,364.80540374915,374.74936368980354,730.0779121113239,271.8199453188316,33.01559556652843,2552.138091592449,52.31935407118592,2325.861908407551,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M1_b_elastic_rw,bull,held,2026Q4,1,3227.9366,3178.1078,543.8839154594368,318.2894504254017,377.0001106188714,781.7159268353145,273.9352756325968,21.847529581794767,954.9594506101735,29.584207156056706,2272.9771493898265,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M1_b_elastic_rw,bull,held,2027Q1,2,3119.9376,3053.1293,644.0082604379614,316.380655663393,422.0150492002292,858.2741537931149,239.03232545547056,21.116563754490645,661.3437192043218,21.197338023822073,2458.593880795678,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M1_b_elastic_rw,bull,held,2027Q2,3,4189.9054,4028.9807,688.1674688605063,334.0450646878938,420.8896757356953,987.7779777968276,240.0899906123532,28.358389124316012,1547.2936114310396,36.92908225161933,2642.61178856896,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M1_b_elastic_rw,bull,held,2027Q3,4,5559.9477,5280.7325,671.6252746940066,378.0824832694792,421.7329897474854,886.6546449203443,287.49448510946536,37.63119816200285,2951.9890204212215,53.09382713116567,2607.958679578778,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M1_b_elastic_rw,bull,held,2027Q4,5,3700.9529,3465.7641,587.0414290476064,329.43693355398943,424.2659206168397,946.2095223182936,289.7317962776324,25.049029142511387,1149.31632732815,31.05460562138335,2551.6365726718504,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M1_b_elastic_rw,bull,flex,2026Q3,0,4878.0,4804.0355,622.7454994851558,367.2559186571332,373.54525332082005,734.7609546017485,271.36253917086975,33.01559556652843,2541.3454303308013,52.09810230280445,2336.6545696691987,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M1_b_elastic_rw,bull,flex,2026Q4,1,3227.9366,3178.1078,548.6564872221845,320.4665533528794,375.7667550606348,786.8217678610544,273.465926388584,21.847529581794767,944.6066396964575,29.26348180743257,2283.3299603035425,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M1_b_elastic_rw,bull,flex,2027Q1,2,3119.9376,3053.1293,651.8846765038064,319.3957014882767,420.0953039808318,866.0840548652516,238.4626778728825,21.116563754490645,645.1317490434419,20.677713203092328,2474.805850956558,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M1_b_elastic_rw,bull,flex,2027Q2,3,4189.9054,4028.9807,703.4710356716693,339.82707017836384,417.43185592303627,1004.1007168779704,239.0557455722448,28.358389124316012,1514.3773649010313,36.14347390518725,2675.5280350989683,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M1_b_elastic_rw,bull,flex,2027Q3,4,5559.9477,5280.7325,691.3428020073759,386.71531296564973,417.1807974267524,905.9800307587276,285.8663266705047,37.63119816200285,2910.493628332992,52.347500109272474,2649.4540716670076,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M1_b_elastic_rw,bull,flex,2027Q4,5,3700.9529,3465.7641,609.0910392456699,339.05224129306896,418.43885595741807,972.568243297629,287.6425042358697,25.049029142511387,1099.2090451128563,29.70070343540055,2601.743854887144,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M1_b_elastic_rw,bull,flex_dl,2026Q3,0,4878.0,4804.0355,621.6345005066596,364.3238089211527,372.55447654742903,742.9405556957292,265.6125829660765,33.01559556652843,2543.9496709294817,52.15148976895207,2334.0503290705183,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M1_b_elastic_rw,bull,flex_dl,2026Q4,1,3227.9366,3178.1078,553.6660724894809,317.01056839211,373.43093676675693,792.9589443288228,267.4217859095921,21.847529581794767,945.2958216950319,29.28483235064257,2282.640778304968,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M1_b_elastic_rw,bull,flex_dl,2027Q1,2,3119.9376,3053.1293,653.0974832936414,317.76619754715813,417.25051134997005,872.4436350734451,233.8583293215722,21.116563754490645,646.6380071687042,20.725991672676535,2473.2995928312957,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M1_b_elastic_rw,bull,flex_dl,2027Q2,3,4189.9054,4028.9807,706.3157988755161,334.6970917703623,412.7674165313779,1022.8766567766464,228.75097888689527,28.358389124316012,1512.855846283518,36.107159991810754,2677.0495537164816,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M1_b_elastic_rw,bull,flex_dl,2027Q3,4,5559.9477,5280.7325,699.9832981493248,378.60553306964823,410.0626145698939,925.7177514512102,269.901373498745,37.63119816200285,2913.3083274231803,52.398124669827034,2646.6393725768194,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M1_b_elastic_rw,bull,flex_dl,2027Q4,5,3700.9529,3465.7641,616.3761743522166,332.17534827343974,409.3840595095355,995.6484233803392,269.6347980922455,25.049029142511387,1102.7831255347348,29.79727533238088,2598.1697744652656,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M1_b_elastic_rw,bull,hold_disc,2026Q3,0,4878.0,4804.0355,622.7454994851558,367.2559186571332,374.74936368980354,730.0779121113239,271.8199453188316,33.01559556652843,2544.3669563042804,52.16004420467979,2333.6330436957196,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M1_b_elastic_rw,bull,hold_disc,2026Q4,1,3227.9366,3178.1078,548.6564872221845,320.4665533528794,377.0001106188714,781.7159268353145,273.9352756325968,21.847529581794767,948.0097759199484,29.368909411664045,2279.9268240800516,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M1_b_elastic_rw,bull,hold_disc,2027Q1,2,3119.9376,3053.1293,651.8846765038064,319.3957014882767,422.0150492002292,858.2741537931149,239.03232545547056,21.116563754490645,650.4522573135935,20.84824572496557,2469.4853426864065,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M1_b_elastic_rw,bull,hold_disc,2027Q2,3,4189.9054,4028.9807,703.4710356716693,339.82707017836384,420.8896757356953,987.7779777968276,240.0899906123532,28.358389124316012,1526.2080391294066,36.425835273736894,2663.697360870593,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M1_b_elastic_rw,bull,hold_disc,2027Q3,4,5559.9477,5280.7325,691.3428020073759,386.71531296564973,421.7329897474854,886.6546449203443,287.49448510946536,37.63119816200285,2923.6386634116825,52.58392382740727,2636.309036588317,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M1_b_elastic_rw,bull,hold_disc,2027Q4,5,3700.9529,3465.7641,609.0910392456699,339.05224129306896,424.2659206168397,946.2095223182936,289.7317962776324,25.049029142511387,1117.651409391007,30.19901737714649,2583.301490608993,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
M1_b_elastic_rw,bull,cut,2026Q3,0,4878.0,4804.0355,622.7454994851558,367.2559186571332,373.54525332082005,734.7609546017485,271.36253917086975,33.01559556652843,2541.3454303308013,52.09810230280445,2336.6545696691987,4744.32212,2361.52179,49.775747309501824,51.57482662800032,50.085470085470085
M1_b_elastic_rw,bull,cut,2026Q4,1,3227.9366,3178.1078,548.6564872221845,320.4665533528794,375.7667550606348,786.8217678610544,273.465926388584,21.847529581794767,944.6066396964575,29.26348180743257,2283.3299603035425,3161.81627,913.68388,28.897437484563266,28.46956280395566,
M1_b_elastic_rw,bull,cut,2027Q1,2,3119.9376,3053.1293,651.8846765038064,319.3957014882767,420.0953039808318,866.0840548652516,238.4626778728825,21.116563754490645,645.1317490434419,20.677713203092328,2474.805850956558,3010.32375,610.73207,20.287919862440045,19.45817502523837,
M1_b_elastic_rw,bull,cut,2027Q2,3,4189.9054,4028.9807,703.4710356716693,339.82707017836384,417.43185592303627,1004.1007168779704,239.0557455722448,28.358389124316012,1514.3773649010313,36.14347390518725,2675.5280350989683,4036.93556,1451.71427,35.96079869057905,34.38288325513195,
M1_b_elastic_rw,bull,cut,2027Q3,4,5559.9477,5280.7325,691.3428020073759,386.71531296564973,417.1807974267524,905.9800307587276,285.8663266705047,37.63119816200285,2910.493628332992,52.347500109272474,2649.4540716670076,5269.96729,2695.55277,51.14932639363688,50.577907856888345,
M1_b_elastic_rw,bull,cut,2027Q4,5,3700.9529,3465.7641,609.0910392456699,339.05224129306896,418.43885595741807,972.568243297629,287.6425042358697,25.049029142511387,1099.2090451128563,29.70070343540055,2601.743854887144,3528.91936,1068.39608,30.275446135442436,26.330000569222832,
