date,series,measure,value,yoy_pct,bea_line,bea_label
2015-10-01,hotels_motels,nominal_saar_musd,105372.000,,250,Hotels and motels
2015-11-01,hotels_motels,nominal_saar_musd,101735.000,,250,Hotels and motels
2015-12-01,hotels_motels,nominal_saar_musd,104453.000,,250,Hotels and motels
2016-01-01,hotels_motels,nominal_saar_musd,103864.000,2.779,250,Hotels and motels
2016-02-01,hotels_motels,nominal_saar_musd,104964.000,2.851,250,Hotels and motels
2016-03-01,hotels_motels,nominal_saar_musd,103572.000,2.053,250,Hotels and motels
2016-04-01,hotels_motels,nominal_saar_musd,105889.000,3.987,250,Hotels and motels
2016-05-01,hotels_motels,nominal_saar_musd,104161.000,0.815,250,Hotels and motels
2016-06-01,hotels_motels,nominal_saar_musd,105688.000,2.435,250,Hotels and motels
2016-07-01,hotels_motels,nominal_saar_musd,107060.000,1.664,250,Hotels and motels
2016-08-01,hotels_motels,nominal_saar_musd,105757.000,1.453,250,Hotels and motels
2016-09-01,hotels_motels,nominal_saar_musd,110451.000,4.747,250,Hotels and motels
2016-10-01,hotels_motels,nominal_saar_musd,106664.000,1.226,250,Hotels and motels
2016-11-01,hotels_motels,nominal_saar_musd,107919.000,6.079,250,Hotels and motels
2016-12-01,hotels_motels,nominal_saar_musd,107598.000,3.011,250,Hotels and motels
2017-01-01,hotels_motels,nominal_saar_musd,109766.000,5.682,250,Hotels and motels
2017-02-01,hotels_motels,nominal_saar_musd,109145.000,3.983,250,Hotels and motels
2017-03-01,hotels_motels,nominal_saar_musd,111638.000,7.788,250,Hotels and motels
2017-04-01,hotels_motels,nominal_saar_musd,110908.000,4.740,250,Hotels and motels
2017-05-01,hotels_motels,nominal_saar_musd,111824.000,7.357,250,Hotels and motels
2017-06-01,hotels_motels,nominal_saar_musd,112478.000,6.425,250,Hotels and motels
2017-07-01,hotels_motels,nominal_saar_musd,113100.000,5.642,250,Hotels and motels
2017-08-01,hotels_motels,nominal_saar_musd,112979.000,6.829,250,Hotels and motels
2017-09-01,hotels_motels,nominal_saar_musd,118115.000,6.939,250,Hotels and motels
2017-10-01,hotels_motels,nominal_saar_musd,116040.000,8.790,250,Hotels and motels
2017-11-01,hotels_motels,nominal_saar_musd,116994.000,8.409,250,Hotels and motels
2017-12-01,hotels_motels,nominal_saar_musd,117347.000,9.061,250,Hotels and motels
2018-01-01,hotels_motels,nominal_saar_musd,118190.000,7.675,250,Hotels and motels
2018-02-01,hotels_motels,nominal_saar_musd,118407.000,8.486,250,Hotels and motels
2018-03-01,hotels_motels,nominal_saar_musd,120188.000,7.659,250,Hotels and motels
2018-04-01,hotels_motels,nominal_saar_musd,119707.000,7.934,250,Hotels and motels
2018-05-01,hotels_motels,nominal_saar_musd,118975.000,6.395,250,Hotels and motels
2018-06-01,hotels_motels,nominal_saar_musd,120269.000,6.927,250,Hotels and motels
2018-07-01,hotels_motels,nominal_saar_musd,116793.000,3.265,250,Hotels and motels
2018-08-01,hotels_motels,nominal_saar_musd,117473.000,3.978,250,Hotels and motels
2018-09-01,hotels_motels,nominal_saar_musd,117329.000,-0.665,250,Hotels and motels
2018-10-01,hotels_motels,nominal_saar_musd,121239.000,4.480,250,Hotels and motels
2018-11-01,hotels_motels,nominal_saar_musd,120203.000,2.743,250,Hotels and motels
2018-12-01,hotels_motels,nominal_saar_musd,121098.000,3.197,250,Hotels and motels
2019-01-01,hotels_motels,nominal_saar_musd,121272.000,2.608,250,Hotels and motels
2019-02-01,hotels_motels,nominal_saar_musd,121972.000,3.011,250,Hotels and motels
2019-03-01,hotels_motels,nominal_saar_musd,120876.000,0.572,250,Hotels and motels
2019-04-01,hotels_motels,nominal_saar_musd,120036.000,0.275,250,Hotels and motels
2019-05-01,hotels_motels,nominal_saar_musd,120939.000,1.651,250,Hotels and motels
2019-06-01,hotels_motels,nominal_saar_musd,118930.000,-1.113,250,Hotels and motels
2019-07-01,hotels_motels,nominal_saar_musd,117708.000,0.783,250,Hotels and motels
2019-08-01,hotels_motels,nominal_saar_musd,120044.000,2.189,250,Hotels and motels
2019-09-01,hotels_motels,nominal_saar_musd,121603.000,3.643,250,Hotels and motels
2019-10-01,hotels_motels,nominal_saar_musd,125375.000,3.411,250,Hotels and motels
2019-11-01,hotels_motels,nominal_saar_musd,130289.000,8.391,250,Hotels and motels
2019-12-01,hotels_motels,nominal_saar_musd,134581.000,11.134,250,Hotels and motels
2020-01-01,hotels_motels,nominal_saar_musd,136450.000,12.516,250,Hotels and motels
2020-02-01,hotels_motels,nominal_saar_musd,136532.000,11.937,250,Hotels and motels
2020-03-01,hotels_motels,nominal_saar_musd,64596.000,-46.560,250,Hotels and motels
2020-04-01,hotels_motels,nominal_saar_musd,22295.000,-81.426,250,Hotels and motels
2020-05-01,hotels_motels,nominal_saar_musd,32591.000,-73.052,250,Hotels and motels
2020-06-01,hotels_motels,nominal_saar_musd,46632.000,-60.790,250,Hotels and motels
2020-07-01,hotels_motels,nominal_saar_musd,58619.000,-50.200,250,Hotels and motels
2020-08-01,hotels_motels,nominal_saar_musd,67572.000,-43.711,250,Hotels and motels
2020-09-01,hotels_motels,nominal_saar_musd,66678.000,-45.167,250,Hotels and motels
2020-10-01,hotels_motels,nominal_saar_musd,65065.000,-48.104,250,Hotels and motels
2020-11-01,hotels_motels,nominal_saar_musd,61059.000,-53.136,250,Hotels and motels
2020-12-01,hotels_motels,nominal_saar_musd,61854.000,-54.040,250,Hotels and motels
2021-01-01,hotels_motels,nominal_saar_musd,62342.000,-54.311,250,Hotels and motels
2021-02-01,hotels_motels,nominal_saar_musd,67269.000,-50.730,250,Hotels and motels
2021-03-01,hotels_motels,nominal_saar_musd,77313.000,19.687,250,Hotels and motels
2021-04-01,hotels_motels,nominal_saar_musd,81919.000,267.432,250,Hotels and motels
2021-05-01,hotels_motels,nominal_saar_musd,91265.000,180.031,250,Hotels and motels
2021-06-01,hotels_motels,nominal_saar_musd,101498.000,117.657,250,Hotels and motels
2021-07-01,hotels_motels,nominal_saar_musd,114399.000,95.157,250,Hotels and motels
2021-08-01,hotels_motels,nominal_saar_musd,110384.000,63.358,250,Hotels and motels
2021-09-01,hotels_motels,nominal_saar_musd,104467.000,56.674,250,Hotels and motels
2021-10-01,hotels_motels,nominal_saar_musd,104114.000,60.015,250,Hotels and motels
2021-11-01,hotels_motels,nominal_saar_musd,113490.000,85.869,250,Hotels and motels
2021-12-01,hotels_motels,nominal_saar_musd,122247.000,97.638,250,Hotels and motels
2022-01-01,hotels_motels,nominal_saar_musd,102873.000,65.014,250,Hotels and motels
2022-02-01,hotels_motels,nominal_saar_musd,116834.000,73.682,250,Hotels and motels
2022-03-01,hotels_motels,nominal_saar_musd,126607.000,63.759,250,Hotels and motels
2022-04-01,hotels_motels,nominal_saar_musd,131357.000,60.350,250,Hotels and motels
2022-05-01,hotels_motels,nominal_saar_musd,133352.000,46.115,250,Hotels and motels
2022-06-01,hotels_motels,nominal_saar_musd,136149.000,34.140,250,Hotels and motels
2022-07-01,hotels_motels,nominal_saar_musd,135694.000,18.615,250,Hotels and motels
2022-08-01,hotels_motels,nominal_saar_musd,138239.000,25.235,250,Hotels and motels
2022-09-01,hotels_motels,nominal_saar_musd,140467.000,34.461,250,Hotels and motels
2022-10-01,hotels_motels,nominal_saar_musd,142297.000,36.674,250,Hotels and motels
2022-11-01,hotels_motels,nominal_saar_musd,143581.000,26.514,250,Hotels and motels
2022-12-01,hotels_motels,nominal_saar_musd,145892.000,19.342,250,Hotels and motels
2023-01-01,hotels_motels,nominal_saar_musd,144497.000,40.462,250,Hotels and motels
2023-02-01,hotels_motels,nominal_saar_musd,149446.000,27.913,250,Hotels and motels
2023-03-01,hotels_motels,nominal_saar_musd,152051.000,20.097,250,Hotels and motels
2023-04-01,hotels_motels,nominal_saar_musd,148411.000,12.983,250,Hotels and motels
2023-05-01,hotels_motels,nominal_saar_musd,150089.000,12.551,250,Hotels and motels
2023-06-01,hotels_motels,nominal_saar_musd,148604.000,9.148,250,Hotels and motels
2023-07-01,hotels_motels,nominal_saar_musd,149854.000,10.435,250,Hotels and motels
2023-08-01,hotels_motels,nominal_saar_musd,150056.000,8.548,250,Hotels and motels
2023-09-01,hotels_motels,nominal_saar_musd,153188.000,9.056,250,Hotels and motels
2023-10-01,hotels_motels,nominal_saar_musd,152051.000,6.855,250,Hotels and motels
2023-11-01,hotels_motels,nominal_saar_musd,153208.000,6.705,250,Hotels and motels
2023-12-01,hotels_motels,nominal_saar_musd,152017.000,4.198,250,Hotels and motels
2024-01-01,hotels_motels,nominal_saar_musd,155037.000,7.294,250,Hotels and motels
2024-02-01,hotels_motels,nominal_saar_musd,155638.000,4.143,250,Hotels and motels
2024-03-01,hotels_motels,nominal_saar_musd,155834.000,2.488,250,Hotels and motels
2024-04-01,hotels_motels,nominal_saar_musd,153010.000,3.099,250,Hotels and motels
2024-05-01,hotels_motels,nominal_saar_musd,151820.000,1.153,250,Hotels and motels
2024-06-01,hotels_motels,nominal_saar_musd,151846.000,2.182,250,Hotels and motels
2024-07-01,hotels_motels,nominal_saar_musd,150570.000,0.478,250,Hotels and motels
2024-08-01,hotels_motels,nominal_saar_musd,152236.000,1.453,250,Hotels and motels
2024-09-01,hotels_motels,nominal_saar_musd,148565.000,-3.018,250,Hotels and motels
2024-10-01,hotels_motels,nominal_saar_musd,148627.000,-2.252,250,Hotels and motels
2024-11-01,hotels_motels,nominal_saar_musd,153593.000,0.251,250,Hotels and motels
2024-12-01,hotels_motels,nominal_saar_musd,152555.000,0.354,250,Hotels and motels
2025-01-01,hotels_motels,nominal_saar_musd,152597.000,-1.574,250,Hotels and motels
2025-02-01,hotels_motels,nominal_saar_musd,152296.000,-2.147,250,Hotels and motels
2025-03-01,hotels_motels,nominal_saar_musd,144238.000,-7.441,250,Hotels and motels
2025-04-01,hotels_motels,nominal_saar_musd,149295.000,-2.428,250,Hotels and motels
2025-05-01,hotels_motels,nominal_saar_musd,152577.000,0.499,250,Hotels and motels
2025-06-01,hotels_motels,nominal_saar_musd,149199.000,-1.743,250,Hotels and motels
2025-07-01,hotels_motels,nominal_saar_musd,149871.000,-0.464,250,Hotels and motels
2025-08-01,hotels_motels,nominal_saar_musd,149925.000,-1.518,250,Hotels and motels
2025-09-01,hotels_motels,nominal_saar_musd,149166.000,0.405,250,Hotels and motels
2025-10-01,hotels_motels,nominal_saar_musd,150879.000,1.515,250,Hotels and motels
2025-11-01,hotels_motels,nominal_saar_musd,151227.000,-1.540,250,Hotels and motels
2025-12-01,hotels_motels,nominal_saar_musd,154577.000,1.325,250,Hotels and motels
2026-01-01,hotels_motels,nominal_saar_musd,154225.000,1.067,250,Hotels and motels
2026-02-01,hotels_motels,nominal_saar_musd,155834.000,2.323,250,Hotels and motels
2026-03-01,hotels_motels,nominal_saar_musd,156285.000,8.352,250,Hotels and motels
2026-04-01,hotels_motels,nominal_saar_musd,158557.000,6.204,250,Hotels and motels
2026-05-01,hotels_motels,nominal_saar_musd,159505.000,4.541,250,Hotels and motels
2026-06-01,hotels_motels,nominal_saar_musd,160956.000,7.880,250,Hotels and motels
2026-07-01,hotels_motels,nominal_saar_musd,158841.000,5.985,250,Hotels and motels
2015-01-01,inbound_foreign_travel_in_us,nominal_saar_musd,156551.000,,339,Foreign travel in the United States
2015-02-01,inbound_foreign_travel_in_us,nominal_saar_musd,154114.000,,339,Foreign travel in the United States
2015-03-01,inbound_foreign_travel_in_us,nominal_saar_musd,157027.000,,339,Foreign travel in the United States
2015-04-01,inbound_foreign_travel_in_us,nominal_saar_musd,156905.000,,339,Foreign travel in the United States
2015-05-01,inbound_foreign_travel_in_us,nominal_saar_musd,160086.000,,339,Foreign travel in the United States
2015-06-01,inbound_foreign_travel_in_us,nominal_saar_musd,164532.000,,339,Foreign travel in the United States
2015-07-01,inbound_foreign_travel_in_us,nominal_saar_musd,159619.000,,339,Foreign travel in the United States
2015-08-01,inbound_foreign_travel_in_us,nominal_saar_musd,161310.000,,339,Foreign travel in the United States
2015-09-01,inbound_foreign_travel_in_us,nominal_saar_musd,159344.000,,339,Foreign travel in the United States
2015-10-01,inbound_foreign_travel_in_us,nominal_saar_musd,158010.000,,339,Foreign travel in the United States
2015-11-01,inbound_foreign_travel_in_us,nominal_saar_musd,158134.000,,339,Foreign travel in the United States
2015-12-01,inbound_foreign_travel_in_us,nominal_saar_musd,158964.000,,339,Foreign travel in the United States
2016-01-01,inbound_foreign_travel_in_us,nominal_saar_musd,154854.000,-1.084,339,Foreign travel in the United States
2016-02-01,inbound_foreign_travel_in_us,nominal_saar_musd,154062.000,-0.034,339,Foreign travel in the United States
2016-03-01,inbound_foreign_travel_in_us,nominal_saar_musd,154014.000,-1.919,339,Foreign travel in the United States
2016-04-01,inbound_foreign_travel_in_us,nominal_saar_musd,153241.000,-2.335,339,Foreign travel in the United States
2016-05-01,inbound_foreign_travel_in_us,nominal_saar_musd,153424.000,-4.162,339,Foreign travel in the United States
2016-06-01,inbound_foreign_travel_in_us,nominal_saar_musd,155229.000,-5.654,339,Foreign travel in the United States
2016-07-01,inbound_foreign_travel_in_us,nominal_saar_musd,155393.000,-2.648,339,Foreign travel in the United States
2016-08-01,inbound_foreign_travel_in_us,nominal_saar_musd,155028.000,-3.894,339,Foreign travel in the United States
2016-09-01,inbound_foreign_travel_in_us,nominal_saar_musd,155579.000,-2.363,339,Foreign travel in the United States
2016-10-01,inbound_foreign_travel_in_us,nominal_saar_musd,155054.000,-1.871,339,Foreign travel in the United States
2016-11-01,inbound_foreign_travel_in_us,nominal_saar_musd,152601.000,-3.499,339,Foreign travel in the United States
2016-12-01,inbound_foreign_travel_in_us,nominal_saar_musd,150669.000,-5.218,339,Foreign travel in the United States
2017-01-01,inbound_foreign_travel_in_us,nominal_saar_musd,148231.000,-4.277,339,Foreign travel in the United States
2017-02-01,inbound_foreign_travel_in_us,nominal_saar_musd,148936.000,-3.327,339,Foreign travel in the United States
2017-03-01,inbound_foreign_travel_in_us,nominal_saar_musd,144451.000,-6.209,339,Foreign travel in the United States
2017-04-01,inbound_foreign_travel_in_us,nominal_saar_musd,155692.000,1.599,339,Foreign travel in the United States
2017-05-01,inbound_foreign_travel_in_us,nominal_saar_musd,154152.000,0.475,339,Foreign travel in the United States
2017-06-01,inbound_foreign_travel_in_us,nominal_saar_musd,154605.000,-0.402,339,Foreign travel in the United States
2017-07-01,inbound_foreign_travel_in_us,nominal_saar_musd,154534.000,-0.553,339,Foreign travel in the United States
2017-08-01,inbound_foreign_travel_in_us,nominal_saar_musd,153472.000,-1.004,339,Foreign travel in the United States
2017-09-01,inbound_foreign_travel_in_us,nominal_saar_musd,158092.000,1.615,339,Foreign travel in the United States
2017-10-01,inbound_foreign_travel_in_us,nominal_saar_musd,154879.000,-0.113,339,Foreign travel in the United States
2017-11-01,inbound_foreign_travel_in_us,nominal_saar_musd,158088.000,3.596,339,Foreign travel in the United States
2017-12-01,inbound_foreign_travel_in_us,nominal_saar_musd,157015.000,4.212,339,Foreign travel in the United States
2018-01-01,inbound_foreign_travel_in_us,nominal_saar_musd,158983.000,7.254,339,Foreign travel in the United States
2018-02-01,inbound_foreign_travel_in_us,nominal_saar_musd,158209.000,6.226,339,Foreign travel in the United States
2018-03-01,inbound_foreign_travel_in_us,nominal_saar_musd,160527.000,11.129,339,Foreign travel in the United States
2018-04-01,inbound_foreign_travel_in_us,nominal_saar_musd,153391.000,-1.478,339,Foreign travel in the United States
2018-05-01,inbound_foreign_travel_in_us,nominal_saar_musd,157256.000,2.014,339,Foreign travel in the United States
2018-06-01,inbound_foreign_travel_in_us,nominal_saar_musd,154464.000,-0.091,339,Foreign travel in the United States
2018-07-01,inbound_foreign_travel_in_us,nominal_saar_musd,154943.000,0.265,339,Foreign travel in the United States
2018-08-01,inbound_foreign_travel_in_us,nominal_saar_musd,154046.000,0.374,339,Foreign travel in the United States
2018-09-01,inbound_foreign_travel_in_us,nominal_saar_musd,154617.000,-2.198,339,Foreign travel in the United States
2018-10-01,inbound_foreign_travel_in_us,nominal_saar_musd,149524.000,-3.458,339,Foreign travel in the United States
2018-11-01,inbound_foreign_travel_in_us,nominal_saar_musd,151044.000,-4.456,339,Foreign travel in the United States
2018-12-01,inbound_foreign_travel_in_us,nominal_saar_musd,151292.000,-3.645,339,Foreign travel in the United States
2019-01-01,inbound_foreign_travel_in_us,nominal_saar_musd,147422.000,-7.272,339,Foreign travel in the United States
2019-02-01,inbound_foreign_travel_in_us,nominal_saar_musd,151963.000,-3.948,339,Foreign travel in the United States
2019-03-01,inbound_foreign_travel_in_us,nominal_saar_musd,152416.000,-5.053,339,Foreign travel in the United States
2019-04-01,inbound_foreign_travel_in_us,nominal_saar_musd,151992.000,-0.912,339,Foreign travel in the United States
2019-05-01,inbound_foreign_travel_in_us,nominal_saar_musd,156561.000,-0.442,339,Foreign travel in the United States
2019-06-01,inbound_foreign_travel_in_us,nominal_saar_musd,153389.000,-0.696,339,Foreign travel in the United States
2019-07-01,inbound_foreign_travel_in_us,nominal_saar_musd,144952.000,-6.448,339,Foreign travel in the United States
2019-08-01,inbound_foreign_travel_in_us,nominal_saar_musd,148621.000,-3.522,339,Foreign travel in the United States
2019-09-01,inbound_foreign_travel_in_us,nominal_saar_musd,153805.000,-0.525,339,Foreign travel in the United States
2019-10-01,inbound_foreign_travel_in_us,nominal_saar_musd,168553.000,12.726,339,Foreign travel in the United States
2019-11-01,inbound_foreign_travel_in_us,nominal_saar_musd,161591.000,6.983,339,Foreign travel in the United States
2019-12-01,inbound_foreign_travel_in_us,nominal_saar_musd,138571.000,-8.408,339,Foreign travel in the United States
2020-01-01,inbound_foreign_travel_in_us,nominal_saar_musd,67742.000,-54.049,339,Foreign travel in the United States
2020-02-01,inbound_foreign_travel_in_us,nominal_saar_musd,137905.000,-9.251,339,Foreign travel in the United States
2020-03-01,inbound_foreign_travel_in_us,nominal_saar_musd,99989.000,-34.397,339,Foreign travel in the United States
2020-04-01,inbound_foreign_travel_in_us,nominal_saar_musd,6301.000,-95.854,339,Foreign travel in the United States
2020-05-01,inbound_foreign_travel_in_us,nominal_saar_musd,8065.000,-94.849,339,Foreign travel in the United States
2020-06-01,inbound_foreign_travel_in_us,nominal_saar_musd,10914.000,-92.885,339,Foreign travel in the United States
2020-07-01,inbound_foreign_travel_in_us,nominal_saar_musd,12798.000,-91.171,339,Foreign travel in the United States
2020-08-01,inbound_foreign_travel_in_us,nominal_saar_musd,11355.000,-92.360,339,Foreign travel in the United States
2020-09-01,inbound_foreign_travel_in_us,nominal_saar_musd,11561.000,-92.483,339,Foreign travel in the United States
2020-10-01,inbound_foreign_travel_in_us,nominal_saar_musd,14947.000,-91.132,339,Foreign travel in the United States
2020-11-01,inbound_foreign_travel_in_us,nominal_saar_musd,20333.000,-87.417,339,Foreign travel in the United States
2020-12-01,inbound_foreign_travel_in_us,nominal_saar_musd,21899.000,-84.197,339,Foreign travel in the United States
2021-01-01,inbound_foreign_travel_in_us,nominal_saar_musd,25360.000,-62.564,339,Foreign travel in the United States
2021-02-01,inbound_foreign_travel_in_us,nominal_saar_musd,21783.000,-84.204,339,Foreign travel in the United States
2021-03-01,inbound_foreign_travel_in_us,nominal_saar_musd,26757.000,-73.240,339,Foreign travel in the United States
2021-04-01,inbound_foreign_travel_in_us,nominal_saar_musd,26401.000,318.997,339,Foreign travel in the United States
2021-05-01,inbound_foreign_travel_in_us,nominal_saar_musd,36777.000,356.007,339,Foreign travel in the United States
2021-06-01,inbound_foreign_travel_in_us,nominal_saar_musd,41617.000,281.318,339,Foreign travel in the United States
2021-07-01,inbound_foreign_travel_in_us,nominal_saar_musd,41171.000,221.699,339,Foreign travel in the United States
2021-08-01,inbound_foreign_travel_in_us,nominal_saar_musd,36709.000,223.285,339,Foreign travel in the United States
2021-09-01,inbound_foreign_travel_in_us,nominal_saar_musd,37525.000,224.583,339,Foreign travel in the United States
2021-10-01,inbound_foreign_travel_in_us,nominal_saar_musd,42132.000,181.876,339,Foreign travel in the United States
2021-11-01,inbound_foreign_travel_in_us,nominal_saar_musd,73033.000,259.185,339,Foreign travel in the United States
2021-12-01,inbound_foreign_travel_in_us,nominal_saar_musd,78345.000,257.756,339,Foreign travel in the United States
2022-01-01,inbound_foreign_travel_in_us,nominal_saar_musd,65005.000,156.329,339,Foreign travel in the United States
2022-02-01,inbound_foreign_travel_in_us,nominal_saar_musd,77655.000,256.494,339,Foreign travel in the United States
2022-03-01,inbound_foreign_travel_in_us,nominal_saar_musd,86708.000,224.057,339,Foreign travel in the United States
2022-04-01,inbound_foreign_travel_in_us,nominal_saar_musd,107898.000,308.689,339,Foreign travel in the United States
2022-05-01,inbound_foreign_travel_in_us,nominal_saar_musd,105506.000,186.880,339,Foreign travel in the United States
2022-06-01,inbound_foreign_travel_in_us,nominal_saar_musd,107441.000,158.166,339,Foreign travel in the United States
2022-07-01,inbound_foreign_travel_in_us,nominal_saar_musd,113672.000,176.097,339,Foreign travel in the United States
2022-08-01,inbound_foreign_travel_in_us,nominal_saar_musd,114234.000,211.188,339,Foreign travel in the United States
2022-09-01,inbound_foreign_travel_in_us,nominal_saar_musd,118159.000,214.881,339,Foreign travel in the United States
2022-10-01,inbound_foreign_travel_in_us,nominal_saar_musd,125994.000,199.046,339,Foreign travel in the United States
2022-11-01,inbound_foreign_travel_in_us,nominal_saar_musd,125407.000,71.713,339,Foreign travel in the United States
2022-12-01,inbound_foreign_travel_in_us,nominal_saar_musd,126525.000,61.497,339,Foreign travel in the United States
2023-01-01,inbound_foreign_travel_in_us,nominal_saar_musd,127411.000,96.002,339,Foreign travel in the United States
2023-02-01,inbound_foreign_travel_in_us,nominal_saar_musd,131316.000,69.102,339,Foreign travel in the United States
2023-03-01,inbound_foreign_travel_in_us,nominal_saar_musd,129918.000,49.834,339,Foreign travel in the United States
2023-04-01,inbound_foreign_travel_in_us,nominal_saar_musd,140168.000,29.908,339,Foreign travel in the United States
2023-05-01,inbound_foreign_travel_in_us,nominal_saar_musd,140016.000,32.709,339,Foreign travel in the United States
2023-06-01,inbound_foreign_travel_in_us,nominal_saar_musd,140991.000,31.226,339,Foreign travel in the United States
2023-07-01,inbound_foreign_travel_in_us,nominal_saar_musd,142336.000,25.216,339,Foreign travel in the United States
2023-08-01,inbound_foreign_travel_in_us,nominal_saar_musd,145965.000,27.777,339,Foreign travel in the United States
2023-09-01,inbound_foreign_travel_in_us,nominal_saar_musd,149004.000,26.105,339,Foreign travel in the United States
2023-10-01,inbound_foreign_travel_in_us,nominal_saar_musd,151292.000,20.079,339,Foreign travel in the United States
2023-11-01,inbound_foreign_travel_in_us,nominal_saar_musd,152908.000,21.929,339,Foreign travel in the United States
2023-12-01,inbound_foreign_travel_in_us,nominal_saar_musd,155398.000,22.820,339,Foreign travel in the United States
2024-01-01,inbound_foreign_travel_in_us,nominal_saar_musd,152945.000,20.041,339,Foreign travel in the United States
2024-02-01,inbound_foreign_travel_in_us,nominal_saar_musd,162116.000,23.455,339,Foreign travel in the United States
2024-03-01,inbound_foreign_travel_in_us,nominal_saar_musd,160466.000,23.513,339,Foreign travel in the United States
2024-04-01,inbound_foreign_travel_in_us,nominal_saar_musd,151895.000,8.366,339,Foreign travel in the United States
2024-05-01,inbound_foreign_travel_in_us,nominal_saar_musd,162179.000,15.829,339,Foreign travel in the United States
2024-06-01,inbound_foreign_travel_in_us,nominal_saar_musd,160193.000,13.619,339,Foreign travel in the United States
2024-07-01,inbound_foreign_travel_in_us,nominal_saar_musd,158524.000,11.373,339,Foreign travel in the United States
2024-08-01,inbound_foreign_travel_in_us,nominal_saar_musd,162453.000,11.296,339,Foreign travel in the United States
2024-09-01,inbound_foreign_travel_in_us,nominal_saar_musd,161770.000,8.568,339,Foreign travel in the United States
2024-10-01,inbound_foreign_travel_in_us,nominal_saar_musd,161681.000,6.867,339,Foreign travel in the United States
2024-11-01,inbound_foreign_travel_in_us,nominal_saar_musd,165124.000,7.989,339,Foreign travel in the United States
2024-12-01,inbound_foreign_travel_in_us,nominal_saar_musd,167530.000,7.807,339,Foreign travel in the United States
2025-01-01,inbound_foreign_travel_in_us,nominal_saar_musd,166276.000,8.716,339,Foreign travel in the United States
2025-02-01,inbound_foreign_travel_in_us,nominal_saar_musd,162190.000,0.046,339,Foreign travel in the United States
2025-03-01,inbound_foreign_travel_in_us,nominal_saar_musd,145304.000,-9.449,339,Foreign travel in the United States
2025-04-01,inbound_foreign_travel_in_us,nominal_saar_musd,154554.000,1.751,339,Foreign travel in the United States
2025-05-01,inbound_foreign_travel_in_us,nominal_saar_musd,148943.000,-8.161,339,Foreign travel in the United States
2025-06-01,inbound_foreign_travel_in_us,nominal_saar_musd,147033.000,-8.215,339,Foreign travel in the United States
2025-07-01,inbound_foreign_travel_in_us,nominal_saar_musd,144888.000,-8.602,339,Foreign travel in the United States
2025-08-01,inbound_foreign_travel_in_us,nominal_saar_musd,150457.000,-7.384,339,Foreign travel in the United States
2025-09-01,inbound_foreign_travel_in_us,nominal_saar_musd,145844.000,-9.845,339,Foreign travel in the United States
2025-10-01,inbound_foreign_travel_in_us,nominal_saar_musd,148237.000,-8.315,339,Foreign travel in the United States
2025-11-01,inbound_foreign_travel_in_us,nominal_saar_musd,150150.000,-9.068,339,Foreign travel in the United States
2025-12-01,inbound_foreign_travel_in_us,nominal_saar_musd,155009.000,-7.474,339,Foreign travel in the United States
2026-01-01,inbound_foreign_travel_in_us,nominal_saar_musd,151849.000,-8.677,339,Foreign travel in the United States
2026-02-01,inbound_foreign_travel_in_us,nominal_saar_musd,152845.000,-5.762,339,Foreign travel in the United States
2026-03-01,inbound_foreign_travel_in_us,nominal_saar_musd,146192.000,0.611,339,Foreign travel in the United States
2026-04-01,inbound_foreign_travel_in_us,nominal_saar_musd,143309.000,-7.276,339,Foreign travel in the United States
2026-05-01,inbound_foreign_travel_in_us,nominal_saar_musd,149994.000,0.706,339,Foreign travel in the United States
2026-06-01,inbound_foreign_travel_in_us,nominal_saar_musd,155537.000,5.784,339,Foreign travel in the United States
2026-07-01,inbound_foreign_travel_in_us,nominal_saar_musd,153785.000,6.141,339,Foreign travel in the United States
2015-01-01,motor_vehicle_rental,nominal_saar_musd,18821.000,,197,Motor vehicle rental
2015-02-01,motor_vehicle_rental,nominal_saar_musd,18666.000,,197,Motor vehicle rental
2015-03-01,motor_vehicle_rental,nominal_saar_musd,18800.000,,197,Motor vehicle rental
2015-04-01,motor_vehicle_rental,nominal_saar_musd,18835.000,,197,Motor vehicle rental
2015-05-01,motor_vehicle_rental,nominal_saar_musd,19003.000,,197,Motor vehicle rental
2015-06-01,motor_vehicle_rental,nominal_saar_musd,18737.000,,197,Motor vehicle rental
2015-07-01,motor_vehicle_rental,nominal_saar_musd,18853.000,,197,Motor vehicle rental
2015-08-01,motor_vehicle_rental,nominal_saar_musd,19143.000,,197,Motor vehicle rental
2015-09-01,motor_vehicle_rental,nominal_saar_musd,19121.000,,197,Motor vehicle rental
2015-10-01,motor_vehicle_rental,nominal_saar_musd,19628.000,,197,Motor vehicle rental
2015-11-01,motor_vehicle_rental,nominal_saar_musd,19458.000,,197,Motor vehicle rental
2015-12-01,motor_vehicle_rental,nominal_saar_musd,18477.000,,197,Motor vehicle rental
2016-01-01,motor_vehicle_rental,nominal_saar_musd,19215.000,2.093,197,Motor vehicle rental
2016-02-01,motor_vehicle_rental,nominal_saar_musd,19884.000,6.525,197,Motor vehicle rental
2016-03-01,motor_vehicle_rental,nominal_saar_musd,20038.000,6.585,197,Motor vehicle rental
2016-04-01,motor_vehicle_rental,nominal_saar_musd,20056.000,6.483,197,Motor vehicle rental
2016-05-01,motor_vehicle_rental,nominal_saar_musd,20653.000,8.683,197,Motor vehicle rental
