feature_id,period,revenue,revpar_per_night,annual,partial
334,2025Q1,604016,86.04,False,False
334,2025Q2,624273,87.95,False,False
334,2025Q3,650661,90.67,False,False
334,2025Q4,491644,68.51,False,False
334,2026Q1,460119,65.54,False,False
334,2026Q2,419506,88.17,False,True
335,2023,3099996,80.12,True,False
335,2024Q2,852488,88.38,False,False
335,2024Q3,675437,69.26,False,False
335,2024Q4,775869,79.56,False,False
335,2025Q1,712624,74.7,False,False
335,2025Q2,721585,74.81,False,False
335,2025Q3,731254,74.99,False,False
335,2025Q4,775814,79.55,False,False
335,2026Q1,836398,87.67,False,False
335,2026Q2,569042,88.01,False,True
336,2023,5348655,128.54,True,False
336,2024Q2,1326737,127.89,False,False
336,2024Q3,1149951,109.64,False,False
336,2024Q4,1175746,112.1,False,False
336,2025Q1,1160226,113.08,False,False
336,2025Q2,975649,94.05,False,False
336,2025Q3,1259119,120.05,False,False
336,2025Q4,1152176,109.86,False,False
336,2026Q1,1245612,121.4,False,False
336,2026Q2,880596,126.63,False,True
337,2023,341208,23.97,True,False
337,2024Q2,89387,25.19,False,False
337,2024Q3,89496,24.94,False,False
337,2024Q4,78375,21.84,False,False
337,2025Q1,91598,26.1,False,False
337,2025Q2,87583,24.68,False,False
337,2025Q3,60695,16.92,False,False
337,2025Q4,60294,16.8,False,False
337,2026Q1,67160,19.13,False,False
337,2026Q2,36345,15.28,False,True
338,2023,744976,32.92,True,False
338,2024Q2,167285,29.65,False,False
338,2024Q3,145523,25.51,False,False
338,2024Q4,141020,24.72,False,False
338,2025Q1,113587,20.36,False,False
338,2025Q2,136696,24.23,False,False
338,2025Q3,105994,18.58,False,False
338,2025Q4,100859,17.68,False,False
338,2026Q1,100521,18.01,False,False
338,2026Q2,64162,16.97,False,True
339,2023,3889510,67.02,True,False
339,2024Q2,1080010,74.64,False,False
339,2024Q3,966284,66.06,False,False
339,2024Q4,919529,62.86,False,False
339,2025Q1,959722,67.07,False,False
339,2025Q2,1054232,72.86,False,False
339,2025Q3,804722,55.01,False,False
339,2025Q4,952662,65.13,False,False
339,2026Q1,1046148,73.11,False,False
339,2026Q2,767975,79.18,False,True
340,2023,163021,7.2,True,False
340,2024Q2,19166,3.4,False,False
340,2024Q3,19025,3.34,False,False
340,2024Q4,7847,1.38,False,False
340,2025Q1,23466,4.21,False,False
340,2025Q2,18633,3.3,False,False
340,2025Q3,29793,5.22,False,False
340,2025Q4,11899,2.09,False,False
340,2026Q1,30928,5.54,False,False
340,2026Q2,5638,1.49,False,True
341,2023,4679888,122.11,True,False
341,2024Q2,1198300,125.41,False,False
341,2024Q3,1137581,117.76,False,False
341,2024Q4,1163185,120.41,False,False
341,2025Q1,1232245,130.4,False,False
341,2025Q2,1127693,118.02,False,False
341,2025Q3,1175642,121.7,False,False
341,2025Q4,1126697,116.64,False,False
341,2026Q1,1154391,122.16,False,False
341,2026Q2,774700,120.95,False,True
342,2023,1380590,46.7,True,False
342,2024Q2,573656,77.83,False,False
342,2024Q3,811107,108.84,False,False
342,2024Q4,542456,72.79,False,False
342,2025Q1,530728,72.8,False,False
342,2025Q2,506658,68.74,False,False
342,2025Q3,563778,75.65,False,False
342,2025Q4,353914,47.49,False,False
342,2026Q1,485896,66.65,False,False
342,2026Q2,345102,69.84,False,True
343,2023,1358281,62.02,True,False
343,2024Q2,1298737,237.86,False,False
343,2024Q3,132079,23.93,False,False
343,2024Q4,356550,64.59,False,False
343,2025Q1,220184,40.77,False,False
343,2025Q2,440269,80.64,False,False
343,2025Q3,519382,94.09,False,False
343,2025Q4,523301,94.8,False,False
343,2026Q1,430058,79.64,False,False
343,2026Q2,272218,74.38,False,True
344,2023,22154286,175.93,True,False
344,2024Q2,6277149,199.94,False,False
344,2024Q3,5641414,177.74,False,False
344,2024Q4,5851245,184.35,False,False
344,2025Q1,6022605,193.96,False,False
344,2025Q2,6535849,208.18,False,False
344,2025Q3,4956321,156.15,False,False
344,2025Q4,5913225,186.3,False,False
344,2026Q1,6470902,208.4,False,False
344,2026Q2,4851294,230.52,False,True
345,2023,929470,46.3,True,False
345,2024Q2,288821,57.71,False,False
345,2024Q3,235024,46.45,False,False
345,2024Q4,191088,37.76,False,False
345,2025Q1,166031,33.54,False,False
345,2025Q2,192443,38.45,False,False
345,2025Q3,189259,37.4,False,False
345,2025Q4,157778,31.18,False,False
345,2026Q1,156277,31.57,False,False
345,2026Q2,124929,37.24,False,True
346,2023,2345477,84.55,True,False
346,2024Q2,674601,97.54,False,False
346,2024Q3,670302,95.87,False,False
346,2024Q4,679038,97.12,False,False
346,2025Q1,687012,100.44,False,False
346,2025Q2,679324,98.22,False,False
346,2025Q3,574354,82.14,False,False
346,2025Q4,535313,76.56,False,False
346,2026Q1,643578,94.09,False,False
346,2026Q2,421152,90.84,False,True
347,2023,2278118,56.23,True,False
347,2024Q2,595412,58.95,False,False
347,2024Q3,680597,66.65,False,False
347,2024Q4,579716,56.77,False,False
347,2025Q1,606176,60.68,False,False
347,2025Q2,537059,53.17,False,False
347,2025Q3,532970,52.19,False,False
347,2025Q4,541114,52.99,False,False
347,2026Q1,664997,66.57,False,False
347,2026Q2,488242,72.11,False,True
348,2023,365781,10.33,True,False
348,2024Q2,0,0.0,False,False
348,2024Q3,35188,3.94,False,False
348,2024Q4,265165,29.71,False,False
348,2025Q1,272315,31.19,False,False
348,2025Q2,312993,35.46,False,False
348,2025Q3,332881,37.3,False,False
348,2025Q4,308626,34.58,False,False
348,2026Q1,320927,36.76,False,False
348,2026Q2,323207,54.62,False,True
349,2023,1691237,55.83,True,False
349,2024Q2,348909,46.19,False,False
349,2024Q3,430378,56.36,False,False
349,2024Q4,241871,31.68,False,False
349,2025Q1,335547,44.92,False,False
349,2025Q2,407542,53.96,False,False
349,2025Q3,513157,67.2,False,False
349,2025Q4,363979,47.67,False,False
349,2026Q1,558722,74.8,False,False
349,2026Q2,289854,57.25,False,True
350,2023,7379696,88.68,True,False
350,2024Q2,2074408,99.98,False,False
350,2024Q3,1790987,85.38,False,False
350,2024Q4,1830654,87.27,False,False
350,2025Q1,1851075,90.21,False,False
350,2025Q2,2175498,104.85,False,False
350,2025Q3,1870623,89.18,False,False
350,2025Q4,1838317,87.64,False,False
350,2026Q1,1871503,91.2,False,False
350,2026Q2,1497901,107.7,False,True
351,2023,458985,25.66,True,False
351,2024Q2,145930,32.73,False,False
351,2024Q3,307831,68.29,False,False
351,2024Q4,127302,28.24,False,False
351,2025Q1,112141,25.43,False,False
351,2025Q2,104697,23.48,False,False
351,2025Q3,106347,23.59,False,False
351,2025Q4,109255,24.24,False,False
351,2026Q1,104987,23.81,False,False
351,2026Q2,75229,25.17,False,True
352,2023,299810,24.89,True,False
352,2024Q2,58403,19.45,False,False
352,2024Q3,60490,19.92,False,False
352,2024Q4,49793,16.4,False,False
352,2025Q1,56215,18.93,False,False
352,2025Q2,83997,27.97,False,False
352,2025Q3,88828,29.26,False,False
352,2025Q4,86560,28.51,False,False
352,2026Q1,52302,17.61,False,False
352,2026Q2,49536,24.61,False,True
353,2023,94430,16.17,True,False
353,2024Q2,26441,18.16,False,False
353,2024Q3,29116,19.78,False,False
353,2024Q4,18918,12.85,False,False
353,2025Q1,18807,13.06,False,False
353,2025Q2,19692,13.52,False,False
353,2025Q3,26603,18.07,False,False
353,2025Q4,6923,4.7,False,False
353,2026Q1,23994,16.66,False,False
353,2026Q2,0,0.0,False,True
354,2023,2144565,99.59,True,False
354,2024Q2,525929,97.96,False,False
354,2024Q3,680958,125.45,False,False
354,2024Q4,533482,98.28,False,False
354,2025Q1,459948,86.62,False,False
354,2025Q2,577421,107.55,False,False
354,2025Q3,572430,105.46,False,False
354,2025Q4,567506,104.55,False,False
354,2026Q1,592395,111.56,False,False
354,2026Q2,472838,131.38,False,True
355,2023,8188017,166.17,True,False
355,2024Q2,2217328,180.49,False,False
355,2024Q3,1829380,147.29,False,False
355,2024Q4,2110168,169.9,False,False
355,2025Q1,2052793,168.95,False,False
355,2025Q2,2285337,186.03,False,False
355,2025Q3,1843316,148.42,False,False
355,2025Q4,2288362,184.25,False,False
355,2026Q1,2081832,171.34,False,False
355,2026Q2,1665786,202.28,False,True
356,2023,95765,13.12,True,False
356,2024Q2,27182,14.94,False,False
356,2024Q3,23556,12.8,False,False
356,2024Q4,21462,11.66,False,False
356,2025Q1,20811,11.56,False,False
356,2025Q2,22774,12.51,False,False
356,2025Q3,28688,15.59,False,False
356,2025Q4,23844,12.96,False,False
356,2026Q1,20516,11.4,False,False
356,2026Q2,13019,10.67,False,True
357,2023,4822254,80.07,True,False
357,2024Q2,1388624,92.48,False,False
357,2024Q3,1110655,73.17,False,False
357,2024Q4,1056346,69.59,False,False
357,2025Q1,1057001,71.18,False,False
357,2025Q2,1215678,80.96,False,False
357,2025Q3,885097,58.31,False,False
357,2025Q4,840940,55.4,False,False
357,2026Q1,815373,54.91,False,False
357,2026Q2,785477,78.04,False,True
358,2023,188399,25.81,True,False
358,2024Q2,49898,27.42,False,False
358,2024Q3,32149,17.47,False,False
358,2024Q4,20709,11.26,False,False
358,2025Q1,28202,15.67,False,False
358,2025Q2,27250,14.97,False,False
358,2025Q3,33508,18.21,False,False
358,2025Q4,26482,14.39,False,False
358,2026Q1,24424,13.57,False,False
358,2026Q2,22783,18.67,False,True
359,2023,3841486,83.53,True,False
359,2024Q2,1129884,98.54,False,False
359,2024Q3,981178,84.64,False,False
359,2024Q4,1100419,94.93,False,False
359,2025Q1,1006438,88.75,False,False
359,2025Q2,1169342,101.98,False,False
359,2025Q3,1004684,86.67,False,False
359,2025Q4,1026238,88.53,False,False
359,2026Q1,943386,83.19,False,False
359,2026Q2,793496,103.24,False,True
361,2023,63541,8.29,True,False
361,2024Q2,12982,6.79,False,False
361,2024Q3,13157,6.81,False,False
361,2024Q4,11497,5.95,False,False
361,2025Q1,13167,6.97,False,False
361,2025Q2,12839,6.72,False,False
361,2025Q3,10440,5.4,False,False
361,2025Q4,12236,6.33,False,False
361,2026Q1,11928,6.31,False,False
361,2026Q2,6641,5.18,False,True
362,2023,499954,29.78,True,False
362,2024Q2,133513,31.9,False,False
362,2024Q3,208932,49.37,False,False
362,2024Q4,107709,25.45,False,False
362,2025Q1,128665,31.08,False,False
362,2025Q2,138195,33.01,False,False
362,2025Q3,109893,25.97,False,False
362,2025Q4,90448,21.37,False,False
362,2026Q1,105677,25.53,False,False
362,2026Q2,52112,18.57,False,True
363,2023,312101,11.1,True,False
363,2024Q2,0,0.0,False,False
363,2024Q3,0,0.0,False,False
363,2024Q4,0,0.0,False,False
363,2025Q1,0,0.0,False,False
363,2025Q2,0,0.0,False,False
363,2025Q3,0,0.0,False,False
363,2025Q4,0,0.0,False,False
363,2026Q1,0,0.0,False,False
363,2026Q2,0,0.0,False,True
364,2023,21562629,174.78,True,False
364,2024Q2,5546326,180.32,False,False
364,2024Q3,3645909,117.25,False,False
364,2024Q4,5892358,189.49,False,False
364,2025Q1,5636805,185.3,False,False
364,2025Q2,5784205,188.06,False,False
364,2025Q3,3707005,119.21,False,False
364,2025Q4,5517083,177.42,False,False
364,2026Q1,5417960,178.11,False,False
364,2026Q2,3468523,168.23,False,True
365,2023,7422331,101.68,True,False
365,2024Q2,1794501,98.6,False,False
365,2024Q3,1324318,71.97,False,False
365,2024Q4,2177460,118.34,False,False
365,2025Q1,2032426,112.91,False,False
365,2025Q2,2008238,110.34,False,False
365,2025Q3,1036031,56.31,False,False
365,2025Q4,2096445,113.94,False,False
365,2026Q1,2322917,129.05,False,False
365,2026Q2,1431741,117.36,False,True
366,2023,389812,35.6,True,False
366,2024Q2,93031,34.08,False,False
366,2024Q3,110764,40.13,False,False
366,2024Q4,103085,37.35,False,False
366,2025Q1,100441,37.2,False,False
366,2025Q2,103932,38.07,False,False
366,2025Q3,103148,37.37,False,False
366,2025Q4,92878,33.65,False,False
366,2026Q1,80654,29.87,False,False
366,2026Q2,52755,28.83,False,True
367,2023,6388859,119.89,True,False
367,2024Q2,1750893,131.78,False,False
367,2024Q3,1410669,105.02,False,False
367,2024Q4,1894818,141.07,False,False
367,2025Q1,1574655,119.84,False,False
367,2025Q2,1771504,133.34,False,False
367,2025Q3,1335747,99.45,False,False
367,2025Q4,1705191,126.95,False,False
367,2026Q1,1749980,133.18,False,False
367,2026Q2,1152409,129.4,False,True
368,2023,5107661,79.51,True,False
368,2024Q2,1403997,87.66,False,False
368,2024Q3,961145,59.36,False,False
368,2024Q4,1126129,69.55,False,False
368,2025Q1,1326841,83.77,False,False
368,2025Q2,1448493,90.44,False,False
368,2025Q3,1302591,80.45,False,False
368,2025Q4,1362462,84.14,False,False
368,2026Q1,1434887,90.59,False,False
368,2026Q2,837438,78.0,False,True
369,2023,8567640,180.56,True,False
369,2024Q2,2422833,204.8,False,False
369,2024Q3,1851710,154.83,False,False
369,2024Q4,1822319,152.37,False,False
369,2025Q1,2413699,206.3,False,False
369,2025Q2,1984364,167.74,False,False
369,2025Q3,1386047,115.89,False,False
369,2025Q4,1717828,143.63,False,False
369,2026Q1,1747339,149.35,False,False
369,2026Q2,1132303,142.79,False,True
370,2023,5978028,119.55,True,False
370,2024Q2,1579672,126.71,False,False
370,2024Q3,1504636,119.38,False,False
370,2024Q4,1283038,101.8,False,False
370,2025Q1,1327376,107.65,False,False
370,2025Q2,1263930,101.38,False,False
370,2025Q3,1085599,86.13,False,False
370,2025Q4,1178017,93.46,False,False
370,2026Q1,1211646,98.27,False,False
370,2026Q2,850680,101.79,False,True
371,2023,6618537,137.37,True,False
371,2024Q2,1710914,142.43,False,False
371,2024Q3,1598548,131.63,False,False
371,2024Q4,1539732,126.79,False,False
371,2025Q1,1615538,135.99,False,False
371,2025Q2,1595789,132.85,False,False
371,2025Q3,1319718,108.67,False,False
371,2025Q4,1166255,96.04,False,False
371,2026Q1,1298313,109.29,False,False
371,2026Q2,1083344,134.54,False,True
372,2023,2052833,93.74,True,False
372,2024Q2,601786,110.22,False,False
372,2024Q3,560283,101.5,False,False
372,2024Q4,506178,91.7,False,False
372,2025Q1,497091,92.05,False,False
372,2025Q2,525256,96.2,False,False
372,2025Q3,442885,80.23,False,False
372,2025Q4,463969,84.05,False,False
372,2026Q1,482502,89.35,False,False
372,2026Q2,264315,72.22,False,True
373,2023,18268,3.57,True,False
373,2024Q2,2159,1.69,False,False
373,2024Q3,33127,25.72,False,False
373,2024Q4,0,0.0,False,False
373,2025Q1,1570,1.25,False,False
373,2025Q2,471,0.37,False,False
373,2025Q3,28574,22.18,False,False
373,2025Q4,471,0.37,False,False
373,2026Q1,0,0.0,False,False
373,2026Q2,640,0.75,False,True
374,2023,510575,27.98,True,False
374,2024Q2,109618,24.09,False,False
374,2024Q3,77282,16.8,False,False
374,2024Q4,92683,20.15,False,False
374,2025Q1,91291,20.29,False,False
374,2025Q2,95014,20.88,False,False
374,2025Q3,69685,15.15,False,False
374,2025Q4,90718,19.72,False,False
374,2026Q1,83621,18.58,False,False
374,2026Q2,73902,24.23,False,True
375,2023,113041,23.82,True,False
375,2024Q2,45523,38.48,False,False
375,2024Q3,21274,17.79,False,False
375,2024Q4,41000,34.28,False,False
375,2025Q1,15559,13.3,False,False
375,2025Q2,52450,44.34,False,False
375,2025Q3,26000,21.74,False,False
375,2025Q4,52200,43.65,False,False
375,2026Q1,24675,21.09,False,False
375,2026Q2,31675,39.94,False,True
376,2026Q2,68875,15.05,False,True
377,2023,106441,4.86,True,False
377,2024Q2,23993,4.39,False,False
377,2024Q3,25566,4.63,False,False
377,2024Q4,26866,4.87,False,False
377,2025Q1,23452,4.34,False,False
377,2025Q2,23072,4.23,False,False
377,2025Q3,25310,4.59,False,False
377,2025Q4,28031,5.08,False,False
377,2026Q1,26041,4.82,False,False
377,2026Q2,16876,4.61,False,True
378,2023,442026,28.16,True,False
378,2024Q2,119724,30.6,False,False
378,2024Q3,143416,36.25,False,False
378,2024Q4,97720,24.7,False,False
378,2025Q1,93657,24.2,False,False
378,2025Q2,96518,24.67,False,False
378,2025Q3,107490,27.17,False,False
378,2025Q4,92835,23.47,False,False
378,2026Q1,75779,19.58,False,False
378,2026Q2,114802,43.77,False,True
379,2023,721964,38.04,True,False
379,2024Q2,228486,48.29,False,False
379,2024Q3,193853,40.52,False,False
379,2024Q4,133873,27.98,False,False
379,2025Q1,175059,37.41,False,False
379,2025Q2,136578,28.86,False,False
379,2025Q3,147897,30.92,False,False
379,2025Q4,181390,37.92,False,False
379,2026Q1,225016,48.08,False,False
379,2026Q2,112925,35.6,False,True
380,2023,549126,37.61,True,False
380,2024Q2,158045,43.42,False,False
380,2024Q3,270251,73.44,False,False
380,2024Q4,121905,33.13,False,False
380,2025Q1,123401,34.28,False,False
380,2025Q2,119425,32.81,False,False
380,2025Q3,123694,33.61,False,False
380,2025Q4,109112,29.65,False,False
380,2026Q1,106345,29.54,False,False
380,2026Q2,70825,29.03,False,True
382,2023,7072255,96.88,True,False
382,2024Q2,1995688,109.65,False,False
382,2024Q3,1952411,106.11,False,False
382,2024Q4,1788272,97.19,False,False
382,2025Q1,1712100,95.12,False,False
382,2025Q2,988640,54.32,False,False
382,2025Q3,1122245,60.99,False,False
382,2025Q4,1505190,81.8,False,False
382,2026Q1,1530076,85.0,False,False
382,2026Q2,885187,72.56,False,True
385,2023,6377850,46.97,True,False
385,2024Q2,1595409,47.13,False,False
385,2024Q3,1620601,47.35,False,False
385,2024Q4,1600870,46.78,False,False
385,2025Q1,1564921,46.74,False,False
385,2025Q2,1534541,45.33,False,False
385,2025Q3,1473923,43.07,False,False
385,2025Q4,1370171,40.04,False,False
385,2026Q1,1335563,39.89,False,False
385,2026Q2,950508,41.89,False,True
386,2023,2128861,61.39,True,False
386,2024Q2,635909,73.56,False,False
386,2024Q3,546283,62.5,False,False
386,2024Q4,537190,61.46,False,False
386,2025Q1,627876,73.44,False,False
386,2025Q2,667321,77.19,False,False
386,2025Q3,633861,72.52,False,False
386,2025Q4,574119,65.69,False,False
386,2026Q1,574857,67.23,False,False
386,2026Q2,411037,70.93,False,True
387,2023,272524,10.37,True,False
387,2024Q2,59186,9.03,False,False
387,2024Q3,151703,22.9,False,False
387,2024Q4,78637,11.87,False,False
387,2025Q1,63599,9.81,False,False
387,2025Q2,54219,8.28,False,False
387,2025Q3,52758,7.96,False,False
387,2025Q4,65308,9.86,False,False
387,2026Q1,53661,8.28,False,False
387,2026Q2,30703,6.99,False,True
388,2023,399592,21.9,True,False
388,2024Q2,86770,19.07,False,False
388,2024Q3,99532,21.64,False,False
388,2024Q4,86050,18.71,False,False
388,2025Q1,84959,18.88,False,False
388,2025Q2,94642,20.8,False,False
388,2025Q3,143581,31.21,False,False
388,2025Q4,134387,29.21,False,False
388,2026Q1,86839,19.3,False,False
388,2026Q2,59753,19.59,False,True
389,2023,280241,25.59,True,False
389,2024Q2,76744,28.11,False,False
389,2024Q3,132839,48.13,False,False
389,2024Q4,115052,41.69,False,False
389,2025Q1,75942,28.13,False,False
389,2025Q2,103265,37.83,False,False
389,2025Q3,81863,29.66,False,False
389,2025Q4,84158,30.49,False,False
389,2026Q1,63960,23.69,False,False
389,2026Q2,43138,23.57,False,True
390,2023,688355,30.92,True,False
390,2024Q2,246542,44.41,False,False
390,2024Q3,189600,33.78,False,False
390,2024Q4,211566,37.7,False,False
390,2025Q1,131693,23.99,False,False
390,2025Q2,203961,36.74,False,False
390,2025Q3,157780,28.11,False,False
390,2025Q4,195551,34.85,False,False
390,2026Q1,125481,22.86,False,False
390,2026Q2,134239,36.08,False,True
391,2023,4430869,168.6,True,False
391,2024Q2,1795637,274.06,False,False
391,2024Q3,1761956,266.0,False,False
391,2024Q4,1127724,170.25,False,False
391,2025Q1,1161758,179.28,False,False
391,2025Q2,1982699,302.61,False,False
391,2025Q3,1774611,267.91,False,False
391,2025Q4,1382027,208.64,False,False
391,2026Q1,1261056,194.61,False,False
391,2026Q2,1262666,287.49,False,True
392,2023,1369787,48.11,True,False
392,2024Q2,387423,54.58,False,False
392,2024Q3,380406,53.01,False,False
392,2024Q4,325188,45.32,False,False
392,2025Q1,428097,60.98,False,False
392,2025Q2,431340,60.77,False,False
392,2025Q3,321365,44.78,False,False
392,2025Q4,192753,26.86,False,False
392,2026Q1,240056,34.2,False,False
392,2026Q2,196467,41.29,False,True
393,2023,892314,47.01,True,False
393,2024Q2,279087,58.98,False,False
393,2024Q3,285374,59.65,False,False
393,2024Q4,68149,14.25,False,False
393,2025Q1,107665,23.01,False,False
393,2025Q2,325710,68.83,False,False
393,2025Q3,320635,67.02,False,False
393,2025Q4,83285,17.41,False,False
393,2026Q1,119375,25.51,False,False
393,2026Q2,153658,48.44,False,True
394,2023,337503,18.49,True,False
394,2024Q2,153249,33.68,False,False
394,2024Q3,189930,41.29,False,False
394,2024Q4,135204,29.39,False,False
394,2025Q1,197574,43.91,False,False
394,2025Q2,265154,58.28,False,False
394,2025Q3,211819,46.05,False,False
394,2025Q4,159557,34.69,False,False
394,2026Q1,142286,31.62,False,False
394,2026Q2,88399,28.98,False,True
395,2023,262981,25.73,True,False
395,2024Q2,72381,28.41,False,False
395,2024Q3,168461,65.4,False,False
395,2024Q4,81621,31.69,False,False
395,2025Q1,63086,25.03,False,False
395,2025Q2,62350,24.47,False,False
395,2025Q3,60207,23.37,False,False
395,2025Q4,55662,21.61,False,False
395,2026Q1,50398,20.0,False,False
395,2026Q2,34898,20.43,False,True
396,2023,183434,22.84,True,False
396,2024Q2,60052,30.0,False,False
396,2024Q3,147222,72.74,False,False
396,2024Q4,43546,21.51,False,False
396,2025Q1,35005,17.68,False,False
396,2025Q2,30480,15.22,False,False
396,2025Q3,38127,18.84,False,False
396,2025Q4,40078,19.8,False,False
396,2026Q1,41273,20.84,False,False
396,2026Q2,32735,24.39,False,True
397,2023,137227,3.06,True,False
397,2024Q2,56126,5.01,False,False
397,2024Q3,29933,2.65,False,False
397,2024Q4,36830,3.25,False,False
397,2025Q1,12503,1.13,False,False
397,2025Q2,19042,1.7,False,False
397,2025Q3,41396,3.66,False,False
397,2025Q4,32994,2.92,False,False
397,2026Q1,10172,0.92,False,False
397,2026Q2,37216,4.96,False,True
398,2023,412843,36.49,True,False
398,2024Q2,121597,43.1,False,False
398,2024Q3,124657,43.71,False,False
398,2024Q4,99401,34.85,False,False
398,2025Q1,99406,35.63,False,False
398,2025Q2,103552,36.71,False,False
398,2025Q3,107145,37.57,False,False
398,2025Q4,96090,33.69,False,False
398,2026Q1,104265,37.37,False,False
398,2026Q2,69453,36.73,False,True
399,2023,280781,21.98,True,False
399,2024Q2,177160,55.62,False,False
399,2024Q3,422922,131.34,False,False
399,2024Q4,208961,64.89,False,False
399,2025Q1,122366,38.85,False,False
399,2025Q2,100293,31.49,False,False
399,2025Q3,97567,30.3,False,False
399,2025Q4,90237,28.02,False,False
399,2026Q1,91206,28.95,False,False
399,2026Q2,59361,27.8,False,True
400,2023,454348,32.76,True,False
400,2024Q2,106865,30.9,False,False
400,2024Q3,86882,24.85,False,False
400,2024Q4,60681,17.36,False,False
400,2025Q1,81958,23.96,False,False
400,2025Q2,101950,29.48,False,False
400,2025Q3,102032,29.19,False,False
400,2025Q4,61297,17.53,False,False
400,2026Q1,90035,26.33,False,False
400,2026Q2,56689,24.46,False,True
401,2023,1897752,73.23,True,False
401,2024Q2,536242,83.0,False,False
401,2024Q3,395737,60.58,False,False
401,2024Q4,492162,75.35,False,False
401,2025Q1,403995,63.22,False,False
401,2025Q2,425282,65.82,False,False
401,2025Q3,365019,55.88,False,False
401,2025Q4,406679,62.26,False,False
401,2026Q1,347370,54.36,False,False
401,2026Q2,295097,68.14,False,True
402,2023,192643,13.19,True,False
402,2024Q2,53972,14.83,False,False
402,2024Q3,45464,12.35,False,False
402,2024Q4,26200,7.12,False,False
402,2025Q1,32413,9.0,False,False
402,2025Q2,35745,9.82,False,False
402,2025Q3,31702,8.61,False,False
402,2025Q4,23963,6.51,False,False
402,2026Q1,20992,5.83,False,False
402,2026Q2,17632,7.23,False,True
403,2023,295692,12.66,True,False
403,2024Q2,79850,13.71,False,False
403,2024Q3,224967,38.21,False,False
403,2024Q4,89249,15.16,False,False
403,2025Q1,76694,13.31,False,False
403,2025Q2,100259,17.21,False,False
403,2025Q3,60344,10.25,False,False
403,2025Q4,56806,9.65,False,False
403,2026Q1,90400,15.69,False,False
403,2026Q2,80384,20.59,False,True
404,2024Q2,1229797,104.76,False,False
404,2024Q3,942026,79.38,False,False
404,2024Q4,1653373,139.31,False,False
404,2025Q1,1702280,146.62,False,False
404,2025Q2,1291568,110.02,False,False
404,2025Q3,908207,76.53,False,False
404,2025Q4,1634412,137.72,False,False
404,2026Q1,1503132,129.47,False,False
404,2026Q2,1127577,143.29,False,True
405,2023,386261,17.64,True,False
405,2024Q2,147619,27.04,False,False
405,2024Q3,79432,14.39,False,False
405,2024Q4,140327,25.42,False,False
405,2025Q1,95554,17.7,False,False
405,2025Q2,102596,18.79,False,False
405,2025Q3,102821,18.63,False,False
405,2025Q4,89561,16.22,False,False
405,2026Q1,102047,18.9,False,False
405,2026Q2,67528,18.45,False,True
406,2023,213812,16.27,True,False
406,2024Q2,89531,27.33,False,False
406,2024Q3,267296,80.71,False,False
406,2024Q4,50721,15.31,False,False
406,2025Q1,51048,15.76,False,False
406,2025Q2,60371,18.43,False,False
406,2025Q3,52638,15.89,False,False
406,2025Q4,34352,10.37,False,False
406,2026Q1,60430,18.65,False,False
406,2026Q2,42325,19.27,False,True
407,2023,252735,21.64,True,False
407,2024Q2,174760,60.01,False,False
407,2024Q3,305577,103.8,False,False
407,2024Q4,145861,49.55,False,False
407,2025Q1,93910,32.61,False,False
407,2025Q2,73028,25.08,False,False
407,2025Q3,64634,21.95,False,False
407,2025Q4,65706,22.32,False,False
407,2026Q1,82605,28.68,False,False
407,2026Q2,45431,23.27,False,True
408,2023,2556976,98.67,True,False
408,2024Q2,687286,106.37,False,False
408,2024Q3,597378,91.45,False,False
408,2024Q4,716036,109.62,False,False
408,2025Q1,686235,107.39,False,False
408,2025Q2,799554,123.75,False,False
408,2025Q3,798779,122.29,False,False
408,2025Q4,525889,80.51,False,False
408,2026Q1,326730,51.13,False,False
408,2026Q2,271902,62.78,False,True
409,2023,235565,23.05,True,False
409,2024Q2,94612,37.13,False,False
409,2024Q3,182438,70.82,False,False
409,2024Q4,86827,33.71,False,False
409,2025Q1,59661,23.68,False,False
409,2025Q2,54658,21.45,False,False
409,2025Q3,57392,22.28,False,False
409,2025Q4,55836,21.68,False,False
409,2026Q1,56997,22.62,False,False
409,2026Q2,44679,26.16,False,True
410,2023,388078,31.27,True,False
410,2024Q2,83970,27.14,False,False
410,2024Q3,224395,71.74,False,False
410,2024Q4,109350,34.96,False,False
410,2025Q1,128651,42.04,False,False
410,2025Q2,97675,31.57,False,False
410,2025Q3,94660,30.26,False,False
410,2025Q4,87261,27.9,False,False
410,2026Q1,98372,32.15,False,False
410,2026Q2,65758,31.71,False,True
411,2023,985007,53.97,True,False
411,2024Q2,219742,48.3,False,False
411,2024Q3,196433,42.7,False,False
411,2024Q4,204793,44.52,False,False
411,2025Q1,310243,68.94,False,False
411,2025Q2,242349,53.26,False,False
411,2025Q3,254628,55.35,False,False
411,2025Q4,205420,44.66,False,False
411,2026Q1,173039,38.45,False,False
411,2026Q2,96708,31.71,False,True
412,2023,176703,11.81,True,False
412,2024Q2,48105,12.89,False,False
412,2024Q3,44481,11.79,False,False
412,2024Q4,43264,11.47,False,False
412,2025Q1,35552,9.63,False,False
412,2025Q2,33211,8.9,False,False
412,2025Q3,50824,13.47,False,False
412,2025Q4,61265,16.24,False,False
412,2026Q1,63162,17.12,False,False
412,2026Q2,35334,14.13,False,True
413,2023,3895399,103.61,True,False
413,2024Q2,1059906,113.08,False,False
