feature_id,t12Revenue,t12Revpar,lastMonthRevenue,lastMonthRevpar,lastMonth
1833,3081917.0,100.52,293581,112.74,May 2026
1834,633876.0,31.01,63982,36.86,May 2026
1835,1601807.0,58.51,152898,65.76,May 2026
1836,6284285.0,137.74,627214,161.86,May 2026
1837,2044250.0,80.01,190900,87.97,May 2026
1838,1994547.0,50.6,1667214,497.97,May 2026
1839,2474083.0,70.61,182071,61.18,May 2026
1840,2817453.0,85.77,245941,88.15,May 2026
1842,3113550.0,69.35,255087,66.9,May 2026
1843,869367.0,39.7,112601,60.54,May 2026
1844,3327031.0,89.36,263265,83.26,May 2026
1845,2077659.0,73.92,192189,80.51,May 2026
1846,2189229.0,79.97,160739,69.14,May 2026
1847,3075551.0,70.81,309892,84.0,May 2026
1848,2848245.0,83.02,271125,93.04,May 2026
1849,2627711.0,69.22,219311,68.02,May 2026
1850,2074495.0,47.36,0,,May 2026
1851,4625419.0,83.37,376780,79.96,May 2026
1852,4445420.0,103.21,487637,133.31,May 2026
1853,4881564.0,102.09,513781,126.52,May 2026
1854,,,263115,68.45,May 2026
1855,716564.0,103.33,70435,119.58,May 2026
1856,5084343.0,149.78,463655,160.82,May 2026
1857,2240210.0,79.71,234731,98.34,May 2026
1858,2685520.0,114.96,214631,108.18,May 2026
1859,3406831.0,115.23,387825,154.45,May 2026
1860,2862223.0,99.26,274054,111.9,May 2026
1861,438973.0,30.07,38005,30.65,May 2026
1862,2789012.0,85.86,219588,79.59,May 2026
1863,1462721.0,28.83,138473,32.14,May 2026
1864,1696235.0,38.41,145441,38.77,May 2026
1866,4011737.0,114.49,356756,119.88,May 2026
1867,898442.0,45.58,98822,59.03,May 2026
1868,16425263.0,157.9,1232670,139.52,May 2026
1869,1316574.0,43.46,214516,83.37,May 2026
1870,4124053.0,88.97,474229,120.45,May 2026
1871,3705618.0,84.6,366120,98.42,May 2026
1872,3808011.0,104.33,300111,96.81,May 2026
1875,550348.0,33.51,55806,40.0,May 2026
1878,2798167.0,92.36,292640,113.73,May 2026
1879,2005132.0,57.22,214244,71.99,May 2026
1880,2995250.0,107.98,271003,115.03,May 2026
1881,563667.0,25.74,51287,27.57,May 2026
1882,2732148.0,83.17,294616,105.6,May 2026
1883,3149252.0,118.19,311750,137.76,May 2026
1884,2986332.0,71.15,222901,62.52,May 2026
1886,1820796.0,61.59,152913,60.9,May 2026
1887,4545039.0,103.77,463856,124.69,May 2026
1888,,,279980,60.21,May 2026
1895,0.0,,0,,May 2026
1949,73595.0,10.61,5746,9.76,May 2026
1951,937846.0,30.23,59122,22.44,May 2026
1952,1619625.0,71.57,117402,61.08,May 2026
1953,850041.0,45.66,71113,44.98,May 2026
1954,287473.0,15.75,29413,18.98,May 2026
1955,4325994.0,94.06,452336,115.81,May 2026
1956,931882.0,41.18,131661,68.5,May 2026
1957,919286.0,66.28,27758,23.56,May 2026
1958,515196.0,28.23,39191,25.28,May 2026
1959,36651535.0,,5707618,,May 2026
1960,5282557.0,97.79,480150,104.65,May 2026
1961,3083649.0,76.8,279623,82.0,May 2026
1965,299294.0,29.29,27001,31.11,May 2026
1966,1203983.0,59.97,108618,63.71,May 2026
1967,522484.0,23.47,36445,19.27,May 2026
1969,241630.0,14.71,28847,20.68,May 2026
1970,4408918.0,108.82,472050,137.18,May 2026
1971,357097.0,24.46,17957,14.48,May 2026
1972,2295915.0,76.71,207618,81.68,May 2026
1973,4200160.0,111.72,368147,115.3,May 2026
1974,1202001.0,44.5,105332,45.92,May 2026
1975,2973964.0,91.55,233996,84.81,May 2026
1976,1068847.0,65.07,144540,103.61,May 2026
1977,288725.0,16.83,94525,64.88,May 2026
1978,61943.0,7.71,3672,5.38,May 2026
1979,3220537.0,87.36,281810,90.01,May 2026
1980,906326.0,55.18,46243,33.15,May 2026
1981,977216.0,39.96,75029,36.12,May 2026
1982,1787664.0,24.99,195169,32.12,May 2026
1983,235478.0,17.92,18709,16.76,May 2026
1984,4253711.0,101.34,439212,123.2,May 2026
1985,166289.0,21.69,19677,30.23,May 2026
1986,111683.0,12.24,13997,18.06,May 2026
1987,889924.0,1.89,0,,May 2026
1988,549011.0,26.86,44291,25.51,May 2026
1989,838214.0,54.68,75573,58.04,May 2026
1990,829111.0,45.43,82722,53.37,May 2026
1991,2219671.0,73.27,206494,80.25,May 2026
1992,2510988.0,80.93,231504,87.86,May 2026
2018,1598161.0,45.61,112129,37.68,May 2026
2020,3258990.0,99.21,267192,95.77,May 2026
2021,2369569.0,55.97,212484,59.09,May 2026
2025,3033432.0,61.56,283270,67.69,May 2026
2026,3271538.0,110.66,328846,130.96,May 2026
2027,3521120.0,81.75,394289,107.79,May 2026
2028,989746.0,24.21,83295,23.99,May 2026
2029,486581.0,29.62,53530,38.37,May 2026
2030,797160.0,28.0,81486,33.7,May 2026
2031,397143.0,18.13,55799,30.0,May 2026
2034,432120.0,39.46,44753,48.12,May 2026
2035,3706067.0,73.05,340890,79.11,May 2026
2036,2815282.0,82.05,284123,97.5,May 2026
2037,1778887.0,79.9,148216,78.38,May 2026
2038,1885583.0,99.35,156899,97.33,May 2026
2048,61144762.0,167.35,5900175,190.14,May 2026
2049,1554793.0,50.71,133701,51.34,May 2026
2050,265792.0,25.11,19888,22.12,May 2026
2051,1801213.0,65.8,0,,May 2026
2052,3552039.0,95.41,293810,92.92,May 2026
2053,4148593.0,81.19,469378,108.15,May 2026
2054,5287898.0,131.7,454090,133.16,May 2026
2055,2754454.0,77.0,274228,90.27,May 2026
2056,0.0,,0,,May 2026
2057,2687563.0,61.36,265786,71.45,May 2026
2058,2757385.0,88.88,234962,89.17,May 2026
2059,432241.0,14.44,53789,21.16,May 2026
2060,722242.0,38.05,91038,56.48,May 2026
2061,9517428.0,173.83,850402,182.88,May 2026
2062,340262.0,31.07,29491,31.71,May 2026
2063,712638.0,47.62,52129,41.01,May 2026
2094,217196.0,22.04,23709,28.33,May 2026
2095,1692390.0,29.53,157157,32.29,May 2026
2096,957181.0,54.63,87244,58.63,May 2026
2097,1695001.0,178.61,73983,91.79,May 2026
2125,71633.0,0.01,6087,0.01,May 2026
2376,659803.0,15.58,39510,10.99,May 2026
2377,689090.0,60.9,91605,95.32,May 2026
2379,255616.0,17.08,21866,17.2,May 2026
2380,3276699.0,89.77,338261,109.12,May 2026
2381,582479.0,39.9,110194,88.87,May 2026
2382,8896254.0,487.47,859504,554.52,May 2026
2385,405011.0,24.66,26320,18.87,May 2026
2386,87612.0,3.16,0,,May 2026
2387,244276.0,13.94,6504,4.37,May 2026
2389,1337960.0,45.82,102839,41.47,May 2026
2390,411192.0,26.82,30526,23.45,May 2026
2391,356914.0,24.45,32367,26.1,May 2026
2392,2667932.0,84.99,292940,109.88,May 2026
2393,169025.0,23.15,6813,10.99,May 2026
2394,1931347.0,56.29,167699,57.55,May 2026
2395,1538561.0,34.84,138112,36.82,May 2026
2396,137743.0,19.86,12395,21.04,May 2026
2397,913590.0,34.76,96862,43.4,May 2026
2398,490636.0,35.37,39017,33.12,May 2026
2399,1900603.0,65.09,197294,79.55,May 2026
2400,3772265.0,107.66,304508,102.32,May 2026
2402,1209513.0,36.02,103775,36.39,May 2026
2403,1505184.0,67.6,145499,76.94,May 2026
2405,181912.0,17.19,14516,16.15,May 2026
2407,165659.0,9.08,16411,10.59,May 2026
2408,348504.0,30.8,34079,35.46,May 2026
2410,107335.0,9.8,15018,16.15,May 2026
2411,1370643.0,73.63,111970,70.82,May 2026
2412,12295152.0,118.61,1165927,132.43,May 2026
2413,4591.0,0.63,0,,May 2026
2414,197538.0,31.84,12150,23.06,May 2026
2415,5300671.0,113.46,520539,131.18,May 2026
2418,1231912.0,27.66,89975,23.79,May 2026
2419,2607491.0,70.73,205478,65.63,May 2026
2420,7415419.0,197.24,602607,188.73,May 2026
2422,2730092.0,72.62,315615,98.85,May 2026
2423,0.0,,4531,4.43,May 2026
2425,252189.0,13.55,20240,12.8,May 2026
2426,971742.0,39.15,105125,49.87,May 2026
2427,532876.0,60.83,51741,69.54,May 2026
2428,247887.0,21.91,19786,20.59,May 2026
2429,738405.0,183.91,65487,192.04,May 2026
2430,4045713.0,80.91,321285,75.65,May 2026
2432,2431333.0,76.57,199930,74.13,May 2026
2433,1702698.0,75.24,169139,88.0,May 2026
2434,2165827.0,73.26,194504,77.46,May 2026
2436,2626542.0,73.43,279684,92.06,May 2026
2437,60653.0,15.11,7400,21.7,May 2026
2438,2248766.0,46.32,199776,48.45,May 2026
2439,669768.0,16.38,36639,10.55,May 2026
2440,823499.0,17.09,1,0.0,May 2026
2441,2112739.0,57.31,247276,78.98,May 2026
2442,431251.0,28.13,31155,23.93,May 2026
2443,,,149094,120.24,May 2026
2444,915096.0,109.0,109813,154.02,May 2026
2446,3960622.0,723.4,536380,1153.51,May 2026
2448,402171.0,21.19,40832,25.33,May 2026
2449,326853.0,30.88,55825,62.1,May 2026
2450,2765958.0,83.27,197155,69.89,May 2026
2451,29920.0,4.31,4244,7.21,May 2026
2452,246178.0,22.48,24444,26.28,May 2026
2453,943543.0,27.8,71560,24.82,May 2026
2454,1370004.0,62.56,143760,77.29,May 2026
2455,671961.0,18.41,57644,18.59,May 2026
2456,1981334.0,49.35,199373,58.47,May 2026
2457,99116.0,7.76,5550,5.12,May 2026
2458,2259003.0,104.9,230502,126.03,May 2026
2459,1399798.0,51.83,99569,43.4,May 2026
2460,321946.0,20.05,21905,16.06,May 2026
2461,699077.0,29.93,86735,43.72,May 2026
2462,741351.0,25.39,60320,24.32,May 2026
2463,780410.0,35.05,72533,38.36,May 2026
2464,186275.0,19.63,0,,May 2026
2465,82355.0,9.4,8820,11.85,May 2026
2466,3102280.0,84.99,175437,56.59,May 2026
2467,130088.0,18.76,10464,17.77,May 2026
2469,1942703.0,85.85,1391256,723.86,May 2026
2470,1592334.0,79.32,93729,54.97,May 2026
2474,136963.0,10.14,22748,19.83,May 2026
2475,3605637.0,149.67,372001,181.82,May 2026
2476,1024463.0,20.05,74054,17.06,May 2026
2477,1948916.0,60.68,194471,71.29,May 2026
2478,707777.0,29.83,44126,21.9,May 2026
2479,599275.0,23.45,57412,26.46,May 2026
2481,272234.0,22.6,23118,22.6,May 2026
2482,114667.0,20.94,11609,24.97,May 2026
2486,383047.0,27.62,16203,13.75,May 2026
2488,2445526.0,82.72,218236,86.91,May 2026
2489,4372658.0,86.81,393457,91.97,May 2026
2490,191729.0,47.75,10752,31.53,May 2026
2491,402441.0,27.56,35212,28.4,May 2026
2492,365294.0,28.59,23642,21.79,May 2026
2493,158292.0,14.46,18177,19.55,May 2026
2494,2098232.0,77.68,234715,102.32,May 2026
2495,608918.0,55.61,42785,46.01,May 2026
2496,197130.0,12.86,17369,13.34,May 2026
2497,2226718.0,81.34,181425,78.03,May 2026
2498,3695383.0,84.37,354620,95.33,May 2026
2499,1258843.0,61.59,55990,32.25,May 2026
2500,517053.0,15.74,74183,26.59,May 2026
2501,1275840.0,97.1,122673,109.92,May 2026
2502,2980200.0,56.31,240724,53.55,May 2026
2503,2563295.0,46.82,296936,63.86,May 2026
2504,1476631.0,56.19,141352,63.33,May 2026
2505,20698887.0,139.33,1537376,121.85,May 2026
2506,2684810.0,98.08,287429,123.63,May 2026
2507,80783.0,13.83,5175,10.43,May 2026
2508,1042495.0,44.63,92859,46.8,May 2026
2509,6159446.0,115.58,599002,132.35,May 2026
2510,1299927.0,46.86,117548,49.89,May 2026
2511,351365.0,26.74,29436,26.38,May 2026
2512,1106447.0,58.3,97132,60.26,May 2026
2513,2906027.0,76.55,309199,95.91,May 2026
2514,182280.0,16.65,8523,9.16,May 2026
2515,100455.0,22.93,11285,30.34,May 2026
2516,2053816.0,61.83,188004,66.64,May 2026
2517,3212810.0,92.65,328916,111.69,May 2026
2518,1104632.0,30.26,87922,28.36,May 2026
2519,121250.0,11.07,7550,8.12,May 2026
2520,56330.0,12.86,5731,15.41,May 2026
2521,223873.0,12.78,18144,12.19,May 2026
2522,18897.0,1.48,2596,2.39,May 2026
2524,744042.0,19.41,90395,27.77,May 2026
2527,1755915.0,72.89,141351,69.09,May 2026
2528,379365.0,29.7,24995,23.04,May 2026
2529,3261014.0,85.91,264850,82.15,May 2026
2531,346438.0,30.62,0,,May 2026
2532,639060.0,17.51,0,,May 2026
2533,1105633.0,67.31,98408,70.54,May 2026
2534,572826.0,52.31,48050,51.67,May 2026
2535,3137812.0,110.21,234421,96.95,May 2026
2536,3171967.0,92.45,321119,110.2,May 2026
2537,277482.0,1.01,0,,May 2026
2538,0.0,,0,,May 2026
2539,150099.0,14.69,7638,8.8,May 2026
2540,518310.0,18.44,61095,25.59,May 2026
2541,612697.0,33.57,42113,27.17,May 2026
2542,2061995.0,83.08,226932,107.65,May 2026
2543,137657.0,6.98,8079,4.83,May 2026
2544,2197865.0,59.03,200809,63.51,May 2026
2545,516370.0,26.69,58581,35.65,May 2026
2546,349097.0,20.79,26466,18.56,May 2026
2547,6220543.0,103.29,556209,108.74,May 2026
2548,344665.0,18.16,36203,22.46,May 2026
2549,1578058.0,50.86,136386,51.76,May 2026
2567,205036.0,13.37,18578,14.27,May 2026
2568,158799.0,21.75,12067,19.46,May 2026
2569,151763.0,17.32,11769,15.82,May 2026
2570,3214270.0,58.71,233335,50.18,May 2026
2571,46284.0,4.23,5200,5.59,May 2026
2572,46284.0,4.23,5200,5.59,May 2026
2573,854795.0,47.79,74844,49.27,May 2026
2574,176755.0,18.63,3898,4.84,May 2026
2575,80244.0,18.32,1529,4.11,May 2026
2576,1511434.0,34.51,122079,32.82,May 2026
2577,270062.0,18.5,27156,21.9,May 2026
2578,3588436.0,129.36,355038,150.7,May 2026
2579,4864195.0,109.23,421644,111.49,May 2026
2583,346316.0,27.91,37378,35.46,May 2026
2585,838694.0,45.96,86931,56.08,May 2026
2586,87206568.0,236.09,7872984,250.96,May 2026
2587,3044482.0,75.83,248912,72.99,May 2026
2588,397567.0,25.33,34083,25.57,May 2026
2589,1563717.0,53.55,159897,64.47,May 2026
2590,932937.0,41.23,128125,66.66,May 2026
2591,198110.0,18.09,20469,22.01,May 2026
2592,234382.0,11.27,28084,15.89,May 2026
2593,538168.0,27.3,57513,34.36,May 2026
2594,356320.0,31.49,24038,25.01,May 2026
2595,1930047.0,58.11,173490,61.5,May 2026
2596,495461.0,16.76,47822,19.05,May 2026
2597,98773.0,11.28,9761,13.12,May 2026
2598,3714908.0,94.24,385777,115.23,May 2026
2602,0.0,,0,,May 2026
2605,755296.0,31.35,85820,41.95,May 2026
2606,2340761.0,98.66,213653,106.03,May 2026
2607,2753508.0,76.2,244309,79.61,May 2026
2608,574998.0,31.51,53174,34.31,May 2026
2609,344078.0,13.86,55815,26.48,May 2026
2610,3924905.0,98.65,364365,107.83,May 2026
2611,91085.0,15.6,8500,17.14,May 2026
2612,339893.0,24.51,27910,23.69,May 2026
2613,240967.0,15.35,23045,17.29,May 2026
2614,323786.0,29.57,23097,24.84,May 2026
2615,122985.0,13.48,9157,11.82,May 2026
2616,2130811.0,72.97,241670,97.45,May 2026
2617,2534076.0,92.57,208064,89.49,May 2026
2618,103640.0,17.75,7580,15.28,May 2026
2619,1712445.0,36.09,156746,38.89,May 2026
2620,641918.0,31.4,59559,34.31,May 2026
2621,581932.0,14.9,17599,5.31,May 2026
2622,940856.0,21.13,75441,19.95,May 2026
2623,1253300.0,40.4,118769,45.07,May 2026
2625,138654.0,10.85,13568,12.51,May 2026
2626,749179.0,22.31,69143,24.24,May 2026
2627,1526392.0,52.94,137984,56.34,May 2026
2628,2085360.0,69.67,249325,98.08,May 2026
2629,1608545.0,61.21,116619,52.25,May 2026
2630,622610.0,25.85,51557,25.2,May 2026
2631,2074714.0,74.79,172960,73.41,May 2026
2632,511762.0,20.32,29054,13.58,May 2026
2634,0.0,,0,,May 2026
2636,0.0,,0,,May 2026
2637,65006.0,12.72,2553,5.88,May 2026
2638,83346.0,14.27,2681,5.41,May 2026
2639,5931253.0,151.87,456632,137.66,May 2026
2640,188071.0,13.56,14273,12.12,May 2026
2641,4126343.0,89.02,460310,116.92,May 2026
2642,103378.0,17.7,13716,27.65,May 2026
2645,393813.0,26.97,26383,21.28,May 2026
2647,929733.0,24.26,120995,37.17,May 2026
2648,12629.0,1.82,896,1.52,May 2026
2649,196012.0,13.1,0,,May 2026
2650,63650.0,10.9,19943,40.21,May 2026
2651,80053.0,13.71,20863,42.06,May 2026
2653,939359.0,43.62,78458,42.9,May 2026
2654,137766.0,18.87,11121,17.94,May 2026
2655,620121.0,30.34,47229,27.21,May 2026
2656,1154633.0,36.36,91170,33.8,May 2026
2657,1384935.0,75.89,57165,36.88,May 2026
2658,0.0,,0,,May 2026
2659,825965.0,75.43,40190,43.22,May 2026
2660,7163673.0,175.24,741060,213.44,May 2026
2661,407085.0,35.98,41092,42.76,May 2026
2722,1738079.0,26.75,81231,14.72,May 2026
2723,217675.0,14.91,21467,17.31,May 2026
2724,1114157.0,24.42,88286,22.78,May 2026
2918,1096154.0,55.61,87239,52.11,May 2026
2919,800045.0,32.23,47713,22.63,May 2026
2921,834771.0,33.63,93843,44.52,May 2026
2922,3880118.0,74.86,312795,71.06,May 2026
2923,333365.0,18.27,32732,21.12,May 2026
2924,227278.0,31.13,13636,21.99,May 2026
2926,544019.0,21.29,99337,45.78,May 2026
2931,426386.0,30.74,40237,34.16,May 2026
2932,1582461.0,36.13,149203,40.11,May 2026
2933,142114.0,16.22,6823,9.17,May 2026
2934,2111867.0,105.2,114285,67.03,May 2026
2935,94865.0,14.44,7150,12.81,May 2026
2936,321314.0,23.79,30023,26.18,May 2026
2937,288420.0,15.2,30644,19.01,May 2026
2939,164825.0,30.11,15099,32.47,May 2026
2940,8233842.0,183.4,741081,194.36,May 2026
2941,104020.0,3.65,18991,7.85,May 2026
2942,14079188.0,109.58,950160,87.07,May 2026
2943,970693.0,55.4,100048,67.24,May 2026
2945,861257.0,25.37,61726,21.41,May 2026
2946,117694.0,3.93,149768,58.92,May 2026
2947,1144113.0,36.88,102632,38.95,May 2026
2948,732359.0,34.01,38594,21.1,May 2026
2949,753419.0,57.34,76706,68.73,May 2026
2951,502393.0,11.76,53596,14.78,May 2026
2952,455175.0,38.97,39094,39.41,May 2026
2953,992212.0,60.41,83465,59.83,May 2026
2954,4095741.0,124.68,332734,119.26,May 2026
2955,3033156.0,80.68,319587,100.09,May 2026
2956,16026691.0,90.53,1540047,102.43,May 2026
2957,3314737.0,98.71,331636,116.28,May 2026
2958,1070002.0,69.8,101137,77.68,May 2026
2959,417110.0,57.14,10067,16.24,May 2026
2960,150978.0,31.82,11421,28.34,May 2026
2962,570590.0,33.98,58239,40.84,May 2026
2963,399609.0,34.21,49674,50.07,May 2026
2964,4990839.0,110.27,425904,110.8,May 2026
2965,3896574.0,86.09,391857,101.94,May 2026
2967,208489.0,7.93,9500,4.26,May 2026
2968,819473.0,37.42,70172,37.73,May 2026
2969,160279.0,24.4,20820,37.31,May 2026
2970,2279270.0,42.48,254246,55.79,May 2026
2971,2716512.0,50.63,251760,55.25,May 2026
2972,2991507.0,55.75,283317,62.17,May 2026
2973,3337703.0,62.21,324240,71.15,May 2026
2974,3640151.0,98.74,287544,91.84,May 2026
2975,2155819.0,64.9,28213,10.0,May 2026
2976,2072050.0,38.62,205344,45.06,May 2026
2977,322463.0,27.61,12684,12.79,May 2026
2978,2065211.0,46.38,145918,38.58,May 2026
2979,154362.0,16.27,7885,9.78,May 2026
2980,624970.0,85.61,33962,54.78,May 2026
2981,424790.0,23.28,58025,37.44,May 2026
2982,879343.0,60.23,67576,54.5,May 2026
2983,397340.0,35.12,36560,38.04,May 2026
2984,1205833.0,58.99,115964,66.8,May 2026
2985,1940153.0,77.04,142533,66.64,May 2026
2986,1325236.0,45.96,69420,28.35,May 2026
2987,183794.0,17.98,19331,22.27,May 2026
2988,27145.0,3.38,4550,6.67,May 2026
2989,3444463.0,97.29,295264,98.19,May 2026
2990,224532.0,24.61,12789,16.5,May 2026
2991,3226950.0,92.09,287918,96.75,May 2026
2992,212009.0,19.36,14587,15.68,May 2026
2993,727203.0,42.39,73729,50.6,May 2026
2994,2250437.0,61.05,250419,79.98,May 2026
2995,1805196.0,62.6,157892,64.47,May 2026
2996,70382.0,8.03,6301,8.47,May 2026
3001,3639433.0,59.35,345619,66.36,May 2026
3002,3235419.0,91.38,347267,115.49,May 2026
3003,50886.0,2.79,0,,May 2026
3004,3827357.0,127.88,74439,29.28,May 2026
3005,11119664.0,124.35,1252096,164.86,May 2026
3006,1617735.0,73.87,139262,74.87,May 2026
3007,468090.0,22.11,72357,40.24,May 2026
3008,0.0,,0,,May 2026
3009,2154771.0,155.35,375652,318.89,May 2026
3010,2029988.0,71.3,210365,87.0,May 2026
3011,1923418.0,33.78,196097,40.55,May 2026
3012,125707.0,10.13,20339,19.3,May 2026
3013,637710.0,41.6,61732,47.41,May 2026
3014,1771641.0,71.38,193217,91.66,May 2026
3015,1583367.0,333.69,169458,420.49,May 2026
3016,59084.0,10.12,4260,8.59,May 2026
3017,5368787.0,106.59,432557,101.11,May 2026
3018,1978234.0,60.9,161605,58.57,May 2026
3019,7453451.0,78.24,545424,67.41,May 2026
3020,199515.0,21.86,18891,24.38,May 2026
3021,3877464.0,94.01,395228,112.83,May 2026
3022,364969.0,22.22,32632,23.39,May 2026
3023,1142501.0,43.47,108420,48.58,May 2026
3024,3827115.0,119.15,384386,140.9,May 2026
3025,445015.0,16.04,50560,21.46,May 2026
3026,4746894.0,40.39,635335,63.65,May 2026
3027,4518199.0,95.22,353359,87.68,May 2026
3028,675383.0,37.01,52303,33.74,May 2026
3029,297624.0,23.3,26034,23.99,May 2026
3030,218273.0,19.93,0,,May 2026
3031,1748362.0,38.02,175358,44.89,May 2026
3032,148175.0,14.5,11179,12.88,May 2026
3033,318830.0,21.84,23901,19.27,May 2026
3034,8560760.0,67.79,750435,69.96,May 2026
3035,2845093.0,111.35,239440,110.34,May 2026
3036,182995.0,7.71,21629,10.73,May 2026
3037,147336.0,33.64,8645,23.24,May 2026
3038,1124138.0,41.62,83720,36.5,May 2026
3039,285993.0,19.59,26988,21.76,May 2026
3040,724763.0,31.52,69897,35.79,May 2026
3041,6363344.0,124.53,622195,143.36,May 2026
3042,30498.0,6.96,2985,8.02,May 2026
3043,497327.0,35.86,41263,35.03,May 2026
3044,3947132.0,78.93,361605,85.14,May 2026
3046,733399.0,20.09,76521,24.68,May 2026
3047,4152262.0,110.45,338973,106.16,May 2026
3048,1252587.0,44.0,150432,62.21,May 2026
3049,0.0,,0,,May 2026
3050,2215313.0,55.68,186481,55.19,May 2026
3051,2871389.0,145.68,68639,41.0,May 2026
3052,418122.0,27.27,53348,40.97,May 2026
3053,5612947.0,98.58,500459,103.49,May 2026
3054,231047.0,16.66,8757,7.43,May 2026
3055,1255232.0,27.51,109883,28.36,May 2026
3056,5591805.0,98.84,534797,111.3,May 2026
3057,409725.0,8.32,32128,7.68,May 2026
3060,67702014.0,185.48,6595355,212.75,May 2026
3061,29243969.0,196.86,24544637,1945.36,May 2026
3062,1608660.0,75.99,175616,97.67,May 2026
3063,127628.0,18.4,17395,29.53,May 2026
3065,376013.0,10.3,32858,10.6,May 2026
3066,1985417.0,83.68,169097,83.92,May 2026
3067,4173853.0,92.97,315928,82.86,May 2026
3068,4043992.0,116.63,338291,114.87,May 2026
3069,1101631.0,59.18,122421,77.43,May 2026
3070,1015953.0,173.96,81365,164.04,May 2026
3071,1617.0,0.28,172,0.35,May 2026
3074,1112506.0,30.79,103728,33.8,May 2026
3075,0.0,,0,,May 2026
3076,487159.0,37.07,42170,37.79,May 2026
3077,54965.0,12.55,7858,21.12,May 2026
3078,222802.0,20.35,22015,23.67,May 2026
3079,824259.0,22.58,78965,25.47,May 2026
3080,416427.0,27.83,35260,27.74,May 2026
3081,2146501.0,66.83,187444,68.71,May 2026
3082,2068997.0,88.57,231696,116.78,May 2026
3083,609899.0,34.81,65181,43.8,May 2026
3084,124612.0,18.97,8997,16.12,May 2026
3085,15578357.0,142.27,1295076,139.26,May 2026
3086,910553.0,41.58,88534,47.6,May 2026
3087,1971286.0,73.98,162628,71.86,May 2026
3088,18360.0,3.35,2400,5.16,May 2026
3089,4022286.0,81.03,336840,79.9,May 2026
3091,614281.0,60.11,80431,92.66,May 2026
3092,2616112.0,74.66,177087,59.51,May 2026
3093,6315574.0,104.23,538040,104.55,May 2026
3095,951348.0,17.61,74437,16.22,May 2026
3096,1092064.0,48.26,113432,59.02,May 2026
3097,4484956.0,110.7,438886,127.55,May 2026
3121,8079366.0,115.89,679323,114.73,May 2026
3122,532556.0,36.48,42825,34.54,May 2026
3123,2447993.0,94.46,168110,76.38,May 2026
3413,1569394.0,63.23,134918,64.0,May 2026
3414,298137.0,29.17,40074,46.17,May 2026
3415,403511.0,28.35,34928,28.89,May 2026
3416,1330789.0,56.97,139258,70.19,May 2026
3417,862210.0,39.37,69554,37.39,May 2026
3418,2807698.0,93.81,283033,111.34,May 2026
3419,16021397.0,102.32,1721813,129.47,May 2026
3420,582838.0,49.9,49417,49.82,May 2026
3421,1805553.0,54.96,172870,61.96,May 2026
3422,8998762.0,144.18,708462,133.65,May 2026
3423,4035696.0,78.98,398920,91.92,May 2026
3426,4825037.0,110.16,427074,114.8,May 2026
3429,1586418.0,55.72,138144,57.13,May 2026
3430,932501.0,37.57,69990,33.2,May 2026
3431,268135.0,45.91,21750,43.85,May 2026
3432,286676.0,21.82,28413,25.46,May 2026
3433,1677940.0,74.15,161303,83.92,May 2026
3434,4743039.0,116.02,460674,132.68,May 2026
3435,3985265.0,97.49,320551,92.32,May 2026
3436,4517926.0,110.52,442075,127.33,May 2026
3437,4037058.0,89.2,379846,98.82,May 2026
3438,1122916.0,53.97,141274,79.95,May 2026
3439,3275402.0,82.33,353063,104.49,May 2026
3440,348466.0,11.79,26073,10.38,May 2026
3441,448143.0,19.8,32289,16.8,May 2026
3442,587592.0,24.77,55812,27.7,May 2026
3443,260809.0,25.52,13899,16.01,May 2026
3445,163174.0,8.94,14146,9.13,May 2026
3446,1349723.0,64.87,110595,62.59,May 2026
3447,1281468.0,50.88,151184,70.68,May 2026
3448,1373150.0,59.72,161307,82.59,May 2026
3449,17501836.0,147.54,1471683,146.07,May 2026
3450,301008.0,26.6,26512,27.59,May 2026
3451,5662382.0,115.77,448048,107.86,May 2026
3452,3288062.0,79.72,262642,74.98,May 2026
3453,2946827.0,71.45,222081,63.4,May 2026
3454,3966654.0,107.6,464741,148.43,May 2026
3455,249556.0,22.79,26168,28.14,May 2026
3456,591314.0,50.63,49534,49.93,May 2026
3457,1707735.0,64.98,132985,59.58,May 2026
3458,3404571.0,97.16,321344,107.98,May 2026
3459,223401.0,10.2,17069,9.18,May 2026
3460,1428007.0,30.57,97262,24.51,May 2026
3461,3681735.0,78.19,307881,76.99,May 2026
3462,3646315.0,82.56,307216,81.9,May 2026
3463,16465680.0,141.86,1529747,155.18,May 2026
3464,13208172.0,127.42,1468037,166.75,May 2026
3465,5913739.0,81.01,622491,100.4,May 2026
3466,2387096.0,73.48,270661,98.1,May 2026
3467,,,404375,108.7,May 2026
3468,2312051.0,78.2,202063,80.47,May 2026
3469,1500440.0,45.68,109046,39.08,May 2026
3471,1318839.0,180.66,110520,178.26,May 2026
3472,3863197.0,35.88,404009,44.18,May 2026
3473,4321014.0,91.06,360047,89.34,May 2026
3474,139762.0,7.36,10330,6.41,May 2026
3475,1883574.0,51.6,156315,50.42,May 2026
3476,1356731.0,31.24,285421,77.37,May 2026
3477,2329144.0,67.89,180649,61.99,May 2026
3478,0.0,,0,,May 2026
3479,0.0,,0,,May 2026
3480,0.0,,0,,May 2026
3481,377349.0,3.61,0,,May 2026
3482,607303.0,7.08,0,,May 2026
3483,0.0,,0,,May 2026
