name,address,city,state,zip,rooms,revpar,adr,occupancy,revenue,bucket,photo,flagged,id,lastMonthRevpar,lastMonth,source,lon,lat,brand,parentCompany,market,submarket,hotelClass,scale,yearBuilt
COMFORT SUITES,1814 ENNIS JOSLIN RD,CORPUS CHRISTI,TX,78412,66,70.0,,,141779.0,red,,False,857,69.3,May 2026,comptroller,-97.32948309999999,27.6894045,,,,,,,
SUMMERS MILL RETREAT AND CONFERENCE CENTER,7441 FM 1123 # 41,BELTON,TX,76513,56,40.0,,,92975.0,yellow,,False,858,53.56,May 2026,comptroller,-97.433403,30.9734306,,,,,,,
AUSTIN HILTON CONVENTION HOTEL,500 E 4TH ST,AUSTIN,TX,78701,800,148.0,,,3651765.0,red,,False,859,147.25,May 2026,comptroller,-97.73810329999999,30.2651833,Hilton,Hilton Worldwide,"Austin, TX",Austin CBD,Upper Upscale,Upper Upscale,2003.0
CHAPARRAL MOTEL,310 HIGHWAY 77 S,HALLETTSVILLE,TX,77964,46,21.0,,,14639.0,gray,,False,860,10.27,May 2026,comptroller,-96.9523255,29.4371209,,,,,,,
KNOTT CREEK FALLS,2931 FIELDER RD,HARPER,TX,78631,40,24.0,,,26146.0,gray,,False,862,21.09,May 2026,comptroller,-99.19541319999999,30.2308386,,,,,,,
HAMPTON INN & SUITES,300 W NOLANA LOOP,PHARR,TX,78577,96,69.0,,,140696.0,red,,True,863,47.28,May 2026,comptroller,-98.1803377,26.2351137,Hampton by Hilton,Hilton Worldwide,"McAllen/Brownsville, TX",McAllen,Upper Midscale,Upper Midscale,2006.0
HOLIDAY INN EXPRESS,2400 SOUTH HWY 77,KINGSVILLE,TX,78363,70,82.0,,,167914.0,red,,False,864,77.38,May 2026,comptroller,-97.8443497,27.4933943,,,,,,,
TOWNEPLACE SUITES BY MARRIOTT,2574 S US HIGHWAY 77,KINGSVILLE,TX,78363,80,92.0,,,268204.0,red,,False,865,108.15,May 2026,comptroller,-97.84419,27.492375,,,,,,,
GARDEN INN OF NEW BRAUNFELS,1051 N BUSINESS IH 35,NEW BRAUNFELS,TX,78130,20,36.0,,,22411.0,yellow,,False,866,36.15,May 2026,comptroller,-98.0980838,29.7001258,,,,,,,
HOLIDAY INN EXPRESS,200 NUECES ST,GEORGE WEST,TX,78022,70,67.0,,,171194.0,red,,False,867,78.89,May 2026,comptroller,-98.1133282,28.3252876,,,,,,,
HOLIDAY INN EXPRESS,167 S US HIGHWAY 83,ZAPATA,TX,78076,28,114.0,,,233890.0,red,,False,868,269.46,May 2026,comptroller,-99.2601899,26.8891797,,,,,,,
HOMEWOOD SUITES BY HILTON HARLINGEN,603 E SESAME DR,HARLINGEN,TX,78550,89,122.0,,,289808.0,red,,True,869,105.04,May 2026,comptroller,-97.68067219999999,26.1652489,Homewood Suites by Hilton,Hilton Worldwide,"McAllen/Brownsville, TX",Brownsville,Upscale,Upscale,2019.0
MUSTANG INN & SUITES,3538 SW MILITARY DR,SAN ANTONIO,TX,78211,30,15.0,,,12512.0,gray,,False,871,13.45,May 2026,comptroller,-98.5582913,29.35776419999999,,,,,,,
ISLAND INN,5100 GULF BLVD,SOUTH PADRE ISLAND,TX,78597,23,53.0,,,51789.0,yellow,,False,872,72.64,May 2026,comptroller,-97.16686399999999,26.1231094,,,,,,,
CAMELOT INN & SUITES,9521 W LITTLE YORK RD,HOUSTON,TX,77040,22,26.0,,,18101.0,gray,,False,873,26.54,May 2026,comptroller,-95.5418833,29.8705049,,,,,,,
DAYS INN,1421 S 10TH ST,MCALLEN,TX,78501,75,19.0,,,63791.0,gray,,False,874,27.44,May 2026,comptroller,-98.2312314,26.1901995,,,,,,,
STAYBRIDGE SUITES,501 W TEXAS AVE,WEBSTER,TX,77598,112,115.0,,,401875.0,red,,False,875,115.75,May 2026,comptroller,-95.13431729999999,29.5475263,,,,,,,
HOLIDAY INN TEMPLE,5247 S GENERAL BRUCE DR,TEMPLE,TX,76502,99,85.0,,,313154.0,red,,False,876,102.04,May 2026,comptroller,-97.40731509999999,31.0831155,,,,,,,
JESSE JONES ROTARY HOUSE,1600 HOLCOMBE BLVD,HOUSTON,TX,77030,100,501.0,,,1506869.0,red,,False,880,486.09,May 2026,comptroller,-95.39577039999999,29.705644,Marriott Conference Center,Marriott International,"Houston, TX",Houston Medical Ctr/NRG Stadium,Upper Upscale,Upper Upscale,1991.0
SAM HOUSTON STATE UNIVERSITY,1806 AVE J,HUNTSVILLE,TX,77340,70,25.0,,,53943.0,gray,,False,881,24.86,May 2026,comptroller,-95.5490152,30.7155157,,,,,,,
OAK THICKET PARK,3819 W STATE HIGHWAY 159,FAYETTEVILLE,TX,78940,14,,,,0.0,gray,,True,888,,May 2026,comptroller,-96.726017,29.9471221,,,,,,,
CAMP ALLEN CAMP AND CONFERENCE CENTER,18800 FM 362 RD,NAVASOTA,TX,77868,147,84.0,,,341748.0,red,,False,894,74.99,May 2026,comptroller,-95.9597981,30.2410475,,,,,,,
FORT WORTH CLUB,306 W 7TH ST,FORT WORTH,TX,76102,21,131.0,,,98998.0,red,,False,896,152.07,May 2026,comptroller,-97.3321064,32.75196,,,,,,,
SOUTHWESTERN BAPTIST THEOL SEMINARY,2001 W SEMINARY DR,FORT WORTH,TX,76115,55,16.0,,,10246.0,gray,,False,897,6.01,May 2026,comptroller,-97.3481657,32.6818247,,,,,,,
PRUDE RANCH,5 MILES N OF JCT ON HIGHWAYS 118 & 17,FORT DAVIS,TX,79734,24,22.0,,,86570.0,gray,,False,898,116.36,May 2026,comptroller,-103.948817,30.605574,,,,,,,
EXCELSIOR HOUSE HOTEL,211 W AUSTIN ST,JEFFERSON,TX,75657,16,52.0,,,30459.0,yellow,,False,899,61.41,May 2026,comptroller,-94.345598,32.7559795,,,,,,,
TWIN COVES PARK,5001 WICHITA TRAIL,FLOWER MOUND,TX,75028,19,43.0,,,38683.0,yellow,,False,900,65.68,May 2026,comptroller,-97.1071271,33.0199663,,,,,,,
PECAN PLANTATION COUNTRY CLUB,8 1/10 MI SW ON WESTOVER RD,GRANBURY,TX,76048,13,46.0,,,22960.0,yellow,,False,901,56.97,May 2026,comptroller,-97.6883809,32.361835,,,,,,,
"CROWN COLONY COUNTRY CLUB, INC.",900 CROWN COLONY DR,LUFKIN,TX,75901,13,48.0,,,22183.0,yellow,,False,902,55.04,May 2026,comptroller,-94.7191168,31.2749807,,,,,,,
ANCHOR MOTEL,10230 HARRY HINES BLVD,DALLAS,TX,75220,126,19.0,,,82353.0,gray,,False,903,21.08,May 2026,comptroller,-96.8801586,32.8629249,,,,,,,
LEVELLAND MOTEL,304 COLLEGE AVE,LEVELLAND,TX,79336,69,18.0,,,38911.0,gray,,False,904,18.19,May 2026,comptroller,-102.3687612,33.5899025,,,,,,,
DUNBAR EAST RESTAURANT & MOTEL,1728 PULLIAM ST,SAN ANGELO,TX,76905,98,2.0,,,3724.0,gray,,False,905,1.23,May 2026,comptroller,-100.4101751,31.4710306,,,,,,,
CROWN INN,1518 S GRANT,ODESSA,TX,79763,38,25.0,,,17301.0,gray,,False,907,14.69,May 2026,comptroller,-102.3570816,31.8299481,,,,,,,
HOMEGATE STUDIOS & SUITES,3950 W. AIRPOT FREEWAY,IRVING,TX,75062,124,34.0,,,149006.0,yellow,,False,908,38.76,May 2026,comptroller,-97.003631,32.8361504,,,,,,,
ODESSA EXECUTIVE INN,2505 E 2ND STREET,ODESSA,TX,79761,44,27.0,,,41783.0,gray,,False,909,30.63,May 2026,comptroller,-102.3342853,31.8619365,,,,,,,
QUALITY INN,107 WAGON WHEEL DR,ENNIS,TX,75119,69,65.0,,,154412.0,red,,False,910,72.19,May 2026,comptroller,-96.61809699999999,32.334442,,,,,,,
STERLING HOTEL DALLAS,1055 REGAL ROW,DALLAS,TX,75247,360,18.0,,,114162.0,gray,,False,911,10.23,May 2026,comptroller,-96.8875486,32.8274793,,,,,,,
VALLEY MOTEL,1850 JACKSBORO HWY,FORT WORTH,TX,76114,16,27.0,,,17554.0,gray,,False,912,35.39,May 2026,comptroller,-97.3669915,32.7760482,,,,,,,
PLAZA MOTEL,10633 S FREEWAY,FORT WORTH,TX,76140,15,15.0,,,6627.0,gray,,False,913,14.25,May 2026,comptroller,-97.3189191,32.6025304,,,,,,,
SOUTHERN CROWN MOTEL,2303 MOUSER LN,DALLAS,TX,75203,19,18.0,,,9125.0,gray,,False,914,15.49,May 2026,comptroller,-96.7896592,32.7399229,,,,,,,
THOUSAND TRAILS - TEXOMA,209 THOUSAND TRAILS DR,GORDONVILLE,TX,76245,34,,,,0.0,gray,,True,915,,May 2026,comptroller,-96.82438189999999,33.8247936,,,,,,,
TOWER MOTEL,3417 S 1ST ST,ABILENE,TX,79605,36,25.0,,,21923.0,gray,,False,916,19.64,May 2026,comptroller,-99.76621569999999,32.4509123,,,,,,,
RAY MAC ENERGY,9701 HWY 152,SKELLYTOWN,TX,79080,50,1.0,,,3050.0,gray,,False,917,1.97,May 2026,comptroller,-101.3253793,35.6525258,,,,,,,
LINFIELD MOTEL,7701 S CENTRAL EXPWY,DALLAS,TX,75216,29,48.0,,,41740.0,yellow,,False,922,46.43,May 2026,comptroller,-96.75564399999999,32.7151545,,,,,,,
STRATFORD HOUSE INN,2600 WNW LOOP 323,TYLER,TX,75702,40,12.0,,,14932.0,gray,,False,923,12.04,May 2026,comptroller,-95.3291347,32.3812941,,,,,,,
SPRINGHILL SUITES,2363 STEMMONS TRL,DALLAS,TX,75220,95,70.0,,,219622.0,red,,False,924,74.57,May 2026,comptroller,-96.889215,32.859772,,,,,,,
SUPER 8 MOTEL,6002 EAST END BLVD SOUTH,MARSHALL,TX,75670,40,38.0,,,50326.0,yellow,,False,925,40.59,May 2026,comptroller,-94.3590729,32.4866184,,,,,,,
SAFARI RESORT,COUNTY ROAD 2008 1 MI OFF US HWY 67,GLEN ROSE,TX,76043,19,24.0,,,18628.0,gray,,False,932,31.63,May 2026,comptroller,-97.7422771,32.24525,,,,,,,
HYATT REGENCY HILL COUNTRY RESORT,9800 HYATT RESORT DR,SAN ANTONIO,TX,78251,500,210.0,,,3945895.0,red,,False,933,254.57,May 2026,comptroller,-98.68137589999999,29.4612057,Hyatt Regency,Hyatt Corporation,"San Antonio, TX",Seaworld/Lackland AFB,Upper Upscale,Upper Upscale,1993.0
HOLLY PARK MARINA INC,FM 276 11 MI N,MILAM,TX,75959,19,18.0,,,14147.0,gray,,False,934,24.02,May 2026,comptroller,-93.8018458,31.5209885,,,,,,,
MOTEL 6,2125 W WHITE AVE,MC KINNEY,TX,75069,58,47.0,,,84098.0,yellow,,False,935,46.77,May 2026,comptroller,-96.63554479999999,33.2092067,,,,,,,
COOPER AEROBICS ENTERPRISES,12200 PRESTON RD,DALLAS,TX,75230,62,119.0,,,204292.0,red,,False,936,106.29,May 2026,comptroller,-96.80236760000001,32.914839,,,,,,,
EXECUTIVE INN,1650 E INTERSTATE 20,ABILENE,TX,79601,41,,,,0.0,gray,,True,937,,May 2026,comptroller,-99.69673879999999,32.4765078,,,,,,,
LA MANCHA LAKE RANCH,116 N SEAMAN ST,EASTLAND,TX,76448,14,16.0,,,9775.0,gray,,False,938,22.52,May 2026,comptroller,-98.6871975,32.3632331,,,,,,,
DAYS INN-TX STADIUM,2200 E AIRPORT FWY,IRVING,TX,75062,178,30.0,,,159979.0,yellow,,False,939,28.99,May 2026,comptroller,-96.9126493,32.8361329,,,,,,,
AMERICA'S BEST VALUE INN AND SUITES,1135 N BECKLEY AVE,DE SOTO,TX,75115,48,17.0,,,37119.0,gray,,False,940,24.95,May 2026,comptroller,-96.8238772,32.6100444,,,,,,,
HOLIDAY INN & STAYBRIDGE SUITES,1575 REGAL ROW,DALLAS,TX,75247,169,65.0,,,370529.0,red,,False,941,70.73,May 2026,comptroller,-96.8764384,32.8365672,,,,,,,
"QUALITY INN & SUITES, RICHARDSON-DALLAS",2458 N CENTRAL EXPRESSWAY,RICHARDSON,TX,75080,63,,,,76794.0,gray,,False,942,39.32,May 2026,comptroller,-96.709464,32.989443,,,,,,,
FAIRFIELD INN,2500 E LAMAR BLVD,ARLINGTON,TX,76006,109,56.0,,,231216.0,yellow,,False,943,68.43,May 2026,comptroller,-97.06657469999999,32.7609424,,,,,,,
FAIRFIELD INN,4800 W JOHN CARPENTER FWY,IRVING,TX,75063,109,93.0,,,345593.0,red,,False,944,102.28,May 2026,comptroller,-97.01424879999999,32.9171984,,,,,,,
STAGECOACH INN,902 N MAGNOLIA ST,WOODVILLE,TX,75979,32,67.0,,,57014.0,red,,False,945,57.47,May 2026,comptroller,-94.4159045,30.78359,,,,,,,
DESERT SANDS MOTOR INN,611 I35 E,DENTON,TX,76205,43,9.0,,,21430.0,gray,,False,946,16.08,May 2026,comptroller,-97.1424677,33.1973404,,,,,,,
STAR MOTEL,7635 S CENTRAL EXPY,DALLAS,TX,75216,34,35.0,,,31265.0,yellow,,False,947,29.66,May 2026,comptroller,-96.75644960000001,32.7158118,,,,,,,
CRYSTAL PALACE INN,1303 TAHOKA ROAD,BROWNFIELD,TX,79316,68,6.0,,,17496.0,gray,,False,948,8.3,May 2026,comptroller,-102.259382,33.1815004,,,,,,,
DAYS INN,2650 N MAIN ST,PARIS,TX,75460,48,75.0,,,111777.0,red,,False,949,75.12,May 2026,comptroller,-95.55274539999999,33.6885933,,,,,,,
HASKELL INN,115 S AVENUE E,HASKELL,TX,79521,17,56.0,,,40992.0,yellow,,False,950,77.78,May 2026,comptroller,-99.73348329999999,33.1557531,,,,,,,
DAYS INN LANCASTER,8212 S LANCASTER RD,DALLAS,TX,75241,50,16.0,,,32085.0,gray,,False,951,20.7,May 2026,comptroller,-96.7808326,32.6484068,,,,,,,
LA POSADA HOTEL,1000 ZARAGOZA ST,LAREDO,TX,78040,224,44.0,,,689968.0,yellow,,False,952,99.36,May 2026,comptroller,-99.50619180000001,27.5021024,,,,,,,
DELUX INN,4451 S FREEWAY,FORT WORTH,TX,76115,72,23.0,,,49799.0,gray,,False,953,22.31,May 2026,comptroller,-97.3194698,32.6818259,,,,,,,
SUPER 8 MOTEL,220 W SPING VALLEY ROAD,RICHARDSON,TX,75081,56,58.0,,,100377.0,yellow,,False,954,57.82,May 2026,comptroller,-96.74193009999999,32.9406031,,,,,,,
COMFORT SUITES,5113 S LOOP 289,LUBBOCK,TX,79424,65,38.0,,,102370.0,yellow,,False,955,50.8,May 2026,comptroller,-101.9191692,33.5332171,,,,,,,
LAKE FORK MARINA,275 COUNTY ROAD 1558,ALBA,TX,75410,36,37.0,,,58120.0,yellow,,False,956,52.08,May 2026,comptroller,-95.6255678,32.8667328,,,,,,,
BEST WESTERN PLUS CROWN COLONY INN & SUITES,3211 S 1ST ST,LUFKIN,TX,75901,58,104.0,,,177789.0,red,,False,957,98.88,May 2026,comptroller,-94.7283037,31.2886206,,,,,,,
MOTEL 6 - DALLAS,10921 ESTATE LN,DALLAS,TX,75238,76,30.0,,,75529.0,yellow,,False,958,32.06,May 2026,comptroller,-96.6969611,32.8824394,,,,,,,
SCOTTISH INNS,5200 MANSFIELD HWY,FOREST HILL,TX,76119,46,31.0,,,43673.0,yellow,,False,959,30.63,May 2026,comptroller,-97.2481619,32.668,,,,,,,
CLARION POINTE,411 INDUSTRIAL DR E,SULPHUR SPRINGS,TX,75482,72,60.0,,,145797.0,yellow,,True,960,65.32,May 2026,comptroller,-95.5893569,33.1182286,,,,,,,
RAMADA LIMITED - MARKET CENTER,2026 MARKET CENTER BLVD,DALLAS,TX,75207,71,24.0,,,67926.0,gray,,False,961,30.86,May 2026,comptroller,-96.8244184,32.7983698,,,,,,,
MCM ELEGANTE',5200 E UNIVERSITY BLVD,ODESSA,TX,79762,194,69.0,,,393943.0,red,,False,962,65.5,May 2026,comptroller,-102.3141177,31.8823402,,,,,,,
TRADEWINDS MOTEL,2406 W MAIN ST,GRAND PRAIRIE,TX,75050,51,18.0,,,18995.0,gray,,False,963,12.01,May 2026,comptroller,-97.0394699,32.7398036,,,,,,,
MOTEL ONE,2925 E US HIGHWAY 80,ODESSA,TX,79761,126,13.0,,,36386.0,gray,,False,964,9.32,May 2026,comptroller,-102.3204062,31.8692079,,,,,,,
QUALITY INN,3505 NE LOOP 286,PARIS,TX,75460,59,35.0,,,88644.0,yellow,,False,965,48.47,May 2026,comptroller,-95.51084499999999,33.6682,,,,,,,
COMFORT INN,4020 GREAT SOUTH WEST PKWY,GRAND PRAIRIE,TX,75052,61,50.0,,,99477.0,yellow,,False,966,52.61,May 2026,comptroller,-97.04535410000001,32.6734319,,,,,,,
SUPER 8 MOTEL,1130 INTERSTATE 30,ROCKWALL,TX,75087,65,25.0,,,52915.0,gray,,False,967,26.26,May 2026,comptroller,-96.44851399999999,32.9117283,,,,,,,
SCOTTISH INNS,111 W INTERSTATE 20,WEATHERFORD,TX,76087,78,27.0,,,60961.0,gray,,False,968,25.21,May 2026,comptroller,-97.6704883,32.7361961,,,,,,,
HAMPTON INN & SUITES,4400 S 1ST ST,LUFKIN,TX,75901,85,98.0,,,189968.0,red,,False,969,72.09,May 2026,comptroller,-94.7358065,31.2781553,Hampton by Hilton,Hilton Worldwide,Texas East,Texas East Area,Upper Midscale,Upper Midscale,2001.0
BUDGETEL INN,904 NASA PKWY,HOUSTON,TX,77058,111,7.0,,,22125.0,gray,,False,970,6.43,May 2026,comptroller,-95.1064117,29.5441802,,,,,,,
SANTA FE JUNCTION MOTOR INN,410 W AVENUE L,SAN ANGELO,TX,76903,82,7.0,,,14387.0,gray,,False,971,5.66,May 2026,comptroller,-100.4402832,31.4454069,,,,,,,
SUPER 7 INN,9626 C F HAWN FWY,DALLAS,TX,75217,118,18.0,,,110139.0,gray,,False,972,30.11,May 2026,comptroller,-96.65551769999999,32.7033324,,,,,,,
WILDFLOWER INN,INT HWY 11 & 49,HUGHES SPRINGS,TX,75656,15,21.0,,,3360.0,gray,,False,973,7.23,May 2026,comptroller,-94.6043061,32.9935352,,,,,,,
CROWN INN,1100 W MAIN ST,GRAND PRAIRIE,TX,75050,20,18.0,,,12858.0,gray,,False,974,20.74,May 2026,comptroller,-97.019155,32.7421383,,,,,,,
COMFORT INN & SUITES,2101 E INTERSTATE 40,AMARILLO,TX,79102,87,86.0,,,215942.0,red,,False,975,80.07,May 2026,comptroller,-101.814685,35.194027,,,,,,,
WEST WIND MOTEL,3808 W WALL,MIDLAND,TX,79703,45,7.0,,,21001.0,gray,,False,976,15.05,May 2026,comptroller,-102.1153263,31.9783094,,,,,,,
HOLIDAY INN EXPRESS,9401 E INTERSTATE 40,AMARILLO,TX,79118,69,97.0,,,249857.0,red,,False,977,116.81,May 2026,comptroller,-101.7310104,35.1932498,,,,,,,
GREYSTONE CASTLE SPORTING CLUB,65756 INTERSTATE 20,MINGUS,TX,76463,24,73.0,,,64104.0,red,,False,978,86.16,May 2026,comptroller,-98.4105834,32.4985008,,,,,,,
COMFORT SUITES LUFKIN,4402 SOUTH FIRST,LUFKIN,TX,75901,80,,,,0.0,gray,,True,979,,May 2026,comptroller,-94.73635,31.278867,,,,,,,
COMFORT INN CONROE,1115 LEAGUE LINE RD,CONROE,TX,77303,57,50.0,,,97953.0,yellow,,False,980,55.43,May 2026,comptroller,-95.4831098,30.3660425,,,,,,,
BIG TEXAN INN,7703 E INTERSTATE 40,AMARILLO,TX,79118,54,,,,0.0,gray,,True,981,,May 2026,comptroller,-101.9295819,35.1818689,,,,,,,
OAK CLIFF INN,7006 S R L THORNTON FWY,DALLAS,TX,75232,31,17.0,,,16559.0,gray,,False,982,17.23,May 2026,comptroller,-96.8215343,32.6632511,,,,,,,
MOTEL 6,8601 HIGHWAY 377 S,BENBROOK,TX,76126,63,30.0,,,67802.0,yellow,,False,983,34.72,May 2026,comptroller,-97.46267340000001,32.6799727,,,,,,,
COMFORT SUITES LA PORTE,902 S 8TH ST,LA PORTE,TX,77571,67,33.0,,,18103.0,yellow,,False,985,8.72,May 2026,comptroller,-95.027717,29.654452,,,,,,,
SEAGOVILLE INN,1920 N HIGHWAY 175,SEAGOVILLE,TX,75159,48,20.0,,,0.0,gray,,True,986,,May 2026,comptroller,-96.56273089999999,32.6580899,,,,,,,
SUPER 8 MOTEL,5225 N BEACH ST,FORT WORTH,TX,76137,71,50.0,,,112917.0,yellow,,False,987,51.3,May 2026,comptroller,-97.2914249,32.8378849,,,,,,,
HOLIDAY INN EXPRESS,4225 N MACARTHUR BLVD,IRVING,TX,75038,92,52.0,,,165039.0,yellow,,False,989,57.87,May 2026,comptroller,-96.9607083,32.8655521,,,,,,,
HAWTHORN SUITES,13400 NORTH FWY,FORT WORTH,TX,76178,102,111.0,,,364603.0,red,,False,990,115.31,May 2026,comptroller,-97.30688119999999,32.9729623,,,,,,,
SURE STAY PLUS BY BEST WESTERN,3901 19TH ST,LUBBOCK,TX,79410,108,33.0,,,146741.0,yellow,,False,991,43.83,May 2026,comptroller,-101.8980672,33.5773257,,,,,,,
MICROTEL INN & SUITES,10675 SOUTH FWY,FORT WORTH,TX,76140,63,26.0,,,54600.0,gray,,False,992,27.96,May 2026,comptroller,-97.3185371,32.6021801,,,,,,,
SUPPER 8 MOTEL,4770 W JOHN CARPENTER FWY,IRVING,TX,75063,61,46.0,,,75475.0,yellow,,False,993,39.91,May 2026,comptroller,-97.0130714,32.9165324,,,,,,,
LAKESIDE GETAWAY,16698 COUNTY ROAD 1170,FLINT,TX,75762,13,20.0,,,14065.0,gray,,False,994,34.9,May 2026,comptroller,-95.4538011,32.1547037,,,,,,,
NURSANICKEL MOTEL,815 HWY 207 S,SPEARMAN,TX,79081,29,26.0,,,38915.0,gray,,False,995,43.29,May 2026,comptroller,-101.2041342,36.1896585,,,,,,,
SUPER 8 MOTEL,1217 FEDERAL RD,HOUSTON,TX,77015,41,10.0,,,17744.0,gray,,False,996,13.96,May 2026,comptroller,-95.212603,29.7681896,,,,,,,
CLIFFS HOTEL,160 CLIFFS DR,GRAFORD,TX,76449,20,91.0,,,111380.0,red,,False,997,179.65,May 2026,comptroller,-98.43487300000001,32.8449578,,,,,,,
THE OWNERS CLUB AT BARTON CREEK,8212 BARTON CLUB DR,AUSTIN,TX,78735,23,,,,4562391.0,gray,,True,998,,May 2026,comptroller,-97.8583467,30.2912837,,,,,,,
LAQUINTA INN & SUITES,110 S SONOMA TRL,ENNIS,TX,75119,67,56.0,,,115891.0,yellow,,False,999,55.8,May 2026,comptroller,-96.6130192,32.3356816,,,,,,,
LAKE PALESTINE MOTOR INN,8362 STATE HIGHWAY 155,FRANKSTON,TX,75763,30,28.0,,,23165.0,gray,,False,1000,24.91,May 2026,comptroller,-95.4834491,32.1331266,,,,,,,
EXECUTIVE INN & SUITES,1905 E MARSHAL AVE,LONGVIEW,TX,75601,31,31.0,,,30416.0,yellow,,False,1001,31.65,May 2026,comptroller,-94.71192579999999,32.5045772,,,,,,,
BUDGET INN,308 COLLEGE AVE,LEVELLAND,TX,79336,28,12.0,,,8717.0,gray,,False,1002,10.04,May 2026,comptroller,-102.3686276,33.5899791,,,,,,,
AMERICAN INN,1836 N MAIN ST,CLEBURNE,TX,76031,40,30.0,,,45229.0,yellow,,False,1003,36.48,May 2026,comptroller,-97.39321129999999,32.3752021,,,,,,,
MESA MOTEL,3601 US HIGHWAY 180 E,MINERAL WELLS,TX,76067,39,33.0,,,27860.0,yellow,,False,1005,23.04,May 2026,comptroller,-98.08437769999999,32.8111056,,,,,,,
GOLD INN,905 DOWDY FERRY RD,HUTCHINS,TX,75141,45,44.0,,,62004.0,yellow,,False,1006,44.45,May 2026,comptroller,-96.70594,32.6499798,,,,,,,
HOMEWOOD SUITES BY HILTON,1340 N SAM HOUSTON PKWY E,HOUSTON,TX,77032,64,71.0,,,147318.0,red,,False,1007,74.25,May 2026,comptroller,-95.36507759999999,29.9372186,Homewood Suites by Hilton,Hilton Worldwide,"Houston, TX",George Bush Airport Area,Upscale,Upscale,2003.0
LINFIELD INN,5715 S R L THORNTON FWY,DALLAS,TX,75232,60,21.0,,,41569.0,gray,,False,1008,22.35,May 2026,comptroller,-96.8232339,32.6765442,,,,,,,
CLASSIC INN,1209 N PLAZA DR,GRANBURY,TX,76048,41,16.0,,,20867.0,gray,,False,1010,16.42,May 2026,comptroller,-97.76916670000001,32.4352778,,,,,,,
HOME2 SUITES,13233 JAKE CT,BURLESON,TX,76028,93,88.0,,,295073.0,red,,False,1011,102.35,May 2026,comptroller,-97.31564189999999,32.5652933,Home2 Suites by Hilton,Hilton Worldwide,"Fort Worth/Arlington, TX",Fort Worth South,Upper Midscale,Upper Midscale,2022.0
RANCH HOUSE MOTEL & RESTAURANT,301 SW GEORGIA AVE,SWEETWATER,TX,79556,49,41.0,,,77979.0,yellow,,False,1012,51.34,May 2026,comptroller,-100.4005795,32.4488963,,,,,,,
BEST WESTERN INN & SUITES,2910 W UNIVERSITY DR,DENTON,TX,76201,89,63.0,,,215936.0,yellow,,False,1013,78.27,May 2026,comptroller,-97.1722233,33.2310668,,,,,,,
COURTYARD BY MARRIOTT DFW AIRPORT SOUTH,2280 VALLEY VIEW LN,IRVING,TX,75062,154,99.0,,,520220.0,red,,False,1014,108.97,May 2026,comptroller,-97.02058900000002,32.838881,,,,,,,
HAMPTON HILL,3563 NE LOOP 286,PARIS,TX,75460,67,80.0,,,157493.0,red,,False,1015,75.83,May 2026,comptroller,-95.5089981,33.6654665,Hampton by Hilton,Hilton Worldwide,Texas East,Texas East Area,Upper Midscale,Upper Midscale,2000.0
RAMADA SEAWORLD,7043 CULEBRA RD,SAN ANTONIO,TX,78238,72,52.0,,,107252.0,yellow,,False,1016,48.05,May 2026,comptroller,-98.62805080000001,29.4527617,,,,,,,
HAMPTON INN,2524 S MAIN ST,WEATHERFORD,TX,76087,69,58.0,,,150715.0,yellow,,False,1017,70.46,May 2026,comptroller,-97.78902099999999,32.72765100000001,,,,,,,
BEST BUDGET INN,3153 S 1ST ST,ABILENE,TX,79605,44,50.0,,,96309.0,yellow,,False,1018,70.61,May 2026,comptroller,-99.76203079999999,32.4504975,,,,,,,
KNIGHTS INN,5253 SE LOOP 820,FOREST HILL,TX,76119,40,16.0,,,32146.0,gray,,False,1020,25.92,May 2026,comptroller,-97.243256,32.6654315,,,,,,,
FIFTH SEASON INN,6801 IH-40 WEST,AMARILLO,TX,79106,103,31.0,,,161715.0,yellow,,False,1021,50.65,May 2026,comptroller,-101.915293,35.185991,,,,,,,
"DFW AIRPORT HOSPITALITY, LTD.",4235 W AIRPORT FWY,IRVING,TX,75062,128,80.0,,,279179.0,red,,False,1022,70.36,May 2026,comptroller,-97.0109694,32.8389029,,,,,,,
RADISSON BEACH HOTEL/PORTABELLA ON THE BAY,3200 E SURFSIDE BLVD,CORPUS CHRISTI,TX,78402,139,135.0,,,631802.0,red,,False,1023,146.62,May 2026,comptroller,-97.3896924,27.8185393,DoubleTree by Hilton,Hilton Worldwide,Texas South,Corpus Christi,Upscale,Upscale,1955.0
HOLIDAY INN EXPRESS HOTEL & SUITES,700 HILLCREST DR,VERNON,TX,76384,60,123.0,,,284728.0,red,,False,1024,153.08,May 2026,comptroller,-99.3152025,34.1625323,,,,,,,
HAMPTON INN,4131 WESTERN TRL,VERNON,TX,76384,64,122.0,,,306577.0,red,,False,1025,154.52,May 2026,comptroller,-99.3114871,34.1603889,Hampton by Hilton,Hilton Worldwide,Texas North,Texas North Area,Upper Midscale,Upper Midscale,2011.0
HENDRICK LEAGUE HOUSE,1910 HICKORY ST,ABILENE,TX,79601,30,21.0,,,18495.0,gray,,False,1026,19.89,May 2026,comptroller,-99.73535509999999,32.4710468,,,,,,,
VINEYARD TRAIL COTTAGES,10296 E US HIGHWAY 290,FREDERICKSBURG,TX,78624,13,83.0,,,29083.0,red,,False,1027,72.17,May 2026,comptroller,-98.72886500000001,30.22658599999999,,,,,,,
