event_index,prediction_id,issuing_fiscal_period,guided_fiscal_period,guidance_cutoff_utc,guidance_midpoint_usd_mm,prior_year_midpoint_usd_mm,guidance_yoy_growth,guidance_acceleration_pp,feature_id,feature_value,feature_change_pp,feature_reference_period,assumed_availability_utc_for_diagnostic,strict_pit_eligible,diagnostic_eligible,acceleration_direction_match,evidence_status,weight_fiscal_year,us_revenue_usd_mm,emea_revenue_usd_mm,us_weight,emea_weight,weight_available_at_utc,weight_source_url
13,ABNB-2023Q4-GUIDE,2023Q4,2024Q1,2024-02-13T21:09:06Z,2050.0,1785.0,0.14845938375350132,-0.02001887711606387,US_EMEA_REVENUE_WEIGHTED_COMPOSITE,0.1280696729450516,-0.06865419555563987,US:2023-11|EU:2023-09,2024-01-29T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
13,ABNB-2023Q4-GUIDE,2023Q4,2024Q1,2024-02-13T21:09:06Z,2050.0,1785.0,0.14845938375350132,-0.02001887711606387,EU_PLATFORM_MINUS_TOURISM,,,,,false,false,,current_snapshot_diagnostic_only,2022,3890,2924,0.5708834751981215,0.4291165248018785,2023-02-17T21:07:04Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972023000003/abnb-20221231.htm
14,ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,2710.0,2400.0,0.12916666666666665,-0.019292717086834665,US_SFO_T3M_YOY,0.09179616429570725,-0.02889290755007301,2024-02,2024-04-29T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
14,ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,2710.0,2400.0,0.12916666666666665,-0.019292717086834665,EU_PLATFORM_T3M_YOY,0.2265422891342168,0.08865369065012096,2023-12,2024-04-29T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
14,ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,2710.0,2400.0,0.12916666666666665,-0.019292717086834665,EU_TOURISM_T3M_YOY,,,,,false,false,,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
14,ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,2710.0,2400.0,0.12916666666666665,-0.019292717086834665,US_EU_50_50_COMPOSITE,0.15916922671496203,0.029880391550023977,US:2024-02|EU:2023-12,2024-04-29T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
14,ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,2710.0,2400.0,0.12916666666666665,-0.019292717086834665,US_EMEA_REVENUE_WEIGHTED_COMPOSITE,0.15341630867157216,0.025346635726520572,US:2024-02|EU:2023-12,2024-04-29T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
14,ABNB-2024Q1-GUIDE,2024Q1,2024Q2,2024-05-08T20:01:08Z,2710.0,2400.0,0.12916666666666665,-0.019292717086834665,EU_PLATFORM_MINUS_TOURISM,,,,,false,false,,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
15,ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,3700.0,3350.0,0.10447761194029859,-0.024689054726368065,US_SFO_T3M_YOY,0.04534022951720407,-0.04645593477850318,2024-05,2024-07-30T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
15,ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,3700.0,3350.0,0.10447761194029859,-0.024689054726368065,EU_PLATFORM_T3M_YOY,0.2832971005690179,0.0567548114348011,2024-03,2024-07-29T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
15,ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,3700.0,3350.0,0.10447761194029859,-0.024689054726368065,EU_TOURISM_T3M_YOY,0.04303425188090304,,2024-05,2024-07-30T00:00:00Z,false,true,,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
15,ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,3700.0,3350.0,0.10447761194029859,-0.024689054726368065,US_EU_50_50_COMPOSITE,0.164318665043111,0.005149438328148959,US:2024-05|EU:2024-03,2024-07-30T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
15,ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,3700.0,3350.0,0.10447761194029859,-0.024689054726368065,US_EMEA_REVENUE_WEIGHTED_COMPOSITE,0.15415921608928593,0.0007429074177137673,US:2024-05|EU:2024-03,2024-07-30T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
15,ABNB-2024Q2-GUIDE,2024Q2,2024Q3,2024-08-06T20:00:57Z,3700.0,3350.0,0.10447761194029859,-0.024689054726368065,EU_PLATFORM_MINUS_TOURISM,0.24026284868811487,,platform:2024-03|tourism:2024-05,2024-07-30T00:00:00Z,false,true,,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
16,ABNB-2024Q3-GUIDE,2024Q3,2024Q4,2024-11-07T21:00:59Z,2415.0,2150.0,0.12325581395348828,0.018778202013189693,US_SFO_T3M_YOY,0.009907857967141886,-0.03543237155006218,2024-08,2024-10-30T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
16,ABNB-2024Q3-GUIDE,2024Q3,2024Q4,2024-11-07T21:00:59Z,2415.0,2150.0,0.12325581395348828,0.018778202013189693,EU_PLATFORM_T3M_YOY,0.16154119839349157,-0.12175590217552634,2024-06,2024-10-28T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
16,ABNB-2024Q3-GUIDE,2024Q3,2024Q4,2024-11-07T21:00:59Z,2415.0,2150.0,0.12325581395348828,0.018778202013189693,EU_TOURISM_T3M_YOY,0.014494607910839896,-0.028539643970063144,2024-08,2024-10-30T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
16,ABNB-2024Q3-GUIDE,2024Q3,2024Q4,2024-11-07T21:00:59Z,2415.0,2150.0,0.12325581395348828,0.018778202013189693,US_EU_50_50_COMPOSITE,0.08572452818031673,-0.07859413686279426,US:2024-08|EU:2024-06,2024-10-30T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
16,ABNB-2024Q3-GUIDE,2024Q3,2024Q4,2024-11-07T21:00:59Z,2415.0,2150.0,0.12325581395348828,0.018778202013189693,US_EMEA_REVENUE_WEIGHTED_COMPOSITE,0.0792506189590779,-0.07490859713020803,US:2024-08|EU:2024-06,2024-10-30T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
16,ABNB-2024Q3-GUIDE,2024Q3,2024Q4,2024-11-07T21:00:59Z,2415.0,2150.0,0.12325581395348828,0.018778202013189693,EU_PLATFORM_MINUS_TOURISM,0.14704659048265167,-0.0932162582054632,platform:2024-06|tourism:2024-08,2024-10-30T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
17,ABNB-2024Q4-GUIDE,2024Q4,2025Q1,2025-02-13T21:02:39Z,2250.0,2050.0,0.09756097560975618,-0.025694838343732096,US_SFO_T3M_YOY,0.031189931605847043,0.021282073638705157,2024-11,2025-01-29T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
17,ABNB-2024Q4-GUIDE,2024Q4,2025Q1,2025-02-13T21:02:39Z,2250.0,2050.0,0.09756097560975618,-0.025694838343732096,EU_PLATFORM_T3M_YOY,0.17954742792243072,0.018006229528939155,2024-09,2025-01-28T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
17,ABNB-2024Q4-GUIDE,2024Q4,2025Q1,2025-02-13T21:02:39Z,2250.0,2050.0,0.09756097560975618,-0.025694838343732096,EU_TOURISM_T3M_YOY,0.031388536015484636,0.01689392810464474,2024-11,2025-01-29T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
17,ABNB-2024Q4-GUIDE,2024Q4,2025Q1,2025-02-13T21:02:39Z,2250.0,2050.0,0.09756097560975618,-0.025694838343732096,US_EU_50_50_COMPOSITE,0.10536867976413888,0.019644151583822156,US:2024-11|EU:2024-09,2025-01-29T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
17,ABNB-2024Q4-GUIDE,2024Q4,2025Q1,2025-02-13T21:02:39Z,2250.0,2050.0,0.09756097560975618,-0.025694838343732096,US_EMEA_REVENUE_WEIGHTED_COMPOSITE,0.09903463105992041,0.01978401210084252,US:2024-11|EU:2024-09,2025-01-29T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
17,ABNB-2024Q4-GUIDE,2024Q4,2025Q1,2025-02-13T21:02:39Z,2250.0,2050.0,0.09756097560975618,-0.025694838343732096,EU_PLATFORM_MINUS_TOURISM,0.1481588919069461,0.0011123014242944151,platform:2024-09|tourism:2024-11,2025-01-29T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2023,4290,3615,0.5426944971537002,0.4573055028462998,2024-02-16T21:02:16Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972024000006/abnb-20231231.htm
18,ABNB-2025Q1-GUIDE,2025Q1,2025Q2,2025-05-01T20:01:26Z,3020.0,2710.0,0.11439114391143912,0.016830168301682935,US_SFO_T3M_YOY,0.08760940934467532,0.05641947773882827,2025-02,2025-04-29T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
18,ABNB-2025Q1-GUIDE,2025Q1,2025Q2,2025-05-01T20:01:26Z,3020.0,2710.0,0.11439114391143912,0.016830168301682935,EU_PLATFORM_T3M_YOY,0.1738216628561602,-0.005725765066270538,2024-12,2025-04-30T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
18,ABNB-2025Q1-GUIDE,2025Q1,2025Q2,2025-05-01T20:01:26Z,3020.0,2710.0,0.11439114391143912,0.016830168301682935,EU_TOURISM_T3M_YOY,0.02980835793623382,-0.0015801780792508158,2025-02,2025-04-29T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
18,ABNB-2025Q1-GUIDE,2025Q1,2025Q2,2025-05-01T20:01:26Z,3020.0,2710.0,0.11439114391143912,0.016830168301682935,US_EU_50_50_COMPOSITE,0.13071553610041775,0.025346856336278867,US:2025-02|EU:2024-12,2025-04-30T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
18,ABNB-2025Q1-GUIDE,2025Q1,2025Q2,2025-05-01T20:01:26Z,3020.0,2710.0,0.11439114391143912,0.016830168301682935,US_EMEA_REVENUE_WEIGHTED_COMPOSITE,0.12823478464609867,0.02920015358617825,US:2025-02|EU:2024-12,2025-04-30T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
18,ABNB-2025Q1-GUIDE,2025Q1,2025Q2,2025-05-01T20:01:26Z,3020.0,2710.0,0.11439114391143912,0.016830168301682935,EU_PLATFORM_MINUS_TOURISM,0.14401330491992637,-0.004145586987019723,platform:2024-12|tourism:2025-02,2025-04-30T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
19,ABNB-2025Q2-GUIDE,2025Q2,2025Q3,2025-08-06T20:01:48Z,4060.0,3700.0,0.09729729729729719,-0.017093846614141928,US_SFO_T3M_YOY,0.06425482088686896,-0.023354588457806358,2025-05,2025-07-30T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
19,ABNB-2025Q2-GUIDE,2025Q2,2025Q3,2025-08-06T20:01:48Z,4060.0,3700.0,0.09729729729729719,-0.017093846614141928,EU_PLATFORM_T3M_YOY,0.06294209952707974,-0.11087956332908044,2025-03,2025-07-29T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
19,ABNB-2025Q2-GUIDE,2025Q2,2025Q3,2025-08-06T20:01:48Z,4060.0,3700.0,0.09729729729729719,-0.017093846614141928,EU_TOURISM_T3M_YOY,0.02352908554152444,-0.006279272394709379,2025-05,2025-07-30T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
19,ABNB-2025Q2-GUIDE,2025Q2,2025Q3,2025-08-06T20:01:48Z,4060.0,3700.0,0.09729729729729719,-0.017093846614141928,US_EU_50_50_COMPOSITE,0.06359846020697435,-0.0671170758934434,US:2025-05|EU:2025-03,2025-07-30T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
19,ABNB-2025Q2-GUIDE,2025Q2,2025Q3,2025-08-06T20:01:48Z,4060.0,3700.0,0.09729729729729719,-0.017093846614141928,US_EMEA_REVENUE_WEIGHTED_COMPOSITE,0.06363623367060361,-0.06459855097549505,US:2025-05|EU:2025-03,2025-07-30T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
19,ABNB-2025Q2-GUIDE,2025Q2,2025Q3,2025-08-06T20:01:48Z,4060.0,3700.0,0.09729729729729719,-0.017093846614141928,EU_PLATFORM_MINUS_TOURISM,0.0394130139855553,-0.10460029093437107,platform:2025-03|tourism:2025-05,2025-07-30T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
20,ABNB-2025Q3-GUIDE,2025Q3,2025Q4,2025-11-06T21:00:50Z,2690.0,2415.0,0.11387163561076608,0.016574338313468884,US_SFO_T3M_YOY,0.04868571404892075,-0.01556910683794821,2025-08,2025-10-30T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
20,ABNB-2025Q3-GUIDE,2025Q3,2025Q4,2025-11-06T21:00:50Z,2690.0,2415.0,0.11387163561076608,0.016574338313468884,EU_PLATFORM_T3M_YOY,0.1764757000375028,0.11353360051042305,2025-06,2025-10-28T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
20,ABNB-2025Q3-GUIDE,2025Q3,2025Q4,2025-11-06T21:00:50Z,2690.0,2415.0,0.11387163561076608,0.016574338313468884,EU_TOURISM_T3M_YOY,0.04913733186636371,0.025608246324839268,2025-08,2025-10-30T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
20,ABNB-2025Q3-GUIDE,2025Q3,2025Q4,2025-11-06T21:00:50Z,2690.0,2415.0,0.11387163561076608,0.016574338313468884,US_EU_50_50_COMPOSITE,0.11258070704321177,0.04898224683623742,US:2025-08|EU:2025-06,2025-10-30T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
20,ABNB-2025Q3-GUIDE,2025Q3,2025Q4,2025-11-06T21:00:50Z,2690.0,2415.0,0.11387163561076608,0.016574338313468884,US_EMEA_REVENUE_WEIGHTED_COMPOSITE,0.10890355929824118,0.045267325627637564,US:2025-08|EU:2025-06,2025-10-30T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
20,ABNB-2025Q3-GUIDE,2025Q3,2025Q4,2025-11-06T21:00:50Z,2690.0,2415.0,0.11387163561076608,0.016574338313468884,EU_PLATFORM_MINUS_TOURISM,0.12733836817113908,0.08792535418558378,platform:2025-06|tourism:2025-08,2025-10-30T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
21,ABNB-2025Q4-GUIDE,2025Q4,2026Q1,2026-02-12T21:01:56Z,2610.0,2250.0,0.15999999999999992,0.046128364389233845,US_SFO_T3M_YOY,0.015529226464800372,-0.033156487584120375,2025-11,2026-01-29T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
21,ABNB-2025Q4-GUIDE,2025Q4,2026Q1,2026-02-12T21:01:56Z,2610.0,2250.0,0.15999999999999992,0.046128364389233845,EU_PLATFORM_T3M_YOY,0.09813597708420385,-0.07833972295329894,2025-09,2026-01-28T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
21,ABNB-2025Q4-GUIDE,2025Q4,2026Q1,2026-02-12T21:01:56Z,2610.0,2250.0,0.15999999999999992,0.046128364389233845,EU_TOURISM_T3M_YOY,0.03989153416984714,-0.009245797696516567,2025-11,2026-01-29T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
21,ABNB-2025Q4-GUIDE,2025Q4,2026Q1,2026-02-12T21:01:56Z,2610.0,2250.0,0.15999999999999992,0.046128364389233845,US_EU_50_50_COMPOSITE,0.05683260177450211,-0.05574810526870966,US:2025-11|EU:2025-09,2026-01-29T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
21,ABNB-2025Q4-GUIDE,2025Q4,2026Q1,2026-02-12T21:01:56Z,2610.0,2250.0,0.15999999999999992,0.046128364389233845,US_EMEA_REVENUE_WEIGHTED_COMPOSITE,0.05445559840910047,-0.05444796088914071,US:2025-11|EU:2025-09,2026-01-29T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
21,ABNB-2025Q4-GUIDE,2025Q4,2026Q1,2026-02-12T21:01:56Z,2610.0,2250.0,0.15999999999999992,0.046128364389233845,EU_PLATFORM_MINUS_TOURISM,0.05824444291435671,-0.06909392525678237,platform:2025-09|tourism:2025-11,2026-01-29T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2024,4640,4135,0.5287749287749288,0.47122507122507123,2025-02-13T21:04:28Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000010/abnb-20241231.htm
22,ABNB-2026Q1-GUIDE,2026Q1,2026Q2,2026-05-07T20:00:27Z,3570.0,3020.0,0.18211920529801318,0.022119205298013256,US_SFO_T3M_YOY,0.007535260272465871,-0.0079939661923345,2026-02,2026-04-29T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2025,4814,4729,0.5044535261448182,0.4955464738551818,2026-02-12T21:04:39Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm
22,ABNB-2026Q1-GUIDE,2026Q1,2026Q2,2026-05-07T20:00:27Z,3570.0,3020.0,0.18211920529801318,0.022119205298013256,EU_PLATFORM_T3M_YOY,0.10912506361000496,0.010989086525801106,2025-12,2026-04-30T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2025,4814,4729,0.5044535261448182,0.4955464738551818,2026-02-12T21:04:39Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm
22,ABNB-2026Q1-GUIDE,2026Q1,2026Q2,2026-05-07T20:00:27Z,3570.0,3020.0,0.18211920529801318,0.022119205298013256,EU_TOURISM_T3M_YOY,0.04067736427571922,0.0007858301058720762,2026-02,2026-04-29T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2025,4814,4729,0.5044535261448182,0.4955464738551818,2026-02-12T21:04:39Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm
22,ABNB-2026Q1-GUIDE,2026Q1,2026Q2,2026-05-07T20:00:27Z,3570.0,3020.0,0.18211920529801318,0.022119205298013256,US_EU_50_50_COMPOSITE,0.058330161941235414,0.0014975601667333027,US:2026-02|EU:2025-12,2026-04-30T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2025,4814,4729,0.5044535261448182,0.4955464738551818,2026-02-12T21:04:39Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm
22,ABNB-2026Q1-GUIDE,2026Q1,2026Q2,2026-05-07T20:00:27Z,3570.0,3020.0,0.18211920529801318,0.022119205298013256,US_EMEA_REVENUE_WEIGHTED_COMPOSITE,0.057877729096024746,0.003422130686924277,US:2026-02|EU:2025-12,2026-04-30T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2025,4814,4729,0.5044535261448182,0.4955464738551818,2026-02-12T21:04:39Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm
22,ABNB-2026Q1-GUIDE,2026Q1,2026Q2,2026-05-07T20:00:27Z,3570.0,3020.0,0.18211920529801318,0.022119205298013256,EU_PLATFORM_MINUS_TOURISM,0.06844769933428574,0.01020325641992903,platform:2025-12|tourism:2026-02,2026-04-30T00:00:00Z,false,true,true,current_snapshot_diagnostic_only,2025,4814,4729,0.5044535261448182,0.4955464738551818,2026-02-12T21:04:39Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm
23,ABNB-2026Q2-GUIDE,2026Q2,2026Q3,2026-08-06T20:02:53Z,4730.0,4060.0,0.1650246305418719,-0.01709457475614129,US_SFO_T3M_YOY,0.0248817643193191,0.01734650404685323,2026-05,2026-07-30T00:00:00Z,false,true,false,current_snapshot_diagnostic_only,2025,4814,4729,0.5044535261448182,0.4955464738551818,2026-02-12T21:04:39Z,https://www.sec.gov/Archives/edgar/data/1559720/000155972026000004/abnb-20251231.htm
