date,abnb_close,spy_close,abnb_volume,spy_volume,provider
2022-09-16,118.75,385.56,13704410,103084800,Nasdaq public historical table
2022-09-19,118.78,388.55,4715382,73278490,Nasdaq public historical table
2022-09-20,116.71,384.09,5610900,77274880,Nasdaq public historical table
2022-09-21,114.01,377.39,6898713,106746600,Nasdaq public historical table
2022-09-22,103.72,374.22,8399410,89472640,Nasdaq public historical table
2022-09-23,101.75,367.95,6245555,122346900,Nasdaq public historical table
2022-09-26,103.23,364.31,5278759,92581240,Nasdaq public historical table
2022-09-27,106.37,363.38,5081006,108294100,Nasdaq public historical table
2022-09-28,110.69,370.53,4518240,110802200,Nasdaq public historical table
2022-09-29,106.66,362.79,4264336,112952300,Nasdaq public historical table
2022-09-30,105.04,357.18,4750577,153711200,Nasdaq public historical table
2022-10-03,105,366.61,6208938,89756480,Nasdaq public historical table
2022-10-04,110.81,377.97,4834992,103602800,Nasdaq public historical table
2022-10-05,111.76,377.09,4008655,88065670,Nasdaq public historical table
2022-10-06,111.58,373.2,3446542,82333540,Nasdaq public historical table
2022-10-07,108.54,362.79,3352741,107789500,Nasdaq public historical table
2022-10-10,110.99,360.02,3945173,76042770,Nasdaq public historical table
2022-10-11,106.82,357.74,5696693,92482790,Nasdaq public historical table
2022-10-12,112.35,356.56,5547542,76991800,Nasdaq public historical table
2022-10-13,112.65,365.97,6172480,147254500,Nasdaq public historical table
2022-10-14,109.16,357.63,5001698,123737000,Nasdaq public historical table
2022-10-17,116.5,366.82,5423881,93168230,Nasdaq public historical table
2022-10-18,117.94,371.13,5580013,97162850,Nasdaq public historical table
2022-10-19,116.87,368.5,3408865,79746860,Nasdaq public historical table
2022-10-20,117,365.41,3962235,88283090,Nasdaq public historical table
2022-10-21,119.95,374.29,4146060,131038400,Nasdaq public historical table
2022-10-24,116.39,378.87,4452813,85436910,Nasdaq public historical table
2022-10-25,118.45,384.92,6278920,78846350,Nasdaq public historical table
2022-10-26,115.31,382.02,4268449,104087300,Nasdaq public historical table
2022-10-27,112.06,379.98,4593997,81971760,Nasdaq public historical table
2022-10-28,115.21,389.02,4757271,100302000,Nasdaq public historical table
2022-10-31,106.91,386.21,10733820,96631260,Nasdaq public historical table
2022-11-01,109.05,384.52,15979820,85407600,Nasdaq public historical table
2022-11-02,94.41,374.87,29191370,126990400,Nasdaq public historical table
2022-11-03,92.02,371.01,10099300,87100120,Nasdaq public historical table
2022-11-04,96.09,376.35,9717396,103505200,Nasdaq public historical table
2022-11-07,95.46,379.95,7972690,68286950,Nasdaq public historical table
2022-11-08,98.9,382,7829381,84641060,Nasdaq public historical table
2022-11-09,95.79,374.13,4650860,78495470,Nasdaq public historical table
2022-11-10,102.4,394.69,7343018,141455800,Nasdaq public historical table
2022-11-11,109.57,398.51,6864381,93839870,Nasdaq public historical table
2022-11-14,105.16,395.12,4951447,71893170,Nasdaq public historical table
2022-11-15,107.01,398.49,5357427,93194450,Nasdaq public historical table
2022-11-16,104.43,395.45,3681831,68508450,Nasdaq public historical table
2022-11-17,99.3,394.24,5181201,74496260,Nasdaq public historical table
2022-11-18,97.77,396.03,5913126,92922450,Nasdaq public historical table
2022-11-21,95.71,394.59,5145740,51243190,Nasdaq public historical table
2022-11-22,95.28,399.9,5951592,60429030,Nasdaq public historical table
2022-11-23,96.63,402.42,4337602,68261630,Nasdaq public historical table
2022-11-25,97.67,402.33,2245116,30545430,Nasdaq public historical table
2022-11-28,95.3,395.91,5136713,68021750,Nasdaq public historical table
2022-11-29,95.38,395.23,3694023,52310040,Nasdaq public historical table
2022-11-30,102.14,407.68,8387537,144566700,Nasdaq public historical table
2022-12-01,101.27,407.38,5040308,76398170,Nasdaq public historical table
2022-12-02,101,406.91,4128629,85342730,Nasdaq public historical table
2022-12-05,98.51,399.59,3601549,77289820,Nasdaq public historical table
2022-12-06,93.12,393.83,8380946,77972220,Nasdaq public historical table
2022-12-07,91.5,393.16,12640480,65927900,Nasdaq public historical table
2022-12-08,94.83,396.24,6115721,60737910,Nasdaq public historical table
2022-12-09,94.7,393.28,4405805,81447730,Nasdaq public historical table
2022-12-12,95.58,398.95,4664128,75405840,Nasdaq public historical table
2022-12-13,93.34,401.97,7378926,123782500,Nasdaq public historical table
2022-12-14,93.93,399.4,6737816,108111300,Nasdaq public historical table
2022-12-15,90.61,389.63,5331958,117705900,Nasdaq public historical table
2022-12-16,89.57,383.27,6830248,119858000,Nasdaq public historical table
2022-12-19,85.93,380.02,4717138,79878100,Nasdaq public historical table
2022-12-20,87.62,380.54,7325782,74427240,Nasdaq public historical table
2022-12-21,87.07,386.23,5594786,78167370,Nasdaq public historical table
2022-12-22,84.87,380.72,5643102,100120900,Nasdaq public historical table
2022-12-23,85.25,382.91,3057684,59857330,Nasdaq public historical table
2022-12-27,83.49,381.4,3982410,51638180,Nasdaq public historical table
2022-12-28,82.49,376.66,4931745,70911520,Nasdaq public historical table
2022-12-29,85.23,383.44,4031346,66970880,Nasdaq public historical table
2022-12-30,85.5,382.43,3372534,84022210,Nasdaq public historical table
2023-01-03,84.9,380.82,3901185,74850730,Nasdaq public historical table
2023-01-04,88.72,383.76,4817088,85934100,Nasdaq public historical table
2023-01-05,87.71,379.38,3419036,76970460,Nasdaq public historical table
2023-01-06,88.52,388.08,4348374,104189600,Nasdaq public historical table
2023-01-09,89.24,387.86,4319380,73978070,Nasdaq public historical table
2023-01-10,88.54,390.58,4165610,65358090,Nasdaq public historical table
2023-01-11,94.44,395.52,7718901,68881080,Nasdaq public historical table
2023-01-12,98.49,396.96,7695221,90157700,Nasdaq public historical table
2023-01-13,100.37,398.5,6528993,63903930,Nasdaq public historical table
2023-01-17,101.27,397.77,5496249,62677280,Nasdaq public historical table
2023-01-18,101.11,391.49,6062224,99632260,Nasdaq public historical table
2023-01-19,99.1,388.64,4996747,86958920,Nasdaq public historical table
2023-01-20,101.28,395.88,5104017,91806360,Nasdaq public historical table
2023-01-23,105.22,400.63,4442688,84178800,Nasdaq public historical table
2023-01-24,104.13,400.2,3514662,59524910,Nasdaq public historical table
2023-01-25,104.44,400.35,5169257,84800250,Nasdaq public historical table
2023-01-26,109.42,404.75,5196610,72287430,Nasdaq public historical table
2023-01-27,115.94,405.68,9548495,68346180,Nasdaq public historical table
2023-01-30,109.48,400.59,5469927,74202020,Nasdaq public historical table
2023-01-31,111.11,406.48,3867201,86811790,Nasdaq public historical table
2023-02-01,113.99,410.8,4053605,101459200,Nasdaq public historical table
2023-02-02,118.52,416.78,7166921,101654500,Nasdaq public historical table
2023-02-03,118.7,412.35,6130725,94736780,Nasdaq public historical table
2023-02-06,118.35,409.83,3204147,60295330,Nasdaq public historical table
2023-02-07,119.69,415.19,4397729,90990750,Nasdaq public historical table
2023-02-08,116.36,410.65,3605405,76227460,Nasdaq public historical table
2023-02-09,114.94,407.09,4508691,78694860,Nasdaq public historical table
2023-02-10,108.87,408.04,6463548,70769720,Nasdaq public historical table
2023-02-13,116.42,412.83,7657239,64913540,Nasdaq public historical table
2023-02-14,120.87,412.64,17145030,88389310,Nasdaq public historical table
2023-02-15,137.01,413.98,32502210,61685280,Nasdaq public historical table
2023-02-16,139.42,408.28,18705820,76431470,Nasdaq public historical table
2023-02-17,131.6,407.26,11386740,89257820,Nasdaq public historical table
2023-02-21,128.78,399.09,6618673,82655920,Nasdaq public historical table
2023-02-22,127.21,398.54,5758987,83742290,Nasdaq public historical table
2023-02-23,125.52,400.66,7013484,96242400,Nasdaq public historical table
2023-02-24,122.78,396.38,5119777,108194400,Nasdaq public historical table
2023-02-27,123.53,397.73,5011368,80444740,Nasdaq public historical table
2023-02-28,123.28,396.26,7317099,96438570,Nasdaq public historical table
2023-03-01,120.83,394.74,4645027,99706820,Nasdaq public historical table
2023-03-02,122.38,397.81,4089401,85404730,Nasdaq public historical table
2023-03-03,125.73,404.19,5499352,90119950,Nasdaq public historical table
2023-03-06,126.33,404.47,5292491,72795950,Nasdaq public historical table
2023-03-07,126.94,398.27,5590811,108310600,Nasdaq public historical table
2023-03-08,125,398.92,3290816,74746630,Nasdaq public historical table
2023-03-09,119.84,391.56,6147726,111945300,Nasdaq public historical table
2023-03-10,118.3,385.91,5254762,189253000,Nasdaq public historical table
2023-03-13,115.96,385.36,5282014,157790000,Nasdaq public historical table
2023-03-14,116.36,391.73,5416449,149752400,Nasdaq public historical table
2023-03-15,113.58,389.28,6305075,172996900,Nasdaq public historical table
2023-03-16,119.99,396.11,7697232,143753900,Nasdaq public historical table
2023-03-17,118.15,389.99,5513629,140553400,Nasdaq public historical table
2023-03-20,118.4,393.74,3997686,93055780,Nasdaq public historical table
2023-03-21,123.69,398.91,5374445,91524250,Nasdaq public historical table
2023-03-22,121.17,392.11,3971064,111746600,Nasdaq public historical table
2023-03-23,120.3,393.17,4028510,119351300,Nasdaq public historical table
2023-03-24,116.92,395.75,4292384,107770100,Nasdaq public historical table
2023-03-27,117.91,396.49,2819623,74010410,Nasdaq public historical table
2023-03-28,116.61,395.6,2941034,62871680,Nasdaq public historical table
2023-03-29,118.8,401.35,2711505,77497880,Nasdaq public historical table
2023-03-30,122.28,403.7,5437927,69840050,Nasdaq public historical table
2023-03-31,124.4,409.39,5533754,112062600,Nasdaq public historical table
2023-04-03,121.46,410.95,4230612,67391100,Nasdaq public historical table
2023-04-04,118.46,408.67,3349254,66601530,Nasdaq public historical table
2023-04-05,115.34,407.6,6737046,65200240,Nasdaq public historical table
2023-04-06,109.69,409.19,14400100,63743350,Nasdaq public historical table
2023-04-10,112.6,409.61,5406420,63681040,Nasdaq public historical table
2023-04-11,114.25,409.72,4845428,59297950,Nasdaq public historical table
2023-04-12,112.42,408.05,6068699,86420380,Nasdaq public historical table
2023-04-13,113.95,413.47,3878120,85814750,Nasdaq public historical table
2023-04-14,114.65,412.46,3415241,78161500,Nasdaq public historical table
2023-04-17,116.17,413.94,3287076,66436400,Nasdaq public historical table
2023-04-18,119.19,414.21,7162212,63560000,Nasdaq public historical table
2023-04-19,120.1,414.14,3309716,55227330,Nasdaq public historical table
2023-04-20,118.4,411.88,4369652,75840360,Nasdaq public historical table
2023-04-21,115.5,412.2,7357782,73457420,Nasdaq public historical table
2023-04-24,116.12,412.63,3240439,64332100,Nasdaq public historical table
2023-04-25,112.505,406.08,3659730,97766720,Nasdaq public historical table
2023-04-26,113.68,404.36,3615529,80447050,Nasdaq public historical table
2023-04-27,115.25,412.41,3870525,92968370,Nasdaq public historical table
2023-04-28,119.67,415.93,4974339,89433140,Nasdaq public historical table
2023-05-01,121.42,415.51,4830645,62122250,Nasdaq public historical table
2023-05-02,120.58,410.84,4861759,103998500,Nasdaq public historical table
2023-05-03,118.86,408.02,3687660,91531770,Nasdaq public historical table
2023-05-04,117.63,405.13,4939904,94901860,Nasdaq public historical table
2023-05-05,119.9,412.63,6624644,87891790,Nasdaq public historical table
2023-05-08,125.65,412.74,10142900,50046770,Nasdaq public historical table
2023-05-09,127.07,410.93,15410320,49220120,Nasdaq public historical table
2023-05-10,113.19,412.85,34191000,96142920,Nasdaq public historical table
2023-05-11,111.2,412.13,9579405,70157060,Nasdaq public historical table
2023-05-12,105.275,411.59,14768540,70481550,Nasdaq public historical table
2023-05-15,105.78,413.01,5422484,54289380,Nasdaq public historical table
2023-05-16,105.41,410.25,5593052,57705500,Nasdaq public historical table
2023-05-17,108.33,415.23,6887413,87286960,Nasdaq public historical table
2023-05-18,111.87,419.23,6945927,97177200,Nasdaq public historical table
2023-05-19,107.38,418.62,9203689,103793300,Nasdaq public historical table
2023-05-22,109.93,418.79,7350588,60745400,Nasdaq public historical table
2023-05-23,106.25,414.09,6498151,86383490,Nasdaq public historical table
2023-05-24,105.71,411.09,5371655,89213680,Nasdaq public historical table
2023-05-25,104.42,414.65,4834459,90961610,Nasdaq public historical table
2023-05-26,106.81,420.02,4680146,93829980,Nasdaq public historical table
2023-05-30,107.19,420.18,5460117,72215960,Nasdaq public historical table
2023-05-31,109.77,417.85,10263070,110811800,Nasdaq public historical table
2023-06-01,112.16,421.82,6644088,88865020,Nasdaq public historical table
2023-06-02,118.06,427.92,10149970,91426170,Nasdaq public historical table
2023-06-05,115.69,427.1,8324362,65460160,Nasdaq public historical table
2023-06-06,117.3,428.03,5025661,64022180,Nasdaq public historical table
2023-06-07,116.55,426.55,4637584,85373280,Nasdaq public historical table
2023-06-08,115.5,429.13,4435440,61952840,Nasdaq public historical table
2023-06-09,117.86,429.9,7430877,85647270,Nasdaq public historical table
2023-06-12,124.59,433.8,7880981,76256700,Nasdaq public historical table
2023-06-13,124.9,436.66,5276791,95899700,Nasdaq public historical table
2023-06-14,125.14,437.18,5696699,100612100,Nasdaq public historical table
2023-06-15,127.85,442.6,5599370,110303100,Nasdaq public historical table
2023-06-16,128.68,439.46,6894180,114165800,Nasdaq public historical table
2023-06-20,126.45,437.18,5384674,76160360,Nasdaq public historical table
2023-06-21,127.46,434.94,4711852,76982250,Nasdaq public historical table
2023-06-22,127.96,436.51,3940483,70637180,Nasdaq public historical table
2023-06-23,124.73,433.21,5799995,92074540,Nasdaq public historical table
2023-06-26,123.13,431.44,3645763,72823560,Nasdaq public historical table
2023-06-27,127.89,436.17,4507674,72813700,Nasdaq public historical table
2023-06-28,127.63,436.39,6130392,75635980,Nasdaq public historical table
2023-06-29,125.1,438.11,4241977,67882300,Nasdaq public historical table
2023-06-30,128.16,443.28,4604635,104964000,Nasdaq public historical table
2023-07-03,132.35,443.79,4996267,32793380,Nasdaq public historical table
2023-07-05,131.69,443.13,3429919,58418430,Nasdaq public historical table
2023-07-06,128.16,439.66,3736527,80658300,Nasdaq public historical table
2023-07-07,130.32,438.55,3149193,86134180,Nasdaq public historical table
2023-07-10,131.71,439.66,4051952,62443500,Nasdaq public historical table
2023-07-11,137.54,442.46,10045590,64463750,Nasdaq public historical table
2023-07-12,137.02,446.02,5583563,91924530,Nasdaq public historical table
2023-07-13,140.09,449.56,5532320,72425240,Nasdaq public historical table
2023-07-14,143.34,449.28,6728498,69815820,Nasdaq public historical table
2023-07-17,145.36,450.84,5755755,52680220,Nasdaq public historical table
2023-07-18,146.53,454.19,4124895,80744450,Nasdaq public historical table
2023-07-19,145.535,455.2,4968555,65891690,Nasdaq public historical table
2023-07-20,145.28,452.18,4246295,70591640,Nasdaq public historical table
2023-07-21,148.77,452.18,11813010,71275620,Nasdaq public historical table
2023-07-24,147.62,454.2,4373201,54023380,Nasdaq public historical table
2023-07-25,148.65,455.44,4121251,55191240,Nasdaq public historical table
2023-07-26,150.17,455.51,4055506,71052890,Nasdaq public historical table
2023-07-27,148.5,452.49,5425994,92194380,Nasdaq public historical table
2023-07-28,153.33,456.92,4164344,80011790,Nasdaq public historical table
2023-07-31,152.19,457.79,4459756,62040450,Nasdaq public historical table
2023-08-01,148.91,456.48,4524604,55502200,Nasdaq public historical table
2023-08-02,144.56,450.13,7030997,93933370,Nasdaq public historical table
2023-08-03,140.88,448.84,11483820,64419690,Nasdaq public historical table
2023-08-04,140.17,446.81,8623302,100128900,Nasdaq public historical table
2023-08-07,143.2,450.71,4079123,58357460,Nasdaq public historical table
2023-08-08,139.55,448.75,4685767,71361320,Nasdaq public historical table
2023-08-09,137.87,445.75,3389682,78789580,Nasdaq public historical table
2023-08-10,135.97,445.91,3437587,93005500,Nasdaq public historical table
2023-08-11,133.68,445.65,4412738,68690900,Nasdaq public historical table
2023-08-14,133.24,448.11,3373839,47867440,Nasdaq public historical table
2023-08-15,129.85,442.89,3970461,75707530,Nasdaq public historical table
2023-08-16,128.83,439.64,3336853,80107210,Nasdaq public historical table
2023-08-17,127.99,436.29,3908528,95711320,Nasdaq public historical table
2023-08-18,125.06,436.5,5963616,98851960,Nasdaq public historical table
2023-08-21,124,439.34,4875979,68718960,Nasdaq public historical table
2023-08-22,127.08,438.15,4946032,65062860,Nasdaq public historical table
2023-08-23,128.13,443.03,4605440,68441020,Nasdaq public historical table
2023-08-24,124.72,436.89,2980820,88517270,Nasdaq public historical table
2023-08-25,125.79,439.97,2415159,102325100,Nasdaq public historical table
2023-08-28,126.155,442.76,2348537,61595390,Nasdaq public historical table
2023-08-29,132.25,449.16,5622866,83081920,Nasdaq public historical table
2023-08-30,130.61,451.01,4709893,69053910,Nasdaq public historical table
2023-08-31,131.55,450.35,3860311,66084560,Nasdaq public historical table
2023-09-01,132.69,451.19,4517786,58944100,Nasdaq public historical table
2023-09-05,142.29,449.24,21052750,55166210,Nasdaq public historical table
2023-09-06,141.77,446.22,7114436,70758510,Nasdaq public historical table
2023-09-07,143.27,444.85,7928238,70355430,Nasdaq public historical table
2023-09-08,145.82,445.52,9329068,62068440,Nasdaq public historical table
2023-09-11,147.33,448.45,7178964,60180120,Nasdaq public historical table
2023-09-12,147.5,445.99,7342691,67565420,Nasdaq public historical table
2023-09-13,144.715,446.51,7893268,60199270,Nasdaq public historical table
2023-09-14,144.12,450.36,8365548,83430810,Nasdaq public historical table
2023-09-15,142.75,443.37,74788470,111848900,Nasdaq public historical table
2023-09-18,142.55,443.63,7351442,55752210,Nasdaq public historical table
2023-09-19,141.85,442.71,6675517,66514650,Nasdaq public historical table
2023-09-20,138.01,438.64,5192076,82562600,Nasdaq public historical table
2023-09-21,132.75,431.39,8515389,104095800,Nasdaq public historical table
2023-09-22,132.2,430.42,4279181,100829700,Nasdaq public historical table
2023-09-25,134.14,432.23,4154503,70874530,Nasdaq public historical table
2023-09-26,132.28,425.88,4194040,96168440,Nasdaq public historical table
2023-09-27,134.03,426.05,3771335,104705800,Nasdaq public historical table
2023-09-28,136.47,428.52,4058877,92258310,Nasdaq public historical table
2023-09-29,137.21,427.48,4782071,115111300,Nasdaq public historical table
2023-10-02,136.56,427.31,3489091,83798600,Nasdaq public historical table
2023-10-03,127.73,421.59,9019737,103760600,Nasdaq public historical table
2023-10-04,127.41,424.66,5822033,87452970,Nasdaq public historical table
2023-10-05,124.99,424.5,7630208,70142740,Nasdaq public historical table
2023-10-06,126.36,429.54,5153662,113273300,Nasdaq public historical table
2023-10-09,127.77,432.29,5092037,80374360,Nasdaq public historical table
2023-10-10,131.59,434.54,5114703,78607270,Nasdaq public historical table
2023-10-11,130,436.32,3456474,62451740,Nasdaq public historical table
2023-10-12,125.97,433.66,4023286,81154230,Nasdaq public historical table
2023-10-13,124.08,431.5,4929464,95201130,Nasdaq public historical table
2023-10-16,125.19,436.04,2706050,75433190,Nasdaq public historical table
2023-10-17,125.71,436.02,3073583,75324710,Nasdaq public historical table
2023-10-18,122.17,430.21,4098435,93559800,Nasdaq public historical table
2023-10-19,119.97,426.43,4374408,121323000,Nasdaq public historical table
2023-10-20,116.49,421.19,6195537,123919900,Nasdaq public historical table
2023-10-23,120.39,420.46,5442484,92035100,Nasdaq public historical table
2023-10-24,122.01,423.63,3651605,78564240,Nasdaq public historical table
2023-10-25,118.5,417.55,4844458,94223200,Nasdaq public historical table
2023-10-26,115.47,412.55,5217503,115156800,Nasdaq public historical table
2023-10-27,114.09,410.68,5201552,107367700,Nasdaq public historical table
2023-10-30,116.95,415.59,5218039,86562680,Nasdaq public historical table
2023-10-31,118.29,418.2,4647399,79665150,Nasdaq public historical table
2023-11-01,119.47,422.66,9336533,98068120,Nasdaq public historical table
2023-11-02,115.5,430.76,14053460,94938910,Nasdaq public historical table
2023-11-03,122.64,434.69,9020387,100167800,Nasdaq public historical table
2023-11-06,118.17,435.69,7701997,67831660,Nasdaq public historical table
2023-11-07,121.08,436.93,5163900,64256110,Nasdaq public historical table
2023-11-08,117.66,437.25,7813986,61746030,Nasdaq public historical table
2023-11-09,115.52,433.84,5519622,83174420,Nasdaq public historical table
2023-11-10,118.15,440.61,4775350,89558050,Nasdaq public historical table
2023-11-13,119.15,440.19,3408800,52236070,Nasdaq public historical table
2023-11-14,126.68,448.73,8405215,97176940,Nasdaq public historical table
2023-11-15,128.35,449.68,6851426,77327570,Nasdaq public historical table
2023-11-16,126.28,450.23,4177338,66665800,Nasdaq public historical table
2023-11-17,127.15,450.79,3796137,83193900,Nasdaq public historical table
2023-11-20,129.7,454.26,4645935,70055630,Nasdaq public historical table
2023-11-21,126.82,453.27,4587125,49244640,Nasdaq public historical table
2023-11-22,129.04,455.02,3974609,59446570,Nasdaq public historical table
2023-11-24,128.37,455.3,2058920,29737380,Nasdaq public historical table
2023-11-27,129,454.48,4408422,50505990,Nasdaq public historical table
2023-11-28,127.56,454.93,4024433,62115010,Nasdaq public historical table
2023-11-29,126.48,454.61,4615425,63145990,Nasdaq public historical table
2023-11-30,126.34,456.4,5956297,79752700,Nasdaq public historical table
2023-12-01,135.02,459.1,7424812,89183400,Nasdaq public historical table
2023-12-04,133.7,456.69,5263394,72430890,Nasdaq public historical table
2023-12-05,133.71,456.6,4202219,69793470,Nasdaq public historical table
2023-12-06,135.31,454.76,4932046,69124690,Nasdaq public historical table
2023-12-07,139.84,458.23,7108552,66995450,Nasdaq public historical table
2023-12-08,140.68,460.2,4411181,83194400,Nasdaq public historical table
2023-12-11,142.91,461.99,4560543,65002250,Nasdaq public historical table
2023-12-12,140.55,464.1,6823194,68327620,Nasdaq public historical table
2023-12-13,144.51,470.5,6673909,93277960,Nasdaq public historical table
2023-12-14,147.26,472.01,9568622,119026000,Nasdaq public historical table
2023-12-15,146.6,469.33,8239015,141553700,Nasdaq public historical table
2023-12-18,147.5,471.97,4175159,70375290,Nasdaq public historical table
2023-12-19,146.91,474.84,5090432,55761810,Nasdaq public historical table
2023-12-20,141.07,468.26,5718006,102921000,Nasdaq public historical table
2023-12-21,142.09,472.7,3318535,86667470,Nasdaq public historical table
2023-12-22,140.8,473.65,2937363,67160420,Nasdaq public historical table
2023-12-26,138.72,475.65,4384804,55386950,Nasdaq public historical table
2023-12-27,136.55,476.51,3989552,68000310,Nasdaq public historical table
2023-12-28,137,476.69,2770816,77158120,Nasdaq public historical table
2023-12-29,136.14,475.31,3076112,122283100,Nasdaq public historical table
2024-01-02,134.48,472.65,3485247,123007800,Nasdaq public historical table
2024-01-03,133.42,468.79,4266614,103585900,Nasdaq public historical table
2024-01-04,133.72,467.28,4056898,84232170,Nasdaq public historical table
2024-01-05,135.98,467.92,4006629,86118910,Nasdaq public historical table
2024-01-08,140.08,474.6,4179708,74879070,Nasdaq public historical table
2024-01-09,139.53,473.88,3560892,65931440,Nasdaq public historical table
2024-01-10,139.76,476.56,2492691,67310640,Nasdaq public historical table
2024-01-11,139.45,476.35,2383518,77940720,Nasdaq public historical table
2024-01-12,137.14,476.68,2481982,58026420,Nasdaq public historical table
2024-01-16,135.02,474.93,5514773,85014870,Nasdaq public historical table
2024-01-17,134.98,472.29,3039656,68843870,Nasdaq public historical table
2024-01-18,137.04,476.49,5273027,91856250,Nasdaq public historical table
2024-01-19,139.93,482.43,4089098,110834500,Nasdaq public historical table
2024-01-22,142.01,483.45,4482914,75844930,Nasdaq public historical table
2024-01-23,142.3,484.86,3882149,49945300,Nasdaq public historical table
2024-01-24,141.19,485.39,4857241,81765040,Nasdaq public historical table
2024-01-25,142.11,488.03,3677549,72524990,Nasdaq public historical table
2024-01-26,149.62,487.41,11342570,76641610,Nasdaq public historical table
2024-01-29,152.7,491.27,5316315,61322750,Nasdaq public historical table
2024-01-30,149.44,490.89,3884021,58618390,Nasdaq public historical table
2024-01-31,144.14,482.88,4126572,126011100,Nasdaq public historical table
2024-02-01,146.49,489.2,3416682,91891640,Nasdaq public historical table
2024-02-02,146.55,494.35,4252797,99228190,Nasdaq public historical table
2024-02-05,144.78,492.55,3010888,75757100,Nasdaq public historical table
2024-02-06,144.53,493.98,3697593,55918600,Nasdaq public historical table
2024-02-07,147.55,498.1,4214118,70556510,Nasdaq public historical table
2024-02-08,150.54,498.32,3508283,52343640,Nasdaq public historical table
2024-02-09,147.595,501.2,5006763,63979380,Nasdaq public historical table
2024-02-12,153.8,500.98,7909487,56502280,Nasdaq public historical table
2024-02-13,150.82,494.08,11801680,113099200,Nasdaq public historical table
2024-02-14,148.2,498.57,16021810,68387830,Nasdaq public historical table
2024-02-15,157.69,502.01,11922990,61682960,Nasdaq public historical table
2024-02-16,152.51,499.51,6520114,75532930,Nasdaq public historical table
2024-02-20,148.15,496.76,5229688,71736740,Nasdaq public historical table
2024-02-21,149.24,497.21,4570787,59603770,Nasdaq public historical table
2024-02-22,155.26,507.5,6115025,76402540,Nasdaq public historical table
2024-02-23,152.66,507.85,4851068,61321820,Nasdaq public historical table
2024-02-26,149.27,505.99,5277943,50386740,Nasdaq public historical table
2024-02-27,152.06,506.93,4623715,48854530,Nasdaq public historical table
2024-02-28,153.43,506.26,4329074,56506630,Nasdaq public historical table
2024-02-29,157.47,508.08,8002291,83924800,Nasdaq public historical table
2024-03-01,159.72,512.85,5367283,76844840,Nasdaq public historical table
2024-03-04,158.09,512.3,4403219,49799260,Nasdaq public historical table
2024-03-05,159.33,507.18,4714293,72855620,Nasdaq public historical table
2024-03-06,163.87,509.75,5167916,68382370,Nasdaq public historical table
2024-03-07,163.54,514.81,3810295,58652090,Nasdaq public historical table
2024-03-08,164.91,511.72,4105743,86532540,Nasdaq public historical table
2024-03-11,162.99,511.28,3149599,62557180,Nasdaq public historical table
2024-03-12,166.67,516.78,3945890,73114440,Nasdaq public historical table
2024-03-13,164.76,515.97,7502821,55104090,Nasdaq public historical table
2024-03-14,166.44,514.95,5078143,110171800,Nasdaq public historical table
2024-03-15,160.64,509.83,7153845,107646300,Nasdaq public historical table
2024-03-18,161.86,512.86,4296942,88893330,Nasdaq public historical table
2024-03-19,161.79,515.71,3420732,60755260,Nasdaq public historical table
2024-03-20,164.71,520.48,4766298,69594570,Nasdaq public historical table
2024-03-21,168.18,522.2,5986505,60256110,Nasdaq public historical table
2024-03-22,167.86,521.21,2837023,79070840,Nasdaq public historical table
2024-03-25,167.99,519.77,3216070,48512110,Nasdaq public historical table
2024-03-26,167.39,518.81,2747663,65463740,Nasdaq public historical table
2024-03-27,166.41,523.17,3921949,82999780,Nasdaq public historical table
2024-03-28,164.96,523.07,3415958,96294890,Nasdaq public historical table
2024-04-01,163.37,522.16,2496282,62477540,Nasdaq public historical table
2024-04-02,160.11,518.84,4000867,74230310,Nasdaq public historical table
2024-04-03,159.34,519.41,2288078,59155760,Nasdaq public historical table
2024-04-04,158.84,513.07,3539700,96858070,Nasdaq public historical table
2024-04-05,161.77,518.43,2225889,74546480,Nasdaq public historical table
2024-04-08,160.27,518.72,2299005,48401750,Nasdaq public historical table
2024-04-09,162.66,519.32,2290960,68124390,Nasdaq public historical table
2024-04-10,160.28,514.12,2478757,82652810,Nasdaq public historical table
2024-04-11,165.42,518,3580302,70099010,Nasdaq public historical table
2024-04-12,159.37,510.85,3700504,92561090,Nasdaq public historical table
2024-04-15,155.6,504.45,3723317,92101450,Nasdaq public historical table
2024-04-16,156.66,503.53,2728607,73484020,Nasdaq public historical table
2024-04-17,158.37,500.55,3905042,75910310,Nasdaq public historical table
2024-04-18,160.1,499.52,3930357,74548090,Nasdaq public historical table
2024-04-19,155.01,495.16,3904759,102212600,Nasdaq public historical table
2024-04-22,156.61,499.72,3029952,67961050,Nasdaq public historical table
2024-04-23,160.95,505.65,3455413,64633620,Nasdaq public historical table
2024-04-24,162.84,505.41,3854493,55928080,Nasdaq public historical table
2024-04-25,163.01,503.49,2401828,69122370,Nasdaq public historical table
2024-04-26,164.23,508.26,2821077,64306120,Nasdaq public historical table
2024-04-29,162.25,510.06,2312554,46415450,Nasdaq public historical table
2024-04-30,158.57,501.98,3017911,77483570,Nasdaq public historical table
2024-05-01,156.16,500.35,2752108,80242840,Nasdaq public historical table
2024-05-02,158.33,505.03,4778430,62550180,Nasdaq public historical table
2024-05-03,159.71,511.29,4529908,72756710,Nasdaq public historical table
2024-05-06,162,516.57,2912176,47264700,Nasdaq public historical table
