cdid,name,month,value
l7ik,cpi_11203_other_establishments_index,2015-11,103.4
l7ik,cpi_11203_other_establishments_index,2015-12,103.4
l7ik,cpi_11203_other_establishments_index,2016-01,103.4
l7ik,cpi_11203_other_establishments_index,2016-02,103.4
l7ik,cpi_11203_other_establishments_index,2016-03,103.4
l7ik,cpi_11203_other_establishments_index,2016-04,103.4
l7ik,cpi_11203_other_establishments_index,2016-05,103.4
l7ik,cpi_11203_other_establishments_index,2016-06,103.4
l7ik,cpi_11203_other_establishments_index,2016-07,103.4
l7ik,cpi_11203_other_establishments_index,2016-08,103.4
l7ik,cpi_11203_other_establishments_index,2016-09,103.4
l7ik,cpi_11203_other_establishments_index,2016-10,106.0
l7ik,cpi_11203_other_establishments_index,2016-11,106.0
l7ik,cpi_11203_other_establishments_index,2016-12,106.0
l7ik,cpi_11203_other_establishments_index,2017-01,106.0
l7ik,cpi_11203_other_establishments_index,2017-02,106.0
l7ik,cpi_11203_other_establishments_index,2017-03,106.0
l7ik,cpi_11203_other_establishments_index,2017-04,106.0
l7ik,cpi_11203_other_establishments_index,2017-05,106.0
l7ik,cpi_11203_other_establishments_index,2017-06,106.0
l7ik,cpi_11203_other_establishments_index,2017-07,106.0
l7ik,cpi_11203_other_establishments_index,2017-08,106.0
l7ik,cpi_11203_other_establishments_index,2017-09,106.0
l7ik,cpi_11203_other_establishments_index,2017-10,108.7
l7ik,cpi_11203_other_establishments_index,2017-11,108.7
l7ik,cpi_11203_other_establishments_index,2017-12,108.7
l7ik,cpi_11203_other_establishments_index,2018-01,108.7
l7ik,cpi_11203_other_establishments_index,2018-02,108.7
l7ik,cpi_11203_other_establishments_index,2018-03,108.7
l7ik,cpi_11203_other_establishments_index,2018-04,108.7
l7ik,cpi_11203_other_establishments_index,2018-05,108.7
l7ik,cpi_11203_other_establishments_index,2018-06,108.7
l7ik,cpi_11203_other_establishments_index,2018-07,108.7
l7ik,cpi_11203_other_establishments_index,2018-08,108.7
l7ik,cpi_11203_other_establishments_index,2018-09,108.7
l7ik,cpi_11203_other_establishments_index,2018-10,111.7
l7ik,cpi_11203_other_establishments_index,2018-11,111.7
l7ik,cpi_11203_other_establishments_index,2018-12,111.7
l7ik,cpi_11203_other_establishments_index,2019-01,111.7
l7ik,cpi_11203_other_establishments_index,2019-02,111.7
l7ik,cpi_11203_other_establishments_index,2019-03,111.7
l7ik,cpi_11203_other_establishments_index,2019-04,111.7
l7ik,cpi_11203_other_establishments_index,2019-05,111.7
l7ik,cpi_11203_other_establishments_index,2019-06,111.7
l7ik,cpi_11203_other_establishments_index,2019-07,111.7
l7ik,cpi_11203_other_establishments_index,2019-08,111.7
l7ik,cpi_11203_other_establishments_index,2019-09,111.7
l7ik,cpi_11203_other_establishments_index,2019-10,114.3
l7ik,cpi_11203_other_establishments_index,2019-11,114.3
l7ik,cpi_11203_other_establishments_index,2019-12,114.3
l7ik,cpi_11203_other_establishments_index,2020-01,114.3
l7ik,cpi_11203_other_establishments_index,2020-02,114.3
l7ik,cpi_11203_other_establishments_index,2020-03,114.3
l7ik,cpi_11203_other_establishments_index,2020-04,114.3
l7ik,cpi_11203_other_establishments_index,2020-05,114.3
l7ik,cpi_11203_other_establishments_index,2020-06,114.3
l7ik,cpi_11203_other_establishments_index,2020-07,114.3
l7ik,cpi_11203_other_establishments_index,2020-08,114.3
l7ik,cpi_11203_other_establishments_index,2020-09,114.3
l7ik,cpi_11203_other_establishments_index,2020-10,115.8
l7ik,cpi_11203_other_establishments_index,2020-11,115.8
l7ik,cpi_11203_other_establishments_index,2020-12,115.8
l7ik,cpi_11203_other_establishments_index,2021-01,115.8
l7ik,cpi_11203_other_establishments_index,2021-02,115.8
l7ik,cpi_11203_other_establishments_index,2021-03,115.8
l7ik,cpi_11203_other_establishments_index,2021-04,115.8
l7ik,cpi_11203_other_establishments_index,2021-05,115.8
l7ik,cpi_11203_other_establishments_index,2021-06,115.8
l7ik,cpi_11203_other_establishments_index,2021-07,115.8
l7ik,cpi_11203_other_establishments_index,2021-08,115.8
l7ik,cpi_11203_other_establishments_index,2021-09,115.8
l7ik,cpi_11203_other_establishments_index,2021-10,117.9
l7ik,cpi_11203_other_establishments_index,2021-11,117.9
l7ik,cpi_11203_other_establishments_index,2021-12,117.9
l7ik,cpi_11203_other_establishments_index,2022-01,117.9
l7ik,cpi_11203_other_establishments_index,2022-02,117.9
l7ik,cpi_11203_other_establishments_index,2022-03,117.9
l7ik,cpi_11203_other_establishments_index,2022-04,117.9
l7ik,cpi_11203_other_establishments_index,2022-05,117.9
l7ik,cpi_11203_other_establishments_index,2022-06,117.9
l7ik,cpi_11203_other_establishments_index,2022-07,117.9
l7ik,cpi_11203_other_establishments_index,2022-08,117.9
l7ik,cpi_11203_other_establishments_index,2022-09,117.9
l7ik,cpi_11203_other_establishments_index,2022-10,122.4
l7ik,cpi_11203_other_establishments_index,2022-11,122.4
l7ik,cpi_11203_other_establishments_index,2022-12,122.4
l7ik,cpi_11203_other_establishments_index,2023-01,122.4
l7ik,cpi_11203_other_establishments_index,2023-02,122.4
l7ik,cpi_11203_other_establishments_index,2023-03,122.4
l7ik,cpi_11203_other_establishments_index,2023-04,122.4
l7ik,cpi_11203_other_establishments_index,2023-05,122.4
l7ik,cpi_11203_other_establishments_index,2023-06,122.4
l7ik,cpi_11203_other_establishments_index,2023-07,122.4
l7ik,cpi_11203_other_establishments_index,2023-08,122.4
l7ik,cpi_11203_other_establishments_index,2023-09,122.4
l7ik,cpi_11203_other_establishments_index,2023-10,132.5
l7ik,cpi_11203_other_establishments_index,2023-11,132.5
l7ik,cpi_11203_other_establishments_index,2023-12,132.5
l7ik,cpi_11203_other_establishments_index,2024-01,132.5
l7ik,cpi_11203_other_establishments_index,2024-02,132.5
l7ik,cpi_11203_other_establishments_index,2024-03,132.5
l7ik,cpi_11203_other_establishments_index,2024-04,132.5
l7ik,cpi_11203_other_establishments_index,2024-05,132.5
l7ik,cpi_11203_other_establishments_index,2024-06,132.5
l7ik,cpi_11203_other_establishments_index,2024-07,132.5
l7ik,cpi_11203_other_establishments_index,2024-08,132.5
l7ik,cpi_11203_other_establishments_index,2024-09,132.5
l7ik,cpi_11203_other_establishments_index,2024-10,139.4
l7ik,cpi_11203_other_establishments_index,2024-11,139.4
l7ik,cpi_11203_other_establishments_index,2024-12,139.4
l7ik,cpi_11203_other_establishments_index,2025-01,139.4
l7ik,cpi_11203_other_establishments_index,2025-02,139.4
l7ik,cpi_11203_other_establishments_index,2025-03,139.4
l7ik,cpi_11203_other_establishments_index,2025-04,139.4
l7ik,cpi_11203_other_establishments_index,2025-05,139.4
l7ik,cpi_11203_other_establishments_index,2025-06,139.4
l7ik,cpi_11203_other_establishments_index,2025-07,139.4
l7ik,cpi_11203_other_establishments_index,2025-08,139.4
l7ik,cpi_11203_other_establishments_index,2025-09,139.4
l7ik,cpi_11203_other_establishments_index,2025-10,147.3
l7ik,cpi_11203_other_establishments_index,2025-11,147.3
l7ik,cpi_11203_other_establishments_index,2025-12,147.3
l7ik,cpi_11203_other_establishments_index,2026-01,147.3
l7ik,cpi_11203_other_establishments_index,2026-02,147.3
l7ik,cpi_11203_other_establishments_index,2026-03,147.3
l7ik,cpi_11203_other_establishments_index,2026-04,147.3
l7ik,cpi_11203_other_establishments_index,2026-05,147.3
l7ik,cpi_11203_other_establishments_index,2026-06,147.3
l7ik,cpi_11203_other_establishments_index,2026-07,147.3
d7hb,cpi_112_annual_rate,1997-01,2.6
d7hb,cpi_112_annual_rate,1997-02,2.7
d7hb,cpi_112_annual_rate,1997-03,2.7
d7hb,cpi_112_annual_rate,1997-04,3.1
d7hb,cpi_112_annual_rate,1997-05,3.3
d7hb,cpi_112_annual_rate,1997-06,3.6
d7hb,cpi_112_annual_rate,1997-07,4.2
d7hb,cpi_112_annual_rate,1997-08,4.3
d7hb,cpi_112_annual_rate,1997-09,4.4
d7hb,cpi_112_annual_rate,1997-10,4.3
d7hb,cpi_112_annual_rate,1997-11,4.2
d7hb,cpi_112_annual_rate,1997-12,3.9
d7hb,cpi_112_annual_rate,1998-01,3.9
d7hb,cpi_112_annual_rate,1998-02,3.9
d7hb,cpi_112_annual_rate,1998-03,4.0
d7hb,cpi_112_annual_rate,1998-04,3.3
d7hb,cpi_112_annual_rate,1998-05,3.3
d7hb,cpi_112_annual_rate,1998-06,3.7
d7hb,cpi_112_annual_rate,1998-07,4.1
d7hb,cpi_112_annual_rate,1998-08,4.9
d7hb,cpi_112_annual_rate,1998-09,5.2
d7hb,cpi_112_annual_rate,1998-10,5.3
d7hb,cpi_112_annual_rate,1998-11,5.4
d7hb,cpi_112_annual_rate,1998-12,5.4
d7hb,cpi_112_annual_rate,1999-01,5.3
d7hb,cpi_112_annual_rate,1999-02,5.1
d7hb,cpi_112_annual_rate,1999-03,4.9
d7hb,cpi_112_annual_rate,1999-04,5.3
d7hb,cpi_112_annual_rate,1999-05,5.0
d7hb,cpi_112_annual_rate,1999-06,5.0
d7hb,cpi_112_annual_rate,1999-07,3.4
d7hb,cpi_112_annual_rate,1999-08,2.2
d7hb,cpi_112_annual_rate,1999-09,1.9
d7hb,cpi_112_annual_rate,1999-10,1.7
d7hb,cpi_112_annual_rate,1999-11,1.6
d7hb,cpi_112_annual_rate,1999-12,1.4
d7hb,cpi_112_annual_rate,2000-01,1.9
d7hb,cpi_112_annual_rate,2000-02,2.3
d7hb,cpi_112_annual_rate,2000-03,2.7
d7hb,cpi_112_annual_rate,2000-04,3.7
d7hb,cpi_112_annual_rate,2000-05,4.3
d7hb,cpi_112_annual_rate,2000-06,4.3
d7hb,cpi_112_annual_rate,2000-07,6.2
d7hb,cpi_112_annual_rate,2000-08,7.9
d7hb,cpi_112_annual_rate,2000-09,8.4
d7hb,cpi_112_annual_rate,2000-10,9.0
d7hb,cpi_112_annual_rate,2000-11,9.4
d7hb,cpi_112_annual_rate,2000-12,9.6
d7hb,cpi_112_annual_rate,2001-01,9.2
d7hb,cpi_112_annual_rate,2001-02,9.0
d7hb,cpi_112_annual_rate,2001-03,9.0
d7hb,cpi_112_annual_rate,2001-04,8.5
d7hb,cpi_112_annual_rate,2001-05,7.9
d7hb,cpi_112_annual_rate,2001-06,7.3
d7hb,cpi_112_annual_rate,2001-07,6.2
d7hb,cpi_112_annual_rate,2001-08,4.7
d7hb,cpi_112_annual_rate,2001-09,4.5
d7hb,cpi_112_annual_rate,2001-10,4.0
d7hb,cpi_112_annual_rate,2001-11,3.7
d7hb,cpi_112_annual_rate,2001-12,3.7
d7hb,cpi_112_annual_rate,2002-01,3.6
d7hb,cpi_112_annual_rate,2002-02,3.6
d7hb,cpi_112_annual_rate,2002-03,3.4
d7hb,cpi_112_annual_rate,2002-04,3.3
d7hb,cpi_112_annual_rate,2002-05,3.4
d7hb,cpi_112_annual_rate,2002-06,3.6
d7hb,cpi_112_annual_rate,2002-07,3.5
d7hb,cpi_112_annual_rate,2002-08,3.5
d7hb,cpi_112_annual_rate,2002-09,3.5
d7hb,cpi_112_annual_rate,2002-10,3.6
d7hb,cpi_112_annual_rate,2002-11,3.7
d7hb,cpi_112_annual_rate,2002-12,3.8
d7hb,cpi_112_annual_rate,2003-01,3.8
d7hb,cpi_112_annual_rate,2003-02,3.8
d7hb,cpi_112_annual_rate,2003-03,3.9
d7hb,cpi_112_annual_rate,2003-04,3.4
d7hb,cpi_112_annual_rate,2003-05,3.4
d7hb,cpi_112_annual_rate,2003-06,3.2
d7hb,cpi_112_annual_rate,2003-07,3.4
d7hb,cpi_112_annual_rate,2003-08,3.4
d7hb,cpi_112_annual_rate,2003-09,3.5
d7hb,cpi_112_annual_rate,2003-10,3.6
d7hb,cpi_112_annual_rate,2003-11,3.8
d7hb,cpi_112_annual_rate,2003-12,3.9
d7hb,cpi_112_annual_rate,2004-01,3.9
d7hb,cpi_112_annual_rate,2004-02,4.0
d7hb,cpi_112_annual_rate,2004-03,4.0
d7hb,cpi_112_annual_rate,2004-04,4.1
d7hb,cpi_112_annual_rate,2004-05,4.2
d7hb,cpi_112_annual_rate,2004-06,4.4
d7hb,cpi_112_annual_rate,2004-07,4.4
d7hb,cpi_112_annual_rate,2004-08,4.5
d7hb,cpi_112_annual_rate,2004-09,4.3
d7hb,cpi_112_annual_rate,2004-10,4.6
d7hb,cpi_112_annual_rate,2004-11,4.6
d7hb,cpi_112_annual_rate,2004-12,4.8
d7hb,cpi_112_annual_rate,2005-01,4.9
d7hb,cpi_112_annual_rate,2005-02,5.0
d7hb,cpi_112_annual_rate,2005-03,4.7
d7hb,cpi_112_annual_rate,2005-04,5.8
d7hb,cpi_112_annual_rate,2005-05,5.5
d7hb,cpi_112_annual_rate,2005-06,5.3
d7hb,cpi_112_annual_rate,2005-07,6.2
d7hb,cpi_112_annual_rate,2005-08,5.9
d7hb,cpi_112_annual_rate,2005-09,6.7
d7hb,cpi_112_annual_rate,2005-10,6.3
d7hb,cpi_112_annual_rate,2005-11,5.3
d7hb,cpi_112_annual_rate,2005-12,5.4
d7hb,cpi_112_annual_rate,2006-01,5.5
d7hb,cpi_112_annual_rate,2006-02,6.2
d7hb,cpi_112_annual_rate,2006-03,6.4
d7hb,cpi_112_annual_rate,2006-04,4.9
d7hb,cpi_112_annual_rate,2006-05,5.6
d7hb,cpi_112_annual_rate,2006-06,5.1
d7hb,cpi_112_annual_rate,2006-07,4.4
d7hb,cpi_112_annual_rate,2006-08,4.1
d7hb,cpi_112_annual_rate,2006-09,3.3
d7hb,cpi_112_annual_rate,2006-10,3.6
d7hb,cpi_112_annual_rate,2006-11,3.6
d7hb,cpi_112_annual_rate,2006-12,3.1
d7hb,cpi_112_annual_rate,2007-01,3.1
d7hb,cpi_112_annual_rate,2007-02,2.5
d7hb,cpi_112_annual_rate,2007-03,2.8
d7hb,cpi_112_annual_rate,2007-04,3.5
d7hb,cpi_112_annual_rate,2007-05,3.1
d7hb,cpi_112_annual_rate,2007-06,3.8
d7hb,cpi_112_annual_rate,2007-07,3.2
d7hb,cpi_112_annual_rate,2007-08,3.2
d7hb,cpi_112_annual_rate,2007-09,3.3
d7hb,cpi_112_annual_rate,2007-10,3.0
d7hb,cpi_112_annual_rate,2007-11,3.4
d7hb,cpi_112_annual_rate,2007-12,3.3
d7hb,cpi_112_annual_rate,2008-01,3.0
d7hb,cpi_112_annual_rate,2008-02,2.1
d7hb,cpi_112_annual_rate,2008-03,2.1
d7hb,cpi_112_annual_rate,2008-04,2.0
d7hb,cpi_112_annual_rate,2008-05,2.1
d7hb,cpi_112_annual_rate,2008-06,1.6
d7hb,cpi_112_annual_rate,2008-07,2.7
d7hb,cpi_112_annual_rate,2008-08,1.6
d7hb,cpi_112_annual_rate,2008-09,2.1
d7hb,cpi_112_annual_rate,2008-10,2.1
d7hb,cpi_112_annual_rate,2008-11,1.6
d7hb,cpi_112_annual_rate,2008-12,1.2
d7hb,cpi_112_annual_rate,2009-01,1.0
d7hb,cpi_112_annual_rate,2009-02,1.0
d7hb,cpi_112_annual_rate,2009-03,0.7
d7hb,cpi_112_annual_rate,2009-04,0.1
d7hb,cpi_112_annual_rate,2009-05,-0.1
d7hb,cpi_112_annual_rate,2009-06,0.0
d7hb,cpi_112_annual_rate,2009-07,-1.1
d7hb,cpi_112_annual_rate,2009-08,-0.4
d7hb,cpi_112_annual_rate,2009-09,-1.7
d7hb,cpi_112_annual_rate,2009-10,-1.6
d7hb,cpi_112_annual_rate,2009-11,-1.7
d7hb,cpi_112_annual_rate,2009-12,-2.0
d7hb,cpi_112_annual_rate,2010-01,-2.3
d7hb,cpi_112_annual_rate,2010-02,-1.1
d7hb,cpi_112_annual_rate,2010-03,-0.7
d7hb,cpi_112_annual_rate,2010-04,0.4
d7hb,cpi_112_annual_rate,2010-05,0.6
d7hb,cpi_112_annual_rate,2010-06,1.8
d7hb,cpi_112_annual_rate,2010-07,2.0
d7hb,cpi_112_annual_rate,2010-08,1.9
d7hb,cpi_112_annual_rate,2010-09,3.3
d7hb,cpi_112_annual_rate,2010-10,2.9
d7hb,cpi_112_annual_rate,2010-11,2.6
d7hb,cpi_112_annual_rate,2010-12,3.6
d7hb,cpi_112_annual_rate,2011-01,5.1
d7hb,cpi_112_annual_rate,2011-02,4.7
d7hb,cpi_112_annual_rate,2011-03,4.4
d7hb,cpi_112_annual_rate,2011-04,3.3
d7hb,cpi_112_annual_rate,2011-05,3.9
d7hb,cpi_112_annual_rate,2011-06,2.9
d7hb,cpi_112_annual_rate,2011-07,2.6
d7hb,cpi_112_annual_rate,2011-08,2.7
d7hb,cpi_112_annual_rate,2011-09,3.1
d7hb,cpi_112_annual_rate,2011-10,1.9
d7hb,cpi_112_annual_rate,2011-11,2.5
d7hb,cpi_112_annual_rate,2011-12,1.8
d7hb,cpi_112_annual_rate,2012-01,-0.1
d7hb,cpi_112_annual_rate,2012-02,0.6
d7hb,cpi_112_annual_rate,2012-03,0.6
d7hb,cpi_112_annual_rate,2012-04,3.1
d7hb,cpi_112_annual_rate,2012-05,3.5
d7hb,cpi_112_annual_rate,2012-06,2.3
d7hb,cpi_112_annual_rate,2012-07,2.7
d7hb,cpi_112_annual_rate,2012-08,3.0
d7hb,cpi_112_annual_rate,2012-09,2.6
d7hb,cpi_112_annual_rate,2012-10,3.0
d7hb,cpi_112_annual_rate,2012-11,5.0
d7hb,cpi_112_annual_rate,2012-12,4.9
d7hb,cpi_112_annual_rate,2013-01,5.6
d7hb,cpi_112_annual_rate,2013-02,4.5
d7hb,cpi_112_annual_rate,2013-03,4.3
d7hb,cpi_112_annual_rate,2013-04,1.4
d7hb,cpi_112_annual_rate,2013-05,0.7
d7hb,cpi_112_annual_rate,2013-06,1.7
d7hb,cpi_112_annual_rate,2013-07,2.0
d7hb,cpi_112_annual_rate,2013-08,1.2
d7hb,cpi_112_annual_rate,2013-09,1.1
d7hb,cpi_112_annual_rate,2013-10,2.2
d7hb,cpi_112_annual_rate,2013-11,0.4
d7hb,cpi_112_annual_rate,2013-12,0.2
d7hb,cpi_112_annual_rate,2014-01,-1.0
d7hb,cpi_112_annual_rate,2014-02,-0.1
d7hb,cpi_112_annual_rate,2014-03,1.2
d7hb,cpi_112_annual_rate,2014-04,1.9
d7hb,cpi_112_annual_rate,2014-05,2.4
d7hb,cpi_112_annual_rate,2014-06,3.4
d7hb,cpi_112_annual_rate,2014-07,4.2
d7hb,cpi_112_annual_rate,2014-08,3.5
d7hb,cpi_112_annual_rate,2014-09,3.3
d7hb,cpi_112_annual_rate,2014-10,2.8
d7hb,cpi_112_annual_rate,2014-11,2.6
d7hb,cpi_112_annual_rate,2014-12,3.3
d7hb,cpi_112_annual_rate,2015-01,4.5
d7hb,cpi_112_annual_rate,2015-02,3.7
d7hb,cpi_112_annual_rate,2015-03,3.1
d7hb,cpi_112_annual_rate,2015-04,3.8
d7hb,cpi_112_annual_rate,2015-05,3.4
d7hb,cpi_112_annual_rate,2015-06,4.0
d7hb,cpi_112_annual_rate,2015-07,2.9
d7hb,cpi_112_annual_rate,2015-08,3.8
d7hb,cpi_112_annual_rate,2015-09,3.7
d7hb,cpi_112_annual_rate,2015-10,3.9
d7hb,cpi_112_annual_rate,2015-11,5.3
d7hb,cpi_112_annual_rate,2015-12,2.8
d7hb,cpi_112_annual_rate,2016-01,1.4
d7hb,cpi_112_annual_rate,2016-02,3.1
d7hb,cpi_112_annual_rate,2016-03,3.7
d7hb,cpi_112_annual_rate,2016-04,3.6
d7hb,cpi_112_annual_rate,2016-05,4.7
d7hb,cpi_112_annual_rate,2016-06,2.9
d7hb,cpi_112_annual_rate,2016-07,4.5
d7hb,cpi_112_annual_rate,2016-08,2.3
d7hb,cpi_112_annual_rate,2016-09,5.0
d7hb,cpi_112_annual_rate,2016-10,3.0
d7hb,cpi_112_annual_rate,2016-11,2.2
d7hb,cpi_112_annual_rate,2016-12,4.4
d7hb,cpi_112_annual_rate,2017-01,5.6
d7hb,cpi_112_annual_rate,2017-02,5.6
d7hb,cpi_112_annual_rate,2017-03,3.9
d7hb,cpi_112_annual_rate,2017-04,4.4
d7hb,cpi_112_annual_rate,2017-05,3.5
d7hb,cpi_112_annual_rate,2017-06,4.4
d7hb,cpi_112_annual_rate,2017-07,3.3
d7hb,cpi_112_annual_rate,2017-08,5.8
d7hb,cpi_112_annual_rate,2017-09,2.9
d7hb,cpi_112_annual_rate,2017-10,3.4
d7hb,cpi_112_annual_rate,2017-11,3.8
d7hb,cpi_112_annual_rate,2017-12,3.2
d7hb,cpi_112_annual_rate,2018-01,3.2
d7hb,cpi_112_annual_rate,2018-02,0.9
d7hb,cpi_112_annual_rate,2018-03,2.0
d7hb,cpi_112_annual_rate,2018-04,2.5
d7hb,cpi_112_annual_rate,2018-05,1.8
d7hb,cpi_112_annual_rate,2018-06,1.7
d7hb,cpi_112_annual_rate,2018-07,1.5
d7hb,cpi_112_annual_rate,2018-08,1.4
d7hb,cpi_112_annual_rate,2018-09,1.6
d7hb,cpi_112_annual_rate,2018-10,1.7
d7hb,cpi_112_annual_rate,2018-11,2.9
d7hb,cpi_112_annual_rate,2018-12,4.7
d7hb,cpi_112_annual_rate,2019-01,2.2
d7hb,cpi_112_annual_rate,2019-02,2.5
d7hb,cpi_112_annual_rate,2019-03,2.8
d7hb,cpi_112_annual_rate,2019-04,1.4
d7hb,cpi_112_annual_rate,2019-05,3.9
d7hb,cpi_112_annual_rate,2019-06,2.1
d7hb,cpi_112_annual_rate,2019-07,4.8
d7hb,cpi_112_annual_rate,2019-08,3.2
d7hb,cpi_112_annual_rate,2019-09,5.2
d7hb,cpi_112_annual_rate,2019-10,4.5
d7hb,cpi_112_annual_rate,2019-11,1.0
d7hb,cpi_112_annual_rate,2019-12,-2.3
d7hb,cpi_112_annual_rate,2020-01,-0.6
d7hb,cpi_112_annual_rate,2020-02,1.0
d7hb,cpi_112_annual_rate,2020-03,-0.5
d7hb,cpi_112_annual_rate,2020-04,0.3
d7hb,cpi_112_annual_rate,2020-05,0.0
d7hb,cpi_112_annual_rate,2020-06,0.0
d7hb,cpi_112_annual_rate,2020-07,-3.8
d7hb,cpi_112_annual_rate,2020-08,-1.8
d7hb,cpi_112_annual_rate,2020-09,-6.2
d7hb,cpi_112_annual_rate,2020-10,-6.5
d7hb,cpi_112_annual_rate,2020-11,1.1
d7hb,cpi_112_annual_rate,2020-12,-4.7
d7hb,cpi_112_annual_rate,2021-01,2.1
d7hb,cpi_112_annual_rate,2021-02,1.9
d7hb,cpi_112_annual_rate,2021-03,2.1
d7hb,cpi_112_annual_rate,2021-04,2.9
d7hb,cpi_112_annual_rate,2021-05,3.4
d7hb,cpi_112_annual_rate,2021-06,3.8
d7hb,cpi_112_annual_rate,2021-07,5.7
d7hb,cpi_112_annual_rate,2021-08,11.6
d7hb,cpi_112_annual_rate,2021-09,10.5
d7hb,cpi_112_annual_rate,2021-10,13.3
d7hb,cpi_112_annual_rate,2021-11,8.3
d7hb,cpi_112_annual_rate,2021-12,15.5
d7hb,cpi_112_annual_rate,2022-01,6.4
d7hb,cpi_112_annual_rate,2022-02,7.5
d7hb,cpi_112_annual_rate,2022-03,11.0
d7hb,cpi_112_annual_rate,2022-04,10.1
d7hb,cpi_112_annual_rate,2022-05,8.5
d7hb,cpi_112_annual_rate,2022-06,13.0
d7hb,cpi_112_annual_rate,2022-07,14.4
d7hb,cpi_112_annual_rate,2022-08,9.2
d7hb,cpi_112_annual_rate,2022-09,14.9
d7hb,cpi_112_annual_rate,2022-10,16.1
d7hb,cpi_112_annual_rate,2022-11,12.0
d7hb,cpi_112_annual_rate,2022-12,16.3
d7hb,cpi_112_annual_rate,2023-01,16.4
d7hb,cpi_112_annual_rate,2023-02,15.2
d7hb,cpi_112_annual_rate,2023-03,15.2
d7hb,cpi_112_annual_rate,2023-04,13.7
d7hb,cpi_112_annual_rate,2023-05,14.4
d7hb,cpi_112_annual_rate,2023-06,11.3
d7hb,cpi_112_annual_rate,2023-07,12.2
d7hb,cpi_112_annual_rate,2023-08,7.0
d7hb,cpi_112_annual_rate,2023-09,8.3
d7hb,cpi_112_annual_rate,2023-10,4.3
d7hb,cpi_112_annual_rate,2023-11,6.4
d7hb,cpi_112_annual_rate,2023-12,6.0
d7hb,cpi_112_annual_rate,2024-01,4.5
d7hb,cpi_112_annual_rate,2024-02,5.3
d7hb,cpi_112_annual_rate,2024-03,6.0
d7hb,cpi_112_annual_rate,2024-04,7.1
d7hb,cpi_112_annual_rate,2024-05,7.0
d7hb,cpi_112_annual_rate,2024-06,9.8
d7hb,cpi_112_annual_rate,2024-07,3.9
d7hb,cpi_112_annual_rate,2024-08,3.7
d7hb,cpi_112_annual_rate,2024-09,2.9
d7hb,cpi_112_annual_rate,2024-10,5.3
d7hb,cpi_112_annual_rate,2024-11,5.1
d7hb,cpi_112_annual_rate,2024-12,2.7
d7hb,cpi_112_annual_rate,2025-01,2.9
d7hb,cpi_112_annual_rate,2025-02,1.4
d7hb,cpi_112_annual_rate,2025-03,-0.6
d7hb,cpi_112_annual_rate,2025-04,-1.2
d7hb,cpi_112_annual_rate,2025-05,-1.0
d7hb,cpi_112_annual_rate,2025-06,-1.9
d7hb,cpi_112_annual_rate,2025-07,0.7
d7hb,cpi_112_annual_rate,2025-08,2.3
d7hb,cpi_112_annual_rate,2025-09,2.9
d7hb,cpi_112_annual_rate,2025-10,0.8
d7hb,cpi_112_annual_rate,2025-11,-0.9
d7hb,cpi_112_annual_rate,2025-12,-0.1
d7hb,cpi_112_annual_rate,2026-01,1.1
d7hb,cpi_112_annual_rate,2026-02,1.5
d7hb,cpi_112_annual_rate,2026-03,1.4
d7hb,cpi_112_annual_rate,2026-04,3.8
d7hb,cpi_112_annual_rate,2026-05,3.1
d7hb,cpi_112_annual_rate,2026-06,3.8
d7hb,cpi_112_annual_rate,2026-07,3.0
