vintage,region,year_cur,year_cmp,supply_cur,supply_cmp,demand_cur,demand_cmp,occ_cur,occ_cmp,adr_cur,adr_cmp,adr_pct_change_reported,file_type,month,parse_ok
2026-01,Kaua‘i,2026,2025,148305.0,131599.0,79090.0,70759.0,0.533292876167358,0.537686456584017,616.446946516627,648.154869345242,-0.04892028792539341,xlsx,2026-01,True
2026-02,State of Hawai‘i,2026,2025,706802.0,647650.0,432762.0,410286.0,0.612281798863048,0.633499575387941,537.151542880382,575.27262009915,-0.06626610738435243,xlsx,2026-02,True
2026-02,O‘ahu,2026,2025,198581.0,186384.0,119657.0,120199.0,0.602560164366178,0.644899776804876,422.863885940647,446.664151448847,-0.05328447656029474,xlsx,2026-02,True
2026-02,Maui County,2026,2025,211886.0,187871.0,131967.0,120710.0,0.622820762107926,0.642515342974701,698.427682678245,749.009364261453,-0.06753144085599405,xlsx,2026-02,True
2026-02,Island of Hawai‘i,2026,2025,170667.0,159813.0,108226.0,100731.0,0.63413548020414,0.630305419458993,416.019256001331,461.037478631206,-0.09764547290934257,xlsx,2026-02,True
2026-02,Kaua‘i,2026,2025,125668.0,113582.0,72912.0,68646.0,0.580195435592195,0.604373932489303,612.610352205398,662.588224368499,-0.0754282529103713,xlsx,2026-02,True
2026-03,State of Hawai‘i,2026,2025,798291.0,807133.0,444118.0,464065.0,0.556335972721727,0.574954809182625,537.011170454699,561.932649456434,-0.044349583577038776,xlsx,2026-03,True
2026-03,O‘ahu,2026,2025,218378.0,222894.0,120393.0,131031.0,0.551305534440282,0.587862391989017,421.73820737086,440.652330517206,-0.04292300717925621,xlsx,2026-03,True
2026-03,Maui County,2026,2025,249270.0,244994.0,140252.0,149005.0,0.562650940746981,0.608198568128199,690.79568205801,701.525972618369,-0.015295642612217683,xlsx,2026-03,True
2026-03,Island of Hawai‘i,2026,2025,192659.0,199766.0,107168.0,106459.0,0.556257428928833,0.532918514662155,420.918324499851,458.494862435304,-0.08195629005713288,xlsx,2026-03,True
2026-03,Kaua‘i,2026,2025,137984.0,139479.0,76305.0,77570.0,0.552998898423006,0.556141067831,599.273284843719,640.613347170298,-0.06453200282071127,xlsx,2026-03,True
2026-04,State of Hawai‘i,2026,2025,768827.0,839145.0,414851.0,425499.0,0.539589530544583,0.507062545805552,506.471651267564,545.065028730972,-0.07080508825389445,xlsx,2026-04,True
2026-04,O‘ahu,2026,2025,170362.0,230144.0,109262.0,127418.0,0.6413519446825,0.553644674638487,415.986802364958,438.88828940966,-0.05218067466668186,xlsx,2026-04,True
2026-04,Maui County,2026,2025,259526.0,261863.0,134029.0,135516.0,0.51643765942526,0.517507246155432,609.398913667938,663.745253475604,-0.0818783102750482,xlsx,2026-04,True
2026-04,Island of Hawai‘i,2026,2025,200468.0,205299.0,96860.0,91095.0,0.483169383642277,0.443718673739278,410.359240140409,442.205573192821,-0.07201703231027719,xlsx,2026-04,True
2026-04,Kaua‘i,2026,2025,138471.0,141839.0,74700.0,71470.0,0.53946313668566,0.503881161034694,578.771057563588,640.430084510984,-0.09627753042625606,xlsx,2026-04,True
2026-05,State of Hawai‘i,2026,2025,903415.0,896414.0,452383.0,418057.0,0.500747718379704,0.466365987144333,495.587506603918,424.553568609441,0.16731442919473635,xlsx,2026-05,True
2026-05,O‘ahu,2026,2025,194677.0,243711.0,119171.0,128996.0,0.61214730040015,0.529299046821851,418.566807360851,369.820384812168,0.13181107518840884,xlsx,2026-05,True
2026-05,Maui County,2026,2025,315800.0,281833.0,151321.0,128295.0,0.479167194426853,0.455216387009328,595.832118476616,483.112514127597,0.23331957060265274,xlsx,2026-05,True
2026-05,Island of Hawai‘i,2026,2025,234138.0,222291.0,98921.0,88706.0,0.422490155378452,0.399053492943934,382.01109976648,349.546686356514,0.09287575788046384,xlsx,2026-05,True
2026-05,Kaua‘i,2026,2025,158800.0,148579.0,82970.0,72060.0,0.522481108312343,0.484994514702616,558.798433168615,510.612919789065,0.09436798700560792,xlsx,2026-05,True
2026-06,State of Hawai‘i,2026,2025,949217.6293041667,943276.0773453438,472341.8645362468,437497.2757544508,0.4976117698978069,0.4638061817338746,533.7823701513378,465.9822295237867,0.14549941249227424,xlsx,2026-06,True
2026-06,O‘ahu,2026,2025,235773.4073354741,250919.6384546601,126552.0921745966,130763.437071856,0.5367530359118484,0.5211367188203737,415.7619205741169,409.8613938458701,0.014396395505515011,xlsx,2026-06,True
2026-06,Maui County,2026,2025,327405.892479432,302666.5104437738,164308.8506025763,135850.4559578353,0.5018506214358935,0.448845350477162,652.0163412391458,533.3089717903159,0.2225864849982362,xlsx,2026-06,True
2026-06,Island of Hawai‘i,2026,2025,235627.6754638465,234638.3680923533,101042.5712461927,93650.64942305269,0.4288230193982293,0.399127602976645,420.4792966173572,380.5933014642012,0.10479951959140743,xlsx,2026-06,True
2026-06,Kaua‘i,2026,2025,150410.6540254142,155051.5603545566,80438.35051288111,77232.7333017068,0.534791574666578,0.4981100036987607,620.2744570399603,546.1155231580714,0.135793491920983,xlsx,2026-06,True
2026-07,State of Hawai‘i,2026,2025,859335.7797018806,921806.0658526035,471894.3628796084,461217.3751863333,0.5491385021153399,0.5003410069337533,543.233165597838,474.5777176488756,0.14466639582045934,xlsx,2026-07,True
2026-07,O‘ahu,2026,2025,210058.6952008753,240865.1257939183,138884.5969866904,135963.0731160984,0.6611704259796413,0.5644780358632198,427.4525281629379,419.4782500357583,0.019009991880389016,xlsx,2026-07,True
2026-07,Maui County,2026,2025,298309.7763663642,297503.9651903007,157210.9459496641,142785.8133596981,0.5270056780056315,0.4799459169169865,678.6824232037086,550.833928039766,0.23209989192007968,xlsx,2026-07,True
2026-07,Island of Hawai‘i,2026,2025,215608.6592172904,229110.7841956059,95536.24520495484,100426.9850231252,0.4431002240437543,0.4383337317608956,422.9706062038363,382.006426107308,0.10723426962723714,xlsx,2026-07,True
2026-07,Kaua‘i,2026,2025,135358.6489173507,154326.1906727783,80262.57473829917,82041.50368741166,0.5929622922529842,0.5316110203313859,621.4199747839609,546.4906320079821,0.1371100223633558,xlsx,2026-07,True
