freq,indic_bt,nace_r2,s_adj,unit,geo,time,value
Q,PRC_PRR,I55,NSA,PCH_SM,PT,2024-Q2,5.8
Q,PRC_PRR,I55,NSA,PCH_SM,PT,2024-Q3,2.3
Q,PRC_PRR,I55,NSA,PCH_SM,PT,2024-Q4,4.9
Q,PRC_PRR,I55,NSA,PCH_SM,PT,2025-Q1,5.0
Q,PRC_PRR,I55,NSA,PCH_SM,PT,2025-Q2,-1.8
Q,PRC_PRR,I55,NSA,PCH_SM,PT,2025-Q3,-1.3
Q,PRC_PRR,I55,NSA,PCH_SM,PT,2025-Q4,-1.6
Q,PRC_PRR,I55,NSA,PCH_SM,PT,2026-Q1,0.1
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2016-Q1,2.3
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2016-Q2,7.0
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2016-Q3,0.7
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2016-Q4,1.5
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2017-Q1,2.8
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2017-Q2,-1.3
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2017-Q3,1.8
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2017-Q4,-0.5
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2018-Q1,-1.1
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2018-Q2,0.9
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2018-Q3,2.6
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2018-Q4,2.5
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2019-Q1,1.8
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2019-Q2,1.6
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2019-Q3,2.6
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2019-Q4,3.1
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2020-Q1,2.2
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2020-Q2,-14.5
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2020-Q3,-14.3
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2020-Q4,-16.3
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2021-Q1,-15.8
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2021-Q2,0.8
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2021-Q3,6.1
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2021-Q4,17.5
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2022-Q1,16.6
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2022-Q2,21.0
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2022-Q3,25.0
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2022-Q4,13.9
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2023-Q1,14.9
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2023-Q2,13.6
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2023-Q3,4.6
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2023-Q4,6.0
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2024-Q1,7.5
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2024-Q2,6.9
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2024-Q3,7.0
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2024-Q4,4.6
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2025-Q1,1.5
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2025-Q2,3.7
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2025-Q3,4.2
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2025-Q4,2.4
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2026-Q1,2.0
Q,PRC_PRR,I55,NSA,PCH_SM,SE,2026-Q2,0.7
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2016-Q1,-7.0
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2016-Q2,1.5
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2016-Q3,-21.0
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2016-Q4,-1.5
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2017-Q1,-2.1
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2017-Q2,-5.6
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2017-Q3,-3.4
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2017-Q4,0.5
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2018-Q1,2.0
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2018-Q2,1.7
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2018-Q3,1.6
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2018-Q4,-2.3
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2019-Q1,-2.4
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2019-Q2,2.5
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2019-Q3,5.6
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2019-Q4,3.5
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2020-Q1,1.5
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2020-Q2,-16.5
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2020-Q3,-7.4
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2020-Q4,-14.4
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2021-Q1,-12.0
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2021-Q2,2.4
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2021-Q3,4.3
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2021-Q4,11.1
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2022-Q1,9.1
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2022-Q2,19.2
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2022-Q3,12.7
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2022-Q4,16.3
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2023-Q1,19.1
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2023-Q2,13.3
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2023-Q3,9.5
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2023-Q4,10.0
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2024-Q1,3.3
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2024-Q2,1.8
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2024-Q3,9.6
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2024-Q4,-2.6
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2025-Q1,-2.0
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2025-Q2,2.5
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2025-Q3,-8.3
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2025-Q4,1.8
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2026-Q1,4.2
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,FR,2026-Q2,3.7
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2015-Q1,4.5
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2015-Q2,-3.5
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2015-Q3,-2.7
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2015-Q4,0.9
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2016-Q1,2.5
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2016-Q2,-0.6
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2016-Q3,1.6
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2016-Q4,-1.1
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2017-Q1,1.1
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2017-Q2,5.5
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2017-Q3,3.6
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2017-Q4,0.1
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2018-Q1,-2.8
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2018-Q2,-6.5
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2018-Q3,-6.5
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2018-Q4,-1.1
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2019-Q1,-0.3
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2019-Q2,0.6
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2019-Q3,2.2
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2019-Q4,2.4
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2020-Q1,3.1
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2020-Q2,-7.2
Q,PRC_PRR_B2B,I55,NSA,PCH_SM,UK,2020-Q3,-8.9
Q,PRC_PRR,I55,NSA,I21,AT,2021-Q1,101.1
Q,PRC_PRR,I55,NSA,I21,AT,2021-Q2,95.6
Q,PRC_PRR,I55,NSA,I21,AT,2021-Q3,100.1
Q,PRC_PRR,I55,NSA,I21,AT,2021-Q4,103.2
Q,PRC_PRR,I55,NSA,I21,AT,2022-Q1,105.4
Q,PRC_PRR,I55,NSA,I21,AT,2022-Q2,103.6
Q,PRC_PRR,I55,NSA,I21,AT,2022-Q3,107.0
Q,PRC_PRR,I55,NSA,I21,AT,2022-Q4,112.0
Q,PRC_PRR,I55,NSA,I21,AT,2023-Q1,113.9
Q,PRC_PRR,I55,NSA,I21,AT,2023-Q2,114.4
Q,PRC_PRR,I55,NSA,I21,AT,2023-Q3,116.8
Q,PRC_PRR,I55,NSA,I21,AT,2023-Q4,120.6
Q,PRC_PRR,I55,NSA,I21,AT,2024-Q1,121.1
Q,PRC_PRR,I55,NSA,I21,AT,2024-Q2,119.4
Q,PRC_PRR,I55,NSA,I21,AT,2024-Q3,121.5
Q,PRC_PRR,I55,NSA,I21,AT,2024-Q4,127.0
Q,PRC_PRR,I55,NSA,I21,AT,2025-Q1,125.6
Q,PRC_PRR,I55,NSA,I21,AT,2025-Q2,124.6
Q,PRC_PRR,I55,NSA,I21,AT,2025-Q3,125.4
Q,PRC_PRR,I55,NSA,I21,AT,2025-Q4,131.9
Q,PRC_PRR,I55,NSA,I21,AT,2026-Q1,128.3
Q,PRC_PRR,I55,NSA,I21,DE,2021-Q1,97.6
Q,PRC_PRR,I55,NSA,I21,DE,2021-Q2,98.6
Q,PRC_PRR,I55,NSA,I21,DE,2021-Q3,101.8
Q,PRC_PRR,I55,NSA,I21,DE,2021-Q4,102.1
Q,PRC_PRR,I55,NSA,I21,DE,2022-Q1,102.1
Q,PRC_PRR,I55,NSA,I21,DE,2022-Q2,107.4
Q,PRC_PRR,I55,NSA,I21,DE,2022-Q3,112.5
Q,PRC_PRR,I55,NSA,I21,DE,2022-Q4,112.7
Q,PRC_PRR,I55,NSA,I21,DE,2023-Q1,113.4
Q,PRC_PRR,I55,NSA,I21,DE,2023-Q2,117.5
Q,PRC_PRR,I55,NSA,I21,DE,2023-Q3,118.9
Q,PRC_PRR,I55,NSA,I21,DE,2023-Q4,118.3
Q,PRC_PRR,I55,NSA,I21,DE,2024-Q1,115.0
Q,PRC_PRR,I55,NSA,I21,DE,2024-Q2,120.0
Q,PRC_PRR,I55,NSA,I21,DE,2024-Q3,120.6
Q,PRC_PRR,I55,NSA,I21,DE,2024-Q4,118.9
Q,PRC_PRR,I55,NSA,I21,DE,2025-Q1,118.1
Q,PRC_PRR,I55,NSA,I21,DE,2025-Q2,122.9
Q,PRC_PRR,I55,NSA,I21,DE,2025-Q3,124.1
Q,PRC_PRR,I55,NSA,I21,DE,2025-Q4,123.1
Q,PRC_PRR,I55,NSA,I21,DE,2026-Q1,124.4
Q,PRC_PRR,I55,NSA,I21,DK,2021-Q1,88.3
Q,PRC_PRR,I55,NSA,I21,DK,2021-Q2,101.5
Q,PRC_PRR,I55,NSA,I21,DK,2021-Q3,107.7
Q,PRC_PRR,I55,NSA,I21,DK,2021-Q4,102.5
Q,PRC_PRR,I55,NSA,I21,DK,2022-Q1,98.4
Q,PRC_PRR,I55,NSA,I21,DK,2022-Q2,119.0
Q,PRC_PRR,I55,NSA,I21,DK,2022-Q3,123.9
Q,PRC_PRR,I55,NSA,I21,DK,2022-Q4,115.2
Q,PRC_PRR,I55,NSA,I21,DK,2023-Q1,107.5
Q,PRC_PRR,I55,NSA,I21,DK,2023-Q2,122.7
Q,PRC_PRR,I55,NSA,I21,DK,2023-Q3,130.3
Q,PRC_PRR,I55,NSA,I21,DK,2023-Q4,122.0
Q,PRC_PRR,I55,NSA,I21,DK,2024-Q1,111.1
Q,PRC_PRR,I55,NSA,I21,DK,2024-Q2,123.8
Q,PRC_PRR,I55,NSA,I21,DK,2024-Q3,126.8
Q,PRC_PRR,I55,NSA,I21,DK,2024-Q4,106.0
Q,PRC_PRR,I55,NSA,I21,DK,2025-Q1,106.7
Q,PRC_PRR,I55,NSA,I21,DK,2025-Q2,128.9
Q,PRC_PRR,I55,NSA,I21,DK,2025-Q3,135.1
Q,PRC_PRR,I55,NSA,I21,DK,2025-Q4,115.1
Q,PRC_PRR,I55,NSA,I21,DK,2026-Q1,106.4
Q,PRC_PRR,I55,NSA,I21,DK,2026-Q2,130.2
Q,PRC_PRR,I55,NSA,I21,EA20,2021-Q1,92.4
Q,PRC_PRR,I55,NSA,I21,EA20,2021-Q2,99.3
Q,PRC_PRR,I55,NSA,I21,EA20,2021-Q3,107.8
Q,PRC_PRR,I55,NSA,I21,EA20,2021-Q4,100.6
Q,PRC_PRR,I55,NSA,I21,EA20,2022-Q1,101.2
Q,PRC_PRR,I55,NSA,I21,EA20,2022-Q2,114.2
Q,PRC_PRR,I55,NSA,I21,EA20,2022-Q3,122.7
Q,PRC_PRR,I55,NSA,I21,EA20,2022-Q4,113.2
Q,PRC_PRR,I55,NSA,I21,EA20,2023-Q1,112.4
Q,PRC_PRR,I55,NSA,I21,EA20,2023-Q2,128.5
Q,PRC_PRR,I55,NSA,I21,EA20,2023-Q3,135.0
Q,PRC_PRR,I55,NSA,I21,EA20,2023-Q4,122.4
Q,PRC_PRR,I55,NSA,I21,EA20,2024-Q1,119.1
Q,PRC_PRR,I55,NSA,I21,EA20,2024-Q2,135.6
Q,PRC_PRR,I55,NSA,I21,EA20,2024-Q3,142.8
Q,PRC_PRR,I55,NSA,I21,EA20,2024-Q4,128.1
Q,PRC_PRR,I55,NSA,I21,EA20,2025-Q1,124.8
Q,PRC_PRR,I55,NSA,I21,EA20,2025-Q2,141.8
Q,PRC_PRR,I55,NSA,I21,EA20,2025-Q3,147.1
Q,PRC_PRR,I55,NSA,I21,EA20,2025-Q4,132.6
Q,PRC_PRR,I55,NSA,I21,EA20,2026-Q1,131.8
Q,PRC_PRR,I55,NSA,I21,EL,2021-Q1,91.2
Q,PRC_PRR,I55,NSA,I21,EL,2021-Q2,96.9
Q,PRC_PRR,I55,NSA,I21,EL,2021-Q3,110.2
Q,PRC_PRR,I55,NSA,I21,EL,2021-Q4,101.7
Q,PRC_PRR,I55,NSA,I21,EL,2022-Q1,104.1
Q,PRC_PRR,I55,NSA,I21,EL,2022-Q2,117.8
Q,PRC_PRR,I55,NSA,I21,EL,2022-Q3,132.6
Q,PRC_PRR,I55,NSA,I21,EL,2022-Q4,117.5
Q,PRC_PRR,I55,NSA,I21,EL,2023-Q1,111.8
Q,PRC_PRR,I55,NSA,I21,EL,2023-Q2,133.4
Q,PRC_PRR,I55,NSA,I21,EL,2023-Q3,141.6
Q,PRC_PRR,I55,NSA,I21,EL,2023-Q4,120.5
Q,PRC_PRR,I55,NSA,I21,EL,2024-Q1,111.9
Q,PRC_PRR,I55,NSA,I21,EL,2024-Q2,140.1
Q,PRC_PRR,I55,NSA,I21,EL,2024-Q3,149.4
Q,PRC_PRR,I55,NSA,I21,EL,2024-Q4,134.4
Q,PRC_PRR,I55,NSA,I21,EL,2025-Q1,128.4
Q,PRC_PRR,I55,NSA,I21,EL,2025-Q2,144.3
Q,PRC_PRR,I55,NSA,I21,EL,2025-Q3,143.5
Q,PRC_PRR,I55,NSA,I21,EL,2025-Q4,125.3
Q,PRC_PRR,I55,NSA,I21,EL,2026-Q1,129.4
Q,PRC_PRR,I55,NSA,I21,ES,2021-Q1,84.5
Q,PRC_PRR,I55,NSA,I21,ES,2021-Q2,100.8
Q,PRC_PRR,I55,NSA,I21,ES,2021-Q3,111.3
Q,PRC_PRR,I55,NSA,I21,ES,2021-Q4,103.3
Q,PRC_PRR,I55,NSA,I21,ES,2022-Q1,101.2
Q,PRC_PRR,I55,NSA,I21,ES,2022-Q2,123.0
Q,PRC_PRR,I55,NSA,I21,ES,2022-Q3,126.1
Q,PRC_PRR,I55,NSA,I21,ES,2022-Q4,112.8
Q,PRC_PRR,I55,NSA,I21,ES,2023-Q1,111.8
Q,PRC_PRR,I55,NSA,I21,ES,2023-Q2,133.6
Q,PRC_PRR,I55,NSA,I21,ES,2023-Q3,134.7
Q,PRC_PRR,I55,NSA,I21,ES,2023-Q4,122.8
Q,PRC_PRR,I55,NSA,I21,ES,2024-Q1,121.2
Q,PRC_PRR,I55,NSA,I21,ES,2024-Q2,142.5
Q,PRC_PRR,I55,NSA,I21,ES,2024-Q3,143.8
Q,PRC_PRR,I55,NSA,I21,ES,2024-Q4,130.3
Q,PRC_PRR,I55,NSA,I21,ES,2025-Q1,127.2
Q,PRC_PRR,I55,NSA,I21,ES,2025-Q2,150.9
Q,PRC_PRR,I55,NSA,I21,ES,2025-Q3,151.5
Q,PRC_PRR,I55,NSA,I21,ES,2025-Q4,135.7
Q,PRC_PRR,I55,NSA,I21,ES,2026-Q1,132.1
Q,PRC_PRR,I55,NSA,I21,EU27_2020,2021-Q1,92.5
Q,PRC_PRR,I55,NSA,I21,EU27_2020,2021-Q2,99.2
Q,PRC_PRR,I55,NSA,I21,EU27_2020,2021-Q3,107.4
Q,PRC_PRR,I55,NSA,I21,EU27_2020,2021-Q4,100.9
Q,PRC_PRR,I55,NSA,I21,EU27_2020,2022-Q1,101.5
Q,PRC_PRR,I55,NSA,I21,EU27_2020,2022-Q2,114.2
Q,PRC_PRR,I55,NSA,I21,EU27_2020,2022-Q3,122.6
Q,PRC_PRR,I55,NSA,I21,EU27_2020,2022-Q4,113.8
Q,PRC_PRR,I55,NSA,I21,EU27_2020,2023-Q1,113.2
Q,PRC_PRR,I55,NSA,I21,EU27_2020,2023-Q2,128.5
Q,PRC_PRR,I55,NSA,I21,EU27_2020,2023-Q3,134.9
Q,PRC_PRR,I55,NSA,I21,EU27_2020,2023-Q4,123.3
Q,PRC_PRR,I55,NSA,I21,EU27_2020,2024-Q1,120.2
Q,PRC_PRR,I55,NSA,I21,EU27_2020,2024-Q2,135.7
Q,PRC_PRR,I55,NSA,I21,EU27_2020,2024-Q3,142.7
Q,PRC_PRR,I55,NSA,I21,EU27_2020,2024-Q4,128.9
Q,PRC_PRR,I55,NSA,I21,EU27_2020,2025-Q1,125.8
Q,PRC_PRR,I55,NSA,I21,EU27_2020,2025-Q2,142.0
Q,PRC_PRR,I55,NSA,I21,EU27_2020,2025-Q3,147.2
Q,PRC_PRR,I55,NSA,I21,EU27_2020,2025-Q4,133.6
Q,PRC_PRR,I55,NSA,I21,EU27_2020,2026-Q1,132.6
Q,PRC_PRR,I55,NSA,I21,FR,2015-Q1,95.6
Q,PRC_PRR,I55,NSA,I21,FR,2015-Q2,95.3
Q,PRC_PRR,I55,NSA,I21,FR,2015-Q3,111.8
Q,PRC_PRR,I55,NSA,I21,FR,2015-Q4,92.8
Q,PRC_PRR,I55,NSA,I21,FR,2016-Q1,92.8
Q,PRC_PRR,I55,NSA,I21,FR,2016-Q2,96.7
Q,PRC_PRR,I55,NSA,I21,FR,2016-Q3,100.4
Q,PRC_PRR,I55,NSA,I21,FR,2016-Q4,93.6
Q,PRC_PRR,I55,NSA,I21,FR,2017-Q1,94.4
Q,PRC_PRR,I55,NSA,I21,FR,2017-Q2,95.4
Q,PRC_PRR,I55,NSA,I21,FR,2017-Q3,101.8
Q,PRC_PRR,I55,NSA,I21,FR,2017-Q4,95.8
Q,PRC_PRR,I55,NSA,I21,FR,2018-Q1,98.4
Q,PRC_PRR,I55,NSA,I21,FR,2018-Q2,98.8
Q,PRC_PRR,I55,NSA,I21,FR,2018-Q3,109.7
Q,PRC_PRR,I55,NSA,I21,FR,2018-Q4,97.3
Q,PRC_PRR,I55,NSA,I21,FR,2019-Q1,96.9
Q,PRC_PRR,I55,NSA,I21,FR,2019-Q2,101.3
Q,PRC_PRR,I55,NSA,I21,FR,2019-Q3,109.4
Q,PRC_PRR,I55,NSA,I21,FR,2019-Q4,100.1
Q,PRC_PRR,I55,NSA,I21,FR,2020-Q1,98.0
Q,PRC_PRR,I55,NSA,I21,FR,2020-Q2,94.2
Q,PRC_PRR,I55,NSA,I21,FR,2020-Q3,102.2
Q,PRC_PRR,I55,NSA,I21,FR,2020-Q4,93.5
Q,PRC_PRR,I55,NSA,I21,FR,2021-Q1,94.4
Q,PRC_PRR,I55,NSA,I21,FR,2021-Q2,96.7
Q,PRC_PRR,I55,NSA,I21,FR,2021-Q3,110.6
Q,PRC_PRR,I55,NSA,I21,FR,2021-Q4,98.3
Q,PRC_PRR,I55,NSA,I21,FR,2022-Q1,99.5
Q,PRC_PRR,I55,NSA,I21,FR,2022-Q2,107.6
Q,PRC_PRR,I55,NSA,I21,FR,2022-Q3,119.2
Q,PRC_PRR,I55,NSA,I21,FR,2022-Q4,108.9
Q,PRC_PRR,I55,NSA,I21,FR,2023-Q1,107.2
Q,PRC_PRR,I55,NSA,I21,FR,2023-Q2,118.1
Q,PRC_PRR,I55,NSA,I21,FR,2023-Q3,124.2
Q,PRC_PRR,I55,NSA,I21,FR,2023-Q4,117.3
Q,PRC_PRR,I55,NSA,I21,FR,2024-Q1,111.8
Q,PRC_PRR,I55,NSA,I21,FR,2024-Q2,121.4
Q,PRC_PRR,I55,NSA,I21,FR,2024-Q3,135.0
Q,PRC_PRR,I55,NSA,I21,FR,2024-Q4,119.4
Q,PRC_PRR,I55,NSA,I21,FR,2025-Q1,115.1
Q,PRC_PRR,I55,NSA,I21,FR,2025-Q2,125.2
Q,PRC_PRR,I55,NSA,I21,FR,2025-Q3,134.5
Q,PRC_PRR,I55,NSA,I21,FR,2025-Q4,121.7
Q,PRC_PRR,I55,NSA,I21,FR,2026-Q1,117.7
Q,PRC_PRR,I55,NSA,I21,FR,2026-Q2,131.1
Q,PRC_PRR,I55,NSA,I21,HR,2015-Q1,92.0
Q,PRC_PRR,I55,NSA,I21,HR,2015-Q2,103.1
Q,PRC_PRR,I55,NSA,I21,HR,2015-Q3,111.5
Q,PRC_PRR,I55,NSA,I21,HR,2015-Q4,94.3
Q,PRC_PRR,I55,NSA,I21,HR,2016-Q1,89.9
Q,PRC_PRR,I55,NSA,I21,HR,2016-Q2,101.4
Q,PRC_PRR,I55,NSA,I21,HR,2016-Q3,107.6
Q,PRC_PRR,I55,NSA,I21,HR,2016-Q4,92.1
Q,PRC_PRR,I55,NSA,I21,HR,2017-Q1,85.8
Q,PRC_PRR,I55,NSA,I21,HR,2017-Q2,101.0
Q,PRC_PRR,I55,NSA,I21,HR,2017-Q3,110.8
Q,PRC_PRR,I55,NSA,I21,HR,2017-Q4,94.8
Q,PRC_PRR,I55,NSA,I21,HR,2018-Q1,90.6
Q,PRC_PRR,I55,NSA,I21,HR,2018-Q2,104.0
Q,PRC_PRR,I55,NSA,I21,HR,2018-Q3,115.8
Q,PRC_PRR,I55,NSA,I21,HR,2018-Q4,94.2
Q,PRC_PRR,I55,NSA,I21,HR,2019-Q1,88.9
Q,PRC_PRR,I55,NSA,I21,HR,2019-Q2,104.4
Q,PRC_PRR,I55,NSA,I21,HR,2019-Q3,113.4
Q,PRC_PRR,I55,NSA,I21,HR,2019-Q4,96.6
Q,PRC_PRR,I55,NSA,I21,HR,2020-Q1,88.7
Q,PRC_PRR,I55,NSA,I21,HR,2020-Q2,94.4
Q,PRC_PRR,I55,NSA,I21,HR,2020-Q3,98.0
Q,PRC_PRR,I55,NSA,I21,HR,2020-Q4,90.5
Q,PRC_PRR,I55,NSA,I21,HR,2021-Q1,87.3
Q,PRC_PRR,I55,NSA,I21,HR,2021-Q2,93.1
Q,PRC_PRR,I55,NSA,I21,HR,2021-Q3,119.3
Q,PRC_PRR,I55,NSA,I21,HR,2021-Q4,100.3
Q,PRC_PRR,I55,NSA,I21,HR,2022-Q1,99.9
Q,PRC_PRR,I55,NSA,I21,HR,2022-Q2,122.4
Q,PRC_PRR,I55,NSA,I21,HR,2022-Q3,141.6
Q,PRC_PRR,I55,NSA,I21,HR,2022-Q4,119.9
Q,PRC_PRR,I55,NSA,I21,HR,2023-Q1,119.4
Q,PRC_PRR,I55,NSA,I21,HR,2023-Q2,191.4
Q,PRC_PRR,I55,NSA,I21,HR,2023-Q3,248.8
Q,PRC_PRR,I55,NSA,I21,HR,2023-Q4,135.3
Q,PRC_PRR,I55,NSA,I21,HR,2024-Q1,127.7
Q,PRC_PRR,I55,NSA,I21,HR,2024-Q2,187.1
Q,PRC_PRR,I55,NSA,I21,HR,2024-Q3,255.8
Q,PRC_PRR,I55,NSA,I21,HR,2024-Q4,145.6
Q,PRC_PRR,I55,NSA,I21,HR,2025-Q1,148.2
Q,PRC_PRR,I55,NSA,I21,HR,2025-Q2,205.5
Q,PRC_PRR,I55,NSA,I21,HR,2025-Q3,281.8
Q,PRC_PRR,I55,NSA,I21,HR,2025-Q4,151.1
Q,PRC_PRR,I55,NSA,I21,HR,2026-Q1,147.6
Q,PRC_PRR,I55,NSA,I21,IE,2021-Q1,90.6
Q,PRC_PRR,I55,NSA,I21,IE,2021-Q2,98.9
Q,PRC_PRR,I55,NSA,I21,IE,2021-Q3,109.0
Q,PRC_PRR,I55,NSA,I21,IE,2021-Q4,101.5
Q,PRC_PRR,I55,NSA,I21,IE,2022-Q1,100.2
Q,PRC_PRR,I55,NSA,I21,IE,2022-Q2,116.4
Q,PRC_PRR,I55,NSA,I21,IE,2022-Q3,128.7
Q,PRC_PRR,I55,NSA,I21,IE,2022-Q4,117.0
Q,PRC_PRR,I55,NSA,I21,IE,2023-Q1,114.2
Q,PRC_PRR,I55,NSA,I21,IE,2023-Q2,131.6
Q,PRC_PRR,I55,NSA,I21,IE,2023-Q3,137.5
Q,PRC_PRR,I55,NSA,I21,IE,2023-Q4,124.8
Q,PRC_PRR,I55,NSA,I21,IE,2024-Q1,121.1
Q,PRC_PRR,I55,NSA,I21,IE,2024-Q2,136.9
Q,PRC_PRR,I55,NSA,I21,IE,2024-Q3,141.4
Q,PRC_PRR,I55,NSA,I21,IE,2024-Q4,125.4
Q,PRC_PRR,I55,NSA,I21,IE,2025-Q1,118.1
Q,PRC_PRR,I55,NSA,I21,IE,2025-Q2,137.4
Q,PRC_PRR,I55,NSA,I21,IE,2025-Q3,144.0
Q,PRC_PRR,I55,NSA,I21,IE,2025-Q4,127.8
