block,sample,target,feature,n,pearson_r,pearson_p,spearman_rho,spearman_p,perm_p,loo_rmse,naive_rmse,loo_r2,r2_full,notes,cell,mean_1d,median_1d,mean_5d,mean_20d,share_positive_1d,quarters,perm_p_diff_1d,mannwhitney_p_1d,direction_concordance,concordance_hits,concordance_n,binomial_p
univariate,ex_2026Q2,excess_5d,guide_vs_cushion_trend_pts,18,0.3043,0.2195,0.3540,0.1496,0.2215,8.0622,8.1737,0.0271,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_5d,fy_floor_action_score,21,0.0446,0.8477,0.0726,0.7544,0.8462,8.4563,8.1351,-0.0805,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_5d,fy_floor_raised,21,-0.1868,0.4175,-0.1567,0.4975,0.4203,8.2746,8.1351,-0.0346,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_5d,sm_delev_pts,17,0.0048,0.9854,0.0417,0.8738,0.9863,8.7016,8.3548,-0.0847,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_5d,ops_per_night_yoy,17,0.1257,0.6308,-0.0123,0.9628,0.6386,8.8345,8.3548,-0.1181,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_5d,sbc_pct_rev_chg_pts,17,0.1948,0.4536,-0.0882,0.7363,0.4580,9.1914,8.3548,-0.2103,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_20d,rev_beat_mid_pct,18,-0.0941,0.7103,-0.1147,0.6505,0.7106,8.0053,7.7839,-0.0577,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_20d,rev_beat_high_pct,18,0.0138,0.9566,-0.0052,0.9837,0.9537,8.2878,7.7839,-0.1337,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_20d,rev_yoy,21,0.2542,0.2662,-0.1532,0.5072,0.2939,10.1365,7.8928,-0.6494,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_20d,rev_accel,20,0.2576,0.2729,0.2586,0.2709,0.2756,8.6210,7.9170,-0.1857,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_20d,nights_yoy,21,0.2193,0.3394,0.0909,0.6951,0.3718,11.4721,7.8928,-1.1127,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_20d,nights_accel,20,0.1813,0.4442,0.1444,0.5437,0.4601,8.8785,7.9170,-0.2576,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_20d,gbv_yoy,21,0.2825,0.2146,0.1883,0.4137,0.2506,9.5050,7.8928,-0.4502,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_20d,gbv_accel,20,0.1878,0.4279,0.0677,0.7768,0.4474,8.8601,7.9170,-0.2524,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_20d,adr_yoy,21,0.3710,0.0978,0.2831,0.2136,0.0987,7.5090,7.8928,0.0949,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_20d,take_rate_chg_bps,21,-0.1371,0.5533,-0.1753,0.4472,0.5618,8.1998,7.8928,-0.0793,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_20d,margin_yoy_pts,21,0.3436,0.1272,0.1039,0.6540,0.1360,7.5996,7.8928,0.0729,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_20d,margin_vs_bound_pts,19,0.1086,0.6582,0.0298,0.9035,0.6587,8.9430,8.0849,-0.2235,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_20d,margin_guide_met,19,0.1901,0.4357,0.2192,0.3673,0.4602,8.2653,8.0849,-0.0451,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_20d,next_guide_mid_yoy,19,-0.1373,0.5752,-0.0825,0.7372,0.5780,7.8789,7.5883,-0.0781,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_20d,guide_implied_accel_pts,19,0.1419,0.5621,0.2702,0.2633,0.5646,9.5209,7.5883,-0.5742,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_20d,guide_vs_cushion_trend_pts,18,0.4005,0.0995,0.3911,0.1085,0.0987,7.4367,7.7839,0.0872,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_20d,fy_floor_action_score,21,-0.0045,0.9844,-0.0007,0.9976,0.9843,8.2335,7.8928,-0.0882,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_20d,fy_floor_raised,21,-0.1821,0.4295,-0.1915,0.4057,0.4315,8.0556,7.8928,-0.0417,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_20d,sm_delev_pts,17,-0.1342,0.6076,-0.1005,0.7012,0.6088,8.3813,7.9926,-0.0996,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_20d,ops_per_night_yoy,17,0.0930,0.7227,-0.0907,0.7292,0.7247,8.6546,7.9926,-0.1725,,,,,,,,,,,,,,,
univariate,ex_2026Q2,excess_20d,sbc_pct_rev_chg_pts,17,0.0884,0.7359,-0.2279,0.3789,0.7377,10.2434,7.9926,-0.6425,,,,,,,,,,,,,,,
multivariate,all,excess_1d,nights_accel+guide_implied_accel_pts+margin_vs_bound_pts,19,,,,,,9.7374,9.2775,-0.1016,0.1527,nights_accel: b=-0.05 p=0.50 sign_stab=0.95; guide_implied_accel_pts: b=0.30 p=0.39 sign_stab=1.00; margin_vs_bound_pts: b=0.42 p=0.50 sign_stab=1.00,,,,,,,,,,,,,
multivariate,all,excess_5d,nights_accel+guide_implied_accel_pts+margin_vs_bound_pts,19,,,,,,18.4351,10.1072,-2.3268,0.1570,nights_accel: b=-0.09 p=0.25 sign_stab=1.00; guide_implied_accel_pts: b=0.24 p=0.54 sign_stab=1.00; margin_vs_bound_pts: b=-0.30 p=0.66 sign_stab=0.89,,,,,,,,,,,,,
multivariate,all,excess_20d,nights_accel+guide_implied_accel_pts+margin_vs_bound_pts,18,,,,,,23.3706,7.7728,-8.0403,0.0522,nights_accel: b=-0.04 p=0.48 sign_stab=0.89; guide_implied_accel_pts: b=-0.00 p=0.99 sign_stab=0.56; margin_vs_bound_pts: b=-0.33 p=0.55 sign_stab=0.89,,,,,,,,,,,,,
twoway,,excess_1d/5d/20d,revenue beat x guide-implied accel (accel = guide y/y above reported y/y),1,,,,,,,,,,,rev_beat_mid_pct above median x guide_implied_accel_pts accel,4.4000,4.4000,8.9000,10.1000,1.0000,2025Q4,,,,,,
twoway,,excess_1d/5d/20d,revenue beat x guide-implied accel (accel = guide y/y above reported y/y),8,,,,,,,,,,,rev_beat_mid_pct above median x guide_implied_accel_pts decel,2.8875,1.8500,-3.7750,-6.2875,0.5000,2021Q4 2022Q1 2022Q4 2023Q2 2023Q4 2024Q1 2024Q4 2026Q1,,,,,,
twoway,,excess_1d/5d/20d,revenue beat x guide-implied accel (accel = guide y/y above reported y/y),1,,,,,,,,,,,rev_beat_mid_pct below median x guide_implied_accel_pts accel,-0.5000,-0.5000,0.5000,-3.7000,0.0000,2025Q1,,,,,,
twoway,,excess_1d/5d/20d,revenue beat x guide-implied accel (accel = guide y/y above reported y/y),9,,,,,,,,,,,rev_beat_mid_pct below median x guide_implied_accel_pts decel,-4.8444,-8.4000,-4.9000,-7.8000,0.2222,2022Q2 2022Q3 2023Q1 2023Q3 2024Q2 2024Q3 2025Q2 2025Q3 2026Q2,,,,,,
twoway,,excess_1d/5d/20d,revenue beat x guide-implied accel (split at median),4,,,,,,,,,,,rev_beat_mid_pct above median x guide_implied_accel_pts accel,0.0000,-0.8000,-0.5000,0.6250,0.2500,2023Q2 2023Q4 2025Q4 2026Q1,,,,,,
twoway,,excess_1d/5d/20d,revenue beat x guide-implied accel (split at median),5,,,,,,,,,,,rev_beat_mid_pct above median x guide_implied_accel_pts decel,5.5000,4.3000,-3.8600,-8.5400,0.8000,2021Q4 2022Q1 2022Q4 2024Q1 2024Q4,,,,,,
twoway,,excess_1d/5d/20d,revenue beat x guide-implied accel (split at median),5,,,,,,,,,,,rev_beat_mid_pct below median x guide_implied_accel_pts accel,-0.9400,-0.5000,-0.4200,-7.2250,0.4000,2024Q2 2024Q3 2025Q1 2025Q3 2026Q2,,,,,,
twoway,,excess_1d/5d/20d,revenue beat x guide-implied accel (split at median),5,,,,,,,,,,,rev_beat_mid_pct below median x guide_implied_accel_pts decel,-7.8800,-8.4000,-8.3000,-7.4400,0.0000,2022Q2 2022Q3 2023Q1 2023Q3 2025Q2,,,,,,
twoway,,excess_1d/5d/20d,margin guide x nights accel,7,,,,,,,,,,,margin met x nights accel,5.0286,4.3000,1.4429,-0.5500,0.8571,2021Q2 2022Q1 2023Q3 2024Q4 2025Q3 2025Q4 2026Q2,,,,,,
twoway,,excess_1d/5d/20d,margin guide x nights accel,11,,,,,,,,,,,margin met x nights decel,-2.1364,-2.8000,-4.2727,-6.5091,0.1818,2021Q3 2022Q2 2022Q4 2023Q1 2023Q2 2023Q4 2024Q1 2024Q2 2024Q3 2025Q1 2026Q1,,,,,,
twoway,,excess_1d/5d/20d,margin guide x nights accel,1,,,,,,,,,,,margin missed x nights accel,-10.0000,-10.0000,-7.3000,-13.0000,0.0000,2022Q3,,,,,,
twoway,,excess_1d/5d/20d,margin guide x nights accel,1,,,,,,,,,,,margin missed x nights decel,-8.4000,-8.4000,-6.9000,-5.3000,0.0000,2025Q2,,,,,,
oneway,,excess_1d/5d/20d,nights_accel,9,,,,,,,,,,,nights_accel accel,3.2111,3.7000,-0.7111,-3.1750,0.7778,2021Q2 2021Q4 2022Q1 2022Q3 2023Q3 2024Q4 2025Q3 2025Q4 2026Q2,0.1269,0.0597,0.8095,17.0000,21.0000,0.0072
oneway,,excess_1d/5d/20d,nights_accel,12,,,,,,,,,,,nights_accel decel,-2.6583,-3.3500,-4.4917,-6.4083,0.1667,2021Q3 2022Q2 2022Q4 2023Q1 2023Q2 2023Q4 2024Q1 2024Q2 2024Q3 2025Q1 2025Q2 2026Q1,0.1269,0.0597,0.8095,17.0000,21.0000,0.0072
oneway,,excess_1d/5d/20d,guide_implied_accel_pts,3,,,,,,,,,,,guide_implied_accel_pts accel,5.6000,4.4000,6.2333,1.2000,0.6667,2021Q3 2025Q1 2025Q4,0.2335,0.1789,0.6500,13.0000,20.0000,0.2632
oneway,,excess_1d/5d/20d,guide_implied_accel_pts,17,,,,,,,,,,,guide_implied_accel_pts decel,-1.2059,-2.8000,-4.3706,-7.0438,0.3529,2021Q4 2022Q1 2022Q2 2022Q3 2022Q4 2023Q1 2023Q2 2023Q3 2023Q4 2024Q1 2024Q2 2024Q3 2024Q4 2025Q2 2025Q3 2026Q1 2026Q2,0.2335,0.1789,0.6500,13.0000,20.0000,0.2632
oneway,,excess_1d/5d/20d,rev_accel,7,,,,,,,,,,,rev_accel accel,0.8143,0.7000,-3.6429,-2.6429,0.5714,2021Q2 2021Q4 2024Q1 2024Q4 2025Q2 2025Q4 2026Q1,0.7289,0.4880,0.6190,13.0000,21.0000,0.3833
oneway,,excess_1d/5d/20d,rev_accel,14,,,,,,,,,,,rev_accel decel,-0.6214,-1.6500,-2.4857,-6.4462,0.3571,2021Q3 2022Q1 2022Q2 2022Q3 2022Q4 2023Q1 2023Q2 2023Q3 2023Q4 2024Q2 2024Q3 2025Q1 2025Q3 2026Q2,0.7289,0.4880,0.6190,13.0000,21.0000,0.3833
oneway,,excess_1d/5d/20d,gbv_accel,9,,,,,,,,,,,gbv_accel accel,-0.1889,0.6000,-3.0111,-2.4000,0.5556,2021Q2 2021Q4 2022Q3 2023Q3 2024Q4 2025Q2 2025Q3 2025Q4 2026Q1,0.9847,0.7491,0.6190,13.0000,21.0000,0.3833
oneway,,excess_1d/5d/20d,gbv_accel,12,,,,,,,,,,,gbv_accel decel,-0.1083,-1.6500,-2.7667,-7.3364,0.3333,2021Q3 2022Q1 2022Q2 2022Q4 2023Q1 2023Q2 2023Q4 2024Q1 2024Q2 2024Q3 2025Q1 2026Q2,0.9847,0.7491,0.6190,13.0000,21.0000,0.3833
oneway,,excess_1d/5d/20d,margin_guide_met,18,,,,,,,,,,,margin_guide_met met,0.6500,-0.2500,-2.0500,-4.4059,0.4444,2021Q2 2021Q3 2022Q1 2022Q2 2022Q4 2023Q1 2023Q2 2023Q3 2023Q4 2024Q1 2024Q2 2024Q3 2024Q4 2025Q1 2025Q3 2025Q4 2026Q1 2026Q2,0.1210,0.1263,0.5000,10.0000,20.0000,1.0000
oneway,,excess_1d/5d/20d,margin_guide_met,2,,,,,,,,,,,margin_guide_met missed,-9.2000,-9.2000,-7.1000,-9.1500,0.0000,2022Q3 2025Q2,0.1210,0.1263,0.5000,10.0000,20.0000,1.0000
preprint,all,excess_1d,pre_prev_excess_1d,22,-0.0625,0.7822,0.0655,0.7721,0.7765,8.9776,8.6157,-0.0858,,,,,,,,,,,,,,,
preprint,all,excess_1d,pre_prev_streak_signed,22,0.0777,0.7310,0.2002,0.3717,0.7273,9.1520,8.6157,-0.1284,,,,,,,,,,,,,,,
preprint,all,excess_1d,pre_prev_rev_beat_mid_pct,18,-0.1310,0.6042,-0.2397,0.3381,0.6043,9.7231,8.9334,-0.1846,,,,,,,,,,,,,,,
preprint,all,excess_1d,pre_this_guide_width_pct,19,0.0855,0.7279,0.0774,0.7528,0.7255,9.0597,8.7427,-0.0738,,,,,,,,,,,,,,,
preprint,all,excess_1d,pre_this_guide_mid_yoy,19,0.1107,0.6518,-0.0070,0.9773,0.6602,8.8807,8.7427,-0.0318,,,,,,,,,,,,,,,
preprint,all,excess_1d,pre_prev_fy_floor_action_score,22,0.1941,0.3866,0.1524,0.4985,0.3828,8.9413,8.6157,-0.0770,,,,,,,,,,,,,,,
preprint,all,excess_1d,pre_prev_sm_delev_pts,17,0.5856,0.0135,0.6765,0.0029,0.0135,7.9205,9.1114,0.2443,,,,,,,,,,,,,,,
preprint,all,excess_1d,pre_trail4_sm_delev_pts,17,0.3422,0.1788,0.4436,0.0745,0.1769,9.1924,9.1114,-0.0179,,,,,,,,,,,,,,,
preprint,all,excess_1d,pre_prev_margin_vs_bound_pts,19,-0.0048,0.9845,-0.1596,0.5138,0.9857,9.9763,9.2608,-0.1605,,,,,,,,,,,,,,,
preprint,all,excess_1d,pre_prev_nights_accel,20,0.2440,0.2999,0.5383,0.0143,0.3121,10.0125,9.0662,-0.2196,,,,,,,,,,,,,,,
preprint,all,excess_1d,pre_hotel_cpi_q_yoy,14,0.1149,0.6957,0.0549,0.8520,0.7039,10.2491,8.9779,-0.3032,,,,,,,,,,,,,,,
preprint,all,excess_1d,pre_runup_20d_pct,22,0.1254,0.5781,0.0503,0.8242,0.5771,8.8940,8.6157,-0.0656,,,,,,,,,,,,,,,
preprint,all,excess_5d,pre_prev_excess_1d,22,-0.2405,0.2810,-0.2311,0.3008,0.2748,9.5306,9.4471,-0.0178,,,,,,,,,,,,,,,
preprint,all,excess_5d,pre_prev_streak_signed,22,-0.1408,0.5319,-0.1141,0.6132,0.5346,9.7308,9.4471,-0.0610,,,,,,,,,,,,,,,
preprint,all,excess_5d,pre_prev_rev_beat_mid_pct,18,-0.4795,0.0441,-0.5269,0.0247,0.0446,8.9807,9.9717,0.1889,,,,,,,,,,,,,,,
preprint,all,excess_5d,pre_this_guide_width_pct,19,-0.2543,0.2935,-0.2049,0.4000,0.2930,9.8647,9.7822,-0.0169,,,,,,,,,,,,,,,
preprint,all,excess_5d,pre_this_guide_mid_yoy,19,-0.2707,0.2623,-0.3368,0.1585,0.2625,9.6356,9.7822,0.0298,,,,,,,,,,,,,,,
preprint,all,excess_5d,pre_prev_fy_floor_action_score,22,0.2796,0.2076,0.1942,0.3865,0.2089,9.5300,9.4471,-0.0176,,,,,,,,,,,,,,,
preprint,all,excess_5d,pre_prev_sm_delev_pts,17,0.4810,0.0506,0.5343,0.0271,0.0531,9.4783,9.8664,0.0771,,,,,,,,,,,,,,,
preprint,all,excess_5d,pre_trail4_sm_delev_pts,17,0.3825,0.1297,0.3750,0.1380,0.1354,9.8851,9.8664,-0.0038,,,,,,,,,,,,,,,
preprint,all,excess_5d,pre_prev_margin_vs_bound_pts,19,-0.1136,0.6434,-0.1966,0.4199,0.6471,10.4688,9.8311,-0.1340,,,,,,,,,,,,,,,
preprint,all,excess_5d,pre_prev_nights_accel,20,0.3079,0.1866,0.4618,0.0404,0.1770,9.5951,9.9456,0.0692,,,,,,,,,,,,,,,
preprint,all,excess_5d,pre_hotel_cpi_q_yoy,14,-0.0240,0.9351,-0.0593,0.8403,0.9315,12.2005,10.3819,-0.3810,,,,,,,,,,,,,,,
preprint,all,excess_5d,pre_runup_20d_pct,22,0.1566,0.4864,0.1423,0.5275,0.4863,9.7375,9.4471,-0.0624,,,,,,,,,,,,,,,
preprint,all,margin_vs_bound_pts,pre_prev_excess_1d,20,0.2095,0.3753,0.2647,0.2595,0.3759,6.1857,5.9033,-0.0980,,,,,,,,,,,,,,,
preprint,all,margin_vs_bound_pts,pre_prev_streak_signed,20,0.6152,0.0039,0.4706,0.0363,0.0046,4.8943,5.9033,0.3126,,,,,,,,,,,,,,,
preprint,all,margin_vs_bound_pts,pre_prev_rev_beat_mid_pct,18,0.6456,0.0038,0.4607,0.0543,0.0063,4.2243,4.7010,0.1926,,,,,,,,,,,,,,,
preprint,all,margin_vs_bound_pts,pre_this_guide_width_pct,18,0.5403,0.0206,0.3530,0.1507,0.0176,4.4119,4.7010,0.1192,,,,,,,,,,,,,,,
preprint,all,margin_vs_bound_pts,pre_this_guide_mid_yoy,18,0.8253,0.0000,0.7833,0.0001,0.0003,3.0326,4.7010,0.5839,,,,,,,,,,,,,,,
preprint,all,margin_vs_bound_pts,pre_prev_fy_floor_action_score,20,-0.0720,0.7631,-0.0234,0.9220,0.7636,6.1620,5.9033,-0.0896,,,,,,,,,,,,,,,
preprint,all,margin_vs_bound_pts,pre_prev_sm_delev_pts,17,-0.4980,0.0419,-0.6299,0.0067,0.0402,3.4237,3.3581,-0.0395,,,,,,,,,,,,,,,
preprint,all,margin_vs_bound_pts,pre_trail4_sm_delev_pts,17,-0.3134,0.2206,-0.3603,0.1554,0.2204,3.3371,3.3581,0.0124,,,,,,,,,,,,,,,
preprint,all,margin_vs_bound_pts,pre_prev_margin_vs_bound_pts,18,0.7596,0.0003,0.6429,0.0040,0.0003,2.8842,4.1665,0.5208,,,,,,,,,,,,,,,
preprint,all,margin_vs_bound_pts,pre_prev_nights_accel,19,0.5491,0.0149,0.1877,0.4415,0.0455,7.3561,5.1302,-1.0560,,,,,,,,,,,,,,,
preprint,all,margin_vs_bound_pts,pre_hotel_cpi_q_yoy,14,0.1268,0.6657,0.3758,0.1854,0.6703,3.1019,2.9709,-0.0901,,,,,,,,,,,,,,,
preprint,all,margin_vs_bound_pts,pre_runup_20d_pct,20,0.0453,0.8495,0.1534,0.5185,0.8486,6.4961,5.9033,-0.2109,,,,,,,,,,,,,,,
preprint,all,margin_yoy_pts,pre_prev_excess_1d,22,0.2284,0.3065,0.4236,0.0495,0.3458,29.5821,29.9000,0.0212,,,,,,,,,,,,,,,
preprint,all,margin_yoy_pts,pre_prev_streak_signed,22,0.3528,0.1073,0.5578,0.0070,0.1244,28.7277,29.9000,0.0769,,,,,,,,,,,,,,,
preprint,all,margin_yoy_pts,pre_prev_rev_beat_mid_pct,18,0.6912,0.0015,0.4876,0.0401,0.0039,5.7958,6.9328,0.3011,,,,,,,,,,,,,,,
preprint,all,margin_yoy_pts,pre_this_guide_width_pct,19,0.7525,0.0002,0.4503,0.0530,0.0005,6.0108,8.3916,0.4869,,,,,,,,,,,,,,,
preprint,all,margin_yoy_pts,pre_this_guide_mid_yoy,19,0.9501,0.0000,0.8070,0.0000,0.0001,2.6746,8.3916,0.8984,,,,,,,,,,,,,,,
preprint,all,margin_yoy_pts,pre_prev_fy_floor_action_score,22,-0.2323,0.2982,-0.1573,0.4846,0.3663,30.2828,29.9000,-0.0258,,,,,,,,,,,,,,,
preprint,all,margin_yoy_pts,pre_prev_sm_delev_pts,17,-0.4198,0.0934,-0.6299,0.0067,0.0876,5.4054,5.1038,-0.1216,,,,,,,,,,,,,,,
preprint,all,margin_yoy_pts,pre_trail4_sm_delev_pts,17,-0.3109,0.2245,-0.3309,0.1945,0.2318,5.1685,5.1038,-0.0255,,,,,,,,,,,,,,,
preprint,all,margin_yoy_pts,pre_prev_margin_vs_bound_pts,19,0.7827,0.0001,0.6895,0.0011,0.0004,5.0810,7.4259,0.5318,,,,,,,,,,,,,,,
preprint,all,margin_yoy_pts,pre_prev_nights_accel,20,-0.1428,0.5482,0.0195,0.9348,0.4095,11.5560,8.3538,-0.9136,,,,,,,,,,,,,,,
preprint,all,margin_yoy_pts,pre_hotel_cpi_q_yoy,14,0.1411,0.6305,0.3538,0.2145,0.6398,3.1692,3.0223,-0.0996,,,,,,,,,,,,,,,
preprint,all,margin_yoy_pts,pre_runup_20d_pct,22,0.0735,0.7450,0.1022,0.6509,0.7448,30.8394,29.9000,-0.0638,,,,,,,,,,,,,,,
preprint,all,rev_beat_mid_pct,pre_prev_excess_1d,19,0.1872,0.4428,0.0562,0.8193,0.4437,1.7630,1.5940,-0.2233,,,,,,,,,,,,,,,
preprint,all,rev_beat_mid_pct,pre_prev_streak_signed,19,0.3004,0.2115,0.1831,0.4530,0.2129,1.7063,1.5940,-0.1459,,,,,,,,,,,,,,,
preprint,all,rev_beat_mid_pct,pre_prev_rev_beat_mid_pct,18,0.0690,0.7856,-0.1163,0.6457,0.7893,1.4390,1.2299,-0.3690,,,,,,,,,,,,,,,
preprint,all,rev_beat_mid_pct,pre_this_guide_width_pct,19,0.5479,0.0152,0.4679,0.0434,0.0160,1.5181,1.5940,0.0929,,,,,,,,,,,,,,,
preprint,all,rev_beat_mid_pct,pre_this_guide_mid_yoy,19,0.5222,0.0218,0.3644,0.1251,0.0228,1.5963,1.5940,-0.0029,,,,,,,,,,,,,,,
preprint,all,rev_beat_mid_pct,pre_prev_fy_floor_action_score,19,-0.1348,0.5822,-0.0384,0.8759,0.5983,1.6664,1.5940,-0.0929,,,,,,,,,,,,,,,
preprint,all,rev_beat_mid_pct,pre_prev_sm_delev_pts,17,-0.1146,0.6614,-0.1681,0.5190,0.6643,1.2108,1.1435,-0.1213,,,,,,,,,,,,,,,
preprint,all,rev_beat_mid_pct,pre_trail4_sm_delev_pts,17,-0.1071,0.6825,-0.2405,0.3525,0.6814,1.1907,1.1435,-0.0843,,,,,,,,,,,,,,,
preprint,all,rev_beat_mid_pct,pre_prev_margin_vs_bound_pts,18,0.2574,0.3025,0.1002,0.6924,0.2980,1.8303,1.5730,-0.3539,,,,,,,,,,,,,,,
preprint,all,rev_beat_mid_pct,pre_prev_nights_accel,19,-0.5627,0.0121,0.0167,0.9460,0.0473,2.8509,1.5940,-2.1989,,,,,,,,,,,,,,,
preprint,all,rev_beat_mid_pct,pre_hotel_cpi_q_yoy,14,-0.1469,0.6163,0.0507,0.8634,0.6116,1.2419,1.1923,-0.0850,,,,,,,,,,,,,,,
preprint,all,rev_beat_mid_pct,pre_runup_20d_pct,19,0.0691,0.7788,0.0281,0.9091,0.7814,1.7280,1.5940,-0.1752,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_1d,pre_prev_excess_1d,18,-0.1844,0.4638,-0.0960,0.7048,0.4630,9.2628,8.9334,-0.0751,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_1d,pre_prev_streak_signed,18,-0.0639,0.8012,0.0408,0.8722,0.8032,9.5033,8.9334,-0.1317,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_1d,pre_prev_rev_beat_mid_pct,18,-0.1310,0.6042,-0.2397,0.3381,0.6125,9.7231,8.9334,-0.1846,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_1d,pre_this_guide_width_pct,18,0.0119,0.9626,-0.0052,0.9837,0.9620,9.4339,8.9334,-0.1152,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_1d,pre_this_guide_mid_yoy,18,0.0426,0.8667,-0.0939,0.7109,0.8700,9.2724,8.9334,-0.0773,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_1d,pre_prev_fy_floor_action_score,18,0.3733,0.1271,0.3696,0.1312,0.1261,8.9062,8.9334,0.0061,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_1d,pre_prev_sm_delev_pts,17,0.5856,0.0135,0.6765,0.0029,0.0125,7.9205,9.1114,0.2443,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_1d,pre_trail4_sm_delev_pts,17,0.3422,0.1788,0.4436,0.0745,0.1748,9.1924,9.1114,-0.0179,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_1d,pre_prev_margin_vs_bound_pts,17,-0.3537,0.1637,-0.4363,0.0800,0.1634,9.1963,9.1114,-0.0187,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_1d,pre_prev_nights_accel,18,0.3701,0.1306,0.6202,0.0060,0.1396,8.4212,8.9334,0.1114,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_1d,pre_hotel_cpi_q_yoy,14,0.1149,0.6957,0.0549,0.8520,0.7030,10.2491,8.9779,-0.3032,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_1d,pre_runup_20d_pct,18,0.1329,0.5992,0.0857,0.7354,0.5976,9.4396,8.9334,-0.1165,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_5d,pre_prev_excess_1d,18,-0.2490,0.3190,-0.2487,0.3196,0.3165,10.3027,9.9717,-0.0675,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_5d,pre_prev_streak_signed,18,-0.1866,0.4584,-0.1539,0.5419,0.4555,10.2428,9.9717,-0.0551,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_5d,pre_prev_rev_beat_mid_pct,18,-0.4795,0.0441,-0.5269,0.0247,0.0459,8.9807,9.9717,0.1889,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_5d,pre_this_guide_width_pct,18,-0.2097,0.4036,-0.1201,0.6351,0.3988,10.3884,9.9717,-0.0853,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_5d,pre_this_guide_mid_yoy,18,-0.2302,0.3581,-0.2817,0.2574,0.3504,10.1379,9.9717,-0.0336,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_5d,pre_prev_fy_floor_action_score,18,0.3555,0.1477,0.2972,0.2310,0.1483,9.8792,9.9717,0.0185,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_5d,pre_prev_sm_delev_pts,17,0.4810,0.0506,0.5343,0.0271,0.0508,9.4783,9.8664,0.0771,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_5d,pre_trail4_sm_delev_pts,17,0.3825,0.1297,0.3750,0.1380,0.1343,9.8851,9.8664,-0.0038,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_5d,pre_prev_margin_vs_bound_pts,17,-0.2904,0.2581,-0.3064,0.2317,0.2582,10.3060,9.8664,-0.0911,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_5d,pre_prev_nights_accel,18,-0.0045,0.9858,0.3560,0.1470,0.9878,11.0878,9.9717,-0.2364,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_5d,pre_hotel_cpi_q_yoy,14,-0.0240,0.9351,-0.0593,0.8403,0.9343,12.2005,10.3819,-0.3810,,,,,,,,,,,,,,,
preprint,from_2022Q1,excess_5d,pre_runup_20d_pct,18,0.2391,0.3392,0.2343,0.3495,0.3388,10.2763,9.9717,-0.0620,,,,,,,,,,,,,,,
preprint,from_2022Q1,margin_vs_bound_pts,pre_prev_excess_1d,18,0.1641,0.5151,0.1620,0.5207,0.5200,4.9940,4.7010,-0.1285,,,,,,,,,,,,,,,
