family,series,transform,lag,target,available_before_print,n,first_q,last_q,pearson_r,pearson_p,spearman_rho,spearman_p,perm_p,rmse_loo_ols,rmse_loo_mean,rmse_naive_last,rmse_seasonal_naive,rmse_zero,r_half1,r_half2,sign_stable,n_ex2021,first_q_ex2021,last_q_ex2021,pearson_r_ex2021,pearson_p_ex2021,spearman_rho_ex2021,spearman_p_ex2021,perm_p_ex2021,rmse_loo_ols_ex2021,rmse_loo_mean_ex2021,rmse_naive_last_ex2021,rmse_seasonal_naive_ex2021,rmse_zero_ex2021,r_half1_ex2021,r_half2_ex2021,sign_stable_ex2021,n_post2022,first_q_post2022,last_q_post2022,pearson_r_post2022,pearson_p_post2022,spearman_rho_post2022,spearman_p_post2022,perm_p_post2022,rmse_loo_ols_post2022,rmse_loo_mean_post2022,rmse_naive_last_post2022,rmse_seasonal_naive_post2022,rmse_zero_post2022,r_half1_post2022,r_half2_post2022,sign_stable_post2022,flag_r_gt_0.5_perm_lt_0.05,bh_q,bonferroni_sig,ols_beats_naive_last,ols_beats_seasonal,ols_beats_loo_mean,flag_r_gt_0.5_perm_lt_0.05_ex2021,bh_q_ex2021,bonferroni_sig_ex2021,ols_beats_naive_last_ex2021,ols_beats_seasonal_ex2021,ols_beats_loo_mean_ex2021,flag_r_gt_0.5_perm_lt_0.05_post2022,bh_q_post2022,bonferroni_sig_post2022,ols_beats_naive_last_post2022,ols_beats_seasonal_post2022,ols_beats_loo_mean_post2022,bh_q_within_target,survives_all_windows,note
macro,cpi_new_vehicles,diff1,1,adr_exfx_yoy,yes (prior quarter),17,2022Q2,2026Q2,0.2390,0.3556,0.1309,0.6166,0.3526,3.0095,2.9151,2.3651,4.0000,,0.5577,-0.2868,False,17.0000,2022Q2,2026Q2,0.2390,0.3556,0.1309,0.6166,0.3586,3.0095,2.9151,2.3651,4.0000,,0.5577,-0.2868,False,14.0000,2023Q1,2026Q2,0.0535,0.8558,0.0770,0.7935,0.8521,1.3071,1.1942,1.0522,4.0000,,-0.2651,-0.4831,True,False,0.5526,False,False,True,False,False,0.6169,False,False,True,False,False,0.9298,False,False,True,False,0.4282,False,
macro,cpi_new_vehicles,diff1,1,adr_fx_effect,yes (prior quarter),17,2022Q2,2026Q2,0.0931,0.7224,0.1117,0.6696,0.7413,3.8237,3.4714,2.0447,4.8081,,-0.3703,0.4740,False,17.0000,2022Q2,2026Q2,0.0931,0.7224,0.1117,0.6696,0.7073,3.8237,3.4714,2.0447,4.8081,,-0.3703,0.4740,False,14.0000,2023Q1,2026Q2,0.4539,0.1030,0.3414,0.2322,0.0899,2.2143,2.2868,2.1058,4.8081,,0.4468,0.2176,True,False,0.8656,False,False,True,False,False,0.9030,False,False,True,False,False,0.4514,False,False,True,True,0.7855,False,
macro,cpi_new_vehicles,diff1,1,rev_beat_pct,yes (prior quarter),19,2021Q4,2026Q2,0.3880,0.1007,-0.0834,0.7343,0.0839,1.7032,1.5940,1.8683,1.9051,2.9659,0.5844,-0.3167,False,18.0000,2022Q1,2026Q2,-0.0024,0.9924,-0.2748,0.2698,0.9920,1.4460,1.2299,1.8683,1.9051,2.5915,0.0787,0.2030,True,14.0000,2023Q1,2026Q2,-0.2400,0.4085,-0.4163,0.1387,0.3946,1.2745,1.1923,1.7746,1.7501,2.4629,-0.1577,-0.2631,True,False,0.2241,False,True,True,False,False,0.9989,False,True,True,False,False,0.6972,False,True,True,False,0.2194,False,
macro,cpi_new_vehicles,diff1,1,excess_1d_pct,yes (prior quarter),22,2021Q1,2026Q2,0.2883,0.1933,0.3405,0.1210,0.1738,8.6103,8.6157,11.8178,11.7731,,0.3315,0.2937,True,18.0000,2022Q1,2026Q2,0.1574,0.5327,0.2074,0.4089,0.5365,9.2877,8.9334,12.2433,11.7731,,0.1370,0.1875,True,14.0000,2023Q1,2026Q2,0.4340,0.1210,0.4242,0.1306,0.1129,8.4431,8.9779,12.1966,11.5384,,0.2777,-0.7819,False,False,0.3648,False,True,True,True,False,0.7696,False,True,True,False,False,0.4670,False,True,True,True,0.6711,False,
macro,umcsent,level,0,nights_yoy,yes: final reading by month end,22,2021Q1,2026Q2,0.4780,0.0245,0.2875,0.1945,0.0210,44.5168,41.8582,55.3297,44.3333,,0.5907,0.1241,True,18.0000,2022Q1,2026Q2,-0.0535,0.8330,-0.0135,0.9576,0.8432,12.8616,12.6420,8.5277,44.3333,,-0.3479,0.1336,False,14.0000,2023Q1,2026Q2,0.1735,0.5531,0.1962,0.5014,0.5604,3.2740,3.1986,3.0237,12.3664,,-0.4548,0.3413,False,False,0.0789,False,True,False,False,False,0.9542,False,False,True,False,False,0.7792,False,False,True,False,0.0632,False,
macro,umcsent,level,0,nights_accel,yes: final reading by month end,21,2021Q2,2026Q2,0.2453,0.2839,0.1083,0.6402,0.2757,67.7364,58.0960,91.2916,67.6587,,0.3803,-0.2093,False,18.0000,2022Q1,2026Q2,0.1277,0.6137,0.0094,0.9706,0.6354,8.7861,8.5570,14.0929,67.6587,,0.3589,0.0540,True,14.0000,2023Q1,2026Q2,-0.0530,0.8573,-0.0111,0.9699,0.8482,3.3241,3.1641,4.9135,7.7828,,0.3159,0.1727,True,False,0.4722,False,True,False,False,False,0.8326,False,True,True,False,False,0.9298,False,True,True,False,0.3953,False,
macro,umcsent,level,0,gbv_yoy,yes: final reading by month end,22,2021Q1,2026Q2,0.5260,0.0119,0.1555,0.4897,0.0090,70.1715,67.8646,84.5520,72.4377,,0.6936,-0.5109,False,18.0000,2022Q1,2026Q2,-0.1535,0.5432,-0.3692,0.1316,0.5405,13.7954,13.7808,11.7213,72.4377,,-0.3164,-0.5916,True,14.0000,2023Q1,2026Q2,-0.3379,0.2373,-0.3002,0.2970,0.2428,3.4903,3.5990,3.3806,14.7503,,-0.3852,-0.5020,True,True,0.0444,False,True,True,False,False,0.7767,False,False,True,False,False,0.5739,False,False,True,True,0.0328,False,
macro,umcsent,level,0,adr_yoy,yes: final reading by month end,18,2022Q1,2026Q2,-0.4709,0.0485,-0.5194,0.0272,0.0490,2.4183,2.6109,2.5209,3.8025,,0.0656,-0.6986,False,18.0000,2022Q1,2026Q2,-0.4709,0.0485,-0.5194,0.0272,0.0549,2.4183,2.6109,2.5209,3.8025,,0.0656,-0.6986,False,14.0000,2023Q1,2026Q2,-0.5837,0.0284,-0.5419,0.0453,0.0290,2.3400,2.6740,1.9306,3.8025,,0.5004,-0.6798,False,False,0.1305,False,True,True,True,False,0.1489,False,True,True,True,True,0.2915,False,False,True,True,0.6073,False,
macro,umcsent,level,0,adr_exfx_yoy,yes: final reading by month end,17,2022Q2,2026Q2,-0.3962,0.1154,-0.4536,0.0674,0.1089,2.7989,2.9151,2.3651,4.0000,,-0.6796,-0.3932,True,17.0000,2022Q2,2026Q2,-0.3962,0.1154,-0.4536,0.0674,0.1199,2.7989,2.9151,2.3651,4.0000,,-0.6796,-0.3932,True,14.0000,2023Q1,2026Q2,-0.4087,0.1468,-0.3490,0.2214,0.1389,1.1838,1.1942,1.0522,4.0000,,0.0852,-0.5558,False,False,0.2470,False,False,True,True,False,0.2807,False,False,True,True,False,0.4921,False,False,True,True,0.1679,False,
macro,umcsent,level,0,adr_fx_effect,yes: final reading by month end,17,2022Q2,2026Q2,-0.0379,0.8851,-0.1877,0.4706,0.8971,3.6175,3.4714,2.0447,4.8081,,0.7566,-0.7271,False,17.0000,2022Q2,2026Q2,-0.0379,0.8851,-0.1877,0.4706,0.8621,3.6175,3.4714,2.0447,4.8081,,0.7566,-0.7271,False,14.0000,2023Q1,2026Q2,-0.4691,0.0906,-0.4471,0.1089,0.0939,2.1534,2.2868,2.1058,4.8081,,0.2206,-0.6457,False,False,0.9445,False,False,True,False,False,0.9693,False,False,True,False,False,0.4436,False,False,True,True,0.9209,False,
macro,umcsent,level,0,rev_beat_pct,yes: final reading by month end,19,2021Q4,2026Q2,0.2847,0.2374,0.2011,0.4092,0.2348,1.6078,1.5940,1.8683,1.9051,2.9659,0.4218,0.2698,True,18.0000,2022Q1,2026Q2,0.1861,0.4597,0.1023,0.6863,0.4426,1.3111,1.2299,1.8683,1.9051,2.5915,0.4027,-0.2012,False,14.0000,2023Q1,2026Q2,0.2000,0.4930,0.1300,0.6579,0.4915,1.3221,1.1923,1.7746,1.7501,2.4629,0.2293,0.0388,True,False,0.4226,False,True,True,False,False,0.7063,False,True,True,False,False,0.7400,False,True,True,False,0.4028,False,
macro,umcsent,level,0,excess_1d_pct,yes: final reading by month end,22,2021Q1,2026Q2,-0.0833,0.7126,-0.0175,0.9384,0.7043,9.0905,8.6157,11.8178,11.7731,,0.2430,-0.4077,False,18.0000,2022Q1,2026Q2,-0.3327,0.1774,-0.3209,0.1941,0.1738,9.1809,8.9334,12.2433,11.7731,,-0.2616,-0.3306,True,14.0000,2023Q1,2026Q2,-0.4156,0.1394,-0.4462,0.1098,0.1518,9.2215,8.9779,12.1966,11.5384,,-0.3565,0.0874,False,False,0.8629,False,True,True,False,False,0.3804,False,True,True,False,False,0.4891,False,True,True,False,0.8779,False,
macro,umcsent,level,1,nights_yoy,yes (prior quarter),22,2021Q1,2026Q2,0.3969,0.0674,0.2376,0.2870,0.0549,42.6391,41.8582,55.3297,44.3333,,0.4485,-0.0307,False,18.0000,2022Q1,2026Q2,0.0615,0.8085,-0.1882,0.4547,0.8501,13.3902,12.6420,8.5277,44.3333,,0.2771,-0.1732,False,14.0000,2023Q1,2026Q2,-0.2040,0.4842,-0.2051,0.4817,0.4875,3.2988,3.1986,3.0237,12.3664,,-0.7354,-0.0640,True,False,0.1675,False,True,True,False,False,0.9385,False,False,True,False,False,0.7366,False,False,True,False,0.1454,False,
macro,umcsent,level,1,nights_accel,yes (prior quarter),21,2021Q2,2026Q2,-0.0295,0.8992,-0.0307,0.8950,0.9221,71.2360,58.0960,91.2916,67.6587,,-0.0332,-0.2938,True,18.0000,2022Q1,2026Q2,-0.0182,0.9428,-0.1914,0.4468,0.9371,8.6393,8.5570,14.0929,67.6587,,0.0033,-0.2697,False,14.0000,2023Q1,2026Q2,-0.2126,0.4657,-0.3493,0.2209,0.4825,3.2197,3.1641,4.9135,7.7828,,0.0898,-0.2685,False,False,0.9485,False,True,False,False,False,0.9884,False,True,True,False,False,0.7219,False,True,True,False,0.9158,False,
macro,umcsent,level,1,gbv_yoy,yes (prior quarter),22,2021Q1,2026Q2,0.4374,0.0418,0.1159,0.6076,0.0200,67.8574,67.8646,84.5520,72.4377,,0.5319,-0.7573,False,18.0000,2022Q1,2026Q2,-0.0354,0.8889,-0.5419,0.0202,0.9221,14.5661,13.7808,11.7213,72.4377,,0.3226,-0.8264,False,14.0000,2023Q1,2026Q2,-0.7395,0.0025,-0.7660,0.0014,0.0030,2.6578,3.5990,3.3806,14.7503,,-0.7605,-0.8868,True,False,0.1166,False,True,True,True,False,0.9696,False,False,True,False,True,0.0857,False,True,True,True,0.0999,False,
macro,umcsent,level,1,adr_yoy,yes (prior quarter),18,2022Q1,2026Q2,-0.4745,0.0466,-0.4646,0.0521,0.0410,2.5136,2.6109,2.5209,3.8025,,0.4666,-0.8392,False,18.0000,2022Q1,2026Q2,-0.4745,0.0466,-0.4646,0.0521,0.0420,2.5136,2.6109,2.5209,3.8025,,0.4666,-0.8392,False,14.0000,2023Q1,2026Q2,-0.6983,0.0055,-0.7203,0.0037,0.0070,2.2343,2.6740,1.9306,3.8025,,0.2372,-0.9441,False,False,0.1271,False,True,True,True,False,0.1451,False,True,True,True,True,0.1194,False,False,True,True,0.6073,False,
macro,umcsent,level,1,adr_exfx_yoy,yes (prior quarter),17,2022Q2,2026Q2,-0.3805,0.1319,-0.5209,0.0320,0.1159,2.8385,2.9151,2.3651,4.0000,,-0.5871,-0.4838,True,17.0000,2022Q2,2026Q2,-0.3805,0.1319,-0.5209,0.0320,0.1219,2.8385,2.9151,2.3651,4.0000,,-0.5871,-0.4838,True,14.0000,2023Q1,2026Q2,-0.4552,0.1019,-0.4441,0.1116,0.0979,1.2530,1.1942,1.0522,4.0000,,0.1633,-0.7914,False,False,0.2731,False,False,True,True,False,0.3106,False,False,True,True,False,0.4513,False,False,True,False,0.1847,False,
macro,umcsent,level,1,adr_fx_effect,yes (prior quarter),17,2022Q2,2026Q2,-0.0990,0.7053,-0.2528,0.3277,0.7033,3.6502,3.4714,2.0447,4.8081,,0.7219,-0.8678,False,17.0000,2022Q2,2026Q2,-0.0990,0.7053,-0.2528,0.3277,0.6873,3.6502,3.4714,2.0447,4.8081,,0.7219,-0.8678,False,14.0000,2023Q1,2026Q2,-0.5788,0.0301,-0.6278,0.0162,0.0260,2.0034,2.2868,2.1058,4.8081,,0.0376,-0.8865,False,False,0.8589,False,False,True,False,False,0.8893,False,False,True,False,True,0.2965,False,True,True,True,0.7746,False,
macro,umcsent,level,1,rev_beat_pct,yes (prior quarter),19,2021Q4,2026Q2,0.2352,0.3325,0.1642,0.5018,0.3506,1.7059,1.5940,1.8683,1.9051,2.9659,0.7272,-0.1718,False,18.0000,2022Q1,2026Q2,0.0042,0.9867,0.0424,0.8675,0.9880,1.3052,1.2299,1.8683,1.9051,2.5915,0.4782,-0.2705,False,14.0000,2023Q1,2026Q2,-0.0593,0.8403,-0.0286,0.9226,0.8192,1.2675,1.1923,1.7746,1.7501,2.4629,-0.2551,-0.0308,True,False,0.5275,False,True,True,False,False,0.9974,False,True,True,False,False,0.9229,False,True,True,False,0.4774,False,
macro,umcsent,level,1,excess_1d_pct,yes (prior quarter),22,2021Q1,2026Q2,0.0335,0.8823,0.0378,0.8673,0.8931,9.2140,8.6157,11.8178,11.7731,,0.4850,-0.4770,False,18.0000,2022Q1,2026Q2,-0.3010,0.2248,-0.2962,0.2327,0.1928,9.0271,8.9334,12.2433,11.7731,,0.0542,-0.4784,False,14.0000,2023Q1,2026Q2,-0.3519,0.2173,-0.4154,0.1397,0.2148,9.0203,8.9779,12.1966,11.5384,,-0.2363,-0.0602,True,False,0.9427,False,True,True,False,False,0.4590,False,True,True,False,False,0.5641,False,True,True,False,0.9227,False,
macro,umcsent,diff1,0,nights_yoy,yes: final reading by month end,22,2021Q1,2026Q2,0.1426,0.5268,0.1372,0.5425,0.5834,44.2139,41.8582,55.3297,44.3333,,0.1797,0.2044,True,18.0000,2022Q1,2026Q2,-0.1346,0.5943,0.2630,0.2917,0.6344,13.1619,12.6420,8.5277,44.3333,,-0.5456,0.5143,False,14.0000,2023Q1,2026Q2,0.4363,0.1189,0.5352,0.0486,0.1229,3.3809,3.1986,3.0237,12.3664,,0.3113,0.5385,True,False,0.7184,False,True,True,False,False,0.8124,False,False,True,False,False,0.4670,False,False,True,False,0.7831,False,
macro,umcsent,diff1,0,nights_accel,yes: final reading by month end,21,2021Q2,2026Q2,0.3921,0.0787,0.2884,0.2048,0.0739,58.9099,58.0960,91.2916,67.6587,,0.6163,0.0657,True,18.0000,2022Q1,2026Q2,0.1772,0.4818,0.1446,0.5671,0.5315,8.7333,8.5570,14.0929,67.6587,,0.3565,0.5490,True,14.0000,2023Q1,2026Q2,0.1651,0.5728,0.1869,0.5223,0.5834,3.4201,3.1641,4.9135,7.7828,,0.1483,0.5668,True,False,0.1863,False,True,True,False,False,0.7305,False,True,True,False,False,0.7916,False,True,True,False,0.1235,False,
macro,umcsent,diff1,0,gbv_yoy,yes: final reading by month end,22,2021Q1,2026Q2,0.1560,0.4880,0.1238,0.5831,0.5634,71.6542,67.8646,84.5520,72.4377,,0.2018,0.2079,True,18.0000,2022Q1,2026Q2,-0.1488,0.5558,0.2244,0.3707,0.6154,14.3062,13.7808,11.7213,72.4377,,-0.5466,0.4450,False,14.0000,2023Q1,2026Q2,0.3841,0.1751,0.4283,0.1266,0.1518,3.8269,3.5990,3.3806,14.7503,,0.3829,0.4310,True,False,0.6840,False,True,True,False,False,0.7827,False,False,True,False,False,0.5229,False,False,True,False,0.6796,False,
macro,umcsent,diff1,0,adr_yoy,yes: final reading by month end,18,2022Q1,2026Q2,-0.0464,0.8548,-0.0942,0.7102,0.8501,2.7091,2.6109,2.5209,3.8025,,-0.2674,0.2920,False,18.0000,2022Q1,2026Q2,-0.0464,0.8548,-0.0942,0.7102,0.8541,2.7091,2.6109,2.5209,3.8025,,-0.2674,0.2920,False,14.0000,2023Q1,2026Q2,0.0350,0.9053,-0.0485,0.8693,0.9071,2.8056,2.6740,1.9306,3.8025,,0.1527,0.2634,True,False,0.9381,False,False,True,False,False,0.9594,False,False,True,False,False,0.9643,False,False,True,False,0.9932,False,
macro,umcsent,diff1,0,adr_exfx_yoy,yes: final reading by month end,17,2022Q2,2026Q2,-0.0725,0.7822,-0.0187,0.9432,0.7822,2.9840,2.9151,2.3651,4.0000,,-0.3574,0.1839,False,17.0000,2022Q2,2026Q2,-0.0725,0.7822,-0.0187,0.9432,0.7782,2.9840,2.9151,2.3651,4.0000,,-0.3574,0.1839,False,14.0000,2023Q1,2026Q2,-0.0121,0.9673,-0.0249,0.9326,0.9660,1.2821,1.1942,1.0522,4.0000,,-0.0804,0.2396,False,False,0.8992,False,False,True,False,False,0.9270,False,False,True,False,False,0.9774,False,False,True,False,0.8188,False,
macro,umcsent,diff1,0,adr_fx_effect,yes: final reading by month end,17,2022Q2,2026Q2,0.0632,0.8097,0.0368,0.8885,0.7992,3.5834,3.4714,2.0447,4.8081,,0.3523,0.2943,True,17.0000,2022Q2,2026Q2,0.0632,0.8097,0.0368,0.8885,0.8102,3.5834,3.4714,2.0447,4.8081,,0.3523,0.2943,True,14.0000,2023Q1,2026Q2,0.0473,0.8725,0.0286,0.9226,0.8731,2.4182,2.2868,2.1058,4.8081,,0.1253,0.2373,True,False,0.9123,False,False,True,False,False,0.9385,False,False,True,False,False,0.9412,False,False,True,False,0.8555,False,
macro,umcsent,diff1,0,rev_beat_pct,yes: final reading by month end,19,2021Q4,2026Q2,0.0767,0.7549,0.1484,0.5444,0.7512,1.6997,1.5940,1.8683,1.9051,2.9659,-0.4869,0.5683,False,18.0000,2022Q1,2026Q2,0.2238,0.3719,0.1994,0.4277,0.3676,1.3224,1.2299,1.8683,1.9051,2.5915,0.0614,0.1332,True,14.0000,2023Q1,2026Q2,0.3121,0.2773,0.2577,0.3737,0.3027,1.2963,1.1923,1.7746,1.7501,2.4629,0.3849,0.0905,True,False,0.8822,False,True,True,False,False,0.6332,False,True,True,False,False,0.6109,False,True,True,False,0.7974,False,
macro,umcsent,diff1,0,excess_1d_pct,yes: final reading by month end,22,2021Q1,2026Q2,-0.1764,0.4322,-0.1824,0.4166,0.4126,8.8992,8.6157,11.8178,11.7731,,-0.4557,0.0148,False,18.0000,2022Q1,2026Q2,-0.0711,0.7791,-0.0918,0.7170,0.7722,9.4277,8.9334,12.2433,11.7731,,-0.3003,0.2771,False,14.0000,2023Q1,2026Q2,-0.1328,0.6509,-0.0857,0.7708,0.6464,9.5570,8.9779,12.1966,11.5384,,-0.0504,0.1925,False,False,0.6406,False,True,True,False,False,0.9264,False,True,True,False,False,0.8323,False,True,True,False,0.8088,False,
macro,umcsent,diff1,1,nights_yoy,yes (prior quarter),22,2021Q1,2026Q2,-0.0710,0.7536,0.0136,0.9521,0.8012,42.2517,41.8582,55.3297,44.3333,,-0.1070,0.3396,False,18.0000,2022Q1,2026Q2,-0.2074,0.4088,0.0852,0.7366,0.4056,12.7748,12.6420,8.5277,44.3333,,-0.4536,0.1773,False,14.0000,2023Q1,2026Q2,0.2404,0.4077,0.3769,0.1841,0.4146,3.3305,3.1986,3.0237,12.3664,,0.0843,0.2215,True,False,0.8822,False,True,True,False,False,0.6664,False,False,True,False,False,0.6972,False,False,True,False,0.9211,False,
macro,umcsent,diff1,1,nights_accel,yes (prior quarter),21,2021Q2,2026Q2,-0.1374,0.5525,-0.2728,0.2316,0.5475,59.3193,58.0960,91.2916,67.6587,,-0.2333,-0.1483,True,18.0000,2022Q1,2026Q2,0.1229,0.6272,-0.1144,0.6512,0.6823,8.9482,8.5570,14.0929,67.6587,,0.2798,-0.1515,False,14.0000,2023Q1,2026Q2,-0.2975,0.3016,-0.2826,0.3277,0.2897,3.2684,3.1641,4.9135,7.7828,,-0.1594,-0.2755,True,False,0.7383,False,True,True,False,False,0.8413,False,True,True,False,False,0.6244,False,True,True,False,0.6829,False,
macro,umcsent,diff1,1,gbv_yoy,yes (prior quarter),22,2021Q1,2026Q2,-0.0370,0.8701,-0.1068,0.6360,0.9121,68.6518,67.8646,84.5520,72.4377,,-0.0285,-0.0847,True,18.0000,2022Q1,2026Q2,-0.2593,0.2989,-0.1655,0.5117,0.2947,13.7357,13.7808,11.7213,72.4377,,-0.4634,-0.1839,True,14.0000,2023Q1,2026Q2,-0.0458,0.8764,-0.0088,0.9761,0.8701,3.8394,3.5990,3.3806,14.7503,,0.0472,-0.1725,False,False,0.9400,False,True,True,False,False,0.5508,False,False,True,True,False,0.9421,False,False,True,False,0.9392,False,
macro,umcsent,diff1,1,adr_yoy,yes (prior quarter),18,2022Q1,2026Q2,-0.2507,0.3156,-0.2400,0.3373,0.3097,2.6170,2.6109,2.5209,3.8025,,-0.3603,-0.2141,True,18.0000,2022Q1,2026Q2,-0.2507,0.3156,-0.2400,0.3373,0.2947,2.6170,2.6109,2.5209,3.8025,,-0.3603,-0.2141,True,14.0000,2023Q1,2026Q2,-0.2765,0.3385,-0.2775,0.3367,0.3636,2.6970,2.6740,1.9306,3.8025,,-0.0662,-0.2390,True,False,0.5074,False,False,True,False,False,0.5723,False,False,True,False,False,0.6520,False,False,True,False,0.9932,False,
macro,umcsent,diff1,1,adr_exfx_yoy,yes (prior quarter),17,2022Q2,2026Q2,-0.2261,0.3828,-0.1221,0.6405,0.3816,2.9846,2.9151,2.3651,4.0000,,-0.5997,0.2791,False,17.0000,2022Q2,2026Q2,-0.2261,0.3828,-0.1221,0.6405,0.3596,2.9846,2.9151,2.3651,4.0000,,-0.5997,0.2791,False,14.0000,2023Q1,2026Q2,0.1003,0.7329,0.0204,0.9448,0.7453,1.2668,1.1942,1.0522,4.0000,,0.2439,0.1870,True,False,0.5885,False,False,True,False,False,0.6429,False,False,True,False,False,0.8765,False,False,True,False,0.4561,False,
macro,umcsent,diff1,1,adr_fx_effect,yes (prior quarter),17,2022Q2,2026Q2,0.0199,0.9397,-0.0663,0.8005,0.9421,3.6244,3.4714,2.0447,4.8081,,0.5051,-0.4191,False,17.0000,2022Q2,2026Q2,0.0199,0.9397,-0.0663,0.8005,0.9311,3.6244,3.4714,2.0447,4.8081,,0.5051,-0.4191,False,14.0000,2023Q1,2026Q2,-0.3757,0.1855,-0.2996,0.2981,0.1798,2.2216,2.2868,2.1058,4.8081,,-0.1683,-0.4309,True,False,0.9721,False,False,True,False,False,0.9884,False,False,True,False,False,0.5397,False,False,True,True,0.9514,False,
macro,umcsent,diff1,1,rev_beat_pct,yes (prior quarter),19,2021Q4,2026Q2,-0.2156,0.3753,0.0509,0.8360,0.3636,1.6805,1.5940,1.8683,1.9051,2.9659,-0.2901,-0.1571,True,18.0000,2022Q1,2026Q2,0.0198,0.9380,0.2366,0.3446,0.9411,1.3106,1.2299,1.8683,1.9051,2.5915,0.1242,-0.0670,False,14.0000,2023Q1,2026Q2,0.0474,0.8722,0.2643,0.3612,0.8771,1.2975,1.1923,1.7746,1.7501,2.4629,0.0045,-0.0415,False,False,0.5780,False,True,True,False,False,0.9884,False,True,True,False,False,0.9412,False,True,True,False,0.5190,False,
macro,umcsent,diff1,1,excess_1d_pct,yes (prior quarter),22,2021Q1,2026Q2,0.0354,0.8756,0.1191,0.5974,0.8821,9.1999,8.6157,11.8178,11.7731,,0.1333,-0.0231,False,18.0000,2022Q1,2026Q2,-0.0197,0.9382,0.1063,0.6746,0.9351,9.6238,8.9334,12.2433,11.7731,,0.0049,-0.0340,False,14.0000,2023Q1,2026Q2,-0.0443,0.8804,0.0154,0.9584,0.8751,9.7758,8.9779,12.1966,11.5384,,-0.0366,0.4619,False,False,0.9400,False,True,True,False,False,0.9884,False,True,True,False,False,0.9450,False,True,True,False,0.9227,False,
macro,psavert,level,0,nights_yoy,"yes: BEA release ~4 weeks after month end; first vintage, revises",22,2021Q1,2026Q2,0.2598,0.2429,0.1208,0.5923,0.0929,62.8497,41.8582,55.3297,44.3333,,0.1571,-0.1231,False,18.0000,2022Q1,2026Q2,-0.3731,0.1272,-0.3682,0.1328,0.1189,12.2395,12.6420,8.5277,44.3333,,-0.5615,-0.3801,True,14.0000,2023Q1,2026Q2,0.1936,0.5073,0.1496,0.6098,0.4845,3.2506,3.1986,3.0237,12.3664,,-0.2001,-0.3604,True,False,0.4298,False,False,False,False,False,0.3003,False,False,True,True,False,0.7463,False,False,True,False,0.4286,False,
macro,psavert,level,0,nights_accel,"yes: BEA release ~4 weeks after month end; first vintage, revises",21,2021Q2,2026Q2,0.2469,0.2807,0.0108,0.9630,0.2438,79.7314,58.0960,91.2916,67.6587,,0.2801,-0.4772,False,18.0000,2022Q1,2026Q2,0.3580,0.1446,-0.1816,0.4708,0.1239,9.8082,8.5570,14.0929,67.6587,,0.5479,-0.2910,False,14.0000,2023Q1,2026Q2,-0.4467,0.1093,-0.5602,0.0372,0.1039,3.0327,3.1641,4.9135,7.7828,,-0.4914,-0.2854,True,False,0.4687,False,True,False,False,False,0.3276,False,True,True,False,False,0.4567,False,True,True,True,0.3953,False,
macro,psavert,level,0,gbv_yoy,"yes: BEA release ~4 weeks after month end; first vintage, revises",22,2021Q1,2026Q2,0.3788,0.0821,0.0862,0.7028,0.0549,97.4279,67.8646,84.5520,72.4377,,0.3068,-0.6077,False,18.0000,2022Q1,2026Q2,-0.4379,0.0691,-0.5996,0.0085,0.0719,12.9150,13.7808,11.7213,72.4377,,-0.5389,-0.7589,True,14.0000,2023Q1,2026Q2,-0.3511,0.2184,-0.3105,0.2799,0.2248,3.4713,3.5990,3.3806,14.7503,,-0.1461,-0.7498,True,False,0.1919,False,False,False,False,False,0.1911,False,False,True,True,False,0.5641,False,False,True,True,0.1772,False,
macro,psavert,level,0,adr_yoy,"yes: BEA release ~4 weeks after month end; first vintage, revises",18,2022Q1,2026Q2,-0.3948,0.1049,-0.3654,0.1359,0.1169,2.5606,2.6109,2.5209,3.8025,,-0.1437,-0.6830,True,18.0000,2022Q1,2026Q2,-0.3948,0.1049,-0.3654,0.1359,0.1059,2.5606,2.6109,2.5209,3.8025,,-0.1437,-0.6830,True,14.0000,2023Q1,2026Q2,-0.6505,0.0118,-0.5424,0.0451,0.0170,2.2432,2.6740,1.9306,3.8025,,0.2483,-0.6750,False,False,0.2323,False,False,True,True,False,0.2630,False,False,True,True,True,0.1871,False,False,True,True,0.7833,False,
macro,psavert,level,0,adr_exfx_yoy,"yes: BEA release ~4 weeks after month end; first vintage, revises",17,2022Q2,2026Q2,-0.6745,0.0030,-0.6603,0.0039,0.0030,2.3599,2.9151,2.3651,4.0000,,-0.8111,-0.6457,True,17.0000,2022Q2,2026Q2,-0.6745,0.0030,-0.6603,0.0039,0.0020,2.3599,2.9151,2.3651,4.0000,,-0.8111,-0.6457,True,14.0000,2023Q1,2026Q2,-0.5800,0.0297,-0.4276,0.1272,0.0310,1.0287,1.1942,1.0522,4.0000,,0.1707,-0.9069,False,True,0.0147,False,True,True,True,True,0.0157,False,True,True,True,True,0.2965,False,True,True,True,0.0101,True,
