quarter,ticker,metric,report_date,accession,exhibit_url,extracted_text
2021Q1,EXPE,revenue,2021-05-06,0001324424-21-000042,https://www.sec.gov/Archives/edgar/data/1324424/000132442421000042/earningsrelease-q12021.htm,"| Revenue | 1,246 | 2,209 | (44)% | "
2021Q1,EXPE,room_nights,2021-05-06,0001324424-21-000042,https://www.sec.gov/Archives/edgar/data/1324424/000132442421000042/earningsrelease-q12021.htm,| Stayed room night growth | (47)% | (14)% | NM | 
2021Q2,EXPE,adj_ebitda,2021-08-05,0001324424-21-000068,https://www.sec.gov/Archives/edgar/data/1324424/000132442421000068/earningsrelease-q22021.htm,| Adjusted EBITDA(2) | 201 | (436) | NM | 
2021Q2,EXPE,gross_bookings,2021-08-05,0001324424-21-000068,https://www.sec.gov/Archives/edgar/data/1324424/000132442421000068/earningsrelease-q22021.htm,"| Gross bookings | $20,815 | $2,713 | 667% | "
2021Q2,EXPE,revenue,2021-08-05,0001324424-21-000068,https://www.sec.gov/Archives/edgar/data/1324424/000132442421000068/earningsrelease-q22021.htm,"| Revenue | 2,111 | 566 | 273% | "
2021Q2,EXPE,room_nights,2021-08-05,0001324424-21-000068,https://www.sec.gov/Archives/edgar/data/1324424/000132442421000068/earningsrelease-q22021.htm,| Stayed room night growth | 196% | (81)% | NM | 
2021Q3,EXPE,adj_ebitda,2021-11-04,0001324424-21-000091,https://www.sec.gov/Archives/edgar/data/1324424/000132442421000091/earningsrelease-q32021.htm,| Adjusted EBITDA(2) | 855 | 304 | 181% | 
2021Q3,EXPE,gross_bookings,2021-11-04,0001324424-21-000091,https://www.sec.gov/Archives/edgar/data/1324424/000132442421000091/earningsrelease-q32021.htm,"| Gross bookings | $18,725 | $8,631 | 117% | "
2021Q3,EXPE,revenue,2021-11-04,0001324424-21-000091,https://www.sec.gov/Archives/edgar/data/1324424/000132442421000091/earningsrelease-q32021.htm,"| Revenue | 2,962 | 1,504 | 97% | "
2021Q3,EXPE,room_nights,2021-11-04,0001324424-21-000091,https://www.sec.gov/Archives/edgar/data/1324424/000132442421000091/earningsrelease-q32021.htm,| Stayed room night growth | 59% | (58)% | NM | 
2021Q4,EXPE,adj_ebitda,2022-02-10,0001324424-22-000006,https://www.sec.gov/Archives/edgar/data/1324424/000132442422000006/earningsrelease-q42021.htm,| Adjusted EBITDA(2) | 479 | (160) | NM | 
2021Q4,EXPE,gross_bookings,2022-02-10,0001324424-22-000006,https://www.sec.gov/Archives/edgar/data/1324424/000132442422000006/earningsrelease-q42021.htm,"| Gross bookings | $17,463 | $7,567 | 131% | "
2021Q4,EXPE,revenue,2022-02-10,0001324424-22-000006,https://www.sec.gov/Archives/edgar/data/1324424/000132442422000006/earningsrelease-q42021.htm,"| Revenue | 2,279 | 920 | 148% | "
2021Q4,EXPE,room_nights,2022-02-10,0001324424-22-000006,https://www.sec.gov/Archives/edgar/data/1324424/000132442422000006/earningsrelease-q42021.htm,| Stayed room night growth | 74% | (61)% | NM | 
2022Q1,EXPE,adj_ebitda,2022-05-02,0001324424-22-000022,https://www.sec.gov/Archives/edgar/data/1324424/000132442422000022/earningsrelease-q12022.htm,| Adjusted EBITDA(2) | 173 | (58) | NM | 
2022Q1,EXPE,gross_bookings,2022-05-02,0001324424-22-000022,https://www.sec.gov/Archives/edgar/data/1324424/000132442422000022/earningsrelease-q12022.htm,"| Gross bookings | $24,412 | $15,422 | 58% | "
2022Q1,EXPE,revenue,2022-05-02,0001324424-22-000022,https://www.sec.gov/Archives/edgar/data/1324424/000132442422000022/earningsrelease-q12022.htm,"| Revenue | 2,249 | 1,246 | 81% | "
2022Q1,EXPE,room_nights,2022-05-02,0001324424-22-000022,https://www.sec.gov/Archives/edgar/data/1324424/000132442422000022/earningsrelease-q12022.htm,| Stayed room night growth | 52% | (47)% | NM | 
2022Q2,EXPE,adj_ebitda,2022-08-04,0001324424-22-000049,https://www.sec.gov/Archives/edgar/data/1324424/000132442422000049/earningsrelease-q22022.htm,| Adjusted EBITDA(2) | 648 | 201 | 223% | 
2022Q2,EXPE,gross_bookings,2022-08-04,0001324424-22-000049,https://www.sec.gov/Archives/edgar/data/1324424/000132442422000049/earningsrelease-q22022.htm,"| Gross bookings | $26,139 | $20,815 | 26% | "
2022Q2,EXPE,revenue,2022-08-04,0001324424-22-000049,https://www.sec.gov/Archives/edgar/data/1324424/000132442422000049/earningsrelease-q22022.htm,"| Revenue | 3,181 | 2,111 | 51% | "
2022Q2,EXPE,room_nights,2022-08-04,0001324424-22-000049,https://www.sec.gov/Archives/edgar/data/1324424/000132442422000049/earningsrelease-q22022.htm,| Booked room nights | 82.5 | 68.4 | 21% | 
2022Q3,EXPE,adj_ebitda,2022-11-03,0001324424-22-000063,https://www.sec.gov/Archives/edgar/data/1324424/000132442422000063/earningsrelease-q32022.htm,"| Adjusted EBITDA(2) | 1,079 | 855 | 26% | "
2022Q3,EXPE,gross_bookings,2022-11-03,0001324424-22-000063,https://www.sec.gov/Archives/edgar/data/1324424/000132442422000063/earningsrelease-q32022.htm,"| Gross bookings | $23,987 | $18,725 | 28% | "
2022Q3,EXPE,revenue,2022-11-03,0001324424-22-000063,https://www.sec.gov/Archives/edgar/data/1324424/000132442422000063/earningsrelease-q32022.htm,"| Revenue | 3,619 | 2,962 | 22% | "
2022Q3,EXPE,room_nights,2022-11-03,0001324424-22-000063,https://www.sec.gov/Archives/edgar/data/1324424/000132442422000063/earningsrelease-q32022.htm,| Booked room nights | 81.6 | 65.4 | 25% | 
2022Q4,EXPE,adj_ebitda,2023-02-09,0001324424-23-000005,https://www.sec.gov/Archives/edgar/data/1324424/000132442423000005/earningsrelease-q42022.htm,| Adjusted EBITDA(1) | $449 | $479 | (6)% | 
2022Q4,EXPE,gross_bookings,2023-02-09,0001324424-23-000005,https://www.sec.gov/Archives/edgar/data/1324424/000132442423000005/earningsrelease-q42022.htm,"| Gross bookings | $20,511 | $17,463 | 17% | "
2022Q4,EXPE,revenue,2023-02-09,0001324424-23-000005,https://www.sec.gov/Archives/edgar/data/1324424/000132442423000005/earningsrelease-q42022.htm,"| Revenue | $2,618 | $2,279 | 15% | "
2022Q4,EXPE,room_nights,2023-02-09,0001324424-23-000005,https://www.sec.gov/Archives/edgar/data/1324424/000132442423000005/earningsrelease-q42022.htm,| Booked room nights | 70.8 | 59.7 | 19% | 
2023Q1,EXPE,adj_ebitda,2023-05-04,0001324424-23-000029,https://www.sec.gov/Archives/edgar/data/1324424/000132442423000029/earningsrelease-q12023.htm,| Adjusted EBITDA(1) | $185 | $173 | 7% | 
2023Q1,EXPE,gross_bookings,2023-05-04,0001324424-23-000029,https://www.sec.gov/Archives/edgar/data/1324424/000132442423000029/earningsrelease-q12023.htm,"| Gross bookings | $29,401 | $24,412 | 20% | "
2023Q1,EXPE,revenue,2023-05-04,0001324424-23-000029,https://www.sec.gov/Archives/edgar/data/1324424/000132442423000029/earningsrelease-q12023.htm,"| Revenue | $2,665 | $2,249 | 18% | "
2023Q1,EXPE,room_nights,2023-05-04,0001324424-23-000029,https://www.sec.gov/Archives/edgar/data/1324424/000132442423000029/earningsrelease-q12023.htm,| Booked room nights | 94.5 | 77.0 | 23% | 
2023Q2,EXPE,adj_ebitda,2023-08-03,0001324424-23-000042,https://www.sec.gov/Archives/edgar/data/1324424/000132442423000042/earningsrelease-q22023.htm,| Adjusted EBITDA(1) | $747 | $648 | 15% | 
2023Q2,EXPE,gross_bookings,2023-08-03,0001324424-23-000042,https://www.sec.gov/Archives/edgar/data/1324424/000132442423000042/earningsrelease-q22023.htm,"| Gross bookings | $27,321 | $26,139 | 5% | "
2023Q2,EXPE,revenue,2023-08-03,0001324424-23-000042,https://www.sec.gov/Archives/edgar/data/1324424/000132442423000042/earningsrelease-q22023.htm,"| Revenue | $3,358 | $3,181 | 6% | "
2023Q2,EXPE,room_nights,2023-08-03,0001324424-23-000042,https://www.sec.gov/Archives/edgar/data/1324424/000132442423000042/earningsrelease-q22023.htm,| Booked room nights | 89.7 | 82.5 | 9% | 
2023Q3,EXPE,adj_ebitda,2023-11-02,0001324424-23-000058,https://www.sec.gov/Archives/edgar/data/1324424/000132442423000058/earningsrelease-q32023.htm,"| Adjusted EBITDA | $1,216 | $1,079 | 13% | "
2023Q3,EXPE,gross_bookings,2023-11-02,0001324424-23-000058,https://www.sec.gov/Archives/edgar/data/1324424/000132442423000058/earningsrelease-q32023.htm,"| Gross bookings | $25,685 | $23,987 | 7% | "
2023Q3,EXPE,revenue,2023-11-02,0001324424-23-000058,https://www.sec.gov/Archives/edgar/data/1324424/000132442423000058/earningsrelease-q32023.htm,"| Revenue | $3,929 | $3,619 | 9% | "
2023Q3,EXPE,room_nights,2023-11-02,0001324424-23-000058,https://www.sec.gov/Archives/edgar/data/1324424/000132442423000058/earningsrelease-q32023.htm,| Booked room nights | 89.3 | 81.6 | 9% | 
2023Q4,EXPE,adj_ebitda,2024-02-08,0001324424-24-000005,https://www.sec.gov/Archives/edgar/data/1324424/000132442424000005/earningsrelease-q42023.htm,| Adjusted EBITDA | $532 | $449 | 19% | 
2023Q4,EXPE,gross_bookings,2024-02-08,0001324424-24-000005,https://www.sec.gov/Archives/edgar/data/1324424/000132442424000005/earningsrelease-q42023.htm,"| Gross bookings | $21,672 | $20,511 | 6% | "
2023Q4,EXPE,revenue,2024-02-08,0001324424-24-000005,https://www.sec.gov/Archives/edgar/data/1324424/000132442424000005/earningsrelease-q42023.htm,"| Revenue | $2,887 | $2,618 | 10% | "
2023Q4,EXPE,room_nights,2024-02-08,0001324424-24-000005,https://www.sec.gov/Archives/edgar/data/1324424/000132442424000005/earningsrelease-q42023.htm,| Booked room nights | 77.4 | 70.8 | 9% | 
2024Q1,EXPE,adj_ebitda,2024-05-02,0001324424-24-000024,https://www.sec.gov/Archives/edgar/data/1324424/000132442424000024/earningsrelease-q12024.htm,| Adjusted EBITDA* | $255 | $185 | 38% | 
2024Q1,EXPE,gross_bookings,2024-05-02,0001324424-24-000024,https://www.sec.gov/Archives/edgar/data/1324424/000132442424000024/earningsrelease-q12024.htm,"| Gross bookings | $30,164 | $29,401 | 3% | "
2024Q1,EXPE,revenue,2024-05-02,0001324424-24-000024,https://www.sec.gov/Archives/edgar/data/1324424/000132442424000024/earningsrelease-q12024.htm,"| Revenue | $2,889 | $2,665 | 8% | "
2024Q1,EXPE,room_nights,2024-05-02,0001324424-24-000024,https://www.sec.gov/Archives/edgar/data/1324424/000132442424000024/earningsrelease-q12024.htm,| Booked room nights | 101.2 | 94.5 | 7% | 
2024Q2,EXPE,adj_ebitda,2024-08-08,0001324424-24-000036,https://www.sec.gov/Archives/edgar/data/1324424/000132442424000036/earningsrelease-q22024.htm,| Adjusted EBITDA* | $786 | $747 | 5% | 
2024Q2,EXPE,gross_bookings,2024-08-08,0001324424-24-000036,https://www.sec.gov/Archives/edgar/data/1324424/000132442424000036/earningsrelease-q22024.htm,"| Gross bookings | $28,837 | $27,321 | 6% | "
2024Q2,EXPE,revenue,2024-08-08,0001324424-24-000036,https://www.sec.gov/Archives/edgar/data/1324424/000132442424000036/earningsrelease-q22024.htm,"| Revenue | $3,558 | $3,358 | 6% | "
2024Q2,EXPE,room_nights,2024-08-08,0001324424-24-000036,https://www.sec.gov/Archives/edgar/data/1324424/000132442424000036/earningsrelease-q22024.htm,| Booked room nights | 98.9 | 89.7 | 10% | 
2024Q3,EXPE,adj_ebitda,2024-11-07,0001324424-24-000049,https://www.sec.gov/Archives/edgar/data/1324424/000132442424000049/earningsrelease-q32024.htm,"| Adjusted EBITDA* | $1,250 | $1,216 | 3% | "
2024Q3,EXPE,gross_bookings,2024-11-07,0001324424-24-000049,https://www.sec.gov/Archives/edgar/data/1324424/000132442424000049/earningsrelease-q32024.htm,"| Gross bookings | $27,498 | $25,685 | 7% | "
2024Q3,EXPE,revenue,2024-11-07,0001324424-24-000049,https://www.sec.gov/Archives/edgar/data/1324424/000132442424000049/earningsrelease-q32024.htm,"| Revenue | $4,060 | $3,929 | 3% | "
2024Q3,EXPE,room_nights,2024-11-07,0001324424-24-000049,https://www.sec.gov/Archives/edgar/data/1324424/000132442424000049/earningsrelease-q32024.htm,| Booked room nights | 97.4 | 89.3 | 9% | 
2024Q4,EXPE,adj_ebitda,2025-02-06,0001324424-25-000005,https://www.sec.gov/Archives/edgar/data/1324424/000132442425000005/earningsrelease-q42024.htm,| Adjusted EBITDA* | $643 | $532 | 21% | 
2024Q4,EXPE,gross_bookings,2025-02-06,0001324424-25-000005,https://www.sec.gov/Archives/edgar/data/1324424/000132442425000005/earningsrelease-q42024.htm,"| Gross bookings | $24,422 | $21,672 | 13% | "
2024Q4,EXPE,revenue,2025-02-06,0001324424-25-000005,https://www.sec.gov/Archives/edgar/data/1324424/000132442425000005/earningsrelease-q42024.htm,"| Revenue | $3,184 | $2,887 | 10% | "
2024Q4,EXPE,room_nights,2025-02-06,0001324424-25-000005,https://www.sec.gov/Archives/edgar/data/1324424/000132442425000005/earningsrelease-q42024.htm,| Booked room nights | 86.4 | 77.4 | 12% | 
2025Q1,EXPE,adj_ebitda,2025-05-08,0001324424-25-000025,https://www.sec.gov/Archives/edgar/data/1324424/000132442425000025/earningsrelease-q12025.htm,| Adjusted EBITDA* | $296 | $255 | 16% | 
2025Q1,EXPE,gross_bookings,2025-05-08,0001324424-25-000025,https://www.sec.gov/Archives/edgar/data/1324424/000132442425000025/earningsrelease-q12025.htm,"| Gross bookings | $31,451 | $30,164 | 4% | "
2025Q1,EXPE,revenue,2025-05-08,0001324424-25-000025,https://www.sec.gov/Archives/edgar/data/1324424/000132442425000025/earningsrelease-q12025.htm,"| Revenue | $2,988 | $2,889 | 3% | "
2025Q1,EXPE,room_nights,2025-05-08,0001324424-25-000025,https://www.sec.gov/Archives/edgar/data/1324424/000132442425000025/earningsrelease-q12025.htm,| Booked room nights | 107.7 | 101.2 | 6% | 
2025Q2,EXPE,adj_ebitda,2025-08-07,0001324424-25-000039,https://www.sec.gov/Archives/edgar/data/1324424/000132442425000039/earningsrelease-q22025.htm,| Adjusted EBITDA* | $908 | $786 | 16% | 
2025Q2,EXPE,gross_bookings,2025-08-07,0001324424-25-000039,https://www.sec.gov/Archives/edgar/data/1324424/000132442425000039/earningsrelease-q22025.htm,"| Gross bookings | $30,409 | $28,837 | 5% | "
2025Q2,EXPE,outlook,2025-08-07,0001324424-25-000039,https://www.sec.gov/Archives/edgar/data/1324424/000132442425000039/earningsrelease-q22025.htm,Gross bookings | 2-4% | 3-5% | 5-7% | Revenue |
2025Q2,EXPE,revenue,2025-08-07,0001324424-25-000039,https://www.sec.gov/Archives/edgar/data/1324424/000132442425000039/earningsrelease-q22025.htm,"| Revenue | $3,786 | $3,558 | 6% | "
2025Q2,EXPE,room_nights,2025-08-07,0001324424-25-000039,https://www.sec.gov/Archives/edgar/data/1324424/000132442425000039/earningsrelease-q22025.htm,| Booked room nights | 105.5 | 98.9 | 7% | 
2025Q3,EXPE,adj_ebitda,2025-11-06,0001324424-25-000049,https://www.sec.gov/Archives/edgar/data/1324424/000132442425000049/earningsrelease-q32025.htm,"| Adjusted EBITDA* | $1,449 | $1,250 | 16% | "
2025Q3,EXPE,gross_bookings,2025-11-06,0001324424-25-000049,https://www.sec.gov/Archives/edgar/data/1324424/000132442425000049/earningsrelease-q32025.htm,"| Gross bookings | $30,727 | $27,498 | 12% | "
2025Q3,EXPE,outlook,2025-11-06,0001324424-25-000049,https://www.sec.gov/Archives/edgar/data/1324424/000132442425000049/earningsrelease-q32025.htm,Gross bookings | 3-5% | 7% | 6-8% | Revenue |
2025Q3,EXPE,revenue,2025-11-06,0001324424-25-000049,https://www.sec.gov/Archives/edgar/data/1324424/000132442425000049/earningsrelease-q32025.htm,"| Revenue | $4,412 | $4,060 | 9% | "
2025Q3,EXPE,room_nights,2025-11-06,0001324424-25-000049,https://www.sec.gov/Archives/edgar/data/1324424/000132442425000049/earningsrelease-q32025.htm,| Booked room nights | 108.2 | 97.4 | 11% | 
2025Q4,EXPE,adj_ebitda,2026-02-12,0001324424-26-000005,https://www.sec.gov/Archives/edgar/data/1324424/000132442426000005/earningsrelease-q42025.htm,"| Adjusted EBITDA* | $848 | $643 | 32% | $3,501 | $2,934 | 19% | "
2025Q4,EXPE,gross_bookings,2026-02-12,0001324424-26-000005,https://www.sec.gov/Archives/edgar/data/1324424/000132442426000005/earningsrelease-q42025.htm,"| Gross bookings | $27,003 | $24,422 | 11% | $119,590 | $110,921 | 8% | "
2025Q4,EXPE,outlook,2026-02-12,0001324424-26-000005,https://www.sec.gov/Archives/edgar/data/1324424/000132442426000005/earningsrelease-q42025.htm,Gross bookings | $34.6 - $35.2B +10 - 12% | $127 - $129B +6 - 8% | Revenue |
2025Q4,EXPE,revenue,2026-02-12,0001324424-26-000005,https://www.sec.gov/Archives/edgar/data/1324424/000132442426000005/earningsrelease-q42025.htm,"| Revenue | $3,547 | $3,184 | 11% | $14,733 | $13,691 | 8% | "
2025Q4,EXPE,room_nights,2026-02-12,0001324424-26-000005,https://www.sec.gov/Archives/edgar/data/1324424/000132442426000005/earningsrelease-q42025.htm,Booked room nights grew 9%
2026Q1,EXPE,adj_ebitda,2026-05-07,0001324424-26-000031,https://www.sec.gov/Archives/edgar/data/1324424/000132442426000031/earningsrelease-q12026.htm,| Adjusted EBITDA* | $542 | $296 | 83% | 
2026Q1,EXPE,gross_bookings,2026-05-07,0001324424-26-000031,https://www.sec.gov/Archives/edgar/data/1324424/000132442426000031/earningsrelease-q12026.htm,"| Gross bookings | $35,530 | $31,451 | 13% | "
2026Q1,EXPE,outlook,2026-05-07,0001324424-26-000031,https://www.sec.gov/Archives/edgar/data/1324424/000132442426000031/earningsrelease-q12026.htm,Gross bookings | $127 - $129B+6 - 8% | $127 - $129B+6 - 8% | $32.5 - $33.1B+7 - 9% | Revenue |
2026Q1,EXPE,revenue,2026-05-07,0001324424-26-000031,https://www.sec.gov/Archives/edgar/data/1324424/000132442426000031/earningsrelease-q12026.htm,"| Revenue | $3,426 | $2,988 | 15% | "
2026Q1,EXPE,room_nights,2026-05-07,0001324424-26-000031,https://www.sec.gov/Archives/edgar/data/1324424/000132442426000031/earningsrelease-q12026.htm,| Booked room nights | 113.9 | 107.7 | 6% | 
2026Q2,EXPE,adj_ebitda,2026-08-05,0001324424-26-000051,https://www.sec.gov/Archives/edgar/data/1324424/000132442426000051/earningsrelease-q22026.htm,"| Adjusted EBITDA* | $1,119 | $908 | 23% | "
2026Q2,EXPE,gross_bookings,2026-08-05,0001324424-26-000051,https://www.sec.gov/Archives/edgar/data/1324424/000132442426000051/earningsrelease-q22026.htm,"| Gross Bookings | $33,928 | $30,409 | 12% | "
2026Q2,EXPE,outlook,2026-08-05,0001324424-26-000051,https://www.sec.gov/Archives/edgar/data/1324424/000132442426000051/earningsrelease-q22026.htm,Gross Bookings | $32.2 - $32.8B+5 - 7% | Revenue |
2026Q2,EXPE,revenue,2026-08-05,0001324424-26-000051,https://www.sec.gov/Archives/edgar/data/1324424/000132442426000051/earningsrelease-q22026.htm,"| Revenue | $4,315 | $3,786 | 14% | "
2026Q2,EXPE,room_nights,2026-08-05,0001324424-26-000051,https://www.sec.gov/Archives/edgar/data/1324424/000132442426000051/earningsrelease-q22026.htm,| Booked Room Nights | 111.5 | 105.5 | 6% | 
2020Q4,HLT,revpar,2021-02-17,0001585689-21-000011,https://www.sec.gov/Archives/edgar/data/1585689/000158568921000011/a2020-q4earningsrelease.htm,"System-wide comparable RevPAR decreased 59.2 percent and 56.7 percent on a currency neutral basis for the fourth quarter and full year, respectively, from the same periods in 2019 •Approved 18"
2021Q1,HLT,revpar,2021-05-05,0001585689-21-000061,https://www.sec.gov/Archives/edgar/data/1585689/000158568921000061/a2021-q1earningsrelease.htm,"System-wide comparable RevPAR decreased 38.4 percent on a currency neutral basis for the first quarter from the same period in 2020 •Approved 21,900 new rooms for development during the first "
2021Q2,HLT,revpar,2021-07-29,0001585689-21-000099,https://www.sec.gov/Archives/edgar/data/1585689/000158568921000099/q22021earningsrelease.htm,"System-wide comparable RevPAR increased 233.8 percent on a currency neutral basis for the second quarter from the same period in 2020 •Approved 25,900 new rooms for development during the secon"
2021Q3,HLT,revpar,2021-10-27,0001585689-21-000115,https://www.sec.gov/Archives/edgar/data/1585689/000158568921000115/q32021earningsrelease.htm,System-wide comparable RevPAR increased 98.7 percent on a currency neutral basis for the third quarter from the same period in 2020 •System-wide comparable RevPAR decreased 18.8 percent on a c
2021Q4,HLT,revpar,2022-02-16,0001585689-22-000009,https://www.sec.gov/Archives/edgar/data/1585689/000158568922000009/a2021-q4earningsrelease.htm,"System-wide comparable RevPAR increased 104.2 percent and 60.4 percent, on a currency neutral basis, for the fourth quarter and full year, respectively, from the same periods in 2020 •System-wi"
2022Q1,HLT,revpar,2022-05-03,0001585689-22-000079,https://www.sec.gov/Archives/edgar/data/1585689/000158568922000079/q12022earningsrelease.htm,"System-wide comparable RevPAR increased 80.5 percent, on a currency neutral basis, for the first quarter compared to the same period in 2021 •System-wide comparable RevPAR was down 17.0 percen"
2022Q2,HLT,revpar,2022-07-27,0001585689-22-000136,https://www.sec.gov/Archives/edgar/data/1585689/000158568922000136/q22022earningsrelease.htm,"System-wide comparable RevPAR increased 54.3 percent, on a currency neutral basis, for the second quarter compared to the same period in 2021 •System-wide comparable RevPAR was down 2.1 percen"
2022Q3,HLT,revpar,2022-10-26,0001585689-22-000160,https://www.sec.gov/Archives/edgar/data/1585689/000158568922000160/q32022earningsrelease.htm,"System-wide comparable RevPAR increased 29.9 percent, on a currency neutral basis, for the third quarter compared to the same period in 2021 •System-wide comparable RevPAR increased 5.0 percen"
2022Q4,HLT,revpar,2023-02-09,0001585689-23-000032,https://www.sec.gov/Archives/edgar/data/1585689/000158568923000032/q42022earningsrelease.htm,"System-wide comparable RevPAR increased 24.8 percent and 42.5 percent, on a currency neutral basis, for the fourth quarter and full year, respectively, compared to the same periods in 2021 •Sy"
2023Q1,HLT,revpar,2023-04-26,0001585689-23-000098,https://www.sec.gov/Archives/edgar/data/1585689/000158568923000098/q12023earningsrelease.htm,"System-wide comparable RevPAR increased 30.0 percent, on a currency neutral basis, for the first quarter compared to the same period in 2022 •System-wide comparable RevPAR increased 8.0 percen"
2023Q2,HLT,revpar,2023-07-26,0001585689-23-000152,https://www.sec.gov/Archives/edgar/data/1585689/000158568923000152/q22023earningsrelease.htm,"System-wide comparable RevPAR increased 12.1 percent, on a currency neutral basis, for the second quarter compared to the same period in 2022 •System-wide comparable RevPAR increased 9.3 perce"
2023Q3,HLT,revpar,2023-10-25,0001585689-23-000191,https://www.sec.gov/Archives/edgar/data/1585689/000158568923000191/q32023earningsrelease.htm,"System-wide comparable RevPAR increased 6.8 percent, on a currency neutral basis, for the third quarter compared to the same period in 2022 •System-wide comparable RevPAR increased 11.4 perce"
2023Q4,HLT,revpar,2024-02-07,0001585689-24-000023,https://www.sec.gov/Archives/edgar/data/1585689/000158568924000023/q42023earningsrelease.htm,"System-wide comparable RevPAR increased 5.7 percent and 12.6 percent, on a currency neutral basis, for the fourth quarter and full year, respectively, compared to the same periods in 2022 •Sy"
2024Q1,HLT,revpar,2024-04-24,0001585689-24-000099,https://www.sec.gov/Archives/edgar/data/1585689/000158568924000099/q12024earningsrelease.htm,"System-wide comparable RevPAR increased 2.0 percent, on a currency neutral basis, for the first quarter compared to the same period in 2023 •Approved 29,800 new rooms for development during t"
2024Q2,HLT,revpar,2024-08-07,0001585689-24-000160,https://www.sec.gov/Archives/edgar/data/1585689/000158568924000160/q22024earningsrelease.htm,"System-wide comparable RevPAR increased 3.5 percent, on a currency neutral basis, for the second quarter compared to the same period in 2023 •Approved 62,700 new rooms for development during "
2024Q3,HLT,revpar,2024-10-23,0001585689-24-000189,https://www.sec.gov/Archives/edgar/data/1585689/000158568924000189/q32024earningsrelease.htm,"System-wide comparable RevPAR increased 1.4 percent, on a currency neutral basis, for the third quarter compared to the same period in 2023 •Approved 27,500 new rooms for development during t"
2024Q4,HLT,revpar,2025-02-06,0001585689-25-000006,https://www.sec.gov/Archives/edgar/data/1585689/000158568925000006/q42024earningsrelease.htm,"System-wide comparable RevPAR increased 3.5 percent and 2.7 percent, on a currency neutral basis, for the fourth quarter and full year, respectively, compared to the same periods in 2023, exc"
2025Q1,HLT,revpar,2025-04-29,0001585689-25-000086,https://www.sec.gov/Archives/edgar/data/1585689/000158568925000086/q12025earningsrelease.htm,"System-wide comparable RevPAR increased 2.5 percent, on a currency neutral basis, for the first quarter compared to the same period in 2024 •Approved 32,600 new rooms for development during t"
2025Q2,HLT,revpar,2025-07-23,0001585689-25-000144,https://www.sec.gov/Archives/edgar/data/1585689/000158568925000144/q22025earningsrelease.htm,"System-wide comparable RevPAR declined 0.5 percent, on a currency neutral basis, for the second quarter compared to the same period in 2024 •Approved 36,200 new rooms for development during "
2025Q3,HLT,revpar,2025-10-22,0001585689-25-000158,https://www.sec.gov/Archives/edgar/data/1585689/000158568925000158/q32025earningsrelease.htm,"System-wide comparable RevPAR declined 1.1 percent, on a currency neutral basis, for the third quarter compared to the same period in 2024 •Approved 33,000 new rooms for development during t"
2025Q4,HLT,revpar,2026-02-11,0001585689-26-000005,https://www.sec.gov/Archives/edgar/data/1585689/000158568926000005/q42025earningsrelease.htm,"System-wide comparable RevPAR increased 0.5 percent and 0.4 percent, on a currency neutral basis, for the fourth quarter and full year, respectively, compared to the same periods in 2024 •App"
2026Q1,HLT,revpar,2026-04-28,0001585689-26-000031,https://www.sec.gov/Archives/edgar/data/1585689/000158568926000031/q12026earningsrelease.htm,"System-wide comparable RevPAR increased 3.6 percent, on a currency neutral basis, for the first quarter compared to the same period in 2025 •Approved 26,200 new rooms for development during t"
2026Q2,HLT,revpar,2026-07-28,0001585689-26-000042,https://www.sec.gov/Archives/edgar/data/1585689/000158568926000042/q22026earningsrelease.htm,"System-wide comparable RevPAR increased 3.9 percent, on a currency neutral basis, for the second quarter compared to the same period in 2025 •Approved 42,900 new rooms for development during "
2020Q4,MAR,revpar,2021-02-18,0001628280-21-002419,https://www.sec.gov/Archives/edgar/data/1048286/000162828021002419/mar-2020q4earningsreleasee.htm,"QUARTER 2020 RESULTS •Fourth quarter 2020 comparable systemwide constant dollar RevPAR declined 64.1 percent worldwide, 64.6 percent in the U.S. & Canada, and"
2021Q1,MAR,revpar,2021-05-10,0001628280-21-009580,https://www.sec.gov/Archives/edgar/data/1048286/000162828021009580/mar-2021q1earningsreleasee.htm," QUARTER 2021 RESULTS •First quarter 2021 comparable systemwide constant dollar RevPAR declined 46.3 percent worldwide, 46.3 percent in the U.S. & Canada, and"
2021Q2,MAR,revpar,2021-08-03,0001628280-21-015244,https://www.sec.gov/Archives/edgar/data/1048286/000162828021015244/mar-2021q2earningsreleasee.htm,"QUARTER 2021 RESULTS •Second quarter 2021 comparable systemwide constant dollar RevPAR increased 262.6 percent worldwide, 274.6 percent in the U.S. & Canada, an"
2021Q3,MAR,revpar,2021-11-03,0001628280-21-021312,https://www.sec.gov/Archives/edgar/data/1048286/000162828021021312/mar-2021q3earningsreleasee.htm," QUARTER 2021 RESULTS •Third quarter 2021 comparable systemwide constant dollar RevPAR increased 118.4 percent worldwide, 134.7 percent in the U.S. & Canada, an"
2021Q4,MAR,revpar,2022-02-15,0001628280-22-002652,https://www.sec.gov/Archives/edgar/data/1048286/000162828022002652/mar-2021q4earningsreleasee.htm,"QUARTER 2021 RESULTS •Fourth quarter 2021 comparable systemwide constant dollar RevPAR increased 124.5 percent worldwide, 143.6 percent in the U.S. & Canada, an"
