slug,url,category,data_kind,one_line,abnb_use,sampled,dir_bytes,rows,date_range,geography,full_dataset_size,description,issues
hf-bookingcom-accommodation-reviews,https://huggingface.co/datasets/Booking-com/accommodation-reviews,competitor_ota,pointer_to_external_host,"Official Booking.com-published review corpus on HuggingFace (public, NOT gated, no login needed), CC-BY-SA-4.0, last modified 21 Sep 2025, ~1.71 GB total: root train.csv (584,286,730 bytes) and val.csv (72,987,708 bytes) plus a rectour24/ subfolder (train_reviews.csv 554 MB, train_users.csv, train_matches.csv, val_*, test_*); ~1.6M English reviews over ~40k accommodations with guest_score, guest_type, guest_country, room_nights, check-in month, accommodation_type/country/star_rating and location_is_beach/ski/city_center tags. The 193-row figure the scout saw is only the broken dataset-viewer preview, not the real files.","Gap #9 competitor read and gap #20 party-size/length-of-stay: room_nights is a direct length-of-stay distribution and guest_type a party-composition proxy on a Booking.com panel, with check-in month and beach/ski/city-centre tags allowing a seasonal and destination-mix cut — a richer comparator than the 515k Kaggle review file we hold, and an external benchmark for our Hawaii party-size series.",True,5037696,"hf_booking_train_head.csv 8,395 rows (head of train.csv, ~1.6M rows); hf_booking_rectour24_users_head.csv 19,329 rows (head of rectour24/train_users.csv); listing/card/sizes non-tabular","Reviews published in 2023; only check-in month (1-12) is given, no year/day column. Sample months span 1-12.",,"10 CSVs, 1.71 GB (usedStorage 1,801,999,068 bytes): train.csv 584 MB (~1.6M reviews, 40k accommodations), val.csv 73 MB, rectour24/train_reviews.csv 554 MB, train_users.csv 168 MB, train_matches.csv 138 MB, val_reviews 69 MB, val_users 21 MB, val_matches 17 MB, test_reviews 67 MB, test_users 21 MB. Full pull: `huggingface-cli download --repo-type dataset Booking-com/accommodation-reviews` or curl each resolve/main URL, no login.","Booking.com's officially published review corpus: ~1.6M moderated English guest reviews (published 2023) over ~40k accommodations worldwide, one row per review/stay with review text and score, guest_type (solo/couple/group/family), room_nights (length of stay), check-in month, accommodation type/country/star rating and beach/ski/city-centre tags; rectour24/ repackages the same panel as user-accommodation match tasks for the RecTour 2024 challenge. Grain is the individual stay, cross-sectional for one year with month but no year or day. For ABNB it is a competitor party-size and length-of-stay distribution (gap #20) and a Booking.com destination/accommodation-type mix cut (gap #9): in the head, mean room_nights 2.6, median 2, Couple 43%, Family 27%, Solo 18%, Group 12%, Hotel 58% vs Apartment 8%. Not a time series, so it benchmarks levels and seasonal profile, not trends.","Licence contradiction a human must decide: the dataset card says 'published under the following non-commercial license' but links CC-BY-SA-4.0 (which permits commercial use); HF metadata just says 'cc'. Treat as non-commercial/research-only for the pitch to be safe. Data is heavily anonymised (guest_country is a fake token, accommodation_id hashed), single year, month only, not point-in-time; selection filter (>=3 topics) biases toward long reviews. Overlaps with RecTour24 dataset we already hold. Sample took the file head only, so ordering bias possible. No failures or dead links."
hf-buenosaires-airbnb-reviews,https://huggingface.co/datasets/alujjdnd/Airbnb-Mar-2022-2023,str_airbnb_direct,pointer_to_external_host,"MIT-licensed HuggingFace dataset of 16.5M Airbnb reviews for Buenos Aires spanning 2011-2023 (9.48GB CSV/Parquet), well outside our 13-city panel and predating our Dec-2022 start.","Extends the reviews-based stays-index method (gap #1, historical pre-2023 coverage; gap #7, LatAm regional read) to a market and time window we do not hold.",True,6439810,"buenos_aires_reviews_head: 8,000 (75 listings); nyc_reviews_head: 8,000 (70 listings); hf_raw_dl_file_index: 116 files",review dates 2009-04-13 to 2023-03-28 in the two heads; dump dates 2023-03-06 to 2023-05-18 across the 116 files,,"116 Inside Airbnb reviews.csv.gz files under raw_dl/ (4.88 GB gzipped; natural_compressed/ is a 107-file renamed duplicate, 4.60 GB), one dump per market dated Mar-May 2023; the job card's '16.5M rows / 9.48 GB' is the HF auto-count over everything, not Buenos Aires alone (Buenos Aires file is 55 MB gz, roughly 1.5-2M reviews). Uncompressed roughly 20-25 GB.","This is NOT a Buenos Aires-only dataset: it is a HuggingFace mirror (uploader alujjdnd, MIT licence on the card, last modified 5 Jun 2023) of the Inside Airbnb reviews.csv.gz file for ~116 markets worldwide, each the Mar-May 2023 dump (Buenos Aires 2023-03-29, NYC 2023-03-06, London 2023-03-14, Paris 2023-03-13, plus Rio, Mexico City, Santiago, Tokyo, Bangkok, Cape Town, Sydney, Melbourne, Hawaii, Florida etc.). Grain is one row per review (listing_id, review id, date, reviewer id/name, free text), with review history back to 2009-2010 per market. For ABNB it fills gap #1 (Inside Airbnb dumps older than the CDN's one-year window; a pre-Local-Law-18 NYC vintage from 6 Mar 2023) and lets the reviews-based stays index be extended back to 2010 and out to ~100 extra markets including LatAm/APAC regional reads. An analyst would download the raw_dl files for wanted markets, count reviews by month per market as a stays proxy, and splice them onto the existing 123-market index; no prices, calendars or listings files are in this mirror, so it adds nights/mix signal only.","Job card mis-describes the dataset (says Buenos Aires only, 2011-2023, 9.48 GB CSV/Parquet); it is actually ~116 markets of Inside Airbnb reviews gz files. Licence on the HF card is MIT but the underlying data is Inside Airbnb (CC BY 4.0 with attribution to Inside Airbnb); the MIT tag is the uploader's, not the origin's, so cite Inside Airbnb. Two files (Beijing, Shanghai) are 75-byte empties. natural_compressed/ file names are mangled/duplicated (e.g. 'united states la new.csv.gz' = New Orleans, 'stockholm.csv.gz' duplicated); use raw_dl/ which keeps the original Inside Airbnb names and dump dates. No listings/calendar files, so no supply or price data. Files are git-LFS on HF; no auth needed. Only 2 MB gz heads sampled, so each head covers only ~70-75 listings (sorted by listing_id), not a random sample."
istanbul-str-licensing-h3-2025,https://github.com/eda-yilmaz/DI722_Istanbul_Airbnb,regulatory_legal,both,"Verified: METU graduate project (May-Jun 2026, no LICENSE, 8.9 MB) on Turkey's Law No. 7464 national STR permit regime (in force 1 Jan 2024) using a single Inside Airbnb Istanbul cross-section pulled 29-30 Sep 2025 (listings.csv 30,051 rows x 79 cols; calendar.csv.gz ~10.9M rows, Sep 2025-Sep 2026). Committed under Data/: mgwr_summary.csv (35 KB - h3_cell, listing_count, unlicensed_rate, mean_price in TRY, GWR coefficients and significance at three bandwidths), istanbul_airbnb_h3.geojson (1.06 MB), six standalone HTML maps (0.3-4.3 MB each), four PNG figures, mgwr_bandwidths.txt; plus a 66 KB Spatial_Final_Version.py pipeline and a 45 KB README. The raw Inside Airbnb files and the 12-month booking series are NOT committed; the author notes 2023-2024 Istanbul history has been formally requested from Inside Airbnb.","Gap #12 with an EMEA market absent from our 32-factor regulatory database and municipal registry panel: an H3-cell unlicensed-rate and mean-price surface quantifies permit non-compliance 21 months after a national licensing shock, which is the kind of compliance-decay number we need for EMEA supply/nights risk, and the licence-field classification rule (permit number vs Exempt vs Non-real-estate vs NaN) is directly reusable on the licence column of our own 120-market Jun-2026 cohort.",True,1378045,"mgwr_summary.csv 311; istanbul_airbnb_h3.geojson 1,262 features (properties flattened to istanbul_airbnb_h3_properties.csv, 1,262 rows); mgwr_bandwidths.txt n/a; Spatial_Final_Version.py n/a",No date column. Single cross-section: Inside Airbnb Istanbul dump pulled 29-30 Sep 2025; calendar horizon Sep 2025-Sep 2026 (booking_first/last = first vs last month of that window); regime shock 1 Jan 2024 (Law No. 7464); repo last push 2026-06-13,"Istanbul, Turkey (metropolitan area, 1,262 H3 res-8 cells; district figures in README_upstream.md)","Whole repo 8.9 MB (14 files under Data/: the 5 pulled + 6 HTML maps 0.3-4.3 MB each + 4 PNG); 1,262 H3 cells / 311 GWR cells; the underlying Inside Airbnb Istanbul listings.csv (30,051 x 79) and calendar.csv.gz (~10.9M rows) are NOT committed and are no longer on the Inside Airbnb CDN for that vintage","H3 resolution-8 hex-cell aggregates (1,262 cells) of one Inside Airbnb Istanbul cross-section (Sep 2025) classifying every listing as licensed/unlicensed/exempt under Turkey's national STR permit law (No. 7464, effective 1 Jan 2024), with cell-level unlicensed share, TRY price, availability, entire-home share, post-regulation activity share, Local Moran's I cluster labels, and a first-vs-last-month booking change from the 12-month forward calendar; a 311-cell GWR table adds the licensed-vs-unlicensed price coefficient at three bandwidths. Grain is H3 cell, single point in time, built by a METU graduate project from Inside Airbnb. For ABNB an analyst would use it as an EMEA compliance-decay datapoint (40.5% unlicensed, 27.7% among reviewed listings, 21 months after a national licensing shock) for the regulatory supply-risk factor, and reuse the licence-field classification rule and H3 pipeline on our own 120-market Jun-2026 cohort licence columns.","No LICENSE file in the repo (author's derived work; upstream Inside Airbnb is CC BY 4.0) - human decision before quoting or redistributing. Single cross-section only, no pre-law baseline (author says 2023-24 Istanbul history was requested from Inside Airbnb, not received). Raw listings/calendar not committed. Ghost-listing caveat: 36% of listings have zero reviews and inflate the unlicensed rate. Prices in TRY under high inflation, not comparable across time without deflating. No dates inside the tables. tos_or_license_flag=true in the job card."
joeydejager-nyc-2015,https://github.com/JoeyDeJager/inside-airbnb-data,str_airbnb_direct,stored_dataset,"Confirmed via WebFetch: new-york-city/2015-01-01/ folder with raw+aggregated Inside Airbnb NYC data, CC0, 3 commits.","Genuine 2015-vintage NYC snapshot, well outside anything on the live CDN or our held panel; directly fills gap #1's oldest-vintage ask.",True,6436862,"listings_head.csv: 468 (head of ~27k; 846 raw records in the first 2.5 MB, 378 ragged rows with 55-56 fields dropped); nyc_listings_20150101184336.csv: 27,361 (complete); nyc_neighbourhoods.csv: 181 (complete); nyc_reviews_head.csv: 74,073 (head of ~280k); LICENSE/SOURCE_README.md: n/a",Scrape 2015-01-01 (last_scraped 2015-01-02..2015-01-03); host_since 2009-02-01..2014-12-24; reviews 2008-10-13..2015-01-03; last_review 2009-10-26..2015-01-03,,"4 data files, ~93 MB total: data/listings.csv 83.9 MB (~27k rows x 54 cols, long text fields), visualizations/nyc_listings 3.6 MB (27,361 rows), nyc_reviews 5.6 MB (~280k rows), nyc_neighbourhoods 4.8 KB. Repo size 22 MB packed. One city, one date only.","A January 2015 Inside Airbnb snapshot of New York City: the raw listings scrape (one row per active listing with quoted nightly/weekly/monthly price, room type, capacity, minimum nights, 30/60/90/365-day availability and review scores), the summary listings file, the neighbourhood lookup and the full review-date log (listing_id, date) back to 2008. Source is Inside Airbnb (Murray Cox) as mirrored by a contributor in Jan 2015; CC0-1.0. For ABNB this is the oldest NYC vintage we hold, well before the CDN's one-year window and pre-Local Law 18: an analyst would use it as the 2015 anchor for NYC supply, price-quote and review-velocity series (reviews-as-stays proxy), for pre/post-regulation supply comparisons, and to check that the current 13-city panel's NYC columns line up with the original Inside Airbnb schema.","Raw data/listings.csv is malformed: 378 of the first 846 records carry 55-56 fields against a 54-column header, so pandas' C parser fails; the sample keeps only well-formed rows and a user of the full file needs a tolerant parser (python engine, on_bad_lines) or field-count filter. Prices are strings with $ and commas. calendar_updated is relative text ('4 weeks ago'). Only one city/date in the repo (last push 2015-01-20), so it is a single-point anchor, not a series. Licence CC0-1.0, no ToS concern; data originates from Inside Airbnb's own scrape of airbnb.com, not ours."
lamini-earnings-calls-transcripts-2018-2023,https://github.com/lamini-ai/lamini-earnings-calls,company_filings_estimates,both,"Archived (13 Jun 2024, read-only) Lamini repo with two committed JSONL data files: data/earnings-transcripts.jsonl (49.3 MB, full earnings-call transcripts with ticker/date/exchange/quarter fields) and data/answers.jsonl (25.1 MB, generated QA pairs); verified head-of-file sample covers 99 tickers incl. peer HLT over 2018-Q4 to 2023-Q1; transcript text formatted like Motley Fool call pages; no LICENSE file in repo (HF mirror lamini/earnings-calls-qa is CC-BY-4.0), 43 stars.","Gap 17 (methods) and the management-tone line of work: a ready multi-ticker, multi-quarter transcript corpus (HLT present, other travel/consumer names possible in the untested remainder) to build a cross-sectional tone/QA baseline against which ABNB's own call language can be scored, plus a reusable transcript-to-QA extraction pipeline for the ABNB/peer transcripts we already hold.",True,8001750,earnings-transcripts.head.jsonl: 100 transcripts (99 tickers); answers.head.jsonl: 334 QA rows (6 tickers); transcripts_head_index.csv: 100 rows,"transcripts head: calls 2019-07-24 to 2023-02-01 (q field 2018-Q4 to 2023-Q1, mode 2020-Q4/2021-Q1); answers head: 2019-08-07 to 2020-11-04 (2019-Q2 to 2020-Q3)",,"2 files, 74.4 MB total: data/earnings-transcripts.jsonl 49.3 MB (~1,000 transcripts at ~50 KB each, estimated from head density) and data/answers.jsonl 25.1 MB (~2,800 QA rows, estimated); plus ~10 KB of scripts","Committed JSONL corpus of full US earnings-call transcripts (Motley Fool page format: prepared remarks + Q&A, with speaker/title lines) keyed by ticker, exchange, fiscal quarter and call datetime, plus an LLM-generated question/answer set built from 4,096-char transcript chunks. Grain is one row per company-quarter call (transcripts) or one row per generated QA pair (answers). Source is Lamini's archived fine-tuning demo repo (archived 13 Jun 2024); transcript provenance is Motley Fool call pages, not stated. For ABNB an analyst would use it as a cross-sectional multi-ticker baseline for management-tone / call-language scoring (HLT present in the head; ABNB itself not seen in the sampled 100) and as a template for a transcript-to-QA extraction pipeline over the ABNB and peer transcripts already held.","No LICENSE file in the repo (HF mirror lamini/earnings-calls-qa is CC-BY-4.0, but the transcripts themselves are Motley Fool copyrighted text, so redistribution rights are unclear: tos_or_license_flag=true, human decision needed before any republication). Repo is archived/deprecated; generate-qa.sh and main.py require a Lamini API key and were NOT run. Head is the first 100 of an estimated ~1,000 transcripts, so ticker coverage of the full file (whether ABNB/BKNG/EXPE/MAR appear) is unverified. Coverage is thin outside 2020-Q4/2021-Q1. date field is a free-text string (one head row failed to parse); q is the company fiscal quarter, not calendar."
maec-multimodal-earnings-call-corpus,https://github.com/Earnings-Call-Dataset/MAEC-A-Multimodal-Aligned-Earnings-Conference-Call-Dataset-for-Financial-Risk-Prediction,social_text_news,both,"CC-BY-SA-4.0 corpus of S&P 1500 earnings calls, in-repo MAEC_Dataset/ ~147.7 MB as one folder per call named YYYYMMDD_TICKER (verified: 1,000+ folders, earliest 20150225_LMAT) each holding text.txt plus a low-level audio features.csv; also MAEC_Dataset_Person_Label/ and an Iterative Forced Alignment pipeline (Python 3.5, pydub/aeneas/ffmpeg). 59 GB of MFCC .npy features live on Google Drive. 107 stars, 25 forks, last commit 2022-01-11.","Gap 17 / management-tone methods: a licensed, speaker-labelled peer-tone benchmark covering 2015-2018 calls for travel peers already in our panel (EXPE, MAR, HLT, PCLN/BKNG) that predates ABNB's IPO, so it is a training/calibration corpus for a tone measure rather than an ABNB series. The forced-alignment code is a worked example for aligning ABNB call audio to our own transcripts if we ever want delivery features alongside text.",True,601486,"maec_call_index.csv 3,443 call folders (1,213 tickers); maec_person_label_index.csv 2,388 folders; features.csv per call: BKNG 59, NCLH 171, EXPE 71, MAR 117, HLT 116, TRIP 172 rows (one row per sentence, 29 cols); text.txt same count of lines; 20160728_EXPE person_label_text.csv 71 rows",2015-02-25 to 2018-06-21 (call dates in folder names); sampled calls 2016-05-04 to 2017-11-07,United States (S&P 1500 constituents); global peers only via US-listed tickers,"In-repo: MAEC_Dataset 3,443 call folders (text.txt + features.csv, ~147.7 MB per README) plus MAEC_Dataset_Person_Label 2,388 folders (speaker-labelled text.csv), one git clone; off-repo: 59 GB of MFCC .npy high-level audio features on a Google Drive link (not pulled)","MAEC (CIKM 2020, Li/Yang/Smyth/Dong, UCD) is a text-audio aligned earnings-call corpus for S&P 1500 companies, Feb 2015 to Jun 2018, one folder per call (YYYYMMDD_TICKER) with a sentence-per-line transcript and a Praat-style low-level audio feature row (pitch, intensity, jitter, shimmer, HNR, audio length) per sentence; a parallel Person_Label tree tags each sentence with an anonymised speaker id. The sampled transcripts are short (8-22 minutes of aligned audio, 59-172 sentences) and read like Q&A excerpts rather than whole calls, so it is a delivery/tone benchmark rather than a full transcript archive. For ABNB it is a licensed (CC BY-SA 4.0) pre-IPO calibration corpus for a management-tone or vocal-delivery measure on travel peers (BKNG/PCLN, EXPE, MAR, HLT, TRIP, NCLH, RCL, CCL, airlines, timeshare) and a worked forced-alignment pipeline (aeneas/pydub) if the team ever aligns ABNB call audio to its own transcripts; the 3,443-row call index lists every ticker/date available.","No ABNB coverage (corpus ends Jun 2018, pre-IPO); transcripts appear to be excerpts (Q&A segments) not full calls, and text has no timestamps or question/answer markers; speaker labels are anonymised Person0/1/2 with no names or roles; low-level feature units are undocumented (Praat defaults assumed); the 59 GB MFCC archive is a Google Drive link that may lapse; CC BY-SA 4.0 share-alike would apply to any derived dataset published; repo last commit 2022-01-11 (unmaintained); source audio/transcript provenance (likely Seeking Alpha / earningscast) is not stated in the README, so redistribution rights of the underlying text rest on the authors' licence claim."
montera34-barcelona-insideairbnb-2015-2019,https://github.com/montera34/airbnb.barcelona,str_airbnb_direct,both,"Verified: 34 dated Inside Airbnb Barcelona snapshots committed under data/original/airbnb/<YYMMDD>/ from 150430 (30 Apr 2015) to 190308 (8 Mar 2019), each with listings_summary_barcelona_insideairbnb.csv (~2.0-3.0 MB; columns id, host_id, neighbourhood, lat/lon, room_type, price, minimum_nights, number_of_reviews, last_review, reviews_per_month, calculated_host_listings_count, availability_365) and reviews_summary_barcelona_insideairbnb.csv (listing_id+date, 2.9 MB in 2015 rising to 11.1 MB in 2019); repo ~147 MB total, plus boundary shapefiles and Barcelona population/dwelling tables; no LICENSE file (upstream Inside Airbnb is CC BY 4.0); last push 19 Oct 2019, 0 stars, not archived.","Direct hit on gap #1 (Inside Airbnb dumps older than ~1 year, which are off the CDN): 34 pre-2023 Barcelona vintages give a 2015-2019 base period for the reviews-based stays index, host-concentration and quoted-price/availability series in one of our 13 panel cities, and let the 2022-2026 EMEA nights/ADR trend be judged against a full pre-COVID cycle and the 2016-17 Barcelona HUTB crackdown.",True,24433072,"bcn_listings_150430 12,033; 160103 14,855; 170104 17,412; 180117 18,760; 190308 17,807; bcn_reviews_190308 576,579 (listing_id,date pairs); snapshot_dates_all34.txt 34 lines",snapshots 2015-04-30 to 2019-03-08 (5 of 34 pulled); reviews 2010-08-11 to 2019-03-07; last_review min 2011-02-19,,"34 dated snapshot folders (150430..190308) each with listings_summary (~2-3.2 MB, 12k-19k rows) and reviews_summary (2.9-11.1 MB, cumulative); ~34 x 2 files, roughly 80-90 MB of CSV for the Inside Airbnb part; repo ~147 MB total including shapefiles and census tables. One curl per file, or git clone --depth 1 --filter=blob:none --sparse then sparse-checkout set data/original/airbnb","Committed copies of Inside Airbnb's Barcelona summary files (listings_summary and reviews_summary) at 34 scrape dates from Apr 2015 to Mar 2019, made by montera34 for a Barcelona STR mapping project. Grain is one row per listing per snapshot (quoted nightly price, room type, neighbourhood, host listing count, availability_365, review counts) and one row per review per listing (listing_id, date) cumulative back to 2010. Source is the Inside Airbnb dumps that are no longer on the Inside Airbnb CDN. For ABNB an analyst would extend the Barcelona leg of the reviews-based stays index and the supply/host-concentration and quoted-price series back through a full pre-COVID cycle including the 2016-17 HUTB crackdown, giving a base period to judge the 2022-26 EMEA trend against.","No LICENSE file in the repo; upstream Inside Airbnb data is CC BY 4.0 (attribution required), montera34's own code/redistribution terms unstated - a human should decide whether to redistribute. Files are the summary (not full listings.csv/calendar.csv) versions so no calendar/availability-by-day or full price detail. Prices are quoted, not realised. 29 of 34 snapshots not pulled (list in snapshot_dates_all34.txt). Repo last pushed Oct 2019, 0 stars. Sample sits at ~24.4 MB, just under the 25 MB cap."
neshitov-la-inside-airbnb-2018,https://github.com/neshitov/airbnb,str_airbnb_direct,stored_dataset,"Committed Inside Airbnb Los Angeles listings.csv (~40k rows, vintage 2018-12-06) plus neighbourhoods.geojson, predating anything on the live IA CDN.","Directly fills numbered gap #1 (historical/archived Inside Airbnb dumps, pre-2023) for a named city.",False,20402,"n/a (no data table obtained); notebook output shows 44,504 raw rows / 43,583 after author's cleaning, 96 columns",single vintage: scrape date 2018-12-06 (per repo README and notebook); no date columns inspected because no table was pulled,,"The referenced file is one Inside Airbnb dump: los-angeles/2018-12-06 listings.csv.gz (~44.5k rows x 96 cols, ~30-40 MB uncompressed, ~10 MB gz) plus neighbourhoods.geojson (~1 MB). It is NOT in the repo (0 files, no commit ever contained it) and is off the live IA CDN (403).","The job card is wrong on the key point: neshitov/airbnb contains only a Jupyter notebook, a README and three gmplot HTML maps; listings.csv and neighbourhoods.geojson were never committed in any of its 11 commits (Dec 2018). What the repo does preserve is the exact source URL (data.insideairbnb.com/united-states/ca/los-angeles/2018-12-06/data/listings.csv.gz), the row count (44,504 raw) and the full 96-column schema of that vintage via printed notebook output. For ABNB this is at most a pointer for gap #1 (pre-2023 Inside Airbnb dumps): an analyst would need to recover the file from the Wayback Machine or ask Inside Airbnb directly; the notebook itself is a listing-price regression with no forecasting value.","sampled=false: no data file exists in the repo (contents API, recursive tree and all 11 commit trees checked). Live Inside Airbnb CDN URL returns 403 (dump older than the ~1-year retention). Wayback availability/CDX lookups returned HTTP 429 (rate-limited, probably shared with parallel agents) on two attempts; a human should retry web.archive.org for data.insideairbnb.com/united-states/ca/los-angeles/2018-12-06/ later. Repo has no LICENSE (spdx null); README defers to Inside Airbnb's licence (CC BY 4.0 at the time). Recommend downgrading data_kind from stored_dataset to pointer/method."
nyc-airbnb-listings-2024-01-05,https://github.com/Tracey-Sneed/New-York-Airbnb-Listings-2024,str_airbnb_direct,stored_dataset,"Committed new_york_listings_2024.csv — NYC Airbnb listings as of 5 Jan 2024 (Kaggle vrindakallu origin), plus a SQLite db and Power BI file; no licence.","Gap #1's named NYC hole: a point-in-time snapshot inside the 2023-06 to 2024-03 Local Law 18 window, letting us date the listing-count collapse instead of interpolating across it.",True,4470098,"new_york_listings_2024.csv: 20,758 rows x 22 columns (full file, not a head); schema.sql and SOURCE_README.md: n/a","last_review 2011-12-10 to 2024-01-05 (snapshot date 2024-01-05; every row has a last_review, none null)",,"Whole repo is ~29 MB in 8 files: the 4.4 MB CSV (pulled in full), database.db 17.1 MB SQLite (same rows loaded into all_listings plus derived tables), Airbnb Project Dashboard.pbix 6.4 MB, two PDFs (0.9 MB), schema.sql, sample_queries.sql. The CSV is the only data of interest; it is complete here.","One point-in-time snapshot of NYC Airbnb listings dated 5 Jan 2024 (Inside Airbnb summary-listings format, re-hosted via Kaggle user vrindakallu 'new-york-dataset'), one row per listing with borough, room type, nightly price, minimum nights, review counts, 365-day availability, host listing count, NYC OSE licence string, and rating/bedrooms/beds/baths added by the Kaggle curator. It sits inside the Local Law 18 window (enforcement began 5 Sep 2023) that our Inside Airbnb panel is missing (2023-06 to 2024-03), so an analyst would use it to date the NYC listing-count and mix collapse (only 1,054 rows carry an OSE-STRREG licence; 17,569 say 'No License', 2,135 'Exempt'; min-nights distribution shows the 30-night shift) rather than interpolating across the gap. It is a cleaned subset: 20,758 rows versus roughly 39k in the Inside Airbnb 2024-01-05 NYC dump, and every row has at least one review, so listings with zero reviews were dropped by the curator; counts must be compared on a reviewed-listings basis.","No licence file in the repo (repo license = null); the data is Inside Airbnb (CC BY 4.0) via a Kaggle re-upload, so attribution to Inside Airbnb is the practical licence, but a human should confirm before quoting. The Kaggle curator filtered the dump (zero-review listings removed, nulls dropped, rating/bedrooms/beds/baths parsed from the name field), so it is NOT the raw Inside Airbnb 2024-01-05 dump and listing totals are not comparable to raw dump counts without restricting to reviewed listings. Price max 100,000 indicates the usual Inside Airbnb outlier prices are retained. Repo last pushed 2024-03-09; single snapshot only, no time series."
opendigger-github-org-monthly-metrics,https://github.com/X-lab2017/open-digger,methods_tooling,both,"OpenDigger (X-lab, Apache-2.0, 366 stars, 1,083 commits, last commit 2026-08-20): GH-Archive-derived analytics platform with committed sample_data/labeled_data (including a labeled_data/companies taxonomy) AND - verified live - a keyless public CDN of precomputed per-repo monthly metrics at https://oss.open-digger.cn/github/<owner>/<repo>/<metric>.json (openrank, activity, stars, participants, etc.), yearly+monthly values back to 2015.","Gap #15: turns Airbnb's public GitHub footprint into a ready-made monthly series without touching BigQuery - e.g. airbnb/javascript openrank 736 (2017) -> 446 (2024) -> 304 (2025), a decaying-OSS-investment proxy; the same endpoint gives BKNG/EXPE/Marriott org repos for a cross-sectional engineering-spend read.",True,286928,"long CSV 4,127 rows (2,839 month, 994 quarter, 270 year, 24 other e.g. '2021-10-raw'); wide openrank CSV 138 monthly rows x 5 repos; 25 raw JSON files of 81-140 monthly keys each plus yearly/quarterly keys; 6 YAML taxonomy files (n/a)","2015-01 to 2026-08 (monthly; airbnb/javascript is the only repo back to 2015-01, others start 2016-08 to 2017-02; knowledge-repo activity/openrank end 2025-07; 2026-06 and 2026-07 are absent for javascript openrank/activity, latest month present is 2026-08)",,"CDN: one JSON (2-4 KB) per repo per metric for every GitHub repo with activity; ~30 metric endpoints (openrank, activity, stars, forks, participants, new_contributors, issues_new/closed, change_requests, bus_factor, technical_fork, attention, etc.) plus per-user and label-level aggregates; the Airbnb org has ~200 public repos so the full Airbnb org pull is ~6,000 small files, ~15-20 MB; adding BKNG/EXPE/MAR/HLT/Ctrip org repos is similar again. labeled_data/companies in the repo is 1.4 MB YAML for 382 companies. sample_data holds only ClickHouse export scripts (no data); the underlying GH-Archive ClickHouse store is ~TB scale and needs their Docker image + OSS download.","Precomputed monthly, quarterly and yearly open-source health metrics (OpenRank influence score, activity, stars, participants, technical forks) for GitHub repositories, derived by X-lab's OpenDigger from GH Archive and served keyless from oss.open-digger.cn; the sample covers five airbnb-org repos, Jan 2015 to Aug 2026, plus the repo's company-to-project taxonomy entries for Airbnb (org id 698437; labels airflow, enzyme, react_dates, superset) and Ctrip. Grain is repo x metric x period. For ABNB this is a Gap #15 engineering-footprint proxy: the airbnb/javascript openrank falls 736 (2017) to 446 (2024) to 304 (2025), and every sampled repo shows the same decay, so an analyst would sum the metric over Airbnb's repo list to build a monthly org-level OSS-investment series and compare it against Booking, Expedia, Marriott and Ctrip org repos as a cross-sectional engineering-spend read; it has no direct link to bookings or revenue.","Org-level endpoints (github/airbnb/openrank.json) 404 per the job card, so an org series requires enumerating the repo list (gh api orgs/airbnb/repos) and summing, which mixes archived/abandoned repos with active ones. Period keys are heterogeneous inside each JSON (YYYY, YYYY-MM, YYYYQn, and a '2021-10-raw' key); the tidy CSV classifies them but the 'raw' key semantics are undocumented. Months can be missing (2026-06, 2026-07 absent for airbnb/javascript openrank/activity; knowledge-repo activity stops 2025-07), so treat gaps as no-activity vs not-computed with care. Airbnb's public OSS activity is mostly decay of legacy projects (Airflow and Superset moved to Apache, so they no longer count under airbnb/), which confounds any headcount reading. OpenDigger code is Apache-2.0; the CDN data carries no explicit licence statement in the sample, and the site is hosted in China (Aliyun OSS), so availability is not guaranteed. sample_data contains only scripts, no data."
