folder,date,ticker,type,sha
20151105_HRC,20151105,HRC,tree,effbbaa4774fc553012a9d7a66b3638ef6b71e36
20151105_ICUI,20151105,ICUI,tree,0f4dd4f3eccc1225a6933480193f88c5c8840a34
20151105_IPCC,20151105,IPCC,tree,76a388db74eafc8d1c96f1be0a8a60a732360cd3
20151105_LAMR,20151105,LAMR,tree,aeb79f127fcd345b43f772e2647f0646a84b016d
20151105_MASI,20151105,MASI,tree,d500ea6beffc420ff5a7655475682d7ed97573f1
20151105_MTD,20151105,MTD,tree,03a4c91694c4abca4c2e47da551fa9fc7ddfb6cc
20151105_OGE,20151105,OGE,tree,fa2c6b5f23c55d9644d9a65ff76add8075dd2378
20151105_PLT,20151105,PLT,tree,a0e098dc4e9fe2a2d8a921e96b39bcabb9167111
20151105_SJI,20151105,SJI,tree,a9644cc46b4c16dafbef6909c7c39cbae2944639
20151105_SSTK,20151105,SSTK,tree,1fa9614e18da43da92a1826e2e5c4237d77582f1
20151105_TRIP,20151105,TRIP,tree,9f24ca925e229f080e498b58848a3d11efab15c4
20151105_TTWO,20151105,TTWO,tree,5ba02e1cc36050644ab3a415d319e5c8bb2cc669
20151105_UEIC,20151105,UEIC,tree,826b4947e67c6992138e8c57a8c9c498ab2f712e
20151105_ZEUS,20151105,ZEUS,tree,472671a04ee4ba7c923e8ef808348e1514ca3865
20151106_LXU,20151106,LXU,tree,c6e5dca5f03879c3e31951583d3d1fde2fb24e7a
20151106_MHK,20151106,MHK,tree,c5b02757d16b0045b8d45ac3b0bc7ff175ea9a4e
20151106_TTI,20151106,TTI,tree,8b05c515f170ed8b4ebd099f18ecf9949c7a73f0
20151109_AMG,20151109,AMG,tree,8beb4ebff50fe967c6fd0a6154993893f2a8996b
20151109_APEI,20151109,APEI,tree,7bf0cab1d61c460ba887bf08965c2b0eea246da8
20151109_CIR,20151109,CIR,tree,8eecde507b9aa4be877d744b00fa68575e808130
20151109_DISH,20151109,DISH,tree,ccd2d8bbeeee621c83c037639fcce055fdef02e9
20151109_ILG,20151109,ILG,tree,887665207dc30999e32435f8ec0e69055357ef9e
20151109_LABL,20151109,LABL,tree,197a5355e8024044cc2bd692128f9911978b6db6
20151109_LGND,20151109,LGND,tree,d82a707261559476e4501cf05b05c8a57a800fa0
20151109_MDR,20151109,MDR,tree,fbe0fae614ca7c29c87adccba95158f5b3a00d54
20151109_QNST,20151109,QNST,tree,45437f5ecd869861c3114f5e91b599d02242ba7d
20151110_SRDX,20151110,SRDX,tree,d9e972950087ea246299fb6cb3b92e1b0d5f14fc
20151110_ZBRA,20151110,ZBRA,tree,80862d8c61daf0d4660f805fbc0a768be8078b08
20151112_JWN,20151112,JWN,tree,88baa6017b10c4b0fe4edd306b7c9fd0c0f931fd
20151117_HD,20151117,HD,tree,a836d623cc6d6dce2578dfcbfd54eb14cfbd5ea9
20151118_LOW,20151118,LOW,tree,01bc56c9656fbd62b6434581fd0c078b9adf6e00
20151119_BKE,20151119,BKE,tree,69527eec26e6592df01676ffd64785929709fa50
20151119_BRC,20151119,BRC,tree,276d4921677fe2359f855f6397912ee915c95c39
20151119_ESL,20151119,ESL,tree,2f8b46160bf6d07f1b3d79029586a72c86618d16
20151119_GPS,20151119,GPS,tree,fc84430346bcf252a149ba2e80fb6c73b5d2ff96
20151119_KIRK,20151119,KIRK,tree,0e21b57ab82ba61cb48d8b6be1953784c729330d
20151119_WSM,20151119,WSM,tree,6731460ed07e6ce0f1fb30a4f3b90a62836b0bb5
20151120_ANF,20151120,ANF,tree,4e47a7bbd10fb3647d74887b791f30d47518056d
20151120_FL,20151120,FL,tree,c2cfc8ec007f4a52fcacd9c15251e53de6abadf1
20151120_HIBB,20151120,HIBB,tree,e8cb0fc06158fb9ad735a2418113c69b5ebe942f
20151123_GME,20151123,GME,tree,932a5379cf0119894d4f2d9b9e77197de8b8db70
20151123_TSN,20151123,TSN,tree,98b80cfb62f4f4b099414cbc3cead1495035c417
20151124_CPB,20151124,CPB,tree,18914aff82571b54e2164e60639fbc03ae2b7f0f
20151124_DLTR,20151124,DLTR,tree,bd8e0111fdadee450c247070dd5084cd9786f35a
20151124_DSW,20151124,DSW,tree,7e141f2c416455ffee5780bd95b60fd2958f6b45
20151124_MOV,20151124,MOV,tree,f4d41c6aa7ac6c54765c385d20f26d3c4060d6c5
20151124_TECD,20151124,TECD,tree,812c44d53dc8b0642ff32b083a2441bdd852a63e
20151124_TIF,20151124,TIF,tree,6404934ccbf771ec9086ced5989a614f21bd1a8c
20151125_DCI,20151125,DCI,tree,9ca9b9dd7e5ed2111b4eb80200ccf4a57053dd3f
20151125_DE,20151125,DE,tree,9e4582ba321610c3c7384bbbfdeca54f2930606c
20151203_EXPR,20151203,EXPR,tree,831666eb06d64ad924a24abfedf97495db82386c
20151203_MDT,20151203,MDT,tree,a4ad001e120c25f48093a913acbf3f623a3cc285
20151208_ALOG,20151208,ALOG,tree,f7a0ec86b28ecf4dccc29479f449bab8cb69438f
20151208_AZO,20151208,AZO,tree,df9f4ef4c3ecb298ca7ab37e4d785fb8e1b8d0a2
20151208_TOL,20151208,TOL,tree,9a883fadc378fabe54fbb177016c5c06e6c9f9a0
20151209_FRAN,20151209,FRAN,tree,ce094aa5c900cd9376f44a9b2c8d19abc5f66771
20151209_VRA,20151209,VRA,tree,c1118b8bc189fe7ab06985ac637b76712be54532
20151210_ADBE,20151210,ADBE,tree,ff1cddc37d8f91f67ba115d24660dfff10c6a6b3
20151214_NX,20151214,NX,tree,a3df75b4aa3150b5bd2840624c1c44abd5d6f48b
20151216_JBL,20151216,JBL,tree,e24a34af153e54aca9a17f32d7018a25a743139b
20151216_ORCL,20151216,ORCL,tree,cd8acfb0c9c22b49afe6f5eeee7c97afd31a8e35
20151217_ACN,20151217,ACN,tree,b1e6f02ee9d3ecd5073ce0a5b26b73f6e5c6794b
20151217_APOG,20151217,APOG,tree,f540fab354bf22a7376985873ff0f44959c66328
20151217_GIS,20151217,GIS,tree,a2c2bf299135e24e71db24dca6289fc763f0ea9b
20160105_CMC,20160105,CMC,tree,6083997198a3dbdbf083fa3665d598c6c760e1df
20160105_SONC,20160105,SONC,tree,c4709f5d700a05d3c05de05e87c8a2272291bc95
20160106_MSM,20160106,MSM,tree,298a22497d4d1a4fc216f4ad2e9b61229dcd9e16
20160106_RECN,20160106,RECN,tree,f441eec0512bcffb6a191e3e77a9efcf9058ed16
20160107_BBBY,20160107,BBBY,tree,a6d21c567efb1997bb3d804071f56dac1348c6c3
20160107_FINL,20160107,FINL,tree,314616ef9e20096942125ff9db917ffa66f10882
20160107_PKE,20160107,PKE,tree,07f0968b3881ac5795bd478d9afda815e39db6ab
20160107_SNX,20160107,SNX,tree,59f117d2818133d36f01cc89efea8ed516889df4
20160114_INTC,20160114,INTC,tree,8d25b1d4f9e0203645c0cf19a40f5c48b5f5a427
20160115_PNC,20160115,PNC,tree,b762cfe851487d4e62e80e438dd578531834dcbe
20160115_RF,20160115,RF,tree,19de771f6f6fc7778f4ddf5c9eb7a4fd9fe68968
20160115_WFC,20160115,WFC,tree,c32fcb645bc7b2b066f4d47689cd777c5eb2ae7a
20160119_FHN,20160119,FHN,tree,997ad8d5627ea6e319b45013c231115c162b4d85
20160119_MS,20160119,MS,tree,c04be4fb9e6461bc01882e0a77c326d49839e87f
20160119_WWD,20160119,WWD,tree,c9803c81ebc6af5244d3c337fab758d8deb34e4b
20160120_CATY,20160120,CATY,tree,8ac6ab98622bb3f0a5ee0dac9f6174c8f4650e69
20160120_EAT,20160120,EAT,tree,36640df9f03fe43a8638d1dd1a54056e22ddcc61
20160120_KMI,20160120,KMI,tree,6c416fedb1fd86b215fa0390e2ad5f32718c2809
20160120_TEL,20160120,TEL,tree,649cf756eea0d46384dcd4197e32242f277f52c8
20160121_AXP,20160121,AXP,tree,a644def992184bf8ccb8af176fceb73650194c65
20160121_EGHT,20160121,EGHT,tree,733b731ad6cd4a5310f0b30ee57fba1e269d86a1
20160121_ETFC,20160121,ETFC,tree,ae3adc13986be8794364f0f90e5b6684e9f82963
20160121_HBAN,20160121,HBAN,tree,7314d3100f4db818629d51fa5975c81a246c6078
20160121_IIIN,20160121,IIIN,tree,c17577313349a47e0ae33ad643746fb735ffaae5
20160121_ISRG,20160121,ISRG,tree,41ff0946e2dbf746002c4396ba784c2d9fb5512b
20160121_SIVB,20160121,SIVB,tree,e6ea317f4778e3195f4242ba43885402af5ccc39
20160121_SLM,20160121,SLM,tree,39cd49214fb6c4388dd2efc9acda9aa0e20672b4
20160121_VZ,20160121,VZ,tree,cf5a69d6a43332daab15dbacc08ea4b4a1b159d5
20160121_WBS,20160121,WBS,tree,9ef8062d334797274ec55a000a82de8cd3336fdf
20160122_ABCB,20160122,ABCB,tree,1975953c5440e80e8af09d6e8a68451241b8733e
20160122_BID,20160122,BID,tree,4dbf13ae53c42fd6dfbb16229c37c814cd414092
20160122_COL,20160122,COL,tree,b68a0827e12d3c34d22095148edf70db9a2a1239
20160122_STI,20160122,STI,tree,604889ad400786cee49d380253b39dc05af2c314
20160125_DHI,20160125,DHI,tree,02ce47c6f01b72cd994711754a897e0d95c53f16
20160125_KMB,20160125,KMB,tree,3ac63913df96ff25092949f1c70eda56a791b016
20160126_AKS,20160126,AKS,tree,1ad5ea76022e0c53601674195726000c53d59fc6
20160126_DHR,20160126,DHR,tree,5af380a480f98ef1fed4d316500e2dcd7805b702
20160126_DOV,20160126,DOV,tree,e2e33a246f26861d32b710435491cca484cacbab
20160126_GWW,20160126,GWW,tree,66b1b31caaffccb851a6197994210efb5502bff1
20160126_HAFC,20160126,HAFC,tree,a964d4d9415c7de15d2e901ca6c69e0570e753d2
20160126_IIVI,20160126,IIVI,tree,83f0957198e058daa911971949f006869b0dedd3
20160126_ISCA,20160126,ISCA,tree,c48fe3ae0c5f15b742982d0f9715f4472675dcbc
20160126_MMM,20160126,MMM,tree,93f4bb5dee7bc431dad3830b739f7aa757d8561d
20160126_MRCY,20160126,MRCY,tree,3a1d6a83e584bad9c477f3e54efd03e94560c344
20160126_PG,20160126,PG,tree,90482b0fb47e517da28803080732bf638f3f5df1
20160126_PII,20160126,PII,tree,fdcfb72ab2af4309dd43e0fb9ff37ca2aa7170b0
20160126_TSS,20160126,TSS,tree,c1203427543ceae45ff74c1a945cac0b8130e155
20160127_ALGT,20160127,ALGT,tree,424ccf732a686edb6bfc9633cd680d12c546c66d
20160127_CNMD,20160127,CNMD,tree,195de50a5c83b5e53784cd374aa5134e2e0f1245
20160127_CRUS,20160127,CRUS,tree,d5453703f01671564ea9565c28d56b6f28a4ed8a
20160127_CTXS,20160127,CTXS,tree,7773b15c43f20f161b8e2d2d097afa5a1d75b1d4
20160127_DFS,20160127,DFS,tree,61fe2fd94464c90828573127e763ac5c93c0def6
20160127_EFII,20160127,EFII,tree,baad1e083c49e18428c23d0102ef3607d94ae731
20160127_GD,20160127,GD,tree,8143e0b878952386c6d5d70d25ff817210037da5
20160127_HOLX,20160127,HOLX,tree,5dd22966b576cfed2f60112e4ca064dba91c812b
20160127_MCK,20160127,MCK,tree,c6e61aa605c61c4da2f259234c9dd503817264f9
20160127_MDP,20160127,MDP,tree,4e8d7a08bb770d735788e247d5a608a18fe4e1bd
20160127_PYPL,20160127,PYPL,tree,7b81a43f7815202c516f22eaff266a14e54c3684
20160127_SEIC,20160127,SEIC,tree,e7b78bb8a4b6a15f7b1c154f5f56608dd712ba99
20160127_TXN,20160127,TXN,tree,c4b942972a28ae73a4efde2bfd4871638aac96cc
20160127_TXT,20160127,TXT,tree,85eb2359ed4e0926966fcf7ed57c6c3ef10e17e5
20160127_VLY,20160127,VLY,tree,ad1512038086bf2d6aa7d3f529919dde16bdd482
20160128_ADS,20160128,ADS,tree,447f9cd669329c2675be6b169db7f813ac5c452a
20160128_AN,20160128,AN,tree,6dd3a4e28da2142ee0081a45d8d0178f396192e0
20160128_AVT,20160128,AVT,tree,2275a6a25483dbbe01ab5b3ddc17959dd8aa73d0
20160128_CPF,20160128,CPF,tree,c50ef6ca272b6ca593116db44b06b01f88c7c78b
20160128_CPSI,20160128,CPSI,tree,9dca2d00c25a825f57c6025e42e35dfb7b42faac
20160128_DGX,20160128,DGX,tree,2425836530d793449391feded893c2e1415aae8d
20160128_EA,20160128,EA,tree,f7addb52aef25f25f5e4acde243ca69f6c85f970
20160128_FICO,20160128,FICO,tree,55bc2760b192089a1ab467519e044071c61aa181
20160128_FTNT,20160128,FTNT,tree,f97f8a7705b72763b45cd72ba33f99af6c0f2373
20160128_GNTX,20160128,GNTX,tree,2770e6078dcf8469ba92a3ba62cbdf73b11e75c2
20160128_HCA,20160128,HCA,tree,dfb94e148d2ee87a759fd5b04ecdec7c75008d1b
20160128_HSY,20160128,HSY,tree,91ce56acaf362cb7523145a3b77232ba965b2c86
20160128_IVZ,20160128,IVZ,tree,4e01e7700d38140e0474c09d295c359435fbb222
20160128_KEM,20160128,KEM,tree,653086b31af7a7adbc3611dc1065f7080503cf4d
20160128_LLL,20160128,LLL,tree,25861623b6aee500a7ca16d0d59772aa19d46d6c
20160128_MTH,20160128,MTH,tree,b4abb6be2b3aae9c4eec346c19a2dc0918cb778f
20160128_NDAQ,20160128,NDAQ,tree,f22ec22a36e7c082b4efbd032b87d4c82cb80f36
20160128_NEE,20160128,NEE,tree,80a5cce0a69351becf5d9e631ea3a360e75cc5ae
20160128_NOC,20160128,NOC,tree,1f75ddca39f790918a6415f39c4c25b08f2af596
20160128_QSII,20160128,QSII,tree,b9f9ca4bcff56ac1500efd6da8d898e66e5479b1
20160128_SWKS,20160128,SWKS,tree,8332ecfd5fc801984f0da2e3e2d17586c5370db4
20160128_SYNA,20160128,SYNA,tree,459cfcdafc71770c5aaf06376fe078308f18b71f
20160128_TGI,20160128,TGI,tree,9d113b2ba234315e2e64377e02dea8c06b7f33b9
20160128_WDC,20160128,WDC,tree,1372e7eb51bcb07988220af2c0620b9ad34518b1
20160129_CVX,20160129,CVX,tree,ad2f672047e0935b41c96532a25a225c64ae1cef
20160129_HON,20160129,HON,tree,cd0c3352ff367a77ac372f4152cfd28cf01b18b0
20160129_NWL,20160129,NWL,tree,d640ef3db49ae263059bfd43b9af0d93566d76d2
20160129_SBSI,20160129,SBSI,tree,6d3d45cc8c632516dd9d5b9fe299421c1fe9e1bc
20160129_STX,20160129,STX,tree,4d337e822a4c7f079724dd73ab1afceab5ee7070
20160201_AET,20160201,AET,tree,a991089775cb2e19d91df35795a5d69b73847955
20160201_HRC,20160201,HRC,tree,5db24ca3c06ce2c4cf91cd93dcae42ed30dcb4f7
20160201_MAT,20160201,MAT,tree,2d5f471b47f545ca6887969949747497ea935300
20160201_ONB,20160201,ONB,tree,267a862b194639433b3dfc40e338f75495ec0c14
20160201_PLT,20160201,PLT,tree,767db6076df037e1d1c1ef23ba654e108a233b67
20160201_ROP,20160201,ROP,tree,45c7cd4259fb7bb9937a1ff6421738592cd0b593
20160202_ACLS,20160202,ACLS,tree,eca6082fdc8b076604fc9254208d7a6da711ebfe
20160202_AGCO,20160202,AGCO,tree,449ec1bc79be3b8c672c993f24c1cf15200df061
20160202_FISV,20160202,FISV,tree,04e886c981f85973485f4bd43c088825cfb33277
20160202_PFE,20160202,PFE,tree,18f6e3333de7788a69ea6ef18457c352c919b4d5
20160202_PNR,20160202,PNR,tree,cb0c054cef97043e15fa2c3d340d71d7ccd8b8e0
20160202_RHI,20160202,RHI,tree,6aaf86fe741af2c5b7ddf09c12a8c865c1ae17ee
20160202_SXI,20160202,SXI,tree,cbc645ff4b086f2eb0f10f83c2800f0f253deaad
20160202_WRB,20160202,WRB,tree,4db2f34009c7ec7ce824d99805185afb1d08e55b
20160203_ALXN,20160203,ALXN,tree,daafd80d250124093294eaf9d88a5ad18e2e20bf
20160203_AVY,20160203,AVY,tree,e5d6e2c1dc4929fd5d0cfa1e4285fb5f1e034338
20160203_ENR,20160203,ENR,tree,bdfd0d0b3aceea77f478a0f8cce3676bd9a8d283
20160203_ETN,20160203,ETN,tree,63a35734637dd55c472c78e5510022f07c46b388
20160203_EXPO,20160203,EXPO,tree,c5ccac074a59ebbc5e84ba0ea5a7b923d13c657d
20160203_FBHS,20160203,FBHS,tree,1e71bc737658246d880f72210ec9e26e877c7bd1
20160203_JLL,20160203,JLL,tree,58d30e4566c6372f02b42d98e2bcb4582575468b
20160203_KLIC,20160203,KLIC,tree,64bb5ee69ac81513614f7743277b71e7680d7166
20160203_MDC,20160203,MDC,tree,9a69147dc78c51f18198ec814b8039476da87f68
20160203_OSUR,20160203,OSUR,tree,c44938cf64e77f1de5590cb80e7c6022676230fc
20160203_POL,20160203,POL,tree,6e1c068c6ae9529626533c1a9dbdf97115680d88
20160203_POWL,20160203,POWL,tree,3e90c201b2a7d0fbb11c3232969cba79eda9394a
20160203_TTWO,20160203,TTWO,tree,202daf4962c16d094538e72bf2cbb67342a8f31d
20160204_ABG,20160204,ABG,tree,ae36e0f1ed1544929e726e5a60828a56c863366d
20160204_ATGE,20160204,ATGE,tree,852f700e71c6cc742d2247b667412ba235d20f4a
20160204_CSL,20160204,CSL,tree,bb4d379adab58e24d17f6eec16c007e9791d50ee
20160204_ELY,20160204,ELY,tree,6108f2cd7cf49e810db5325a57a43abe5e00a0a5
20160204_HZO,20160204,HZO,tree,9dc9548cf9266cb35acdd9067fffe7e75191c257
20160204_LQDT,20160204,LQDT,tree,91c76c3e09c3c046d3b1de3a4abb50f39a48ad3d
20160204_MD,20160204,MD,tree,39351c25ba4d9c3e6d88be0770cb0c420f2eb5a3
20160204_MHO,20160204,MHO,tree,cc6874ab063408d10b0c8fb23d87cd6bcf6431cb
20160204_MPWR,20160204,MPWR,tree,05f8d33352fa14cd51af461d7151a15f7d1ced43
20160204_MTD,20160204,MTD,tree,77a2d259c2943a52f10f2f99085a84a4373e52a7
20160204_ODFL,20160204,ODFL,tree,4dcd376151b127c7072441b9729ba8e38c3487fb
20160204_OMCL,20160204,OMCL,tree,c6d63c99b2c1c2a52f86507f28cfd35ddf33b5a5
20160204_PJC,20160204,PJC,tree,7e3eca612c1082fdb090121414922fdfa6696daf
20160204_PLUS,20160204,PLUS,tree,a8397e9d058ad8ce8ec5909e8b7461a387d93e77
20160204_POWI,20160204,POWI,tree,deb723a99b9cb3e7e3db928b2ca2ed67e89b7c54
20160204_PTEN,20160204,PTEN,tree,d0280e14dd2b4962acc76f28815dbb8be0b56447
20160204_RL,20160204,RL,tree,dd63d553ca53cbb3cbf31a4d4f02bdf800e0a14e
20160204_TDC,20160204,TDC,tree,dcb097451da6553d6645ecdbd33fb3a0e9de1c60
20160204_TPX,20160204,TPX,tree,c691a2d3b21aaac024d23585ac006c27374b365d
20160204_XYL,20160204,XYL,tree,f79a97d7f5f292197cfbaa64138ee1d679ac8e4d
20160205_CME,20160205,CME,tree,c4da2aae185e52d6a840b4741874affdd34ab4fa
20160205_TSN,20160205,TSN,tree,1903523b4a6d59dcbde0aab97d83f4effb671f42
20160205_UFS,20160205,UFS,tree,ec9c07faaaea8b71138a2b9b3168419c6ed28802
20160205_WY,20160205,WY,tree,d1e79defceaa0111923199be1957e3333976ecb8
20160208_DO,20160208,DO,tree,c7eb573564f1afd97db191a0586051bb97a5ee70
20160208_HAS,20160208,HAS,tree,2709d30e3390562225b32431beadfc10b2a12d23
20160208_MOH,20160208,MOH,tree,3c40370a9222cac007d6b53d215da32d599380dd
20160209_AKAM,20160209,AKAM,tree,f9c62aeaeaff2e6113a74a1ea7416f703a86224c
20160209_BHE,20160209,BHE,tree,79b46ce93be22499effb0d98f96b43fea6e8b86a
20160209_CNC,20160209,CNC,tree,4e25b3cfc6eb5b474d63f2f700f348f5a8849ba1
20160209_CVS,20160209,CVS,tree,41c5bdb49c157e2fd7019b9fbe2ac5c3467a0fa8
20160209_DIS,20160209,DIS,tree,abd5d13286337c38058e11fd3cb2a1b8ee410edc
20160209_ESE,20160209,ESE,tree,05b6c175b040d76cd824ddb6a2288bf186148841
20160209_GLT,20160209,GLT,tree,68bd2a95ec1e8825fb41f07b6808b0b28f26dc1e
20160209_LABL,20160209,LABL,tree,07bd5de197a884be237ea08fcd1c4b7d27538895
20160209_MPAA,20160209,MPAA,tree,c3bd57d5c99313071de2802f6de32b2dfeeaed5f
20160209_QNST,20160209,QNST,tree,4f878bf34ab55df0679b8012e6e1d0cd5789b844
20160209_SCSC,20160209,SCSC,tree,6fa83962f376348e28d6e0d80c61679e93547b62
20160209_STE,20160209,STE,tree,02057bee1deaefb4bcb8d64147f14d6eb7c420a8
20160209_TDG,20160209,TDG,tree,3c0a7af9d80e0152370c831ee76a8fbebdff0b47
20160209_WCG,20160209,WCG,tree,d882858f670fa295c5aea16ed2b44656865ca0b5
20160209_WYND,20160209,WYND,tree,4b304ff90ac403f5e6fa5dea16aeede37645a7ac
20160210_CTL,20160210,CTL,tree,48ecce712786bc3afcec4b66dcc2b783f6f3d880
20160210_DTE,20160210,DTE,tree,c24102a575177a9e44f415fbf388e62cff3ed34f
20160210_INTL,20160210,INTL,tree,271c2154397e65497287c913f7b2156effe686d2
20160210_LGND,20160210,LGND,tree,2919fcfcd81ea66ea8727872f51f8bf9ee866c75
20160210_LPSN,20160210,LPSN,tree,010c1008cdcce7bb50ec677236317d68b7878cbc
20160210_MDSO,20160210,MDSO,tree,3539a129d691deeb721c9e115a2b23afc86503f4
20160210_NSIT,20160210,NSIT,tree,7e3d11d9f9e56c73c04deead053b6a68f21c397b
20160211_AAP,20160211,AAP,tree,690ec2ce17bf51dfd02eaddf6d05a248cce58f32
20160211_ATVI,20160211,ATVI,tree,c68f471f0d991aed58c841a11661bdd09e5a05fe
20160211_BWA,20160211,BWA,tree,26019e32e17717a7b39dd8f6f6381507d4ad675a
20160211_CRAY,20160211,CRAY,tree,5be07bed31792febdbdecf73170528a72771d4b7
20160211_FAF,20160211,FAF,tree,e4495b94b28276049490fae0576e04c662cbadd1
20160211_FLO,20160211,FLO,tree,d14c74ebe1a9128e721e1e054390989af2d62c30
20160211_IVC,20160211,IVC,tree,3860d4cce7f7d186fdb9d99741e8e97e4ceed205
20160211_LOGM,20160211,LOGM,tree,0d986691765d40976e28a5d776d7e786d438e43b
20160211_LPX,20160211,LPX,tree,536d923cdf39472bfbd45971266e3bdc20f302d3
20160211_NNN,20160211,NNN,tree,dcd75ce60439ed0cb8c41b33345b87fe48432c2f
20160211_NUS,20160211,NUS,tree,44239af43e5d2f826f1a26efcc0d0def7fc421fe
20160211_NUVA,20160211,NUVA,tree,684ef51a72ed4355d7b03b9ef64fcb18731738ff
20160211_PDFS,20160211,PDFS,tree,68f70004ebc0a14ba64b352576850b7ad3cdce03
20160211_SON,20160211,SON,tree,42dc4203cd7974b4e20fe6f76b02be647224103e
20160211_TRIP,20160211,TRIP,tree,7c3cc2859ca0bf61cc282692a050d98ae207a683
20160211_TYPE,20160211,TYPE,tree,1ff819ca0381385f0b8bf3bcb784a47b63e5b402
20160211_VG,20160211,VG,tree,6536b36b463e47a683326183a24e3507fbdd7f2a
20160211_VRSN,20160211,VRSN,tree,c8b813a8b5d1a608a015bfbfdadca5b421a7942a
20160211_WWE,20160211,WWE,tree,523fee825d6e1b75085e966c8d314199e281dbe1
20160212_AXL,20160212,AXL,tree,774d07ad8e7d3c01d42697692f086156227f4a08
20160212_IPG,20160212,IPG,tree,c8b2f339cebaeb407838035ffee5c98bd97eaf25
20160212_NSP,20160212,NSP,tree,e02dbc3110fb34f5fb2c01fe0f336ab49e11b2aa
20160216_BYD,20160216,BYD,tree,d8780a99bf93549791ba048b308b381dbe7bab04
20160216_CYTK,20160216,CYTK,tree,ffce2bfa98eb4e10933c0b2b6ca692c3ca714cb9
20160217_CLD,20160217,CLD,tree,a4112b980248ae6964e910d6e47c8f62e7a2cc7f
20160217_EIG,20160217,EIG,tree,dc3775838109e544ec1d2ffd309d90d5f5a5dc0f
20160217_GEO,20160217,GEO,tree,79d7c36364472457dc943dc560ff8a2551f6575a
20160217_GRMN,20160217,GRMN,tree,b529c850fd41f020cde7c82bd98ca9eb1d0ce1b6
20160217_HST,20160217,HST,tree,fc0bef9fc22f975a17cdbaecb7e7d974f0e5dfbf
20160217_MANT,20160217,MANT,tree,54bebd4118669d4af4d4d40dddb10cc4a3a23dd0
20160217_SNPS,20160217,SNPS,tree,930bb6c0a0c71b8bc42c07fb4e5bfbe34cc0d195
20160218_AAN,20160218,AAN,tree,365b338e6cc82e2bafceab7eabccb983e5a7f277
20160218_CBB,20160218,CBB,tree,ef7b77daeac4d3ab9c2f57a4e70e275faeacf0d1
20160218_DAN,20160218,DAN,tree,152539311ed04edbf43ff3142faef94f06ba114c
20160218_DISH,20160218,DISH,tree,a2114674dc5a258cda17fb021ca512c997a67b88
20160218_IDCC,20160218,IDCC,tree,8c3c4c0761c05a172e21d5e8d4e742f5f3359f8e
20160218_LH,20160218,LH,tree,294cbcffd59ffab6e5b3c1969f69ac7dc72e329c
20160218_NI,20160218,NI,tree,fd7b965b3b75eb3abdfea2243f9b26e047234f25
20160218_PCG,20160218,PCG,tree,e434bf6401f594ef11fdab2eca743e68a154a44b
20160218_POOL,20160218,POOL,tree,833f4117c24cea1335e5a223a9c3ae878871136b
20160218_SAM,20160218,SAM,tree,1e8165cf3e2bab3e5822c740718c8aac9f39da7b
20160218_UFCS,20160218,UFCS,tree,434145aaa1ca04196f0b7d305a62addeafdab560
20160219_CIR,20160219,CIR,tree,a3ff051b811e5201746bed0cf293f38ebc06cfa0
20160219_COG,20160219,COG,tree,526a6cd128b80f29475a83405476c2f0e0a9a717
20160219_DE,20160219,DE,tree,53edb646f3a0d0c0826db70faf4a31dd8bbdf4ef
20160219_PNW,20160219,PNW,tree,295cf7c329e8850ee09461604661eb56a7a9a564
20160219_VFC,20160219,VFC,tree,b74665b4a8c8036846668a4de88106e2b37393e7
20160222_AGN,20160222,AGN,tree,76d5b4f40ab2874171e7c9ff2421a396c82f1f09
20160222_EDR,20160222,EDR,tree,5f164fae9bd2e93b8042f90551286f854d1a3c6b
20160222_MSI,20160222,MSI,tree,fd2c7f244f15b530d5614727df81e14ce2988082
20160223_DAKT,20160223,DAKT,tree,7cd1d910fc628562460b011549231917861f0c73
20160223_DRH,20160223,DRH,tree,1c569f9b19d3b52f966c82c84ceb8337dc22d279
20160223_FSLR,20160223,FSLR,tree,b3cf401ee67d525f17f0f1decdd0201954c17219
20160223_LAMR,20160223,LAMR,tree,a70a0289e748dca86f5bf8ac361531e33d909cf2
20160223_LXP,20160223,LXP,tree,bb08815c5e877b43700485c93e07ec56b650cca7
20160223_M,20160223,M,tree,3ea516ec37ad19736ac8805e5e4dac25f17d3646
20160223_SF,20160223,SF,tree,97b76c27d4a17665434ce9569a85d79b808de83f
20160223_TOL,20160223,TOL,tree,e14b99106b75e7151c271b40de1b2c54e3fbb68d
20160223_TREX,20160223,TREX,tree,89f154031ff231852f0d447867800a946fc039ad
20160224_CHK,20160224,CHK,tree,e5838daf5c30394d3355e19713c859d2e947e509
20160224_CLDT,20160224,CLDT,tree,55685484f3022d79e9407dd19f3484c8e25de62e
20160224_CNK,20160224,CNK,tree,a1cdd0f383094303e5eb0c5c19046fa20c589bc2
20160224_CRM,20160224,CRM,tree,6713478e756773e38e44f5f7a9a510e46473e18c
20160224_DIN,20160224,DIN,tree,b03a30b724ef19fd92d61c93ff15b1e9fa7d2615
20160224_EV,20160224,EV,tree,ca21bb66b17d06affd5c3e3eaead170e32ad7308
20160224_FARO,20160224,FARO,tree,ac98d83aafb967a9503278b84f8c41832c5dbe03
20160224_HFC,20160224,HFC,tree,38c302db789db5e82c59785efda37512468aa8c2
20160224_SSTK,20160224,SSTK,tree,93767542895f0fcd0436cc75da30003ed7802163
