period,line,value,letter,method,vintage_order
1Q22,recon_restr,0.3,3Q22,block,91
1Q22,recon_restr,0.0,4Q22,block,92
1Q22,recon_restr,0.0,1Q23,block,93
1Q22,recon_restr,0.0,2Q23,block,94
1Q22,recon_restr,0.0,3Q23,block,95
1Q22,recon_restr,0.0,4Q23,block,96
1Q22,recon_restr,0.0,1Q24,block,97
1Q22,recon_revenue,1508.9,1Q22,block,89
1Q22,recon_revenue,1508.9,2Q22,block,90
1Q22,recon_revenue,1508.9,3Q22,block,91
1Q22,recon_revenue,1509.0,4Q22,block,92
1Q22,recon_revenue,1509.0,1Q23,block,93
1Q22,recon_revenue,1509.0,2Q23,block,94
1Q22,recon_revenue,1509.0,3Q23,block,95
1Q22,recon_revenue,1509.0,4Q23,block,96
1Q22,recon_revenue,1509.0,1Q24,block,97
1Q22,recon_revenue,1509.0,3Q24,rows,99
1Q22,recon_sbc,194.9,1Q22,block,89
1Q22,recon_sbc,194.9,2Q22,block,90
1Q22,recon_sbc,194.9,3Q22,block,91
1Q22,recon_sbc,195.0,4Q22,block,92
1Q22,recon_sbc,195.0,1Q23,block,93
1Q22,recon_sbc,195.0,2Q23,block,94
1Q22,recon_sbc,195.0,3Q23,block,95
1Q22,recon_sbc,195.0,4Q23,block,96
1Q22,recon_sbc,195.0,1Q24,block,97
1Q22,recon_sbc,195.0,3Q24,rows,99
1Q22,recon_tax,10.7,1Q22,block,89
1Q22,recon_tax,10.7,2Q22,block,90
1Q22,recon_tax,10.7,3Q22,block,91
1Q22,recon_tax,11.0,4Q22,block,92
1Q22,recon_tax,11.0,1Q23,block,93
1Q22,recon_tax,11.0,2Q23,block,94
1Q22,recon_tax,11.0,3Q23,block,95
1Q22,recon_tax,11.0,4Q23,block,96
1Q22,recon_tax,11.0,1Q24,block,97
1Q22,recon_tax,11.0,3Q24,rows,99
1Q23,fcf_capex,-6.0,1Q23,block,93
1Q23,fcf_capex,-6.0,2Q23,block,94
1Q23,fcf_capex,-6.0,3Q23,block,95
1Q23,fcf_capex,-6.0,4Q23,block,96
1Q23,fcf_capex,-6.0,1Q24,block,97
1Q23,fcf_capex,-6.0,2Q24,block,98
1Q23,fcf_capex,-6.0,3Q24,block,99
1Q23,fcf_capex,-6.0,4Q24,block,100
1Q23,fcf_capex,-6.0,1Q25,block,101
1Q23,fcf_capex,-6.0,2Q25,block,102
1Q23,fcf_capex,-6.0,3Q25,block,103
1Q23,fcf_capex,-6.0,4Q25,block,104
1Q23,fcf_cfo,1587.0,1Q23,block,93
1Q23,fcf_cfo,1587.0,2Q23,block,94
1Q23,fcf_cfo,1587.0,3Q23,block,95
1Q23,fcf_cfo,1587.0,4Q23,block,96
1Q23,fcf_cfo,1587.0,1Q24,block,97
1Q23,fcf_cfo,1587.0,2Q24,block,98
1Q23,fcf_cfo,1587.0,3Q24,block,99
1Q23,fcf_cfo,1587.0,4Q24,block,100
1Q23,fcf_cfo,1587.0,1Q25,block,101
1Q23,fcf_cfo,1587.0,2Q25,block,102
1Q23,fcf_cfo,1587.0,3Q25,block,103
1Q23,fcf_cfo,1587.0,4Q25,block,104
1Q23,fcf_fcf,1581.0,1Q23,block,93
1Q23,fcf_fcf,1581.0,2Q23,block,94
1Q23,fcf_fcf,1581.0,3Q23,block,95
1Q23,fcf_fcf,1581.0,4Q23,block,96
1Q23,fcf_fcf,1581.0,1Q24,block,97
1Q23,fcf_fcf,1581.0,2Q24,block,98
1Q23,fcf_fcf,1581.0,3Q24,block,99
1Q23,fcf_fcf,1581.0,4Q24,block,100
1Q23,fcf_fcf,1581.0,1Q25,block,101
1Q23,fcf_fcf,1581.0,2Q25,block,102
1Q23,fcf_fcf,1581.0,3Q25,block,103
1Q23,fcf_fcf,1581.0,4Q25,block,104
1Q23,recon_acq,12.0,1Q23,block,93
1Q23,recon_acq,12.0,2Q23,block,94
1Q23,recon_acq,12.0,3Q23,block,95
1Q23,recon_acq,12.0,4Q23,block,96
1Q23,recon_acq,12.0,1Q24,block,97
1Q23,recon_acq,12.0,3Q24,rows,99
1Q23,recon_acq,12.0,1Q25,block,101
1Q23,recon_acq,12.0,2Q25,block,102
1Q23,recon_acq,12.0,3Q25,block,103
1Q23,recon_acq,12.0,4Q25,block,104
1Q23,recon_adj_ebitda,262.0,1Q23,block,93
1Q23,recon_adj_ebitda,262.0,2Q23,block,94
1Q23,recon_adj_ebitda,262.0,3Q23,block,95
1Q23,recon_adj_ebitda,262.0,4Q23,block,96
1Q23,recon_adj_ebitda,262.0,1Q24,block,97
1Q23,recon_adj_ebitda,262.0,3Q24,rows,99
1Q23,recon_adj_ebitda,262.0,1Q25,block,101
1Q23,recon_adj_ebitda,262.0,2Q25,block,102
1Q23,recon_adj_ebitda,262.0,3Q25,block,103
1Q23,recon_adj_ebitda,262.0,4Q25,block,104
1Q23,recon_da,11.0,1Q23,block,93
1Q23,recon_da,11.0,2Q23,block,94
1Q23,recon_da,11.0,3Q23,block,95
1Q23,recon_da,11.0,4Q23,block,96
1Q23,recon_da,11.0,1Q24,block,97
1Q23,recon_da,11.0,3Q24,rows,99
1Q23,recon_da,11.0,1Q25,block,101
1Q23,recon_da,11.0,2Q25,block,102
1Q23,recon_da,11.0,3Q25,block,103
1Q23,recon_da,11.0,4Q25,block,104
1Q23,recon_int_exp,4.0,1Q23,block,93
1Q23,recon_int_exp,4.0,2Q23,block,94
1Q23,recon_int_exp,4.0,3Q23,block,95
1Q23,recon_int_exp,4.0,4Q23,block,96
1Q23,recon_int_inc,-146.0,1Q23,block,93
1Q23,recon_int_inc,-146.0,2Q23,block,94
1Q23,recon_int_inc,-146.0,3Q23,block,95
1Q23,recon_int_inc,-146.0,4Q23,block,96
1Q23,recon_int_inc,-146.0,1Q24,block,97
1Q23,recon_int_inc,-146.0,3Q24,rows,99
1Q23,recon_int_inc,-146.0,1Q25,block,101
1Q23,recon_int_inc,-146.0,2Q25,block,102
1Q23,recon_int_inc,-146.0,3Q25,block,103
1Q23,recon_int_inc,-146.0,4Q25,block,104
1Q23,recon_ipo,0.0,2Q25,block,102
1Q23,recon_ipo,0.0,3Q25,block,103
1Q23,recon_ipo,0.0,4Q25,block,104
1Q23,recon_lodging,4.0,1Q23,block,93
1Q23,recon_lodging,4.0,2Q23,block,94
1Q23,recon_lodging,4.0,3Q23,block,95
1Q23,recon_lodging,4.0,4Q23,block,96
1Q23,recon_lodging,4.0,1Q24,block,97
1Q23,recon_lodging,4.0,3Q24,rows,99
1Q23,recon_lodging,4.0,1Q25,block,101
1Q23,recon_lodging,4.0,2Q25,block,102
1Q23,recon_lodging,4.0,3Q25,block,103
1Q23,recon_lodging,4.0,4Q25,block,104
1Q23,recon_net_income,117.0,1Q23,block,93
1Q23,recon_net_income,117.0,2Q23,block,94
1Q23,recon_net_income,117.0,3Q23,block,95
1Q23,recon_net_income,117.0,4Q23,block,96
1Q23,recon_net_income,117.0,1Q24,block,97
1Q23,recon_net_income,117.0,3Q24,rows,99
1Q23,recon_net_income,117.0,1Q25,block,101
1Q23,recon_net_income,117.0,2Q25,block,102
1Q23,recon_net_income,117.0,3Q25,block,103
1Q23,recon_net_income,117.0,4Q25,block,104
1Q23,recon_other,7.0,1Q23,block,93
1Q23,recon_other,7.0,2Q23,block,94
1Q23,recon_other,7.0,3Q23,block,95
1Q23,recon_other,7.0,4Q23,block,96
1Q23,recon_other,11.0,1Q24,block,97
1Q23,recon_other,11.0,3Q24,rows,99
1Q23,recon_other,11.0,1Q25,block,101
1Q23,recon_other,11.0,2Q25,block,102
1Q23,recon_other,11.0,3Q25,block,103
1Q23,recon_other,11.0,4Q25,block,104
1Q23,recon_restr,0.0,1Q23,block,93
1Q23,recon_restr,0.0,2Q23,block,94
1Q23,recon_restr,0.0,3Q23,block,95
1Q23,recon_restr,0.0,4Q23,block,96
1Q23,recon_restr,0.0,1Q24,block,97
1Q23,recon_revenue,1818.0,1Q23,block,93
1Q23,recon_revenue,1818.0,2Q23,block,94
1Q23,recon_revenue,1818.0,3Q23,block,95
1Q23,recon_revenue,1818.0,4Q23,block,96
1Q23,recon_revenue,1818.0,1Q24,block,97
1Q23,recon_revenue,1818.0,3Q24,rows,99
1Q23,recon_revenue,1818.0,1Q25,block,101
1Q23,recon_revenue,1818.0,2Q25,block,102
1Q23,recon_revenue,1818.0,3Q25,block,103
1Q23,recon_revenue,1818.0,4Q25,block,104
1Q23,recon_sbc,240.0,1Q23,block,93
1Q23,recon_sbc,240.0,2Q23,block,94
1Q23,recon_sbc,240.0,3Q23,block,95
1Q23,recon_sbc,240.0,4Q23,block,96
1Q23,recon_sbc,240.0,1Q24,block,97
1Q23,recon_sbc,240.0,3Q24,rows,99
1Q23,recon_sbc,240.0,1Q25,block,101
1Q23,recon_sbc,240.0,2Q25,block,102
1Q23,recon_sbc,240.0,3Q25,block,103
1Q23,recon_sbc,240.0,4Q25,block,104
1Q23,recon_tax,13.0,1Q23,block,93
1Q23,recon_tax,13.0,2Q23,block,94
1Q23,recon_tax,13.0,3Q23,block,95
1Q23,recon_tax,13.0,4Q23,block,96
1Q23,recon_tax,13.0,1Q24,block,97
1Q23,recon_tax,13.0,3Q24,rows,99
1Q23,recon_tax,13.0,1Q25,block,101
1Q23,recon_tax,13.0,2Q25,block,102
1Q23,recon_tax,13.0,3Q25,block,103
1Q23,recon_tax,13.0,4Q25,block,104
1Q24,fcf_capex,-14.0,1Q24,block,97
1Q24,fcf_capex,-14.0,2Q24,block,98
1Q24,fcf_capex,-14.0,3Q24,block,99
1Q24,fcf_capex,-14.0,4Q24,block,100
1Q24,fcf_capex,-14.0,1Q25,block,101
1Q24,fcf_capex,-14.0,2Q25,block,102
1Q24,fcf_capex,-14.0,3Q25,block,103
1Q24,fcf_capex,-14.0,4Q25,block,104
1Q24,fcf_capex,-14.0,1Q26,block,105
1Q24,fcf_cfo,1923.0,1Q24,block,97
1Q24,fcf_cfo,1923.0,2Q24,block,98
1Q24,fcf_cfo,1923.0,3Q24,block,99
1Q24,fcf_cfo,1923.0,4Q24,block,100
1Q24,fcf_cfo,1923.0,1Q25,block,101
1Q24,fcf_cfo,1923.0,2Q25,block,102
1Q24,fcf_cfo,1923.0,3Q25,block,103
1Q24,fcf_cfo,1923.0,4Q25,block,104
1Q24,fcf_cfo,1923.0,1Q26,block,105
1Q24,fcf_fcf,1909.0,1Q24,block,97
1Q24,fcf_fcf,1909.0,2Q24,block,98
1Q24,fcf_fcf,1909.0,3Q24,block,99
1Q24,fcf_fcf,1909.0,4Q24,block,100
1Q24,fcf_fcf,1909.0,1Q25,block,101
1Q24,fcf_fcf,1909.0,2Q25,block,102
1Q24,fcf_fcf,1909.0,3Q25,block,103
1Q24,fcf_fcf,1909.0,4Q25,block,104
1Q24,fcf_fcf,1909.0,1Q26,block,105
1Q24,recon_acq,6.0,1Q24,block,97
1Q24,recon_acq,6.0,3Q24,rows,99
1Q24,recon_acq,6.0,1Q25,block,101
1Q24,recon_acq,6.0,2Q25,block,102
1Q24,recon_acq,6.0,3Q25,block,103
1Q24,recon_acq,6.0,4Q25,block,104
1Q24,recon_acq,6.0,1Q26,rows,105
1Q24,recon_adj_ebitda,424.0,1Q24,block,97
1Q24,recon_adj_ebitda,424.0,3Q24,rows,99
1Q24,recon_adj_ebitda,424.0,1Q25,block,101
1Q24,recon_adj_ebitda,424.0,2Q25,block,102
1Q24,recon_adj_ebitda,424.0,3Q25,block,103
1Q24,recon_adj_ebitda,424.0,4Q25,block,104
1Q24,recon_adj_ebitda,424.0,1Q26,rows,105
1Q24,recon_da,14.0,1Q24,block,97
1Q24,recon_da,14.0,3Q24,rows,99
1Q24,recon_da,14.0,1Q25,block,101
1Q24,recon_da,14.0,2Q25,block,102
1Q24,recon_da,14.0,3Q25,block,103
1Q24,recon_da,14.0,4Q25,block,104
1Q24,recon_da,14.0,1Q26,rows,105
1Q24,recon_int_inc,-202.0,1Q24,block,97
1Q24,recon_int_inc,-202.0,3Q24,rows,99
1Q24,recon_int_inc,-202.0,1Q25,block,101
1Q24,recon_int_inc,-202.0,2Q25,block,102
1Q24,recon_int_inc,-202.0,3Q25,block,103
1Q24,recon_int_inc,-202.0,4Q25,block,104
1Q24,recon_int_inc,-202.0,1Q26,rows,105
1Q24,recon_ipo,0.0,2Q25,block,102
1Q24,recon_ipo,0.0,3Q25,block,103
1Q24,recon_ipo,0.0,4Q25,block,104
1Q24,recon_lodging,8.0,1Q24,block,97
1Q24,recon_lodging,8.0,3Q24,rows,99
1Q24,recon_lodging,8.0,1Q25,block,101
1Q24,recon_lodging,8.0,2Q25,block,102
1Q24,recon_lodging,8.0,3Q25,block,103
1Q24,recon_lodging,8.0,4Q25,block,104
1Q24,recon_lodging,8.0,1Q26,rows,105
1Q24,recon_net_income,264.0,1Q24,block,97
1Q24,recon_net_income,264.0,3Q24,rows,99
1Q24,recon_net_income,264.0,1Q25,block,101
1Q24,recon_net_income,264.0,2Q25,block,102
1Q24,recon_net_income,264.0,3Q25,block,103
1Q24,recon_net_income,264.0,4Q25,block,104
1Q24,recon_net_income,264.0,1Q26,rows,105
1Q24,recon_other,10.0,1Q24,block,97
1Q24,recon_other,10.0,3Q24,rows,99
1Q24,recon_other,10.0,1Q25,block,101
1Q24,recon_other,10.0,2Q25,block,102
1Q24,recon_other,10.0,3Q25,block,103
1Q24,recon_other,10.0,4Q25,block,104
1Q24,recon_other,10.0,1Q26,rows,105
1Q24,recon_restr,0.0,1Q24,block,97
1Q24,recon_revenue,2142.0,1Q24,block,97
1Q24,recon_revenue,2142.0,3Q24,rows,99
1Q24,recon_revenue,2142.0,1Q25,block,101
1Q24,recon_revenue,2142.0,2Q25,block,102
1Q24,recon_revenue,2142.0,3Q25,block,103
1Q24,recon_revenue,2142.0,4Q25,block,104
1Q24,recon_revenue,2142.0,1Q26,rows,105
1Q24,recon_sbc,295.0,1Q24,block,97
1Q24,recon_sbc,295.0,3Q24,rows,99
1Q24,recon_sbc,295.0,1Q25,block,101
1Q24,recon_sbc,295.0,2Q25,block,102
1Q24,recon_sbc,295.0,3Q25,block,103
1Q24,recon_sbc,295.0,4Q25,block,104
1Q24,recon_sbc,295.0,1Q26,rows,105
1Q24,recon_tax,29.0,1Q24,block,97
1Q24,recon_tax,29.0,3Q24,rows,99
1Q24,recon_tax,29.0,1Q25,block,101
1Q24,recon_tax,29.0,2Q25,block,102
1Q24,recon_tax,29.0,3Q25,block,103
1Q24,recon_tax,29.0,4Q25,block,104
1Q24,recon_tax,29.0,1Q26,rows,105
1Q25,fcf_capex,-8.0,1Q25,block,101
1Q25,fcf_capex,-8.0,2Q25,block,102
1Q25,fcf_capex,-8.0,3Q25,block,103
1Q25,fcf_capex,-8.0,4Q25,block,104
1Q25,fcf_capex,-8.0,1Q26,block,105
1Q25,fcf_capex,-8.0,2Q26,block,106
1Q25,fcf_cfo,1789.0,1Q25,block,101
1Q25,fcf_cfo,1789.0,2Q25,block,102
1Q25,fcf_cfo,1789.0,3Q25,block,103
1Q25,fcf_cfo,1789.0,4Q25,block,104
1Q25,fcf_cfo,1789.0,1Q26,block,105
1Q25,fcf_cfo,1789.0,2Q26,block,106
1Q25,fcf_fcf,1781.0,1Q25,block,101
1Q25,fcf_fcf,1781.0,2Q25,block,102
1Q25,fcf_fcf,1781.0,3Q25,block,103
1Q25,fcf_fcf,1781.0,4Q25,block,104
1Q25,fcf_fcf,1781.0,1Q26,block,105
1Q25,fcf_fcf,1781.0,2Q26,block,106
1Q25,recon_acq,0.0,1Q25,block,101
1Q25,recon_acq,0.0,2Q25,block,102
1Q25,recon_acq,0.0,3Q25,block,103
1Q25,recon_acq,0.0,4Q25,block,104
1Q25,recon_acq,0.0,1Q26,rows,105
1Q25,recon_acq,0.0,2Q26,block,106
1Q25,recon_adj_ebitda,417.0,1Q25,block,101
1Q25,recon_adj_ebitda,417.0,2Q25,block,102
1Q25,recon_adj_ebitda,417.0,3Q25,block,103
1Q25,recon_adj_ebitda,417.0,4Q25,block,104
1Q25,recon_adj_ebitda,417.0,1Q26,rows,105
1Q25,recon_adj_ebitda,417.0,2Q26,block,106
1Q25,recon_da,25.0,1Q25,block,101
1Q25,recon_da,25.0,2Q25,block,102
1Q25,recon_da,25.0,3Q25,block,103
1Q25,recon_da,25.0,4Q25,block,104
1Q25,recon_da,25.0,1Q26,rows,105
1Q25,recon_da,25.0,2Q26,block,106
1Q25,recon_int_exp,5.0,2Q26,block,106
1Q25,recon_int_inc,-173.0,1Q25,block,101
1Q25,recon_int_inc,-173.0,2Q25,block,102
1Q25,recon_int_inc,-173.0,3Q25,block,103
1Q25,recon_int_inc,-173.0,4Q25,block,104
1Q25,recon_int_inc,-173.0,1Q26,rows,105
1Q25,recon_int_inc,-173.0,2Q26,block,106
1Q25,recon_ipo,0.0,2Q25,block,102
1Q25,recon_ipo,0.0,3Q25,block,103
1Q25,recon_ipo,0.0,4Q25,block,104
1Q25,recon_ipo,0.0,2Q26,block,106
1Q25,recon_lodging,-4.0,1Q25,block,101
1Q25,recon_lodging,-4.0,2Q25,block,102
1Q25,recon_lodging,-4.0,3Q25,block,103
1Q25,recon_lodging,-4.0,4Q25,block,104
1Q25,recon_lodging,-4.0,1Q26,rows,105
1Q25,recon_lodging,-4.0,2Q26,block,106
1Q25,recon_net_income,154.0,1Q25,block,101
1Q25,recon_net_income,154.0,2Q25,block,102
1Q25,recon_net_income,154.0,3Q25,block,103
1Q25,recon_net_income,154.0,4Q25,block,104
1Q25,recon_net_income,154.0,1Q26,rows,105
1Q25,recon_net_income,154.0,2Q26,block,106
1Q25,recon_other,38.0,1Q25,block,101
1Q25,recon_other,38.0,2Q25,block,102
1Q25,recon_other,38.0,3Q25,block,103
1Q25,recon_other,38.0,4Q25,block,104
1Q25,recon_other,38.0,1Q26,rows,105
1Q25,recon_other,33.0,2Q26,block,106
1Q25,recon_revenue,2272.0,1Q25,block,101
1Q25,recon_revenue,2272.0,2Q25,block,102
1Q25,recon_revenue,2272.0,3Q25,block,103
1Q25,recon_revenue,2272.0,4Q25,block,104
1Q25,recon_revenue,2272.0,1Q26,rows,105
1Q25,recon_revenue,2272.0,2Q26,block,106
1Q25,recon_sbc,358.0,1Q25,block,101
1Q25,recon_sbc,358.0,2Q25,block,102
1Q25,recon_sbc,358.0,3Q25,block,103
1Q25,recon_sbc,358.0,4Q25,block,104
1Q25,recon_sbc,358.0,1Q26,rows,105
1Q25,recon_sbc,358.0,2Q26,block,106
1Q25,recon_tax,19.0,1Q25,block,101
1Q25,recon_tax,19.0,2Q25,block,102
1Q25,recon_tax,19.0,3Q25,block,103
1Q25,recon_tax,19.0,4Q25,block,104
1Q25,recon_tax,19.0,1Q26,rows,105
1Q25,recon_tax,19.0,2Q26,block,106
1Q26,fcf_capex,-4.0,1Q26,block,105
1Q26,fcf_capex,-4.0,2Q26,block,106
1Q26,fcf_cfo,1708.0,1Q26,block,105
1Q26,fcf_cfo,1708.0,2Q26,block,106
1Q26,fcf_fcf,1704.0,1Q26,block,105
1Q26,fcf_fcf,1704.0,2Q26,block,106
1Q26,recon_acq,-2.0,1Q26,rows,105
1Q26,recon_acq,-2.0,2Q26,block,106
1Q26,recon_adj_ebitda,519.0,1Q26,rows,105
1Q26,recon_adj_ebitda,519.0,2Q26,block,106
1Q26,recon_da,22.0,1Q26,rows,105
1Q26,recon_da,22.0,2Q26,block,106
1Q26,recon_int_exp,21.0,2Q26,block,106
1Q26,recon_int_inc,-155.0,1Q26,rows,105
1Q26,recon_int_inc,-155.0,2Q26,block,106
1Q26,recon_ipo,0.0,2Q26,block,106
1Q26,recon_lodging,3.0,1Q26,rows,105
1Q26,recon_lodging,3.0,2Q26,block,106
1Q26,recon_net_income,160.0,1Q26,rows,105
1Q26,recon_net_income,160.0,2Q26,block,106
1Q26,recon_other,-40.0,1Q26,rows,105
1Q26,recon_other,-61.0,2Q26,block,106
1Q26,recon_revenue,2678.0,1Q26,rows,105
1Q26,recon_revenue,2678.0,2Q26,block,106
1Q26,recon_sbc,410.0,1Q26,rows,105
1Q26,recon_sbc,410.0,2Q26,block,106
1Q26,recon_tax,121.0,1Q26,rows,105
1Q26,recon_tax,121.0,2Q26,block,106
2Q18,fcf_capex,-14.142,424B4,rows,-1
2Q18,fcf_cfo,282.253,424B4,rows,-1
2Q18,fcf_fcf,268.111,424B4,rows,-1
2Q18,recon_adj_ebitda,49.457,424B4,rows,-1
2Q18,recon_da,19.933,424B4,rows,-1
2Q18,recon_int_exp,5.6530000000000005,424B4,rows,-1
2Q18,recon_int_inc,-16.029,424B4,rows,-1
2Q18,recon_lodging,4.798,424B4,rows,-1
2Q18,recon_net_income,10.214,424B4,rows,-1
2Q18,recon_other,-0.166,424B4,rows,-1
2Q18,recon_restr,0.0,424B4,rows,-1
2Q18,recon_sbc,13.361,424B4,rows,-1
2Q18,recon_tax,11.693,424B4,rows,-1
2Q19,fcf_capex,-30.527,424B4,rows,-1
2Q19,fcf_capex,-30.527,4Q20,block,84
2Q19,fcf_capex,-30.527,3Q21,rows,87
2Q19,fcf_capex,-30.527,4Q21,rows,88
2Q19,fcf_capex,-30.6,1Q22,rows,89
2Q19,fcf_capex,-30.6,2Q22,block,90
2Q19,fcf_capex,-31.0,4Q22,block,92
2Q19,fcf_capex,-31.0,1Q23,block,93
2Q19,fcf_capex,-31.0,2Q23,block,94
2Q19,fcf_capex,-30.0,3Q23,block,95
2Q19,fcf_capex,-30.0,4Q23,block,96
2Q19,fcf_cfo,151.63400000000001,424B4,rows,-1
2Q19,fcf_cfo,151.63400000000001,4Q20,block,84
2Q19,fcf_cfo,151.63400000000001,3Q21,rows,87
2Q19,fcf_cfo,151.63400000000001,4Q21,rows,88
2Q19,fcf_cfo,151.7,1Q22,rows,89
2Q19,fcf_cfo,151.7,2Q22,block,90
2Q19,fcf_cfo,152.0,4Q22,block,92
2Q19,fcf_cfo,152.0,1Q23,block,93
2Q19,fcf_cfo,152.0,2Q23,block,94
2Q19,fcf_cfo,152.0,3Q23,block,95
2Q19,fcf_cfo,152.0,4Q23,block,96
2Q19,fcf_fcf,121.107,424B4,rows,-1
2Q19,fcf_fcf,121.107,4Q20,block,84
2Q19,fcf_fcf,121.107,3Q21,rows,87
2Q19,fcf_fcf,121.107,4Q21,rows,88
2Q19,fcf_fcf,121.1,1Q22,rows,89
2Q19,fcf_fcf,121.1,2Q22,block,90
2Q19,fcf_fcf,121.0,4Q22,block,92
2Q19,fcf_fcf,121.0,1Q23,block,93
2Q19,fcf_fcf,121.0,2Q23,block,94
2Q19,fcf_fcf,122.0,3Q23,block,95
2Q19,fcf_fcf,122.0,4Q23,block,96
2Q19,recon_acq,0.0,4Q20,rows,84
2Q19,recon_acq,0.0,2Q21,rows,86
2Q19,recon_acq,0.0,3Q21,block,87
2Q19,recon_acq,0.0,4Q21,block,88
2Q19,recon_acq,0.0,1Q22,block,89
2Q19,recon_acq,0.0,2Q22,block,90
2Q19,recon_acq,0.0,4Q22,block,92
2Q19,recon_acq,0.0,1Q23,block,93
2Q19,recon_acq,0.0,2Q23,block,94
2Q19,recon_acq,0.0,3Q23,block,95
2Q19,recon_acq,0.0,4Q23,block,96
2Q19,recon_adj_ebitda,-42.592,424B4,rows,-1
2Q19,recon_adj_ebitda,-42.592,4Q20,rows,84
2Q19,recon_adj_ebitda,-42.592,2Q21,rows,86
2Q19,recon_adj_ebitda,-42.592,3Q21,block,87
2Q19,recon_adj_ebitda,-42.592,4Q21,block,88
2Q19,recon_adj_ebitda,-42.6,1Q22,block,89
2Q19,recon_adj_ebitda,-42.6,2Q22,block,90
2Q19,recon_adj_ebitda,-42.0,4Q22,block,92
2Q19,recon_adj_ebitda,-42.0,1Q23,block,93
2Q19,recon_adj_ebitda,-42.0,2Q23,block,94
2Q19,recon_adj_ebitda,-42.0,3Q23,block,95
2Q19,recon_adj_ebitda,-42.0,4Q23,block,96
2Q19,recon_da,24.108,424B4,rows,-1
2Q19,recon_da,24.108,4Q20,rows,84
2Q19,recon_da,24.108,2Q21,rows,86
2Q19,recon_da,24.108,3Q21,block,87
2Q19,recon_da,24.108,4Q21,block,88
2Q19,recon_da,24.1,1Q22,block,89
2Q19,recon_da,24.1,2Q22,block,90
2Q19,recon_da,24.0,4Q22,block,92
2Q19,recon_da,24.0,1Q23,block,93
2Q19,recon_da,24.0,2Q23,block,94
2Q19,recon_da,24.0,3Q23,block,95
2Q19,recon_da,24.0,4Q23,block,96
2Q19,recon_int_exp,2.45,424B4,rows,-1
2Q19,recon_int_exp,2.45,4Q20,rows,84
2Q19,recon_int_exp,2.45,2Q21,rows,86
2Q19,recon_int_exp,2.45,3Q21,block,87
2Q19,recon_int_exp,2.45,4Q21,block,88
2Q19,recon_int_exp,2.5,1Q22,block,89
2Q19,recon_int_exp,2.5,2Q22,block,90
2Q19,recon_int_exp,2.0,4Q22,block,92
2Q19,recon_int_exp,2.0,1Q23,block,93
2Q19,recon_int_exp,2.0,2Q23,block,94
2Q19,recon_int_exp,2.0,3Q23,block,95
2Q19,recon_int_exp,2.0,4Q23,block,96
2Q19,recon_int_inc,-24.367,424B4,rows,-1
2Q19,recon_int_inc,-24.367,4Q20,rows,84
2Q19,recon_int_inc,-24.367,2Q21,rows,86
2Q19,recon_int_inc,-24.367,3Q21,block,87
2Q19,recon_int_inc,-24.367,4Q21,block,88
2Q19,recon_int_inc,-24.4,1Q22,block,89
2Q19,recon_int_inc,-24.4,2Q22,block,90
2Q19,recon_int_inc,-25.0,4Q22,block,92
2Q19,recon_int_inc,-25.0,1Q23,block,93
2Q19,recon_int_inc,-25.0,2Q23,block,94
2Q19,recon_int_inc,-25.0,3Q23,block,95
2Q19,recon_int_inc,-25.0,4Q23,block,96
2Q19,recon_ipo,0.0,4Q20,rows,84
2Q19,recon_ipo,0.0,2Q21,rows,86
2Q19,recon_ipo,0.0,3Q21,block,87
2Q19,recon_ipo,0.0,4Q21,block,88
2Q19,recon_ipo,0.0,1Q22,block,89
2Q19,recon_ipo,0.0,2Q22,block,90
2Q19,recon_lodging,15.406,424B4,rows,-1
2Q19,recon_lodging,15.406,4Q20,rows,84
2Q19,recon_lodging,15.406,2Q21,rows,86
2Q19,recon_lodging,15.406,3Q21,block,87
2Q19,recon_lodging,15.406,4Q21,block,88
2Q19,recon_lodging,15.4,1Q22,block,89
2Q19,recon_lodging,15.4,2Q22,block,90
2Q19,recon_lodging,16.0,4Q22,block,92
2Q19,recon_lodging,16.0,1Q23,block,93
2Q19,recon_lodging,16.0,2Q23,block,94
2Q19,recon_lodging,16.0,3Q23,block,95
2Q19,recon_lodging,16.0,4Q23,block,96
2Q19,recon_net_income,-297.424,424B4,rows,-1
2Q19,recon_net_income,-297.424,4Q20,rows,84
2Q19,recon_net_income,-297.424,2Q21,rows,86
2Q19,recon_net_income,-297.424,3Q21,block,87
2Q19,recon_net_income,-297.424,4Q21,block,88
2Q19,recon_net_income,-297.5,1Q22,block,89
2Q19,recon_net_income,-297.5,2Q22,block,90
2Q19,recon_net_income,-297.0,4Q22,block,92
2Q19,recon_net_income,-297.0,1Q23,block,93
2Q19,recon_net_income,-297.0,2Q23,block,94
2Q19,recon_net_income,-297.0,3Q23,block,95
2Q19,recon_net_income,-297.0,4Q23,block,96
2Q19,recon_other,-6.284,424B4,rows,-1
2Q19,recon_other,-6.284,4Q20,rows,84
2Q19,recon_other,-6.284,2Q21,rows,86
2Q19,recon_other,-6.284,3Q21,block,87
2Q19,recon_other,-6.284,4Q21,block,88
2Q19,recon_other,-6.3,1Q22,block,89
2Q19,recon_other,-6.3,2Q22,block,90
2Q19,recon_other,-6.0,4Q22,block,92
2Q19,recon_other,-6.0,1Q23,block,93
2Q19,recon_other,-6.0,2Q23,block,94
2Q19,recon_other,-6.0,3Q23,block,95
