period,line,value,source,source_detail,vintage
1Q20,restr_gaap,0.0,xbrl,xbrl:RestructuringCharges 3M to 2020-03-31 10-Q filed 2021-05-14,
1Q20,restr_gaap,0.0,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
1Q20,total_costs,1167.319,xbrl,xbrl:CostsAndExpenses 3M to 2020-03-31 10-Q filed 2021-05-14,
1Q20,total_costs,1167.319,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
1Q20,op_income,-325.489,xbrl,xbrl:OperatingIncomeLoss 3M to 2020-03-31 10-Q filed 2021-05-14,
1Q20,op_income,-325.489,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
1Q20,interest_income,13.649,xbrl,xbrl:InvestmentIncomeNonoperating 3M to 2020-03-31 10-Q filed 2021-05-14,
1Q20,interest_income,13.649,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
1Q20,interest_expense,-1.51,xbrl,xbrl:InterestIncomeExpenseNonoperatingNet 3M to 2020-03-31 10-Q filed 2021-05-14,
1Q20,interest_expense,-1.51,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
1Q20,pretax_income,-357.09,xbrl,xbrl:IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest 3M to 2020-03-31 10-Q filed 2021-05-14,
1Q20,pretax_income,-357.09,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
1Q20,tax_provision,-16.485,xbrl,xbrl:IncomeTaxExpenseBenefit 3M to 2020-03-31 10-Q filed 2021-05-14,
1Q20,tax_provision,-16.485,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
1Q20,net_income,-340.605,xbrl,xbrl:NetIncomeLoss 3M to 2020-03-31 10-Q filed 2021-05-14,
1Q20,net_income,-340.605,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
1Q20,adj_ebitda_reported,-334.3,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
1Q20,da,33.9,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
1Q20,sbc_recon,41.6,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
1Q20,ipo_settlement,0.0,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
1Q20,acq_impacts,0.0,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
1Q20,lodging_tax_reserves,-84.3,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
1Q20,restr_recon,0.0,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
1Q20,net_income_letter,-340.6,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
1Q20,tax_provision_letter,-16.5,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
1Q20,interest_expense_letter,-1.5,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
1Q20,other_income_expense_letter,-46.8,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
1Q20,interest_income_letter,13.7,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
1Q20,nonop_ex_interest_income,-45.25,derived,"pretax income - operating income - interest income (interest expense plus other income (expense), net)",
1Q20,other_income_expense,-46.76,derived,nonop_ex_interest_income + interest expense,
1Q20,shares_diluted_m,262.509,xbrl,xbrl:WeightedAverageNumberOfDilutedSharesOutstanding 3M to 2020-03-31 10-Q filed 2021-05-14,
1Q20,shares_basic_m,262.509,xbrl,xbrl:WeightedAverageNumberOfSharesOutstandingBasic 3M to 2020-03-31 10-Q filed 2021-05-14,
1Q20,eps_diluted,-1.3,xbrl,xbrl:IncomeLossFromContinuingOperationsPerDilutedShare 3M to 2020-03-31 10-Q filed 2021-05-14,
1Q20,eps_basic,-1.3,xbrl,xbrl:IncomeLossFromContinuingOperationsPerBasicShare 3M to 2020-03-31 10-Q filed 2021-05-14,
1Q20,sbc_ops,0.949,letter,"letter 1Q21 (1Q21_d476842dex991.htm) statement-of-operations footnote, column matched to the quarter's SBC total",
1Q20,sbc_pd,22.436,letter,"letter 1Q21 (1Q21_d476842dex991.htm) statement-of-operations footnote, column matched to the quarter's SBC total",
1Q20,sbc_sm,6.048,letter,"letter 1Q21 (1Q21_d476842dex991.htm) statement-of-operations footnote, column matched to the quarter's SBC total",
1Q20,sbc_ga,12.193,letter,"letter 1Q21 (1Q21_d476842dex991.htm) statement-of-operations footnote, column matched to the quarter's SBC total",
1Q20,sbc_restr,0.0,letter,"letter 1Q21 (1Q21_d476842dex991.htm) statement-of-operations footnote, column matched to the quarter's SBC total",
1Q20,sbc_total_footnote,41.626,letter,"letter 1Q21 (1Q21_d476842dex991.htm) statement-of-operations footnote, column matched to the quarter's SBC total",
1Q20,sbc_total_is,41.626,letter/424B4,income statement footnote total (XBRL AllocatedShareBasedCompensationExpense not available),
1Q20,cor_cash,277.772,derived,cor_gaap minus nothing (no SBC in cost of revenue),
1Q20,ops_cash,220.838,derived,ops_gaap minus sbc_ops,
1Q20,pd_cash,236.383,derived,pd_gaap minus sbc_pd,
1Q20,sm_cash,311.131,derived,sm_gaap minus sbc_sm,
1Q20,ga_cash,79.569,derived,ga_gaap minus sbc_ga,
1Q20,cfo_letter,-562.9,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Free Cash Flow reconciliation (8 vintages, latest 2Q22, first 424B4)",
1Q20,capex,15.7,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Free Cash Flow reconciliation (8 vintages, latest 2Q22, first 424B4) (purchases of property and equipment, shown positive)",
1Q20,fcf_reported,-578.6,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Free Cash Flow reconciliation (8 vintages, latest 2Q22, first 424B4)",
1Q20,cfo_letter,-569.83,letter_first_vintage,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318),
1Q20,cfo,-569.83,xbrl,xbrl:NetCashProvidedByUsedInOperatingActivities YTD to 2020-03-31 10-Q filed 2021-05-14,
1Q20,capex_xbrl,-15.667,xbrl,xbrl:PaymentsToAcquirePropertyPlantAndEquipment YTD to 2020-03-31 10-Q filed 2021-05-14,
1Q20,change_unearned_fees,-16.944,xbrl,xbrl:IncreaseDecreaseInDeferredRevenue YTD to 2020-03-31 10-Q filed 2021-05-14,
1Q20,change_funds_payable_xbrl,339.427,xbrl,xbrl:IncreaseDecreaseInClientFundsHeld YTD to 2020-03-31 10-Q filed 2021-05-14,
1Q20,rsu_tax_withholding,0.0,xbrl,xbrl:PaymentsRelatedToTaxWithholdingForShareBasedCompensation YTD to 2020-03-31 10-Q filed 2021-05-14,
1Q20,income_taxes_paid,2.921,xbrl,xbrl:IncomeTaxesPaid YTD to 2020-03-31 10-Q filed 2021-05-14,
1Q20,da_cashflow,33.872,xbrl,xbrl:OtherDepreciationAndAmortization YTD to 2020-03-31 10-Q filed 2021-05-14,
1Q20,sbc_cashflow,41.626,xbrl,xbrl:ShareBasedCompensation YTD to 2020-03-31 10-Q filed 2021-05-14,
1Q20,buybacks,0.0,derived,no repurchase programme before Aug 2022,
2Q20,revenue,334.774,xbrl,xbrl:RevenueFromContractWithCustomerExcludingAssessedTax 3M to 2020-06-30 10-Q filed 2021-08-13,
2Q20,revenue,334.774,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
2Q20,cor_gaap,161.198,xbrl,xbrl:CostOfRevenue 3M to 2020-06-30 10-Q filed 2021-08-13,
2Q20,cor_gaap,161.198,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
2Q20,ops_gaap,160.476,xbrl,"xbrl: CostsAndExpenses less CostOfRevenue, R&D, S&M, G&A, RestructuringCharges (no us-gaap element for operations and support)",
2Q20,ops_gaap,160.476,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
2Q20,pd_gaap,217.938,xbrl,xbrl:ResearchAndDevelopmentExpense 3M to 2020-06-30 10-Q filed 2021-08-13,
2Q20,pd_gaap,217.938,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
2Q20,sm_gaap,114.837,xbrl,xbrl:SellingAndMarketingExpense 3M to 2020-06-30 10-Q filed 2021-08-13,
2Q20,sm_gaap,114.837,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
2Q20,ga_gaap,149.299,xbrl,xbrl:GeneralAndAdministrativeExpense 3M to 2020-06-30 10-Q filed 2021-08-13,
2Q20,ga_gaap,149.299,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
2Q20,restr_gaap,114.241,xbrl,xbrl:RestructuringCharges 3M to 2020-06-30 10-Q filed 2021-08-13,
2Q20,restr_gaap,114.241,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
2Q20,total_costs,917.989,xbrl,xbrl:CostsAndExpenses 3M to 2020-06-30 10-Q filed 2021-08-13,
2Q20,total_costs,917.989,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
2Q20,op_income,-583.215,xbrl,xbrl:OperatingIncomeLoss 3M to 2020-06-30 10-Q filed 2021-08-13,
2Q20,op_income,-583.215,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
2Q20,interest_income,5.856,xbrl,xbrl:InvestmentIncomeNonoperating 3M to 2020-06-30 10-Q filed 2021-08-13,
2Q20,interest_income,5.856,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
2Q20,interest_expense,49.191,xbrl,xbrl:InterestIncomeExpenseNonoperatingNet 3M to 2020-06-30 10-Q filed 2021-08-13,
2Q20,interest_expense,49.191,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
2Q20,pretax_income,-639.398,xbrl,xbrl:IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest 3M to 2020-06-30 10-Q filed 2021-08-13,
2Q20,pretax_income,-639.398,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
2Q20,tax_provision,-63.81,xbrl,xbrl:IncomeTaxExpenseBenefit 3M to 2020-06-30 10-Q filed 2021-08-13,
2Q20,tax_provision,-63.81,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
2Q20,net_income,-575.588,xbrl,xbrl:NetIncomeLoss 3M to 2020-06-30 10-Q filed 2021-08-13,
2Q20,net_income,-575.588,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
2Q20,adj_ebitda_reported,-397.3,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
2Q20,da,29.9,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
2Q20,sbc_recon,39.6,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
2Q20,ipo_settlement,0.0,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
2Q20,acq_impacts,0.0,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
2Q20,lodging_tax_reserves,2.2,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
2Q20,restr_recon,114.2,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
2Q20,net_income_letter,-575.6,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
2Q20,tax_provision_letter,-63.8,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
2Q20,interest_expense_letter,49.2,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
2Q20,other_income_expense_letter,-12.8,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
2Q20,interest_income_letter,5.8,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
2Q20,nonop_ex_interest_income,-62.039,derived,"pretax income - operating income - interest income (interest expense plus other income (expense), net)",
2Q20,other_income_expense,-12.848,derived,nonop_ex_interest_income + interest expense,
2Q20,shares_diluted_m,263.517,xbrl,xbrl:WeightedAverageNumberOfDilutedSharesOutstanding 3M to 2020-06-30 10-Q filed 2021-08-13,
2Q20,shares_basic_m,263.517,xbrl,xbrl:WeightedAverageNumberOfSharesOutstandingBasic 3M to 2020-06-30 10-Q filed 2021-08-13,
2Q20,eps_diluted,-2.18,xbrl,xbrl:IncomeLossFromContinuingOperationsPerDilutedShare 3M to 2020-06-30 10-Q filed 2021-08-13,
2Q20,eps_basic,-2.18,xbrl,xbrl:IncomeLossFromContinuingOperationsPerBasicShare 3M to 2020-06-30 10-Q filed 2021-08-13,
2Q20,sbc_ops,0.855,letter,"letter 2Q21 (2Q21_d212971dex991.htm) statement-of-operations footnote, column matched to the quarter's SBC total",
2Q20,sbc_pd,20.716,letter,"letter 2Q21 (2Q21_d212971dex991.htm) statement-of-operations footnote, column matched to the quarter's SBC total",
2Q20,sbc_sm,4.387,letter,"letter 2Q21 (2Q21_d212971dex991.htm) statement-of-operations footnote, column matched to the quarter's SBC total",
2Q20,sbc_ga,13.608,letter,"letter 2Q21 (2Q21_d212971dex991.htm) statement-of-operations footnote, column matched to the quarter's SBC total",
2Q20,sbc_restr,-1.776,letter,"letter 2Q21 (2Q21_d212971dex991.htm) statement-of-operations footnote, column matched to the quarter's SBC total",
2Q20,sbc_total_footnote,37.79,letter,"letter 2Q21 (2Q21_d212971dex991.htm) statement-of-operations footnote, column matched to the quarter's SBC total",
2Q20,sbc_total_is,37.79,letter/424B4,income statement footnote total (XBRL AllocatedShareBasedCompensationExpense not available),
2Q20,cor_cash,161.198,derived,cor_gaap minus nothing (no SBC in cost of revenue),
2Q20,ops_cash,159.621,derived,ops_gaap minus sbc_ops,
2Q20,pd_cash,197.222,derived,pd_gaap minus sbc_pd,
2Q20,sm_cash,110.45,derived,sm_gaap minus sbc_sm,
2Q20,ga_cash,135.691,derived,ga_gaap minus sbc_ga,
2Q20,cfo_letter,-256.9,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Free Cash Flow reconciliation (8 vintages, latest 2Q22, first 424B4)",
2Q20,capex,6.2,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Free Cash Flow reconciliation (8 vintages, latest 2Q22, first 424B4) (purchases of property and equipment, shown positive)",
2Q20,fcf_reported,-263.1,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Free Cash Flow reconciliation (8 vintages, latest 2Q22, first 424B4)",
2Q20,cfo,-256.462,xbrl,xbrl:NetCashProvidedByUsedInOperatingActivities YTD to 2020-06-30 10-Q filed 2021-08-13 less YTD 1Q20,
2Q20,capex_xbrl,-6.186,xbrl,xbrl:PaymentsToAcquirePropertyPlantAndEquipment YTD to 2020-06-30 10-Q filed 2021-08-13 less YTD 1Q20,
2Q20,change_unearned_fees,36.091,xbrl,xbrl:IncreaseDecreaseInDeferredRevenue YTD to 2020-06-30 10-Q filed 2021-08-13 less YTD 1Q20,
2Q20,change_funds_payable_xbrl,-615.174,xbrl,xbrl:IncreaseDecreaseInClientFundsHeld YTD to 2020-06-30 10-Q filed 2021-08-13 less YTD 1Q20,
2Q20,income_taxes_paid,2.424,xbrl,xbrl:IncomeTaxesPaid YTD to 2020-06-30 10-Q filed 2021-08-13 less YTD 1Q20,
2Q20,da_cashflow,29.928,xbrl,xbrl:OtherDepreciationAndAmortization YTD to 2020-06-30 10-Q filed 2021-08-13 less YTD 1Q20,
2Q20,sbc_cashflow,37.79,xbrl,xbrl:ShareBasedCompensation YTD to 2020-06-30 10-Q filed 2021-08-13 less YTD 1Q20,
2Q20,buybacks,0.0,derived,no repurchase programme before Aug 2022,
3Q20,revenue,1342.331,xbrl,xbrl:RevenueFromContractWithCustomerExcludingAssessedTax 3M to 2020-09-30 10-Q filed 2021-11-05,
3Q20,revenue,1342.331,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
3Q20,cor_gaap,227.325,xbrl,xbrl:CostOfRevenue 3M to 2020-09-30 10-Q filed 2021-11-05,
3Q20,cor_gaap,227.325,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
3Q20,ops_gaap,166.106,xbrl,"xbrl: CostsAndExpenses less CostOfRevenue, R&D, S&M, G&A, RestructuringCharges (no us-gaap element for operations and support)",
3Q20,ops_gaap,166.106,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
3Q20,pd_gaap,213.92,xbrl,xbrl:ResearchAndDevelopmentExpense 3M to 2020-09-30 10-Q filed 2021-11-05,
3Q20,pd_gaap,213.92,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
3Q20,sm_gaap,113.494,xbrl,xbrl:SellingAndMarketingExpense 3M to 2020-09-30 10-Q filed 2021-11-05,
3Q20,sm_gaap,113.494,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
3Q20,ga_gaap,180.021,xbrl,xbrl:GeneralAndAdministrativeExpense 3M to 2020-09-30 10-Q filed 2021-11-05,
3Q20,ga_gaap,180.021,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
3Q20,restr_gaap,22.728,xbrl,xbrl:RestructuringCharges 3M to 2020-09-30 10-Q filed 2021-11-05,
3Q20,restr_gaap,22.728,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
3Q20,total_costs,923.594,xbrl,xbrl:CostsAndExpenses 3M to 2020-09-30 10-Q filed 2021-11-05,
3Q20,total_costs,923.594,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
3Q20,op_income,418.737,xbrl,xbrl:OperatingIncomeLoss 3M to 2020-09-30 10-Q filed 2021-11-05,
3Q20,op_income,418.737,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
3Q20,interest_income,4.325,xbrl,xbrl:InvestmentIncomeNonoperating 3M to 2020-09-30 10-Q filed 2021-11-05,
3Q20,interest_income,4.325,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
3Q20,interest_expense,59.867,xbrl,xbrl:InterestIncomeExpenseNonoperatingNet 3M to 2020-09-30 10-Q filed 2021-11-05,
3Q20,interest_expense,59.867,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
3Q20,pretax_income,307.052,xbrl,xbrl:IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest 3M to 2020-09-30 10-Q filed 2021-11-05,
3Q20,pretax_income,307.052,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
3Q20,tax_provision,87.724,xbrl,xbrl:IncomeTaxExpenseBenefit 3M to 2020-09-30 10-Q filed 2021-11-05,
3Q20,tax_provision,87.724,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
3Q20,net_income,219.328,xbrl,xbrl:NetIncomeLoss 3M to 2020-09-30 10-Q filed 2021-11-05,
3Q20,net_income,219.328,424B4,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318) quarterly table (cross-check),
3Q20,adj_ebitda_reported,501.4,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
3Q20,da,29.6,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
3Q20,sbc_recon,29.4,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
3Q20,ipo_settlement,0.0,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
3Q20,acq_impacts,0.0,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
3Q20,lodging_tax_reserves,0.9,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
3Q20,restr_recon,22.8,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
3Q20,net_income_letter,219.3,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
3Q20,tax_provision_letter,87.7,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
3Q20,interest_expense_letter,59.8,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
3Q20,other_income_expense_letter,-56.2,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
3Q20,interest_income_letter,4.3,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Adjusted EBITDA reconciliation (8 vintages, latest 2Q22, first 424B4)",
3Q20,nonop_ex_interest_income,-116.01,derived,"pretax income - operating income - interest income (interest expense plus other income (expense), net)",
3Q20,other_income_expense,-56.143,derived,nonop_ex_interest_income + interest expense,
3Q20,shares_diluted_m,299.206,xbrl,xbrl:WeightedAverageNumberOfDilutedSharesOutstanding 3M to 2020-09-30 10-Q filed 2021-11-05,
3Q20,shares_basic_m,265.137,xbrl,xbrl:WeightedAverageNumberOfSharesOutstandingBasic 3M to 2020-09-30 10-Q filed 2021-11-05,
3Q20,eps_diluted,0.0,xbrl,xbrl:IncomeLossFromContinuingOperationsPerDilutedShare 3M to 2020-09-30 10-Q filed 2021-11-05,
3Q20,eps_basic,0.0,xbrl,xbrl:IncomeLossFromContinuingOperationsPerBasicShare 3M to 2020-09-30 10-Q filed 2021-11-05,
3Q20,sbc_ops,1.065,letter,"letter 3Q21 (3Q21_d245727dex991.htm) statement-of-operations footnote, column matched to the quarter's SBC total",
3Q20,sbc_pd,20.936,letter,"letter 3Q21 (3Q21_d245727dex991.htm) statement-of-operations footnote, column matched to the quarter's SBC total",
3Q20,sbc_sm,1.544,letter,"letter 3Q21 (3Q21_d245727dex991.htm) statement-of-operations footnote, column matched to the quarter's SBC total",
3Q20,sbc_ga,5.888,letter,"letter 3Q21 (3Q21_d245727dex991.htm) statement-of-operations footnote, column matched to the quarter's SBC total",
3Q20,sbc_restr,-0.073,letter,"letter 3Q21 (3Q21_d245727dex991.htm) statement-of-operations footnote, column matched to the quarter's SBC total",
3Q20,sbc_total_footnote,29.36,letter,"letter 3Q21 (3Q21_d245727dex991.htm) statement-of-operations footnote, column matched to the quarter's SBC total",
3Q20,sbc_total_is,29.36,letter/424B4,income statement footnote total (XBRL AllocatedShareBasedCompensationExpense not available),
3Q20,cor_cash,227.325,derived,cor_gaap minus nothing (no SBC in cost of revenue),
3Q20,ops_cash,165.041,derived,ops_gaap minus sbc_ops,
3Q20,pd_cash,192.984,derived,pd_gaap minus sbc_pd,
3Q20,sm_cash,111.95,derived,sm_gaap minus sbc_sm,
3Q20,ga_cash,174.133,derived,ga_gaap minus sbc_ga,
3Q20,cfo_letter,338.3,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Free Cash Flow reconciliation (8 vintages, latest 2Q22, first 424B4)",
3Q20,capex,7.6,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Free Cash Flow reconciliation (8 vintages, latest 2Q22, first 424B4) (purchases of property and equipment, shown positive)",
3Q20,fcf_reported,330.7,letter,"letter 2Q22 (2Q22_d353427dex991.htm) Free Cash Flow reconciliation (8 vintages, latest 2Q22, first 424B4)",
3Q20,cfo_letter,335.67,letter_first_vintage,424B4 prospectus 11 Dec 2020 (accession 0001193125-20-315318),
3Q20,cfo,335.67,xbrl,xbrl:NetCashProvidedByUsedInOperatingActivities YTD to 2020-09-30 10-Q filed 2021-11-05 less YTD 2Q20,
3Q20,capex_xbrl,-7.636,xbrl,xbrl:PaymentsToAcquirePropertyPlantAndEquipment YTD to 2020-09-30 10-Q filed 2021-11-05 less YTD 2Q20,
3Q20,change_unearned_fees,-234.219,xbrl,xbrl:IncreaseDecreaseInDeferredRevenue YTD to 2020-09-30 10-Q filed 2021-11-05 less YTD 2Q20,
3Q20,change_funds_payable_xbrl,1044.776,xbrl,xbrl:IncreaseDecreaseInClientFundsHeld YTD to 2020-09-30 10-Q filed 2021-11-05 less YTD 2Q20,
3Q20,income_taxes_paid,5.108,xbrl,xbrl:IncomeTaxesPaid YTD to 2020-09-30 10-Q filed 2021-11-05 less YTD 2Q20,
3Q20,da_cashflow,29.638,xbrl,xbrl:OtherDepreciationAndAmortization YTD to 2020-09-30 10-Q filed 2021-11-05 less YTD 2Q20,
3Q20,sbc_cashflow,29.36,xbrl,xbrl:ShareBasedCompensation YTD to 2020-09-30 10-Q filed 2021-11-05 less YTD 2Q20,
3Q20,buybacks,0.0,derived,no repurchase programme before Aug 2022,
4Q20,revenue,859.065,xbrl,xbrl:RevenueFromContractWithCustomerExcludingAssessedTax YTD 2020-12-31 (10-K filed 2023-02-17) less YTD 2020-09-30 (10-Q filed 2021-11-05),
4Q20,revenue,859.264,xbrl_first_vintage,first filed 2022-02-25,
4Q20,cor_gaap,209.705,xbrl,xbrl:CostOfRevenue YTD 2020-12-31 (10-K filed 2023-02-17) less YTD 2020-09-30 (10-Q filed 2021-11-05),
4Q20,ops_gaap,329.231,xbrl,"xbrl: CostsAndExpenses less CostOfRevenue, R&D, S&M, G&A, RestructuringCharges (no us-gaap element for operations and support)",
