year,quarter,qn,line,value_musd,fy_total,q_share_of_fy_pct,q_share_of_fy_revenue_pct,pct_of_revenue,per_night_usd,q_share_of_fy_nights_pct,margin_actual_pct,margin_if_costs_flat_pct,margin_discretionary_timing_pp,share_mean_2023_25,share_min_2023_25,share_max_2023_25,pct_rev_mean_2023_25,pct_rev_min_2023_25,pct_rev_max_2023_25,per_night_mean_2023_25
2020,2Q20,2,ga_gaap,149.299,1135.0,13.15,9.91,44.6,5.332,14.49,,,,21.01,13.58,26.58,10.82,9.92,11.46,2.4
2020,3Q20,3,ga_gaap,180.021,1135.0,15.86,39.74,13.41,2.913,31.99,,,,22.62,15.01,28.27,8.66,8.06,8.98,2.63
2020,4Q20,4,ga_gaap,713.918,1135.0,62.9,25.43,83.1,15.419,23.96,,,,36.99,20.93,59.41,26.34,10.0,54.24,5.93
2020,1Q20,1,cor_cash,277.772,876.0,31.71,24.92,33.0,4.865,29.55,,,,24.98,24.26,25.56,22.74,22.27,23.54,3.56
2020,2Q20,2,cor_cash,161.198,876.0,18.4,9.91,48.15,5.757,14.49,,,,26.13,25.37,26.94,17.79,17.39,18.41,3.95
2020,3Q20,3,cor_cash,227.325,876.0,25.95,39.74,16.94,3.678,31.99,,,,26.01,24.76,26.95,13.13,12.46,13.51,3.98
2020,4Q20,4,cor_cash,209.705,876.0,23.94,25.43,24.41,4.529,23.96,,,,22.88,22.55,23.35,17.35,17.22,17.53,3.91
2020,1Q20,1,da,33.9,125.8,26.95,24.92,4.03,0.594,29.55,,,,24.67,21.54,27.47,0.79,0.61,1.1,0.12
2020,2Q20,2,da,29.9,125.8,23.77,9.91,8.93,1.068,14.49,,,,21.69,20.45,23.08,0.52,0.36,0.68,0.12
2020,3Q20,3,da,29.6,125.8,23.53,39.74,2.21,0.479,31.99,,,,21.81,18.18,24.18,0.39,0.24,0.54,0.12
2020,4Q20,4,da,32.4,125.8,25.76,25.43,3.77,0.7,23.96,,,,31.83,25.27,36.36,0.81,0.72,0.89,0.18
2020,1Q20,1,nights,57.1,193.2,29.55,24.92,6.78,,29.55,,,,26.95,26.85,27.02,6.38,6.19,6.66,
2020,2Q20,2,nights,28.0,193.2,14.49,9.91,8.36,,14.49,,,,25.45,25.22,25.68,4.51,4.34,4.63,
2020,3Q20,3,nights,61.8,193.2,31.99,39.74,4.6,,31.99,,,,25.1,24.98,25.26,3.29,3.26,3.33,
2020,4Q20,4,nights,46.3,193.2,23.96,25.43,5.39,,23.96,,,,22.5,22.04,22.87,4.44,4.39,4.48,
2020,1Q20,1,gbv,6.8,23.94,28.4,24.92,0.81,,29.55,,,,27.55,26.83,28.0,1.09,1.07,1.12,
2020,2Q20,2,gbv,3.2,23.94,13.37,9.91,0.96,,14.49,,,,25.91,25.74,26.06,0.77,0.76,0.77,
2020,3Q20,3,gbv,8.03,23.94,33.54,39.74,0.6,,31.99,,,,24.87,24.57,25.08,0.55,0.54,0.56,
2020,4Q20,4,gbv,5.91,23.94,24.69,25.43,0.69,,23.96,,,,21.67,21.15,22.34,0.71,0.7,0.73,
2020,1Q20,1,fcf,-578.6,-778.0,74.37,24.92,-68.73,-10.133,29.55,,,,40.79,38.61,42.57,84.82,78.39,89.12,13.3
2020,2Q20,2,fcf,-263.1,-778.0,33.82,9.91,-78.59,-9.396,14.49,,,,22.52,20.85,23.46,35.08,31.07,37.95,7.77
2020,3Q20,3,fcf,330.7,-778.0,-42.51,39.74,24.64,5.351,31.99,,,,29.11,23.95,34.14,33.43,28.78,38.56,10.14
2020,4Q20,4,fcf,-267.0,-778.0,34.32,25.43,-31.08,-5.767,23.96,,,,7.57,1.2,11.29,13.1,2.07,18.75,2.96
2020,1Q20,1,cfo,-569.83,-740.0,77.0,24.92,-67.69,-9.98,29.55,,,,40.64,38.51,42.56,85.27,78.74,89.78,13.37
2020,2Q20,2,cfo,-256.462,-740.0,34.66,9.91,-76.61,-9.159,14.49,,,,22.55,20.99,23.4,35.44,31.49,38.25,7.85
2020,3Q20,3,cfo,335.67,-740.0,-45.36,39.74,25.01,5.432,31.99,,,,29.05,23.86,34.11,33.67,28.89,39.01,10.21
2020,4Q20,4,cfo,-249.378,-740.0,33.7,25.43,-29.03,-5.386,23.96,,,,7.75,1.62,11.32,13.52,2.84,18.93,3.05
2020,1Q20,1,interest_income,13.649,27.0,50.55,24.92,1.62,0.239,29.55,,,,23.16,20.25,24.69,8.36,7.61,9.43,1.31
2020,2Q20,2,interest_income,5.856,27.0,21.69,9.91,1.75,0.209,14.49,,,,27.02,26.49,27.63,7.35,6.14,8.22,1.63
2020,3Q20,3,interest_income,4.325,27.0,16.02,39.74,0.32,0.07,31.99,,,,25.82,25.31,26.63,5.2,4.4,5.65,1.58
2020,4Q20,4,interest_income,3.17,27.0,11.74,25.43,0.37,0.068,23.96,,,,23.99,22.37,26.63,7.29,5.83,8.66,1.64
2020,1Q20,1,tax_provision,-16.485,-97.0,16.99,24.92,-1.96,-0.289,29.55,,,,2.27,-0.48,4.25,0.97,0.72,1.35,0.15
2020,2Q20,2,tax_provision,-63.81,-97.0,65.78,9.91,-19.06,-2.279,14.49,,,,13.12,-0.97,21.88,3.36,1.05,4.59,0.75
2020,3Q20,3,tax_provision,87.724,-97.0,-90.44,39.74,6.54,1.419,31.99,,,,73.56,53.73,100.19,-19.76,-79.33,10.21,-5.9
2020,4Q20,4,tax_provision,-104.429,-97.0,107.66,25.43,-12.16,-2.255,23.96,,,,11.05,1.26,23.57,2.28,-1.53,6.49,0.51
2021,1Q21,1,revenue,886.936,5992.0,14.8,14.8,100.0,13.772,21.42,,,,18.73,18.33,19.29,100.0,100.0,100.0,15.68
2021,2Q21,2,revenue,1335.196,5992.0,22.28,22.28,100.0,16.067,27.64,,,,25.03,24.75,25.29,100.0,100.0,100.0,22.19
2021,3Q21,3,revenue,2237.432,5992.0,37.34,37.34,100.0,28.073,26.51,,,,33.77,33.45,34.25,100.0,100.0,100.0,30.35
2021,4Q21,4,revenue,1532.436,5992.0,25.57,25.57,100.0,20.878,24.42,,,,22.47,22.34,22.69,100.0,100.0,100.0,22.53
2021,1Q21,1,adj_ebitda,-59.0,1593.0,-3.7,14.8,-6.65,-0.916,21.42,-6.65,-23.04,16.39,9.12,7.17,10.49,17.52,14.41,19.79,2.76
2021,2Q21,2,adj_ebitda,218.0,1593.0,13.68,22.28,16.33,2.623,27.64,16.33,17.47,-1.14,22.94,22.12,24.27,33.06,32.53,33.69,7.34
2021,3Q21,3,adj_ebitda,1101.0,1593.0,69.11,37.34,49.21,13.814,26.51,49.21,50.88,-1.67,48.8,47.73,50.21,52.18,50.09,53.99,15.83
2021,4Q21,4,adj_ebitda,333.0,1593.0,20.9,25.57,21.73,4.537,24.42,21.73,27.79,-6.06,19.14,18.29,20.2,30.8,28.29,33.27,6.94
2021,1Q21,1,cor_gaap,254.515,1156.0,22.02,14.8,28.7,3.952,21.42,,,,24.98,24.26,25.56,22.74,22.27,23.54,3.56
2021,2Q21,2,cor_gaap,294.427,1156.0,25.47,22.28,22.05,3.543,27.64,,,,26.13,25.37,26.94,17.79,17.39,18.41,3.95
2021,3Q21,3,cor_gaap,311.58,1156.0,26.95,37.34,13.93,3.909,26.51,,,,26.01,24.76,26.95,13.13,12.46,13.51,3.98
2021,4Q21,4,cor_gaap,295.478,1156.0,25.56,25.57,19.28,4.026,24.42,,,,22.88,22.55,23.35,17.35,17.22,17.53,3.91
2021,1Q21,1,ops_gaap,185.436,847.0,21.89,14.8,20.91,2.879,21.42,,,,22.95,22.23,23.78,14.05,13.31,15.51,2.2
2021,2Q21,2,ops_gaap,208.125,847.0,24.57,22.28,15.59,2.505,27.64,,,,26.04,25.02,26.73,11.93,10.72,12.76,2.64
2021,3Q21,3,ops_gaap,228.33,847.0,26.96,37.34,10.21,2.865,26.51,,,,27.64,26.64,28.78,9.37,8.91,9.89,2.84
2021,4Q21,4,ops_gaap,225.109,847.0,26.58,25.57,14.69,3.067,24.42,,,,23.37,22.62,24.64,11.89,11.69,12.22,2.68
2021,1Q21,1,pd_gaap,363.061,1425.0,25.48,14.8,40.93,5.638,21.42,,,,23.87,23.1,24.39,23.43,22.18,25.0,3.67
2021,2Q21,2,pd_gaap,349.734,1425.0,24.54,22.28,26.19,4.209,27.64,,,,25.78,25.24,26.19,18.92,18.16,19.7,4.2
2021,3Q21,3,pd_gaap,344.41,1425.0,24.17,37.34,15.39,4.321,26.51,,,,24.92,24.33,25.49,13.57,12.33,14.33,4.12
2021,4Q21,4,pd_gaap,367.795,1425.0,25.81,25.57,24.0,5.011,24.42,,,,25.43,25.02,26.17,20.79,19.48,21.69,4.68
2021,1Q21,1,sm_gaap,229.125,1186.0,19.32,14.8,25.83,3.558,21.42,,,,23.73,21.75,25.52,24.51,24.0,24.78,3.84
2021,2Q21,2,sm_gaap,315.323,1186.0,26.59,22.28,23.62,3.795,27.64,,,,26.98,26.68,27.57,20.91,19.57,22.32,4.65
2021,3Q21,3,sm_gaap,290.856,1186.0,24.52,37.34,13.0,3.649,26.51,,,,23.83,22.86,24.69,13.74,11.86,15.6,4.18
2021,4Q21,4,sm_gaap,350.696,1186.0,29.57,25.57,22.88,4.778,24.42,,,,25.46,24.05,26.85,22.07,19.12,25.02,4.97
2021,1Q21,1,ga_gaap,189.762,836.0,22.7,14.8,21.4,2.947,21.42,,,,19.38,12.0,24.22,13.24,12.94,13.4,2.08
2021,2Q21,2,ga_gaap,218.303,836.0,26.11,22.28,16.35,2.627,27.64,,,,21.01,13.58,26.58,10.82,9.92,11.46,2.4
2021,3Q21,3,ga_gaap,210.748,836.0,25.21,37.34,9.42,2.644,26.51,,,,22.62,15.01,28.27,8.66,8.06,8.98,2.63
2021,4Q21,4,ga_gaap,217.187,836.0,25.98,25.57,14.17,2.959,24.42,,,,36.99,20.93,59.41,26.34,10.0,54.24,5.93
2021,1Q21,1,cor_cash,254.515,1156.0,22.02,14.8,28.7,3.952,21.42,,,,24.98,24.26,25.56,22.74,22.27,23.54,3.56
2021,2Q21,2,cor_cash,294.427,1156.0,25.47,22.28,22.05,3.543,27.64,,,,26.13,25.37,26.94,17.79,17.39,18.41,3.95
2021,3Q21,3,cor_cash,311.58,1156.0,26.95,37.34,13.93,3.909,26.51,,,,26.01,24.76,26.95,13.13,12.46,13.51,3.98
2021,4Q21,4,cor_cash,295.478,1156.0,25.56,25.57,19.28,4.026,24.42,,,,22.88,22.55,23.35,17.35,17.22,17.53,3.91
2021,1Q21,1,ops_cash,174.024,798.527,21.79,14.8,19.62,2.702,21.42,,,,15.56,0.0,23.88,9.03,0.0,14.69,1.39
2021,2Q21,2,ops_cash,193.889,798.527,24.28,22.28,14.52,2.333,27.64,,,,28.51,24.98,33.91,11.14,9.98,12.0,2.47
2021,3Q21,3,ops_cash,217.168,798.527,27.2,37.34,9.71,2.725,26.51,,,,30.65,26.74,37.47,8.83,8.38,9.3,2.68
2021,4Q21,4,ops_cash,213.446,798.527,26.73,25.57,13.93,2.908,24.42,,,,25.28,22.72,28.62,11.02,10.69,11.45,2.48
2021,1Q21,1,pd_cash,219.346,879.887,24.93,14.8,24.73,3.406,21.42,,,,17.21,0.0,26.36,9.93,0.0,14.91,1.53
2021,2Q21,2,pd_cash,205.922,879.887,23.4,22.28,15.42,2.478,27.64,,,,27.29,24.76,31.82,10.45,10.19,10.69,2.32
2021,3Q21,3,pd_cash,213.133,879.887,24.22,37.34,9.53,2.674,26.51,,,,27.35,23.74,33.41,7.73,7.18,8.13,2.35
2021,4Q21,4,pd_cash,241.486,879.887,27.45,25.57,15.76,3.29,24.42,,,,28.15,24.61,34.77,11.94,11.41,12.34,2.69
2021,1Q21,1,sm_cash,203.224,1086.031,18.71,14.8,22.91,3.156,21.42,,,,15.89,0.0,25.84,15.35,0.0,23.21,2.37
2021,2Q21,2,sm_cash,291.259,1086.031,26.82,22.28,21.81,3.505,27.64,,,,29.87,26.89,35.16,19.31,18.12,20.64,4.29
2021,3Q21,3,sm_cash,267.145,1086.031,24.6,37.34,11.94,3.352,26.51,,,,26.23,22.66,31.42,12.6,10.89,14.29,3.83
2021,4Q21,4,sm_cash,324.403,1086.031,29.87,25.57,21.17,4.42,24.42,,,,28.0,23.94,33.42,20.21,17.63,22.79,4.55
2021,1Q21,1,ga_cash,141.305,630.708,22.4,14.8,15.93,2.194,21.42,,,,10.82,0.0,21.61,6.97,0.0,10.73,1.07
2021,2Q21,2,ga_cash,167.575,630.708,26.57,22.28,12.55,2.017,27.64,,,,23.06,12.08,34.92,8.4,7.66,8.81,1.86
2021,3Q21,3,ga_cash,166.059,630.708,26.33,37.34,7.42,2.084,26.51,,,,25.54,13.52,38.67,6.9,6.37,7.18,2.09
2021,4Q21,4,ga_cash,155.769,630.708,24.7,25.57,10.16,2.122,24.42,,,,40.59,26.41,63.55,23.7,7.38,51.49,5.33
2021,1Q21,1,total_cash_costs,992.414,4551.153,21.81,14.8,111.89,15.41,21.42,,,,17.69,8.17,23.15,64.02,22.41,87.07,9.93
2021,2Q21,2,total_cash_costs,1153.072,4551.153,25.34,22.28,86.36,13.876,27.64,,,,26.66,22.76,31.81,67.09,66.54,68.01,14.89
2021,3Q21,3,total_cash_costs,1175.085,4551.153,25.82,37.34,52.52,14.744,26.51,,,,26.38,22.19,31.4,49.18,47.54,50.57,14.93
2021,4Q21,4,total_cash_costs,1230.582,4551.153,27.04,25.57,80.3,16.765,24.42,,,,29.27,25.89,33.3,84.21,67.82,109.29,18.97
2021,1Q21,1,sbc,229.474,898.83,25.53,14.8,25.87,3.563,21.42,,,,21.63,20.97,22.49,14.24,13.2,15.76,2.24
2021,2Q21,2,sbc,232.863,898.83,25.91,22.28,17.44,2.802,27.64,,,,26.97,26.63,27.15,13.28,12.24,13.9,2.95
2021,3Q21,3,sbc,210.789,898.83,23.45,37.34,9.42,2.645,26.51,,,,25.44,25.06,25.73,9.29,8.42,9.74,2.82
2021,4Q21,4,sbc,225.704,898.83,25.11,25.57,14.73,3.075,24.42,,,,25.95,25.82,26.15,14.23,13.07,14.84,3.21
2021,1Q21,1,da,38.0,138.0,27.54,14.8,4.28,0.59,21.42,,,,24.67,21.54,27.47,0.79,0.61,1.1,0.12
2021,2Q21,2,da,36.0,138.0,26.09,22.28,2.7,0.433,27.64,,,,21.69,20.45,23.08,0.52,0.36,0.68,0.12
2021,3Q21,3,da,34.0,138.0,24.64,37.34,1.52,0.427,26.51,,,,21.81,18.18,24.18,0.39,0.24,0.54,0.12
2021,4Q21,4,da,30.0,138.0,21.74,25.57,1.96,0.409,24.42,,,,31.83,25.27,36.36,0.81,0.72,0.89,0.18
2021,1Q21,1,nights,64.4,300.6,21.42,14.8,7.26,,21.42,,,,26.95,26.85,27.02,6.38,6.19,6.66,
2021,2Q21,2,nights,83.1,300.6,27.64,22.28,6.22,,27.64,,,,25.45,25.22,25.68,4.51,4.34,4.63,
2021,3Q21,3,nights,79.7,300.6,26.51,37.34,3.56,,26.51,,,,25.1,24.98,25.26,3.29,3.26,3.33,
2021,4Q21,4,nights,73.4,300.6,24.42,25.57,4.79,,24.42,,,,22.5,22.04,22.87,4.44,4.39,4.48,
2021,1Q21,1,gbv,10.3,46.9,21.96,14.8,1.16,,21.42,,,,27.55,26.83,28.0,1.09,1.07,1.12,
2021,2Q21,2,gbv,13.4,46.9,28.57,22.28,1.0,,27.64,,,,25.91,25.74,26.06,0.77,0.76,0.77,
2021,3Q21,3,gbv,11.9,46.9,25.37,37.34,0.53,,26.51,,,,24.87,24.57,25.08,0.55,0.54,0.56,
2021,4Q21,4,gbv,11.3,46.9,24.09,25.57,0.74,,24.42,,,,21.67,21.15,22.34,0.71,0.7,0.73,
2021,1Q21,1,fcf,599.0,2288.0,26.18,14.8,67.54,9.301,21.42,,,,40.79,38.61,42.57,84.82,78.39,89.12,13.3
2021,2Q21,2,fcf,782.0,2288.0,34.18,22.28,58.57,9.41,27.64,,,,22.52,20.85,23.46,35.08,31.07,37.95,7.77
2021,3Q21,3,fcf,529.0,2288.0,23.12,37.34,23.64,6.637,26.51,,,,29.11,23.95,34.14,33.43,28.78,38.56,10.14
2021,4Q21,4,fcf,378.0,2288.0,16.52,25.57,24.67,5.15,24.42,,,,7.57,1.2,11.29,13.1,2.07,18.75,2.96
2021,1Q21,1,cfo,606.376,2313.0,26.22,14.8,68.37,9.416,21.42,,,,40.64,38.51,42.56,85.27,78.74,89.78,13.37
2021,2Q21,2,cfo,789.654,2313.0,34.14,22.28,59.14,9.502,27.64,,,,22.55,20.99,23.4,35.44,31.49,38.25,7.85
2021,3Q21,3,cfo,534.734,2313.0,23.12,37.34,23.9,6.709,26.51,,,,29.05,23.86,34.11,33.67,28.89,39.01,10.21
2021,4Q21,4,cfo,382.236,2313.0,16.53,25.57,24.94,5.208,24.42,,,,7.75,1.62,11.32,13.52,2.84,18.93,3.05
2021,1Q21,1,interest_income,3.052,13.0,23.48,14.8,0.34,0.047,21.42,,,,23.16,20.25,24.69,8.36,7.61,9.43,1.31
2021,2Q21,2,interest_income,2.942,13.0,22.63,22.28,0.22,0.035,27.64,,,,27.02,26.49,27.63,7.35,6.14,8.22,1.63
2021,3Q21,3,interest_income,2.962,13.0,22.78,37.34,0.13,0.037,26.51,,,,25.82,25.31,26.63,5.2,4.4,5.65,1.58
2021,4Q21,4,interest_income,4.044,13.0,31.11,25.57,0.26,0.055,24.42,,,,23.99,22.37,26.63,7.29,5.83,8.66,1.64
2021,1Q21,1,tax_provision,6.309,52.0,12.13,14.8,0.71,0.098,21.42,,,,2.27,-0.48,4.25,0.97,0.72,1.35,0.15
2021,2Q21,2,tax_provision,11.233,52.0,21.6,22.28,0.84,0.135,27.64,,,,13.12,-0.97,21.88,3.36,1.05,4.59,0.75
2021,3Q21,3,tax_provision,16.565,52.0,31.86,37.34,0.74,0.208,26.51,,,,73.56,53.73,100.19,-19.76,-79.33,10.21,-5.9
2021,4Q21,4,tax_provision,17.893,52.0,34.41,25.57,1.17,0.244,24.42,,,,11.05,1.26,23.57,2.28,-1.53,6.49,0.51
2022,1Q22,1,revenue,1509.0,8399.0,17.97,17.97,100.0,14.78,25.93,,,,18.73,18.33,19.29,100.0,100.0,100.0,15.68
2022,2Q22,2,revenue,2104.0,8399.0,25.05,25.05,100.0,20.289,26.34,,,,25.03,24.75,25.29,100.0,100.0,100.0,22.19
2022,3Q22,3,revenue,2884.0,8399.0,34.34,34.34,100.0,28.927,25.32,,,,33.77,33.45,34.25,100.0,100.0,100.0,30.35
2022,4Q22,4,revenue,1902.0,8399.0,22.65,22.65,100.0,21.565,22.4,,,,22.47,22.34,22.69,100.0,100.0,100.0,22.53
2022,1Q22,1,adj_ebitda,229.0,2903.0,7.89,17.97,15.18,2.243,25.93,15.18,10.17,5.01,9.12,7.17,10.49,17.52,14.41,19.79,2.76
2022,2Q22,2,adj_ebitda,711.0,2903.0,24.49,25.05,33.79,6.856,26.34,33.79,34.01,-0.22,22.94,22.12,24.27,33.06,32.53,33.69,7.34
2022,3Q22,3,adj_ebitda,1457.0,2903.0,50.19,34.34,50.52,14.614,25.32,50.52,52.33,-1.81,48.8,47.73,50.21,52.18,50.09,53.99,15.83
2022,4Q22,4,adj_ebitda,506.0,2903.0,17.43,22.65,26.6,5.737,22.4,26.6,27.59,-0.99,19.14,18.29,20.2,30.8,28.29,33.27,6.94
2022,1Q22,1,cor_gaap,363.0,1499.0,24.22,17.97,24.06,3.555,25.93,,,,24.98,24.26,25.56,22.74,22.27,23.54,3.56
2022,2Q22,2,cor_gaap,390.0,1499.0,26.02,25.05,18.54,3.761,26.34,,,,26.13,25.37,26.94,17.79,17.39,18.41,3.95
2022,3Q22,3,cor_gaap,401.0,1499.0,26.75,34.34,13.9,4.022,25.32,,,,26.01,24.76,26.95,13.13,12.46,13.51,3.98
2022,4Q22,4,cor_gaap,345.0,1499.0,23.02,22.65,18.14,3.912,22.4,,,,22.88,22.55,23.35,17.35,17.22,17.53,3.91
2022,1Q22,1,ops_gaap,232.683,1040.683,22.36,17.97,15.42,2.279,25.93,,,,22.95,22.23,23.78,14.05,13.31,15.51,2.2
2022,2Q22,2,ops_gaap,258.0,1040.683,24.79,25.05,12.26,2.488,26.34,,,,26.04,25.02,26.73,11.93,10.72,12.76,2.64
2022,3Q22,3,ops_gaap,290.0,1040.683,27.87,34.34,10.06,2.909,25.32,,,,27.64,26.64,28.78,9.37,8.91,9.89,2.84
2022,4Q22,4,ops_gaap,260.0,1040.683,24.98,22.65,13.67,2.948,22.4,,,,23.37,22.62,24.64,11.89,11.69,12.22,2.68
2022,1Q22,1,pd_gaap,363.0,1502.0,24.17,17.97,24.06,3.555,25.93,,,,23.87,23.1,24.39,23.43,22.18,25.0,3.67
2022,2Q22,2,pd_gaap,375.0,1502.0,24.97,25.05,17.82,3.616,26.34,,,,25.78,25.24,26.19,18.92,18.16,19.7,4.2
2022,3Q22,3,pd_gaap,366.0,1502.0,24.37,34.34,12.69,3.671,25.32,,,,24.92,24.33,25.49,13.57,12.33,14.33,4.12
2022,4Q22,4,pd_gaap,398.0,1502.0,26.5,22.65,20.93,4.512,22.4,,,,25.43,25.02,26.17,20.79,19.48,21.69,4.68
2022,1Q22,1,sm_gaap,345.0,1516.0,22.76,17.97,22.86,3.379,25.93,,,,23.73,21.75,25.52,24.51,24.0,24.78,3.84
2022,2Q22,2,sm_gaap,379.0,1516.0,25.0,25.05,18.01,3.655,26.34,,,,26.98,26.68,27.57,20.91,19.57,22.32,4.65
2022,3Q22,3,sm_gaap,384.0,1516.0,25.33,34.34,13.31,3.852,25.32,,,,23.83,22.86,24.69,13.74,11.86,15.6,4.18
2022,4Q22,4,sm_gaap,408.0,1516.0,26.91,22.65,21.45,4.626,22.4,,,,25.46,24.05,26.85,22.07,19.12,25.02,4.97
2022,1Q22,1,ga_gaap,210.0,950.0,22.11,17.97,13.92,2.057,25.93,,,,19.38,12.0,24.22,13.24,12.94,13.4,2.08
2022,2Q22,2,ga_gaap,244.0,950.0,25.68,25.05,11.6,2.353,26.34,,,,21.01,13.58,26.58,10.82,9.92,11.46,2.4
2022,3Q22,3,ga_gaap,240.0,950.0,25.26,34.34,8.32,2.407,25.32,,,,22.62,15.01,28.27,8.66,8.06,8.98,2.63
2022,4Q22,4,ga_gaap,256.0,950.0,26.95,22.65,13.46,2.902,22.4,,,,36.99,20.93,59.41,26.34,10.0,54.24,5.93
2022,1Q22,1,cor_cash,363.0,1499.0,24.22,17.97,24.06,3.555,25.93,,,,24.98,24.26,25.56,22.74,22.27,23.54,3.56
2022,2Q22,2,cor_cash,390.0,1499.0,26.02,25.05,18.54,3.761,26.34,,,,26.13,25.37,26.94,17.79,17.39,18.41,3.95
2022,3Q22,3,cor_cash,401.0,1499.0,26.75,34.34,13.9,4.022,25.32,,,,26.01,24.76,26.95,13.13,12.46,13.51,3.98
2022,4Q22,4,cor_cash,345.0,1499.0,23.02,22.65,18.14,3.912,22.4,,,,22.88,22.55,23.35,17.35,17.22,17.53,3.91
2022,1Q22,1,ops_cash,220.988,977.127,22.62,17.97,14.64,2.164,25.93,,,,15.56,0.0,23.88,9.03,0.0,14.69,1.39
2022,2Q22,2,ops_cash,241.086,977.127,24.67,25.05,11.46,2.325,26.34,,,,28.51,24.98,33.91,11.14,9.98,12.0,2.47
2022,3Q22,3,ops_cash,272.053,977.127,27.84,34.34,9.43,2.729,25.32,,,,30.65,26.74,37.47,8.83,8.38,9.3,2.68
2022,4Q22,4,ops_cash,243.0,977.127,24.87,22.65,12.78,2.755,22.4,,,,25.28,22.72,28.62,11.02,10.69,11.45,2.48
2022,1Q22,1,pd_cash,245.124,954.287,25.69,17.97,16.24,2.401,25.93,,,,17.21,0.0,26.36,9.93,0.0,14.91,1.53
2022,2Q22,2,pd_cash,230.068,954.287,24.11,25.05,10.93,2.219,26.34,,,,27.29,24.76,31.82,10.45,10.19,10.69,2.32
2022,3Q22,3,pd_cash,230.095,954.287,24.11,34.34,7.98,2.308,25.32,,,,27.35,23.74,33.41,7.73,7.18,8.13,2.35
2022,4Q22,4,pd_cash,249.0,954.287,26.09,22.65,13.09,2.823,22.4,,,,28.15,24.61,34.77,11.94,11.41,12.34,2.69
2022,1Q22,1,sm_cash,323.793,1402.229,23.09,17.97,21.46,3.171,25.93,,,,15.89,0.0,25.84,15.35,0.0,23.21,2.37
2022,2Q22,2,sm_cash,349.882,1402.229,24.95,25.05,16.63,3.374,26.34,,,,29.87,26.89,35.16,19.31,18.12,20.64,4.29
2022,3Q22,3,sm_cash,356.554,1402.229,25.43,34.34,12.36,3.576,25.32,,,,26.23,22.66,31.42,12.6,10.89,14.29,3.83
2022,4Q22,4,sm_cash,372.0,1402.229,26.53,22.65,19.56,4.218,22.4,,,,28.0,23.94,33.42,20.21,17.63,22.79,4.55
2022,1Q22,1,ga_cash,165.886,744.656,22.28,17.97,10.99,1.625,25.93,,,,10.82,0.0,21.61,6.97,0.0,10.73,1.07
2022,2Q22,2,ga_cash,187.836,744.656,25.22,25.05,8.93,1.811,26.34,,,,23.06,12.08,34.92,8.4,7.66,8.81,1.86
2022,3Q22,3,ga_cash,186.934,744.656,25.1,34.34,6.48,1.875,25.32,,,,25.54,13.52,38.67,6.9,6.37,7.18,2.09
2022,4Q22,4,ga_cash,204.0,744.656,27.4,22.65,10.73,2.313,22.4,,,,40.59,26.41,63.55,23.7,7.38,51.49,5.33
2022,1Q22,1,total_cash_costs,1318.791,5577.299,23.65,17.97,87.4,12.917,25.93,,,,17.69,8.17,23.15,64.02,22.41,87.07,9.93
2022,2Q22,2,total_cash_costs,1398.872,5577.299,25.08,25.05,66.49,13.49,26.34,,,,26.66,22.76,31.81,67.09,66.54,68.01,14.89
2022,3Q22,3,total_cash_costs,1446.636,5577.299,25.94,34.34,50.16,14.51,25.32,,,,26.38,22.19,31.4,49.18,47.54,50.57,14.93
2022,4Q22,4,total_cash_costs,1413.0,5577.299,25.33,22.65,74.29,16.02,22.4,,,,29.27,25.89,33.3,84.21,67.82,109.29,18.97
2022,1Q22,1,sbc,194.923,930.392,20.95,17.97,12.92,1.909,25.93,,,,21.63,20.97,22.49,14.24,13.2,15.76,2.24
2022,2Q22,2,sbc,247.105,930.392,26.56,25.05,11.74,2.383,26.34,,,,26.97,26.63,27.15,13.28,12.24,13.9,2.95
2022,3Q22,3,sbc,234.364,930.392,25.19,34.34,8.13,2.351,25.32,,,,25.44,25.06,25.73,9.29,8.42,9.74,2.82
2022,4Q22,4,sbc,254.0,930.392,27.3,22.65,13.35,2.88,22.4,,,,25.95,25.82,26.15,14.23,13.07,14.84,3.21
2022,1Q22,1,da,29.0,81.0,35.8,17.97,1.92,0.284,25.93,,,,24.67,21.54,27.47,0.79,0.61,1.1,0.12
2022,2Q22,2,da,26.0,81.0,32.1,25.05,1.24,0.251,26.34,,,,21.69,20.45,23.08,0.52,0.36,0.68,0.12
2022,3Q22,3,da,13.0,81.0,16.05,34.34,0.45,0.13,25.32,,,,21.81,18.18,24.18,0.39,0.24,0.54,0.12
2022,4Q22,4,da,13.0,81.0,16.05,22.65,0.68,0.147,22.4,,,,31.83,25.27,36.36,0.81,0.72,0.89,0.18
2022,1Q22,1,nights,102.1,393.7,25.93,17.97,6.77,,25.93,,,,26.95,26.85,27.02,6.38,6.19,6.66,
2022,2Q22,2,nights,103.7,393.7,26.34,25.05,4.93,,26.34,,,,25.45,25.22,25.68,4.51,4.34,4.63,
2022,3Q22,3,nights,99.7,393.7,25.32,34.34,3.46,,25.32,,,,25.1,24.98,25.26,3.29,3.26,3.33,
2022,4Q22,4,nights,88.2,393.7,22.4,22.65,4.64,,22.4,,,,22.5,22.04,22.87,4.44,4.39,4.48,
