model,target,window,fx_estimator,fx_estimator_source,n,rmse_pp,bias_pp,mae_pp,rmse_naive_pp,rmse_prior_year_pp,rmse_ar1_pp,ratio_vs_naive,ratio_vs_prior_year,ratio_vs_ar1,sign_accuracy_vs_naive,jackknife_ratio_min,jackknife_ratio_max,jackknife_below_1,jackknife_n,knowable_before_print,scoring,residual_rule,mix_variant,v3_pre_registered_rule,v2_pre_registered_rule
v2_measured_ar1_residual,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,8,1.0626619809926354,-0.5837088763234204,0.8827497505692875,1.010629887234478,4.462346821105964,2.991336661153894,1.0514848159701071,0.23813971069359005,0.3552465340302815,0.625,0.8987413768620459,1.1835258279100156,2,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,ar1_residual,"measured (realised quarter-t terms, upper bound on I)",False,False
v2_measured_ar1_residual,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,8,1.0626619809926354,-0.5837088763234204,0.8827497505692875,1.010629887234478,4.462346821105964,2.991336661153894,1.0514848159701071,0.23813971069359005,0.3552465340302815,0.625,0.8987413768620459,1.1835258279100156,2,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,ar1_residual,"measured (realised quarter-t terms, upper bound on I)",False,False
v2_measured_ar1_residual,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,8,0.8267990925179863,-0.5722088763234204,0.7418689359613266,0.9120492886789457,4.462346821105964,2.991336661153894,0.9065289593236351,0.1852834675707859,0.2763978736512568,0.75,0.8095639005875457,1.0287648906601017,9,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,ar1_residual,"measured (realised quarter-t terms, upper bound on I)",False,False
v2_measured_ar1_residual,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,8,0.8267990925179863,-0.5722088763234204,0.7418689359613266,0.9120492886789457,4.462346821105964,2.991336661153894,0.9065289593236351,0.1852834675707859,0.2763978736512568,0.75,0.8095639005875457,1.0287648906601017,8,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,ar1_residual,"measured (realised quarter-t terms, upper bound on I)",False,False
v2_measured_ar1_residual,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,8,0.9138007784073501,-0.5779588763234202,0.7643167825000123,0.9247765065007177,4.462346821105964,2.991336661153894,0.9881314803996276,0.2047803129253119,0.30548242539001136,0.625,0.8824392939949111,1.131401991194961,7,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,ar1_residual,"measured (realised quarter-t terms, upper bound on I)",False,False
v2_measured_ar1_residual,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,8,0.9138007784073501,-0.5779588763234202,0.7643167825000123,0.9247765065007177,4.462346821105964,2.991336661153894,0.9881314803996276,0.2047803129253119,0.30548242539001136,0.625,0.8824392939949111,1.131401991194961,6,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,ar1_residual,"measured (realised quarter-t terms, upper bound on I)",False,False
v2_measured_blend,t1_exfx_integer_fair,1Q24-2Q26,none,none,10,0.8366600265340756,-0.5,0.7,0.9082951062292475,1.746424919657298,1.2649110640673518,0.9211323729436767,0.47907013758040845,0.6614378277661477,0.42857142857142855,0.8528028654224418,1.0,9,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,blend,"measured (realised quarter-t terms, upper bound on I)",False,False
v2_measured_blend,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,0.816496580927726,-0.4444444444444444,0.6666666666666666,0.816496580927726,1.8104634152000358,1.1547005383792515,1.0,0.45098761680169736,0.7071067811865476,0.3333333333333333,0.912870929175277,1.0954451150103321,2,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,blend,"measured (realised quarter-t terms, upper bound on I)",False,False
v2_measured_blend,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,10,1.1545837363109597,-0.6585447712321065,0.9935721153400969,1.19884558755992,4.0710384766601555,2.6820387327036515,0.9630796061575795,0.28360914369401147,0.4304873461492004,0.6,0.8528668478677917,1.0814284091507504,8,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,blend,"measured (realised quarter-t terms, upper bound on I)",False,False
v2_measured_blend,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,1.1170250757470883,-0.570665432785525,0.9429180373499584,1.0329163412900277,4.214249424169417,2.8270416667211404,1.0814284091507504,0.26505908011537355,0.3951215466316902,0.5555555555555556,0.93699034426902,1.1792321534679775,1,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,blend,"measured (realised quarter-t terms, upper bound on I)",False,False
v2_measured_blend,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,0.7997048281074054,-0.5210447712321066,0.688949736668955,0.9485339053872491,4.0710384766601555,2.6820387327036515,0.8430956696069998,0.19643755093257587,0.2981704993131312,0.7,0.7720176587054833,0.9130867012933508,10,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,blend,"measured (realised quarter-t terms, upper bound on I)",False,False
v2_measured_blend,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,0.8203782166255607,-0.5143320994521916,0.700893172159801,0.8984669423654158,4.214249424169417,2.8270416667211404,0.9130867012933508,0.19466769382954793,0.2901896446319632,0.6666666666666666,0.8368552765725299,1.0009164133421704,8,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,blend,"measured (realised quarter-t terms, upper bound on I)",False,False
v2_measured_blend,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,0.9518619033904209,-0.5897947712321064,0.8121221153400967,1.043177372856859,4.0710384766601555,2.6820387327036515,0.9124641006961641,0.23381304520887752,0.35490237026923493,0.6,0.8314015707287818,1.0133218547259224,9,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,blend,"measured (realised quarter-t terms, upper bound on I)",False,False
v2_measured_blend,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,0.9445312900955958,-0.5424987661188581,0.7895291484610695,0.932113805392135,4.214249424169417,2.8270416667211404,1.0133218547259224,0.2241279988504128,0.33410589635598903,0.5555555555555556,0.91134551133577,1.1192797069742373,4,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,blend,"measured (realised quarter-t terms, upper bound on I)",False,False
v2_trailing4q_last_q,t1_exfx_integer_fair,1Q24-2Q26,none,none,10,1.0488088481701516,-0.3,0.9,0.9082951062292475,1.746424919657298,1.2649110640673518,1.1547005383792517,0.6005461994758755,0.82915619758885,0.0,1.0801234497346435,1.174440439029407,0,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,last_q,trailing 4q (H rule),False,False
v2_trailing4q_last_q,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,0.8819171036881969,-0.1111111111111111,0.7777777777777778,0.816496580927726,1.8104634152000358,1.1547005383792515,1.0801234497346435,0.48712230044745475,0.7637626158259734,0.0,1.0,1.0954451150103321,0,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,last_q,trailing 4q (H rule),False,False
v2_trailing4q_last_q,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,10,1.298775118260501,-0.4404122071142445,1.1321251990251877,1.19884558755992,4.0710384766601555,2.6820387327036515,1.0833547970960742,0.31902796441413267,0.4842492028261128,0.5,1.0537214683064744,1.117974788990593,0,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,last_q,trailing 4q (H rule),False,False
v2_trailing4q_last_q,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,1.134893598397602,-0.23412206826313428,1.0026920592752937,1.0329163412900277,4.214249424169417,2.8270416667211404,1.098727508735328,0.26929910505268145,0.40144211942722247,0.5555555555555556,1.0548191684130004,1.1570398591742692,0,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,last_q,trailing 4q (H rule),False,False
v2_trailing4q_last_q,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,0.9519875065268997,-0.3029122071142445,0.7897693880397947,0.9485339053872491,4.0710384766601555,2.6820387327036515,1.0036409886036077,0.2338438980581441,0.3549492014857074,0.6,0.9710202063357285,1.0637957750019384,4,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,last_q,trailing 4q (H rule),False,False
v2_trailing4q_last_q,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,0.8832197465222879,-0.177788734929801,0.7187411581804124,0.8984669423654158,4.214249424169417,2.8270416667211404,0.9830297642304053,0.20957937170421775,0.3124183689682451,0.6666666666666666,0.9407171527727278,1.05527459375448,7,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,last_q,trailing 4q (H rule),False,False
v2_trailing4q_last_q,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,1.102857146324011,-0.37166220711424447,0.946175199025188,1.043177372856859,4.0710384766601555,2.6820387327036515,1.0572096126890793,0.27090314980977176,0.4112010512287669,0.5,1.0233088391585843,1.1088207199765103,0,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,last_q,trailing 4q (H rule),False,False
v2_trailing4q_last_q,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,0.982744595026737,-0.20595540159646764,0.8443031703864048,0.932113805392135,4.214249424169417,2.8270416667211404,1.054318248846558,0.23319564081578426,0.34762296098965667,0.5555555555555556,1.005524727101502,1.1325693960644887,0,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,last_q,trailing 4q (H rule),False,False
v2_trailing4q_persistence,t1_exfx_integer_fair,1Q24-2Q26,none,none,10,1.3038404810405297,-0.7,1.1,0.9082951062292475,1.746424919657298,1.2649110640673518,1.4354811251305468,0.7465768876548,1.0307764064044151,0.14285714285714285,1.3390681268239724,1.531282986977553,0,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,persistence,trailing 4q (H rule),False,False
v2_trailing4q_persistence,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,1.2018504251546631,-0.5555555555555556,1.0,0.816496580927726,1.8104634152000358,1.1547005383792515,1.4719601443879744,0.663835797544615,1.0408329997330665,0.16666666666666666,1.3416407864998736,1.6124515496597098,0,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,persistence,trailing 4q (H rule),False,False
v2_trailing4q_persistence,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,10,1.4295178259221228,-0.6091819639707123,1.3033351122574237,1.19884558755992,4.0710384766601555,2.6820387327036515,1.1924119676093594,0.3511432854584285,0.5329967119755521,0.3,1.1229394555773171,1.2723523077640315,0,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,persistence,trailing 4q (H rule),False,False
v2_trailing4q_persistence,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,1.3142334905675468,-0.4311568540249269,1.2024381298990505,1.0329163412900277,4.214249424169417,2.8270416667211404,1.2723523077640315,0.31185470015851474,0.4648794200800801,0.3333333333333333,1.1826400067761285,1.4036559133729936,0,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,persistence,trailing 4q (H rule),False,False
v2_trailing4q_persistence,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,1.0518106697561205,-0.4716819639707125,0.9314351122574237,0.9485339053872491,4.0710384766601555,2.6820387327036515,1.1088804140603783,0.25836421733331705,0.39216833706791177,0.4,1.0042575223428074,1.2323286076672648,0,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,persistence,trailing 4q (H rule),False,False
v2_trailing4q_persistence,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,1.0142491432169793,-0.3748235206915937,0.8856603521212727,0.8984669423654158,4.214249424169417,2.8270416667211404,1.1288664005230298,0.24067136069357759,0.35876695952392024,0.4444444444444444,0.9999098246757652,1.3039204801191622,1,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,persistence,trailing 4q (H rule),False,False
v2_trailing4q_persistence,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,1.2225624011971599,-0.5404319639707124,1.1173851122574239,1.043177372856859,4.0710384766601555,2.6820387327036515,1.1719602370678677,0.30030725776881856,0.45583323845765106,0.3,1.0835680257666631,1.2659785218266115,0,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,persistence,trailing 4q (H rule),False,False
v2_trailing4q_persistence,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,1.1444265529127484,-0.4029901873582602,1.0440492410101616,0.932113805392135,4.214249424169417,2.8270416667211404,1.2277755637695922,0.2715611815355003,0.404814179566047,0.3333333333333333,1.1126352097619228,1.3825275200261997,0,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,persistence,trailing 4q (H rule),False,False
v2_trailing4q_trailing_4q,t1_exfx_integer_fair,1Q24-2Q26,none,none,10,1.0954451150103321,-0.4,0.8,0.9082951062292475,1.746424919657298,1.2649110640673518,1.2060453783110545,0.62725004818718,0.8660254037844386,0.42857142857142855,1.0504514628777804,1.414213562373095,0,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,trailing_4q,trailing 4q (H rule),False,False
v2_trailing4q_trailing_4q,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,1.1547005383792515,-0.4444444444444444,0.8888888888888888,0.816496580927726,1.8104634152000358,1.1547005383792515,1.414213562373095,0.6377928041432807,1.0,0.3333333333333333,1.2649110640673518,1.5491933384829666,0,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,trailing_4q,trailing 4q (H rule),False,False
v2_trailing4q_trailing_4q,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,10,1.4628535088484333,-0.7385487866083211,1.1903678355796041,1.19884558755992,4.0710384766601555,2.6820387327036515,1.2202184535089828,0.3593317816167008,0.5454259444544978,0.5,1.06113238716194,1.4431143908372788,0,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,trailing_4q,trailing 4q (H rule),False,False
v2_trailing4q_trailing_4q,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,1.490616436646629,-0.6890489694264006,1.1910701349500483,1.0329163412900277,4.214249424169417,2.8270416667211404,1.4431143908372788,0.35370864099730254,0.5272707700751633,0.4444444444444444,1.2987463333767288,1.6349927866891232,0,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,trailing_4q,trailing 4q (H rule),False,False
v2_trailing4q_trailing_4q,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,1.0535290181223225,-0.6010487866083214,0.8324678355796042,0.9485339053872491,4.0710384766601555,2.6820387327036515,1.1106919975540652,0.258786308250918,0.392809024446975,0.6,0.8742155710524887,1.2605500006350967,1,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,trailing_4q,trailing 4q (H rule),False,False
v2_trailing4q_trailing_4q,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,1.1055088383368654,-0.6327156360930675,0.8898479127278259,0.8984669423654158,4.214249424169417,2.8270416667211404,1.2304390804032983,0.26232639007947406,0.39104794646308016,0.5555555555555556,0.9787934675740443,1.473892738441844,1,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,trailing_4q,trailing 4q (H rule),False,False
v2_trailing4q_trailing_4q,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,1.2428504597046173,-0.6697987866083212,1.011417835579604,1.043177372856859,4.0710384766601555,2.6820387327036515,1.1914085677500184,0.3052907671666717,0.4633976551307115,0.5,0.9890035001114017,1.379661615869877,1,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,trailing_4q,trailing 4q (H rule),False,False
v2_trailing4q_trailing_4q,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,1.2860016389219329,-0.6608823027597338,1.040459023838937,0.932113805392135,4.214249424169417,2.8270416667211404,1.379661615869877,0.30515555902944447,0.45489306155627457,0.4444444444444444,1.1713390780189774,1.602003413092152,0,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,trailing_4q,trailing 4q (H rule),False,False
v2_trailing4q_trailing_8q,t1_exfx_integer_fair,1Q24-2Q26,none,none,10,1.2649110640673518,-0.6,1.0,0.9082951062292475,1.746424919657298,1.2649110640673518,1.3926212476455828,0.7242859683401482,1.0,0.2857142857142857,1.2060453783110545,1.632993161855452,0,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,trailing_8q,trailing 4q (H rule),False,False
v2_trailing4q_trailing_8q,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,1.3333333333333333,-0.6666666666666666,1.1111111111111112,0.816496580927726,1.8104634152000358,1.1547005383792515,1.632993161855452,0.7364596943186587,1.1547005383792515,0.16666666666666666,1.414213562373095,1.7888543819998317,0,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,trailing_8q,trailing 4q (H rule),False,False
v2_trailing4q_trailing_8q,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,10,1.4563515581445912,-0.8054505266007433,1.1917496836306318,1.19884558755992,4.0710384766601555,2.6820387327036515,1.2147949437832006,0.357734658243606,0.5430016876290611,0.5,1.0442253645642676,1.4362494163225263,0,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,trailing_8q,trailing 4q (H rule),False,False
v2_trailing4q_trailing_8q,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,1.4835254922878018,-0.7633842360846474,1.1926055216734122,1.0329163412900277,4.214249424169417,2.8270416667211404,1.4362494163225263,0.3520260295414738,0.5247625140270481,0.4444444444444444,1.2316145491381214,1.6217187342077943,0,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,trailing_8q,trailing 4q (H rule),False,False
v2_trailing4q_trailing_8q,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,1.0684425100757697,-0.6679505266007434,0.8262587141132997,0.9485339053872491,4.0710384766601555,2.6820387327036515,1.1264146742752086,0.26244962217903445,0.3983695302560815,0.6,0.8837112496814004,1.2654081549391216,1,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,trailing_8q,trailing 4q (H rule),False,False
v2_trailing4q_trailing_8q,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,1.1212992552233816,-0.707050902751314,0.8829488888763766,0.8984669423654158,4.214249424169417,2.8270416667211404,1.2480139249990765,0.2660733009281665,0.39663343785232813,0.5555555555555556,0.9895996291832293,1.4616353876941521,1,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,trailing_8q,trailing 4q (H rule),False,False
v2_trailing4q_trailing_8q,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,1.24539552115928,-0.7367005266007434,1.0057996836306315,1.043177372856859,4.0710384766601555,2.6820387327036515,1.1938482884733435,0.30591592987865635,0.46434658305767595,0.5,0.9811086023452508,1.3825935040831314,1,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,trailing_8q,trailing 4q (H rule),False,False
v2_trailing4q_trailing_8q,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,1.288734492401374,-0.7352175694179808,1.0342166327845232,0.932113805392135,4.214249424169417,2.8270416667211404,1.3825935040831314,0.30580403832062447,0.4558597446835915,0.4444444444444444,1.1613652975978483,1.599654569997751,0,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,trailing_8q,trailing 4q (H rule),False,False
v2_trailing4q_ar1_residual,t1_exfx_integer_fair,1Q24-2Q26,none,none,8,1.224744871391589,-0.5,1.0,0.7905694150420949,1.8874586088176875,1.0,1.5491933384829666,0.6488856845230501,1.224744871391589,0.2,1.4142135623730951,1.7320508075688772,0,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,ar1_residual,trailing 4q (H rule),False,False
v2_trailing4q_ar1_residual,t1_exfx_integer_fair,2Q24-2Q26,none,none,8,1.224744871391589,-0.5,1.0,0.7905694150420949,1.8874586088176875,1.0,1.5491933384829666,0.6488856845230501,1.224744871391589,0.2,1.4142135623730951,1.7320508075688772,0,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,ar1_residual,trailing 4q (H rule),False,False
v2_trailing4q_ar1_residual,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,8,1.3146672674731101,-0.5886151361622043,1.0468146892324937,1.010629887234478,4.462346821105964,2.991336661153894,1.3008394903802125,0.294613422079837,0.4394915773091162,0.625,1.0481551480149998,1.4996663086286537,0,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,ar1_residual,trailing 4q (H rule),False,False
v2_trailing4q_ar1_residual,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,8,1.3146672674731101,-0.5886151361622043,1.0468146892324937,1.010629887234478,4.462346821105964,2.991336661153894,1.3008394903802125,0.294613422079837,0.4394915773091162,0.625,1.0481551480149998,1.4996663086286537,0,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,ar1_residual,trailing 4q (H rule),False,False
v2_trailing4q_ar1_residual,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,8,1.0131050855573904,-0.5771151361622043,0.7635864284116812,0.9120492886789457,4.462346821105964,2.991336661153894,1.1108008066371267,0.22703414283390436,0.3386797275992967,0.75,0.7945869536283658,1.3043083304083043,1,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,ar1_residual,trailing 4q (H rule),False,False
v2_trailing4q_ar1_residual,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,8,1.0131050855573904,-0.5771151361622043,0.7635864284116812,0.9120492886789457,4.462346821105964,2.991336661153894,1.1108008066371267,0.22703414283390436,0.3386797275992967,0.75,0.7945869536283658,1.3043083304083043,1,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,ar1_residual,trailing 4q (H rule),False,False
v2_trailing4q_ar1_residual,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,8,1.1427922905207801,-0.5828651361622043,0.9001896892324935,0.9247765065007177,4.462346821105964,2.991336661153894,1.2357497000491688,0.2560966989646821,0.3820339934856926,0.625,0.9226711354155979,1.4587001000991762,1,10,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,ar1_residual,trailing 4q (H rule),False,False
v2_trailing4q_ar1_residual,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,8,1.1427922905207801,-0.5828651361622043,0.9001896892324935,0.9247765065007177,4.462346821105964,2.991336661153894,1.2357497000491688,0.2560966989646821,0.3820339934856926,0.625,0.9226711354155979,1.4587001000991762,1,9,no: the residual is only knowable after the print; the rule uses prior residuals only,model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,ar1_residual,trailing 4q (H rule),False,False
