id,last_scraped,name,host_id,host_since,street,neighbourhood_cleansed,city,state,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,weekly_price,monthly_price,minimum_nights,maximum_nights,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,first_review,last_review,review_scores_rating,calculated_host_listings_count,reviews_per_month
3325741,2015-05-05,Nice room--walk to Casto and Noe ,6777297,2013-06-06,"Grand View Avenue, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.7552515696224,-122.43994719162669,House,Private room,2,1.0,1.0,1.0,$85.00,$590.00,,1,29,today,14.0,41.0,70.0,341.0,18,2014-07-28,2015-04-24,96.0,1,1.9
2482884,2015-05-04,Lovely Room in Noe Valley Victorian,4745702,2013-01-17,"29th Street, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.7449708186095,-122.4287632439652,House,Private room,1,1.0,1.0,1.0,$120.00,$700.00,"$1,500.00",1,1125,3 weeks ago,0.0,0.0,0.0,261.0,8,2014-07-15,2015-05-02,95.0,1,0.8
3744863,2015-05-04,Top floor loft artist/music studio ,17123673,2014-06-22,"20th Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75440406885643,-122.43006070407948,Apartment,Private room,4,1.0,1.0,2.0,$165.00,"$11,150.00","$4,400.00",1,30,today,12.0,27.0,47.0,310.0,22,2014-08-11,2015-04-14,98.0,1,2.5
2775633,2015-05-04,"Sunny, Spacious, Comfortable!",14195039,2014-04-12,"Sanchez Street, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.744114185819065,-122.42899127251316,Apartment,Entire home/apt,2,1.5,1.0,1.0,$179.00,$991.00,,1,1125,2 weeks ago,6.0,13.0,24.0,269.0,5,2014-06-28,2014-12-30,100.0,1,0.5
3999832,2015-05-04,Private room + bath + easy parking,10349120,2013-11-30,"21st Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.755650135507445,-122.44114236861633,House,Private room,2,1.0,1.0,1.0,$95.00,,,1,1125,2 months ago,2.0,32.0,62.0,337.0,3,2015-01-03,2015-02-16,93.0,1,0.7
1177310,2015-05-05,"Garden Cottage, 1br/1ba, yard, W/D",1235481,2011-10-02,"Chenery Street, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74253742352063,-122.42684685986782,Apartment,Entire home/apt,3,1.0,1.0,2.0,$185.00,"$1,200.00","$4,500.00",2,180,today,1.0,10.0,21.0,243.0,19,2013-07-26,2015-04-21,100.0,1,0.9
301994,2015-05-04,Noe-Mission home with amazing views,1300431,2011-10-17,"Dolores Street, San Francisco, CA 94110, United States",Noe Valley,San Francisco,CA,94110.0,37.75149306560218,-122.42578734557858,Apartment,Entire home/apt,6,2.0,2.0,4.0,$250.00,,,4,9,4 months ago,0.0,0.0,0.0,86.0,39,2012-02-04,2014-12-30,99.0,1,1.0
307837,2015-05-05,"Lovely, garden studio apartment",1583952,2012-01-09,"Douglass St, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75131000095585,-122.43699616577317,House,Entire home/apt,2,1.0,1.0,1.0,$149.00,$800.00,"$3,000.00",7,29,4 weeks ago,0.0,3.0,12.0,237.0,16,2012-05-21,2015-02-10,96.0,1,0.4
6151342,2015-05-04,Japanese Retreat Culinary Adventure,1202888,2011-09-24,"Diamond Street, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74576376373118,-122.43637324402276,House,Shared room,1,1.0,1.0,1.0,$249.00,,,2,4,a week ago,30.0,60.0,90.0,365.0,0,,,,1,
702461,2015-05-05,Modern  Jr 1BR in San Francisco,1886352,2012-03-08,"Diamond St, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75588464392933,-122.43705192711084,Apartment,Entire home/apt,2,1.0,1.0,1.0,$165.00,,"$4,400.00",2,365,6 days ago,5.0,12.0,19.0,237.0,30,2014-05-06,2015-04-13,93.0,4,2.5
259997,2015-05-05,Superb apartment close to transit,814263,2011-07-13,"Douglass St, Apt, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75439699886103,-122.43922145790472,Apartment,Entire home/apt,2,1.0,1.0,1.0,$141.00,"$1,350.00","$4,000.00",10,365,5 months ago,0.0,0.0,0.0,172.0,31,2011-11-20,2014-10-25,91.0,1,0.7
4572480,2015-05-04,Sunny private floor in Mission home,760354,2011-06-29,"Clipper Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.74854457067861,-122.42731801532813,House,Private room,2,1.0,1.0,1.0,$74.00,$850.00,,3,1125,today,3.0,3.0,9.0,9.0,1,2015-02-18,2015-02-18,100.0,1,0.4
30738,2015-05-05,270 degree view in Noe Valley Flat,93431,2010-03-15,"Cesar Chavez St, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74931995409256,-122.4338542689576,Apartment,Private room,2,1.5,1.0,1.0,$275.00,"$1,800.00",,1,8,2 weeks ago,29.0,59.0,89.0,364.0,34,2011-05-18,2015-04-26,96.0,1,0.7
515430,2015-05-04,"Garden Cottage, Noe Valley, SF",2538784,2012-06-03,"A 28th Street, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74440716979162,-122.42825856396163,House,Entire home/apt,3,1.0,1.0,2.0,$149.00,,,2,1125,2 days ago,10.0,23.0,48.0,318.0,111,2012-06-30,2015-04-27,96.0,1,3.2
5325355,2015-05-04,The Speakeasy on Market Street,2370969,2012-05-14,"Market Street, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.75588151598849,-122.44052092161697,Apartment,Entire home/apt,2,1.5,1.0,1.0,$175.00,,,2,7,3 days ago,0.0,7.0,36.0,199.0,6,2015-02-23,2015-04-26,100.0,1,2.5
1031899,2015-05-05,Fabulous Charming & Sunny S.F Apt.,5678214,2013-03-29,"Dolores Street, San Francisco, CA 94110, United States",Noe Valley,San Francisco,CA,94110.0,37.74832887559038,-122.4262076619738,Apartment,Entire home/apt,2,,1.0,,$300.00,"$1,750.00","$4,000.00",7,730,today,2.0,6.0,36.0,311.0,1,2013-10-19,2013-10-19,100.0,1,0.1
1083810,2015-05-04,"Walk to the Castro, Mission and Noe",5959211,2013-04-16,"Diamond Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75275515569864,-122.4351308396482,House,Private room,2,2.0,1.0,1.0,$125.00,,,15,90,today,13.0,39.0,69.0,344.0,3,2014-06-01,2014-09-25,90.0,1,0.3
1438864,2015-05-05,Noe Valley,7728783,2013-07-25,"Noe Street, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74703281054805,-122.43494481172068,House,Private room,2,1.0,1.0,1.0,$135.00,$900.00,"$3,600.00",1,1125,6 days ago,10.0,29.0,59.0,334.0,43,2013-08-11,2015-04-29,98.0,1,2.0
2367596,2015-05-04,Studio Apartment in the Mission,11966892,2014-02-05,"A 26th Street, San Francisco, CA 94110, United States",Noe Valley,San Francisco,CA,94110.0,37.74608227780101,-122.42488384519665,Apartment,Entire home/apt,3,1.0,0.0,1.0,$120.00,$750.00,,2,1125,today,9.0,17.0,17.0,47.0,1,2014-07-01,2014-07-01,100.0,1,0.1
2486953,2015-05-05,1906 Victorian in Noe Valley!  ,12726391,2014-03-02,"22nd Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.7553406241259,-122.43606464599388,House,Entire home/apt,2,1.0,1.0,1.0,$259.00,,,3,31,2 weeks ago,25.0,52.0,77.0,352.0,17,2014-05-24,2015-04-07,94.0,1,1.5
1516321,2015-05-04,Noe Valley:Elizabeth Street,7468359,2013-07-14,"Elizabeth Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.752821833573805,-122.4376767862194,House,Private room,2,1.0,1.0,1.0,$150.00,,,3,5,7 weeks ago,18.0,48.0,75.0,303.0,3,2014-06-15,2014-08-16,93.0,2,0.3
43732,2015-05-05,Argent Alley Panorama,127367,2010-05-18,"Argent Alley, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.75201445575448,-122.44235987959674,Apartment,Entire home/apt,3,1.0,1.0,2.0,$175.00,,"$4,000.00",4,730,today,30.0,60.0,90.0,365.0,4,2012-08-04,2014-10-18,90.0,17,0.1
650082,2015-05-05,"St. Paul's Flat, Great Noe Location",127367,2010-05-18,"29th St, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74248691267723,-122.42827118045696,Apartment,Entire home/apt,2,1.0,1.0,1.0,$150.00,,"$3,600.00",4,1125,2 weeks ago,25.0,32.0,51.0,326.0,10,2012-09-18,2014-10-25,83.0,17,0.3
5602388,2015-05-05,Upgraded Noe Valley Home with Views,2832986,2012-07-04,"Newburg Street, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74712669929832,-122.4351336670048,House,Entire home/apt,5,2.5,3.0,3.0,$350.00,"$2,100.00",,1,1125,a week ago,3.0,29.0,29.0,221.0,0,,,,1,
1937939,2015-05-04,1BD in Diamond Heights/Noe Valley,10026465,2013-11-15,"Duncan Street, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74485828297527,-122.43680370864068,House,Entire home/apt,2,1.0,1.0,2.0,$84.00,,,1,10,5 days ago,1.0,1.0,1.0,124.0,6,2014-08-04,2015-04-10,92.0,1,0.7
1721200,2015-05-04,Gorgeous Home in Sunny Noe Valley,230041,2010-09-10,"Elizabeth Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75212129582831,-122.43253751431192,House,Private room,2,2.0,1.0,1.0,"$3,000.00","$5,000.00",,1,1125,3 months ago,30.0,60.0,90.0,365.0,0,,,,1,
3685261,2015-05-05,"Magical Master Bedroom, Noe Valley",304731,2010-11-30,"Sanchez Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.754275278715234,-122.43211332690578,House,Private room,2,1.5,1.0,1.0,$100.00,,,2,20,2 weeks ago,3.0,6.0,9.0,131.0,7,2014-08-12,2015-04-05,94.0,1,0.8
770991,2015-05-04,Charming one bedroom in Noe Valley,258005,2010-10-10,"Whitney St, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74258504802879,-122.42804153149764,Apartment,Entire home/apt,2,1.0,1.0,1.0,$135.00,$875.00,"$3,300.00",3,31,3 days ago,11.0,13.0,26.0,95.0,45,2012-12-18,2015-04-27,99.0,1,1.6
5194720,2015-05-04,"Cozy, sunny room in Noe Valley",5523422,2013-03-18,"Sanchez Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75457774391572,-122.43079907183646,Apartment,Private room,1,1.0,1.0,1.0,$75.00,$475.00,,7,1125,3 months ago,0.0,0.0,0.0,69.0,1,2015-02-08,2015-02-08,,1,0.3
2424012,2015-05-05,Share Airy 2BR Noe Valley home,239808,2010-09-20,"22nd Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75223245664036,-122.44059770761451,House,Private room,3,1.0,1.0,2.0,$125.00,"$1,160.00","$3,500.00",2,30,3 weeks ago,0.0,0.0,0.0,0.0,4,2014-05-07,2014-11-15,95.0,1,0.3
4121114,2015-05-04,Noe Vly Victorian w/Twin Peaks View,18151037,2014-07-15,"Diamond Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75240992266086,-122.43706859165884,Apartment,Private room,4,1.5,1.0,3.0,$160.00,"$1,100.00","$4,300.00",2,1125,yesterday,8.0,17.0,20.0,254.0,12,2014-11-24,2015-04-22,92.0,4,2.2
4874052,2015-05-05,Gorgeous Sunny Spacious 2Story Flat,7466708,2013-07-13,"A Elizabeth Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75077987242939,-122.43951527279556,Apartment,Entire home/apt,6,2.5,2.0,3.0,$250.00,"$1,628.00",,3,30,today,2.0,11.0,12.0,206.0,1,2015-01-24,2015-01-24,,1,0.3
1106534,2015-05-04,Private Cottage for family/ couple,6074928,2013-04-24,"27th Street, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.7455271416948,-122.43805386919794,House,Entire home/apt,5,1.0,2.0,3.0,$300.00,"$1,550.00","$5,000.00",3,90,4 days ago,14.0,24.0,32.0,270.0,23,2013-06-20,2015-05-03,96.0,1,1.0
431974,2015-05-04,Charming Colorful Victorian - Noe,455456,2011-03-21,"Clipper St, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.74669939432201,-122.43658103243162,House,Private room,2,1.0,1.0,1.0,$125.00,,,2,1000,2 weeks ago,10.0,10.0,10.0,272.0,145,2012-05-22,2015-04-16,94.0,2,4.0
2194358,2015-05-04,Adorable Family Friendly Home,1110948,2011-09-05,"Jersey Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75240236810691,-122.4384735001004,House,Entire home/apt,4,1.0,2.0,2.0,$279.00,"$1,500.00","$5,700.00",30,60,5 days ago,0.0,0.0,3.0,267.0,22,2014-02-09,2015-02-02,96.0,1,1.5
2178503,2015-05-05,Cozy studio in Noe Valley,11111510,2014-01-08,"Noe Street, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74594357634904,-122.43054329884714,Apartment,Entire home/apt,2,1.0,0.0,1.0,$145.00,,,2,30,today,7.0,10.0,24.0,273.0,19,2014-04-16,2015-04-21,93.0,1,1.5
631635,2015-05-04,Lovely Victorian Flat - Castro Area,2506276,2012-05-30,"21st St, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75566095204132,-122.43453821077964,Apartment,Entire home/apt,4,1.0,1.0,1.0,$165.00,"$1,274.00","$4,245.00",1,27,3 days ago,7.0,15.0,27.0,279.0,127,2012-08-17,2015-04-22,94.0,3,3.8
3630122,2015-05-04,"Heartfelt Space, Great Noe Location",2544554,2012-06-04,"Elizabeth Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.7516058224362,-122.43009977067304,House,Entire home/apt,5,1.0,2.0,2.0,$700.00,"$4,500.00","$15,000.00",5,28,3 days ago,14.0,40.0,70.0,339.0,0,,,,3,
2876562,2015-05-04,Modern sunny 1bd w private garage ,997788,2011-08-20,"22nd Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.754697847252906,-122.43657572948445,House,Private room,5,1.0,1.0,2.0,$175.00,,"$5,000.00",2,29,a week ago,2.0,4.0,5.0,227.0,64,2014-05-18,2015-04-15,95.0,2,5.5
822127,2015-05-04,Noe Charm with Great Design ,325204,2010-12-22,"Cesar Chavez St, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74856069313704,-122.4298395778284,Apartment,Entire home/apt,4,1.0,2.0,2.0,$189.00,"$1,414.00","$4,783.00",2,20,3 months ago,0.0,0.0,0.0,0.0,8,2013-02-10,2014-12-01,100.0,1,0.3
931734,2015-05-05,Lovely 1 BR Garden Apt - Noe Valley,5019788,2013-02-08,"Douglass St, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.74946443452043,-122.43799185534152,Apartment,Entire home/apt,3,1.0,1.0,1.0,$150.00,"$1,050.00",,2,30,yesterday,8.0,8.0,8.0,130.0,81,2013-03-05,2015-03-13,92.0,1,3.1
602535,2015-05-05,Charming Victorian in Vibrant Noe,2981490,2012-07-18,"Sanchez St, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74365565894713,-122.42992501104784,House,Entire home/apt,6,2.0,3.0,4.0,$350.00,,,4,21,3 weeks ago,0.0,12.0,12.0,141.0,4,2012-08-06,2014-08-16,95.0,1,0.1
2686955,2015-05-05,Light Noe Valley Studio,13754570,2014-03-31,"Castro Street, Noe Valley, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74395103703039,-122.4341209891042,House,Entire home/apt,2,1.0,0.0,1.0,$135.00,,,5,24,today,0.0,7.0,16.0,265.0,26,2014-06-01,2015-04-22,100.0,1,2.3
3506164,2015-05-05,The Emerald Garden,46,2008-03-03,"Jersey Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75126300453371,-122.4260600587114,House,Entire home/apt,2,1.0,1.0,1.0,$200.00,,,2,7,today,12.0,34.0,61.0,329.0,57,2014-07-24,2015-05-01,98.0,1,6.0
5742970,2015-05-04,Sunny Large Noe Garden Studio,29699272,2015-03-20,"29th Street, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74260681231542,-122.4304834724622,Apartment,Entire home/apt,2,1.0,0.0,1.0,$105.00,$570.00,,1,30,3 days ago,12.0,24.0,35.0,103.0,1,2015-04-11,2015-04-11,80.0,1,1.0
2771128,2015-05-04,"Noe View Studio, Lux Bath & Garden!",1833153,2012-02-29,"Alvarado Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.750960717102814,-122.43112343866878,Apartment,Entire home/apt,2,1.0,0.0,1.0,$225.00,"$1,399.00",,3,14,2 days ago,14.0,44.0,68.0,325.0,39,2014-05-05,2015-04-30,94.0,1,3.2
4311670,2015-05-04,Cool Victorian in Cool Neighborhood,3228078,2012-08-11,"Church Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75297198306312,-122.4272472640452,Apartment,Private room,1,1.0,1.0,1.0,$125.00,,"$2,600.00",1,1125,a week ago,5.0,5.0,5.0,234.0,6,2014-11-02,2015-04-23,90.0,3,1.0
5602724,2015-05-05,Awesome Noe Valley Abode!,29047273,2015-03-09,"Castro Street, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74672108759868,-122.43334900596956,House,Entire home/apt,8,3.0,4.0,5.0,$550.00,,,3,14,5 days ago,5.0,25.0,48.0,320.0,0,,,,2,
1992217,2015-05-04,Sweeping Views and Dolores Park Pad,10271221,2013-11-26,"Hill Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75651413823131,-122.42751578004618,House,Private room,2,1.0,1.0,1.0,$139.00,$973.00,"$4,000.00",1,30,today,6.0,26.0,50.0,128.0,106,2013-12-16,2015-04-18,98.0,1,6.3
4996399,2015-05-05,Fab pad in the Heart of Noe Valley,1031942,2011-08-28,"Sanchez Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75020464581708,-122.42897316678544,Apartment,Entire home/apt,6,1.5,2.0,3.0,$199.00,"$1,299.00","$4,999.00",1,1125,4 days ago,4.0,4.0,4.0,188.0,10,2015-03-09,2015-05-01,84.0,2,5.2
584677,2015-05-05,Classic SF Victorian House in Noe,2881064,2012-07-09,"26th St, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.748379049742326,-122.4346747455084,House,Entire home/apt,4,1.5,1.0,1.0,$250.00,,,1,1125,3 days ago,9.0,12.0,12.0,197.0,6,2012-09-22,2014-12-28,100.0,1,0.2
2170688,2015-05-04,The Art Pad - Noe Valley studio gem,9465457,2013-10-16,"Valley Street, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74560856048944,-122.42562205033332,Apartment,Entire home/apt,4,1.0,0.0,1.0,$155.00,,,1,1125,2 days ago,6.0,13.0,24.0,108.0,59,2014-03-01,2015-04-29,98.0,1,4.1
826411,2015-05-05,Casa Noe Valley (test only),3954603,2012-10-23,"Vicksburg Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75191639490568,-122.42834243552474,Apartment,Shared room,1,4.0,1.0,4.0,$129.00,$899.00,,1,30,a week ago,29.0,59.0,88.0,88.0,4,2013-04-05,2015-04-27,100.0,1,0.2
585225,2015-05-05,Hip Light-Filled Studio w Views,2774967,2012-06-28,"Valley St, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74555307701641,-122.43383654429608,Apartment,Entire home/apt,2,1.0,1.0,1.0,$95.00,$725.00,"$2,650.00",2,30,2 days ago,3.0,8.0,10.0,179.0,182,2012-07-27,2015-05-01,97.0,1,5.4
1906323,2015-05-04,"Modern, Breezy House with Views!",9754790,2013-11-01,"21st Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75205620610597,-122.43009220698498,House,Entire home/apt,6,3.5,4.0,4.0,$450.00,,,2,1125,4 days ago,0.0,3.0,3.0,197.0,6,2014-06-19,2015-04-07,100.0,1,0.6
5317789,2015-05-04,Sunny Home in Noe with Garden Oasis,5415942,2013-03-11,"26th Street, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74731006671996,-122.43263769318548,House,Private room,1,1.0,1.0,1.0,$89.00,,,1,1125,5 days ago,20.0,42.0,72.0,347.0,3,2015-04-23,2015-05-03,93.0,1,3.0
4949779,2015-05-04,Gorgeous room w/SF city & bay views,96655,2010-03-21,"Alvarado Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75249636182402,-122.44193195099294,House,Private room,2,1.0,1.0,1.0,$114.00,$787.00,"$2,500.00",1,35,today,14.0,32.0,34.0,302.0,4,2015-03-20,2015-04-14,95.0,2,2.6
4279446,2015-05-04,"Sunny, Friendly Flat in Noe Valley",170492,2010-07-18,"Jersey St, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75101859416049,-122.43211762342844,Apartment,Entire home/apt,4,1.0,1.0,2.0,$175.00,,,3,1125,3 months ago,0.0,0.0,0.0,183.0,0,,,,1,
1815551,2015-05-05,Lovely apartment in Noe Valley!,9509470,2013-10-18,"22nd Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.750448776295855,-122.42785257418046,Apartment,Entire home/apt,3,1.0,1.0,1.0,$225.00,,,1,365,4 days ago,4.0,25.0,51.0,318.0,78,2013-11-11,2015-04-09,97.0,1,4.3
4730653,2015-05-05,Private Noe Valley Cabana w Gym,6495911,2013-05-21,"Clipper Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.74930793340653,-122.43567701592424,House,Private room,2,1.0,1.0,1.0,$129.00,,,2,30,today,19.0,42.0,72.0,321.0,10,2015-01-15,2015-04-27,94.0,1,2.7
2551593,2015-05-05,Noe Valley Mid Century Garden Home,1031942,2011-08-28,"Sanchez Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.750893716678256,-122.42878501239343,Apartment,Entire home/apt,2,1.0,1.0,1.0,$169.00,"$1,399.00","$4,250.00",3,90,a week ago,6.0,6.0,6.0,129.0,13,2014-07-04,2015-04-28,92.0,2,1.3
1589073,2015-05-05,Stylish modern home in the Castro,8477538,2013-08-27,"Hartford Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75591314134705,-122.43084052813516,Apartment,Entire home/apt,2,1.0,1.0,1.0,$185.00,,,3,1125,a week ago,4.0,4.0,4.0,135.0,5,2013-10-01,2014-09-30,100.0,1,0.3
283977,2015-05-04,outdoor jacuzzi w/ room Noe/Castro,1474705,2011-12-05,"Eureka St, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75596802809728,-122.43647654797432,Apartment,Private room,2,3.0,1.0,1.0,$99.00,,,1,5,yesterday,27.0,57.0,87.0,362.0,78,2012-08-15,2015-04-26,96.0,2,2.4
4907924,2015-05-04,Beautiful Victorian: Bed/Bath ,96655,2010-03-21,"Alvarado Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.752729342917824,-122.44112981067804,House,Private room,2,1.0,1.0,1.0,$125.00,$850.00,"$2,495.00",1,1125,a week ago,0.0,6.0,11.0,253.0,6,2015-01-18,2015-04-01,97.0,2,1.7
1332629,2015-05-04,Luxury Home Heart of San Francisco,554741,2011-05-03,"22nd Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75475758032712,-122.42743711108014,House,Entire home/apt,5,2.0,2.0,3.0,$499.00,,,3,1125,7 weeks ago,0.0,0.0,30.0,305.0,2,2013-07-30,2014-07-28,100.0,1,0.1
1781698,2015-05-05,"Modern Luxury Victorian, Noe Valley",5376904,2013-03-08,"Church Street, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74567263525938,-122.42513867954575,Apartment,Entire home/apt,2,1.0,1.0,1.0,$250.00,"$1,750.00","$4,000.00",1,50,yesterday,30.0,60.0,90.0,365.0,6,2013-10-23,2015-04-22,100.0,1,0.3
1267206,2015-05-04,"Spacious, Sunny & Santa Marie in SF",6081814,2013-04-24,"30th Street, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74263645089988,-122.42575760113876,Apartment,Private room,2,1.0,1.0,1.0,$118.00,$750.00,"$2,600.00",3,1125,today,2.0,32.0,43.0,318.0,21,2013-07-07,2015-03-22,97.0,1,0.9
710161,2015-05-04,"Clean, Convenient Noe Valley Studio",3654909,2012-09-23,"Clipper St, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.74953144230573,-122.4381023136009,Apartment,Entire home/apt,3,1.0,1.0,1.0,$90.00,$630.00,"$2,000.00",14,30,4 days ago,0.0,0.0,1.0,123.0,1,2012-12-29,2012-12-29,100.0,1,0.0
87640,2015-05-04,Comfy Garden Guest,479857,2011-04-02,"Valley St, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74549596568911,-122.42898445047337,House,Private room,2,1.0,1.0,1.0,$125.00,,,3,21,today,0.0,20.0,36.0,262.0,191,2011-04-18,2015-04-19,98.0,1,3.9
5297754,2015-05-04,Authentic and Elegant Noe Valley,7433098,2013-07-11,"Sanchez Street, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.7428644172532,-122.42875173395646,Apartment,Private room,2,2.0,1.0,1.0,$125.00,$700.00,"$2,400.00",1,1125,today,11.0,27.0,52.0,327.0,0,,,,2,
6090770,2015-05-05,Elegant Noe Valley,7433098,2013-07-11,"Sanchez Street, San Francisco, CA, United States",Noe Valley,San Francisco,CA,,37.74260516497262,-122.42890857259896,Apartment,Private room,2,1.0,1.0,1.0,$105.00,,"$2,200.00",1,1125,today,0.0,0.0,0.0,249.0,1,2015-04-28,2015-04-28,100.0,2,1.0
3698822,2015-05-05,Fully furnished modern condo.,18849409,2014-07-25,"Diamond Heights Boulevard, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.746746663920334,-122.44312482866546,Apartment,Private room,2,1.0,1.0,1.0,$120.00,,,1,1125,6 weeks ago,0.0,0.0,0.0,258.0,0,,,,1,
5429055,2015-05-04,"Family Home w view, yard, garage",960471,2011-08-12,"Valley and Sanchez, San Francisco, CA 94131, United States",Noe Valley,San Francisco,CA,94131.0,37.74548358024472,-122.42970567697466,House,Entire home/apt,4,1.0,2.0,4.0,$350.00,,,1,1125,today,3.0,21.0,51.0,102.0,0,,,,1,
5632275,2015-05-05,PRIVATE 1BR FLAT IN SUNNY NOE,20672353,2014-08-29,"23rd Street, San Francisco, CA 94114, United States",Noe Valley,San Francisco,CA,94114.0,37.75437318126526,-122.42953639108109,Apartment,Entire home/apt,2,1.0,1.0,1.0,$165.00,"$1,050.00","$3,500.00",2,14,today,4.0,16.0,41.0,314.0,3,2015-04-17,2015-05-02,73.0,1,3.0
