date,term,value_raw,geo,payload,window,value_stitched,stitch_ratio_B_to_A
2021-02-07,hotels.com,2,US,P1_peers,A,2.0,1.0
2021-02-14,hotels.com,2,US,P1_peers,A,2.0,1.0
2021-02-21,hotels.com,2,US,P1_peers,A,2.0,1.0
2021-02-28,hotels.com,2,US,P1_peers,A,2.0,1.0
2021-03-07,hotels.com,3,US,P1_peers,A,3.0,1.0
2021-03-14,hotels.com,3,US,P1_peers,A,3.0,1.0
2021-03-21,hotels.com,3,US,P1_peers,A,3.0,1.0
2021-03-28,hotels.com,3,US,P1_peers,A,3.0,1.0
2021-04-04,hotels.com,3,US,P1_peers,A,3.0,1.0
2021-04-11,hotels.com,3,US,P1_peers,A,3.0,1.0
2021-04-18,hotels.com,3,US,P1_peers,A,3.0,1.0
2021-04-25,hotels.com,3,US,P1_peers,A,3.0,1.0
2021-05-02,hotels.com,3,US,P1_peers,A,3.0,1.0
2021-05-09,hotels.com,3,US,P1_peers,A,3.0,1.0
2021-05-16,hotels.com,3,US,P1_peers,A,3.0,1.0
2021-05-23,hotels.com,3,US,P1_peers,A,3.0,1.0
2021-05-30,hotels.com,3,US,P1_peers,A,3.0,1.0
2021-06-06,hotels.com,3,US,P1_peers,A,3.0,1.0
2021-06-13,hotels.com,4,US,P1_peers,A,4.0,1.0
2021-06-20,hotels.com,4,US,P1_peers,A,4.0,1.0
2021-06-27,hotels.com,4,US,P1_peers,A,4.0,1.0
2021-07-04,hotels.com,4,US,P1_peers,A,4.0,1.0
2021-07-11,hotels.com,4,US,P1_peers,A,4.0,1.0
2021-07-18,hotels.com,4,US,P1_peers,A,4.0,1.0
2021-07-25,hotels.com,3,US,P1_peers,A,3.0,1.0
2021-08-01,hotels.com,3,US,P1_peers,A,3.0,1.0
2021-08-08,hotels.com,3,US,P1_peers,A,3.0,1.0
2021-08-15,hotels.com,3,US,P1_peers,A,3.0,1.0
2021-08-22,hotels.com,3,US,P1_peers,A,3.0,1.0
2021-08-29,hotels.com,3,US,P1_peers,A,3.0,1.0
2021-09-05,hotels.com,2,US,P1_peers,A,2.0,1.0
2021-09-12,hotels.com,2,US,P1_peers,A,2.0,1.0
2021-09-19,hotels.com,2,US,P1_peers,A,2.0,1.0
2021-09-26,hotels.com,2,US,P1_peers,A,2.0,1.0
2021-10-03,hotels.com,2,US,P1_peers,A,2.0,1.0
2021-10-10,hotels.com,2,US,P1_peers,A,2.0,1.0
2021-10-17,hotels.com,2,US,P1_peers,A,2.0,1.0
2021-10-24,hotels.com,2,US,P1_peers,A,2.0,1.0
2021-10-31,hotels.com,2,US,P1_peers,A,2.0,1.0
2021-11-07,hotels.com,2,US,P1_peers,A,2.0,1.0
2021-11-14,hotels.com,2,US,P1_peers,A,2.0,1.0
2021-11-21,hotels.com,2,US,P1_peers,A,2.0,1.0
2021-11-28,hotels.com,2,US,P1_peers,A,2.0,1.0
2021-12-05,hotels.com,2,US,P1_peers,A,2.0,1.0
2021-12-12,hotels.com,2,US,P1_peers,A,2.0,1.0
2021-12-19,hotels.com,2,US,P1_peers,A,2.0,1.0
2021-12-26,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-01-02,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-01-02,hotels.com,2,US,P1_peers,B,2.0,1.0
2022-01-09,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-01-09,hotels.com,2,US,P1_peers,B,2.0,1.0
2022-01-16,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-01-16,hotels.com,2,US,P1_peers,B,2.0,1.0
2022-01-23,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-01-23,hotels.com,2,US,P1_peers,B,2.0,1.0
2022-01-30,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-01-30,hotels.com,2,US,P1_peers,B,2.0,1.0
2022-02-06,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-02-06,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-02-13,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-02-13,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-02-20,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-02-20,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-02-27,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-02-27,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-03-06,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-03-06,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-03-13,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-03-13,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-03-20,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-03-20,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-03-27,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-03-27,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-04-03,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-04-03,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-04-10,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-04-10,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-04-17,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-04-17,hotels.com,2,US,P1_peers,B,2.0,1.0
2022-04-24,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-04-24,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-05-01,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-05-01,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-05-08,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-05-08,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-05-15,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-05-15,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-05-22,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-05-22,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-05-29,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-05-29,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-06-05,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-06-05,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-06-12,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-06-12,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-06-19,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-06-19,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-06-26,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-06-26,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-07-03,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-07-03,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-07-10,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-07-10,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-07-17,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-07-17,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-07-24,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-07-24,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-07-31,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-07-31,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-08-07,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-08-07,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-08-14,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-08-14,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-08-21,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-08-21,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-08-28,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-08-28,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-09-04,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-09-04,hotels.com,2,US,P1_peers,B,2.0,1.0
2022-09-11,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-09-11,hotels.com,2,US,P1_peers,B,2.0,1.0
2022-09-18,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-09-18,hotels.com,2,US,P1_peers,B,2.0,1.0
2022-09-25,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-09-25,hotels.com,2,US,P1_peers,B,2.0,1.0
2022-10-02,hotels.com,3,US,P1_peers,A,3.0,1.0
2022-10-02,hotels.com,3,US,P1_peers,B,3.0,1.0
2022-10-09,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-10-09,hotels.com,2,US,P1_peers,B,2.0,1.0
2022-10-16,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-10-16,hotels.com,2,US,P1_peers,B,2.0,1.0
2022-10-23,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-10-23,hotels.com,2,US,P1_peers,B,2.0,1.0
2022-10-30,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-10-30,hotels.com,2,US,P1_peers,B,2.0,1.0
2022-11-06,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-11-06,hotels.com,2,US,P1_peers,B,2.0,1.0
2022-11-13,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-11-13,hotels.com,2,US,P1_peers,B,2.0,1.0
2022-11-20,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-11-20,hotels.com,2,US,P1_peers,B,2.0,1.0
2022-11-27,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-11-27,hotels.com,2,US,P1_peers,B,2.0,1.0
2022-12-04,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-12-04,hotels.com,2,US,P1_peers,B,2.0,1.0
2022-12-11,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-12-11,hotels.com,2,US,P1_peers,B,2.0,1.0
2022-12-18,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-12-18,hotels.com,2,US,P1_peers,B,2.0,1.0
2022-12-25,hotels.com,2,US,P1_peers,A,2.0,1.0
2022-12-25,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-01-01,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-01-01,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-01-08,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-01-08,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-01-15,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-01-15,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-01-22,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-01-22,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-01-29,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-01-29,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-02-05,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-02-05,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-02-12,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-02-12,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-02-19,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-02-19,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-02-26,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-02-26,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-03-05,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-03-05,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-03-12,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-03-12,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-03-19,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-03-19,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-03-26,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-03-26,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-04-02,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-04-02,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-04-09,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-04-09,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-04-16,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-04-16,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-04-23,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-04-23,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-04-30,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-04-30,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-05-07,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-05-07,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-05-14,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-05-14,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-05-21,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-05-21,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-05-28,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-05-28,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-06-04,hotels.com,2,US,P1_peers,A,2.0,1.0
2023-06-04,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-06-11,hotels.com,3,US,P1_peers,A,3.0,1.0
2023-06-11,hotels.com,3,US,P1_peers,B,3.0,1.0
2023-06-18,hotels.com,3,US,P1_peers,A,3.0,1.0
2023-06-18,hotels.com,3,US,P1_peers,B,3.0,1.0
2023-06-25,hotels.com,3,US,P1_peers,A,3.0,1.0
2023-06-25,hotels.com,3,US,P1_peers,B,3.0,1.0
2023-07-02,hotels.com,3,US,P1_peers,B,3.0,1.0
2023-07-09,hotels.com,3,US,P1_peers,B,3.0,1.0
2023-07-16,hotels.com,3,US,P1_peers,B,3.0,1.0
2023-07-23,hotels.com,3,US,P1_peers,B,3.0,1.0
2023-07-30,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-08-06,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-08-13,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-08-20,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-08-27,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-09-03,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-09-10,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-09-17,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-09-24,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-10-01,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-10-08,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-10-15,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-10-22,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-10-29,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-11-05,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-11-12,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-11-19,hotels.com,1,US,P1_peers,B,1.0,1.0
2023-11-26,hotels.com,1,US,P1_peers,B,1.0,1.0
2023-12-03,hotels.com,1,US,P1_peers,B,1.0,1.0
2023-12-10,hotels.com,1,US,P1_peers,B,1.0,1.0
2023-12-17,hotels.com,1,US,P1_peers,B,1.0,1.0
2023-12-24,hotels.com,2,US,P1_peers,B,2.0,1.0
2023-12-31,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-01-07,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-01-14,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-01-21,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-01-28,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-02-04,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-02-11,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-02-18,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-02-25,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-03-03,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-03-10,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-03-17,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-03-24,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-03-31,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-04-07,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-04-14,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-04-21,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-04-28,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-05-05,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-05-12,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-05-19,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-05-26,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-06-02,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-06-09,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-06-16,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-06-23,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-06-30,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-07-07,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-07-14,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-07-21,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-07-28,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-08-04,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-08-11,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-08-18,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-08-25,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-09-01,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-09-08,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-09-15,hotels.com,1,US,P1_peers,B,1.0,1.0
2024-09-22,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-09-29,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-10-06,hotels.com,2,US,P1_peers,B,2.0,1.0
2024-10-13,hotels.com,1,US,P1_peers,B,1.0,1.0
2024-10-20,hotels.com,1,US,P1_peers,B,1.0,1.0
2024-10-27,hotels.com,1,US,P1_peers,B,1.0,1.0
2024-11-03,hotels.com,1,US,P1_peers,B,1.0,1.0
2024-11-10,hotels.com,1,US,P1_peers,B,1.0,1.0
2024-11-17,hotels.com,1,US,P1_peers,B,1.0,1.0
2024-11-24,hotels.com,1,US,P1_peers,B,1.0,1.0
2024-12-01,hotels.com,1,US,P1_peers,B,1.0,1.0
2024-12-08,hotels.com,1,US,P1_peers,B,1.0,1.0
2024-12-15,hotels.com,1,US,P1_peers,B,1.0,1.0
2024-12-22,hotels.com,1,US,P1_peers,B,1.0,1.0
2024-12-29,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-01-05,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-01-12,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-01-19,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-01-26,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-02-02,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-02-09,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-02-16,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-02-23,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-03-02,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-03-09,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-03-16,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-03-23,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-03-30,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-04-06,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-04-13,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-04-20,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-04-27,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-05-04,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-05-11,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-05-18,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-05-25,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-06-01,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-06-08,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-06-15,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-06-22,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-06-29,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-07-06,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-07-13,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-07-20,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-07-27,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-08-03,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-08-10,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-08-17,hotels.com,2,US,P1_peers,B,2.0,1.0
2025-08-24,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-08-31,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-09-07,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-09-14,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-09-21,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-09-28,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-10-05,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-10-12,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-10-19,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-10-26,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-11-02,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-11-09,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-11-16,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-11-23,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-11-30,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-12-07,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-12-14,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-12-21,hotels.com,1,US,P1_peers,B,1.0,1.0
2025-12-28,hotels.com,1,US,P1_peers,B,1.0,1.0
2026-01-04,hotels.com,1,US,P1_peers,B,1.0,1.0
2026-01-11,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-01-18,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-01-25,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-02-01,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-02-08,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-02-15,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-02-22,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-03-01,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-03-08,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-03-15,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-03-22,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-03-29,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-04-05,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-04-12,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-04-19,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-04-26,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-05-03,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-05-10,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-05-17,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-05-24,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-05-31,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-06-07,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-06-14,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-06-21,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-06-28,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-07-05,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-07-12,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-07-19,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-07-26,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-08-02,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-08-09,hotels.com,2,US,P1_peers,B,2.0,1.0
2026-08-16,hotels.com,1,US,P1_peers,B,1.0,1.0
2026-08-23,hotels.com,1,US,P1_peers,B,1.0,1.0
2026-08-30,hotels.com,1,US,P1_peers,B,1.0,1.0
2026-09-06,hotels.com,1,US,P1_peers,B,1.0,1.0
2019-01-06,vrbo,30,US,P1_peers,A,30.0,1.0
2019-01-13,vrbo,27,US,P1_peers,A,27.0,1.0
2019-01-20,vrbo,25,US,P1_peers,A,25.0,1.0
2019-01-27,vrbo,25,US,P1_peers,A,25.0,1.0
2019-02-03,vrbo,22,US,P1_peers,A,22.0,1.0
2019-02-10,vrbo,23,US,P1_peers,A,23.0,1.0
2019-02-17,vrbo,26,US,P1_peers,A,26.0,1.0
2019-02-24,vrbo,24,US,P1_peers,A,24.0,1.0
2019-03-03,vrbo,24,US,P1_peers,A,24.0,1.0
2019-03-10,vrbo,22,US,P1_peers,A,22.0,1.0
2019-03-17,vrbo,23,US,P1_peers,A,23.0,1.0
2019-03-24,vrbo,24,US,P1_peers,A,24.0,1.0
2019-03-31,vrbo,22,US,P1_peers,A,22.0,1.0
2019-04-07,vrbo,20,US,P1_peers,A,20.0,1.0
2019-04-14,vrbo,21,US,P1_peers,A,21.0,1.0
2019-04-21,vrbo,22,US,P1_peers,A,22.0,1.0
2019-04-28,vrbo,23,US,P1_peers,A,23.0,1.0
2019-05-05,vrbo,22,US,P1_peers,A,22.0,1.0
2019-05-12,vrbo,25,US,P1_peers,A,25.0,1.0
2019-05-19,vrbo,26,US,P1_peers,A,26.0,1.0
2019-05-26,vrbo,27,US,P1_peers,A,27.0,1.0
2019-06-02,vrbo,27,US,P1_peers,A,27.0,1.0
2019-06-09,vrbo,28,US,P1_peers,A,28.0,1.0
2019-06-16,vrbo,29,US,P1_peers,A,29.0,1.0
2019-06-23,vrbo,27,US,P1_peers,A,27.0,1.0
2019-06-30,vrbo,27,US,P1_peers,A,27.0,1.0
2019-07-07,vrbo,27,US,P1_peers,A,27.0,1.0
2019-07-14,vrbo,27,US,P1_peers,A,27.0,1.0
2019-07-21,vrbo,26,US,P1_peers,A,26.0,1.0
2019-07-28,vrbo,25,US,P1_peers,A,25.0,1.0
2019-08-04,vrbo,23,US,P1_peers,A,23.0,1.0
2019-08-11,vrbo,22,US,P1_peers,A,22.0,1.0
2019-08-18,vrbo,21,US,P1_peers,A,21.0,1.0
2019-08-25,vrbo,19,US,P1_peers,A,19.0,1.0
2019-09-01,vrbo,17,US,P1_peers,A,17.0,1.0
2019-09-08,vrbo,16,US,P1_peers,A,16.0,1.0
2019-09-15,vrbo,16,US,P1_peers,A,16.0,1.0
2019-09-22,vrbo,16,US,P1_peers,A,16.0,1.0
2019-09-29,vrbo,16,US,P1_peers,A,16.0,1.0
2019-10-06,vrbo,15,US,P1_peers,A,15.0,1.0
2019-10-13,vrbo,15,US,P1_peers,A,15.0,1.0
2019-10-20,vrbo,14,US,P1_peers,A,14.0,1.0
2019-10-27,vrbo,13,US,P1_peers,A,13.0,1.0
2019-11-03,vrbo,15,US,P1_peers,A,15.0,1.0
2019-11-10,vrbo,14,US,P1_peers,A,14.0,1.0
2019-11-17,vrbo,13,US,P1_peers,A,13.0,1.0
2019-11-24,vrbo,12,US,P1_peers,A,12.0,1.0
2019-12-01,vrbo,13,US,P1_peers,A,13.0,1.0
2019-12-08,vrbo,12,US,P1_peers,A,12.0,1.0
2019-12-15,vrbo,12,US,P1_peers,A,12.0,1.0
2019-12-22,vrbo,17,US,P1_peers,A,17.0,1.0
2019-12-29,vrbo,28,US,P1_peers,A,28.0,1.0
2020-01-05,vrbo,28,US,P1_peers,A,28.0,1.0
2020-01-12,vrbo,27,US,P1_peers,A,27.0,1.0
