Date,ABNB,BKNG,DASH,EXPE,H,HLT,IVE,IVW,IWM,JETS,MAR,MTUM,QQQ,SPY,TRIP,UBER,UUP,XLY,^TNX,^VIX
2022-04-26,153.04,84.6013,84.26,176.1381,94.51,149.6329,138.3543,65.4457,177.8326,21.1468,169.929,141.348,308.8972,392.7327,24.94,31.33,23.5785,81.0398,2.772,33.52
2022-04-27,152.23,88.4785,82.22,180.0243,95.3278,154.8995,138.7052,65.5817,177.0938,21.3452,172.7571,141.291,308.527,393.837,25.54,30.68,23.725,81.0494,2.818,31.6
2022-04-28,159.74,90.7836,87.39,180.8922,96.6875,159.0023,140.8472,67.8948,180.3996,21.7816,176.9371,145.1235,319.4846,403.7852,26.36,32.82,23.863,82.7123,2.863,29.99
2022-04-29,153.21,86.5734,81.43,172.3605,93.5641,153.1538,136.6278,64.9014,175.1898,21.2857,170.1878,139.7313,305.1082,388.8629,25.67,31.48,23.7681,78.5092,2.887,33.4
2022-05-02,152.78,85.8923,82.26,172.4197,92.8646,153.2722,136.6001,65.7469,177.0274,21.1369,170.7822,141.5953,310.2024,391.2037,25.28,30.39,23.8888,79.6564,2.996,32.34
2022-05-03,145.0,82.485,79.18,148.2547,88.1351,146.9109,137.431,65.9608,178.543,21.2857,165.8929,142.6889,310.5335,392.9971,24.79,29.47,23.8457,79.4588,2.96,29.25
2022-05-04,156.18,82.3832,81.64,147.515,88.8938,149.3075,141.1057,68.1183,183.3076,21.5535,173.7542,147.3773,321.0334,404.965,24.55,28.1,23.6474,81.7917,2.917,25.42
2022-05-05,143.09,85.0694,73.15,137.5925,85.1989,147.8281,137.828,64.882,175.8718,20.7996,170.322,141.0532,304.8648,390.5713,25.8,26.83,23.8457,77.2078,3.066,31.2
2022-05-06,135.84,85.9436,72.11,130.5206,84.2432,141.5063,137.3664,64.3377,172.9449,20.2442,165.3943,139.465,301.2123,388.24,22.87,26.07,23.8888,76.2293,3.123,30.19
2022-05-09,119.37,79.2592,64.18,126.0426,78.6171,131.4762,133.941,61.7914,165.6702,18.9547,157.0825,132.789,289.4268,375.8096,21.21,23.05,23.8974,72.9806,3.079,34.75
2022-05-10,116.13,80.0977,68.53,130.5304,83.5929,135.8945,133.4147,62.3648,165.7175,19.1234,161.1473,133.5878,292.943,376.678,22.62,23.67,23.9492,72.7637,2.993,32.99
2022-05-11,116.15,81.162,59.51,131.3984,82.115,132.6596,132.7038,60.5863,161.5971,18.6671,160.064,130.3924,284.2547,370.694,22.84,22.57,23.975,70.156,2.921,32.56
2022-05-12,115.94,80.4138,65.59,126.5851,79.0605,130.6083,132.8977,60.3822,163.4915,18.2704,156.5935,130.5446,283.5827,370.307,22.81,23.29,24.1819,70.6381,2.817,31.77
2022-05-13,121.45,82.3268,73.71,129.9781,82.3711,134.711,134.9659,62.3648,168.6729,18.9845,159.8206,135.3851,294.0923,379.1603,24.77,24.39,24.113,73.4192,2.935,28.87
2022-05-16,114.44,80.1381,65.79,122.1565,79.8685,131.0225,135.1782,61.772,167.8677,18.9547,155.9116,133.6449,290.6832,377.6218,24.2,23.59,24.0181,71.8334,2.877,27.47
2022-05-17,117.5,84.0776,69.38,121.1505,81.5041,133.2218,137.3571,63.3367,173.0017,20.0359,158.3415,136.8307,298.2123,385.3896,25.37,24.2,23.8198,73.6458,2.968,26.1
2022-05-18,108.03,80.3093,63.63,118.5071,77.8683,126.8901,132.8146,60.2948,166.9394,19.3515,147.9302,130.516,283.5729,369.8539,24.89,22.46,23.9405,68.8305,2.886,30.96
2022-05-19,114.17,82.3859,66.95,124.8393,81.0607,129.8982,131.9282,59.9837,167.2142,19.3614,150.7347,130.6016,282.0535,367.5888,25.04,23.24,23.6905,68.8787,2.855,29.35
2022-05-20,112.55,82.8755,66.23,122.8864,79.4645,128.4878,132.0852,59.8963,166.7879,19.0936,149.0923,130.3259,281.1769,367.7492,24.65,23.35,23.7423,67.6785,2.787,29.43
2022-05-23,113.28,82.5132,67.81,119.9669,81.2577,130.5294,134.4304,61.082,168.8055,19.3912,151.7144,133.2549,285.8521,374.6299,23.52,23.78,23.5267,68.1846,2.859,28.48
2022-05-24,106.24,80.2967,62.66,115.1635,79.6616,126.5154,134.7905,59.974,166.3048,18.4985,146.6047,130.944,279.7743,371.77,22.11,21.55,23.4578,66.4301,2.76,29.45
2022-05-25,110.4,84.1023,68.48,122.0382,81.4745,129.9278,135.7045,60.6446,169.298,18.9151,153.2415,132.9886,283.6897,375.0546,23.45,22.04,23.544,68.3051,2.749,28.37
2022-05-26,114.3,87.0121,73.69,128.5084,85.2778,136.7208,137.6341,62.2093,173.0775,19.8871,163.4416,137.0114,291.55,382.5486,25.17,23.1,23.4664,71.6551,2.756,27.5
2022-05-27,120.5,88.7539,78.09,129.1792,87.0612,140.4531,140.0255,64.2794,177.7379,20.4326,165.7371,140.6918,301.0661,391.9399,25.59,23.67,23.4147,74.1133,2.743,25.72
2022-05-31,120.87,87.8757,76.91,127.5616,87.0907,139.0807,138.8806,64.0462,175.5308,20.3136,164.7958,138.8944,300.2675,389.7408,24.84,23.2,23.4578,74.4893,2.844,26.19
2022-06-01,116.72,87.6803,71.95,124.504,87.6523,136.6715,137.7819,63.5699,174.5362,19.6887,163.8449,138.5045,298.0467,386.5883,24.23,22.94,23.6388,73.7132,2.931,25.69
2022-06-02,121.26,92.9206,72.97,132.3551,89.5835,140.4926,139.453,65.2221,178.7987,19.9962,167.5235,139.1416,306.2089,393.9503,25.13,24.74,23.4319,75.969,2.913,24.72
2022-06-03,119.83,91.4913,68.04,129.8597,90.8053,140.3741,138.1327,63.6477,177.1884,19.4606,167.7444,138.5425,298.2415,387.485,24.55,24.15,23.5354,73.747,2.957,24.79
2022-06-06,122.02,91.939,69.95,131.5266,93.7218,142.5957,138.382,63.9393,177.9557,19.6788,170.5874,138.6756,299.235,388.6648,24.87,24.73,23.5871,74.4845,3.038,25.07
2022-06-07,122.9,91.1333,69.93,129.3567,92.7168,142.0033,139.8223,64.5029,180.8258,19.9367,170.1744,140.9105,301.8161,392.393,24.63,25.3,23.5612,74.3013,2.972,24.02
2022-06-08,123.77,91.8803,73.79,127.6997,92.0665,138.9326,138.0773,63.9296,178.0315,19.4209,166.3422,139.5981,299.6441,388.1268,24.43,25.83,23.6302,73.8627,3.029,23.96
2022-06-09,115.72,89.2184,68.65,120.3219,89.0022,134.0846,135.0982,62.2893,174.3409,18.7564,161.0212,136.5309,291.6183,378.896,23.33,25.44,23.8026,72.5275,3.044,26.09
2022-06-10,108.91,82.4471,62.18,113.5853,83.4353,125.8598,132.095,59.9726,169.6112,18.0621,153.5489,134.3953,281.3327,367.9097,22.11,23.72,23.9923,69.6355,3.156,27.75
2022-06-13,98.93,77.526,58.38,104.807,77.6023,119.3234,127.618,57.3833,161.6431,16.8222,146.0861,129.7616,268.2518,353.9408,19.73,21.57,24.225,66.4205,3.366,34.02
2022-06-14,98.87,76.4367,58.46,100.5362,78.2526,117.635,126.6818,57.4611,160.8643,16.6536,146.2013,129.1133,268.7388,352.8743,19.53,21.09,24.2768,66.3675,3.483,32.69
2022-06-15,101.47,77.2878,63.62,102.9823,80.7355,120.3503,127.5253,58.7655,163.2196,16.9115,148.6793,129.2182,275.4497,357.905,20.0,22.03,24.0871,68.2328,3.395,29.62
2022-06-16,93.26,72.3135,58.38,95.0128,75.1883,113.962,124.0308,56.5851,155.6598,15.9196,139.4205,125.9098,264.3363,346.0598,18.29,20.47,23.8543,64.8925,3.307,32.95
2022-06-17,99.49,74.6883,61.69,98.9976,74.7942,114.8112,123.5303,57.0036,156.8754,16.4552,139.4877,124.1841,267.5505,346.8058,19.4,21.81,24.0957,65.6011,3.239,31.13
2022-06-21,102.27,75.8797,63.07,97.4293,73.9468,112.9944,126.3574,58.5222,159.6866,16.5842,135.982,128.341,274.3007,355.5361,18.78,21.76,24.0095,67.4775,3.307,30.19
2022-06-22,99.53,74.0212,65.15,95.8117,71.9466,110.605,126.0329,58.5027,159.3827,16.6635,131.0645,127.626,273.9006,354.8915,18.4,21.5,23.975,67.3471,3.156,28.95
2022-06-23,95.72,71.8756,70.27,92.7344,70.1633,109.1239,126.5335,59.4664,161.2916,16.5247,127.7989,128.055,277.9797,358.3704,18.3,22.37,24.0009,68.4051,3.068,29.05
2022-06-24,103.51,75.6353,74.11,100.9406,75.1883,115.2357,130.0187,61.5301,166.2872,17.2785,133.8786,130.7151,287.5043,369.7644,19.32,23.03,23.9492,71.014,3.125,27.23
2022-06-27,101.5,74.2719,71.2,99.8162,76.0455,115.5517,130.0743,61.1212,166.9045,16.9214,134.6469,131.7638,285.3965,368.3519,19.36,22.86,23.9061,70.27,3.194,26.95
2022-06-28,97.53,72.0072,67.45,96.5318,74.5281,113.8238,128.5912,59.3106,163.7704,16.7925,133.2063,130.8104,276.7013,360.8255,18.91,22.08,24.044,67.463,3.206,28.36
2022-06-29,93.93,70.907,67.42,94.6676,74.1636,111.6318,128.0629,59.4567,162.1084,16.5445,132.2842,130.4004,276.955,360.5316,18.4,21.47,24.1819,67.4099,3.093,28.16
2022-06-30,89.08,68.5044,64.17,93.5333,72.8236,110.0323,127.414,58.7461,160.8453,16.366,130.6322,130.019,273.52,357.6025,17.8,20.46,24.1043,66.4195,2.972,28.71
2022-07-01,91.41,69.2482,67.95,95.0818,74.065,111.5627,129.0454,59.1938,162.7922,16.6933,133.6769,131.411,275.3253,361.3847,18.47,21.34,24.1819,67.6418,2.889,26.7
2022-07-05,95.94,70.0308,74.9,95.8413,74.0454,110.6148,127.8126,60.0407,164.1408,16.7329,133.2063,129.4184,280.0388,362.0672,18.82,22.52,24.5268,69.154,2.809,27.54
2022-07-06,92.88,68.5777,69.36,92.5864,72.0944,108.3637,127.9146,60.4203,162.9252,16.485,130.2865,129.7902,281.8344,363.2901,18.17,21.5,24.6388,68.9269,2.913,26.73
2022-07-07,97.5,69.9509,76.0,95.3778,73.6709,112.4612,129.1845,61.6663,166.7811,16.6933,133.1967,131.0869,287.8654,368.7312,18.71,22.74,24.6475,70.7048,3.008,26.08
2022-07-08,97.35,69.307,74.96,93.5728,73.2768,110.1804,128.9064,61.7247,166.7621,16.6933,132.3515,131.2966,288.2265,368.4278,18.4,22.34,24.6302,70.7144,3.101,24.64
2022-07-11,95.1,67.5472,71.32,89.9135,73.0699,110.1804,128.1463,60.6442,163.4095,16.3064,132.313,130.7437,282.0687,364.2191,17.62,21.19,24.9147,68.7771,2.991,26.17
2022-07-12,96.55,68.0837,71.13,90.7716,73.1684,111.2172,127.5994,59.8071,162.8492,16.9412,133.6193,129.447,279.3363,360.9961,17.75,21.57,24.9061,68.3616,2.958,27.29
2022-07-13,95.64,68.0751,71.74,91.7086,73.4936,112.6785,126.8116,59.5929,162.7067,16.8024,135.2329,129.037,278.7605,359.1003,17.8,21.5,24.8544,68.9221,2.904,26.82
2022-07-14,91.05,65.5637,69.33,88.2072,72.6364,111.8787,125.9125,59.7195,161.0352,16.6834,135.2136,128.4936,279.7559,358.2282,17.21,20.65,25.0268,68.8641,2.96,26.4
2022-07-15,94.66,66.5304,70.1,91.0872,74.2128,114.8704,128.2576,60.8487,164.3878,16.9313,137.682,130.5339,284.8304,365.0722,17.34,21.67,24.8802,69.9753,2.93,24.23
2022-07-18,97.67,68.1049,72.44,93.0007,75.208,115.9368,127.4234,60.2743,163.9224,17.0603,138.873,129.2945,282.42,362.0577,18.1,22.58,24.7423,70.1782,2.96,25.3
2022-07-19,102.2,71.8654,73.74,98.9482,78.2329,119.8764,130.4173,62.153,169.7062,17.7645,144.9527,131.6113,291.1053,371.8402,19.04,22.67,24.5871,72.3281,3.019,24.5
2022-07-20,107.73,71.8654,77.17,101.7691,79.3463,121.1402,130.408,62.961,172.3654,17.8538,146.5663,131.2013,295.7212,374.2101,19.32,24.12,24.6561,73.5165,3.036,23.88
2022-07-21,108.14,71.6543,77.61,100.9702,79.0605,120.4293,130.8807,63.9636,173.2487,17.3677,145.0295,131.2966,299.9664,378.0208,18.78,24.23,24.5871,75.1978,2.91,23.11
2022-07-22,103.97,70.8894,73.45,98.0211,78.4004,119.3037,130.5841,62.9512,170.485,17.09,144.9431,131.125,294.7063,374.5134,18.48,23.3,24.5526,74.763,2.783,23.03
2022-07-25,104.95,71.8603,71.76,99.3724,79.3955,120.6465,131.3627,62.6982,171.3682,17.1694,146.9409,132.7745,293.0278,374.9685,18.83,23.35,24.5182,74.1204,2.82,23.36
2022-07-26,101.91,70.3379,68.7,96.3937,78.0161,118.7014,130.6861,61.5495,170.314,16.8222,145.068,132.5171,287.2701,370.5322,17.98,22.55,24.7078,71.7338,2.787,24.69
2022-07-27,107.36,73.541,71.42,102.3412,81.8391,127.6173,132.4565,63.9344,174.1889,17.338,151.3686,134.0139,299.4101,380.1535,19.2,23.09,24.5009,74.4489,2.734,23.24
2022-07-28,108.84,74.9256,70.07,103.87,81.5632,126.3831,133.8747,64.8689,176.5822,17.4173,151.8392,135.1485,302.3377,384.9216,19.02,23.31,24.4837,75.7292,2.681,22.33
2022-07-29,110.98,75.8171,69.75,104.5999,81.5336,126.4522,134.9406,66.2609,177.8359,17.5562,152.5404,136.7407,307.8515,390.5333,19.01,23.45,24.3888,78.6666,2.642,21.33
2022-08-01,111.2,74.6804,72.03,101.3845,82.3613,127.0644,134.6533,65.9981,177.7694,17.7447,153.2607,135.7492,307.6661,389.3767,18.92,24.6,24.294,79.0579,2.606,22.84
2022-08-02,116.34,76.6243,75.74,102.4694,82.1544,127.0545,133.6337,65.6184,177.5984,17.5661,151.9833,135.0055,306.7487,386.808,19.43,29.25,24.4492,78.5169,2.741,23.93
2022-08-03,115.02,77.0231,79.5,104.2054,83.3958,129.3156,134.7553,67.137,180.2101,18.0918,153.0398,135.3011,315.1022,392.8652,20.17,30.19,24.5182,80.43,2.748,21.95
2022-08-04,119.22,76.2699,81.36,100.8026,84.4009,129.3946,134.0601,67.3901,179.8303,18.1811,152.7036,133.7374,316.5758,392.5998,20.06,31.85,24.363,80.7585,2.676,21.44
2022-08-05,117.11,75.3972,80.29,101.1182,83.5239,128.6738,134.2547,67.0494,181.2074,18.1117,150.802,134.2046,313.9898,391.9362,23.86,32.01,24.5699,79.3816,2.84,21.15
2022-08-08,115.82,76.6048,75.54,103.939,83.9378,129.0688,134.4865,66.806,183.1258,18.3199,152.0121,134.7099,312.9748,391.4812,24.84,31.85,24.5354,79.7391,2.765,21.29
2022-08-09,114.44,76.66,73.03,102.2327,86.2039,129.7895,134.4401,66.2706,180.6281,18.0025,152.5115,135.4917,309.4324,389.9266,24.95,31.06,24.5095,78.4685,2.797,21.77
2022-08-10,118.73,79.2639,80.6,107.7364,86.7951,131.9716,136.3959,68.0909,185.785,18.4291,154.8647,136.6263,318.0689,398.1166,26.07,32.8,24.2423,80.6812,2.786,19.74
2022-08-11,121.5,80.8333,77.89,108.6241,88.7263,132.9886,137.0262,67.7794,186.4783,18.4588,154.759,136.9028,316.2635,398.1166,26.05,32.24,24.2595,80.2706,2.888,20.2
2022-08-12,124.51,83.0745,77.37,111.9579,91.1501,135.7039,138.9449,69.1422,190.2867,18.7465,157.5828,138.8478,322.4214,404.8564,27.34,32.47,24.3543,82.0871,2.849,19.53
2022-08-15,126.04,83.4184,77.76,111.6225,91.3669,135.2892,139.2879,69.5316,190.9611,18.925,156.728,138.8859,325.027,406.5246,27.26,32.49,24.5699,82.6524,2.791,19.95
2022-08-16,124.18,84.2637,73.57,115.558,93.7316,137.2639,139.9274,69.4829,190.885,19.0936,159.667,139.2387,324.2658,407.3209,28.0,32.38,24.5613,83.5655,2.824,19.69
2022-08-17,121.87,83.4141,68.18,112.4511,93.3769,135.7236,139.0561,68.9573,187.675,18.6175,157.3866,139.2768,320.5672,404.4297,27.32,30.72,24.5957,82.6669,2.893,19.9
2022-08-18,121.27,84.0048,66.7,112.1058,94.0765,137.0171,139.4918,69.0741,188.9191,18.5679,158.8107,140.2207,321.3382,405.6052,27.15,30.15,24.7854,82.6427,2.88,19.56
2022-08-19,114.76,81.7405,64.99,107.3024,90.3127,133.7686,138.3517,67.8281,184.8638,17.953,155.2794,140.0872,315.073,400.1546,26.36,29.01,24.9406,80.9373,2.989,20.6
2022-08-22,111.39,77.2655,63.33,104.4322,88.7263,129.9179,135.951,66.183,181.0554,17.4669,151.9502,138.6762,306.778,391.8225,25.32,28.0,25.1475,78.6908,3.037,23.8
2022-08-23,111.6,78.0551,63.62,104.521,90.3225,130.609,135.6822,65.9591,181.3498,17.5959,152.6429,138.9336,306.5243,390.8745,25.14,27.81,25.044,78.913,3.054,24.11
2022-08-24,114.51,77.9819,64.12,105.3397,92.165,131.6162,136.1642,66.1538,182.7364,17.7744,153.8841,139.5724,307.4123,392.1258,25.16,28.71,25.0613,79.2512,3.106,22.82
2022-08-25,117.03,78.6705,64.95,106.9375,93.2193,134.5124,137.7584,67.244,185.5761,18.1712,156.5206,140.7928,312.848,397.6617,25.61,29.62,25.0182,80.1981,3.026,21.78
2022-08-26,112.82,74.8485,61.66,101.996,89.7215,129.5799,134.0137,64.5379,179.4789,17.576,150.7666,137.7609,300.025,384.2012,25.04,28.58,25.113,77.1448,3.035,25.56
2022-08-29,113.54,74.3667,60.56,101.9269,89.0712,127.9786,133.5317,63.8565,177.8264,17.3777,149.8333,137.4558,297.068,381.6607,24.58,28.74,25.1216,76.7341,3.11,26.21
2022-08-30,112.56,73.6448,61.42,101.2365,88.1253,125.369,132.0301,63.2043,175.3381,17.3082,147.5433,135.3011,293.7597,377.4709,23.69,28.71,25.113,75.879,3.11,26.21
2022-08-31,113.12,73.4717,59.9,101.2464,88.3026,125.8929,131.0939,62.6787,174.2744,17.0305,147.9282,134.0139,292.0519,374.5987,23.8,28.76,25.0958,75.1301,3.133,25.87
2022-09-01,113.4,72.5591,58.88,100.339,87.0415,126.1993,131.5481,62.8344,172.3749,16.9214,148.1302,134.5383,292.1788,375.7742,23.51,28.92,25.3199,75.8162,3.265,25.56
2022-09-02,113.64,71.9872,58.23,100.7039,86.8345,126.0213,130.4173,62.046,171.0358,16.8817,148.3997,133.8137,288.0508,371.8119,23.4,29.05,25.3285,75.1205,3.193,25.47
2022-09-06,113.7,71.084,58.23,99.471,86.4207,125.4085,130.0187,61.7637,169.3453,16.971,146.61,133.48,285.9819,370.409,23.47,28.89,25.4751,74.9659,3.34,26.91
2022-09-07,116.07,73.3401,59.12,102.7555,88.6376,129.6689,132.1413,62.9804,173.0302,17.5661,151.6423,134.7481,291.7591,377.0633,24.08,30.03,25.294,77.2656,3.265,24.64
2022-09-08,118.58,74.655,59.33,103.5445,89.7116,131.4382,133.0126,63.4087,174.4738,17.4669,153.3742,135.5585,293.2718,379.5279,24.52,30.68,25.3458,77.9854,3.292,23.61
2022-09-09,123.48,77.593,64.31,107.6772,91.5837,134.3443,134.6255,64.6255,177.9783,17.7645,156.2223,137.3223,299.6833,385.424,25.26,31.78,25.1647,79.4638,3.321,22.79
2022-09-12,124.79,78.8577,65.87,110.2121,92.7168,135.0759,135.8119,65.4238,180.1342,17.9827,157.5886,138.4569,303.2453,389.5664,25.66,32.5,25.0354,80.488,3.362,23.87
2022-09-13,121.54,75.2339,62.07,106.7106,89.1993,128.9572,131.0846,62.0362,173.0872,17.2686,151.9117,134.1474,286.6163,372.627,25.25,31.32,25.3802,76.338,3.422,27.27
2022-09-14,126.8,77.0583,64.53,108.6833,91.8694,133.2768,131.372,62.338,173.7616,17.5562,156.3955,135.1962,288.8901,374.049,25.82,33.05,25.3285,77.3187,3.412,26.16
2022-09-15,125.04,76.6427,64.41,106.3161,92.0665,133.6821,130.4636,61.3548,172.4984,17.5661,156.3666,134.0807,284.0789,369.8023,25.86,33.13,25.3458,76.9225,3.459,26.27
2022-09-16,118.75,73.4968,59.13,100.4968,87.741,129.2932,129.4904,60.8876,169.9911,16.8718,149.0636,133.2988,282.3419,366.9811,24.39,31.93,25.3458,76.3041,3.448,26.3
2022-09-19,118.78,74.5363,58.88,101.0886,88.4603,130.776,130.3246,61.4035,171.4442,17.2586,151.4113,133.7755,284.5406,369.827,24.32,31.49,25.3285,77.3838,3.49,25.76
2022-09-20,116.71,74.2872,57.66,103.1993,87.9479,130.1631,128.6654,60.8195,169.1079,17.0603,151.0745,132.8698,282.2726,365.5819,24.62,31.49,25.4492,76.0717,3.571,27.16
2022-09-21,114.01,70.7648,57.17,97.6562,84.0067,123.1943,126.5613,59.7292,166.5246,16.3759,142.5688,131.0392,277.2182,359.2048,23.53,30.47,25.6992,74.2708,3.51,27.99
2022-09-22,103.72,67.3916,54.0,90.742,79.8783,118.0443,125.5788,59.1257,162.7732,15.8899,134.8134,131.2966,273.8062,356.1875,22.46,28.58,25.7337,72.557,3.708,27.35
2022-09-23,101.75,65.4058,52.01,90.0121,77.6417,116.9669,123.3356,58.2107,158.8984,15.3344,132.2828,128.3124,269.3482,350.2197,22.06,27.82,26.1389,70.8867,3.697,29.92
2022-09-26,103.23,65.3812,50.73,88.4636,76.9815,116.1267,121.6771,57.8525,156.7227,14.9476,131.0705,126.7733,268.2337,346.755,21.84,26.89,26.432,70.7269,3.878,32.26
2022-09-27,106.37,65.3777,51.15,90.5645,79.3857,116.8087,121.0238,57.8525,157.2573,15.1856,133.4374,126.6772,268.3413,345.8699,22.29,27.57,26.4406,70.9496,3.964,32.6
2022-09-28,110.69,67.6384,52.7,94.5985,82.2036,122.2454,123.4411,58.926,162.231,15.5923,138.3832,129.4058,273.6791,352.6753,22.99,28.04,26.0958,72.8668,3.705,30.18
2022-09-29,106.66,65.7599,49.84,92.9218,80.1443,120.4562,121.5558,57.4134,158.5938,15.0864,135.1983,127.5611,265.7896,345.3083,22.37,26.42,25.9923,70.3493,3.747,31.84
2022-09-30,105.04,64.3612,49.45,92.4089,79.7699,119.2305,119.9505,56.457,157.4387,14.8881,134.8423,126.0334,261.2827,339.9686,22.08,26.5,25.9923,68.9647,3.804,31.62
2022-10-03,105.0,65.7603,50.52,93.1092,81.1986,120.3673,123.2731,57.7842,161.6105,15.1162,135.4774,129.5018,267.4125,348.9442,22.0,26.72,25.8716,69.0325,3.651,30.1
2022-10-04,110.81,68.8981,54.16,100.7039,84.8048,124.5189,126.9037,59.6287,168.0161,16.1874,141.9818,132.682,275.8201,359.7568,23.62,29.19,25.5182,71.4435,3.617,29.07
2022-10-05,111.76,67.6318,52.99,97.6364,84.4895,124.4695,126.5211,59.5604,166.7751,16.0486,141.6161,132.8549,275.6735,358.9192,23.31,29.18,25.7596,71.0223,3.759,28.55
2022-10-06,111.58,66.9667,52.99,94.3027,82.4007,121.9291,124.9531,59.0919,165.8395,15.9097,138.6237,131.971,273.5032,355.2167,23.26,29.73,26.0182,70.5188,3.826,30.52
2022-10-07,108.54,66.0043,49.39,92.6358,81.5632,119.9719,122.5451,56.9644,160.9613,15.4435,136.1509,129.8381,263.0815,345.3083,22.88,28.07,26.1217,68.0932,3.883,31.36
2022-10-10,110.99,65.4626,47.71,91.4226,80.7257,118.9439,121.8544,56.3984,160.064,15.3443,135.1887,129.1368,260.4517,342.6718,22.31,27.53,26.2337,67.6721,3.888,32.45
2022-10-11,106.82,64.0244,44.85,90.5645,79.4546,116.5221,121.5931,55.7348,160.1117,15.2451,133.5433,129.3289,256.8736,340.5016,22.17,24.66,26.251,67.1202,3.939,33.63
2022-10-12,112.35,65.6307,46.72,91.8664,81.0016,119.6061,121.0331,55.6372,159.6725,15.4336,136.5069,128.9446,256.7855,339.3785,22.94,25.98,26.251,67.2944,3.902,33.57
2022-10-13,112.65,66.2773,45.91,90.2193,81.6814,121.6819,124.3371,57.0327,163.6248,15.7807,137.8059,132.4706,262.8078,348.3351,22.67,25.0,26.0786,68.0303,3.952,31.94
2022-10-14,109.16,65.4297,43.06,89.0357,81.9573,121.1679,122.2371,55.3639,159.243,15.751,138.1042,129.8573,254.9085,340.3969,22.21,24.71,26.2596,65.4886,4.01,32.02
2022-10-17,116.5,68.4457,45.71,93.9772,84.4107,124.9538,124.5611,57.2084,164.3216,16.0684,142.2608,131.6636,263.3259,349.1441,23.3,25.94,25.9923,68.1465,4.015,31.37
2022-10-18,117.94,69.4824,46.9,96.7685,85.6423,127.1186,126.2131,57.794,166.2691,16.4751,144.3199,133.0471,265.4083,353.2464,24.39,27.61,25.9751,69.0857,3.998,30.5
2022-10-19,116.87,69.3986,45.78,94.8057,85.327,127.2174,125.3917,57.3548,163.4434,16.4751,144.3199,133.1912,264.4405,350.7432,23.61,27.53,26.1648,68.3111,4.127,30.76
2022-10-20,117.0,69.4691,45.53,91.8763,83.7998,125.0922,124.3277,56.9254,161.3623,16.3461,141.9433,132.6147,263.0913,347.802,23.68,27.87,26.182,66.9894,4.226,29.98
2022-10-21,119.95,71.395,45.23,95.9399,87.2878,129.7183,127.165,58.3502,164.8658,16.5941,147.6876,135.9678,269.2602,356.2541,24.44,28.02,25.9579,68.9405,4.213,29.69
2022-10-24,116.39,70.8377,44.43,94.5492,86.7557,129.1252,128.6584,59.0529,165.5722,16.8123,149.1213,137.7356,272.2224,360.6134,23.99,27.65,25.9837,69.2261,4.234,29.85
2022-10-25,118.45,73.4247,47.46,97.3603,88.4209,129.1351,130.2543,60.2435,170.0876,17.1892,149.5543,138.6099,277.8536,366.3719,24.01,28.36,25.6992,70.9593,4.108,28.46
2022-10-26,115.31,72.5203,47.23,95.4468,88.1549,128.4926,131.001,58.9846,170.9277,17.1297,149.179,139.4938,271.7141,363.6116,23.55,28.2,25.432,70.388,4.015,27.28
2022-10-27,112.06,71.8239,46.34,95.2495,89.6623,131.8633,131.505,58.077,170.9659,17.3479,150.3433,139.5418,266.7672,361.6699,23.43,27.82,25.6303,70.1169,3.937,27.39
2022-10-28,115.21,73.3115,47.06,95.4271,91.3768,133.089,134.3423,59.5897,174.8513,17.5264,153.6147,142.2993,274.9305,370.2743,23.49,27.5,25.6734,70.1799,4.01,25.75
2022-10-31,106.91,73.2238,43.53,92.1919,92.8252,133.7019,133.7729,58.9553,175.0136,17.5959,154.0574,141.8477,271.7336,367.5998,23.62,26.57,25.8889,69.7296,4.077,25.88
2022-11-01,109.05,74.0087,45.1,94.352,92.5296,132.1994,133.9316,58.3405,175.2522,17.6851,154.0189,141.6075,268.9571,365.9912,23.93,29.75,25.8803,69.0228,4.052,25.81
2022-11-02,94.41,69.6477,45.12,89.1047,90.6181,128.2356,131.5704,56.3984,169.4385,17.1793,147.2065,139.2056,259.738,356.8062,22.74,28.81,25.9923,66.4133,4.059,25.86
2022-11-03,92.02,71.5102,47.61,86.4318,88.884,127.0197,131.029,55.3639,168.3025,17.1595,140.9426,139.3017,254.6641,353.1322,23.17,28.73,26.2079,66.0163,4.124,25.3
2022-11-04,96.09,73.4165,51.57,91.3634,90.6378,128.5124,132.8023,56.213,170.5745,17.586,143.3289,140.0703,258.7604,358.2149,23.72,28.39,25.7165,66.5682,4.156,24.55
2022-11-07,95.46,71.827,52.1,88.365,88.7657,127.3854,133.9223,56.7985,171.3478,17.7447,142.7419,141.5403,261.6053,361.6414,23.8,27.69,25.5699,66.1035,4.214,24.35
2022-11-08,98.9,72.8207,54.53,88.4735,89.8003,129.3229,134.725,57.0913,171.4146,17.6951,144.8107,142.453,263.5117,363.5926,19.68,27.44,25.4578,65.9389,4.126,25.54
2022-11-09,95.79,73.0804,53.25,87.8422,88.5194,128.5411,132.2516,55.7543,166.7082,17.5264,143.9158,139.2056,257.4309,356.1019,19.91,26.55,25.6475,63.9249,4.151,26.09
2022-11-10,102.4,76.2409,59.46,97.6858,92.7857,135.2012,137.3943,59.8922,176.9706,18.3795,152.0079,142.8853,276.4263,375.6711,20.86,28.85,25.0613,68.5968,3.829,23.53
