macro,macro_label,target,target_label,effect_per_unit,effect_unit,lag_quarters,window,n,r,spearman,perm_p,loo_rmse,naive_rmse,loo_mean_rmse,r_ex2021,n_ex2021,r_from2024,r_diff_qoq,method,confidence,confidence_reason,margin_effect_via_chain_pp,margin_chain_detail
usdjpy,USD/JPY y/y (%),rev_fx_pts,FX effect on revenue (pp),-0.1496,FX effect on revenue (pp) per +1 unit of macro,1,2023Q1-2026Q2,13,-0.5085,-0.4302,0.0799,2.4212,2.1985,2.4608,-0.6596,17,-0.1454,-0.3677,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",-0.0915,fx:0.47x-0.19
usdjpy,USD/JPY y/y (%),ebitda_margin_chg,Adj. EBITDA margin change y/y (pp),0.1084,Adj. EBITDA margin change y/y (pp) per +1 unit of macro,0,2023Q1-2026Q2,14,0.2185,0.4286,0.4436,3.1765,2.7639,3.0224,0.3439,18,0.4165,0.0182,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.22, perm p 0.44",-0.0915,fx:0.47x-0.19
usdjpy,USD/JPY y/y (%),sm_pct_chg,S&M % revenue change y/y (pp),-0.0485,S&M % revenue change y/y (pp) per +1 unit of macro,0,2023Q1-2026Q2,14,-0.1711,-0.244,0.5514,1.7547,1.4255,1.7273,-0.4504,18,-0.3815,-0.1936,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.17, perm p 0.55",-0.0915,fx:0.47x-0.19
umcsent,"Michigan sentiment, change y/y (pts)",nights_yoy,nights y/y (%),-0.0118,nights y/y (%) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.046,-0.0462,0.8921,3.2469,2.954,3.0266,-0.3261,18,-0.0545,-0.3688,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.05, perm p 0.89",0.0,no medium/high channel
umcsent,"Michigan sentiment, change y/y (pts)",nights_accel,nights acceleration (pp q/q),-0.0659,nights acceleration (pp q/q) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.2584,-0.3011,0.3816,2.9726,4.5718,3.0044,0.1809,17,-0.3897,-0.3485,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.26, perm p 0.38",0.0,no medium/high channel
umcsent,"Michigan sentiment, change y/y (pts)",adr_exfx_yoy,ADR y/y ex-FX (%),-0.0482,ADR y/y ex-FX (%) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.4754,-0.3852,0.0729,1.1716,0.9405,1.1942,-0.6819,17,-0.2847,-0.3102,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",0.0,no medium/high channel
umcsent,"Michigan sentiment, change y/y (pts)",adr_fx_effect,FX effect on ADR (pp),-0.0862,FX effect on ADR (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.4438,-0.4141,0.1229,2.2461,2.053,2.2868,0.2789,17,-0.8651,-0.3453,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.44, perm p 0.12",0.0,no medium/high channel
umcsent,"Michigan sentiment, change y/y (pts)",rev_yoy,revenue y/y (%),-0.0691,revenue y/y (%) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.1842,-0.2527,0.5345,4.6909,3.8358,4.4172,-0.3726,18,-0.3776,-0.7434,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.18, perm p 0.53",0.0,no medium/high channel
umcsent,"Michigan sentiment, change y/y (pts)",rev_fx_pts,FX effect on revenue (pp),0.0215,FX effect on revenue (pp) per +1 unit of macro,0,2023Q1-2026Q2,13,0.1026,0.0821,0.7473,2.6018,2.1985,2.4608,0.5019,17,-0.0648,0.3498,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.10, perm p 0.75",0.0,no medium/high channel
umcsent,"Michigan sentiment, change y/y (pts)",ebitda_margin_chg,Adj. EBITDA margin change y/y (pp),0.1268,Adj. EBITDA margin change y/y (pp) per +1 unit of macro,0,2023Q1-2026Q2,14,0.4852,0.4637,0.0909,2.8349,2.7639,3.0224,-0.3238,18,0.4006,-0.1094,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",0.0,no medium/high channel
umcsent,"Michigan sentiment, change y/y (pts)",sm_pct_chg,S&M % revenue change y/y (pp),-0.0919,S&M % revenue change y/y (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.6265,-0.6044,0.017,1.4688,1.4255,1.7273,-0.0007,18,-0.5412,-0.2328,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,common-trend artefact: r post-2022 -0.63 but r on q/q differences -0.23,0.0,no medium/high channel
mich_infl_exp,"Michigan 1y inflation expectation, change y/y (pp)",nights_yoy,nights y/y (%),-1.0936,nights y/y (%) per +1 unit of macro,0,2023Q1-2026Q2,14,-0.5448,-0.7319,0.043,2.6387,2.954,3.0266,0.2766,18,-0.5852,-0.3519,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",0.0,no medium/high channel
mich_infl_exp,"Michigan 1y inflation expectation, change y/y (pp)",nights_accel,nights acceleration (pp q/q),0.655,nights acceleration (pp q/q) per +1 unit of macro,1,2023Q1-2026Q2,14,0.3201,0.3495,0.2627,2.9655,4.5718,3.0044,-0.2223,17,0.3379,0.3066,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.32, perm p 0.26",0.0,no medium/high channel
mich_infl_exp,"Michigan 1y inflation expectation, change y/y (pp)",adr_exfx_yoy,ADR y/y ex-FX (%),0.2965,ADR y/y ex-FX (%) per +1 unit of macro,1,2023Q1-2026Q2,14,0.3645,0.5914,0.2088,1.2276,0.9405,1.1942,0.4439,17,0.1588,0.2369,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.36, perm p 0.21",0.0,no medium/high channel
mich_infl_exp,"Michigan 1y inflation expectation, change y/y (pp)",adr_fx_effect,FX effect on ADR (pp),0.875,FX effect on ADR (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,0.5617,0.3458,0.036,2.0182,2.053,2.2868,0.0179,17,0.8477,0.4682,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",0.0,no medium/high channel
mich_infl_exp,"Michigan 1y inflation expectation, change y/y (pp)",rev_yoy,revenue y/y (%),-1.6918,revenue y/y (%) per +1 unit of macro,0,2023Q1-2026Q2,14,-0.5775,-0.4945,0.028,3.9615,3.8358,4.4172,0.288,18,-0.4246,-0.2058,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",0.0,no medium/high channel
mich_infl_exp,"Michigan 1y inflation expectation, change y/y (pp)",rev_fx_pts,FX effect on revenue (pp),-0.3593,FX effect on revenue (pp) per +1 unit of macro,0,2023Q1-2026Q2,13,-0.2248,-0.1981,0.4695,2.538,2.1985,2.4608,-0.3093,17,-0.4438,-0.1817,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.22, perm p 0.47",0.0,no medium/high channel
mich_infl_exp,"Michigan 1y inflation expectation, change y/y (pp)",ebitda_margin_chg,Adj. EBITDA margin change y/y (pp),-0.8258,Adj. EBITDA margin change y/y (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.4011,-0.4286,0.1429,2.9379,2.7639,3.0224,0.3032,18,-0.2385,-0.0142,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.40, perm p 0.14",0.0,no medium/high channel
mich_infl_exp,"Michigan 1y inflation expectation, change y/y (pp)",sm_pct_chg,S&M % revenue change y/y (pp),0.6716,S&M % revenue change y/y (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,0.5708,0.7187,0.033,1.5678,1.4255,1.7273,-0.0564,18,0.4725,0.2666,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",0.0,no medium/high channel
pce_services,PCE services nominal y/y (%),nights_yoy,nights y/y (%),2.0436,nights y/y (%) per +1 unit of macro,0,2023Q1-2026Q2,14,0.8003,0.5429,0.002,2.2255,2.954,3.0266,0.8807,18,0.324,0.5122,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,common-trend artefact: r post-2022 +0.80 but r from 2024 +0.32,0.0,no medium/high channel
pce_services,PCE services nominal y/y (%),nights_accel,nights acceleration (pp q/q),-1.07,nights acceleration (pp q/q) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.4787,-0.3319,0.0949,3.0504,4.5718,3.0044,-0.6999,17,-0.2743,-0.4665,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",0.0,no medium/high channel
pce_services,PCE services nominal y/y (%),adr_exfx_yoy,ADR y/y ex-FX (%),-0.2539,ADR y/y ex-FX (%) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.2858,-0.4011,0.3037,1.2663,0.9405,1.1942,0.5808,17,-0.4386,0.1236,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.29, perm p 0.30",0.0,no medium/high channel
pce_services,PCE services nominal y/y (%),adr_fx_effect,FX effect on ADR (pp),-0.9821,FX effect on ADR (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.5773,-0.5242,0.031,2.0195,2.053,2.2868,-0.8081,17,-0.8674,-0.3811,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",0.0,no medium/high channel
pce_services,PCE services nominal y/y (%),rev_yoy,revenue y/y (%),2.0044,revenue y/y (%) per +1 unit of macro,0,2023Q1-2026Q2,14,0.5378,0.3934,0.038,3.8796,3.8358,4.4172,0.8739,18,-0.0273,0.0905,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",0.0,no medium/high channel
pce_services,PCE services nominal y/y (%),rev_fx_pts,FX effect on revenue (pp),-0.9333,FX effect on revenue (pp) per +1 unit of macro,0,2023Q1-2026Q2,13,-0.4689,-0.3,0.1009,2.494,2.1985,2.4608,-0.7209,17,-0.2279,-0.4589,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.47, perm p 0.10",0.0,no medium/high channel
pce_services,PCE services nominal y/y (%),ebitda_margin_chg,Adj. EBITDA margin change y/y (pp),0.1952,Adj. EBITDA margin change y/y (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,0.0868,0.1253,0.7612,3.164,2.7639,3.0224,0.7558,18,0.0264,-0.5189,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.09, perm p 0.76",0.0,no medium/high channel
pce_services,PCE services nominal y/y (%),sm_pct_chg,S&M % revenue change y/y (pp),-0.4002,S&M % revenue change y/y (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.3115,-0.4066,0.2947,1.7863,1.4255,1.7273,-0.7207,18,-0.4345,0.3787,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.31, perm p 0.29",0.0,no medium/high channel
real_pce,Real PCE y/y (%),nights_yoy,nights y/y (%),-3.7981,nights y/y (%) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.6486,-0.5077,0.007,2.7977,2.954,3.0266,0.8078,18,-0.1329,-0.4854,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,common-trend artefact: r post-2022 -0.65 but r from 2024 -0.13,0.0,no medium/high channel
real_pce,Real PCE y/y (%),nights_accel,nights acceleration (pp q/q),1.463,nights acceleration (pp q/q) per +1 unit of macro,0,2023Q1-2026Q2,14,0.2101,0.0857,0.4675,3.3035,4.5718,3.0044,0.031,17,0.0763,0.3642,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.21, perm p 0.47",0.0,no medium/high channel
real_pce,Real PCE y/y (%),adr_exfx_yoy,ADR y/y ex-FX (%),-1.246,ADR y/y ex-FX (%) per +1 unit of macro,0,2023Q1-2026Q2,14,-0.4501,-0.4849,0.1119,1.1398,0.9405,1.1942,-0.3321,17,-0.5952,-0.4354,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.45, perm p 0.11",0.0,no medium/high channel
real_pce,Real PCE y/y (%),adr_fx_effect,FX effect on ADR (pp),-2.8272,FX effect on ADR (pp) per +1 unit of macro,0,2023Q1-2026Q2,14,-0.5334,-0.6079,0.0629,2.0649,2.053,2.2868,0.0186,17,-0.8303,-0.0072,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",0.0,no medium/high channel
real_pce,Real PCE y/y (%),rev_yoy,revenue y/y (%),-5.733,revenue y/y (%) per +1 unit of macro,0,2023Q1-2026Q2,14,-0.5599,-0.5648,0.047,3.9178,3.8358,4.4172,0.5339,18,-0.6792,-0.3932,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",0.0,no medium/high channel
real_pce,Real PCE y/y (%),rev_fx_pts,FX effect on revenue (pp),-1.6841,FX effect on revenue (pp) per +1 unit of macro,0,2023Q1-2026Q2,13,-0.2669,-0.3623,0.3716,2.5178,2.1985,2.4608,-0.1038,17,-0.6894,0.2362,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.27, perm p 0.37",0.0,no medium/high channel
real_pce,Real PCE y/y (%),ebitda_margin_chg,Adj. EBITDA margin change y/y (pp),-0.9438,Adj. EBITDA margin change y/y (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.1614,-0.3451,0.5754,3.1727,2.7639,3.0224,0.8314,18,-0.1162,0.2135,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.16, perm p 0.58",0.0,no medium/high channel
real_pce,Real PCE y/y (%),sm_pct_chg,S&M % revenue change y/y (pp),-0.5755,S&M % revenue change y/y (pp) per +1 unit of macro,0,2023Q1-2026Q2,14,-0.1437,-0.2923,0.6014,1.8946,1.4255,1.7273,-0.2841,18,-0.0851,0.1833,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.14, perm p 0.60",0.0,no medium/high channel
real_dpi,Real disposable income y/y (%),nights_yoy,nights y/y (%),-0.149,nights y/y (%) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.1098,0.0945,0.7223,3.7669,2.954,3.0266,-0.355,18,-0.0089,-0.5141,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.11, perm p 0.72",-0.1604,adr_exfx:0.46x-0.35
real_dpi,Real disposable income y/y (%),nights_accel,nights acceleration (pp q/q),-0.6089,nights acceleration (pp q/q) per +1 unit of macro,0,2023Q1-2026Q2,14,-0.4295,-0.4022,0.1209,3.1323,4.5718,3.0044,0.5219,17,-0.2611,0.0081,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.43, perm p 0.12",-0.1604,adr_exfx:0.46x-0.35
real_dpi,Real disposable income y/y (%),adr_exfx_yoy,ADR y/y ex-FX (%),-0.3487,ADR y/y ex-FX (%) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.6512,-0.6979,0.016,0.9609,0.9405,1.1942,-0.783,17,-0.415,-0.5354,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),medium,"|r|>=0.6, perm p<0.05, LOO beats mean, sign stable; survives the from-2024 check",-0.1604,adr_exfx:0.46x-0.35
real_dpi,Real disposable income y/y (%),adr_fx_effect,FX effect on ADR (pp),0.1171,FX effect on ADR (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,0.1142,-0.0088,0.7003,2.5265,2.053,2.2868,0.6905,17,-0.5189,0.4557,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.11, perm p 0.70",-0.1604,adr_exfx:0.46x-0.35
real_dpi,Real disposable income y/y (%),rev_yoy,revenue y/y (%),0.9362,revenue y/y (%) per +1 unit of macro,0,2023Q1-2026Q2,14,0.4492,0.3978,0.1029,4.2563,3.8358,4.4172,-0.8364,18,-0.2737,-0.2611,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.45, perm p 0.10",-0.1604,adr_exfx:0.46x-0.35
real_dpi,Real disposable income y/y (%),rev_fx_pts,FX effect on revenue (pp),0.3645,FX effect on revenue (pp) per +1 unit of macro,1,2023Q1-2026Q2,13,0.3447,0.0991,0.2268,2.6692,2.1985,2.4608,0.7163,17,-0.5626,0.5535,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.34, perm p 0.23",-0.1604,adr_exfx:0.46x-0.35
real_dpi,Real disposable income y/y (%),ebitda_margin_chg,Adj. EBITDA margin change y/y (pp),0.767,Adj. EBITDA margin change y/y (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,0.5658,0.3802,0.039,2.721,2.7639,3.0224,-0.3953,18,0.4272,0.0098,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",-0.1604,adr_exfx:0.46x-0.35
real_dpi,Real disposable income y/y (%),sm_pct_chg,S&M % revenue change y/y (pp),-0.5788,S&M % revenue change y/y (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.7472,-0.7407,0.003,1.2996,1.4255,1.7273,0.4068,18,-0.732,-0.0983,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,common-trend artefact: r post-2022 -0.75 but r on q/q differences -0.10,-0.1604,adr_exfx:0.46x-0.35
cpi_all,CPI all items y/y (%),nights_yoy,nights y/y (%),2.908,nights y/y (%) per +1 unit of macro,0,2023Q1-2026Q2,14,0.8436,0.6879,0.003,1.8695,2.954,3.0266,0.781,18,0.319,0.5593,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,common-trend artefact: r post-2022 +0.84 but r from 2024 +0.32,0.0,no medium/high channel
cpi_all,CPI all items y/y (%),nights_accel,nights acceleration (pp q/q),-0.9734,nights acceleration (pp q/q) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.4457,-0.5077,0.1249,3.4519,4.5718,3.0044,-0.5166,17,-0.3769,-0.3177,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.45, perm p 0.12",0.0,no medium/high channel
cpi_all,CPI all items y/y (%),adr_exfx_yoy,ADR y/y ex-FX (%),0.3048,ADR y/y ex-FX (%) per +1 unit of macro,0,2023Q1-2026Q2,14,0.2241,0.1178,0.4625,1.1982,0.9405,1.1942,0.8125,17,0.5707,0.583,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.22, perm p 0.46",0.0,no medium/high channel
cpi_all,CPI all items y/y (%),adr_fx_effect,FX effect on ADR (pp),-0.7711,FX effect on ADR (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.4638,-0.1652,0.0989,2.1472,2.053,2.2868,-0.8266,17,-0.2784,-0.4705,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",0.0,no medium/high channel
cpi_all,CPI all items y/y (%),rev_yoy,revenue y/y (%),3.3329,revenue y/y (%) per +1 unit of macro,0,2023Q1-2026Q2,14,0.6625,0.5736,0.008,3.7912,3.8358,4.4172,0.8296,18,0.4234,0.096,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,common-trend artefact: r post-2022 +0.66 but r on q/q differences +0.10,0.0,no medium/high channel
cpi_all,CPI all items y/y (%),rev_fx_pts,FX effect on revenue (pp),-0.8632,FX effect on revenue (pp) per +1 unit of macro,1,2023Q1-2026Q2,13,-0.495,-0.2179,0.0819,2.4552,2.1985,2.4608,-0.8482,17,-0.1456,-0.596,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",0.0,no medium/high channel
cpi_all,CPI all items y/y (%),ebitda_margin_chg,Adj. EBITDA margin change y/y (pp),0.2525,Adj. EBITDA margin change y/y (pp) per +1 unit of macro,0,2023Q1-2026Q2,14,0.0733,0.3407,0.8002,3.4871,2.7639,3.0224,0.6824,18,0.3943,0.0785,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.07, perm p 0.80",0.0,no medium/high channel
cpi_all,CPI all items y/y (%),sm_pct_chg,S&M % revenue change y/y (pp),-0.1385,S&M % revenue change y/y (pp) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.1103,-0.4066,0.7483,1.9049,1.4255,1.7273,-0.561,18,-0.4095,0.1967,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),none,"|r| 0.11, perm p 0.75",0.0,no medium/high channel
cpi_lodging,CPI lodging away from home y/y (%),nights_yoy,nights y/y (%),0.7895,nights y/y (%) per +1 unit of macro,0,2023Q1-2026Q2,14,0.8116,0.7319,0.002,2.145,2.954,3.0266,0.8923,18,0.5417,0.5809,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),medium,"|r|>=0.8, passes all checks including differencing, but no mechanical story; treat as a hypothesis",0.2763,nights:0.35x+0.79
cpi_lodging,CPI lodging away from home y/y (%),nights_accel,nights acceleration (pp q/q),-0.5753,nights acceleration (pp q/q) per +1 unit of macro,1,2023Q1-2026Q2,14,-0.5823,-0.5473,0.029,2.8166,4.5718,3.0044,-0.7666,17,-0.6637,-0.58,OLS on quarterly y/y (or 4q change) vs KPI; LOO nowcast vs naive-last and LOO-mean; 1000-shuffle permutation p; two artefact guards (r from 2024Q1; r on q/q first differences),low,"|r|>=0.4, perm p<0.10; fails at least one stability or artefact check",0.2763,nights:0.35x+0.79
