fy27_revenue_growth_pct,fy27_margin_pct,exit_ev_ebitda_x,fy27_revenue_musd,fy27_adj_ebitda_musd,price,upside_vs_spot_pct
16.0,36.5,15.0,16509.7369,6026.054,177.5594,-2.4077
16.0,36.5,16.5,16509.7369,6026.054,193.5282,6.3692
16.0,36.5,18.0,16509.7369,6026.054,209.497,15.1462
16.0,36.5,18.5,16509.7369,6026.054,214.8199,18.0718
16.0,36.5,20.0,16509.7369,6026.054,230.7887,26.8488
16.0,36.5,22.0,16509.7369,6026.054,252.0804,38.5514
16.0,36.5,25.5,16509.7369,6026.054,289.341,59.031
16.0,37.5,12.0,16509.7369,6191.1513,149.1218,-18.0379
16.0,37.5,13.5,16509.7369,6191.1513,165.5281,-9.0205
16.0,37.5,15.0,16509.7369,6191.1513,181.9344,-0.0031
16.0,37.5,16.5,16509.7369,6191.1513,198.3407,9.0143
16.0,37.5,18.0,16509.7369,6191.1513,214.747,18.0318
16.0,37.5,18.5,16509.7369,6191.1513,220.2158,21.0376
16.0,37.5,20.0,16509.7369,6191.1513,236.6221,30.055
16.0,37.5,22.0,16509.7369,6191.1513,258.4971,42.0782
16.0,37.5,25.5,16509.7369,6191.1513,296.7785,63.1189
16.0,39.0,12.0,16509.7369,6438.7974,154.3718,-15.1524
16.0,39.0,13.5,16509.7369,6438.7974,171.4343,-5.7742
16.0,39.0,15.0,16509.7369,6438.7974,188.4969,3.6039
16.0,39.0,16.5,16509.7369,6438.7974,205.5595,12.982
16.0,39.0,18.0,16509.7369,6438.7974,222.622,22.3601
16.0,39.0,18.5,16509.7369,6438.7974,228.3095,25.4862
16.0,39.0,20.0,16509.7369,6438.7974,245.3721,34.8643
16.0,39.0,22.0,16509.7369,6438.7974,268.1222,47.3685
16.0,39.0,25.5,16509.7369,6438.7974,307.9348,69.2507
16.0,41.0,12.0,16509.7369,6768.9921,161.3718,-11.3049
16.0,41.0,13.5,16509.7369,6768.9921,179.3094,-1.4459
16.0,41.0,15.0,16509.7369,6768.9921,197.2469,8.4132
16.0,41.0,16.5,16509.7369,6768.9921,215.1845,18.2722
16.0,41.0,18.0,16509.7369,6768.9921,233.122,28.1313
16.0,41.0,18.5,16509.7369,6768.9921,239.1012,31.4176
16.0,41.0,20.0,16509.7369,6768.9921,257.0388,41.2767
16.0,41.0,22.0,16509.7369,6768.9921,280.9555,54.4221
16.0,41.0,25.5,16509.7369,6768.9921,322.8099,77.4265
