quarter,categories,sentence
2Q22,north_america,"As a result of the strengthening U.S. dollar in Q2 2022, especially in comparison to the Euro and the British Pound, metrics such as revenue and GBV, excluding the effects of foreign currency fluctuat"
2Q22,north_america|emea,We saw strong demand early in Q2 that exceeded our expectations as guests in Europe and North America booked earlier than they have historically.
2Q22,emea,"• In EMEA, Nights and Experiences Booked were once again above pre-pandemic Q2 2019 levels."
2Q22,urban,"Growth in our supply was again strongest in non-urban areas, where guest demand was highest."
2Q22,urban,"The year-over-year increase from Q2 2021 was entirely driven by price appreciation, which more than offset some negative impact from mix as urban destinations and other bookings that tend to have lowe"
2Q22,long_term_stays,"Trip length In Q2 2022, long-term stays of 28 days or more remained our fastest-growing category by trip length compared to 2019 as the way people travel and live continues to change."
2Q22,urban,"Gross nights booked to high-density urban areas represented 47% of our gross nights booked in Q2 2022, even exceeding pre-pandemic (Q2 2019) levels."
2Q22,urban,"Urban vs. non-urban As seen in prior quarters, growth for gross nights booked was strongest in non-urban areas during Q2 2022 compared to Q2 2019."
2Q22,asia_pacific|domestic,"In July 2022, all mainland Chinese listings were taken down based on our decision to exit the domestic China business and today, we still have over 6 million active listings. 11 Q2 2022 $2.1B $379M $7"
2Q22,asia_pacific,"• Excluding Asia Pacific, global Nights and Experiences Booked exceeded 2019 levels by nearly 35% in Q2 2022."
2Q22,asia_pacific|cross_border,"• In Asia Pacific, Nights and Experiences Booked remained depressed compared to Q2 2019 as the region has historically been more reliant on cross-border travel than other regions."
2Q22,cross_border,"With cross border travel resuming, he sees a rebound of international guests."
2Q22,cross_border,"Most of his guests before the pandemic were international travelers, but that flipped during COVID."
2Q22,urban,"And as demand returns to cities, we are also seeing growth in total urban supply."
2Q22,cross_border|domestic,"The Camper Bus sits on a popular route between Lisbon and Porto, which is frequented by both domestic and international travelers."
2Q22,north_america,"Q2 2022 regional highlights include: • North America remained strong with Nights and Experiences Booked in Q2 increasing 37% above the level achieved in the same quarter of 2019, primarily driven by t"
2Q22,north_america|emea|latin_america,"EX-99.1 2 d353427dex991.htm EX-99.1 EX-99.1 Exhibit 99.1 Q2 2022 Nights and Experiences Booked In Q2 2022, Nights and Experiences Booked remained strong, showing strong growth over pre-pandemic levels"
2Q22,cross_border,• Guests continue to return to cities and cross borders.
2Q22,asia_pacific,"We continue to expect Asia Pacific, including outbound travel from China, to represent a significant growth opportunity for Airbnb over the long term."
2Q22,cross_border,"As the impact of the pandemic recedes but macro conditions persist, we expect a continued, albeit choppy, recovery of cross-border travel to be a further tailwind to future results."
2Q22,cross_border|domestic,"Travel corridors and distance While domestic and short-distance travel continued to be more popular than in 2019, we saw even further improvement in both longer-distance and cross-border travel during"
2Q22,cross_border,"Gross nights booked for cross-border travel exceeded 2019 levels in Q2 2022, up from 56% of 2019 levels in Q2 2021."
2Q22,urban,"And as demand returns to cities, we are also seeing a return to growth in total urban supply."
2Q22,north_america|emea|latin_america,"Consistent with where we’ve generally seen bookings recover, we’ve seen the most active listings growth in Q2 2022 compared to Q2 2019 in Latin America, followed by North America and EMEA."
3Q22,cross_border|urban,"Four weeks into the quarter, we are seeing promising trends in cross-border travel, renewed interest in urban stays, stabilizing cancellations, as well as a strong backlog of future bookings."
3Q22,urban,"Urban vs. non-urban Consistent with recent quarters, we continue to see signs of travelers returning to cities (historically one of the strongest areas of our business)."
3Q22,north_america,"As a result of the strengthening U.S. dollar in Q3 2022, especially in comparison to the Euro and British Pound, metrics such as revenue, GBV and net income, excluding the effects of foreign currency "
3Q22,north_america,"As a result of the strengthening U.S. dollar in Q3 2022, especially in comparison to the Euro and the British Pound, metrics such as revenue, GBV and ADR, excluding the effects of foreign currency flu"
3Q22,emea,"In EMEA, Nights and Experiences Booked grew 20% compared to Q3 2021."
3Q22,north_america|emea,"The vast majority of European travelers travel within Europe on Airbnb, and therefore are not impacted by the strengthening U.S. dollar."
3Q22,cross_border,This region 8 has historically been reliant on cross-border travel.
3Q22,asia_pacific|domestic,"As shared in our letter last quarter, all mainland Chinese listings were taken down in July as part of our decision to close the domestic business in China and instead focus on the outbound China busi"
3Q22,urban,"And as demand returns to cities, we also saw a return to growth in total urban supply. 9 Q3 2022 $2.9B $1.2B $1.5B Revenue Net Income Adjusted EBITDA 29% Y/Y 46% Y/Y 32% Y/Y 36% Y/Y (ex-FX) 61% Y/Y (e"
3Q22,asia_pacific,"As such, for comparative purposes, references to supply and supply growth exclude listings in China from prior periods."
3Q22,urban,"We saw growth in supply across all market types, including both non-urban and urban."
3Q22,cross_border,"Even with foreign currency fluctuations, we saw cross-border travel to all regions increase in Q3 2022 from last year."
3Q22,urban,"Cross border gross nights booked increased 58%, while high-density urban nights booked grew 27% compared to Q3 2021."
3Q22,cross_border|urban,"In Q3 2022, high-density urban nights booked was 48% of total gross nights booked (versus 58% in Q3 2019) and cross-border was 43% (versus 48% in Q3 2019)."
3Q22,cross_border|urban,"At the same time, we’ve also seen recovery of urban and cross-border travel, which comprised the vast majority of our business before the pandemic."
3Q22,long_term_stays,"Even with more companies requiring employees to return to the office, nights booked from long-term stays remained stable from a year ago at 20% of total gross nights booked."
3Q22,cross_border,"As the impact of the pandemic recedes but macro conditions persist, we expect a continued, albeit choppy, recovery of cross-border travel to be a further tailwind to future results."
3Q22,urban,"Growth in our supply compared to pre-pandemic periods was strongest in non-urban areas, where guest demand was highest."
3Q22,asia_pacific,"Supply In July, all mainland China listings were taken down."
3Q22,urban,Gross nights booked in high-density urban areas represented 48% of our gross nights booked in Q3 2022.
3Q22,long_term_stays,"Trip length In Q3 2022, long-term stays of 28 days or more accounted for 20% of gross nights booked in Q3 2022, stable with Q3 2021."
3Q22,urban,"The year-over-year increase from Q3 2021 was entirely driven by price appreciation, which more than offset some negative impact from mix as urban destinations and other bookings that tend to have lowe"
3Q22,north_america,"During Q3 2022, revenue earned in the U.S. increased 24% from Q3 2021 and represented approximately 40% of total global revenue."
3Q22,latin_america|cross_border|domestic,"In Latin America, Nights and Experiences Booked were 33% higher than Q3 2021, with continued resilience in certain countries, such as Mexico and Brazil, where both domestic and inbound cross-border tr"
3Q22,north_america|domestic,"The majority of travel in North America, both pre-pandemic and now, is domestic."
3Q22,north_america,"Q3 2022 regional highlights include: North America remained strong with Nights and Experiences Booked in Q3 increasing 20% above the level achieved in the same quarter of 2021, primarily driven by the"
3Q22,asia_pacific,"In Asia Pacific, Nights and Experiences Booked saw the most significant year-over-year growth, primarily due to the easing of COVID-19 restrictions that were in place in 2021."
3Q22,cross_border|domestic,"Travel corridors and distance While domestic and short-distance travel continued to be strong, we saw even further improvement in both longer-distance and cross-border travel during Q3 2022 compared t"
3Q22,cross_border,"In Q3 2022, cross-border was 43% of total gross nights booked, up from 33% in Q3 2021."
3Q22,urban|long_term_stays,"We believe new use cases, including long-term stays and non-urban travel, are here to stay as millions of people have newfound flexibility in where they live and work."
3Q22,asia_pacific,"While we saw strong growth across all regions compared to Q3 2021, APAC increased the most with 65% more Nights and Experiences Booked."
3Q22,north_america|emea|asia_pacific|long_term_stays,"While the majority of long-term stays occurred in EMEA and North America, we also saw long-term stays become substantially more popular in Asia Pacific compared to a year ago."
3Q22,urban,"In Q3 2022, we saw total urban supply accelerate from a year ago as guests return to cities."
4Q22,asia_pacific,We are encouraged by China’s recent lifting of its travel restrictions even though we anticipate the outbound recovery to be gradual.
4Q22,cross_border,This region has historically been reliant on cross-border travel.
4Q22,latin_america,"• In Latin America, Nights and Experiences Booked were 23% higher than Q4 2021, with continued resilience in certain countries, such as Mexico and Brazil."
4Q22,asia_pacific,"• In Asia Pacific, Nights and Experiences Booked saw the most significant year-over-year growth primarily due to the continued easing of COVID-19 restrictions that were in place in 2021."
4Q22,asia_pacific|domestic,"• As shared in our Q2 shareholder letter, all mainland Chinese listings were taken down in July 2022 as part of our decision to close the domestic business in China and instead focus on the outbound C"
4Q22,urban,"We saw growth in supply across all market types in Q4 2022 compared to a year ago, including both non-urban and urban supply."
4Q22,asia_pacific|domestic,"In Q4 2022, total active listings (excluding China) were up 26% and nights booked (excluding China domestic) were up 24%."
4Q22,asia_pacific,"As such, for comparative purposes, references to supply and supply growth exclude listings in China from prior periods."
4Q22,asia_pacific|domestic,"Supply In July 2022, all mainland China listings were taken down based on our decision to close the domestic business in China and instead focus on the outbound China business."
4Q22,urban,"The year-over-year decrease from Q4 2021 was driven by foreign 11 exchange and mix shift as urban destinations and other bookings that tend to have lower ADR rebounded, partially offset by price appre"
4Q22,cross_border|urban,"In Q4 2022, high-density urban nights booked was 51% of total gross nights booked (versus 59% in Q4 2019) and cross-border was 44% (versus 47% in Q4 2019)."
4Q22,north_america,"During Q4 2022, revenue earned in the U.S. increased over 19% from Q4 2021 and represented 47% of total global revenue."
4Q22,north_america|cross_border|domestic,"While the majority of travel in North America, both pre-pandemic and now, is domestic, we saw cross-border Nights and Experiences Booked to North America increase approximately 35% in Q4 2022 compared"
4Q22,emea,"• In EMEA, Nights and Experiences Booked grew 25% compared to Q4 2021."
4Q22,asia_pacific|cross_border,"While Asia Pacific, which has historically been reliant on cross-border travel, has yet to return to 2019 levels, we see China’s recent removal of travel restrictions as an encouraging sign of continu"
4Q22,cross_border,"Globally, we saw cross-border travel to all regions increase in Q4 2022 from last year despite continued foreign currency volatility."
4Q22,urban,"Cross-border gross nights booked increased 49%, while high-density urban nights booked grew 22% compared to Q4 2021."
4Q22,asia_pacific,"We ended the year with 6.6 million global active listings, which is over 900,000 more listings than we had in the beginning of the year, excluding China."
4Q22,north_america|emea,"Fernando receives many international guests from all over the world, including the US, Canada, central Europe, and South America. “When people from different cultures tell you how they live, what they"
4Q22,asia_pacific,"While we saw strong growth across all regions compared to Q4 2021, Asia Pacific once again increased the most with 40% more Nights and Experiences Booked."
4Q22,north_america,"As a result of the strong U.S. dollar in Q4 2022, especially in comparison to the Euro and the British Pound, metrics such as revenue, GBV and ADR, excluding the effects of foreign currency fluctuatio"
4Q22,north_america,"While we saw Q3 2022 mark a peak of U.S. dollar strength, we saw the Euro and British Pound recoup some lost ground in the latter half of Q4 2022."
4Q22,north_america,"Renters interested in hosting a spare room, or their entire apartment when they’re out of town, can browse more than 175 Airbnb-friendly apartment buildings in the U.S.—a number that continues to grow"
4Q22,asia_pacific|domestic,"This was an increase of over 900,000 active listings, or 16% compared to 2021, excluding the removal of all mainland China listings in July 2022 based on our decision to close the domestic business in"
4Q22,long_term_stays,We’ve seen guests across all regions and age groups use Airbnb for long-term stays.
4Q22,long_term_stays,Nights from long-term stays (28 nights or longer) remained stable from a year ago at 21% of total gross nights booked.
4Q22,north_america|emea,"The vast majority of European guests on Airbnb travel within Europe, and therefore are not impacted by the strong U.S. dollar."
4Q22,urban,Gross nights booked in high-density urban areas represented 51% of our gross nights booked in Q4 2022.
4Q22,cross_border|domestic,"Travel corridors and distance While domestic and short-distance travel continued to be strong, we saw even further improvement in both longer-distance and cross-border travel during Q4 2022 compared t"
4Q22,north_america,Q4 2022 regional highlights include: 10 • North America remained strong with continued growth in Nights and Experiences Booked.
4Q22,cross_border,"In Q4 2022, guests traveling more than 300 miles increased 25% and cross-border represented 44% of total gross nights booked, up from 34% in Q4 2021."
4Q22,emea|latin_america|asia_pacific,"We’re particularly encouraged by European guests booking their summer travel earlier this year, the market share gains we are seeing in Latin America, as well as the continued recovery within Asia Pac"
4Q22,north_america,"As a result of the strength of the U.S. dollar in Q4 2022 relative to Q4 2021, especially in comparison to the Euro and British Pound, metrics such as revenue, GBV and net income, excluding the effect"
4Q22,north_america,"We also saw an increase in supply across all regions in Q4 2022 compared to Q4 2021, with the most growth in North America. 12 Q4 2022 $1.9B $319M $506M Revenue Net Income Adjusted EBITDA 24% Y/Y $385"
4Q22,long_term_stays,"Trip length In Q4 2022, long-term stays of 28 days or more accounted for 21% of gross nights booked in Q4 2022, stable with Q4 2021."
4Q22,long_term_stays,We anticipate long-term stays to be slightly lower as a percent of total nights in Q1 2023 due to strong growth of short-term stays.
4Q22,urban,"Urban vs. non-urban Consistent with recent quarters, we continue to see signs of travelers returning to cities (historically one of the strongest areas of our business)."
1Q23,north_america|latin_america,"We grew supply 18% compared to Q1 2022. 3 We observed double-digit supply growth across all regions and market types, with the fastest growth in North America and Latin America."
1Q23,north_america,"Through a new partnership with Klarna, guests in the U.S. and Canada can now apply to pay for stays in installments. 5 6 Results from our 2022 Winter Innovations Airbnb Setup In November 2022, we intr"
1Q23,asia_pacific|urban|domestic,"Urban and non-urban supply also grew 18% year-over-year. 1,2 A reconciliation of non-GAAP financial measures to the most comparable GAAP measures is provided at the end of this letter. 3 In July 2022,"
1Q23,asia_pacific,"As such, for comparative purposes, references to supply and supply growth exclude listings in China from prior periods. 4 2023 Summer Release We’re making the most extensive set of improvements ever t"
1Q23,north_america,"Second, U.S. guests can pay with their bank account to save for stays of a month or more."
1Q23,long_term_stays,"For Q2 2023, we anticipate long-term stays to approximate the levels seen in Q1 2023."
1Q23,asia_pacific,We are encouraged by China’s recent lifting of its travel restrictions even though we anticipate the outbound recovery to be gradual due to challenges with limited flight capacities. 9 Airbnb’s Intern
1Q23,emea|latin_america,"For example, Brazil and Germany have become two of our fastest growing markets."
1Q23,emea|latin_america,"Brazil and Germany grew gross nights booked on an origin basis by 114% and 70% in Q1 2023, respectively, compared to the same pre-pandemic period in 2019."
1Q23,cross_border|domestic,"Travel corridors and distance While domestic and short-distance travel continued to be strong, we saw even further improvement in both longer-distance and cross-border travel during Q1 2023 compared t"
1Q23,north_america,"We began with renters being able to browse 175 Airbnb-friendly apartment buildings in 30 U.S. markets, and in less than six months, we have more than 250 properties on the platform with many more to c"
1Q23,asia_pacific,"While we saw strong growth across all regions compared to Q1 2022, Asia Pacific once again increased the most with 48% growth."
1Q23,north_america,"Q1 2023 regional highlights include: • In Q1 2023, we saw stable growth in North American Nights and Experiences Booked compared to the prior quarter."
1Q23,north_america,"During Q1 2023, revenue earned in the U.S. increased 13% from Q1 2022 and represented 48% of total global revenue."
1Q23,north_america|domestic,"The majority of travel in North America, both pre-pandemic and now, is domestic."
1Q23,north_america|cross_border,We saw cross-border Nights and Experiences Booked to North America accelerate on a sequential basis with approximately 34% year-over-year growth in Q1 2023 as compared to 31% in Q4 2022.
1Q23,emea,"• In EMEA, Nights and Experiences Booked grew 21% compared to Q1 2022 while ADR grew 8%year-over-year, which was the highest increase in ADR across our geographies."
1Q23,latin_america,"• In Latin America, Nights and Experiences Booked were 22% higher than Q1 2022, with continued resilience in certain countries, such as Mexico and Brazil."
1Q23,latin_america,"When compared to pre-pandemic periods (Q1 2019), Latin America has been the fastest growing region with Nights and Experiences Booked more than doubling."
1Q23,asia_pacific,"• In Asia Pacific, Nights and Experiences Booked saw the most significant year-over-year growth as travel continues to recover in the region."
1Q23,cross_border,This region has historically been reliant on cross-border travel.
1Q23,long_term_stays,Nights from long-term stays (28 nights or longer) were 18% of total gross nights booked in Q1 2023.
1Q23,long_term_stays,"Over the past three years, we’ve seen new use cases emerge as guests across all regions and age groups use Airbnb for long-term stays."
1Q23,asia_pacific,"As such, for comparative purposes, references to supply and supply growth exclude listings in China from prior periods. 10 Q1 2023 $1.8B $117M $262M Revenue Net Income Adjusted EBITDA 20% Y/Y $151M ex"
1Q23,north_america|emea,"Although ADR continues to demonstrate greater than expected resilience, particularly in EMEA and North America, we anticipate a slightly lower ADR in Q2 2023 than Q2 2022 driven by mix shifts and the "
1Q23,north_america|latin_america,"We also saw an increase in supply across all regions in Q1 2023 compared to Q1 2022, with the highest growth rates in North America and Latin America."
1Q23,urban,"Supply Active listings grew 18% in Q1 2023 compared to a year ago, in-line with global demand and accelerating relative to Q4 2022. 4 We saw growth in supply across all market types in Q1 2023 compare"
1Q23,urban,"ADR remained stable on a year-over-year basis as price appreciation was offset by the impact of foreign exchange, willingness to pay, and mix shift into urban and other types of bookings, which tend t"
1Q23,asia_pacific|domestic,"Approximately 90% of our Hosts are individual Hosts, and they comprised the majority of both active listings and Nights and Experiences Booked in Q1 2023. 4 In July 2022, all mainland China listings w"
1Q23,long_term_stays,"Trip length During Q1 2023, long-term stays of 28 days or more accounted for 18% of gross nights booked, a decrease from 21% in Q4 2022 as growth in short-term stays accelerated relative to growth in "
1Q23,urban,"Gross nights booked in high-density urban areas represented 48% of our gross nights booked in Q1 2023, up from 46% in Q1 2022, but still below 58% in Q1 2019."
1Q23,cross_border,"In Q1 2023, guests traveling more than 3,000 miles increased nearly 50% compared to Q1 2022 and cross-border represented 45% of total gross nights booked, up from 39% in Q1 2022, but still below 51% i"
1Q23,asia_pacific|cross_border,We saw international travel from other regions to Asia Pacific increase 160% during the quarter compared to Q1 2022.
1Q23,urban,High-density urban nights booked increased by 20% in Q1 2023 compared to the same prior year period.
1Q23,north_america|cross_border,"In addition, cross-border nights booked to North America increased on a sequential basis, with 34% year-over-year growth in Q1 2023 relative to 31% a quarter ago."
1Q23,north_america,"Cross-border nights booked to North America also increased on a sequential basis, with 34% year-over-year growth in Q1 2023 relative to 31% a quarter ago."
1Q23,cross_border,"In addition to the strong cross-border growth, we saw more guests return to cities."
1Q23,emea|latin_america,"Due to these efforts, Brazil and Germany have become two of our fastest growing markets and we’re excited to expand the playbook around the world."
1Q23,asia_pacific,We were particularly encouraged by the continued recovery of Asia Pacific as nights booked in Q1 2023 increased over 40% year-over-year.
1Q23,asia_pacific,"In every quarter over the last two years since we went public, we’ve seen acceleration in the year-over-year growth of our total active listings (excluding China)."
2Q23,asia_pacific|domestic,"Given the continued macroeconomic uncertainty and elevated ADR, we believe that Airbnb Rooms is an important offering on our platform, especially for the next generation of travelers who tend to be mo"
2Q23,asia_pacific,"As such, for comparative purposes, references to supply and supply growth exclude listings in China from prior periods. 5 Monthly Stays In May, we took three important steps to make longer stays more "
2Q23,north_america,"Second, we introduced pay by bank allowing guests in the U.S. to save money on stays over one month."
2Q23,long_term_stays,We also made finding long-term stays simpler and more intuitive with a new dial interface that lets guests search for a stay of 1–12 months.
2Q23,asia_pacific,"While we saw strong growth across all regions compared to Q2 2022, Asia Pacific once again saw the strongest growth."
2Q23,north_america,"Q2 2023 regional highlights include: • In Q2 2023, we saw an acceleration in year-over-year growth in North American Nights and Experiences Booked compared to the prior quarter."
2Q23,north_america,ADR in North America decreased 1% compared to Q2 2022.
2Q23,north_america|cross_border|domestic,"While the majority of travel in North America remains domestic, we saw continued strong year-over-year growth in cross-border nights booked during the quarter."
2Q23,north_america,"In Q2 2023, Nights and Experiences Booked to North America by guests outside the region increased approximately 20% compared to Q2 2022."
2Q23,emea,"• As expected, in Q2 2023, EMEA faced a hard year-over-year comparison resulting in a deceleration in Nights and Experiences Booked relative to Q1 2023."
2Q23,emea,"ADR in EMEA grew 8% year-over-year, which was the highest increase in ADR across the regions."
2Q23,north_america|cross_border,"Similar to North America, we saw strong year-over-year growth in cross-border nights booked during the quarter."
2Q23,emea,"In Q2 2023, Nights and Experiences Booked to EMEA by guests outside the region increased approximately 15% compared to Q2 2022."
2Q23,latin_america,"• In Latin America, Nights and Experiences Booked were 22% higher than Q2 2022, with continued resilience in certain countries, such as Mexico and Brazil."
2Q23,latin_america|asia_pacific,"When compared to pre-pandemic periods (Q2 2019), Latin America has been the fastest growing region with Nights and Experiences Booked nearly doubling. 11 • In Asia Pacific, Nights and Experiences Book"
2Q23,cross_border,This region has historically been reliant on cross-border travel.
2Q23,asia_pacific|cross_border,"While total nights in Asia Pacific are still down compared to pre-pandemic periods, we are encouraged by the continuous recovery of cross-border travel, especially to the region."
2Q23,emea|latin_america,"Airbnb’s International Expansion Last quarter, we shared that we have prioritized a number of underpenetrated markets, including Brazil and Germany, which have become two of our fastest-growing market"
2Q23,emea|latin_america,"In Q2 2023, both countries continued the growth trajectory with gross nights booked on an origin basis increasing 110% for Brazil and 63% for Germany compared to the same pre-pandemic period in 2019."
2Q23,asia_pacific,"In Asia Pacific, supply (excluding China) exceeds demand, which is still below pre-pandemic levels, demonstrating to us the potential for long-term growth."
2Q23,asia_pacific,"In particular, South Korea and Japan are countries where we have significantly increased our penetration since 2019, but remain a small part of the overall lodging industry in those markets."
2Q23,cross_border|domestic,"Travel Corridors and Distance While domestic and short-distance travel continued to be strong, we saw even further improvement in both longer-distance and cross-border travel during Q2 2023 compared t"
2Q23,north_america|emea,"In particular, we were encouraged by the acceleration in year-over-year nights in North America throughout the quarter, and the recovery in EMEA in June following challenging holiday comparisons in Ma"
2Q23,cross_border,"While the mix of international travel hasn’t yet returned to pre-pandemic levels, we’ve continued to see strong year-over-year growth across all regions."
2Q23,north_america|asia_pacific|cross_border,"In particular, cross-border travel to Asia Pacific grew over 80% in Q2 2023 compared to the same period a year ago, while cross-border travel to North America increased by 20%."
2Q23,urban,"We also saw more guests return to cities, with high-density urban nights booked increasing by 13% in Q2 2023 compared to Q2 2022."
2Q23,long_term_stays,"As part of our 2023 Summer Release on May 3, we launched several new features for long-term stays (28 nights or longer)."
2Q23,long_term_stays,"Following the release, year-over-year growth in bookings for long-term stays accelerated every month during the quarter."
2Q23,long_term_stays,"Overall, nights from long-term stays were stable with the prior quarter at 18% of total gross nights booked in Q2 2023."
2Q23,asia_pacific,"In every quarter since our 2020 IPO, we’ve seen acceleration in the year-over-year growth of our total active listings (excluding China)."
2Q23,latin_america|asia_pacific,"In Q2 2023, we grew supply 19% compared to Q2 2022, up from 18% in Q1 2023, and we added more net active listings than any quarter in our company’s history. 3 We continued to see double-digit supply g"
2Q23,urban,"In addition, urban and non-urban supply grew at similar rates year-over-year."
2Q23,long_term_stays,"Trip Length During Q2 2023, long-term stays of 28 days or more accounted for 18% of gross nights booked, relatively consistent with Q1 2023 and Q2 2022."
2Q23,urban,"ADR remained stable on a year-over-year basis as increases in prices listed by Hosts were offset by guests’ willingness to pay and mix shift into urban and certain geos, which tend to carry lower ADR."
2Q23,north_america|emea|latin_america|asia_pacific,"On an FX-neutral basis, Q2 2023 ADR was down in North America and Latin America, but up in EMEA and Asia Pacific year-over-year."
2Q23,north_america,"In North America, we saw a decrease in available prices of 2% in Q2 2023 compared to Q2 2022 as Hosts reduced prices."
2Q23,urban,"We saw growth in supply across all market types in Q2 2023 compared to a year ago, including both non-urban and urban supply."
2Q23,latin_america|asia_pacific,"We also saw an increase in supply across all regions in Q2 2023 compared to Q2 2022, with the highest growth rates in Latin America and Asia Pacific."
2Q23,cross_border,"In Q2 2023, guests traveling more than 3,000 miles increased 20% compared to Q2 2022 and cross-border represented 45% of total gross nights booked, up from 43% in Q2 2022, but still below 50% in Q2 20"
2Q23,urban,"Gross nights booked in high-density urban areas represented 48% of our gross nights booked in Q2 2023, up from 47% in Q2 2022, but still below 57% in Q2 2019."
2Q23,asia_pacific|domestic,"Overall, our supply base remains highly distributed and the number of individual Hosts on our platform continues to grow. 4 In July 2022, all mainland China listings were taken down based on our decis"
2Q23,asia_pacific,"As such, for comparative purposes, references to supply and supply growth exclude listings in China from prior periods. 13 Q2 2023 $2 .5B $650M $819M Revenue Net Income Adjusted EBITDA 18% Y/Y $662M e"
3Q23,north_america,"In Q3 2023, gross nights booked to North America by guests outside the region increased 25% compared to Q3 2022."
3Q23,cross_border|domestic,"Travel corridors and distance While domestic and short-distance travel continued to be strong, we saw even further improvement in both longer-distance and cross-border travel during Q3 2023 compared t"
3Q23,cross_border,"In Q3 2023, guests traveling more than 3,000 miles increased 18% compared to Q3 2022 and cross-border represented 45% of total gross nights booked, up from 43% in Q3 2022, but still below 48% in Q3 20"
3Q23,urban,"Urban destinations Consistent with recent quarters, we continue to see increased demand for urban travel, historically one of the strongest areas of our business."
3Q23,urban,"Gross nights booked in high-density urban areas represented 49% of our gross nights booked in Q3 2023, up from 48% in Q3 2022, but still below 58% in Q3 2019."
3Q23,long_term_stays,"Trip length During Q3 2023, long-term stays of 28 days or more remained steadfast, accounting for 18% of gross nights booked."
3Q23,long_term_stays,"As of Q3 2023, roughly a quarter of our nights booked for long-term stays were for trip durations of three months or longer—with nights booked for trips over three months increasing almost 20% compare"
3Q23,emea|latin_america|asia_pacific,"Following the successwe’ve seen in recent quarters in Germany and Brazil, Korea has now become one of our fastest growing countries compared to 2019, with gross nights booked 54% higher than they were"
3Q23,expansion_markets,International expansion markets are gaining momentum.
3Q23,cross_border,"As international travel continues to recover, we’re building greater momentum for Airbnb in under-penetrated markets."
3Q23,asia_pacific,"In Asia Pacific, our business has fully recovered to pre-pandemic levels, with gross nights growing 23% in Q3 2023 compared to Q3 2019.3 China outbound travel increased over 100% in Q3 2023 compared t"
3Q23,asia_pacific,"Smaller Asia Pacific markets such as Taiwan, the Philippines, Thailand, Hong Kong, and Indonesiaall experienced year-over-year growth above 30% for gross nights booked on an origin basis."
3Q23,urban,"In addition, we saw more guests return to cities, with high-density urban nights booked increasing by 15% in Q3 2023 compared to Q3 2022."
3Q23,latin_america|asia_pacific,"We continued to see double-digit supply growth across all regions, with the highest growth in Asia Pacific and Latin America—the two regions that also had the most year-over-year growth in Nights and "
3Q23,asia_pacific|urban|domestic,"Consistent with the prior quarter, urban and 1, 2 A reconciliation of non-GAAP financial measures to the most comparable GAAP measures is provided at the end of this letter. 3 In July 2022, all mainla"
3Q23,asia_pacific|cross_border|urban,"As such, for comparative purposes, references to growth exclude China inbound nights. 4 non-urban supply grew at similar rates year-over-year."
3Q23,north_america,"Second, we introduced pay by bank for guests in the U.S."
3Q23,north_america|emea|asia_pacific,"Sources: CoStar, Airbnb 5 listings in the US, Canada, Australia, UK and France this year, with verified icons appearing on listings starting in February."
3Q23,asia_pacific,"We saw strong growth across all regions compared to Q3 2022, with Asia Pacific once again leading the way."
3Q23,north_america,"Q3 2023 regional highlights included: • In Q3 2023, we saw a modest acceleration in year-over-year growth in North American Nights and Experiences Booked compared to the prior quarter."
3Q23,north_america,ADR in North America decreased 1% compared to Q3 2022.
3Q23,north_america|cross_border|domestic,"While the majority of travel in North America remains domestic, we saw continued strong year-over-year growth in cross-border nights booked during the quarter."
3Q23,asia_pacific,"As such, for comparative purposes, references to supply and supply growth exclude listings in China from prior periods. 10 Regulation In September 2023, Local Law 18 went into effect in New York City "
3Q23,emea,"• In Q3 2023, we also saw a sequential improvement in the year-over-year growth rate of Nights and Experiences Booked in EMEA compared to the prior quarter."
3Q23,emea,"Excluding the impact of FX, our ADR in EMEA increased 6% compared to Q3 2022."
3Q23,north_america|cross_border,"Similar to North America, we saw strong year-over-year growth in cross-border nights booked during the quarter."
3Q23,emea,"In Q3 2023, gross nights booked to EMEA by guests outside the region increased 11% compared to Q3 2022."
3Q23,latin_america,"• In Latin America, Nights and Experiences Booked were 24% higher than Q3 2022, with continued strength in Mexico and Brazil."
3Q23,latin_america,"When compared to pre-pandemic periods (Q3 2019), Latin America was the fastest growing region during the quarter, with Nights and Experiences Booked nearly doubling."
3Q23,asia_pacific,"• In Asia Pacific, Nights and Experiences Booked saw a sequential acceleration in year-over-year growth of 27%."
3Q23,cross_border,This region has historically been reliant on cross-border travel.
3Q23,cross_border,"We remain encouraged by the continuous recovery of cross-border travel, especially to this region. 9 Airbnb’s International Expansion Airbnb is a global brand, and yet there remain many under-penetrat"
3Q23,emea|latin_america|asia_pacific,"In addition to the tremendous growth previously shared in Brazil and Germany, we have also seen a significant increase in Korea with gross nights booked on an origin basis 54% higher in Q3 2023 compar"
3Q23,urban,"For the second consecutive quarter, active listings grew 19% in Q3 2023 compared to a year ago.5 We saw growth in supply across all market types in Q3 2023 compared to a year ago, including both non-u"
3Q23,latin_america|asia_pacific|domestic,"We also saw an increase in supply across all regions in Q3 2023 compared to Q3 2022, with the highest growth rates in Latin America and Asia Pacific. 5 In July 2022, all mainland China listings were t"
3Q23,north_america|emea|latin_america|asia_pacific,"On an FX-neutral basis, Q3 2023 ADR was down in North America and Latin America, but up in EMEA and Asia Pacific year-over-year."
