month,visitors,yoy_pct_reported,yoy_pct,source,release_date
2023-07-01,2320694.0,1505.15,1505.15,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2023-08-01,2157190.0,1169.667,1169.667,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2023-09-01,2184442.0,957.119,957.119,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2023-10-01,2516623.0,404.691,404.691,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2023-11-01,2440890.0,161.17,161.17,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2023-12-01,2734115.0,99.554,99.554,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2024-01-01,2688478.0,79.534,79.534,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2024-02-01,2788224.0,88.974,88.974,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2024-03-01,3081781.0,69.551,69.551,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2024-04-01,3043003.0,56.113,56.113,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2024-05-01,3040294.0,60.085,60.085,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2024-06-01,3140642.0,51.47,51.47,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2024-07-01,3292602.0,41.88,41.88,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2024-08-01,2933381.0,35.982,35.982,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2024-09-01,2872487.0,31.498,31.498,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2024-10-01,3312193.0,31.613,31.613,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2024-11-01,3187175.0,30.574,30.574,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2024-12-01,3489888.0,27.642,27.642,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2025-01-01,3781629.0,40.661,40.661,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2025-02-01,3258491.0,16.866,16.866,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2025-03-01,3497755.0,13.498,13.498,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2025-04-01,3909128.0,28.463,28.463,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2025-05-01,3693587.0,21.488,21.488,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2025-06-01,3377985.0,7.557,7.557,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2025-07-01,3437118.0,4.389,4.389,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2025-08-01,3428406.0,16.876,16.876,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2025-09-01,3267228.0,13.742,13.742,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2025-10-01,3896524.0,17.642,17.642,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2025-11-01,3517659.0,10.369,10.369,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2025-12-01,3617791.0,3.665,3.665,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2026-01-01,3597881.0,-4.859,-4.859,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2026-02-01,3466848.0,6.394,6.394,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2026-03-01,3619159.0,3.471,3.471,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2026-04-01,3692364.0,-5.545,-5.545,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2026-05-01,3560256.0,-3.61,-3.61,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2026-06-01,3148600.0,-6.791,-6.791,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
2026-07-01,3442100.0,0.145,0.145,https://www.jnto.go.jp/statistics/data/_files/20260819_1615-5.xlsx,20260819
