quarter,metric,value,unit,source_quote,source_file,source_verified,note
4Q21,revenue_musd_xbrl,1532.4,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
4Q21,revenue_yoy_exfx_pct,79.0,pct,abnb_driver_history_quarterly.csv:yoy_growth_constant_currency,data/processed/abnb_driver_history_quarterly.csv,True,
4Q21,revenue_yoy_reported_pct,78.0,pct,abnb_driver_history_quarterly.csv:yoy_growth_reported,data/processed/abnb_driver_history_quarterly.csv,True,
4Q21,rsu_tax_withholding_musd,22.4,USD millions,data/processed/abnb_driver_history_quarterly.csv:rsu_tax_withholding_musd,data/processed/abnb_driver_history_quarterly.csv,True,
4Q21,sales_marketing_musd,350.7,USD millions,data/processed/abnb_quarterly_costlines.csv:sales_and_marketing_musd,data/processed/abnb_quarterly_costlines.csv,True,
4Q21,sbc_musd,225.9,USD millions,data/processed/abnb_driver_history_quarterly.csv:stock_based_comp_total_musd,data/processed/abnb_driver_history_quarterly.csv,True,
4Q21,short_term_investments_musd,2255.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
4Q21,unearned_fees_musd,904.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
4Q21,urban_share_pct,49,pct of gross nights,representing 49% of our gross nights booked in Q4 2021 compared to 46% in Q3 2021,letters/4Q21_d251410dex991.htm,True,
1Q22,active_listings_m,6.0,millions (rounded as stated),We ended Q1 2022 with over 6 million active listings,letters/1Q22_d711122dex991.htm,True,
1Q22,adj_ebitda_musd,229.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:adj_ebitda_musd,data/processed/abnb_driver_history_quarterly.csv,True,
1Q22,adr_usd,168.07,USD,data/processed/abnb_driver_history_quarterly.csv:adr,data/processed/abnb_driver_history_quarterly.csv,True,
1Q22,basic_wa_shares_m,635.0,millions,data/processed/abnb_capital_return_quarterly.csv:basic_wa_shares_m,data/processed/abnb_capital_return_quarterly.csv,True,
1Q22,buybacks_musd,0.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:buybacks_musd,data/processed/abnb_driver_history_quarterly.csv,True,
1Q22,capex_musd,6.0,USD millions,data/processed/abnb_capital_return_quarterly.csv:capex_musd,data/processed/abnb_capital_return_quarterly.csv,True,
1Q22,capex_musd_xbrl,6.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q22,cash_and_equivalents_musd,6886.6,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q22,cfo_musd,1202.0,USD millions,data/processed/abnb_capital_return_quarterly.csv:cfo_musd,data/processed/abnb_capital_return_quarterly.csv,True,
1Q22,cfo_musd_xbrl,1202.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q22,cost_of_revenue_musd,363.0,USD millions,data/processed/abnb_quarterly_costlines.csv:cost_of_revenue_musd,data/processed/abnb_quarterly_costlines.csv,True,
1Q22,cross_border_share_pct,39,pct of gross nights,up from 39% in Q1 2022,letters/1Q23_d453262dex991.htm,True,quoted in 1Q23 letter
1Q22,diluted_wa_shares_m,635.0,millions,data/processed/abnb_driver_history_quarterly.csv:diluted_wa_shares_m,data/processed/abnb_driver_history_quarterly.csv,True,
1Q22,diluted_wa_shares_m_xbrl,635.0,millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q22,fcf_musd,1196.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:fcf_musd,data/processed/abnb_driver_history_quarterly.csv,True,
1Q22,fully_diluted_shares_letter_m,706,millions,from 706 million in Q1 2022 to 697 million at the end of Q1 2023,letters/1Q23_d453262dex991.htm,True,quoted in 1Q23 letter
1Q22,funds_held_for_clients_musd,6104.7,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q22,g_and_a_musd,210.0,USD millions,data/processed/abnb_quarterly_costlines.csv:general_and_administrative_musd,data/processed/abnb_quarterly_costlines.csv,True,
1Q22,gbv_busd,17.2,USD billions,data/processed/abnb_driver_history_quarterly.csv:gbv_b,data/processed/abnb_driver_history_quarterly.csv,True,
1Q22,gbv_yoy_exfx_pct,71.0,pct,"GBV. In Q1 2022, GBV was $17.2 billion, representing a year-over-year increase of 67% (or 71% ex-FX",letters/1Q22_d711122dex991.htm,True,
1Q22,gbv_yoy_reported_pct,67.0,pct,"GBV. In Q1 2022, GBV was $17.2 billion, representing a year-over-year increase of 67% (or 71% ex-FX",letters/1Q22_d711122dex991.htm,True,
1Q22,income_tax_musd,10.7,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q22,long_term_debt_musd,1983.6,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q22,long_term_stays_share_pct,21,pct of gross nights,"Long-term stays accounted for 21% of gross nights booked in Q1 2022, up from 13% in Q1 2019 and down from 24% in Q1 2021",letters/1Q22_d711122dex991.htm,True,
1Q22,net_income_musd,-19.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q22,nights_m,102.1,millions,data/processed/abnb_driver_history_quarterly.csv:nights_m,data/processed/abnb_driver_history_quarterly.csv,True,
1Q22,operating_income_musd,-5.0,USD millions,data/processed/abnb_quarterly_costlines.csv:operating_income_musd,data/processed/abnb_quarterly_costlines.csv,True,
1Q22,ops_support_musd,232.7,USD millions,data/processed/abnb_quarterly_costlines.csv:operations_and_support_musd,data/processed/abnb_quarterly_costlines.csv,True,
1Q22,product_dev_musd,363.0,USD millions,data/processed/abnb_quarterly_costlines.csv:product_development_musd,data/processed/abnb_quarterly_costlines.csv,True,
1Q22,restricted_cash_musd,14.8,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q22,restructuring_musd,0.3,USD millions,data/processed/abnb_quarterly_costlines.csv:restructuring_musd,data/processed/abnb_quarterly_costlines.csv,True,
1Q22,revenue_musd,1509.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:revenue_musd,data/processed/abnb_driver_history_quarterly.csv,True,
1Q22,revenue_musd_xbrl,1509.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q22,revenue_yoy_exfx_pct,74.0,pct,abnb_driver_history_quarterly.csv:yoy_growth_constant_currency,data/processed/abnb_driver_history_quarterly.csv,True,
1Q22,revenue_yoy_reported_pct,70.0,pct,abnb_driver_history_quarterly.csv:yoy_growth_reported,data/processed/abnb_driver_history_quarterly.csv,True,
1Q22,rsu_tax_withholding_musd,205.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:rsu_tax_withholding_musd,data/processed/abnb_driver_history_quarterly.csv,True,
1Q22,sales_marketing_musd,345.0,USD millions,data/processed/abnb_quarterly_costlines.csv:sales_and_marketing_musd,data/processed/abnb_quarterly_costlines.csv,True,
1Q22,sbc_musd,195.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:stock_based_comp_total_musd,data/processed/abnb_driver_history_quarterly.csv,True,
1Q22,short_term_investments_musd,2435.7,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q22,unearned_fees_musd,1747.7,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
1Q22,urban_nights_yoy_pct,80,pct,Gross nights booked to high-density urban areas increased 80% in Q1 2022 compared to the same prior year quarter,letters/1Q22_d711122dex991.htm,True,
1Q22,urban_share_pct,46,pct of gross nights,"representing 46% of our gross nights booked in Q1 2022, up from 41% in Q1 2021, but still down from 58% in Q1 2019",letters/1Q22_d711122dex991.htm,True,
2Q22,adj_ebitda_musd,711.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:adj_ebitda_musd,data/processed/abnb_driver_history_quarterly.csv,True,
2Q22,adr_usd,163.74,USD,data/processed/abnb_driver_history_quarterly.csv:adr,data/processed/abnb_driver_history_quarterly.csv,True,
2Q22,adr_yoy_exfx_pct,7.0,pct,a 1% increase from Q2 2021 (or 7% ex-FX),letters/2Q22_d353427dex991.htm,True,
2Q22,basic_wa_shares_m,638.0,millions,data/processed/abnb_capital_return_quarterly.csv:basic_wa_shares_m,data/processed/abnb_capital_return_quarterly.csv,True,
2Q22,buyback_authorization_announced_busd,2.0,USD billions,share repurchase program with authorization to purchase up to $2 billion of our Class A common stock,letters/2Q22_d353427dex991.htm,True,
2Q22,buybacks_musd,0.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:buybacks_musd,data/processed/abnb_driver_history_quarterly.csv,True,
2Q22,capex_musd,5.0,USD millions,data/processed/abnb_capital_return_quarterly.csv:capex_musd,data/processed/abnb_capital_return_quarterly.csv,True,
2Q22,cash_and_equivalents_musd,7838.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
2Q22,cfo_musd,801.0,USD millions,data/processed/abnb_capital_return_quarterly.csv:cfo_musd,data/processed/abnb_capital_return_quarterly.csv,True,
2Q22,cost_of_revenue_musd,390.0,USD millions,data/processed/abnb_quarterly_costlines.csv:cost_of_revenue_musd,data/processed/abnb_quarterly_costlines.csv,True,
2Q22,cross_border_share_pct,43,pct of gross nights,up from 43% in Q2 2022,letters/2Q23_d446942dex991.htm,True,quoted in 2Q23 letter
2Q22,diluted_wa_shares_m,684.0,millions,data/processed/abnb_driver_history_quarterly.csv:diluted_wa_shares_m,data/processed/abnb_driver_history_quarterly.csv,True,
2Q22,diluted_wa_shares_m_xbrl,684.0,millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
2Q22,fcf_musd,796.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:fcf_musd,data/processed/abnb_driver_history_quarterly.csv,True,
2Q22,fully_diluted_shares_letter_m,705,millions,from 705 million in Q2 2022 to 686 million at the end of Q2 2023,letters/2Q23_d446942dex991.htm,True,quoted in 2Q23 letter
2Q22,funds_held_for_clients_musd,7465.5,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
2Q22,g_and_a_musd,244.0,USD millions,data/processed/abnb_quarterly_costlines.csv:general_and_administrative_musd,data/processed/abnb_quarterly_costlines.csv,True,
2Q22,gbv_busd,17.0,USD billions,data/processed/abnb_driver_history_quarterly.csv:gbv_b,data/processed/abnb_driver_history_quarterly.csv,True,
2Q22,gbv_yoy_exfx_pct,34.0,pct,"GBV. In Q2 2022, GBV was $17.0 billion, representing a year-over-year increase of 27% (34% ex-FX",letters/2Q22_d353427dex991.htm,True,
2Q22,gbv_yoy_reported_pct,27.0,pct,"GBV. In Q2 2022, GBV was $17.0 billion, representing a year-over-year increase of 27% (34% ex-FX",letters/2Q22_d353427dex991.htm,True,
2Q22,income_tax_musd,4.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
2Q22,long_term_debt_musd,1984.6,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
2Q22,long_term_stays_share_pct,19,pct of gross nights,"Long-term stays accounted for 19% of gross nights booked in Q2 2022, up from 13% in Q2 2019 and flat with Q2 2021",letters/2Q22_d353427dex991.htm,True,
2Q22,net_income_musd,379.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
2Q22,nights_m,103.7,millions,data/processed/abnb_driver_history_quarterly.csv:nights_m,data/processed/abnb_driver_history_quarterly.csv,True,
2Q22,operating_income_musd,369.0,USD millions,data/processed/abnb_quarterly_costlines.csv:operating_income_musd,data/processed/abnb_quarterly_costlines.csv,True,
2Q22,ops_support_musd,258.0,USD millions,data/processed/abnb_quarterly_costlines.csv:operations_and_support_musd,data/processed/abnb_quarterly_costlines.csv,True,
2Q22,product_dev_musd,375.0,USD millions,data/processed/abnb_quarterly_costlines.csv:product_development_musd,data/processed/abnb_quarterly_costlines.csv,True,
2Q22,restricted_cash_musd,14.8,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
2Q22,restructuring_musd,89.0,USD millions,data/processed/abnb_quarterly_costlines.csv:restructuring_musd,data/processed/abnb_quarterly_costlines.csv,True,
2Q22,revenue_musd,2104.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:revenue_musd,data/processed/abnb_driver_history_quarterly.csv,True,
2Q22,revenue_musd_xbrl,2104.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
2Q22,revenue_yoy_exfx_pct,64.0,pct,Revenue Net Income Adjusted EBITDA 58% Y/Y $764M (ex-FX) 64% Y/Y (ex-FX),letters/2Q22_d353427dex991.htm,True,
2Q22,revenue_yoy_reported_pct,58.0,pct,Revenue Net Income Adjusted EBITDA 58% Y/Y $764M (ex-FX) 64% Y/Y (ex-FX),letters/2Q22_d353427dex991.htm,True,
2Q22,rsu_tax_withholding_musd,140.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:rsu_tax_withholding_musd,data/processed/abnb_driver_history_quarterly.csv,True,
2Q22,sales_marketing_musd,379.0,USD millions,data/processed/abnb_quarterly_costlines.csv:sales_and_marketing_musd,data/processed/abnb_quarterly_costlines.csv,True,
2Q22,sbc_musd,247.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:stock_based_comp_total_musd,data/processed/abnb_driver_history_quarterly.csv,True,
2Q22,short_term_investments_musd,2057.5,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
2Q22,unearned_fees_musd,1980.9,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
2Q22,urban_share_pct,47,pct of gross nights,Gross nights booked to high-density urban areas represented 47% of our gross nights booked in Q2 2022,letters/2Q22_d353427dex991.htm,True,
3Q22,active_listings_yoy_pct,15,pct,Active listings grew approximately 15% in Q3 2022 compared to a year ago,letters/3Q22_d408297dex991.htm,True,
3Q22,adj_ebitda_musd,1457.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:adj_ebitda_musd,data/processed/abnb_driver_history_quarterly.csv,True,
3Q22,adr_usd,156.44,USD,data/processed/abnb_driver_history_quarterly.csv:adr,data/processed/abnb_driver_history_quarterly.csv,True,
3Q22,adr_yoy_exfx_pct,12.0,pct,a 5% increase from Q3 2021 (or 12% ex-FX),letters/3Q22_d408297dex991.htm,True,
3Q22,app_share_of_nights_pct,48,pct,compared to 48% in Q3 2022,letters/3Q23_d481318dex991.htm,True,quoted in 3Q23 letter
3Q22,basic_wa_shares_m,639.0,millions,data/processed/abnb_capital_return_quarterly.csv:basic_wa_shares_m,data/processed/abnb_capital_return_quarterly.csv,True,
3Q22,buybacks_musd,1000.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:buybacks_musd,data/processed/abnb_driver_history_quarterly.csv,True,
3Q22,capex_musd,6.0,USD millions,data/processed/abnb_capital_return_quarterly.csv:capex_musd,data/processed/abnb_capital_return_quarterly.csv,True,
3Q22,cash_and_equivalents_musd,7523.7,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
3Q22,cfo_musd,964.0,USD millions,data/processed/abnb_capital_return_quarterly.csv:cfo_musd,data/processed/abnb_capital_return_quarterly.csv,True,
3Q22,cost_of_revenue_musd,401.0,USD millions,data/processed/abnb_quarterly_costlines.csv:cost_of_revenue_musd,data/processed/abnb_quarterly_costlines.csv,True,
3Q22,cross_border_nights_yoy_pct,58,pct,Cross border gross nights booked increased 58%,letters/3Q22_d408297dex991.htm,True,
3Q22,cross_border_share_pct,43,pct of gross nights,cross-border was 43% (versus 48% in Q3 2019),letters/3Q22_d408297dex991.htm,True,
3Q22,diluted_wa_shares_m,680.0,millions,data/processed/abnb_driver_history_quarterly.csv:diluted_wa_shares_m,data/processed/abnb_driver_history_quarterly.csv,True,
3Q22,diluted_wa_shares_m_xbrl,680.0,millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
3Q22,fcf_musd,958.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:fcf_musd,data/processed/abnb_driver_history_quarterly.csv,True,
3Q22,fully_diluted_shares_letter_m,698,millions,from 698 million in Q3 2022 to 681 million at the end of Q3 2023,letters/3Q23_d481318dex991.htm,True,quoted in 3Q23 letter
3Q22,funds_held_for_clients_musd,4805.4,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
3Q22,g_and_a_musd,240.0,USD millions,data/processed/abnb_quarterly_costlines.csv:general_and_administrative_musd,data/processed/abnb_quarterly_costlines.csv,True,
3Q22,gbv_busd,15.6,USD billions,data/processed/abnb_driver_history_quarterly.csv:gbv_b,data/processed/abnb_driver_history_quarterly.csv,True,
3Q22,gbv_yoy_exfx_pct,40.0,pct,"Gross Booking Value, up 31% year-over-year (or 40% ex-FX",letters/3Q22_d408297dex991.htm,True,
3Q22,gbv_yoy_reported_pct,31.0,pct,"Gross Booking Value, up 31% year-over-year (or 40% ex-FX",letters/3Q22_d408297dex991.htm,True,
3Q22,guest_arrivals_in_quarter_m,90,millions,"Globally, guest arrivals during the quarter exceeded 90 million",letters/3Q22_d408297dex991.htm,True,
3Q22,income_tax_musd,56.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
3Q22,long_term_debt_musd,1985.7,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
3Q22,long_term_stays_share_pct,20,pct of gross nights,"long-term stays of 28 days or more accounted for 20% of gross nights booked in Q3 2022, stable with Q3 2021",letters/3Q22_d408297dex991.htm,True,
3Q22,net_income_musd,1214.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
3Q22,nights_m,99.7,millions,data/processed/abnb_driver_history_quarterly.csv:nights_m,data/processed/abnb_driver_history_quarterly.csv,True,
3Q22,nights_yoy_apac_pct,65,pct,APAC increased the most with 65% more Nights and Experiences Booked,letters/3Q22_d408297dex991.htm,True,
3Q22,nights_yoy_emea_pct,20,pct,"In EMEA, Nights and Experiences Booked grew 20% compared to Q3 2021",letters/3Q22_d408297dex991.htm,True,
3Q22,nights_yoy_latam_pct,33,pct,"In Latin America, Nights and Experiences Booked were 33% higher than Q3 2021",letters/3Q22_d408297dex991.htm,True,
3Q22,nights_yoy_na_pct,20,pct,North America remained strong with Nights and Experiences Booked in Q3 increasing 20% above the level achieved in the sa,letters/3Q22_d408297dex991.htm,True,
3Q22,operating_income_musd,1203.0,USD millions,data/processed/abnb_quarterly_costlines.csv:operating_income_musd,data/processed/abnb_quarterly_costlines.csv,True,
3Q22,ops_support_musd,290.0,USD millions,data/processed/abnb_quarterly_costlines.csv:operations_and_support_musd,data/processed/abnb_quarterly_costlines.csv,True,
3Q22,product_dev_musd,366.0,USD millions,data/processed/abnb_quarterly_costlines.csv:product_development_musd,data/processed/abnb_quarterly_costlines.csv,True,
3Q22,restricted_cash_musd,1.5,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
3Q22,restructuring_musd,0.0,USD millions,data/processed/abnb_quarterly_costlines.csv:restructuring_musd,data/processed/abnb_quarterly_costlines.csv,True,
3Q22,revenue_musd,2884.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:revenue_musd,data/processed/abnb_driver_history_quarterly.csv,True,
3Q22,revenue_musd_xbrl,2884.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
3Q22,revenue_yoy_exfx_pct,36.0,pct,Revenue grew 29% year-over-year (or 36% ex-FX,letters/3Q22_d408297dex991.htm,True,
3Q22,revenue_yoy_reported_pct,29.0,pct,Revenue grew 29% year-over-year (or 36% ex-FX,letters/3Q22_d408297dex991.htm,True,
3Q22,rsu_tax_withholding_musd,146.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:rsu_tax_withholding_musd,data/processed/abnb_driver_history_quarterly.csv,True,
3Q22,sales_marketing_musd,384.0,USD millions,data/processed/abnb_quarterly_costlines.csv:sales_and_marketing_musd,data/processed/abnb_quarterly_costlines.csv,True,
3Q22,sbc_musd,234.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:stock_based_comp_total_musd,data/processed/abnb_driver_history_quarterly.csv,True,
3Q22,short_term_investments_musd,2103.9,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
3Q22,unearned_fees_musd,1220.3,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
3Q22,urban_nights_yoy_pct,27,pct,high-density urban nights booked grew 27% compared to Q3 2021,letters/3Q22_d408297dex991.htm,True,
3Q22,urban_share_pct,48,pct of gross nights,high-density urban nights booked was 48% of total gross nights booked (versus 58% in Q3 2019),letters/3Q22_d408297dex991.htm,True,
4Q22,active_listings_ex_china_yoy_pct,26,pct,total active listings (excluding China) were up 26%,letters/4Q22_d451233dex991.htm,True,China domestic listings removed Jul-2022
4Q22,active_listings_m,6.6,millions (rounded as stated),We ended 2022 with 6.6 million active listings,letters/4Q22_d451233dex991.htm,True,
4Q22,active_listings_yoy_pct,16,pct,Active listings grew approximately 16% in Q4 2022 compared to a year ago,letters/4Q22_d451233dex991.htm,True,
4Q22,adj_ebitda_musd,506.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:adj_ebitda_musd,data/processed/abnb_driver_history_quarterly.csv,True,
4Q22,adr_usd,152.81,USD,data/processed/abnb_driver_history_quarterly.csv:adr,data/processed/abnb_driver_history_quarterly.csv,True,
4Q22,adr_yoy_exfx_pct,5.0,pct,"Excluding the impact of FX, ADR in Q4 2022 increased 5%",letters/4Q22_d451233dex991.htm,True,
4Q22,app_share_of_nights_pct,50,pct,compared to 50% in Q4 2022,letters/4Q23_d646462dex991.htm,True,quoted in 4Q23 letter
4Q22,basic_wa_shares_m,636.0,millions,data/processed/abnb_capital_return_quarterly.csv:basic_wa_shares_m,data/processed/abnb_capital_return_quarterly.csv,True,
4Q22,buybacks_musd,500.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:buybacks_musd,data/processed/abnb_driver_history_quarterly.csv,True,
4Q22,capex_musd,8.0,USD millions,data/processed/abnb_capital_return_quarterly.csv:capex_musd,data/processed/abnb_capital_return_quarterly.csv,True,
4Q22,capex_musd_xbrl,8.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
4Q22,cash_and_equivalents_musd,7378.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
4Q22,cfo_musd,463.0,USD millions,data/processed/abnb_capital_return_quarterly.csv:cfo_musd,data/processed/abnb_capital_return_quarterly.csv,True,
4Q22,cfo_musd_xbrl,463.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
4Q22,cost_of_revenue_musd,345.0,USD millions,data/processed/abnb_quarterly_costlines.csv:cost_of_revenue_musd,data/processed/abnb_quarterly_costlines.csv,True,
4Q22,cross_border_nights_yoy_pct,49,pct,Cross-border gross nights booked increased 49%,letters/4Q22_d451233dex991.htm,True,
4Q22,cross_border_share_pct,44,pct of gross nights,cross-border was 44% (versus 47% in Q4 2019),letters/4Q22_d451233dex991.htm,True,
4Q22,diluted_wa_shares_m,721.0,millions,data/processed/abnb_driver_history_quarterly.csv:diluted_wa_shares_m,data/processed/abnb_driver_history_quarterly.csv,True,
4Q22,diluted_wa_shares_m_xbrl,-3.0,millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
4Q22,fcf_musd,455.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:fcf_musd,data/processed/abnb_driver_history_quarterly.csv,True,
4Q22,fully_diluted_shares_letter_m,694,millions,694 million at the end of 2022,letters/4Q22_d451233dex991.htm,True,
4Q22,funds_held_for_clients_musd,4783.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
4Q22,g_and_a_musd,256.0,USD millions,data/processed/abnb_quarterly_costlines.csv:general_and_administrative_musd,data/processed/abnb_quarterly_costlines.csv,True,
4Q22,gbv_busd,13.5,USD billions,data/processed/abnb_driver_history_quarterly.csv:gbv_b,data/processed/abnb_driver_history_quarterly.csv,True,
4Q22,gbv_yoy_exfx_pct,26.0,pct,"GBV growth. In Q4 2022, GBV was $13.5 billion, representing a year-over-year increase of 20% (26% ex-FX",letters/4Q22_d451233dex991.htm,True,
4Q22,gbv_yoy_reported_pct,20.0,pct,"GBV growth. In Q4 2022, GBV was $13.5 billion, representing a year-over-year increase of 20% (26% ex-FX",letters/4Q22_d451233dex991.htm,True,
4Q22,guest_arrivals_cumulative_b,1.4,billions,we’ve now had 1.4 billion cumulative guest arrivals,letters/4Q22_d451233dex991.htm,True,
4Q22,income_tax_musd,25.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
4Q22,long_term_debt_musd,1987.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
4Q22,long_term_stays_share_pct,21,pct of gross nights,"long-term stays of 28 days or more accounted for 21% of gross nights booked in Q4 2022, stable with Q4 2021",letters/4Q22_d451233dex991.htm,True,
4Q22,net_income_musd,319.1,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
4Q22,nights_ex_china_yoy_pct,24,pct,nights booked (excluding China domestic) were up 24%,letters/4Q22_d451233dex991.htm,True,
4Q22,nights_m,88.2,millions,data/processed/abnb_driver_history_quarterly.csv:nights_m,data/processed/abnb_driver_history_quarterly.csv,True,
4Q22,nights_yoy_apac_pct,40,pct,Asia Pacific once again increased the most with 40% more Nights and Experiences Booked,letters/4Q22_d451233dex991.htm,True,
4Q22,nights_yoy_emea_pct,25,pct,"In EMEA, Nights and Experiences Booked grew 25% compared to Q4 2021",letters/4Q22_d451233dex991.htm,True,
4Q22,nights_yoy_na_pct_qual,North America remained strong with continued growth in Night,text,North America remained strong with continued growth in Nights and Experiences Booked,letters/4Q22_d451233dex991.htm,True,"direction only, no number"
4Q22,operating_income_musd,235.0,USD millions,data/processed/abnb_quarterly_costlines.csv:operating_income_musd,data/processed/abnb_quarterly_costlines.csv,True,
4Q22,ops_support_musd,260.0,USD millions,data/processed/abnb_quarterly_costlines.csv:operations_and_support_musd,data/processed/abnb_quarterly_costlines.csv,True,
4Q22,product_dev_musd,398.0,USD millions,data/processed/abnb_quarterly_costlines.csv:product_development_musd,data/processed/abnb_quarterly_costlines.csv,True,
4Q22,restricted_cash_musd,17.0,USD millions,XBRL companyfacts (instant),data/raw/xbrl/ABNB_companyfacts.json,True,
4Q22,restructuring_musd,0.0,USD millions,data/processed/abnb_quarterly_costlines.csv:restructuring_musd,data/processed/abnb_quarterly_costlines.csv,True,
4Q22,revenue_musd,1902.0,USD millions,data/processed/abnb_driver_history_quarterly.csv:revenue_musd,data/processed/abnb_driver_history_quarterly.csv,True,
4Q22,revenue_musd_xbrl,1902.0,USD millions,XBRL companyfacts (quarterly; Q4 = FY less 9M),data/raw/xbrl/ABNB_companyfacts.json,True,
