"sheet","address","row","col","is_formula","formula","value","is_number","error"
"Inputs","C138","138","3","False","","-2.38","True",""
"Inputs","D138","138","4","False","","0.66","True",""
"Inputs","E138","138","5","False","","2.99","True",""
"Inputs","F138","138","6","True","=CHOOSE(Inputs!$B$4,C138,D138,E138)","0.66","True",""
"Inputs","G138","138","7","False","","WS05 05_fx_schedule.csv broad-USD ADR fit, re-estimated by WS08 (r 0.96)","False",""
"Inputs","A140","140","1","False","","4Q27  North America nights growth","False",""
"Inputs","B140","140","2","False","","y/y %","False",""
"Inputs","C140","140","3","False","","3","True",""
"Inputs","D140","140","4","False","","6","True",""
"Inputs","E140","140","5","False","","8","True",""
"Inputs","F140","140","6","True","=CHOOSE(Inputs!$B$4,C140,D140,E140)","6","True",""
"Inputs","G140","140","7","False","","WS10 10_regional_forecast.csv","False",""
"Inputs","A141","141","1","False","","4Q27  EMEA nights growth","False",""
"Inputs","B141","141","2","False","","y/y %","False",""
"Inputs","C141","141","3","False","","4","True",""
"Inputs","D141","141","4","False","","7","True",""
"Inputs","E141","141","5","False","","9","True",""
"Inputs","F141","141","6","True","=CHOOSE(Inputs!$B$4,C141,D141,E141)","7","True",""
"Inputs","G141","141","7","False","","WS10 10_regional_forecast.csv","False",""
"Inputs","A142","142","1","False","","4Q27  Latin America nights growth","False",""
"Inputs","B142","142","2","False","","y/y %","False",""
"Inputs","C142","142","3","False","","12","True",""
"Inputs","D142","142","4","False","","16","True",""
"Inputs","E142","142","5","False","","19","True",""
"Inputs","F142","142","6","True","=CHOOSE(Inputs!$B$4,C142,D142,E142)","16","True",""
"Inputs","G142","142","7","False","","WS10 10_regional_forecast.csv","False",""
"Inputs","A143","143","1","False","","4Q27  Asia Pacific nights growth","False",""
"Inputs","B143","143","2","False","","y/y %","False",""
"Inputs","C143","143","3","False","","11","True",""
"Inputs","D143","143","4","False","","15","True",""
"Inputs","E143","143","5","False","","18","True",""
"Inputs","F143","143","6","True","=CHOOSE(Inputs!$B$4,C143,D143,E143)","15","True",""
"Inputs","G143","143","7","False","","WS10 10_regional_forecast.csv","False",""
"Inputs","A144","144","1","False","","4Q27  ADR ex-FX growth","False",""
"Inputs","B144","144","2","False","","y/y %","False",""
"Inputs","C144","144","3","False","","1","True",""
"Inputs","D144","144","4","False","","2.5","True",""
"Inputs","E144","144","5","False","","3.5","True",""
"Inputs","F144","144","6","True","=CHOOSE(Inputs!$B$4,C144,D144,E144)","2.5","True",""
"Inputs","G144","144","7","False","","WS10 (2026 quarters); WS06 and WS07 both +2.5% base for FY27","False",""
"Inputs","A145","145","1","False","","4Q27  FX effect on revenue","False",""
"Inputs","B145","145","2","False","","pp","False",""
"Inputs","C145","145","3","False","","-3.02","True",""
"Inputs","D145","145","4","False","","-0.07","True",""
"Inputs","E145","145","5","False","","2.16","True",""
"Inputs","F145","145","6","True","=CHOOSE(Inputs!$B$4,C145,D145,E145)","-0.07","True",""
"Inputs","G145","145","7","False","","WS05 05_fx_schedule.csv, lagged fit; bear = strong_usd, bull = weak_usd","False",""
"Inputs","A146","146","1","False","","4Q27  FX effect on ADR","False",""
"Inputs","B146","146","2","False","","pp","False",""
"Inputs","C146","146","3","False","","-1.31","True",""
"Inputs","D146","146","4","False","","0.49","True",""
"Inputs","E146","146","5","False","","1.86","True",""
"Inputs","F146","146","6","True","=CHOOSE(Inputs!$B$4,C146,D146,E146)","0.49","True",""
"Inputs","G146","146","7","False","","WS05 05_fx_schedule.csv broad-USD ADR fit, re-estimated by WS08 (r 0.96)","False",""
"Inputs","A149","149","1","False","","D. REGULATORY NIGHTS DRAG (WS11 median, incremental pp of y/y growth)","False",""
"Inputs","A150","150","1","False","","Year / region","False",""
"Inputs","B150","150","2","False","","Unit","False",""
"Inputs","C150","150","3","False","","Value","False",""
"Inputs","G150","150","7","False","","Source","False",""
"Inputs","A151","151","1","False","","FY2026  North America","False",""
"Inputs","B151","151","2","False","","pp","False",""
"Inputs","C151","151","3","False","","0.03","True",""
"Inputs","G151","151","7","False","","WS11 11_regulatory_overlay.csv; cumulative run-rate loss vs the 2Q26 baseline, differenced into a y/y growth drag. Scaled by the 'Regulatory drag multiplier' above.","False",""
"Inputs","A152","152","1","False","","FY2026  EMEA","False",""
"Inputs","B152","152","2","False","","pp","False",""
"Inputs","C152","152","3","False","","0.36","True",""
"Inputs","G152","152","7","False","","WS11 11_regulatory_overlay.csv; cumulative run-rate loss vs the 2Q26 baseline, differenced into a y/y growth drag. Scaled by the 'Regulatory drag multiplier' above.","False",""
"Inputs","A153","153","1","False","","FY2026  Latin America","False",""
"Inputs","B153","153","2","False","","pp","False",""
"Inputs","C153","153","3","False","","0","True",""
"Inputs","G153","153","7","False","","WS11 11_regulatory_overlay.csv; cumulative run-rate loss vs the 2Q26 baseline, differenced into a y/y growth drag. Scaled by the 'Regulatory drag multiplier' above.","False",""
"Inputs","A154","154","1","False","","FY2026  Asia Pacific","False",""
"Inputs","B154","154","2","False","","pp","False",""
"Inputs","C154","154","3","False","","0","True",""
"Inputs","G154","154","7","False","","WS11 11_regulatory_overlay.csv; cumulative run-rate loss vs the 2Q26 baseline, differenced into a y/y growth drag. Scaled by the 'Regulatory drag multiplier' above.","False",""
"Inputs","A155","155","1","False","","FY2027  North America","False",""
"Inputs","B155","155","2","False","","pp","False",""
"Inputs","C155","155","3","False","","0.05","True",""
"Inputs","G155","155","7","False","","WS11 11_regulatory_overlay.csv; cumulative run-rate loss vs the 2Q26 baseline, differenced into a y/y growth drag. Scaled by the 'Regulatory drag multiplier' above.","False",""
"Inputs","A156","156","1","False","","FY2027  EMEA","False",""
"Inputs","B156","156","2","False","","pp","False",""
"Inputs","C156","156","3","False","","0.71","True",""
"Inputs","G156","156","7","False","","WS11 11_regulatory_overlay.csv; cumulative run-rate loss vs the 2Q26 baseline, differenced into a y/y growth drag. Scaled by the 'Regulatory drag multiplier' above.","False",""
"Inputs","A157","157","1","False","","FY2027  Latin America","False",""
"Inputs","B157","157","2","False","","pp","False",""
"Inputs","C157","157","3","False","","0","True",""
"Inputs","G157","157","7","False","","WS11 11_regulatory_overlay.csv; cumulative run-rate loss vs the 2Q26 baseline, differenced into a y/y growth drag. Scaled by the 'Regulatory drag multiplier' above.","False",""
"Inputs","A158","158","1","False","","FY2027  Asia Pacific","False",""
"Inputs","B158","158","2","False","","pp","False",""
"Inputs","C158","158","3","False","","0","True",""
"Inputs","G158","158","7","False","","WS11 11_regulatory_overlay.csv; cumulative run-rate loss vs the 2Q26 baseline, differenced into a y/y growth drag. Scaled by the 'Regulatory drag multiplier' above.","False",""
"Inputs","A159","159","1","False","","FY2028  North America","False",""
"Inputs","B159","159","2","False","","pp","False",""
"Inputs","C159","159","3","False","","0.07","True",""
"Inputs","G159","159","7","False","","WS11 11_regulatory_overlay.csv; cumulative run-rate loss vs the 2Q26 baseline, differenced into a y/y growth drag. Scaled by the 'Regulatory drag multiplier' above.","False",""
"Inputs","A160","160","1","False","","FY2028  EMEA","False",""
"Inputs","B160","160","2","False","","pp","False",""
"Inputs","C160","160","3","False","","1","True",""
"Inputs","G160","160","7","False","","WS11 11_regulatory_overlay.csv; cumulative run-rate loss vs the 2Q26 baseline, differenced into a y/y growth drag. Scaled by the 'Regulatory drag multiplier' above.","False",""
"Inputs","A161","161","1","False","","FY2028  Latin America","False",""
"Inputs","B161","161","2","False","","pp","False",""
"Inputs","C161","161","3","False","","0","True",""
"Inputs","G161","161","7","False","","WS11 11_regulatory_overlay.csv; cumulative run-rate loss vs the 2Q26 baseline, differenced into a y/y growth drag. Scaled by the 'Regulatory drag multiplier' above.","False",""
"Inputs","A162","162","1","False","","FY2028  Asia Pacific","False",""
"Inputs","B162","162","2","False","","pp","False",""
"Inputs","C162","162","3","False","","0","True",""
"Inputs","G162","162","7","False","","WS11 11_regulatory_overlay.csv; cumulative run-rate loss vs the 2Q26 baseline, differenced into a y/y growth drag. Scaled by the 'Regulatory drag multiplier' above.","False",""
"Inputs","A164","164","1","False","","E. DOCUMENTED ALTERNATIVES - values a workstream supplied that lost the base-case argument. Not referenced by any formula; swap them in deliberately.","False",""
"Inputs","A165","165","1","False","","Item","False",""
"Inputs","B165","165","2","False","","Alternative (not used)","False",""
"Inputs","C165","165","3","False","","In the base case","False",""
"Inputs","G165","165","7","False","","Why the base wins","False",""
"Inputs","A166","166","1","False","","FY27 revenue FX","False",""
"Inputs","B166","166","2","False","","0.0 pp -- contemporaneous FX (WS10, and the 5 Sep driver model)","False",""
"Inputs","C166","166","3","False","","-0.63 pp -- WS05 lagged fit (in the base)","False",""
"Inputs","G166","166","7","False","","WS05 fits revenue FX on the mean EUR/USD y/y at t-1 and t-2 (n 17, r 0.80) and validates it against the guided +3.0pp for 3Q26. The contemporaneous version has no such validation and 84% of the 4Q26 driver is already realised.","False",""
"Inputs","A167","167","1","False","","3Q26 revenue FX","False",""
"Inputs","B167","167","2","False","","+2.19 pp -- WS05 lagged fit","False",""
"Inputs","C167","167","3","False","","+3.00 pp -- 2Q26 letter guide (in the base)","False",""
"Inputs","G167","167","7","False","","The company quantified it; the fit's +/-0.8pp error band covers the guide.","False",""
"Inputs","A168","168","1","False","","FY27 ADR FX","False",""
"Inputs","B168","168","2","False","","-0.11 pp -- WS05 EUR/USD-basis ADR fit","False",""
"Inputs","C168","168","3","False","","+0.19 pp -- broad-USD-basis fit (in the base)","False",""
"Inputs","G168","168","7","False","","WS08 re-estimated the broad-USD version on 2022Q2-2026Q2 (r 0.96) and walk-forward tested it at 0.44x the naive error. The choice moves the ADR/GBV display only; revenue runs off the revenue-FX line.","False",""
"Inputs","A169","169","1","False","","FY27 revenue growth","False",""
"Inputs","B169","169","2","False","","+12.4% (WS10 regional build, gross of regulation, FX 0); +10.3% (WS05 probability-weighted); +11.2% (WS07 levers)","False",""
"Inputs","C169","169","3","False","","model output (WS10 nights net of WS11 regulation, WS06/WS07 ADR ex-FX, WS05 FX)","False",""
"Inputs","G169","169","7","False","","The base takes the only bottom-up nights build (WS10), the ADR ex-FX that two workstreams agree on (WS06 and WS07 both +2.5% against WS10's +3.0%), WS05's FX schedule and WS11's regulatory drag.","False",""
"Inputs","A170","170","1","False","","FY27 adj. EBITDA margin","False",""
"Inputs","B170","170","2","False","","36.4% -- WS05 probability-weighted macro scenarios","False",""
"Inputs","C170","170","3","False","","model output -- WS07 lever build (36.6% on WS07's own revenue)","False",""
"Inputs","G170","170","7","False","","WS05's figure is a sensitivity-weighted overlay on WS07's base; WS07's is bottom-up by cost line. The gap is 0.2pp.","False",""
"Inputs","A171","171","1","False","","Exit multiple, FY27E EV / adj. EBITDA","False",""
"Inputs","B171","171","2","False","","18 / 22 / 25.5x -- model/assumptions.md, 5 Sep","False",""
"Inputs","C171","171","3","False","","13.5 / 16.5 / 18.5x -- WS12 (in the base)","False",""
"Inputs","G171","171","7","False","","The 5 Sep set held today's LTM multiple flat. WS12 blends a time-series regression (+0.48 turns per point of NTM growth), a peer cross-section and an intrinsic fade DCF; all three land below 22x.","False",""
"Inputs","A172","172","1","False","","Cost of equity","False",""
"Inputs","B172","172","2","False","","10.3% -- WS12 CAPM on beta 1.161","False",""
"Inputs","C172","172","3","False","","10.5% -- WS09 low end (in the base)","False",""
"Inputs","G172","172","7","False","","WS09 estimated beta over several windows and factor models (1.16-1.32) and recommends 10.5-11.5%.","False",""
"Inputs","A173","173","1","False","","FY27 AI referral cost","False",""
"Inputs","B173","173","2","False","","1.14% of revenue -- WS11 mid","False",""
"Inputs","C173","173","3","False","","0.38% -- WS11 low (in the base)","False",""
"Inputs","G173","173","7","False","","WS11's own evidence (Booking put AI tools at <1% of room nights in 2Q26; the Third Bridge AI expert sees no EBITDA impact for 12-24 months) puts the mid case beyond 2027.","False",""
"Inputs","A174","174","1","False","","New-business uplift","False",""
"Inputs","B174","174","2","False","","the full WS11 incremental column ($412M FY27 base)","False",""
"Inputs","C174","174","3","False","","sponsored listings + Services only (in the base)","False",""
"Inputs","G174","174","7","False","","Hotel and Experiences nights are already inside 'nights and experiences booked' and therefore inside the nights build; only ads and Services sit outside GBV x take rate.","False",""
"Inputs","A175","175","1","False","","Regulatory drag","False",""
"Inputs","B175","175","2","False","","0.75% of FY27 revenue -- WS11 mean, applied globally","False",""
"Inputs","C175","175","3","False","","regional nights drag: EMEA -0.71pp, NA -0.05pp of FY27 nights growth -- WS11 median","False",""
"Inputs","G175","175","7","False","","WS01's census recommends applying the drag to EMEA nights rather than to global revenue; they are the same loss expressed differently.","False",""
"Inputs","A176","176","1","False","","FY26 nights growth","False",""
"Inputs","B176","176","2","False","","+10.0% -- WS07 lever; +9.9% -- WS10 gross of regulation","False",""
"Inputs","C176","176","3","False","","model output (WS10 build net of WS11 regulation)","False",""
"Inputs","G176","176","7","False","","Difference is the 0.15pp regulatory drag.","False",""
"History","A1","1","1","False","","History - quarterly KPIs and cost lines, 1Q21 to 2Q26","False",""
"History","A2","2","1","False","","Source: data/processed/overnight/02_kpi_panel_quarterly.csv (WS02), data/processed/abnb_capital_return_quarterly.csv. Actuals, not formulas.","False",""
"History","A4","4","1","False","","Quarter","False",""
"History","B4","4","2","False","","Nights & experiences booked (M)","False",""
"History","C4","4","3","False","","GBV ($M)","False",""
"History","D4","4","4","False","","ADR ($)","False",""
"History","E4","4","5","False","","Revenue ($M)","False",""
"History","F4","4","6","False","","Take rate (%)","False",""
"History","G4","4","7","False","","Adj. EBITDA ($M)","False",""
"History","H4","4","8","False","","Adj. EBITDA margin (%)","False",""
"History","I4","4","9","False","","SBC ($M)","False",""
"History","J4","4","10","False","","FCF ($M)","False",""
"History","K4","4","11","False","","Buybacks ($M)","False",""
"History","L4","4","12","False","","RSU tax withholding ($M)","False",""
"History","M4","4","13","False","","Diluted WA shares (M)","False",""
"History","N4","4","14","False","","Net income ($M)","False",""
"History","O4","4","15","False","","Cost of revenue, GAAP ($M)","False",""
"History","P4","4","16","False","","Ops & support, GAAP ($M)","False",""
"History","Q4","4","17","False","","Product development, GAAP ($M)","False",""
"History","R4","4","18","False","","Sales & marketing, GAAP ($M)","False",""
"History","S4","4","19","False","","G&A, GAAP ($M)","False",""
"History","T4","4","20","False","","Cost of revenue, cash ($M)","False",""
"History","U4","4","21","False","","Ops & support, cash ($M)","False",""
"History","V4","4","22","False","","Product development, cash ($M)","False",""
"History","W4","4","23","False","","Sales & marketing, cash ($M)","False",""
"History","X4","4","24","False","","G&A, cash ($M)","False",""
"History","A5","5","1","False","","1Q21","False",""
"History","B5","5","2","False","","64.4","True",""
"History","C5","5","3","False","","10300","True",""
"History","D5","5","4","False","","159.82","True",""
"History","E5","5","5","False","","887","True",""
"History","F5","5","6","False","","8.61","True",""
"History","G5","5","7","False","","-59","True",""
"History","H5","5","8","False","","-6.7","True",""
"History","I5","5","9","False","","229.5","True",""
"History","J5","5","10","False","","598.7","True",""
"History","L5","5","12","False","","130.4","True",""
"History","M5","5","13","False","","601","True",""
"History","N5","5","14","False","","-1172.2","True",""
"History","O5","5","15","False","","254.5","True",""
"History","P5","5","16","False","","185.4","True",""
"History","Q5","5","17","False","","363.1","True",""
"History","R5","5","18","False","","229.1","True",""
"History","S5","5","19","False","","189.8","True",""
"History","T5","5","20","False","","254.5","True",""
"History","U5","5","21","False","","174","True",""
"History","V5","5","22","False","","219.4","True",""
"History","W5","5","23","False","","203.2","True",""
"History","X5","5","24","False","","141.3","True",""
"History","A6","6","1","False","","2Q21","False",""
"History","B6","6","2","False","","83.1","True",""
"History","C6","6","3","False","","13400","True",""
"History","D6","6","4","False","","161.45","True",""
"History","E6","6","5","False","","1335","True",""
"History","F6","6","6","False","","9.96","True",""
"History","G6","6","7","False","","217","True",""
"History","H6","6","8","False","","16.3","True",""
"History","I6","6","9","False","","232.9","True",""
"History","J6","6","10","False","","782","True",""
"History","L6","6","12","False","","8.5","True",""
"History","M6","6","13","False","","611.7","True",""
"History","N6","6","14","False","","-68.2","True",""
"History","O6","6","15","False","","294.4","True",""
"History","P6","6","16","False","","208.1","True",""
"History","Q6","6","17","False","","349.7","True",""
"History","R6","6","18","False","","315.3","True",""
"History","S6","6","19","False","","218.3","True",""
"History","T6","6","20","False","","294.4","True",""
"History","U6","6","21","False","","193.9","True",""
"History","V6","6","22","False","","205.9","True",""
"History","W6","6","23","False","","291.2","True",""
"History","X6","6","24","False","","167.6","True",""
"History","A7","7","1","False","","3Q21","False",""
"History","B7","7","2","False","","79.7","True",""
"History","C7","7","3","False","","11900","True",""
"History","D7","7","4","False","","149.15","True",""
"History","E7","7","5","False","","2237","True",""
"History","F7","7","6","False","","18.8","True",""
"History","G7","7","7","False","","1101","True",""
"History","H7","7","8","False","","49.2","True",""
"History","I7","7","9","False","","210.8","True",""
"History","J7","7","10","False","","529.2","True",""
"History","L7","7","12","False","","15.7","True",""
"History","M7","7","13","False","","681.9","True",""
"History","N7","7","14","False","","833.9","True",""
"History","O7","7","15","False","","311.6","True",""
"History","P7","7","16","False","","228.3","True",""
"History","Q7","7","17","False","","344.4","True",""
"History","R7","7","18","False","","290.9","True",""
"History","S7","7","19","False","","210.7","True",""
"History","T7","7","20","False","","311.6","True",""
"History","U7","7","21","False","","217.1","True",""
"History","V7","7","22","False","","213.1","True",""
"History","W7","7","23","False","","267.2","True",""
"History","X7","7","24","False","","166","True",""
"History","A8","8","1","False","","4Q21","False",""
"History","B8","8","2","False","","73.4","True",""
"History","C8","8","3","False","","11300","True",""
"History","D8","8","4","False","","153.61","True",""
"History","E8","8","5","False","","1532","True",""
"History","F8","8","6","False","","13.56","True",""
"History","G8","8","7","False","","333","True",""
"History","H8","8","8","False","","21.7","True",""
"History","I8","8","9","False","","225.9","True",""
"History","J8","8","10","False","","378.1","True",""
"History","K8","8","11","False","","0","True",""
"History","L8","8","12","False","","22.4","True",""
"History","M8","8","13","False","","569.4","True",""
"History","N8","8","14","False","","54.5","True",""
"History","O8","8","15","False","","295.5","True",""
"History","P8","8","16","False","","225.1","True",""
"History","Q8","8","17","False","","367.8","True",""
"History","R8","8","18","False","","350.7","True",""
"History","S8","8","19","False","","217.2","True",""
"History","T8","8","20","False","","295.5","True",""
"History","U8","8","21","False","","213.4","True",""
"History","V8","8","22","False","","241.5","True",""
"History","W8","8","23","False","","324.4","True",""
"History","X8","8","24","False","","155.8","True",""
"History","A9","9","1","False","","1Q22","False",""
"History","B9","9","2","False","","102.1","True",""
"History","C9","9","3","False","","17200","True",""
"History","D9","9","4","False","","168.07","True",""
"History","E9","9","5","False","","1509","True",""
"History","F9","9","6","False","","8.77","True",""
"History","G9","9","7","False","","229","True",""
"History","H9","9","8","False","","15.2","True",""
"History","I9","9","9","False","","195","True",""
"History","J9","9","10","False","","1196","True",""
"History","K9","9","11","False","","0","True",""
"History","L9","9","12","False","","205","True",""
"History","M9","9","13","False","","635","True",""
"History","N9","9","14","False","","-19","True",""
"History","O9","9","15","False","","363","True",""
"History","P9","9","16","False","","232.7","True",""
"History","Q9","9","17","False","","363","True",""
"History","R9","9","18","False","","345","True",""
"History","S9","9","19","False","","210","True",""
"History","T9","9","20","False","","363","True",""
"History","U9","9","21","False","","221","True",""
"History","V9","9","22","False","","245.1","True",""
"History","W9","9","23","False","","323.8","True",""
"History","X9","9","24","False","","165.9","True",""
"History","A10","10","1","False","","2Q22","False",""
"History","B10","10","2","False","","103.7","True",""
"History","C10","10","3","False","","17000","True",""
"History","D10","10","4","False","","163.74","True",""
"History","E10","10","5","False","","2104","True",""
"History","F10","10","6","False","","12.38","True",""
"History","G10","10","7","False","","711","True",""
"History","H10","10","8","False","","33.8","True",""
"History","I10","10","9","False","","247","True",""
"History","J10","10","10","False","","796","True",""
"History","K10","10","11","False","","0","True",""
"History","L10","10","12","False","","140","True",""
"History","M10","10","13","False","","684","True",""
"History","N10","10","14","False","","379","True",""
"History","O10","10","15","False","","390","True",""
"History","P10","10","16","False","","258","True",""
"History","Q10","10","17","False","","375","True",""
"History","R10","10","18","False","","379","True",""
"History","S10","10","19","False","","244","True",""
"History","T10","10","20","False","","390","True",""
"History","U10","10","21","False","","241.1","True",""
"History","V10","10","22","False","","230.1","True",""
"History","W10","10","23","False","","349.9","True",""
"History","X10","10","24","False","","187.8","True",""
"History","A11","11","1","False","","3Q22","False",""
"History","B11","11","2","False","","99.7","True",""
"History","C11","11","3","False","","15600","True",""
"History","D11","11","4","False","","156.44","True",""
"History","E11","11","5","False","","2884","True",""
"History","F11","11","6","False","","18.49","True",""
"History","G11","11","7","False","","1457","True",""
"History","H11","11","8","False","","50.5","True",""
"History","I11","11","9","False","","234","True",""
"History","J11","11","10","False","","958","True",""
"History","K11","11","11","False","","1000","True",""
"History","L11","11","12","False","","146","True",""
"History","M11","11","13","False","","680","True",""
"History","N11","11","14","False","","1214","True",""
"History","O11","11","15","False","","401","True",""
"History","P11","11","16","False","","290","True",""
"History","Q11","11","17","False","","366","True",""
"History","R11","11","18","False","","384","True",""
"History","S11","11","19","False","","240","True",""
"History","T11","11","20","False","","401","True",""
"History","U11","11","21","False","","272.1","True",""
"History","V11","11","22","False","","230.1","True",""
"History","W11","11","23","False","","356.6","True",""
"History","X11","11","24","False","","186.9","True",""
"History","A12","12","1","False","","4Q22","False",""
"History","B12","12","2","False","","88.2","True",""
"History","C12","12","3","False","","13500","True",""
"History","D12","12","4","False","","152.81","True",""
"History","E12","12","5","False","","1902","True",""
"History","F12","12","6","False","","14.09","True",""
"History","G12","12","7","False","","506","True",""
"History","H12","12","8","False","","26.6","True",""
"History","I12","12","9","False","","254","True",""
"History","J12","12","10","False","","455","True",""
"History","K12","12","11","False","","500","True",""
"History","L12","12","12","False","","116","True",""
"History","M12","12","13","False","","721","True",""
"History","N12","12","14","False","","319.1","True",""
"History","O12","12","15","False","","345","True",""
"History","P12","12","16","False","","260","True",""
"History","Q12","12","17","False","","398","True",""
"History","R12","12","18","False","","408","True",""
"History","S12","12","19","False","","256","True",""
"History","T12","12","20","False","","345","True",""
"History","U12","12","21","False","","243","True",""
"History","V12","12","22","False","","249","True",""
"History","W12","12","23","False","","372","True",""
"History","X12","12","24","False","","204","True",""
"History","A13","13","1","False","","1Q23","False",""
"History","B13","13","2","False","","121.1","True",""
"History","C13","13","3","False","","20400","True",""
"History","D13","13","4","False","","168.43","True",""
"History","E13","13","5","False","","1818","True",""
"History","F13","13","6","False","","8.91","True",""
"History","G13","13","7","False","","262","True",""
"History","H13","13","8","False","","14.4","True",""
"History","I13","13","9","False","","240","True",""
"History","J13","13","10","False","","1581","True",""
"History","K13","13","11","False","","493","True",""
"History","L13","13","12","False","","151","True",""
"History","M13","13","13","False","","670","True",""
"History","N13","13","14","False","","117","True",""
"History","O13","13","15","False","","428","True",""
"History","P13","13","16","False","","282","True",""
"History","Q13","13","17","False","","420","True",""
"History","R13","13","18","False","","450","True",""
"History","S13","13","19","False","","243","True",""
"History","T13","13","20","False","","428","True",""
"History","U13","13","21","False","","267","True",""
"History","V13","13","22","False","","271","True",""
"History","W13","13","23","False","","422","True",""
"History","X13","13","24","False","","195","True",""
"History","A14","14","1","False","","2Q23","False",""
"History","B14","14","2","False","","115.1","True",""
"History","C14","14","3","False","","19100","True",""
"History","D14","14","4","False","","166.01","True",""
"History","E14","14","5","False","","2484","True",""
"History","F14","14","6","False","","13.01","True",""
"History","G14","14","7","False","","819","True",""
"History","H14","14","8","False","","33","True",""
"History","I14","14","9","False","","304","True",""
"History","J14","14","10","False","","900","True",""
"History","K14","14","11","False","","507","True",""
"History","L14","14","12","False","","721","True",""
"History","M14","14","13","False","","665","True",""
"History","N14","14","14","False","","650","True",""
"History","O14","14","15","False","","432","True",""
"History","P14","14","16","False","","317","True",""
"History","Q14","14","17","False","","451","True",""
"History","R14","14","18","False","","486","True",""
"History","S14","14","19","False","","275","True",""
"History","T14","14","20","False","","432","True",""
"History","U14","14","21","False","","298","True",""
"History","V14","14","22","False","","260","True",""
"History","W14","14","23","False","","450","True",""
"History","X14","14","24","False","","217","True",""
"History","A15","15","1","False","","3Q23","False",""
"History","B15","15","2","False","","113.2","True",""
"History","C15","15","3","False","","18300","True",""
"History","D15","15","4","False","","161.38","True",""
"History","E15","15","5","False","","3397","True",""
"History","F15","15","6","False","","18.56","True",""
"History","G15","15","7","False","","1834","True",""
"History","H15","15","8","False","","54","True",""
"History","I15","15","9","False","","286","True",""
"History","J15","15","10","False","","1310","True",""
"History","K15","15","11","False","","500","True",""
"History","L15","15","12","False","","151","True",""
"History","M15","15","13","False","","660","True",""
"History","N15","15","14","False","","4374","True",""
"History","O15","15","15","False","","459","True",""
"History","P15","15","16","False","","316","True",""
"History","Q15","15","17","False","","419","True",""
"History","R15","15","18","False","","403","True",""
"History","S15","15","19","False","","304","True",""
"History","T15","15","20","False","","459","True",""
"History","U15","15","21","False","","299","True",""
"History","V15","15","22","False","","244","True",""
"History","W15","15","23","False","","370","True",""
"History","X15","15","24","False","","243","True",""
"History","A16","16","1","False","","4Q23","False",""
"History","B16","16","2","False","","98.8","True",""
"History","C16","16","3","False","","15500","True",""
"History","D16","16","4","False","","156.73","True",""
"History","E16","16","5","False","","2218","True",""
"History","F16","16","6","False","","14.31","True",""
"History","G16","16","7","False","","738","True",""
"History","H16","16","8","False","","33.3","True",""
"History","I16","16","9","False","","270","True",""
"History","J16","16","10","False","","46","True",""
"History","K16","16","11","False","","752","True",""
"History","L16","16","12","False","","201","True",""
"History","M16","16","13","False","","653","True",""
"History","N16","16","14","False","","-349.2","True",""
"History","O16","16","15","False","","384","True",""
"History","P16","16","16","False","","271","True",""
"History","Q16","16","17","False","","432","True",""
"History","R16","16","18","False","","424","True",""
"History","S16","16","19","False","","1203","True",""
"History","T16","16","20","False","","384","True",""
"History","U16","16","21","False","","255","True",""
"History","V16","16","22","False","","282","True",""
"History","W16","16","23","False","","388","True",""
"History","X16","16","24","False","","1151","True",""
"History","A17","17","1","False","","1Q24","False",""
"History","B17","17","2","False","","132.6","True",""
"History","C17","17","3","False","","22900","True",""
"History","D17","17","4","False","","172.88","True",""
"History","E17","17","5","False","","2142","True",""
"History","F17","17","6","False","","9.35","True",""
"History","G17","17","7","False","","424","True",""
"History","H17","17","8","False","","19.8","True",""
"History","I17","17","9","False","","295","True",""
"History","J17","17","10","False","","1909","True",""
"History","K17","17","11","False","","750","True",""
"History","L17","17","12","False","","155","True",""
"History","M17","17","13","False","","654","True",""
"History","N17","17","14","False","","264","True",""
"History","O17","17","15","False","","480","True",""
"History","P17","17","16","False","","285","True",""
"History","Q17","17","17","False","","475","True",""
"History","R17","17","18","False","","514","True",""
"History","S17","17","19","False","","287","True",""
"History","T17","17","20","False","","480","True",""
"History","U17","17","21","False","","266","True",""
"History","V17","17","22","False","","290","True",""
"History","W17","17","23","False","","479","True",""
"History","X17","17","24","False","","231","True",""
"History","A18","18","1","False","","2Q24","False",""
"History","B18","18","2","False","","125.1","True",""
"History","C18","18","3","False","","21200","True",""
"History","D18","18","4","False","","169.53","True",""
"History","E18","18","5","False","","2748","True",""
"History","F18","18","6","False","","12.96","True",""
"History","G18","18","7","False","","894","True",""
"History","H18","18","8","False","","32.5","True",""
"History","I18","18","9","False","","382","True",""
"History","J18","18","10","False","","1043","True",""
"History","K18","18","11","False","","749","True",""
"History","L18","18","12","False","","154","True",""
"History","M18","18","13","False","","649","True",""
"History","N18","18","14","False","","555","True",""
"History","O18","18","15","False","","506","True",""
"History","P18","18","16","False","","338","True",""
"History","Q18","18","17","False","","519","True",""
"History","R18","18","18","False","","573","True",""
"History","S18","18","19","False","","315","True",""
"History","T18","18","20","False","","506","True",""
"History","U18","18","21","False","","314","True",""
"History","V18","18","22","False","","280","True",""
"History","W18","18","23","False","","527","True",""
"History","X18","18","24","False","","242","True",""
"History","A19","19","1","False","","3Q24","False",""
"History","B19","19","2","False","","122.8","True",""
