quarter,reaction_date,k,cum_excess_pct
2022Q3,2022-11-02,-11,10.209289121666366
2022Q3,2022-11-02,-10,9.594553182220068
2022Q3,2022-11-02,-9,10.201030533305865
2022Q3,2022-11-02,-8,10.62667861923785
2022Q3,2022-11-02,-7,6.340011295075665
2022Q3,2022-11-02,-6,6.157428680981503
2022Q3,2022-11-02,-5,5.549656804143721
2022Q3,2022-11-02,-4,4.410232626552801
2022Q3,2022-11-02,-3,4.293289830430302
2022Q3,2022-11-02,-2,-2.0379562937097417
2022Q3,2022-11-02,-1,0.8999117463038053
2022Q3,2022-11-02,0,-8.969459983218009
2022Q3,2022-11-02,1,-9.286736415933216
2022Q3,2022-11-02,2,-7.098917406073524
2022Q3,2022-11-02,3,-8.698891321157475
2022Q3,2022-11-02,4,-6.285653515698186
2022Q3,2022-11-02,5,-6.887634011494859
2022Q3,2022-11-02,6,-7.809348665466653
2022Q3,2022-11-02,7,-3.185451958165564
2022Q3,2022-11-02,8,-6.2720825437933
2022Q3,2022-11-02,9,-6.002564876165028
2022Q3,2022-11-02,10,-6.930867851978473
2022Q3,2022-11-02,11,-11.337079944354787
2022Q3,2022-11-02,12,-12.721338539695594
2022Q3,2022-11-02,13,-13.54187353740709
2022Q3,2022-11-02,14,-15.368979091364865
2022Q3,2022-11-02,15,-15.167934757012969
2022Q3,2022-11-02,16,-13.555945097833744
2022Q3,2022-11-02,17,-14.202536715101267
2022Q3,2022-11-02,18,-13.371803162829133
2022Q3,2022-11-02,19,-11.804660418484058
2022Q3,2022-11-02,20,-12.71737127472341
2022Q3,2022-11-02,21,-12.546341004199524
2022Q3,2022-11-02,22,-13.053093346488854
2022Q3,2022-11-02,23,-15.804775139037263
2022Q3,2022-11-02,24,-16.859152546943555
2022Q3,2022-11-02,25,-15.030753883950567
2022Q3,2022-11-02,26,-14.506530463047628
2022Q3,2022-11-02,27,-14.967109202335838
2022Q3,2022-11-02,28,-18.076760460201623
2022Q3,2022-11-02,29,-16.785779637827492
2022Q3,2022-11-02,30,-16.372104113940622
2022Q3,2022-11-02,31,-16.37492895880789
2022Q3,2022-11-02,32,-18.293723207226357
2022Q3,2022-11-02,33,-16.69397624493144
2022Q3,2022-11-02,34,-18.579523939949983
2022Q3,2022-11-02,35,-18.187992703390833
2022Q3,2022-11-02,36,-18.0582457979259
2022Q3,2022-11-02,37,-18.303500774424364
2022Q3,2022-11-02,38,-17.96952454594518
2022Q3,2022-11-02,39,-17.74941497981387
2022Q3,2022-11-02,40,-17.448869756021
2022Q3,2022-11-02,41,-17.35082608900016
2022Q3,2022-11-02,42,-14.351166900762658
2022Q3,2022-11-02,43,-13.784608371111894
2022Q3,2022-11-02,44,-15.618850179293286
2022Q3,2022-11-02,45,-15.587318383207595
2022Q3,2022-11-02,46,-17.032604097643457
2022Q3,2022-11-02,47,-13.385210034436556
2022Q3,2022-11-02,48,-10.263225069540471
2022Q3,2022-11-02,49,-9.248811075292407
2022Q3,2022-11-02,50,-8.639133321796866
2022Q3,2022-11-02,51,-7.483111780662311
2022Q3,2022-11-02,52,-8.327119932929405
2022Q3,2022-11-02,53,-9.035119232785103
2022Q3,2022-11-02,54,-7.710756670168461
2022Q3,2022-11-02,55,-8.484793011816283
2022Q3,2022-11-02,56,-7.977676527515043
2022Q3,2022-11-02,57,-5.476680539728285
2022Q3,2022-11-02,58,-0.6301866327347305
2022Q3,2022-11-02,59,-4.3317866085180405
2022Q3,2022-11-02,60,-4.406300363972826
2022Q4,2023-02-15,-21,0.0
2022Q4,2023-02-15,-20,1.1420319247757993
2022Q4,2023-02-15,-19,0.1268573907406978
2022Q4,2023-02-15,-18,-0.3950151092250387
2022Q4,2023-02-15,-17,1.2649659603164443
2022Q4,2023-02-15,-16,0.39820229623552805
2022Q4,2023-02-15,-15,0.9316052716069168
2022Q4,2023-02-15,-14,3.8565630170443796
2022Q4,2023-02-15,-13,9.257654944143168
2022Q4,2023-02-15,-12,5.006232798631395
2022Q4,2023-02-15,-11,5.070751729062528
2022Q4,2023-02-15,-10,5.67688576657066
2022Q4,2023-02-15,-9,6.3140806794669935
2022Q4,2023-02-15,-8,8.459548879409674
2022Q4,2023-02-15,-7,9.0339014707
2022Q4,2023-02-15,-6,8.122972707974242
2022Q4,2023-02-15,-5,6.791802933712111
2022Q4,2023-02-15,-4,6.345057684149947
2022Q4,2023-02-15,-3,1.0544361204828157
2022Q4,2023-02-15,-2,6.804874723908695
2022Q4,2023-02-15,-1,10.399872516155883
2022Q4,2023-02-15,0,25.502785568037048
2022Q4,2023-02-15,1,29.94263946575386
2022Q4,2023-02-15,2,22.980832140821985
2022Q4,2023-02-15,3,22.728687674913473
2022Q4,2023-02-15,4,21.100269266226213
2022Q4,2023-02-15,5,18.5186037336089
2022Q4,2023-02-15,6,17.57826414442838
2022Q4,2023-02-15,7,17.57653060416564
2022Q4,2023-02-15,8,17.464641102876755
2022Q4,2023-02-15,9,15.883561157677772
2022Q4,2023-02-15,10,16.55813160764876
2022Q4,2023-02-15,11,17.710139575938697
2022Q4,2023-02-15,12,18.18181150402156
2022Q4,2023-02-15,13,20.091291028598036
2022Q4,2023-02-15,14,17.649926715827522
2022Q4,2023-02-15,15,14.387423357537045
2022Q4,2023-02-15,16,14.326564438169664
2022Q4,2023-02-15,17,11.255785607280488
2022Q4,2023-02-15,18,9.278117835762579
2022Q4,2023-02-15,19,5.978871882553083
2022Q4,2023-02-15,20,9.50963271371448
2022Q4,2023-02-15,21,8.207708805393608
2022Q4,2023-02-15,22,8.069654757824795
2022Q4,2023-02-15,23,11.738742246768588
2022Q4,2023-02-15,24,10.75156470901455
2022Q4,2023-02-15,25,8.601148470313124
2022Q4,2023-02-15,26,4.857957795354295
2022Q4,2023-02-15,27,6.593274464246758
2022Q4,2023-02-15,28,5.8929723358934325
2022Q4,2023-02-15,29,6.063389906833459
2022Q4,2023-02-15,30,8.446766721235766
2022Q4,2023-02-15,31,8.672598981323333
2022Q4,2023-02-15,32,6.046885777638057
2022Q4,2023-02-15,33,3.468701945834285
2022Q4,2023-02-15,34,1.5084068595730518
2022Q4,2023-02-15,35,-4.828433750247619
2022Q4,2023-02-15,36,-1.8908828724660598
2022Q4,2023-02-15,37,0.4641165855291174
2022Q4,2023-02-15,38,-0.35040862104096604
2022Q4,2023-02-15,39,-1.0202954143046838
2022Q4,2023-02-15,40,-0.11562880549398358
2022Q4,2023-02-15,41,1.289260788281977
2022Q4,2023-02-15,42,4.264283811568093
2022Q4,2023-02-15,43,5.216223964061561
2022Q4,2023-02-15,44,4.401979642394458
2022Q4,2023-02-15,45,1.4209873827543582
2022Q4,2023-02-15,46,2.267969142107628
2022Q4,2023-02-15,47,0.8185471798185944
2022Q4,2023-02-15,48,1.310024353194251
2022Q4,2023-02-15,49,-0.1563484015122416
2022Q4,2023-02-15,50,3.422037465099791
2022Q4,2023-02-15,51,5.2817319847185065
2022Q4,2023-02-15,52,5.451859172042052
2022Q4,2023-02-15,53,4.4969170538719165
2022Q4,2023-02-15,54,3.6807802978638264
2022Q4,2023-02-15,55,3.5317202226967446
2022Q4,2023-02-15,56,8.925053758819866
2022Q4,2023-02-15,57,11.056525812036778
2022Q4,2023-02-15,58,-3.8945597284638414
2022Q4,2023-02-15,59,-6.236657431823289
2022Q4,2023-02-15,60,-11.671119293176101
2023Q1,2023-05-10,-21,0.0
2023Q1,2023-05-10,-20,-0.718352393330024
2023Q1,2023-05-10,-19,-1.3201177812250497
2023Q1,2023-05-10,-18,-0.5174492582023404
2023Q1,2023-05-10,-17,0.7274784340805862
2023Q1,2023-05-10,-16,3.3644815827970964
2023Q1,2023-05-10,-15,4.208466688028523
2023Q1,2023-05-10,-14,3.4898942627338725
2023Q1,2023-05-10,-13,0.8471443114508759
2023Q1,2023-05-10,-12,1.5987596246478164
2023Q1,2023-05-10,-11,0.3217706271439691
2023Q1,2023-05-10,-10,0.7549620234926335
2023Q1,2023-05-10,-9,-0.5558611649184364
2023Q1,2023-05-10,-8,2.613103819188045
2023Q1,2023-05-10,-7,4.261999519682824
2023Q1,2023-05-10,-6,4.416458545123425
2023Q1,2023-05-10,-5,3.572730209734787
2023Q1,2023-05-10,-4,2.8507740680241866
2023Q1,2023-05-10,-3,2.7098954755271576
2023Q1,2023-05-10,-2,7.489447749698929
2023Q1,2023-05-10,-1,9.381432495113163
2023Q1,2023-05-10,0,-3.8756118920762694
2023Q1,2023-05-10,1,-5.95300330304328
2023Q1,2023-05-10,2,-10.768529148802696
2023Q1,2023-05-10,3,-10.883769149530742
2023Q1,2023-05-10,4,-11.324787388318725
2023Q1,2023-05-10,5,-10.022824373171645
2023Q1,2023-05-10,6,-8.871580610909547
2023Q1,2023-05-10,7,-12.560934027473202
2023Q1,2023-05-10,8,-10.686778280769726
2023Q1,2023-05-10,9,-12.55262162441484
2023Q1,2023-05-10,10,-12.483855683314182
2023Q1,2023-05-10,11,-16.168148330807973
2023Q1,2023-05-10,12,-16.824540656379007
2023Q1,2023-05-10,13,-16.992219312149572
2023Q1,2023-05-10,14,-14.103918211741828
2023Q1,2023-05-10,15,-13.284851095430582
2023Q1,2023-05-10,16,-8.956617004618916
2023Q1,2023-05-10,17,-11.110180426041595
2023Q1,2023-05-10,18,-9.68202138203802
2023Q1,2023-05-10,19,-8.432350804557265
2023Q1,2023-05-10,20,-10.722390710911501
2023Q1,2023-05-10,21,-9.084185509890762
2023Q1,2023-05-10,22,-5.090171564676748
2023Q1,2023-05-10,23,-5.69591203559936
2023Q1,2023-05-10,24,-6.321693825185193
2023Q1,2023-05-10,25,-5.330221880802391
2023Q1,2023-05-10,26,-3.865999005968046
2023Q1,2023-05-10,27,-5.651108850585974
2023Q1,2023-05-10,28,-3.181779054916543
2023Q1,2023-05-10,29,-4.097982868837445
2023Q1,2023-05-10,30,-5.7741889477384465
2023Q1,2023-05-10,31,-5.633712320316687
2023Q1,2023-05-10,32,-3.417312410665142
2023Q1,2023-05-10,33,-3.8700235980230193
2023Q1,2023-05-10,34,-5.853002649097206
2023Q1,2023-05-10,35,-4.953365785699823
2023Q1,2023-05-10,36,-1.5618219597660854
2023Q1,2023-05-10,37,-2.1363410395948144
2023Q1,2023-05-10,38,-4.331915959772868
2023Q1,2023-05-10,39,-2.0545319912545157
2023Q1,2023-05-10,40,-0.8759681769276764
2023Q1,2023-05-10,41,3.6530096143571917
2023Q1,2023-05-10,42,1.723537028147181
2023Q1,2023-05-10,43,2.4036573697010937
2023Q1,2023-05-10,44,5.273652401348496
2023Q1,2023-05-10,45,5.919295044759675
2023Q1,2023-05-10,46,5.950993827793649
2023Q1,2023-05-10,47,5.108614199743624
2023Q1,2023-05-10,48,7.704073785403722
2023Q1,2023-05-10,49,11.117054012169046
2023Q1,2023-05-10,50,9.920286586283233
2023Q1,2023-05-10,51,10.013262540600778
2023Q1,2023-05-10,52,11.74318175504865
2023Q1,2023-05-10,53,10.566843802666703
2023Q1,2023-05-10,54,12.619405047188678
2023Q1,2023-05-10,55,11.558170766410772
2023Q1,2023-05-10,56,8.969448737055899
2023Q1,2023-05-10,57,7.825300789647805
2023Q1,2023-05-10,58,4.794561618852477
2023Q1,2023-05-10,59,4.727918814253208
2023Q1,2023-05-10,60,6.381303459351663
2023Q2,2023-08-04,-21,0.0
2023Q2,2023-08-04,-20,2.0173846892269642
2023Q2,2023-08-04,-19,3.0692934104393554
2023Q2,2023-08-04,-18,7.125734561922892
2023Q2,2023-08-04,-17,5.45454783966397
2023Q2,2023-08-04,-16,6.127373614120967
2023Q2,2023-08-04,-15,8.68502982335815
2023Q2,2023-08-04,-14,9.297800321941407
2023Q2,2023-08-04,-13,9.358951829199324
2023Q2,2023-08-04,-12,8.607055645455542
2023Q2,2023-08-04,-11,10.827386631748759
2023Q2,2023-08-04,-10,13.85805951470702
2023Q2,2023-08-04,-9,12.797489157774809
2023Q2,2023-08-04,-8,12.907174287551214
2023Q2,2023-08-04,-7,14.43609267304522
2023Q2,2023-08-04,-6,13.377971127071374
2023Q2,2023-08-04,-5,15.279848156913612
2023Q2,2023-08-04,-4,14.335898421697802
2023Q2,2023-08-04,-3,12.018793464821687
2023Q2,2023-08-04,-2,10.91054937915863
2023Q2,2023-08-04,-1,8.202448522384053
2023Q2,2023-08-04,0,8.124649398285166
2023Q2,2023-08-04,1,9.6316847177222
2023Q2,2023-08-04,2,7.651788587685847
2023Q2,2023-08-04,3,7.4539983510144125
2023Q2,2023-08-04,4,5.786403048489408
2023Q2,2023-08-04,5,4.639107535668918
2023Q2,2023-08-04,6,3.177288450936433
2023Q2,2023-08-04,7,1.6016460232303076
2023Q2,2023-08-04,8,1.8616869087435317
2023Q2,2023-08-04,9,2.283913118462133
2023Q2,2023-08-04,10,0.12017693973237487
2023Q2,2023-08-04,11,-2.277158903659293
2023Q2,2023-08-04,12,0.2676333436872791
2023Q2,2023-08-04,13,-0.4724411865964173
2023Q2,2023-08-04,14,-0.9860321861070109
2023Q2,2023-08-04,15,-0.9130849417217313
2023Q2,2023-08-04,16,-1.3739778715897155
2023Q2,2023-08-04,17,1.2019775295327717
2023Q2,2023-08-04,18,-0.6464332060084121
2023Q2,2023-08-04,19,-0.22048935987803997
2023Q2,2023-08-04,20,0.7778693129125713
2023Q2,2023-08-04,21,8.137869188799328
2023Q2,2023-08-04,22,8.638332834984451
2023Q2,2023-08-04,23,10.53810147377321
2023Q2,2023-08-04,24,12.386255543530277
2023Q2,2023-08-04,25,12.369799526717397
2023Q2,2023-08-04,26,13.639994504554377
2023Q2,2023-08-04,27,11.08050152830138
2023Q2,2023-08-04,28,9.783462938874955
2023Q2,2023-08-04,29,10.472546035019725
2023Q2,2023-08-04,30,10.211272802012529
2023Q2,2023-08-04,31,9.880362725362101
2023Q2,2023-08-04,32,8.33670207634125
2023Q2,2023-08-04,33,6.053010891391564
2023Q2,2023-08-04,34,5.6102091400275
2023Q2,2023-08-04,35,6.660649178309852
2023Q2,2023-08-04,36,6.681010088948369
2023Q2,2023-08-04,37,7.8202990785701365
2023Q2,2023-08-04,38,8.914735921719963
2023Q2,2023-08-04,39,9.421255259168115
2023Q2,2023-08-04,40,8.099244052961996
2023Q2,2023-08-04,41,2.937241793063128
2023Q2,2023-08-04,42,1.3712452599899283
2023Q2,2023-08-04,43,-0.22813979303213383
2023Q2,2023-08-04,44,-0.7970802020842105
2023Q2,2023-08-04,45,-0.20379594898193298
2023Q2,2023-08-04,46,2.2235987959282166
2023Q2,2023-08-04,47,0.26617625618534646
2023Q2,2023-08-04,48,-2.526735348488629
2023Q2,2023-08-04,49,-2.7341553840338095
2023Q2,2023-08-04,50,-2.993609452736301
2023Q2,2023-08-04,51,-2.25811801163035
2023Q2,2023-08-04,52,-3.7039816533386616
2023Q2,2023-08-04,53,-4.493972617655661
2023Q2,2023-08-04,54,-5.745824913730303
2023Q2,2023-08-04,55,-2.9943468934451327
2023Q2,2023-08-04,56,-2.6732794448146247
2023Q2,2023-08-04,57,-3.016471961941636
2023Q2,2023-08-04,58,-3.560206040550341
2023Q2,2023-08-04,59,-5.086654861278994
2023Q2,2023-08-04,60,-3.915226799596173
2023Q3,2023-11-02,-21,0.0
2023Q3,2023-11-02,-20,-1.6047357684686014
2023Q3,2023-11-02,-19,-2.2000681378051556
2023Q3,2023-11-02,-18,-1.610422832910663
2023Q3,2023-11-02,-17,0.8234773790433136
2023Q3,2023-11-02,-16,-1.1555515833336694
2023Q3,2023-11-02,-15,-3.9599572976108943
2023Q3,2023-11-02,-14,-4.1507694266114115
2023Q3,2023-11-02,-13,-4.427585601449513
2023Q3,2023-11-02,-12,-3.6831256443325633
2023Q3,2023-11-02,-11,-5.118982000883709
2023Q3,2023-11-02,-10,-5.900587275387892
2023Q3,2023-11-02,-9,-7.139219438817779
2023Q3,2023-11-02,-8,-4.375647073459655
2023Q3,2023-11-02,-7,-4.065955855253767
2023Q3,2023-11-02,-6,-4.377466689015042
2023Q3,2023-11-02,-5,-4.898789943666137
2023Q3,2023-11-02,-4,-6.440550358025842
2023Q3,2023-11-02,-3,-5.277141408165863
2023Q3,2023-11-02,-2,-4.689625130253795
2023Q3,2023-11-02,-1,-5.456308479054928
2023Q3,2023-11-02,0,-10.373480084599517
2023Q3,2023-11-02,1,-5.956460596668189
2023Q3,2023-11-02,2,-9.881777816640847
2023Q3,2023-11-02,3,-8.567938461145586
2023Q3,2023-11-02,4,-11.318892727983233
2023Q3,2023-11-02,5,-12.200742151284484
2023Q3,2023-11-02,6,-12.44926948497267
2023Q3,2023-11-02,7,-11.33637602633244
2023Q3,2023-11-02,8,-7.683443756225672
2023Q3,2023-11-02,9,-6.453344265294403
2023Q3,2023-11-02,10,-8.169749091279133
2023Q3,2023-11-02,11,-7.511936170322608
2023Q3,2023-11-02,12,-6.816977931978862
2023Q3,2023-11-02,13,-8.446395896559888
2023Q3,2023-11-02,14,-7.145969891832205
2023Q3,2023-11-02,15,-7.518931483262326
2023Q3,2023-11-02,16,-6.929968544175758
2023Q3,2023-11-02,17,-8.343695115591697
2023Q3,2023-11-02,18,-9.085728854353713
2023Q3,2023-11-02,19,-8.923192260319977
2023Q3,2023-11-02,20,-2.4190792252759117
2023Q3,2023-11-02,21,-2.448886146094509
2023Q3,2023-11-02,22,-2.710631391690921
2023Q3,2023-11-02,23,-0.8322013387302096
2023Q3,2023-11-02,24,1.227774289181994
2023Q3,2023-11-02,25,1.4033700164283403
2023Q3,2023-11-02,26,2.2224444120585005
2023Q3,2023-11-02,27,-0.5054730170862101
2023Q3,2023-11-02,28,1.1932929902393568
2023Q3,2023-11-02,29,3.448971473218478
2023Q3,2023-11-02,30,2.3889185147040415
2023Q3,2023-11-02,31,2.385617351081539
2023Q3,2023-11-02,32,1.3431980354911897
2023Q3,2023-11-02,33,-1.5469810154018475
2023Q3,2023-11-02,34,-2.0527009848732902
2023Q3,2023-11-02,35,-3.2350816015936275
2023Q3,2023-11-02,36,-5.563930402122331
2023Q3,2023-11-02,37,-7.500058040105627
2023Q3,2023-11-02,38,-7.091146956613837
2023Q3,2023-11-02,39,-7.270070235973458
2023Q3,2023-11-02,40,-6.641764648330439
2023Q3,2023-11-02,41,-6.286590526660406
2023Q3,2023-11-02,42,-5.479831702848736
2023Q3,2023-11-02,43,-3.8370149394062247
2023Q3,2023-11-02,44,-2.9041664361195245
2023Q3,2023-11-02,45,-3.558782565974772
2023Q3,2023-11-02,46,-4.144597689491647
2023Q3,2023-11-02,47,-4.624796889590256
2023Q3,2023-11-02,48,-6.496357902030736
2023Q3,2023-11-02,49,-8.14912211573171
2023Q3,2023-11-02,50,-7.536806969334231
2023Q3,2023-11-02,51,-7.530708486044246
2023Q3,2023-11-02,52,-7.544754045646229
2023Q3,2023-11-02,53,-6.065524308847724
2023Q3,2023-11-02,54,-6.325559662255586
2023Q3,2023-11-02,55,-7.851656378305361
2023Q3,2023-11-02,56,-7.274485488206082
2023Q3,2023-11-02,57,-0.6722822502397641
2023Q3,2023-11-02,58,0.5356656509713602
2023Q3,2023-11-02,59,-1.2287940885337605
2023Q3,2023-11-02,60,-3.067249971246145
2023Q4,2024-02-14,-21,0.0
2023Q4,2024-02-14,-20,0.5344290607502966
2023Q4,2024-02-14,-19,0.6487187421184926
2023Q4,2024-02-14,-18,0.7892527538842842
2023Q4,2024-02-14,-17,2.195439523683196
2023Q4,2024-02-14,-16,1.9829191527076517
2023Q4,2024-02-14,-15,0.5869646803895456
2023Q4,2024-02-14,-14,1.1413692757137106
2023Q4,2024-02-14,-13,7.32376255107543
2023Q4,2024-02-14,-12,8.545123456496963
2023Q4,2024-02-14,-11,6.826596452029344
2023Q4,2024-02-14,-10,4.935341795035142
2023Q4,2024-02-14,-9,5.47684118689682
2023Q4,2024-02-14,-8,3.7802411712118946
2023Q4,2024-02-14,-7,2.606075205380054
2023Q4,2024-02-14,-6,2.6308942310307337
2023Q4,2024-02-14,-5,3.7931671570924808
2023Q4,2024-02-14,-4,5.812327238041993
2023Q4,2024-02-14,-3,2.5909362512112724
2023Q4,2024-02-14,-2,7.60410483402052
2023Q4,2024-02-14,-1,7.055036692248363
2023Q4,2024-02-14,0,3.9742498933553305
2023Q4,2024-02-14,1,10.687811213495959
2023Q4,2024-02-14,2,7.8134742135907995
2023Q4,2024-02-14,3,5.3779287940218135
2023Q4,2024-02-14,4,6.602769721668845
2023Q4,2024-02-14,5,8.018796243363859
2023Q4,2024-02-14,6,6.408133141030481
2023Q4,2024-02-14,7,3.953569275980895
2023Q4,2024-02-14,8,5.763527998050643
2023Q4,2024-02-14,9,7.347146664303427
2023Q4,2024-02-14,10,9.428489211814316
2023Q4,2024-02-14,11,9.480822318803849
2023Q4,2024-02-14,12,8.66187138872252
2023Q4,2024-02-14,13,11.526418130374514
2023Q4,2024-02-14,14,14.219778391863434
2023Q4,2024-02-14,15,12.349108037218691
2023Q4,2024-02-14,16,14.933908859132439
2023Q4,2024-02-14,17,13.909900434771608
2023Q4,2024-02-14,18,15.104386229775368
2023Q4,2024-02-14,19,14.522462034472227
2023Q4,2024-02-14,20,16.037749332675943
2023Q4,2024-02-14,21,13.016748710014724
2023Q4,2024-02-14,22,12.909757350526773
2023Q4,2024-02-14,23,12.591389912207584
2023Q4,2024-02-14,24,13.482590290892338
2023Q4,2024-02-14,25,15.539108123659574
2023Q4,2024-02-14,26,15.1774069647002
2023Q4,2024-02-14,27,15.669786621222602
2023Q4,2024-02-14,28,15.577505786327816
2023Q4,2024-02-14,29,14.482489559745536
2023Q4,2024-02-14,30,13.609048584804562
2023Q4,2024-02-14,31,12.201621535912157
2023Q4,2024-02-14,32,10.72608357132476
2023Q4,2024-02-14,33,9.913724280265603
2023Q4,2024-02-14,34,11.196323216988423
2023Q4,2024-02-14,35,12.1120299594758
2023Q4,2024-02-14,36,10.969283767463821
2023Q4,2024-02-14,37,12.340844340037304
2023Q4,2024-02-14,38,11.521936794788612
2023Q4,2024-02-14,39,13.617240559824982
2023Q4,2024-02-14,40,10.872437175168393
2023Q4,2024-02-14,41,9.843172305624503
2023Q4,2024-02-14,42,10.618466189833864
2023Q4,2024-02-14,43,13.171062287885846
2023Q4,2024-02-14,44,15.046525131548382
2023Q4,2024-02-14,45,13.418624889341379
2023Q4,2024-02-14,46,13.584015979898645
2023Q4,2024-02-14,47,15.270188877825209
2023Q4,2024-02-14,48,16.317858978637357
2023Q4,2024-02-14,49,16.94746305555721
2023Q4,2024-02-14,50,16.249492852869274
2023Q4,2024-02-14,51,14.355146148165465
2023Q4,2024-02-14,52,13.62483648321906
2023Q4,2024-02-14,53,12.59058581279593
2023Q4,2024-02-14,54,12.882263586068076
2023Q4,2024-02-14,55,11.8064226014283
2023Q4,2024-02-14,56,12.33614993655474
2023Q4,2024-02-14,57,10.697043207503754
2023Q4,2024-02-14,58,9.346037294979048
2023Q4,2024-02-14,59,1.0754424053906586
2023Q4,2024-02-14,60,0.2804834252371009
2024Q1,2024-05-09,-21,0.0
2024Q1,2024-05-09,-20,1.6100998999559524
2024Q1,2024-05-09,-19,-0.5449227404492607
2024Q1,2024-05-09,-18,-1.2523384989154618
2024Q1,2024-05-09,-17,-0.6001154702855449
2024Q1,2024-05-09,-16,1.666655740317724
2024Q1,2024-05-09,-15,3.3003513337635626
2024Q1,2024-05-09,-14,2.122964162198515
2024Q1,2024-05-09,-13,2.1699598659320034
2024Q1,2024-05-09,-12,3.4520127234742404
2024Q1,2024-05-09,-11,4.302684976033122
2024Q1,2024-05-09,-10,4.878675390524856
2024Q1,2024-05-09,-9,4.145679904510158
2024Q1,2024-05-09,-8,2.511133190927506
2024Q1,2024-05-09,-7,2.0765929370468728
2024Q1,2024-05-09,-6,1.2733150434280138
2024Q1,2024-05-09,-5,1.3999024559177453
2024Q1,2024-05-09,-4,0.30364019283497523
2024Q1,2024-05-09,-3,0.6442689385353528
2024Q1,2024-05-09,-2,-0.7380665872070535
2024Q1,2024-05-09,-1,-1.870395913797307
2024Q1,2024-05-09,0,-8.858808905062043
2024Q1,2024-05-09,1,-9.551510553316977
2024Q1,2024-05-09,2,-8.030982870286651
2024Q1,2024-05-09,3,-10.197227923545913
2024Q1,2024-05-09,4,-12.348722457594608
2024Q1,2024-05-09,5,-11.271623376111094
2024Q1,2024-05-09,6,-12.176010311010167
2024Q1,2024-05-09,7,-12.451615534077066
2024Q1,2024-05-09,8,-14.0709198526066
2024Q1,2024-05-09,9,-14.917604187546342
2024Q1,2024-05-09,10,-15.49191355377253
2024Q1,2024-05-09,11,-14.330524781119557
2024Q1,2024-05-09,12,-13.1404352535626
2024Q1,2024-05-09,13,-12.650893579863487
2024Q1,2024-05-09,14,-12.215450579855636
2024Q1,2024-05-09,15,-12.39195198770906
2024Q1,2024-05-09,16,-12.120442013617271
2024Q1,2024-05-09,17,-11.88546812746064
2024Q1,2024-05-09,18,-14.786096495507707
2024Q1,2024-05-09,19,-13.988426964853096
2024Q1,2024-05-09,20,-14.107027669532657
2024Q1,2024-05-09,21,-13.653907671124577
2024Q1,2024-05-09,22,-14.581234833813783
2024Q1,2024-05-09,23,-15.000071803916583
2024Q1,2024-05-09,24,-17.595320776720126
2024Q1,2024-05-09,25,-18.23988293474792
2024Q1,2024-05-09,26,-17.376547737109426
2024Q1,2024-05-09,27,-18.789600669530095
2024Q1,2024-05-09,28,-17.568313838295335
2024Q1,2024-05-09,29,-16.219656948013284
2024Q1,2024-05-09,30,-15.70881225303058
2024Q1,2024-05-09,31,-15.374915968617398
2024Q1,2024-05-09,32,-16.16888518912355
2024Q1,2024-05-09,33,-15.447678515305462
2024Q1,2024-05-09,34,-14.86403497987202
2024Q1,2024-05-09,35,-15.506056349800811
2024Q1,2024-05-09,36,-14.971379305713917
2024Q1,2024-05-09,37,-16.90351013198437
2024Q1,2024-05-09,38,-18.216814056833442
2024Q1,2024-05-09,39,-18.823318952137758
2024Q1,2024-05-09,40,-18.615864991591035
2024Q1,2024-05-09,41,-20.18225375893157
2024Q1,2024-05-09,42,-21.305744986768893
2024Q1,2024-05-09,43,-21.479403410100872
2024Q1,2024-05-09,44,-21.508763468082947
2024Q1,2024-05-09,45,-19.03157928069328
2024Q1,2024-05-09,46,-17.73658090067768
2024Q1,2024-05-09,47,-17.914408307114137
2024Q1,2024-05-09,48,-16.250826779289017
2024Q1,2024-05-09,49,-16.502104101362036
2024Q1,2024-05-09,50,-17.005889236008876
2024Q1,2024-05-09,51,-15.88694707610684
2024Q1,2024-05-09,52,-17.339818892937288
2024Q1,2024-05-09,53,-18.37002118401071
2024Q1,2024-05-09,54,-18.463954276003435
2024Q1,2024-05-09,55,-17.81961251946954
2024Q1,2024-05-09,56,-20.557614523484467
2024Q1,2024-05-09,57,-20.739542007308977
2024Q1,2024-05-09,58,-22.526824599575157
2024Q1,2024-05-09,59,-21.291554523126898
2024Q1,2024-05-09,60,-19.022683874786217
2024Q2,2024-08-07,-21,0.0
2024Q2,2024-08-07,-20,-1.442774174095407
2024Q2,2024-08-07,-19,-3.057660652868344
2024Q2,2024-08-07,-18,-3.1266056675992915
2024Q2,2024-08-07,-17,-3.105178811053133
2024Q2,2024-08-07,-16,-0.4932941520664591
2024Q2,2024-08-07,-15,0.2953371346346545
2024Q2,2024-08-07,-14,0.018725681463860333
2024Q2,2024-08-07,-13,1.600642981920719
2024Q2,2024-08-07,-12,1.6148400204801128
2024Q2,2024-08-07,-11,1.0183392668868696
2024Q2,2024-08-07,-10,1.5168848159523574
2024Q2,2024-08-07,-9,-0.21153136652657434
2024Q2,2024-08-07,-8,-1.1098418700801531
2024Q2,2024-08-07,-7,-1.172034374549857
2024Q2,2024-08-07,-6,-0.7450632552184366
2024Q2,2024-08-07,-5,-3.091306983206831
2024Q2,2024-08-07,-4,-3.7312090902187904
2024Q2,2024-08-07,-3,-6.039263835170361
