window,shape_id,rmse_pct,weight_0,weight_1,weight_2,weight_3,lambda_Q1,lambda_Q2,lambda_Q3,lambda_Q4
W1,1568,0.9372267979814966,0.55,0.05,0.35,0.05,0.10159521226822397,0.14515252776110796,0.17742021732944985,0.12943683509087806
W1,1569,0.8751151627142385,0.55,0.05,0.4,0.0,0.10192761216451889,0.14616741880749665,0.17504012656268977,0.12870572607191583
W1,1576,0.980446778484709,0.55,0.1,0.3,0.05,0.10215776524134709,0.14258994153408294,0.17796429433377195,0.12970807292102898
W1,1577,0.9168782110494225,0.55,0.1,0.35,0.0,0.10249395625136197,0.14356898460890555,0.17556934040264907,0.12897392172543912
W1,1584,0.9678252210747704,0.55,0.15,0.3,0.0,0.10306674426126429,0.14106184138663952,0.17610201418363622,0.12924335180043936
W1,1613,0.9729826738127121,0.6,0.0,0.35,0.05,0.09991025863031554,0.14567968129583883,0.1777593246494047,0.13029595903557864
W1,1614,0.9110547965381277,0.6,0.0,0.4,0.0,0.10023172640224325,0.14670197571814717,0.17536996141609412,0.12955507212434444
W1,1622,0.9489878704378457,0.6,0.05,0.35,0.0,0.10077926481895597,0.14408442044890976,0.17590134682992295,0.12982691484915376
W1,1629,0.9963303256358361,0.6,0.1,0.3,0.0,0.10133292674387781,0.14155916887596676,0.17643621500323534,0.13010001768528348
W1,1658,0.9901870112214236,0.65,0.0,0.35,0.0,0.09912126657316542,0.14460375758078406,0.1762347319579512,0.13069151534903542
W1,1771,0.755254272095433,0.4042918468325968,0.008933545147399864,0.5867746080200034,0.0,0.10493770094443304,0.15500486255099108,0.17216253706520934,0.12534064171883677
W2,817,0.7978213039865216,0.2,0.0,0.75,0.05,0.10979411531315886,0.16409109104100955,0.1705166693751804,0.12191153458541792
W2,818,0.7661436867863862,0.2,0.0,0.8,0.0,0.11016355258152066,0.1653530767977924,0.16840205301518996,0.12128256883642913
W2,833,0.8004695794867508,0.2,0.05,0.7,0.05,0.11044400131852548,0.16088478635236758,0.17099867233582317,0.12214231927108347
W2,834,0.7654862516598758,0.2,0.05,0.75,0.0,0.11081794673495672,0.16209757008615297,0.16887190418929804,0.1215110143256534
W2,848,0.8175199644719651,0.2,0.1,0.65,0.05,0.1111017803409158,0.1578019338954053,0.17148367043715057,0.12237409365726222
W2,849,0.780329921430721,0.2,0.1,0.7,0.0,0.11148031840124957,0.15896835225328368,0.16934463558956486,0.12174043470521044
W2,863,0.809024553401956,0.2,0.15,0.65,0.0,0.11215081746255046,0.15595818286333515,0.1698202759439568,0.12197083686868732
W2,968,0.7817930452566677,0.25,0.0,0.65,0.1,0.10813922832983838,0.16032418198346265,0.17349149887822188,0.12349639200494104
W2,969,0.7355689105206873,0.25,0.0,0.7,0.05,0.10849760336112811,0.16152799308339513,0.17130220001320226,0.12285105429998279
W2,970,0.6997199553935021,0.25,0.0,0.75,0.0,0.10885859395729174,0.16275051234579258,0.16916773973745902,0.1222124390249492
W2,983,0.7964214395104298,0.25,0.05,0.6,0.1,0.10876958746406366,0.15726235796185614,0.17399123988036438,0.12373335481981361
W2,984,0.747930171658158,0.25,0.05,0.65,0.05,0.10913226878278179,0.1584203080389,0.17178911034904695,0.12308558386062488
W2,985,0.7091796233876713,0.25,0.05,0.7,0.0,0.10949761383620987,0.15959589858125076,0.1696423096417085,0.12244457269139626
W2,997,0.8243364255047967,0.25,0.1,0.55,0.1,0.10940748492398995,0.15431579250735583,0.17449414977937255,0.12397134815614197
W2,998,0.7748473370683384,0.25,0.1,0.6,0.05,0.10977455199547703,0.15543046589507303,0.17227906568589385,0.1233211283163419
W2,999,0.7344790494294577,0.25,0.1,0.65,0.0,0.11014433217914264,0.156561792207128,0.1701198070515655,0.1226777059413639
W2,1011,0.8141842287306179,0.25,0.15,0.55,0.05,0.11042459389341802,0.152551860463609,0.1727720970343253,0.12355769494607884
W2,1012,0.773294258124195,0.25,0.15,0.6,0.0,0.11079889192202276,0.15364138812801667,0.1706002613656706,0.12291184590902347
W2,1024,0.8230905482456925,0.25,0.2,0.55,0.0,0.1114614396386627,0.1508283862531587,0.17108370240111495,0.12314699980108257
W2,1102,0.7951327726150962,0.3,0.0,0.55,0.15,0.10653349764011764,0.15672721941989576,0.1765741193179141,0.12512315339435331
W2,1103,0.7360779602428607,0.3,0.0,0.6,0.1,0.10688130007638767,0.15787680895801393,0.17430602757965818,0.12446079365839938
W2,1104,0.6853231191845768,0.3,0.0,0.65,0.05,0.10723160311815133,0.15904383771471287,0.17209577272318777,0.12380542265090545
W2,1105,0.6450004785064605,0.3,0.0,0.7,0.0,0.10758443587949179,0.16022871607673322,0.16994115878891664,0.12315693014320991
W2,1116,0.8207239015322687,0.3,0.05,0.5,0.15,0.107145197145162,0.15380027455200726,0.17709261524868555,0.12536654669599534
W2,1117,0.7607525004835205,0.3,0.05,0.55,0.1,0.10749711588541436,0.15490704665968166,0.1748109614661693,0.12470165451775003
W2,1118,0.7085188930903956,0.3,0.05,0.6,0.05,0.10785158058647774,0.15603028518213888,0.17258767251284732,0.12404379046129331
W2,1119,0.665982988917883,0.3,0.05,0.65,0.0,0.1082086210755367,0.15717036999622838,0.1704205252459505,0.12339284348361006
W2,1130,0.7982726193630256,0.3,0.1,0.5,0.1,0.10812021107591296,0.15204742213488295,0.1753191181385361,0.12494357250223467
W2,1131,0.745881793271815,0.3,0.1,0.55,0.05,0.10847891335976596,0.15312930143933012,0.17308266834882988,0.12428319923392167
W2,1132,0.702528645919947,0.3,0.1,0.6,0.0,0.1088402386419355,0.154227097922712,0.17090286759586565,0.12362978195165783
W2,1143,0.7947588871451962,0.3,0.15,0.5,0.05,0.10911373590006458,0.15033466870818615,0.17358079198128892,0.1245236565053845
W2,1144,0.7516375745630948,0.3,0.15,0.55,0.0,0.10947942496872401,0.15139249781862874,0.1713882159284873,0.12386775293277334
W2,1155,0.8104423913973837,0.3,0.2,0.5,0.0,0.11012631987662776,0.14866063580631134,0.17187660076494227,0.12410676388817704
W2,1221,0.7676103051834038,0.35,0.0,0.5,0.15,0.10531245567805021,0.15438786717877143,0.17741931364375113,0.12611344256656684
W2,1222,0.7046602392209939,0.35,0.0,0.55,0.1,0.10565253896546319,0.15550311925753504,0.17512906757630634,0.12544064504630162
W2,1223,0.6496555179422645,0.35,0.0,0.6,0.05,0.10599504198394649,0.1566350283929958,0.17289752264071695,0.12477500072346394
W2,1224,0.6049113043184269,0.35,0.0,0.65,0.0,0.10633999262082729,0.15778398039755906,0.17072243828585318,0.12411639592567048
W2,1234,0.8026925826096631,0.35,0.05,0.45,0.15,0.10591024951519099,0.15154699795421023,0.1779433109003917,0.1263608955797299
W2,1235,0.7397896979642494,0.35,0.05,0.5,0.1,0.10625431288269713,0.15262132305466428,0.1756392830739849,0.12568550251031127
W2,1236,0.6843251472165912,0.35,0.05,0.55,0.05,0.10660083938683787,0.15371138975182694,0.17339449592061587,0.12501730333512065
W2,1237,0.6383489158994082,0.35,0.05,0.6,0.0,0.10694985759051462,0.1548175555997749,0.17120668094841662,0.12435618353388152
W2,1247,0.7867983110574522,0.35,0.1,0.45,0.1,0.10686311904695077,0.1498448431260622,0.1761527765552859,0.1259314446377456
W2,1248,0.7321029804425971,0.35,0.1,0.5,0.05,0.10721374161491055,0.1508953563028407,0.173894617514023,0.12526067388727877
W2,1249,0.686248249590224,0.35,0.1,0.55,0.0,0.10756690104399017,0.1519610936818131,0.1716939490329331,0.12459702270215306
W2,1259,0.7900022988633018,0.35,0.15,0.45,0.05,0.10783387706328003,0.14818107050794868,0.1743979199337678,0.12550512018576665
W2,1260,0.7451414296499361,0.35,0.15,0.5,0.0,0.10819125319818139,0.14920856621628492,0.17218427334169886,0.1248389210783938
W2,1270,0.8120983568458702,0.35,0.2,0.45,0.0,0.1088230475075935,0.14655437927495268,0.1726776851216509,0.12508188638975565
W2,1324,0.8270143910815996,0.4,0.0,0.4,0.2,0.10378900974338508,0.15105053498663829,0.18064828250749926,0.12781074683501745
W2,1325,0.7553558734070447,0.4,0.0,0.45,0.15,0.10411931416246195,0.1521173983660812,0.1782735262794823,0.12711981558746044
W2,1326,0.6893595999842776,0.4,0.0,0.5,0.1,0.10445193461043675,0.15319983069518647,0.17596076497612428,0.1264363271177977
W2,1327,0.6308734371189695,0.4,0.0,0.55,0.05,0.10478689739139607,0.15429818406770357,0.1737075881363069,0.1257601616097687
W2,1328,0.582275728988984,0.4,0.0,0.6,0.0,0.10512422923024077,0.1554128215366402,0.1715117093681509,0.12509120180929115
W2,1337,0.7996369028210757,0.4,0.05,0.4,0.15,0.10470367481963097,0.14935885865590803,0.1788031209311244,0.12737143242390753
W2,1338,0.7346853441208606,0.4,0.05,0.45,0.1,0.10504014511516786,0.15040214464591364,0.17647635297449724,0.12668528314786065
W2,1339,0.6768494472541202,0.4,0.05,0.5,0.05,0.10537899930386925,0.15146048939348866,0.17420972096174853,0.12600649888903767
W2,1340,0.6281725374590686,0.4,0.05,0.55,0.0,0.10572026475104153,0.15253422974810077,0.17200090977536728,0.12533496151022203
W2,1349,0.7904667878264247,0.4,0.1,0.4,0.1,0.10563515187209507,0.1477052310878227,0.17699527550463792,0.12693535235607753
W2,1350,0.7342638240726964,0.4,0.1,0.45,0.05,0.10597796688486517,0.14872572427678915,0.17471505562802625,0.12625393203872923
W2,1351,0.6866284217615931,0.4,0.1,0.5,0.0,0.10632323637963101,0.14976078839272453,0.17249318631066735,0.1255798001312595
W2,1360,0.800098369260622,0.4,0.15,0.4,0.05,0.10658392280303607,0.14608836566925806,0.17522362543464348,0.12650246914612576
W2,1361,0.7541024341396805,0.4,0.15,0.45,0.0,0.1069332685072798,0.1470868157538362,0.17298857051091526,0.12582572559465338
W2,1370,0.8279006016665634,0.4,0.2,0.4,0.0,0.10755048858269323,0.14450703382028576,0.1734870943714659,0.12607274590552947
W2,1415,0.7590436673209908,0.45,0.0,0.4,0.15,0.10295312047353006,0.14991281136870058,0.17913691545371963,0.12814267466025495
W2,1416,0.6911583473024208,0.45,0.0,0.45,0.1,0.10327852307677104,0.15096385340296445,0.17680126946129068,0.12744823367026467
W2,1417,0.6303715504866189,0.45,0.0,0.5,0.05,0.10360619390505092,0.15203012325730542,0.17452611091658712,0.12676129092018923
W2,1418,0.5789961496000597,0.45,0.0,0.55,0.0,0.10393615858114273,0.15311196288153422,0.1723091062925105,0.12608172542945695
W2,1426,0.8116822352364366,0.45,0.05,0.35,0.15,0.10352449911999105,0.1472330695583216,0.1796722059635924,0.12839856307678052
W2,1427,0.7457030946848215,0.45,0.05,0.4,0.1,0.1038536270013755,0.1482466439490862,0.17732232308154824,0.12770139377896428
W2,1428,0.6865547157633737,0.45,0.05,0.45,0.05,0.1041850629202847,0.14927463323766807,0.17503349142517413,0.12701176619364882
W2,1429,0.6361843838315449,0.45,0.05,0.5,0.0,0.1045188331069149,0.15031735504815544,0.17280334792829496,0.12632955842008223
W2,1437,0.8090313996864097,0.45,0.1,0.35,0.1,0.10443530169823474,0.14562592118397513,0.1778467691753339,0.12795569660109773
W2,1438,0.7521696799013847,0.45,0.1,0.4,0.05,0.10477056913373257,0.14661766449304972,0.17554412860182833,0.12726336626188253
W2,1439,0.7035661585335311,0.45,0.1,0.45,0.0,0.10510821222594957,0.1476233623487931,0.17330071761195945,0.12657849865996923
W2,1447,0.824464572860196,0.45,0.15,0.35,0.05,0.10536282980524649,0.14405400489507142,0.17605805655765872,0.12751609950652223
W2,1448,0.777934965671153,0.45,0.15,0.4,0.0,0.10570441482797241,0.14502462517229925,0.17380124763788052,0.12682855435821322
W2,1492,0.7784240188374569,0.5,0.0,0.35,0.15,0.10181296516572032,0.1477712766616795,0.18000964335246253,0.12918243574980703
W2,1493,0.7098849834253627,0.5,0.0,0.4,0.1,0.1021313842265423,0.14879227593204228,0.17765073440243975,0.12847677190454562
W2,1494,0.648128762978161,0.5,0.0,0.45,0.05,0.10245200052032992,0.14982784951995926,0.1753532361293829,0.12777878732153708
W2,1495,0.5953031013448814,0.5,0.0,0.5,0.0,0.10277483862428913,0.15087831978549518,0.17311476652922628,0.1270883571417141
W2,1503,0.7721336265194625,0.5,0.05,0.35,0.1,0.10269381797482681,0.14615211607603204,0.17817734906908536,0.12873424531372973
W2,1504,0.7127030338923681,0.5,0.05,0.4,0.05,0.10301807849000515,0.14715103892801365,0.17586595460689836,0.128033507529228
W2,1505,0.6616681217550179,0.5,0.05,0.45,0.0,0.10334459954812433,0.14816406880453387,0.173614134882934,0.127340368139626
W2,1513,0.7847276952792357,0.5,0.1,0.35,0.05,0.10359057527991178,0.1445685898175277,0.17638198592092658,0.1282893824955926
W2,1514,0.7358881792998,0.5,0.1,0.4,0.0,0.10392084380676492,0.1455461551118767,0.17411668445599743,0.1275935157288042
W2,1522,0.8153237050649461,0.5,0.15,0.35,0.0,0.10450368509098255,0.14301951866557927,0.17462244832413637,0.12784780841838805
W2,1557,0.8123899974481081,0.55,0.0,0.3,0.15,0.10069797953432845,0.14569012463630965,0.18089187624840905,0.13023952918611642
W2,1558,0.7442642176313778,0.55,0.0,0.35,0.1,0.10100963924405874,0.1466823525428888,0.178509316977404,0.12952236300966755
W2,1559,0.6827063453541028,0.55,0.0,0.4,0.05,0.10132342814732663,0.14768853817694177,0.17618911247288388,0.12881306310367496
W2,1560,0.6296410973628759,0.55,0.0,0.45,0.0,0.10163936982886324,0.1487089856936586,0.1739288308626712,0.12811150057092144
W2,1567,0.8124925036967225,0.55,0.05,0.3,0.1,0.10155981992775263,0.14411600735855554,0.17904159049274523,0.129784262817144
W2,1568,0.7535900046143827,0.55,0.05,0.35,0.05,0.10187713733843574,0.14508708074764692,0.17670726142174745,0.12907213896063924
W2,1569,0.7027154877640864,0.55,0.05,0.4,0.0,0.10219664466068157,0.14607167062216544,0.17443341349208136,0.12836779797089806
W2,1577,0.781696991680887,0.55,0.1,0.35,0.0,0.10276019125979095,0.14352665441064394,0.17494123180348758,0.1286252623631467
W2,1612,0.7922993705880833,0.6,0.0,0.3,0.1,0.09991244832825853,0.1446314915678775,0.1793771782946758,0.13058544277890585
W2,1613,0.7317493555610786,0.6,0.0,0.35,0.05,0.10021962726459743,0.14560952416443637,0.17703389230908886,0.12986454477634132
W2,1614,0.6792916130216726,0.6,0.0,0.4,0.0,0.1005288927968185,0.14660121945689972,0.17475144349566024,0.12915157318953427
W2,1621,0.807019136530941,0.6,0.05,0.3,0.05,0.10076137143924822,0.14308027873670776,0.17755756651950666,0.13012809094300937
W2,1622,0.7568270707437479,0.6,0.05,0.35,0.0,0.10107409026238563,0.1440376110512604,0.1752613300924034,0.12941226922863844
W2,1657,0.7926365692570772,0.65,0.0,0.3,0.05,0.09913978572962034,0.14358829090322145,0.17788773178172387,0.13093367369811368
W2,1658,0.741231587354296,0.65,0.0,0.35,0.0,0.09944258603688527,0.1445524337162618,0.17558275215787056,0.1302090069268643
W2,1665,0.8214854758537158,0.65,0.05,0.3,0.0,0.09997609710433263,0.1420594811735699,0.17609803461541126,0.130474217858626
W2,1693,0.8127331805682817,0.7,0.0,0.3,0.0,0.0983796638858563,0.1425601842538789,0.17642290821850526,0.1312842488112957
W2,1771,0.5779116644855878,0.4358577841408632,0.0,0.5641422158591369,0.0,0.1042694444683812,0.15375580020970303,0.17208273504753027,0.1257999449140628
