quarter,metric,row,source_url
2017Q2,onboard_other_revenue_usd_m,"Onboard and other | 83,367 | 75,790 | 151,778 | 139,755",https://www.nclhltd.com/investors/news-events/press-releases/detail/150/norwegian-cruise-line-holdings-reports-financial-results
2017Q2,advance_ticket_sales_current_usd_m,"Advance ticket sales | 1,543,869 | 1,172,870",https://www.nclhltd.com/investors/news-events/press-releases/detail/150/norwegian-cruise-line-holdings-reports-financial-results
2017Q2,advance_ticket_sales_current_usd_m,"Advance ticket sales | 400,920 | 358,625",https://www.nclhltd.com/investors/news-events/press-releases/detail/150/norwegian-cruise-line-holdings-reports-financial-results
2017Q2,capacity_days,"Capacity Days | 4,189,750 | 3,974,508 | 8,220,366 | 7,965,450",https://www.nclhltd.com/investors/news-events/press-releases/detail/150/norwegian-cruise-line-holdings-reports-financial-results
2017Q2,occupancy_pct,Occupancy Percentage | 107.8 | % | 106.6 | % | 106.4 | % | 107.0 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/150/norwegian-cruise-line-holdings-reports-financial-results
2017Q2,passenger_ticket_revenue_usd_m,"Passenger ticket revenue | $ | 938,014 | $ | 948,291 | $ | 818,478 | $ | 1,724,708 | $ | 1,742,798 | $ | 1,558,590",https://www.nclhltd.com/investors/news-events/press-releases/detail/150/norwegian-cruise-line-holdings-reports-financial-results
2017Q2,onboard_other_revenue_usd_m,"Onboard and other revenue | 406,089 | 406,089 | 368,357 | 770,176 | 770,176 | 705,877",https://www.nclhltd.com/investors/news-events/press-releases/detail/150/norwegian-cruise-line-holdings-reports-financial-results
2017Q2,total_revenue_usd_m,"Total revenue | 1,344,103 | 1,354,380 | 1,186,835 | 2,494,884 | 2,512,974 | 2,264,467",https://www.nclhltd.com/investors/news-events/press-releases/detail/150/norwegian-cruise-line-holdings-reports-financial-results
2017Q2,capacity_days,"Capacity Days | 4,189,750 | 4,189,750 | 3,974,508 | 8,220,366 | 8,220,366 | 7,965,450",https://www.nclhltd.com/investors/news-events/press-releases/detail/150/norwegian-cruise-line-holdings-reports-financial-results
2017Q2,net_yield_usd_per_capacity_day,Net Yield | $ | 247.61 | $ | 249.56 | $ | 230.85 | $ | 234.25 | $ | 235.91 | $ | 220.42,https://www.nclhltd.com/investors/news-events/press-releases/detail/150/norwegian-cruise-line-holdings-reports-financial-results
2017Q2,capacity_days,"Capacity Days | 4,189,750 | 4,189,750 | 3,974,508 | 8,220,366 | 8,220,366 | 7,965,450",https://www.nclhltd.com/investors/news-events/press-releases/detail/150/norwegian-cruise-line-holdings-reports-financial-results
2017Q3,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 1,192,023 | $ | 1,071,815 | $ | 2,916,731 | $ | 2,630,405",https://www.nclhltd.com/investors/news-events/press-releases/detail/145/norwegian-cruise-line-holdings-reports-financial-results
2017Q3,onboard_other_revenue_usd_m,"Onboard and other | 459,715 | 412,921 | 1,229,891 | 1,118,798",https://www.nclhltd.com/investors/news-events/press-releases/detail/145/norwegian-cruise-line-holdings-reports-financial-results
2017Q3,total_revenue_usd_m,"Total revenue | 1,651,738 | 1,484,736 | 4,146,622 | 3,749,203",https://www.nclhltd.com/investors/news-events/press-releases/detail/145/norwegian-cruise-line-holdings-reports-financial-results
2017Q3,onboard_other_revenue_usd_m,"Onboard and other | 98,476 | 90,661 | 250,254 | 230,416",https://www.nclhltd.com/investors/news-events/press-releases/detail/145/norwegian-cruise-line-holdings-reports-financial-results
2017Q3,advance_ticket_sales_current_usd_m,"Advance ticket sales | 1,327,002 | 1,172,870",https://www.nclhltd.com/investors/news-events/press-releases/detail/145/norwegian-cruise-line-holdings-reports-financial-results
2017Q3,advance_ticket_sales_current_usd_m,"Advance ticket sales | 187,131 | 180,447",https://www.nclhltd.com/investors/news-events/press-releases/detail/145/norwegian-cruise-line-holdings-reports-financial-results
2017Q3,capacity_days,"Capacity Days | 4,590,789 | 4,209,562 | 12,811,155 | 12,175,012",https://www.nclhltd.com/investors/news-events/press-releases/detail/145/norwegian-cruise-line-holdings-reports-financial-results
2017Q3,occupancy_pct,Occupancy Percentage | 110.5 | % | 111.0 | % | 107.9 | % | 108.4 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/145/norwegian-cruise-line-holdings-reports-financial-results
2017Q3,passenger_ticket_revenue_usd_m,"Passenger ticket revenue | $ | 1,192,023 | $ | 1,190,650 | $ | 1,071,815 | $ | 2,916,731 | $ | 2,933,448 | $ | 2,630,405",https://www.nclhltd.com/investors/news-events/press-releases/detail/145/norwegian-cruise-line-holdings-reports-financial-results
2017Q3,onboard_other_revenue_usd_m,"Onboard and other revenue | 459,715 | 459,715 | 412,921 | 1,229,891 | 1,229,891 | 1,118,798",https://www.nclhltd.com/investors/news-events/press-releases/detail/145/norwegian-cruise-line-holdings-reports-financial-results
2017Q3,total_revenue_usd_m,"Total revenue | 1,651,738 | 1,650,365 | 1,484,736 | 4,146,622 | 4,163,339 | 3,749,203",https://www.nclhltd.com/investors/news-events/press-releases/detail/145/norwegian-cruise-line-holdings-reports-financial-results
2017Q3,capacity_days,"Capacity Days | 4,590,789 | 4,590,789 | 4,209,562 | 12,811,155 | 12,811,155 | 12,175,012",https://www.nclhltd.com/investors/news-events/press-releases/detail/145/norwegian-cruise-line-holdings-reports-financial-results
2017Q3,net_yield_usd_per_capacity_day,Net Yield | $ | 280.36 | $ | 280.16 | $ | 271.89 | $ | 250.78 | $ | 251.77 | $ | 238.22,https://www.nclhltd.com/investors/news-events/press-releases/detail/145/norwegian-cruise-line-holdings-reports-financial-results
2017Q3,capacity_days,"Capacity Days | 4,590,789 | 4,590,789 | 4,209,562 | 12,811,155 | 12,811,155 | 12,175,012",https://www.nclhltd.com/investors/news-events/press-releases/detail/145/norwegian-cruise-line-holdings-reports-financial-results
2017Q4,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 833,299 | $ | 758,549 | $ | 3,750,030 | $ | 3,388,954",https://www.nclhltd.com/investors/news-events/press-releases/detail/137/norwegian-cruise-line-holdings-reports-financial-results
2017Q4,onboard_other_revenue_usd_m,"Onboard and other | 416,254 | 366,588 | 1,646,145 | 1,485,386",https://www.nclhltd.com/investors/news-events/press-releases/detail/137/norwegian-cruise-line-holdings-reports-financial-results
2017Q4,total_revenue_usd_m,"Total revenue | 1,249,553 | 1,125,137 | 5,396,175 | 4,874,340",https://www.nclhltd.com/investors/news-events/press-releases/detail/137/norwegian-cruise-line-holdings-reports-financial-results
2017Q4,onboard_other_revenue_usd_m,"Onboard and other | 69,039 | 68,470 | 319,293 | 298,886",https://www.nclhltd.com/investors/news-events/press-releases/detail/137/norwegian-cruise-line-holdings-reports-financial-results
2017Q4,advance_ticket_sales_current_usd_m,"Advance ticket sales | 1,303,498 | 1,172,870",https://www.nclhltd.com/investors/news-events/press-releases/detail/137/norwegian-cruise-line-holdings-reports-financial-results
2017Q4,advance_ticket_sales_current_usd_m,"Advance ticket sales | 154,012 | 134,971",https://www.nclhltd.com/investors/news-events/press-releases/detail/137/norwegian-cruise-line-holdings-reports-financial-results
2017Q4,capacity_days,"Capacity Days | 4,552,267 | 4,201,051 | 17,363,422 | 16,376,063",https://www.nclhltd.com/investors/news-events/press-releases/detail/137/norwegian-cruise-line-holdings-reports-financial-results
2017Q4,occupancy_pct,Occupancy Percentage | 103.3 | % | 104.5 | % | 106.7 | % | 107.4 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/137/norwegian-cruise-line-holdings-reports-financial-results
2017Q4,passenger_ticket_revenue_usd_m,"Passenger ticket revenue | $ | 833,299 | $ | 827,438 | $ | 758,549 | $ | 3,750,030 | $ | 3,760,886 | $ | 3,388,954",https://www.nclhltd.com/investors/news-events/press-releases/detail/137/norwegian-cruise-line-holdings-reports-financial-results
2017Q4,onboard_other_revenue_usd_m,"Onboard and other revenue | 416,254 | 416,254 | 366,588 | 1,646,145 | 1,646,145 | 1,485,386",https://www.nclhltd.com/investors/news-events/press-releases/detail/137/norwegian-cruise-line-holdings-reports-financial-results
2017Q4,total_revenue_usd_m,"Total revenue | 1,249,553 | 1,243,692 | 1,125,137 | 5,396,175 | 5,407,031 | 4,874,340",https://www.nclhltd.com/investors/news-events/press-releases/detail/137/norwegian-cruise-line-holdings-reports-financial-results
2017Q4,capacity_days,"Capacity Days | 4,552,267 | 4,552,267 | 4,201,051 | 17,363,422 | 17,363,422 | 16,376,063",https://www.nclhltd.com/investors/news-events/press-releases/detail/137/norwegian-cruise-line-holdings-reports-financial-results
2017Q4,net_yield_usd_per_capacity_day,Net Yield | $ | 213.02 | $ | 212.06 | $ | 205.09 | $ | 240.88 | $ | 241.36 | $ | 229.72,https://www.nclhltd.com/investors/news-events/press-releases/detail/137/norwegian-cruise-line-holdings-reports-financial-results
2017Q4,capacity_days,"Capacity Days | 4,552,267 | 4,552,267 | 4,201,051 | 17,363,422 | 17,363,422 | 16,376,063",https://www.nclhltd.com/investors/news-events/press-releases/detail/137/norwegian-cruise-line-holdings-reports-financial-results
2017Q4,total_revenue_usd_m,"Total Revenue | $ | 1,249,553 | $ | 1,125,137 | $ | 5,396,175 | $ | 4,874,340",https://www.nclhltd.com/investors/news-events/press-releases/detail/137/norwegian-cruise-line-holdings-reports-financial-results
2018Q1,net_yield_usd_per_capacity_day,Net Yield | Approx. 2.75% | Approx. 2.0% | Approx. 3.0% | Approx. 2.5%,https://www.nclhltd.com/investors/news-events/press-releases/detail/128/norwegian-cruise-line-holdings-reports-financial-results
2018Q1,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 889,866 | $ | 786,694",https://www.nclhltd.com/investors/news-events/press-releases/detail/128/norwegian-cruise-line-holdings-reports-financial-results
2018Q1,onboard_other_revenue_usd_m,"Onboard and other | 403,537 | 364,087",https://www.nclhltd.com/investors/news-events/press-releases/detail/128/norwegian-cruise-line-holdings-reports-financial-results
2018Q1,total_revenue_usd_m,"Total revenue | 1,293,403 | 1,150,781",https://www.nclhltd.com/investors/news-events/press-releases/detail/128/norwegian-cruise-line-holdings-reports-financial-results
2018Q1,onboard_other_revenue_usd_m,"Onboard and other | 70,688 | 68,411",https://www.nclhltd.com/investors/news-events/press-releases/detail/128/norwegian-cruise-line-holdings-reports-financial-results
2018Q1,advance_ticket_sales_current_usd_m,"Advance ticket sales | 1,720,505 | 1,303,498",https://www.nclhltd.com/investors/news-events/press-releases/detail/128/norwegian-cruise-line-holdings-reports-financial-results
2018Q1,advance_ticket_sales_current_usd_m,"Advance ticket sales | 375,638 | 222,935",https://www.nclhltd.com/investors/news-events/press-releases/detail/128/norwegian-cruise-line-holdings-reports-financial-results
2018Q1,capacity_days,"Capacity Days | 4,466,471 | 4,030,616",https://www.nclhltd.com/investors/news-events/press-releases/detail/128/norwegian-cruise-line-holdings-reports-financial-results
2018Q1,occupancy_pct,Occupancy Percentage | 105.8 | % | 105.0 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/128/norwegian-cruise-line-holdings-reports-financial-results
2018Q1,passenger_ticket_revenue_usd_m,"Passenger ticket revenue | $ | 889,866 | $ | 876,793 | $ | 786,694",https://www.nclhltd.com/investors/news-events/press-releases/detail/128/norwegian-cruise-line-holdings-reports-financial-results
2018Q1,onboard_other_revenue_usd_m,"Onboard and other revenue | 403,537 | 403,537 | 364,087",https://www.nclhltd.com/investors/news-events/press-releases/detail/128/norwegian-cruise-line-holdings-reports-financial-results
2018Q1,total_revenue_usd_m,"Total revenue | 1,293,403 | 1,280,330 | 1,150,781",https://www.nclhltd.com/investors/news-events/press-releases/detail/128/norwegian-cruise-line-holdings-reports-financial-results
2018Q1,capacity_days,"Capacity Days | 4,466,471 | 4,466,471 | 4,030,616",https://www.nclhltd.com/investors/news-events/press-releases/detail/128/norwegian-cruise-line-holdings-reports-financial-results
2018Q1,net_yield_usd_per_capacity_day,Net Yield | $ | 224.87 | $ | 222.63 | $ | 220.37,https://www.nclhltd.com/investors/news-events/press-releases/detail/128/norwegian-cruise-line-holdings-reports-financial-results
2018Q1,capacity_days,"Capacity Days | 4,466,471 | 4,466,471 | 4,030,616",https://www.nclhltd.com/investors/news-events/press-releases/detail/128/norwegian-cruise-line-holdings-reports-financial-results
2018Q2,net_yield_usd_per_capacity_day,Net Yield | Approx. 3.5% | Approx. 3.5% | Approx. 3.5% | Approx. 3.25%,https://www.nclhltd.com/investors/news-events/press-releases/detail/121/norwegian-cruise-line-holdings-reports-financial-results
2018Q2,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 1,077,046 | $ | 938,014 | $ | 1,966,912 | $ | 1,724,708",https://www.nclhltd.com/investors/news-events/press-releases/detail/121/norwegian-cruise-line-holdings-reports-financial-results
2018Q2,onboard_other_revenue_usd_m,"Onboard and other | 445,128 | 406,089 | 848,665 | 770,176",https://www.nclhltd.com/investors/news-events/press-releases/detail/121/norwegian-cruise-line-holdings-reports-financial-results
2018Q2,total_revenue_usd_m,"Total revenue | 1,522,174 | 1,344,103 | 2,815,577 | 2,494,884",https://www.nclhltd.com/investors/news-events/press-releases/detail/121/norwegian-cruise-line-holdings-reports-financial-results
2018Q2,onboard_other_revenue_usd_m,"Onboard and other | 92,797 | 83,367 | 163,485 | 151,778",https://www.nclhltd.com/investors/news-events/press-releases/detail/121/norwegian-cruise-line-holdings-reports-financial-results
2018Q2,advance_ticket_sales_current_usd_m,"Advance ticket sales | 1,951,701 | 1,303,498",https://www.nclhltd.com/investors/news-events/press-releases/detail/121/norwegian-cruise-line-holdings-reports-financial-results
2018Q2,advance_ticket_sales_current_usd_m,"Advance ticket sales | 612,332 | 400,920",https://www.nclhltd.com/investors/news-events/press-releases/detail/121/norwegian-cruise-line-holdings-reports-financial-results
2018Q2,capacity_days,"Capacity Days | 4,550,217 | 4,189,750 | 9,016,688 | 8,220,366",https://www.nclhltd.com/investors/news-events/press-releases/detail/121/norwegian-cruise-line-holdings-reports-financial-results
2018Q2,occupancy_pct,Occupancy Percentage | 109.0 | % | 107.8 | % | 107.4 | % | 106.4 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/121/norwegian-cruise-line-holdings-reports-financial-results
2018Q2,passenger_ticket_revenue_usd_m,"Passenger ticket revenue | $ | 1,077,046 | $ | 1,067,224 | $ | 938,014 | $ | 1,966,912 | $ | 1,944,016 | $ | 1,724,708",https://www.nclhltd.com/investors/news-events/press-releases/detail/121/norwegian-cruise-line-holdings-reports-financial-results
2018Q2,onboard_other_revenue_usd_m,"Onboard and other revenue | 445,128 | 445,128 | 406,089 | 848,665 | 848,665 | 770,176",https://www.nclhltd.com/investors/news-events/press-releases/detail/121/norwegian-cruise-line-holdings-reports-financial-results
2018Q2,total_revenue_usd_m,"Total revenue | 1,522,174 | 1,512,352 | 1,344,103 | 2,815,577 | 2,792,681 | 2,494,884",https://www.nclhltd.com/investors/news-events/press-releases/detail/121/norwegian-cruise-line-holdings-reports-financial-results
2018Q2,capacity_days,"Capacity Days | 4,550,217 | 4,550,217 | 4,189,750 | 9,016,688 | 9,016,688 | 8,220,366",https://www.nclhltd.com/investors/news-events/press-releases/detail/121/norwegian-cruise-line-holdings-reports-financial-results
2018Q2,net_yield_usd_per_capacity_day,Net Yield | $ | 259.22 | $ | 257.54 | $ | 247.61 | $ | 242.20 | $ | 240.24 | $ | 234.25,https://www.nclhltd.com/investors/news-events/press-releases/detail/121/norwegian-cruise-line-holdings-reports-financial-results
2018Q2,capacity_days,"Capacity Days | 4,550,217 | 4,550,217 | 4,189,750 | 9,016,688 | 9,016,688 | 8,220,366",https://www.nclhltd.com/investors/news-events/press-releases/detail/121/norwegian-cruise-line-holdings-reports-financial-results
2018Q3,net_yield_usd_per_capacity_day,Net Yield | Approx. 3.75% | Approx. 4.0% | Approx. 3.6% | Approx. 3.3%,https://www.nclhltd.com/investors/news-events/press-releases/detail/117/norwegian-cruise-line-holdings-reports-financial-results
2018Q3,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 1,334,460 | $ | 1,192,023 | $ | 3,301,372 | $ | 2,916,731",https://www.nclhltd.com/investors/news-events/press-releases/detail/117/norwegian-cruise-line-holdings-reports-financial-results
2018Q3,onboard_other_revenue_usd_m,"Onboard and other | 523,896 | 459,715 | 1,372,561 | 1,229,891",https://www.nclhltd.com/investors/news-events/press-releases/detail/117/norwegian-cruise-line-holdings-reports-financial-results
2018Q3,total_revenue_usd_m,"Total revenue | 1,858,356 | 1,651,738 | 4,673,933 | 4,146,622",https://www.nclhltd.com/investors/news-events/press-releases/detail/117/norwegian-cruise-line-holdings-reports-financial-results
2018Q3,onboard_other_revenue_usd_m,"Onboard and other | 117,747 | 98,476 | 281,232 | 250,254",https://www.nclhltd.com/investors/news-events/press-releases/detail/117/norwegian-cruise-line-holdings-reports-financial-results
2018Q3,advance_ticket_sales_current_usd_m,"Advance ticket sales | 1,648,742 | 1,303,498",https://www.nclhltd.com/investors/news-events/press-releases/detail/117/norwegian-cruise-line-holdings-reports-financial-results
2018Q3,advance_ticket_sales_current_usd_m,"Advance ticket sales | 316,268 | 187,131",https://www.nclhltd.com/investors/news-events/press-releases/detail/117/norwegian-cruise-line-holdings-reports-financial-results
2018Q3,capacity_days,"Capacity Days | 4,941,643 | 4,590,789 | 13,958,331 | 12,811,155",https://www.nclhltd.com/investors/news-events/press-releases/detail/117/norwegian-cruise-line-holdings-reports-financial-results
2018Q3,occupancy_pct,Occupancy Percentage | 111.2% | 110.5% | 108.7% | 107.9%,https://www.nclhltd.com/investors/news-events/press-releases/detail/117/norwegian-cruise-line-holdings-reports-financial-results
2018Q3,passenger_ticket_revenue_usd_m,"Passenger ticket revenue | $ | 1,334,460 | $ | 1,336,565 | $ | 1,192,023 | $ | 3,301,372 | $ | 3,280,610 | $ | 2,916,731",https://www.nclhltd.com/investors/news-events/press-releases/detail/117/norwegian-cruise-line-holdings-reports-financial-results
2018Q3,onboard_other_revenue_usd_m,"Onboard and other revenue | 523,896 | 523,896 | 459,715 | 1,372,561 | 1,372,561 | 1,229,891",https://www.nclhltd.com/investors/news-events/press-releases/detail/117/norwegian-cruise-line-holdings-reports-financial-results
2018Q3,total_revenue_usd_m,"Total revenue | 1,858,356 | 1,860,461 | 1,651,738 | 4,673,933 | 4,653,171 | 4,146,622",https://www.nclhltd.com/investors/news-events/press-releases/detail/117/norwegian-cruise-line-holdings-reports-financial-results
2018Q3,capacity_days,"Capacity Days | 4,941,643 | 4,941,643 | 4,590,789 | 13,958,331 | 13,958,331 | 12,811,155",https://www.nclhltd.com/investors/news-events/press-releases/detail/117/norwegian-cruise-line-holdings-reports-financial-results
2018Q3,net_yield_usd_per_capacity_day,Net Yield | $ | 291.25 | $ | 291.62 | $ | 280.36 | $ | 259.57 | $ | 258.44 | $ | 250.78,https://www.nclhltd.com/investors/news-events/press-releases/detail/117/norwegian-cruise-line-holdings-reports-financial-results
2018Q3,capacity_days,"Capacity Days | 4,941,643 | 4,941,643 | 4,590,789 | 13,958,331 | 13,958,331 | 12,811,155",https://www.nclhltd.com/investors/news-events/press-releases/detail/117/norwegian-cruise-line-holdings-reports-financial-results
2018Q4,net_yield_usd_per_capacity_day,Net Yield | Approx. 2.0% | Approx. 2.5% | 2.5% to 3.5% | 3.0% to 4.0%,https://www.nclhltd.com/investors/news-events/press-releases/detail/106/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2018Q4,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 958,443 | $ | 833,299 | $ | 4,259,815 | $ | 3,750,030",https://www.nclhltd.com/investors/news-events/press-releases/detail/106/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2018Q4,onboard_other_revenue_usd_m,"Onboard and other | 422,750 | 416,254 | 1,795,311 | 1,646,145",https://www.nclhltd.com/investors/news-events/press-releases/detail/106/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2018Q4,total_revenue_usd_m,"Total revenue | 1,381,193 | 1,249,553 | 6,055,126 | 5,396,175",https://www.nclhltd.com/investors/news-events/press-releases/detail/106/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2018Q4,onboard_other_revenue_usd_m,"Onboard and other | 67,424 | 69,039 | 348,656 | 319,293",https://www.nclhltd.com/investors/news-events/press-releases/detail/106/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2018Q4,advance_ticket_sales_current_usd_m,"Advance ticket sales | 1,593,219 | 1,303,498",https://www.nclhltd.com/investors/news-events/press-releases/detail/106/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2018Q4,advance_ticket_sales_current_usd_m,"Advance ticket sales | 262,603 | 154,012",https://www.nclhltd.com/investors/news-events/press-releases/detail/106/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2018Q4,capacity_days,"Capacity Days | 4,883,347 | 4,552,267 | 18,841,678 | 17,363,422",https://www.nclhltd.com/investors/news-events/press-releases/detail/106/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2018Q4,occupancy_pct,Occupancy Percentage | 104.4% | 103.3% | 107.6% | 106.7%,https://www.nclhltd.com/investors/news-events/press-releases/detail/106/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2018Q4,passenger_ticket_revenue_usd_m,"Passenger ticket revenue | $ | 958,443 | $ | 963,914 | $ | 833,299 | $ | 4,259,815 | $ | 4,244,494 | $ | 3,750,030",https://www.nclhltd.com/investors/news-events/press-releases/detail/106/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2018Q4,onboard_other_revenue_usd_m,"Onboard and other revenue | 422,750 | 422,750 | 416,254 | 1,795,311 | 1,795,311 | 1,646,145",https://www.nclhltd.com/investors/news-events/press-releases/detail/106/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2018Q4,total_revenue_usd_m,"Total revenue | 1,381,193 | 1,386,664 | 1,249,553 | 6,055,126 | 6,039,805 | 5,396,175",https://www.nclhltd.com/investors/news-events/press-releases/detail/106/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2018Q4,capacity_days,"Capacity Days | 4,883,347 | 4,883,347 | 4,552,267 | 18,841,678 | 18,841,678 | 17,363,422",https://www.nclhltd.com/investors/news-events/press-releases/detail/106/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2018Q4,net_yield_usd_per_capacity_day,Net Yield | $ | 222.06 | $ | 222.95 | $ | 213.02 | $ | 249.85 | $ | 249.24 | $ | 240.88,https://www.nclhltd.com/investors/news-events/press-releases/detail/106/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2018Q4,capacity_days,"Capacity Days | 4,883,347 | 4,883,347 | 4,552,267 | 18,841,678 | 18,841,678 | 17,363,422",https://www.nclhltd.com/investors/news-events/press-releases/detail/106/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2018Q4,total_revenue_usd_m,"Total Revenue | $ | 1,381,193 | $ | 1,249,553 | $ | 6,055,126 | $ | 5,396,175",https://www.nclhltd.com/investors/news-events/press-releases/detail/106/norwegian-cruise-line-holdings-reports-fourth-quarter-and
2019Q1,net_yield_usd_per_capacity_day,Net Yield | Approx. 5.0% | Approx. 5.5% | 3.0% to 4.0% | 3.5% to 4.5%,https://www.nclhltd.com/investors/news-events/press-releases/detail/101/norwegian-cruise-line-holdings-reports-record-first-quarter
2019Q1,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 973,273 | $ | 889,866",https://www.nclhltd.com/investors/news-events/press-releases/detail/101/norwegian-cruise-line-holdings-reports-record-first-quarter
2019Q1,onboard_other_revenue_usd_m,"Onboard and other | 430,357 | 403,537",https://www.nclhltd.com/investors/news-events/press-releases/detail/101/norwegian-cruise-line-holdings-reports-record-first-quarter
2019Q1,total_revenue_usd_m,"Total revenue | 1,403,630 | 1,293,403",https://www.nclhltd.com/investors/news-events/press-releases/detail/101/norwegian-cruise-line-holdings-reports-record-first-quarter
2019Q1,onboard_other_revenue_usd_m,"Onboard and other | 79,413 | 70,688",https://www.nclhltd.com/investors/news-events/press-releases/detail/101/norwegian-cruise-line-holdings-reports-record-first-quarter
2019Q1,advance_ticket_sales_current_usd_m,"Advance ticket sales | 2,023,227 | 1,593,219",https://www.nclhltd.com/investors/news-events/press-releases/detail/101/norwegian-cruise-line-holdings-reports-record-first-quarter
2019Q1,advance_ticket_sales_current_usd_m,"Advance ticket sales | 439,352 | 375,638",https://www.nclhltd.com/investors/news-events/press-releases/detail/101/norwegian-cruise-line-holdings-reports-record-first-quarter
2019Q1,capacity_days,"Capacity Days | 4,716,929 | 4,466,471",https://www.nclhltd.com/investors/news-events/press-releases/detail/101/norwegian-cruise-line-holdings-reports-record-first-quarter
2019Q1,occupancy_pct,Occupancy Percentage | 105.5 | % | 105.8 | %,https://www.nclhltd.com/investors/news-events/press-releases/detail/101/norwegian-cruise-line-holdings-reports-record-first-quarter
2019Q1,passenger_ticket_revenue_usd_m,"Passenger ticket revenue | $ | 973,273 | $ | 984,690 | $ | 889,866",https://www.nclhltd.com/investors/news-events/press-releases/detail/101/norwegian-cruise-line-holdings-reports-record-first-quarter
2019Q1,onboard_other_revenue_usd_m,"Onboard and other revenue | 430,357 | 430,357 | 403,537",https://www.nclhltd.com/investors/news-events/press-releases/detail/101/norwegian-cruise-line-holdings-reports-record-first-quarter
2019Q1,total_revenue_usd_m,"Total revenue | 1,403,630 | 1,415,047 | 1,293,403",https://www.nclhltd.com/investors/news-events/press-releases/detail/101/norwegian-cruise-line-holdings-reports-record-first-quarter
2019Q1,capacity_days,"Capacity Days | 4,716,929 | 4,716,929 | 4,466,471",https://www.nclhltd.com/investors/news-events/press-releases/detail/101/norwegian-cruise-line-holdings-reports-record-first-quarter
2019Q1,net_yield_usd_per_capacity_day,Net Yield | $ | 232.13 | $ | 234.06 | $ | 224.87,https://www.nclhltd.com/investors/news-events/press-releases/detail/101/norwegian-cruise-line-holdings-reports-record-first-quarter
2019Q1,capacity_days,"Capacity Days | 4,716,929 | 4,716,929 | 4,466,471",https://www.nclhltd.com/investors/news-events/press-releases/detail/101/norwegian-cruise-line-holdings-reports-record-first-quarter
2019Q2,net_yield_usd_per_capacity_day,Net Yield | Approx. 1.50% | Approx. 1.75% | Approx. 2.1% | Approx. 2.6%,https://www.nclhltd.com/investors/news-events/press-releases/detail/98/norwegian-cruise-line-holdings-reports-record-second
2019Q2,passenger_ticket_revenue_usd_m,"Passenger ticket | $ | 1,179,404 | $ | 1,077,046 | $ | 2,152,677 | $ | 1,966,912",https://www.nclhltd.com/investors/news-events/press-releases/detail/98/norwegian-cruise-line-holdings-reports-record-second
2019Q2,onboard_other_revenue_usd_m,"Onboard and other | 484,873 | 445,128 | 915,230 | 848,665",https://www.nclhltd.com/investors/news-events/press-releases/detail/98/norwegian-cruise-line-holdings-reports-record-second
2019Q2,total_revenue_usd_m,"Total revenue | 1,664,277 | 1,522,174 | 3,067,907 | 2,815,577",https://www.nclhltd.com/investors/news-events/press-releases/detail/98/norwegian-cruise-line-holdings-reports-record-second
2019Q2,onboard_other_revenue_usd_m,"Onboard and other | 107,063 | 92,797 | 186,476 | 163,485",https://www.nclhltd.com/investors/news-events/press-releases/detail/98/norwegian-cruise-line-holdings-reports-record-second
2019Q2,advance_ticket_sales_current_usd_m,"Advance ticket sales | 2,167,271 | 1,593,219",https://www.nclhltd.com/investors/news-events/press-releases/detail/98/norwegian-cruise-line-holdings-reports-record-second
2019Q2,advance_ticket_sales_current_usd_m,"Advance ticket sales | 558,579 | 612,332",https://www.nclhltd.com/investors/news-events/press-releases/detail/98/norwegian-cruise-line-holdings-reports-record-second
2019Q2,capacity_days,"Capacity Days | 4,626,871 | 4,550,217 | 9,343,800 | 9,016,688",https://www.nclhltd.com/investors/news-events/press-releases/detail/98/norwegian-cruise-line-holdings-reports-record-second
