check,scenario,actual,independent,absolute_difference,tolerance,result
intact source lambda_Q1_pct,minimum_Q4_result_intact_tuple,12.8983420995,12.8983420995,0.0,1e-10,PASS
intact source lambda_Q2_pct,minimum_Q4_result_intact_tuple,13.6647410084,13.6647410084,0.0,1e-10,PASS
intact source lambda_Q3_pct,minimum_Q4_result_intact_tuple,17.0288053434,17.0288053434,0.0,1e-10,PASS
intact source lambda_Q4_pct,minimum_Q4_result_intact_tuple,11.8841845025,11.8841845025,0.0,1e-10,PASS
intact source w,minimum_Q4_result_intact_tuple,0.687639351326,0.687639351326,0.0,1e-12,PASS
intact source lambda_Q1_pct,minimum_Q4_result_intact_tuple,12.8983420995,12.8983420995,0.0,1e-10,PASS
intact source lambda_Q2_pct,minimum_Q4_result_intact_tuple,13.6647410084,13.6647410084,0.0,1e-10,PASS
intact source lambda_Q3_pct,minimum_Q4_result_intact_tuple,17.0288053434,17.0288053434,0.0,1e-10,PASS
intact source lambda_Q4_pct,minimum_Q4_result_intact_tuple,11.8841845025,11.8841845025,0.0,1e-10,PASS
intact source w,minimum_Q4_result_intact_tuple,0.687639351326,0.687639351326,0.0,1e-12,PASS
intact source lambda_Q1_pct,minimum_Q4_result_intact_tuple,12.8983420995,12.8983420995,0.0,1e-10,PASS
intact source lambda_Q2_pct,minimum_Q4_result_intact_tuple,13.6647410084,13.6647410084,0.0,1e-10,PASS
intact source lambda_Q3_pct,minimum_Q4_result_intact_tuple,17.0288053434,17.0288053434,0.0,1e-10,PASS
intact source lambda_Q4_pct,minimum_Q4_result_intact_tuple,11.8841845025,11.8841845025,0.0,1e-10,PASS
intact source w,maximum_Q4_result_intact_tuple,0.848017072564,0.848017072564,0.0,1e-12,PASS
intact source lambda_Q1_pct,maximum_Q4_result_intact_tuple,12.9990081037,12.9990081037,0.0,1e-10,PASS
intact source lambda_Q2_pct,maximum_Q4_result_intact_tuple,13.0464859147,13.0464859147,0.0,1e-10,PASS
intact source lambda_Q3_pct,maximum_Q4_result_intact_tuple,17.3023857026,17.3023857026,0.0,1e-10,PASS
intact source lambda_Q4_pct,maximum_Q4_result_intact_tuple,12.6319527943,12.6319527943,0.0,1e-10,PASS
intact source w,maximum_Q4_result_intact_tuple,0.848017072564,0.848017072564,0.0,1e-12,PASS
intact source lambda_Q1_pct,maximum_Q4_result_intact_tuple,12.9990081037,12.9990081037,0.0,1e-10,PASS
intact source lambda_Q2_pct,maximum_Q4_result_intact_tuple,13.0464859147,13.0464859147,0.0,1e-10,PASS
intact source lambda_Q3_pct,maximum_Q4_result_intact_tuple,17.3023857026,17.3023857026,0.0,1e-10,PASS
intact source lambda_Q4_pct,maximum_Q4_result_intact_tuple,12.6319527943,12.6319527943,0.0,1e-10,PASS
intact source w,maximum_Q4_result_intact_tuple,0.848017072564,0.848017072564,0.0,1e-12,PASS
intact source lambda_Q1_pct,maximum_Q4_result_intact_tuple,12.9990081037,12.9990081037,0.0,1e-10,PASS
intact source lambda_Q2_pct,maximum_Q4_result_intact_tuple,13.0464859147,13.0464859147,0.0,1e-10,PASS
intact source lambda_Q3_pct,maximum_Q4_result_intact_tuple,17.3023857026,17.3023857026,0.0,1e-10,PASS
intact source lambda_Q4_pct,maximum_Q4_result_intact_tuple,12.6319527943,12.6319527943,0.0,1e-10,PASS
intact source w,all22_fullsample_point_not_adopted,0.786478480785,0.786478480785,0.0,1e-12,PASS
intact source lambda_Q1_pct,all22_fullsample_point_not_adopted,12.9319111418,12.9319111418,0.0,1e-10,PASS
intact source lambda_Q2_pct,all22_fullsample_point_not_adopted,13.2242324763,13.2242324763,0.0,1e-10,PASS
intact source lambda_Q3_pct,all22_fullsample_point_not_adopted,17.3027440661,17.3027440661,0.0,1e-10,PASS
intact source lambda_Q4_pct,all22_fullsample_point_not_adopted,12.1115583187,12.1115583187,0.0,1e-10,PASS
intact source w,all22_fullsample_point_not_adopted,0.786478480785,0.786478480785,0.0,1e-12,PASS
intact source lambda_Q1_pct,all22_fullsample_point_not_adopted,12.9319111418,12.9319111418,0.0,1e-10,PASS
intact source lambda_Q2_pct,all22_fullsample_point_not_adopted,13.2242324763,13.2242324763,0.0,1e-10,PASS
intact source lambda_Q3_pct,all22_fullsample_point_not_adopted,17.3027440661,17.3027440661,0.0,1e-10,PASS
intact source lambda_Q4_pct,all22_fullsample_point_not_adopted,12.1115583187,12.1115583187,0.0,1e-10,PASS
intact source w,all22_fullsample_point_not_adopted,0.786478480785,0.786478480785,0.0,1e-12,PASS
intact source lambda_Q1_pct,all22_fullsample_point_not_adopted,12.9319111418,12.9319111418,0.0,1e-10,PASS
intact source lambda_Q2_pct,all22_fullsample_point_not_adopted,13.2242324763,13.2242324763,0.0,1e-10,PASS
intact source lambda_Q3_pct,all22_fullsample_point_not_adopted,17.3027440661,17.3027440661,0.0,1e-10,PASS
intact source lambda_Q4_pct,all22_fullsample_point_not_adopted,12.1115583187,12.1115583187,0.0,1e-10,PASS
