source_id,field,n_rows,nonnull,n_unique,dtype,minimum,maximum,range_basis
PR60_BNPL_adoption,canonical_merchant_name,278,278,144,str,,,
PR60_BNPL_adoption,public_parent_company,278,278,127,str,,,
PR60_BNPL_adoption,ticker,278,278,127,str,,,
PR60_BNPL_adoption,CIK,278,278,127,int64,,,
PR60_BNPL_adoption,exchange,278,278,3,str,,,
PR60_BNPL_adoption,industry,278,0,0,float64,,,
PR60_BNPL_adoption,provider,278,278,5,str,,,
PR60_BNPL_adoption,currently_listed_with_provider,278,278,1,bool,,,
PR60_BNPL_adoption,announcement_date,278,0,0,float64,,,
PR60_BNPL_adoption,announcement_date_precision,278,0,0,float64,,,
PR60_BNPL_adoption,last_confirmed_no_bnpl_date,278,0,0,float64,,,
PR60_BNPL_adoption,first_confirmed_bnpl_date,278,167,13,str,2020-11-29,2026-02-26,"lexical field range, not date inference"
PR60_BNPL_adoption,adoption_date_exact,278,0,0,float64,,,
PR60_BNPL_adoption,adoption_month,278,0,0,float64,,,
PR60_BNPL_adoption,adoption_quarter,278,0,0,float64,,,
PR60_BNPL_adoption,adoption_year,278,0,0,float64,,,
PR60_BNPL_adoption,adoption_period_start,278,0,0,float64,,,
PR60_BNPL_adoption,adoption_period_end,278,0,0,float64,,,
PR60_BNPL_adoption,adoption_date_best,278,0,0,float64,,,"lexical field range, not date inference"
PR60_BNPL_adoption,adoption_period_best,278,0,0,float64,,,
PR60_BNPL_adoption,date_precision,278,278,1,str,,,
PR60_BNPL_adoption,confidence,278,278,1,str,,,
PR60_BNPL_adoption,first_ever_bnpl_flag,278,278,1,bool,,,
PR60_BNPL_adoption,treatment_scope,278,278,3,str,,,
PR60_BNPL_adoption,parent_treatment_eligible,278,278,2,str,,,
PR60_BNPL_adoption,provider_end_date,278,0,0,float64,,,
PR60_BNPL_adoption,provider_end_precision,278,0,0,float64,,,
PR60_BNPL_adoption,replacement_provider,278,0,0,float64,,,
PR60_BNPL_adoption,earlier_external_bnpl_detected,278,278,2,bool,,,
PR60_BNPL_adoption,external_bnpl_provider,278,69,2,str,,,
PR60_BNPL_adoption,external_bnpl_adoption_period,278,0,0,float64,,,
PR60_BNPL_adoption,primary_evidence_type,278,167,1,str,,,
PR60_BNPL_adoption,primary_source_url,278,167,30,str,,,
PR60_BNPL_adoption,secondary_source_url,278,0,0,float64,,,
PR60_BNPL_adoption,wayback_url,278,167,23,str,,,
PR60_BNPL_adoption,wayback_status,278,278,2,str,,,
PR60_BNPL_adoption,evidence_summary,278,278,25,str,,,
PR60_BNPL_adoption,research_notes,278,278,1,str,,,
PR60_BNPL_adoption,manual_review_required,278,278,1,bool,,,
PR60_BNPL_adoption,main_quarterly_sample,278,278,1,bool,,,
PR60_BNPL_adoption,year_only_sample,278,278,1,bool,,,
PR60_BNPL_adoption,interval_timing_sample,278,278,1,bool,,,
PR60_BNPL_adoption,unknown_timing_sample,278,278,1,bool,,,
PR60_BNPL_financial,company_id,4675,4675,124,int64,,,
PR60_BNPL_financial,CIK,4675,4675,124,int64,,,
PR60_BNPL_financial,sec_entity_name,4675,4675,124,str,,,
PR60_BNPL_financial,input_public_parent_company,4675,4675,124,str,,,
PR60_BNPL_financial,ticker,4675,4675,124,str,,,
PR60_BNPL_financial,exchange,4675,4675,3,str,,,
PR60_BNPL_financial,merchant_count,4675,4675,4,int64,,,
PR60_BNPL_financial,merchant_names,4675,4675,124,str,,,
PR60_BNPL_financial,fiscal_year,4675,4675,14,int64,,,
PR60_BNPL_financial,fiscal_quarter,4675,4675,4,str,,,
PR60_BNPL_financial,fiscal_period,4675,4675,50,str,,,
PR60_BNPL_financial,period_start,4675,4555,532,str,,,
PR60_BNPL_financial,period_end,4675,4675,531,str,2015-01-03,2026-07-04,"lexical field range, not date inference"
PR60_BNPL_financial,duration_days,4675,4555,21,float64,,,
PR60_BNPL_financial,calendar_year,4675,4675,12,int64,,,
PR60_BNPL_financial,calendar_quarter,4675,4675,4,str,,,
PR60_BNPL_financial,revenue,4675,4374,4288,float64,,,
PR60_BNPL_financial,gross_profit,4675,3961,3854,float64,,,
PR60_BNPL_financial,cogs,4675,3746,3690,float64,,,
PR60_BNPL_financial,operating_income,4675,4112,3802,float64,,,
PR60_BNPL_financial,net_income,4675,4190,3813,float64,,,
PR60_BNPL_financial,gross_margin,4675,3855,3855,float64,,,
PR60_BNPL_financial,operating_margin,4675,3975,3971,float64,,,
PR60_BNPL_financial,net_margin,4675,4009,4007,float64,,,
PR60_BNPL_financial,revenue_growth_yoy,4675,3790,3787,float64,,,
PR60_BNPL_financial,revenue_growth_qoq,4675,4103,4100,float64,,,
PR60_BNPL_financial,total_assets,4675,4673,4656,float64,,,
PR60_BNPL_financial,total_liabilities,4675,3030,3013,float64,,,
PR60_BNPL_financial,stockholders_equity,4675,4672,4628,float64,,,
PR60_BNPL_financial,cash_and_cash_equivalents,4675,4263,4110,float64,,,
PR60_BNPL_financial,total_debt,4675,2131,1971,float64,,,
PR60_BNPL_financial,sga_expense,4675,3109,3003,float64,,,
PR60_BNPL_financial,inventory,4675,3430,3376,float64,,,
PR60_BNPL_financial,accounts_receivable,4675,3048,2926,float64,,,
PR60_BNPL_financial,current_assets,4675,4460,4415,float64,,,
PR60_BNPL_financial,current_liabilities,4675,4460,4410,float64,,,
PR60_BNPL_financial,diluted_eps,4675,3210,737,float64,,,
PR60_BNPL_financial,weighted_average_diluted_shares,4675,3268,3073,float64,,,
PR60_BNPL_financial,capital_expenditures,4675,3576,2969,float64,,,
PR60_BNPL_financial,currency,4675,4555,3,str,,,
PR60_BNPL_financial,revenue_tag,4675,4374,5,str,,,
PR60_BNPL_financial,gross_profit_tag,4675,3961,2,str,,,
PR60_BNPL_financial,cogs_tag,4675,3746,4,str,,,
PR60_BNPL_financial,operating_income_tag,4675,4112,2,str,,,
PR60_BNPL_financial,net_income_tag,4675,4190,2,str,,,
PR60_BNPL_financial,revenue_source_type,4675,4374,2,str,,,
PR60_BNPL_financial,gross_profit_source_type,4675,3961,3,str,,,
PR60_BNPL_financial,operating_income_source_type,4675,4112,2,str,,,
PR60_BNPL_financial,net_income_source_type,4675,4190,3,str,,,
PR60_BNPL_financial,form,4675,4675,7,str,,,
PR60_BNPL_financial,filing_date,4675,4675,1608,str,2015-02-20,2026-08-07,"lexical field range, not date inference"
PR60_BNPL_financial,accession_number,4675,4675,4675,str,,,
PR60_BNPL_financial,amended_filing_flag,4675,4675,2,bool,,,
PR60_BNPL_financial,restatement_flag,4675,4675,2,bool,,,
PR60_BNPL_financial,concept_transition_flag,4675,4675,2,bool,,,
PR60_BNPL_financial,unusual_duration_flag,4675,4675,2,bool,,,
PR60_BNPL_financial,core_data_quality_flag,4675,4675,4,str,,,
PR60_BNPL_financial,manual_review_required,4675,4675,2,bool,,,
PR60_BNPL_financial,retrieved_at,4675,4675,1,str,2026-08-09T23:09:53.194082+00:00,2026-08-09T23:09:53.194082+00:00,"lexical field range, not date inference"
PR60_Texas_lodging,feature_id,50011,50011,5141,int64,,,
PR60_Texas_lodging,period,50011,50011,10,str,2023,2026Q2,"lexical field range, not date inference"
PR60_Texas_lodging,revenue,50011,50011,46476,int64,,,
PR60_Texas_lodging,revpar_per_night,50011,50011,14910,float64,,,
PR60_Texas_lodging,annual,50011,50011,2,bool,,,
PR60_Texas_lodging,partial,50011,50011,2,bool,,,
