register_id,vendor,period,metric,value,unit,n_estimates,as_of_timestamp,url,source_path,role,pit_usable,vendor_attributed,note
LSEG-AT_PRINT-2020Q4-adj_ebitda-20210224,LSEG,2020Q4,adj_ebitda,-122.079,musd,26.0,2021-02-21,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2021-02-24 (printed_q_at_print); field last changed 2021-02-21; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2021Q4-adj_ebitda-20220214,LSEG,2021Q4,adj_ebitda,278.361,musd,29.0,2022-02-07,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-02-14 (printed_q_at_print); field last changed 2022-02-07; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2021Q4-revenue-20220214,LSEG,2021Q4,revenue,1456.742,musd,31.0,2022-02-14,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-02-14 (printed_q_at_print); field last changed 2022-02-14; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2021Q4-eps_adj-20220214,LSEG,2021Q4,eps_adj,0.033,usd,29.0,2022-01-18,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-02-14 (printed_q_at_print); field last changed 2022-01-18; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2021Q4-free_cash_flow-20220214,LSEG,2021Q4,free_cash_flow,-172.2,musd,,2021-11-16,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-02-14 (printed_q_at_print); field last changed 2021-11-16; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2021Q4-operating_income-20220214,LSEG,2021Q4,operating_income,47.601,musd,29.0,2022-01-18,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-02-14 (printed_q_at_print); field last changed 2022-01-18; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2022Q1-adj_ebitda-20220214,LSEG,2022Q1,adj_ebitda,-8.313,musd,20.0,2022-02-07,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-02-14 (guided_q_pre_guide); field last changed 2022-02-07; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2022Q1-revenue-20220214,LSEG,2022Q1,revenue,1237.204,musd,24.0,2022-02-13,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-02-14 (guided_q_pre_guide); field last changed 2022-02-13; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2022Q1-eps_adj-20220214,LSEG,2022Q1,eps_adj,-0.424,usd,23.0,2022-02-13,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-02-14 (guided_q_pre_guide); field last changed 2022-02-13; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2022Q1-free_cash_flow-20220214,LSEG,2022Q1,free_cash_flow,2.633,musd,,2022-01-20,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-02-14 (guided_q_pre_guide); field last changed 2022-01-20; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2022Q1-operating_income-20220214,LSEG,2022Q1,operating_income,-242.308,musd,,2022-02-13,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-02-14 (guided_q_pre_guide); field last changed 2022-02-13; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2022-adj_ebitda-20220214,LSEG,FY2022,adj_ebitda,1842.942,musd,38.0,2022-02-10,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-02-14 (fy_current_pre_guide); field last changed 2022-02-10; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2022-revenue-20220214,LSEG,FY2022,revenue,7289.356,musd,39.0,2022-02-14,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-02-14 (fy_current_pre_guide); field last changed 2022-02-14; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2022-eps_adj-20220214,LSEG,FY2022,eps_adj,0.981,usd,34.0,2022-02-14,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-02-14 (fy_current_pre_guide); field last changed 2022-02-14; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2022-free_cash_flow-20220214,LSEG,FY2022,free_cash_flow,1406.696,musd,,2022-01-20,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-02-14 (fy_current_pre_guide); field last changed 2022-01-20; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2022-operating_income-20220214,LSEG,FY2022,operating_income,893.475,musd,,2022-02-13,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-02-14 (fy_current_pre_guide); field last changed 2022-02-13; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-FY2021-adj_ebitda-20220214,LSEG,FY2021,adj_ebitda,1507.981,musd,38.0,2022-02-14,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-02-14 (printed_fy_at_print); field last changed 2022-02-14; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-FY2021-revenue-20220214,LSEG,FY2021,revenue,5892.726,musd,39.0,2022-02-14,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-02-14 (printed_fy_at_print); field last changed 2022-02-14; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-FY2021-eps_adj-20220214,LSEG,FY2021,eps_adj,-0.639,usd,34.0,2022-02-14,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-02-14 (printed_fy_at_print); field last changed 2022-02-14; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-FY2021-free_cash_flow-20220214,LSEG,FY2021,free_cash_flow,1341.786,musd,,2021-12-13,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-02-14 (printed_fy_at_print); field last changed 2021-12-13; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-FY2021-operating_income-20220214,LSEG,FY2021,operating_income,355.507,musd,37.0,2022-01-18,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-02-14 (printed_fy_at_print); field last changed 2022-01-18; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2022Q1-adj_ebitda-20220502,LSEG,2022Q1,adj_ebitda,74.162,musd,30.0,2022-05-02,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-05-02 (printed_q_at_print); field last changed 2022-05-02; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2022Q1-revenue-20220502,LSEG,2022Q1,revenue,1451.558,musd,32.0,2022-05-02,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-05-02 (printed_q_at_print); field last changed 2022-05-02; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2022Q1-eps_adj-20220502,LSEG,2022Q1,eps_adj,-0.292,usd,29.0,2022-05-02,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-05-02 (printed_q_at_print); field last changed 2022-05-02; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2022Q1-free_cash_flow-20220502,LSEG,2022Q1,free_cash_flow,98.525,musd,,2022-02-16,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-05-02 (printed_q_at_print); field last changed 2022-02-16; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2022Q1-operating_income-20220502,LSEG,2022Q1,operating_income,-134.029,musd,29.0,2022-05-02,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-05-02 (printed_q_at_print); field last changed 2022-05-02; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2022Q2-adj_ebitda-20220502,LSEG,2022Q2,adj_ebitda,483.964,musd,30.0,2022-05-02,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-05-02 (guided_q_pre_guide); field last changed 2022-05-02; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2022Q2-revenue-20220502,LSEG,2022Q2,revenue,1965.152,musd,31.0,2022-05-02,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-05-02 (guided_q_pre_guide); field last changed 2022-05-02; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2022Q2-eps_adj-20220502,LSEG,2022Q2,eps_adj,0.272,usd,29.0,2022-05-02,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-05-02 (guided_q_pre_guide); field last changed 2022-05-02; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2022Q2-free_cash_flow-20220502,LSEG,2022Q2,free_cash_flow,827.225,musd,,2022-04-29,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-05-02 (guided_q_pre_guide); field last changed 2022-04-29; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2022Q2-operating_income-20220502,LSEG,2022Q2,operating_income,256.127,musd,,2022-05-02,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-05-02 (guided_q_pre_guide); field last changed 2022-05-02; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2022-adj_ebitda-20220502,LSEG,FY2022,adj_ebitda,2123.368,musd,39.0,2022-05-02,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-05-02 (fy_current_pre_guide); field last changed 2022-05-02; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2022-revenue-20220502,LSEG,FY2022,revenue,7881.827,musd,40.0,2022-05-02,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-05-02 (fy_current_pre_guide); field last changed 2022-05-02; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2022-eps_adj-20220502,LSEG,FY2022,eps_adj,1.264,usd,35.0,2022-05-02,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-05-02 (fy_current_pre_guide); field last changed 2022-05-02; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2022-free_cash_flow-20220502,LSEG,FY2022,free_cash_flow,1580.153,musd,,2022-04-29,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-05-02 (fy_current_pre_guide); field last changed 2022-04-29; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2022-operating_income-20220502,LSEG,FY2022,operating_income,1048.529,musd,38.0,2022-05-02,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-05-02 (fy_current_pre_guide); field last changed 2022-05-02; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2022Q2-adj_ebitda-20220801,LSEG,2022Q2,adj_ebitda,591.126,musd,30.0,2022-08-01,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-08-01 (printed_q_at_print); field last changed 2022-08-01; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2022Q2-revenue-20220801,LSEG,2022Q2,revenue,2105.147,musd,31.0,2022-08-01,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-08-01 (printed_q_at_print); field last changed 2022-08-01; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2022Q2-eps_adj-20220801,LSEG,2022Q2,eps_adj,0.427,usd,29.0,2022-07-31,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-08-01 (printed_q_at_print); field last changed 2022-07-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2022Q2-free_cash_flow-20220801,LSEG,2022Q2,free_cash_flow,923.071,musd,,2022-06-03,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-08-01 (printed_q_at_print); field last changed 2022-06-03; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2022Q2-operating_income-20220801,LSEG,2022Q2,operating_income,364.047,musd,29.0,2022-08-01,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-08-01 (printed_q_at_print); field last changed 2022-08-01; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2022Q3-adj_ebitda-20220801,LSEG,2022Q3,adj_ebitda,1258.315,musd,30.0,2022-08-01,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-08-01 (guided_q_pre_guide); field last changed 2022-08-01; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2022Q3-revenue-20220801,LSEG,2022Q3,revenue,2770.327,musd,31.0,2022-08-01,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-08-01 (guided_q_pre_guide); field last changed 2022-08-01; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2022Q3-eps_adj-20220801,LSEG,2022Q3,eps_adj,1.253,usd,29.0,2022-07-31,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-08-01 (guided_q_pre_guide); field last changed 2022-07-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2022Q3-free_cash_flow-20220801,LSEG,2022Q3,free_cash_flow,901.35,musd,,2022-07-14,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-08-01 (guided_q_pre_guide); field last changed 2022-07-14; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2022Q3-operating_income-20220801,LSEG,2022Q3,operating_income,1018.24,musd,,2022-08-01,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-08-01 (guided_q_pre_guide); field last changed 2022-08-01; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2022-adj_ebitda-20220801,LSEG,FY2022,adj_ebitda,2439.748,musd,39.0,2022-08-01,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-08-01 (fy_current_pre_guide); field last changed 2022-08-01; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2022-revenue-20220801,LSEG,FY2022,revenue,8187.623,musd,39.0,2022-08-01,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-08-01 (fy_current_pre_guide); field last changed 2022-08-01; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2022-eps_adj-20220801,LSEG,FY2022,eps_adj,1.831,usd,36.0,2022-07-31,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-08-01 (fy_current_pre_guide); field last changed 2022-07-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2022-free_cash_flow-20220801,LSEG,FY2022,free_cash_flow,2192.463,musd,,2022-07-14,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-08-01 (fy_current_pre_guide); field last changed 2022-07-14; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2022-operating_income-20220801,LSEG,FY2022,operating_income,1448.03,musd,38.0,2022-08-01,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-08-01 (fy_current_pre_guide); field last changed 2022-08-01; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2022Q3-adj_ebitda-20221031,LSEG,2022Q3,adj_ebitda,1386.541,musd,30.0,2022-10-31,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-10-31 (printed_q_at_print); field last changed 2022-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2022Q3-revenue-20221031,LSEG,2022Q3,revenue,2843.034,musd,31.0,2022-10-31,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-10-31 (printed_q_at_print); field last changed 2022-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2022Q3-eps_adj-20221031,LSEG,2022Q3,eps_adj,1.469,usd,29.0,2022-10-31,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-10-31 (printed_q_at_print); field last changed 2022-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2022Q3-free_cash_flow-20221031,LSEG,2022Q3,free_cash_flow,1246.293,musd,,2022-10-31,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-10-31 (printed_q_at_print); field last changed 2022-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2022Q3-operating_income-20221031,LSEG,2022Q3,operating_income,1135.986,musd,29.0,2022-10-31,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-10-31 (printed_q_at_print); field last changed 2022-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2022Q4-adj_ebitda-20221031,LSEG,2022Q4,adj_ebitda,409.04,musd,30.0,2022-10-31,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-10-31 (guided_q_pre_guide); field last changed 2022-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2022Q4-revenue-20221031,LSEG,2022Q4,revenue,1853.085,musd,31.0,2022-10-31,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-10-31 (guided_q_pre_guide); field last changed 2022-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2022Q4-eps_adj-20221031,LSEG,2022Q4,eps_adj,0.203,usd,29.0,2022-10-31,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-10-31 (guided_q_pre_guide); field last changed 2022-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2022Q4-free_cash_flow-20221031,LSEG,2022Q4,free_cash_flow,-42.323,musd,,2022-10-31,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-10-31 (guided_q_pre_guide); field last changed 2022-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-2022Q4-operating_income-20221031,LSEG,2022Q4,operating_income,157.103,musd,,2022-10-31,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-10-31 (guided_q_pre_guide); field last changed 2022-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2022-adj_ebitda-20221031,LSEG,FY2022,adj_ebitda,2714.355,musd,39.0,2022-10-31,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-10-31 (fy_current_pre_guide); field last changed 2022-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2022-revenue-20221031,LSEG,FY2022,revenue,8281.447,musd,39.0,2022-10-31,lseg://desktop/get_data/TR.RevenueMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-10-31 (fy_current_pre_guide); field last changed 2022-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2022-eps_adj-20221031,LSEG,FY2022,eps_adj,2.265,usd,36.0,2022-10-31,lseg://desktop/get_data/TR.EPSMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-10-31 (fy_current_pre_guide); field last changed 2022-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2022-free_cash_flow-20221031,LSEG,FY2022,free_cash_flow,2544.447,musd,,2022-10-31,lseg://desktop/get_data/TR.FCFMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-10-31 (fy_current_pre_guide); field last changed 2022-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-PRE_GUIDE-FY2022-operating_income-20221031,LSEG,FY2022,operating_income,1627.036,musd,38.0,2022-10-31,lseg://desktop/get_data/TR.EBITMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,pre_guide,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2022-10-31 (fy_current_pre_guide); field last changed 2022-10-31; $ fields in USD m; EBITDA is the Street adjusted basis
LSEG-AT_PRINT-2022Q4-adj_ebitda-20230213,LSEG,2022Q4,adj_ebitda,435.075,musd,30.0,2023-02-13,lseg://desktop/get_data/TR.EBITDAMean,data/processed/margin_build/03_consensus_pit/03_consensus_at_dates.csv,at_print,True,True,WS03 LSEG desktop pull 2026-09-13; row date 2023-02-13 (printed_q_at_print); field last changed 2023-02-13; $ fields in USD m; EBITDA is the Street adjusted basis
