scenario,period,line,excel,python,diff
Ambition,FY26,adr,180.6968048189837,180.6968048189837,0.0
Ambition,FY26,rev,14356.236874,14356.236873999998,1.8189894035458565e-12
Ambition,FY26,take,13.435743323444663,13.43574332344466,3.552713678800501e-15
Ambition,FY26,margin,36.500001097979094,36.5,1.0979790943110856e-06
Ambition,FY26,ebitda,5240.02661663848,5240.02645901,0.0001576284803377348
Ambition,FY26,sbc,1775.9,1775.9,0.0
Ambition,FY26,da,91.456539681,91.456539681,0.0
Ambition,FY26,opinc,3438.6700769574795,3438.6699193289996,0.00015762847988298745
Ambition,FY26,pretax,3979.6700769574795,3979.6699193289996,0.00015762847988298745
Ambition,FY26,tax,706.3006138523464,706.30058547922,2.8373126383485214e-05
Ambition,FY26,ni,3273.369463105133,3273.3693338497797,0.0001292553533858154
Ambition,FY26,sh,596.3411080459603,596.3411078689778,1.7698243937047664e-07
Ambition,FY26,eps,5.489089078281105,5.489088863162813,2.1511829206843913e-07
Ambition,FY26,fcf,5379.018631646935,5379.018521307,0.00011033993541786913
Ambition,FY26,netcash,9607.403631646936,9607.403521307,0.00011033993541786913
Ambition,FY27,nights,662.2873600000001,662.28736,1.1368683772161603e-13
Ambition,FY27,gbv,123345.65772539719,123345.65772539719,0.0
Ambition,FY27,adr,186.2419021939316,186.24190219393162,-2.842170943040401e-14
Ambition,FY27,rev,16790.63797052049,16790.63797052049,0.0
Ambition,FY27,take,13.612670506732606,13.612670506732606,0.0
Ambition,FY27,margin,36.99996797198834,37.00000000000001,-3.202801166679592e-05
Ambition,FY27,ebitda,6212.530671385094,6212.536049092581,-0.005377707487241423
Ambition,FY27,sbc,1917.972,1917.9720000000002,-2.2737367544323206e-13
Ambition,FY27,da,109.1391468083832,109.13914680838319,1.4210854715202004e-14
Ambition,FY27,opinc,4185.419524576711,4185.424902284198,-0.0053777074863319285
Ambition,FY27,pretax,4701.419524576711,4701.424902284198,-0.0053777074863319285
Ambition,FY27,tax,846.2555144238081,846.2564824111556,-0.0009679873475079148
Ambition,FY27,ni,3855.164010152903,3855.1684198730422,-0.004409720139392448
Ambition,FY27,sh,577.0512116882735,577.0512097272481,1.96102541849541e-06
Ambition,FY27,eps,6.680800476744316,6.6808081412657385,-7.664521422867665e-06
Ambition,FY27,fcf,6346.649223856322,6346.6559911676895,-0.006767311367184448
Ambition,FY27,netcash,11082.762655503258,11082.769312474691,-0.006656971432676073
