quarter,region,basis,variant,nights_share_of_region_in_global,nights_share_label,pre_existing_single_fee_share,migrated_tranche1_share,migrated_tranche2_share,migrated_split_to_single_share,total_single_fee_share,migrated_share_yoy_change,pre_existing_share_yoy_change,pre_existing_fee_step_in_yoy_window,step_label,label
1Q26,blended,nights,central,1.0,sourced (04 regional shares),0.16118492000000004,0.16600092600000002,0.0,0.16600092600000002,0.327185846,0.16600092600000002,-0.0015939429999999866,1.0,tranche 1 complete; 'over a quarter' of listings at 7 May call (sourced level),"sourced dates and disclosed listing shares, assumed regional split"
2Q26,blended,nights,central,1.0,sourced (04 regional shares),0.16167468767468773,0.18387011721881424,0.03119630392807543,0.21506642114688967,0.3767411088215774,0.21506642114688967,-0.0007016823253122861,1.0,"tranche 2 begins: testing expansion, UK-resident hosts 22 Jun (sourced dates); quarter path assumed","sourced dates and disclosed listing shares, assumed regional split"
3Q26,blended,nights,central,1.0,assumed (prior-year quarter share),0.154494951,0.2103916473996956,0.2516513345643367,0.4620429819640322,0.6165379329640324,0.4599629819640322,0.0,1.0,"tranche 2: 15 Sep non-EEA deadline inside the quarter, EEA lags to 13 Oct (sourced dates); path assumed",assumed path anchored on sourced deadlines
4Q26,blended,nights,central,1.0,assumed (prior-year quarter share),0.12567533393256153,0.22158776724338763,0.6686670713512403,0.8743246660674384,1.0,0.7497247460884864,-0.03276970606743845,0.0,"tranche 2: 13 Oct EEA/CH deadline, complete by year-end (sourced); path assumed",assumed path anchored on sourced deadlines
1Q23,emea,nights,central,0.43285356714643286,sourced (04 regional shares),0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q23,emea,nights,central,0.44059644059644065,sourced (04 regional shares),0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q23,emea,nights,central,0.38549599999999995,sourced (04 regional shares),0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q23,emea,nights,central,0.4080384080384081,sourced (04 regional shares),0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q24,emea,nights,central,0.42096200000000006,sourced (04 regional shares),0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q24,emea,nights,central,0.43114600000000003,sourced (04 regional shares),0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q24,emea,nights,central,0.376958376958377,sourced (04 regional shares),0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q24,emea,nights,central,0.40314700000000003,sourced (04 regional shares),0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q25,emea,nights,central,0.41452100000000003,sourced (04 regional shares),0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q25,emea,nights,central,0.427607,sourced (04 regional shares),0.26,0.0,0.0,0.0,0.26,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q25,emea,nights,central,0.367798,sourced (04 regional shares),0.26,0.0020800000000000003,0.0,0.0020800000000000003,0.26208000000000004,0.0020800000000000003,0.0,0.0,"25 Aug 2025 new PMS-connected hosts default to single fee (sourced date, assumed size)",assumed path anchored on sourced deadlines
4Q25,emea,nights,central,0.40257499999999996,sourced (04 regional shares),0.26,0.029052173913043475,0.0,0.029052173913043475,0.2890521739130435,0.029052173913043475,0.0,0.3333333333333333,"27 Oct 2025 tranche 1 (PMS split-fee hosts), 66/92 of bookings; 1 Dec pre-existing 15% -> 15.5% (sourced dates)","sourced dates and disclosed listing shares, assumed regional split"
1Q26,emea,nights,central,0.39642700000000003,sourced (04 regional shares),0.26,0.041600000000000005,0.0,0.041600000000000005,0.30160000000000003,0.041600000000000005,0.0,1.0,tranche 1 complete; 'over a quarter' of listings at 7 May call (sourced level),"sourced dates and disclosed listing shares, assumed regional split"
2Q26,emea,nights,central,0.41550041550041555,sourced (04 regional shares),0.26,0.0572,0.032093426119111146,0.08929342611911115,0.3492934261191112,0.08929342611911115,0.0,1.0,"tranche 2 begins: testing expansion, UK-resident hosts 22 Jun (sourced dates); quarter path assumed","sourced dates and disclosed listing shares, assumed regional split"
3Q26,emea,nights,central,0.367798,assumed (prior-year quarter share),0.26,0.07280000000000002,0.1723967085274319,0.24519670852743192,0.5051967085274319,0.24311670852743192,0.0,1.0,"tranche 2: 15 Sep non-EEA deadline inside the quarter, EEA lags to 13 Oct (sourced dates); path assumed",assumed path anchored on sourced deadlines
4Q26,emea,nights,central,0.40257499999999996,assumed (prior-year quarter share),0.22140145168778702,0.0884,0.690198548312213,0.778598548312213,1.0,0.7495463743991695,-0.03859854831221299,0.0,"tranche 2: 13 Oct EEA/CH deadline, complete by year-end (sourced); path assumed",assumed path anchored on sourced deadlines
1Q23,latam,nights,central,0.13738886261113736,sourced (04 regional shares),0.10400000000000001,0.0,0.0,0.0,0.10400000000000001,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q23,latam,nights,central,0.1412881412881413,sourced (04 regional shares),0.10400000000000001,0.0,0.0,0.0,0.10400000000000001,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q23,latam,nights,central,0.14502199999999998,sourced (04 regional shares),0.10400000000000001,0.0,0.0,0.0,0.10400000000000001,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q23,latam,nights,central,0.14890714890714893,sourced (04 regional shares),0.10400000000000001,0.0,0.0,0.0,0.10400000000000001,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q24,latam,nights,central,0.149702,sourced (04 regional shares),0.10400000000000001,0.0,0.0,0.0,0.10400000000000001,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q24,latam,nights,central,0.152301,sourced (04 regional shares),0.10400000000000001,0.0,0.0,0.0,0.10400000000000001,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q24,latam,nights,central,0.15354315354315354,sourced (04 regional shares),0.10400000000000001,0.0,0.0,0.0,0.10400000000000001,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q24,latam,nights,central,0.163643,sourced (04 regional shares),0.10400000000000001,0.0,0.0,0.0,0.10400000000000001,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q25,latam,nights,central,0.16693000000000002,sourced (04 regional shares),0.10400000000000001,0.0,0.0,0.0,0.10400000000000001,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q25,latam,nights,central,0.165443,sourced (04 regional shares),0.10400000000000001,0.0,0.0,0.0,0.10400000000000001,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q25,latam,nights,central,0.169649,sourced (04 regional shares),0.10400000000000001,0.0020800000000000003,0.0,0.0020800000000000003,0.10608000000000001,0.0020800000000000003,0.0,0.0,"25 Aug 2025 new PMS-connected hosts default to single fee (sourced date, assumed size)",assumed path anchored on sourced deadlines
4Q25,latam,nights,central,0.17400899999999997,sourced (04 regional shares),0.10400000000000001,0.1036608695652174,0.0,0.1036608695652174,0.2076608695652174,0.1036608695652174,0.0,0.3333333333333333,"27 Oct 2025 tranche 1 (PMS split-fee hosts), 66/92 of bookings; 1 Dec pre-existing 15% -> 15.5% (sourced dates)","sourced dates and disclosed listing shares, assumed regional split"
1Q26,latam,nights,central,0.179409,sourced (04 regional shares),0.10400000000000001,0.1456,0.0,0.1456,0.24960000000000002,0.1456,0.0,1.0,tranche 1 complete; 'over a quarter' of listings at 7 May call (sourced level),"sourced dates and disclosed listing shares, assumed regional split"
2Q26,latam,nights,central,0.17862117862117866,sourced (04 regional shares),0.10400000000000001,0.1612,0.033739242843168135,0.19493924284316816,0.2989392428431682,0.19493924284316816,0.0,1.0,"tranche 2 begins: testing expansion, UK-resident hosts 22 Jun (sourced dates); quarter path assumed","sourced dates and disclosed listing shares, assumed regional split"
3Q26,latam,nights,central,0.169649,assumed (prior-year quarter share),0.10400000000000001,0.1768,0.32952284613635,0.50632284613635,0.61032284613635,0.5042428461363501,0.0,1.0,"tranche 2: 15 Sep non-EEA deadline inside the quarter, EEA lags to 13 Oct (sourced dates); path assumed",assumed path anchored on sourced deadlines
4Q26,latam,nights,central,0.17400899999999997,assumed (prior-year quarter share),0.08200665433844301,0.19240000000000004,0.725593345661557,0.917993345661557,1.0,0.8143324760963396,-0.021993345661557,0.0,"tranche 2: 13 Oct EEA/CH deadline, complete by year-end (sourced); path assumed",assumed path anchored on sourced deadlines
1Q23,na,nights,central,0.31265768734231264,sourced (04 regional shares),0.039,0.0,0.0,0.0,0.039,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q23,na,nights,central,0.31825031825031824,sourced (04 regional shares),0.039,0.0,0.0,0.0,0.039,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q23,na,nights,central,0.33951499999999996,sourced (04 regional shares),0.039,0.0,0.0,0.0,0.039,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q23,na,nights,central,0.33541133541133544,sourced (04 regional shares),0.039,0.0,0.0,0.0,0.039,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q24,na,nights,central,0.30081800000000003,sourced (04 regional shares),0.039,0.0,0.0,0.0,0.039,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q24,na,nights,central,0.308094,sourced (04 regional shares),0.039,0.0,0.0,0.0,0.039,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q24,na,nights,central,0.3284473284473285,sourced (04 regional shares),0.039,0.0,0.0,0.0,0.039,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q24,na,nights,central,0.316028,sourced (04 regional shares),0.039,0.0,0.0,0.0,0.039,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q25,na,nights,central,0.281887,sourced (04 regional shares),0.039,0.0,0.0,0.0,0.039,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q25,na,nights,central,0.290787,sourced (04 regional shares),0.039,0.0,0.0,0.0,0.039,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q25,na,nights,central,0.313935,sourced (04 regional shares),0.039,0.0020800000000000003,0.0,0.0020800000000000003,0.04108,0.0020800000000000003,0.0,0.0,"25 Aug 2025 new PMS-connected hosts default to single fee (sourced date, assumed size)",assumed path anchored on sourced deadlines
4Q25,na,nights,central,0.30056099999999997,sourced (04 regional shares),0.039,0.30756774298958,0.0,0.30756774298958,0.34656774298958,0.30756774298958,0.0,0.3333333333333333,"27 Oct 2025 tranche 1 (PMS split-fee hosts), 66/92 of bookings; 1 Dec pre-existing 15% -> 15.5% (sourced dates)","sourced dates and disclosed listing shares, assumed regional split"
1Q26,na,nights,central,0.27728600000000003,sourced (04 regional shares),0.039,0.42983382356123273,0.0,0.42983382356123273,0.4688338235612327,0.42983382356123273,0.0,1.0,tranche 1 complete; 'over a quarter' of listings at 7 May call (sourced level),"sourced dates and disclosed listing shares, assumed regional split"
2Q26,na,nights,central,0.2825532825532826,sourced (04 regional shares),0.039,0.44543382356123273,0.026800421818244394,0.4722342453794771,0.5112342453794771,0.4722342453794771,0.0,1.0,"tranche 2 begins: testing expansion, UK-resident hosts 22 Jun (sourced dates); quarter path assumed","sourced dates and disclosed listing shares, assumed regional split"
3Q26,na,nights,central,0.313935,assumed (prior-year quarter share),0.039,0.46103382356123274,0.261753096127671,0.7227869196889037,0.7617869196889038,0.7207069196889038,0.0,1.0,"tranche 2: 15 Sep non-EEA deadline inside the quarter, EEA lags to 13 Oct (sourced dates); path assumed",assumed path anchored on sourced deadlines
4Q26,na,nights,central,0.30056099999999997,assumed (prior-year quarter share),0.0,0.4766338235612327,0.5763676387947932,1.0,1.0,0.69243225701042,-0.039,0.0,"tranche 2: 13 Oct EEA/CH deadline, complete by year-end (sourced); path assumed",assumed path anchored on sourced deadlines
1Q23,apac,listings,high_migrant,0.11709988290011711,sourced (04 regional shares),0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q23,apac,listings,high_migrant,0.09986509986509987,sourced (04 regional shares),0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q23,apac,listings,high_migrant,0.129967,sourced (04 regional shares),0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q23,apac,listings,high_migrant,0.10764310764310765,sourced (04 regional shares),0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q24,apac,listings,high_migrant,0.12851800000000002,sourced (04 regional shares),0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q24,apac,listings,high_migrant,0.108459,sourced (04 regional shares),0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q24,apac,listings,high_migrant,0.14105114105114105,sourced (04 regional shares),0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q24,apac,listings,high_migrant,0.117182,sourced (04 regional shares),0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q25,apac,listings,high_migrant,0.136662,sourced (04 regional shares),0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q25,apac,listings,high_migrant,0.116163,sourced (04 regional shares),0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q25,apac,listings,high_migrant,0.148618,sourced (04 regional shares),0.08,0.0032,0.0,0.0032,0.0832,0.0032,0.0,0.0,"25 Aug 2025 new PMS-connected hosts default to single fee (sourced date, assumed size)",assumed path anchored on sourced deadlines
4Q25,apac,listings,high_migrant,0.12285499999999999,sourced (04 regional shares),0.08,0.03034782608695652,0.0,0.03034782608695652,0.11034782608695652,0.03034782608695652,0.0,0.3333333333333333,"27 Oct 2025 tranche 1 (PMS split-fee hosts), 66/92 of bookings; 1 Dec pre-existing 15% -> 15.5% (sourced dates)","sourced dates and disclosed listing shares, assumed regional split"
1Q26,apac,listings,high_migrant,0.146878,sourced (04 regional shares),0.08,0.044,0.0,0.044,0.124,0.044,0.0,1.0,tranche 1 complete; 'over a quarter' of listings at 7 May call (sourced level),"sourced dates and disclosed listing shares, assumed regional split"
2Q26,apac,listings,high_migrant,0.12332512332512334,sourced (04 regional shares),0.08,0.068,0.07276963082035104,0.14076963082035104,0.22076963082035106,0.14076963082035104,0.0,1.0,"tranche 2 begins: testing expansion, UK-resident hosts 22 Jun (sourced dates); quarter path assumed","sourced dates and disclosed listing shares, assumed regional split"
3Q26,apac,listings,high_migrant,0.148618,assumed (prior-year quarter share),0.08,0.09200000000000001,0.4308974819069879,0.5228974819069879,0.6028974819069879,0.519697481906988,0.0,1.0,"tranche 2: 15 Sep non-EEA deadline inside the quarter, EEA lags to 13 Oct (sourced dates); path assumed",assumed path anchored on sourced deadlines
4Q26,apac,listings,high_migrant,0.12285499999999999,assumed (prior-year quarter share),0.05798012188840762,0.116,0.8260198781115924,0.9420198781115924,1.0,0.9116720520246359,-0.02201987811159238,0.0,"tranche 2: 13 Oct EEA/CH deadline, complete by year-end (sourced); path assumed",assumed path anchored on sourced deadlines
1Q23,blended,listings,high_migrant,1.0,sourced (04 regional shares),0.06127547872452127,0.0,0.0,0.0,0.06127547872452127,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q23,blended,listings,high_migrant,1.0,sourced (04 regional shares),0.060882880882880894,0.0,0.0,0.0,0.060882880882880894,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q23,blended,listings,high_migrant,1.0,sourced (04 regional shares),0.05814299,0.0,0.0,0.0,0.05814299,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q23,blended,listings,high_migrant,1.0,sourced (04 regional shares),0.058725688725688736,0.0,0.0,0.0,0.058725688725688736,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q24,blended,listings,high_migrant,1.0,sourced (04 regional shares),0.06137390000000001,0.0,0.0,0.0,0.06137390000000001,0.0,9.842127547873836e-05,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q24,blended,listings,high_migrant,1.0,sourced (04 regional shares),0.0609643,0.0,0.0,0.0,0.0609643,0.0,8.141911711910532e-05,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q24,blended,listings,high_migrant,1.0,sourced (04 regional shares),0.058406128406128424,0.0,0.0,0.0,0.058406128406128424,0.0,0.0002631384061284256,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q24,blended,listings,high_migrant,1.0,sourced (04 regional shares),0.059395260000000005,0.0,0.0,0.0,0.059395260000000005,0.0,0.0006695712743112689,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q25,blended,listings,high_migrant,1.0,sourced (04 regional shares),0.061881130000000006,0.0,0.0,0.0,0.061881130000000006,0.0,0.0005072299999999974,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q25,blended,listings,high_migrant,1.0,sourced (04 regional shares),0.06157933000000001,0.0,0.0,0.0,0.06157933000000001,0.0,0.0006150300000000095,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q25,blended,listings,high_migrant,1.0,sourced (04 regional shares),0.05859455,0.0032000000000000006,0.0,0.0032000000000000006,0.061794550000000004,0.0032000000000000006,0.00018842159387157803,0.0,"25 Aug 2025 new PMS-connected hosts default to single fee (sourced date, assumed size)",assumed path anchored on sourced deadlines
4Q25,blended,listings,high_migrant,1.0,sourced (04 regional shares),0.06005187,0.14630431781357434,0.0,0.14630431781357434,0.20635618781357432,0.14630431781357434,0.000656609999999995,0.3333333333333333,"27 Oct 2025 tranche 1 (PMS split-fee hosts), 66/92 of bookings; 1 Dec pre-existing 15% -> 15.5% (sourced dates)","sourced dates and disclosed listing shares, assumed regional split"
1Q26,blended,listings,high_migrant,1.0,sourced (04 regional shares),0.06134216000000001,0.19588497999999996,0.0,0.19588497999999996,0.25722714,0.19588497999999996,-0.0005389699999999997,1.0,tranche 1 complete; 'over a quarter' of listings at 7 May call (sourced level),"sourced dates and disclosed listing shares, assumed regional split"
2Q26,blended,listings,high_migrant,1.0,sourced (04 regional shares),0.0613864313864314,0.22249752119760705,0.0617827140826282,0.2842802352802352,0.3456666666666666,0.2842802352802352,-0.0001928986135686095,1.0,"tranche 2 begins: testing expansion, UK-resident hosts 22 Jun (sourced dates); quarter path assumed","sourced dates and disclosed listing shares, assumed regional split"
3Q26,blended,listings,high_migrant,1.0,assumed (prior-year quarter share),0.05859455,0.25832247246467543,0.31608297753532455,0.57440545,0.6329999999999999,0.57120545,0.0,1.0,"tranche 2: 15 Sep non-EEA deadline inside the quarter, EEA lags to 13 Oct (sourced dates); path assumed",assumed path anchored on sourced deadlines
4Q26,blended,listings,high_migrant,1.0,assumed (prior-year quarter share),0.039176744623346575,0.27763632180073994,0.6959784748659266,0.9608232553766533,1.0,0.8145189375630789,-0.020875125376653425,0.0,"tranche 2: 13 Oct EEA/CH deadline, complete by year-end (sourced); path assumed",assumed path anchored on sourced deadlines
1Q23,emea,listings,high_migrant,0.43285356714643286,sourced (04 regional shares),0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q23,emea,listings,high_migrant,0.44059644059644065,sourced (04 regional shares),0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q23,emea,listings,high_migrant,0.38549599999999995,sourced (04 regional shares),0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q23,emea,listings,high_migrant,0.4080384080384081,sourced (04 regional shares),0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q24,emea,listings,high_migrant,0.42096200000000006,sourced (04 regional shares),0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q24,emea,listings,high_migrant,0.43114600000000003,sourced (04 regional shares),0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q24,emea,listings,high_migrant,0.376958376958377,sourced (04 regional shares),0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q24,emea,listings,high_migrant,0.40314700000000003,sourced (04 regional shares),0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q25,emea,listings,high_migrant,0.41452100000000003,sourced (04 regional shares),0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q25,emea,listings,high_migrant,0.427607,sourced (04 regional shares),0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q25,emea,listings,high_migrant,0.367798,sourced (04 regional shares),0.1,0.0032,0.0,0.0032,0.1032,0.0032,0.0,0.0,"25 Aug 2025 new PMS-connected hosts default to single fee (sourced date, assumed size)",assumed path anchored on sourced deadlines
4Q25,emea,listings,high_migrant,0.40257499999999996,sourced (04 regional shares),0.1,0.04469565217391304,0.0,0.04469565217391304,0.14469565217391306,0.04469565217391304,0.0,0.3333333333333333,"27 Oct 2025 tranche 1 (PMS split-fee hosts), 66/92 of bookings; 1 Dec pre-existing 15% -> 15.5% (sourced dates)","sourced dates and disclosed listing shares, assumed regional split"
1Q26,emea,listings,high_migrant,0.39642700000000003,sourced (04 regional shares),0.1,0.064,0.0,0.064,0.164,0.064,0.0,1.0,tranche 1 complete; 'over a quarter' of listings at 7 May call (sourced level),"sourced dates and disclosed listing shares, assumed regional split"
2Q26,emea,listings,high_migrant,0.41550041550041555,sourced (04 regional shares),0.1,0.088,0.0695354250061132,0.1575354250061132,0.2575354250061132,0.1575354250061132,0.0,1.0,"tranche 2 begins: testing expansion, UK-resident hosts 22 Jun (sourced dates); quarter path assumed","sourced dates and disclosed listing shares, assumed regional split"
3Q26,emea,listings,high_migrant,0.367798,assumed (prior-year quarter share),0.1,0.11200000000000002,0.28822253789778524,0.4002225378977853,0.5002225378977853,0.3970225378977853,0.0,1.0,"tranche 2: 15 Sep non-EEA deadline inside the quarter, EEA lags to 13 Oct (sourced dates); path assumed",assumed path anchored on sourced deadlines
4Q26,emea,listings,high_migrant,0.40257499999999996,assumed (prior-year quarter share),0.07469211647114504,0.136,0.789307883528855,0.925307883528855,1.0,0.8806122313549419,-0.025307883528854963,0.0,"tranche 2: 13 Oct EEA/CH deadline, complete by year-end (sourced); path assumed",assumed path anchored on sourced deadlines
1Q23,latam,listings,high_migrant,0.13738886261113736,sourced (04 regional shares),0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q23,latam,listings,high_migrant,0.1412881412881413,sourced (04 regional shares),0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
3Q23,latam,listings,high_migrant,0.14502199999999998,sourced (04 regional shares),0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
4Q23,latam,listings,high_migrant,0.14890714890714893,sourced (04 regional shares),0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
1Q24,latam,listings,high_migrant,0.149702,sourced (04 regional shares),0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
2Q24,latam,listings,high_migrant,0.152301,sourced (04 regional shares),0.04,0.0,0.0,0.0,0.04,0.0,0.0,0.0,"pre-migration: pre-existing cohort only (sourced dates, assumed level)","assumed level, sourced dates (no migration in window)"
