model,rule,share_variant,target,window,fx_estimator,fx_estimator_source,n,rmse_pp,bias_pp,mae_pp,rmse_naive_pp,rmse_prior_year_pp,rmse_ar1_pp,ratio_vs_naive,ratio_vs_prior_year,ratio_vs_ar1,sign_accuracy_vs_naive,jackknife_ratio_min,jackknife_ratio_max,jackknife_below_1,jackknife_n,knowable_before_print,scoring,last_q_ratio_vs_naive,last_q_jackknife_max,beats_last_q_ratio,beats_last_q_jackknife_max,in_k_criterion
K_mech_high__central,K_mech_high,central,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,0.805628276232817,-0.0885444670651852,0.6450986348371301,0.932113805392135,4.214249424169417,2.8270416667211404,0.8643024827787995,0.19116767783425578,0.28497219751529196,0.8888888888888888,0.741108419239262,0.9507022875127097,9,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8817436473748929,0.9552389440855495,True,True,False
K_level_mech__central,K_level_mech,central,t1_exfx_integer_fair,1Q24-2Q26,none,none,10,1.0954451150103321,-0.6,0.8,0.9082951062292475,1.746424919657298,1.2649110640673518,1.2060453783110545,0.62725004818718,0.8660254037844386,0.5714285714285714,0.9847319278346619,1.414213562373095,1,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,0.9847319278346619,1.0801234497346435,False,False,False
K_level_mech__central,K_level_mech,central,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,1.1547005383792515,-0.6666666666666666,0.8888888888888888,0.816496580927726,1.8104634152000358,1.1547005383792515,1.414213562373095,0.6377928041432807,1.0,0.5,1.1547005383792517,1.5491933384829666,0,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,1.0801234497346435,1.1832159566199232,False,False,False
K_level_mech__central,K_level_mech,central,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,10,1.352233101160513,-0.7974233670828885,1.0553363795342494,1.19884558755992,4.0710384766601555,2.6820387327036515,1.1279460133917594,0.33215925344677,0.5041810487939461,0.6,0.8463868489176254,1.3465074832696484,1,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.9163461600083855,0.9688631182720406,False,False,True
K_level_mech__central,K_level_mech,central,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,1.3908295831385284,-0.7820505844106813,1.0686205982455264,1.0329163412900277,4.214249424169417,2.8270416667211404,1.3465074832696484,0.3300302006715338,0.4919734998995047,0.5555555555555556,0.9979716797148602,1.50729857559204,1,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.9053688451398634,0.9890838423327626,False,False,True
K_level_mech__central,K_level_mech,central,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,0.9680157111986368,-0.6599233670828888,0.7746192465247105,0.9485339053872491,4.0710384766601555,2.6820387327036515,1.0205388607626356,0.23778102730996256,0.3609253287042654,0.7,0.8373757468305365,1.1452762567599764,2,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8764049039121374,0.9180234624270853,False,False,True
K_level_mech__central,K_level_mech,central,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,1.020128001677477,-0.7257172510773482,0.8531571171238166,0.8984669423654158,4.214249424169417,2.8270416667211404,1.135409611166952,0.24206635606968926,0.3608464684783517,0.6666666666666666,0.9334739308680902,1.34548861180835,1,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8713747315707672,0.9236529428212884,False,False,True
K_level_mech__central,K_level_mech,central,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,1.141288641624366,-0.7286733670828887,0.8887145649204726,1.043177372856859,4.0710384766601555,2.6820387327036515,1.0940504187689752,0.28034336893830325,0.4255302608825043,0.6,0.8350286402310382,1.278105589582584,2,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8934579048734853,0.9445747684183187,False,False,False
K_level_mech__central,K_level_mech,central,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,1.1913398647987805,-0.7538839177440146,0.9317074708968858,0.932113805392135,4.214249424169417,2.8270416667211404,1.278105589582584,0.2826932497080618,0.4214086685819952,0.5555555555555556,0.9690045123629312,1.4669965518422583,1,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8817436473748929,0.9552389440855495,False,False,False
K_level_high__central,K_level_high,central,t1_exfx_integer_fair,1Q24-2Q26,none,none,10,0.9486832980505138,-0.5,0.7,0.9082951062292475,1.746424919657298,1.2649110640673518,1.044465935734187,0.5432144762551112,0.75,0.5714285714285714,0.778498944161523,1.224744871391589,3,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,0.9847319278346619,1.0801234497346435,False,False,False
K_level_high__central,K_level_high,central,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,1.0,-0.5555555555555556,0.7777777777777778,0.816496580927726,1.8104634152000358,1.1547005383792515,1.224744871391589,0.552344770738994,0.8660254037844387,0.5,0.912870929175277,1.3416407864998736,1,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,1.0801234497346435,1.1832159566199232,False,False,False
K_level_high__central,K_level_high,central,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,10,1.11470314381112,-0.6400217142738779,0.8979347267252387,1.19884558755992,4.0710384766601555,2.6820387327036515,0.9298137770018738,0.27381297185027165,0.4156178396004871,0.7,0.7345943411782305,1.0967399021392268,9,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.9163461600083855,0.9688631182720406,False,False,True
K_level_high__central,K_level_high,central,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,1.1328405670644333,-0.6071598590673359,0.8937298729021812,1.0329163412900277,4.214249424169417,2.8270416667211404,1.0967399021392268,0.2688119408802444,0.4007159075155494,0.6666666666666666,0.852327570018795,1.2200943914074343,1,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.9053688451398634,0.9890838423327626,False,False,True
K_level_high__central,K_level_high,central,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,0.7400262487216258,-0.5025217142738778,0.6172175937156995,0.9485339053872491,4.0710384766601555,2.6820387327036515,0.7801790157617003,0.18177824969336495,0.27591929963503403,0.8,0.6921245329434552,0.8678437396581956,10,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8764049039121374,0.9180234624270853,True,True,True
K_level_high__central,K_level_high,central,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,0.779728911221667,-0.5508265257340026,0.6782663917804711,0.8984669423654158,4.214249424169417,2.8270416667211404,0.8678437396581956,0.18502201287607536,0.2758109016928683,0.7777777777777778,0.7714208421178779,0.9811354794910353,9,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8713747315707672,0.9236529428212884,True,False,True
K_level_high__central,K_level_high,central,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,0.9026884007284562,-0.5712717142738777,0.7313129121114619,1.043177372856859,4.0710384766601555,2.6820387327036515,0.8653259016310354,0.22173418549190768,0.3365679957270765,0.7,0.7028407893503099,1.004921475357598,9,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8934579048734853,0.9445747684183187,True,False,False
K_level_high__central,K_level_high,central,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,0.936701180515849,-0.5789931924006692,0.7568167455535403,0.932113805392135,4.214249424169417,2.8270416667211404,1.004921475357598,0.22226999074703863,0.33133617786477615,0.6666666666666666,0.8098132963316773,1.139282942705228,4,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8817436473748929,0.9552389440855495,False,False,False
K_fitted_wf__central,K_fitted_wf,central,t1_exfx_integer_fair,1Q24-2Q26,none,none,10,0.8944271909999159,-0.2,0.8,0.9082951062292475,1.746424919657298,1.2649110640673518,0.9847319278346619,0.5121475197315839,0.7071067811865475,0.2857142857142857,0.9211323729436766,1.0801234497346435,8,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,0.9847319278346619,1.0801234497346435,False,False,False
K_fitted_wf__central,K_fitted_wf,central,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,0.8819171036881969,-0.1111111111111111,0.7777777777777778,0.816496580927726,1.8104634152000358,1.1547005383792515,1.0801234497346435,0.48712230044745475,0.7637626158259734,0.16666666666666666,1.0,1.1832159566199232,0,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,1.0801234497346435,1.1832159566199232,False,False,False
K_fitted_wf__central,K_fitted_wf,central,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,10,1.0311622261459301,-0.2723357258626318,0.8284721264704323,1.19884558755992,4.0710384766601555,2.6820387327036515,0.8601293084330522,0.25329218381445673,0.38446955055956944,0.9,0.8010565187955396,0.9368563384549841,10,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.9163461600083855,0.9688631182720406,True,True,True
K_fitted_wf__central,K_fitted_wf,central,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,0.8456134812000194,-0.07495583688499269,0.6928851708936599,1.0329163412900277,4.214249424169417,2.8270416667211404,0.8186659920046551,0.2006557742762653,0.29911603042652674,0.8888888888888888,0.6998338298738145,0.9360482037685174,9,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.9053688451398634,0.9890838423327626,True,True,True
K_fitted_wf__central,K_fitted_wf,central,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,0.8609388587485493,-0.1348357258626321,0.6797186522576718,0.9485339053872491,4.0710384766601555,2.6820387327036515,0.9076521712706324,0.2114789294388728,0.32100165006963666,0.8,0.8295636799822612,0.9586260292026109,10,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8764049039121374,0.9180234624270853,False,False,True
K_fitted_wf__central,K_fitted_wf,central,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,0.8177187414114236,-0.018622503551659692,0.624047977323926,0.8984669423654158,4.214249424169417,2.8270416667211404,0.9101266867522089,0.19403662648007297,0.2892489173531815,0.7777777777777778,0.8064211414472344,0.9747968645380983,9,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8713747315707672,0.9236529428212884,False,False,True
K_fitted_wf__central,K_fitted_wf,central,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,0.9066427094323001,-0.20358572586263185,0.703066479145064,1.043177372856859,4.0710384766601555,2.6820387327036515,0.8691165405067757,0.22270551227413155,0.33804236246743213,0.9,0.7923671767363373,0.9414318121684941,10,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8934579048734853,0.9445747684183187,True,True,False
K_fitted_wf__central,K_fitted_wf,central,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,0.7896959470012735,-0.0467891702183261,0.6017677849765842,0.932113805392135,4.214249424169417,2.8270416667211404,0.8472097960924986,0.18738709257981667,0.2793365079465485,0.8888888888888888,0.713997132281083,0.9505865073719502,9,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8817436473748929,0.9552389440855495,True,True,False
K_level_fitted__central,K_level_fitted,central,t1_exfx_integer_fair,1Q24-2Q26,none,none,10,0.6324555320336759,-0.2,0.4,0.9082951062292475,1.746424919657298,1.2649110640673518,0.6963106238227914,0.3621429841700741,0.5,0.7142857142857143,0.6030226891555273,0.816496580927726,10,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,0.9847319278346619,1.0801234497346435,True,True,False
K_level_fitted__central,K_level_fitted,central,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,0.6666666666666666,-0.2222222222222222,0.4444444444444444,0.816496580927726,1.8104634152000358,1.1547005383792515,0.816496580927726,0.3682298471593293,0.5773502691896257,0.6666666666666666,0.7071067811865475,0.8944271909999159,9,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,1.0801234497346435,1.1832159566199232,True,True,False
K_level_fitted__central,K_level_fitted,central,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,10,0.6965168137471733,-0.35767314508813064,0.6155861575394914,1.19884558755992,4.0710384766601555,2.6820387327036515,0.5809895961370926,0.1710906978011639,0.25969677665506485,0.8,0.48054199523006824,0.6434563052012878,10,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.9163461600083855,0.9688631182720406,True,True,True
K_level_fitted__central,K_level_fitted,central,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,0.6646365325485136,-0.2934392266387279,0.5800092404735733,1.0329163412900277,4.214249424169417,2.8270416667211404,0.6434563052012878,0.15771172174497156,0.2350996592559502,0.7777777777777778,0.5084859568898387,0.7270938558500525,9,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.9053688451398634,0.9890838423327626,True,True,True
K_level_fitted__central,K_level_fitted,central,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,0.6218982197349504,-0.2201731450881308,0.5151274660186339,0.9485339053872491,4.0710384766601555,2.6820387327036515,0.6556415286821548,0.1527615676688839,0.23187518217085581,0.7,0.5946135332801862,0.7291852497815366,10,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8764049039121374,0.9180234624270853,True,True,True
K_level_fitted__central,K_level_fitted,central,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,0.6551488417891792,-0.2371058933053948,0.5648329165615094,0.8984669423654158,4.214249424169417,2.8270416667211404,0.7291852497815366,0.15546038590686928,0.23174361011418482,0.6666666666666666,0.6670050191495958,0.8133243443414025,9,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8713747315707672,0.9236529428212884,True,True,True
K_level_fitted__central,K_level_fitted,central,t2_reported_usd_yoy,1Q24-2Q26,midpoint,mean of eur and baskets,10,0.5963991186873164,-0.28892314508813066,0.4920831121429525,1.043177372856859,4.0710384766601555,2.6820387327036515,0.5717140097220573,0.14649803044273782,0.22236782467571278,0.8,0.4731503678684123,0.6501365341708873,10,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8934579048734853,0.9445747684183187,True,True,False
K_level_fitted__central,K_level_fitted,central,t2_reported_usd_yoy,2Q24-2Q26,midpoint,mean of eur and baskets,9,0.6060012388904796,-0.26527255997206134,0.4910058566996411,0.932113805392135,4.214249424169417,2.8270416667211404,0.6501365341708873,0.1437981424200861,0.21435879280595535,0.7777777777777778,0.5359902679051259,0.7280469385554896,9,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8817436473748929,0.9552389440855495,True,True,False
K_mech_central__high_migrant,K_mech_central,high_migrant,t1_exfx_integer_fair,1Q24-2Q26,none,none,10,0.8944271909999159,-0.2,0.8,0.9082951062292475,1.746424919657298,1.2649110640673518,0.9847319278346619,0.5121475197315839,0.7071067811865475,0.2857142857142857,0.9211323729436766,1.0801234497346435,8,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,0.9847319278346619,1.0801234497346435,False,False,False
K_mech_central__high_migrant,K_mech_central,high_migrant,t1_exfx_integer_fair,2Q24-2Q26,none,none,9,0.8819171036881969,-0.1111111111111111,0.7777777777777778,0.816496580927726,1.8104634152000358,1.1547005383792515,1.0801234497346435,0.48712230044745475,0.7637626158259734,0.16666666666666666,1.0,1.1832159566199232,0,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX rounded half away from zero to whole points vs disclosed integer ex-FX; naive = last disclosed ex-FX,1.0801234497346435,1.1832159566199232,False,False,False
K_mech_central__high_migrant,K_mech_central,high_migrant,t2_reported_usd_yoy,1Q24-2Q26,eur,est_from_eur,10,1.087698997518909,-0.36239622070070715,0.9334351997016949,1.19884558755992,4.0710384766601555,2.6820387327036515,0.9072886523549425,0.2671797389670578,0.40554932494298657,0.8,0.8599283347710562,0.96307698777945,10,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.9163461600083855,0.9688631182720406,True,True,True
K_mech_central__high_migrant,K_mech_central,high_migrant,t2_reported_usd_yoy,2Q24-2Q26,eur,est_from_eur,9,0.9209593525846982,-0.17502305337174312,0.809510807817285,1.0329163412900277,4.214249424169417,2.8270416667211404,0.8916107876021165,0.2185346095802598,0.3257678736843116,0.7777777777777778,0.8061673902515578,0.9795791540239934,9,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.9053688451398634,0.9890838423327626,True,True,True
K_mech_central__high_migrant,K_mech_central,high_migrant,t2_reported_usd_yoy,1Q24-2Q26,baskets,est_from_regional_baskets,10,0.8271816351622577,-0.2248962207007071,0.6349700648855034,0.9485339053872491,4.0710384766601555,2.6820387327036515,0.8720633289587597,0.20318688705710056,0.3084152458635116,0.9,0.7795030462300474,0.9158862104549084,10,10,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8764049039121374,0.9180234624270853,True,True,True
K_mech_central__high_migrant,K_mech_central,high_migrant,t2_reported_usd_yoy,2Q24-2Q26,baskets,est_from_regional_baskets,9,0.7780397626916753,-0.11868972003840973,0.5743273246881835,0.8984669423654158,4.214249424169417,2.8270416667211404,0.8659637055129831,0.18462119451912096,0.27521340482896434,0.8888888888888888,0.737326829391059,0.9209453187649264,9,9,"share term yes: the tranche dates (3Q25 and 4Q25 letters, host notices) precede each scored print; the level calibration to 'over a quarter' and 'about half' is disclosed at the 1Q26 and 2Q26 prints themselves. Base term as v2: no: the residual is only knowable after the print; the rule uses prior residuals only",model ex-FX + FX estimator vs unrounded adr_usd y/y; naive = last disclosed ex-FX + same FX estimator,0.8713747315707672,0.9236529428212884,True,True,True
