model,target,fx_estimator,window,n,rmse_pp,rmse_naive_pp,ratio_vs_naive,jackknife_ratio_min,jackknife_ratio_max,jackknife_below_1,ratio_below_1,jackknife_max_below_1,criterion_met,in_pass_criterion,verdict
K_mech_high__low_migrant,t1_exfx_integer_fair,none,2Q24-2Q26,9,0.8819171036881969,0.816496580927726,1.0801234497346435,1.0,1.1832159566199232,0,False,False,False,False,PASS
K_mech_high__low_migrant,t2_reported_usd_yoy,midpoint,2Q24-2Q26,9,0.809403051292748,0.932113805392135,0.8683521761081918,0.7474649212812594,0.9465534394187188,9,True,True,True,False,PASS
K_level_mech__low_migrant,t2_reported_usd_yoy,eur,1Q24-2Q26,10,1.3840055971899594,1.19884558755992,1.1544485891689407,0.8629127051705927,1.3797176300332477,1,False,False,False,True,FAIL
K_level_mech__low_migrant,t2_reported_usd_yoy,eur,2Q24-2Q26,9,1.4251328864272903,1.0329163412900277,1.3797176300332477,1.019322200635077,1.5453690212266167,0,False,False,False,True,FAIL
K_level_mech__low_migrant,t2_reported_usd_yoy,baskets,1Q24-2Q26,10,0.9996956666858104,0.9485339053872491,1.053937725375957,0.859140129500443,1.1877049017269714,2,False,False,False,True,FAIL
K_level_mech__low_migrant,t2_reported_usd_yoy,baskets,2Q24-2Q26,9,1.0535295358876164,0.8984669423654158,1.1725857526977717,0.9577537819907457,1.3953617781276881,1,False,False,False,True,FAIL
K_level_mech__low_migrant,t1_exfx_integer_fair,none,1Q24-2Q26,10,1.0954451150103321,0.9082951062292475,1.2060453783110545,0.9847319278346619,1.414213562373095,1,False,False,False,False,FAIL
K_level_mech__low_migrant,t2_reported_usd_yoy,midpoint,1Q24-2Q26,10,1.173531778232597,1.043177372856859,1.1249590038736632,0.8545993478223726,1.3149157831866332,1,False,False,False,False,FAIL
K_level_mech__low_migrant,t1_exfx_integer_fair,none,2Q24-2Q26,9,1.1547005383792515,0.816496580927726,1.414213562373095,1.1547005383792517,1.5491933384829666,0,False,False,False,False,FAIL
K_level_mech__low_migrant,t2_reported_usd_yoy,midpoint,2Q24-2Q26,9,1.225651154436272,0.932113805392135,1.3149157831866332,0.9924873553495555,1.512157026675741,1,False,False,False,False,FAIL
K_level_high__low_migrant,t2_reported_usd_yoy,eur,1Q24-2Q26,10,1.2763598047857292,1.19884558755992,1.0646573820933674,0.8138747676197475,1.2670362964346387,2,False,False,False,True,FAIL
K_level_high__low_migrant,t2_reported_usd_yoy,eur,2Q24-2Q26,9,1.308742495594934,1.0329163412900277,1.2670362964346387,0.9558474037547332,1.4161003553963543,1,False,False,False,True,FAIL
K_level_high__low_migrant,t2_reported_usd_yoy,baskets,1Q24-2Q26,10,0.8947773853010992,0.9485339053872491,0.9433267279315616,0.7946939349488644,1.049462704217392,7,True,False,False,True,FAIL
K_level_high__low_migrant,t2_reported_usd_yoy,baskets,2Q24-2Q26,9,0.9429075469847411,0.8984669423654158,1.049462704217392,0.8858576752103602,1.2292265677370124,2,False,False,False,True,FAIL
K_level_high__low_migrant,t1_exfx_integer_fair,none,1Q24-2Q26,10,1.0954451150103321,0.9082951062292475,1.2060453783110545,0.9847319278346619,1.414213562373095,1,False,False,False,False,FAIL
K_level_high__low_migrant,t2_reported_usd_yoy,midpoint,1Q24-2Q26,10,1.065178780890545,1.043177372856859,1.021090764242166,0.7965237726322557,1.191130384517179,2,False,False,False,False,FAIL
K_level_high__low_migrant,t1_exfx_integer_fair,none,2Q24-2Q26,9,1.1547005383792515,0.816496580927726,1.414213562373095,1.1547005383792517,1.5491933384829666,0,False,False,False,False,FAIL
K_level_high__low_migrant,t2_reported_usd_yoy,midpoint,2Q24-2Q26,9,1.1102690754305047,0.932113805392135,1.191130384517179,0.9227459230146096,1.3599280985183373,1,False,False,False,False,FAIL
K_fitted_wf__low_migrant,t2_reported_usd_yoy,eur,1Q24-2Q26,10,1.0280306392957557,1.19884558755992,0.8575171397912604,0.7977642043735256,0.93403171753227,10,True,True,True,True,FAIL
K_fitted_wf__low_migrant,t2_reported_usd_yoy,eur,2Q24-2Q26,9,0.8413662185392305,1.0329163412900277,0.8145540784923909,0.6936476513847063,0.9313111594712488,9,True,True,True,True,FAIL
K_fitted_wf__low_migrant,t2_reported_usd_yoy,baskets,1Q24-2Q26,10,0.9024512752387827,0.9485339053872491,0.9514169921741988,0.872500709242892,1.004921406234052,9,True,False,False,True,FAIL
K_fitted_wf__low_migrant,t2_reported_usd_yoy,baskets,2Q24-2Q26,9,0.8660254882872066,0.8984669423654158,0.9638924343807244,0.866377491975248,1.0325031637666173,7,True,False,False,True,FAIL
K_fitted_wf__low_migrant,t1_exfx_integer_fair,none,1Q24-2Q26,10,0.9486832980505138,0.9082951062292475,1.044465935734187,0.9847319278346619,1.1547005383792515,3,False,False,False,False,FAIL
K_fitted_wf__low_migrant,t2_reported_usd_yoy,midpoint,1Q24-2Q26,10,0.9248664902327647,1.043177372856859,0.8865860344534826,0.8157890533889818,0.9604643149531384,10,True,True,True,False,FAIL
K_fitted_wf__low_migrant,t1_exfx_integer_fair,none,2Q24-2Q26,9,0.9428090415820634,0.816496580927726,1.1547005383792515,1.0801234497346435,1.2649110640673518,0,False,False,False,False,FAIL
K_fitted_wf__low_migrant,t2_reported_usd_yoy,midpoint,2Q24-2Q26,9,0.8128377875812236,0.932113805392135,0.8720370655161227,0.7532277190024955,0.9786523924912691,9,True,True,True,False,FAIL
K_level_fitted__low_migrant,t2_reported_usd_yoy,eur,1Q24-2Q26,10,0.6927977546298049,1.19884558755992,0.5778873958571231,0.476369531506289,0.6392613261017072,10,True,True,True,True,PASS
K_level_fitted__low_migrant,t2_reported_usd_yoy,eur,2Q24-2Q26,9,0.6603034700851866,1.0329163412900277,0.6392613261017072,0.5022294703424295,0.7222397750099194,9,True,True,True,True,PASS
K_level_fitted__low_migrant,t2_reported_usd_yoy,baskets,1Q24-2Q26,10,0.6793005307298069,0.9485339053872491,0.71615840706556,0.616391481225637,0.7965669990762756,10,True,True,True,True,PASS
K_level_fitted__low_migrant,t2_reported_usd_yoy,baskets,2Q24-2Q26,9,0.7156891160492563,0.8984669423654158,0.7965669990762756,0.6869138067707256,0.8951542422413822,9,True,True,True,True,PASS
K_level_fitted__low_migrant,t1_exfx_integer_fair,none,1Q24-2Q26,10,0.7071067811865476,0.9082951062292475,0.7784989441615231,0.6963106238227913,0.9128709291752769,10,True,True,True,False,PASS
K_level_fitted__low_migrant,t2_reported_usd_yoy,midpoint,1Q24-2Q26,10,0.624863461033647,1.043177372856859,0.5990002058062167,0.5088903549123611,0.6834716195817074,10,True,True,True,False,PASS
K_level_fitted__low_migrant,t1_exfx_integer_fair,none,2Q24-2Q26,9,0.7453559924999299,0.816496580927726,0.9128709291752769,0.8164965809277261,1.0,5,True,False,False,False,PASS
K_level_fitted__low_migrant,t2_reported_usd_yoy,midpoint,2Q24-2Q26,9,0.637073332205831,0.932113805392135,0.6834716195817074,0.5814596017766516,0.7657943944148564,9,True,True,True,False,PASS
