model_name,quarter,target,fx_estimator,fx_est_pp,naive_exfx_pp,actual,naive,prior_year,ar1,last_q,persistence,mean_pre_migration,mean_all_prior,K_mech_central__central,K_mech_high__central,K_level_mech__central,K_level_high__central,K_fitted_wf__central,K_level_fitted__central,K_mech_central__high_migrant,K_mech_high__high_migrant,K_level_mech__high_migrant,K_level_high__high_migrant,K_fitted_wf__high_migrant,K_level_fitted__high_migrant,K_mech_central__low_migrant,K_mech_high__low_migrant,K_level_mech__low_migrant,K_level_high__low_migrant,K_fitted_wf__low_migrant,K_level_fitted__low_migrant
mean_all_prior,4Q25,t2_reported_usd_yoy,baskets,3.364,2.0,5.931828242585202,5.364,0.8932559178204569,3.1652879033478962,,,,5.123517752682375,,,,,,,,,,,,,,,,,,
mean_all_prior,1Q26,t2_reported_usd_yoy,baskets,5.06,3.0,9.0346679117544,8.059999999999999,-0.8907913003239232,5.166274534669446,,,,7.375410773693163,,,,,,,,,,,,,,,,,,
mean_all_prior,2Q26,t2_reported_usd_yoy,baskets,1.696,4.0,5.30146721687299,5.696,2.9198371969562764,10.120127522713869,,,,3.695158127557085,,,,,,,,,,,,,,,,,,
mean_all_prior,1Q24,t2_reported_usd_yoy,midpoint,0.39199999999999996,0.5,2.642047141245607,0.8919999999999999,0.2141964657583317,2.7039855689709773,,,,2.1402687301128522,,,,,,,,,,,,,,,,,,
mean_all_prior,2Q24,t2_reported_usd_yoy,midpoint,-0.8685,2.0,2.120354195530405,1.1315,1.3863442042262086,2.7074837429817324,,,,0.9629355389935188,,,,,,,,,,,,,,,,,,
mean_all_prior,3Q24,t2_reported_usd_yoy,midpoint,-0.178,3.0,1.40042136572065,2.822,3.1577601636410213,2.4080490365124456,,,,2.0089007629297586,,,,,,,,,,,,,,,,,,
mean_all_prior,4Q24,t2_reported_usd_yoy,midpoint,-0.9824999999999999,2.0,0.8932559178204569,1.0175,2.565277141548328,2.061066374731592,,,,0.5088019886274675,,,,,,,,,,,,,,,,,,
mean_all_prior,1Q25,t2_reported_usd_yoy,midpoint,-2.177,2.0,-0.8907913003239232,-0.17700000000000005,2.642047141245607,1.6632234885320747,,,,-0.9649322272550396,,,,,,,,,,,,,,,,,,
mean_all_prior,2Q25,t2_reported_usd_yoy,midpoint,1.5775000000000001,1.0,2.9198371969562764,2.5775,2.120354195530405,-0.1768721791886224,,,,3.111563788935088,,,,,,,,,,,,,,,,,,
mean_all_prior,3Q25,t2_reported_usd_yoy,midpoint,2.1635,1.0,4.674896113419713,3.1635,1.40042136572065,1.9813176454513266,,,,3.7453163401116236,,,,,,,,,,,,,,,,,,
mean_all_prior,4Q25,t2_reported_usd_yoy,midpoint,3.4565,2.0,5.931828242585202,5.4565,0.8932559178204569,3.1652879033478962,,,,5.216017752682376,,,,,,,,,,,,,,,,,,
mean_all_prior,1Q26,t2_reported_usd_yoy,midpoint,4.753,3.0,9.0346679117544,7.753,-0.8907913003239232,5.166274534669446,,,,7.068410773693165,,,,,,,,,,,,,,,,,,
mean_all_prior,2Q26,t2_reported_usd_yoy,midpoint,1.141,4.0,5.30146721687299,5.141,2.9198371969562764,10.120127522713869,,,,3.140158127557085,,,,,,,,,,,,,,,,,,
K_mech_central__central,1Q24,t1_exfx_integer_fair,none,,0.5,2.0,0.5,3.0,0.0,,,,,1.0,,,,,,,,,,,,,,,,,
K_mech_central__central,2Q24,t1_exfx_integer_fair,none,,2.0,3.0,2.0,2.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,
K_mech_central__central,3Q24,t1_exfx_integer_fair,none,,3.0,2.0,3.0,0.5,2.0,,,,,3.0,,,,,,,,,,,,,,,,,
K_mech_central__central,4Q24,t1_exfx_integer_fair,none,,2.0,2.0,2.0,0.5,2.0,,,,,1.0,,,,,,,,,,,,,,,,,
K_mech_central__central,1Q25,t1_exfx_integer_fair,none,,2.0,1.0,2.0,2.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,
K_mech_central__central,2Q25,t1_exfx_integer_fair,none,,1.0,1.0,1.0,3.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,
K_mech_central__central,3Q25,t1_exfx_integer_fair,none,,1.0,2.0,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
K_mech_central__central,4Q25,t1_exfx_integer_fair,none,,2.0,3.0,2.0,2.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,
K_mech_central__central,1Q26,t1_exfx_integer_fair,none,,3.0,4.0,3.0,1.0,2.0,,,,,4.0,,,,,,,,,,,,,,,,,
K_mech_central__central,2Q26,t1_exfx_integer_fair,none,,4.0,4.0,4.0,1.0,3.0,,,,,4.0,,,,,,,,,,,,,,,,,
K_mech_central__central,1Q24,t2_reported_usd_yoy,eur,-0.042,0.5,2.642047141245607,0.458,0.2141964657583317,2.7039855689709773,,,,,0.5932924145842234,,,,,,,,,,,,,,,,,
K_mech_central__central,2Q24,t2_reported_usd_yoy,eur,-1.076,2.0,2.120354195530405,0.9239999999999999,1.3863442042262086,2.7074837429817324,,,,,1.0025044076231429,,,,,,,,,,,,,,,,,
K_mech_central__central,3Q24,t2_reported_usd_yoy,eur,-0.143,3.0,1.40042136572065,2.857,3.1577601636410213,2.4080490365124456,,,,,3.0652918270183953,,,,,,,,,,,,,,,,,
K_mech_central__central,4Q24,t2_reported_usd_yoy,eur,-0.96,2.0,0.8932559178204569,1.04,2.565277141548328,2.061066374731592,,,,,0.42004831974471646,,,,,,,,,,,,,,,,,
K_mech_central__central,1Q25,t2_reported_usd_yoy,eur,-1.915,2.0,-0.8907913003239232,0.08499999999999996,2.642047141245607,1.6632234885320747,,,,,-0.20785475339167658,,,,,,,,,,,,,,,,,
K_mech_central__central,2Q25,t2_reported_usd_yoy,eur,1.844,1.0,2.9198371969562764,2.8440000000000003,2.120354195530405,-0.1768721791886224,,,,,3.3480246927504576,,,,,,,,,,,,,,,,,
K_mech_central__central,3Q25,t2_reported_usd_yoy,eur,2.301,1.0,4.674896113419713,3.301,1.40042136572065,1.9813176454513266,,,,,3.564061340653571,,,,,,,,,,,,,,,,,
K_mech_central__central,4Q25,t2_reported_usd_yoy,eur,3.549,2.0,5.931828242585202,5.5489999999999995,0.8932559178204569,3.1652879033478962,,,,,5.936515741600031,,,,,,,,,,,,,,,,,
K_mech_central__central,1Q26,t2_reported_usd_yoy,eur,4.446,3.0,9.0346679117544,7.446,-0.8907913003239232,5.166274534669446,,,,,8.090917845024865,,,,,,,,,,,,,,,,,
K_mech_central__central,2Q26,t2_reported_usd_yoy,eur,0.586,4.0,5.30146721687299,4.586,2.9198371969562764,10.120127522713869,,,,,4.449321330170643,,,,,,,,,,,,,,,,,
K_mech_central__central,1Q24,t2_reported_usd_yoy,baskets,0.826,0.5,2.642047141245607,1.326,0.2141964657583317,2.7039855689709773,,,,,1.4612924145842234,,,,,,,,,,,,,,,,,
K_mech_central__central,2Q24,t2_reported_usd_yoy,baskets,-0.661,2.0,2.120354195530405,1.339,1.3863442042262086,2.7074837429817324,,,,,1.417504407623143,,,,,,,,,,,,,,,,,
K_mech_central__central,3Q24,t2_reported_usd_yoy,baskets,-0.213,3.0,1.40042136572065,2.787,3.1577601636410213,2.4080490365124456,,,,,2.995291827018395,,,,,,,,,,,,,,,,,
K_mech_central__central,4Q24,t2_reported_usd_yoy,baskets,-1.005,2.0,0.8932559178204569,0.9950000000000001,2.565277141548328,2.061066374731592,,,,,0.37504831974471653,,,,,,,,,,,,,,,,,
K_mech_central__central,1Q25,t2_reported_usd_yoy,baskets,-2.439,2.0,-0.8907913003239232,-0.43900000000000006,2.642047141245607,1.6632234885320747,,,,,-0.7318547533916766,,,,,,,,,,,,,,,,,
K_mech_central__central,2Q25,t2_reported_usd_yoy,baskets,1.311,1.0,2.9198371969562764,2.311,2.120354195530405,-0.1768721791886224,,,,,2.815024692750457,,,,,,,,,,,,,,,,,
K_mech_central__central,3Q25,t2_reported_usd_yoy,baskets,2.026,1.0,4.674896113419713,3.026,1.40042136572065,1.9813176454513266,,,,,3.2890613406535705,,,,,,,,,,,,,,,,,
K_mech_central__central,4Q25,t2_reported_usd_yoy,baskets,3.364,2.0,5.931828242585202,5.364,0.8932559178204569,3.1652879033478962,,,,,5.751515741600031,,,,,,,,,,,,,,,,,
K_mech_central__central,1Q26,t2_reported_usd_yoy,baskets,5.06,3.0,9.0346679117544,8.059999999999999,-0.8907913003239232,5.166274534669446,,,,,8.704917845024866,,,,,,,,,,,,,,,,,
K_mech_central__central,2Q26,t2_reported_usd_yoy,baskets,1.696,4.0,5.30146721687299,5.696,2.9198371969562764,10.120127522713869,,,,,5.5593213301706434,,,,,,,,,,,,,,,,,
K_mech_central__central,1Q24,t2_reported_usd_yoy,midpoint,0.39199999999999996,0.5,2.642047141245607,0.8919999999999999,0.2141964657583317,2.7039855689709773,,,,,1.0272924145842235,,,,,,,,,,,,,,,,,
K_mech_central__central,2Q24,t2_reported_usd_yoy,midpoint,-0.8685,2.0,2.120354195530405,1.1315,1.3863442042262086,2.7074837429817324,,,,,1.2100044076231429,,,,,,,,,,,,,,,,,
K_mech_central__central,3Q24,t2_reported_usd_yoy,midpoint,-0.178,3.0,1.40042136572065,2.822,3.1577601636410213,2.4080490365124456,,,,,3.030291827018395,,,,,,,,,,,,,,,,,
K_mech_central__central,4Q24,t2_reported_usd_yoy,midpoint,-0.9824999999999999,2.0,0.8932559178204569,1.0175,2.565277141548328,2.061066374731592,,,,,0.3975483197447165,,,,,,,,,,,,,,,,,
K_mech_central__central,1Q25,t2_reported_usd_yoy,midpoint,-2.177,2.0,-0.8907913003239232,-0.17700000000000005,2.642047141245607,1.6632234885320747,,,,,-0.4698547533916766,,,,,,,,,,,,,,,,,
K_mech_central__central,2Q25,t2_reported_usd_yoy,midpoint,1.5775000000000001,1.0,2.9198371969562764,2.5775,2.120354195530405,-0.1768721791886224,,,,,3.0815246927504574,,,,,,,,,,,,,,,,,
K_mech_central__central,3Q25,t2_reported_usd_yoy,midpoint,2.1635,1.0,4.674896113419713,3.1635,1.40042136572065,1.9813176454513266,,,,,3.4265613406535707,,,,,,,,,,,,,,,,,
K_mech_central__central,4Q25,t2_reported_usd_yoy,midpoint,3.4565,2.0,5.931828242585202,5.4565,0.8932559178204569,3.1652879033478962,,,,,5.844015741600031,,,,,,,,,,,,,,,,,
K_mech_central__central,1Q26,t2_reported_usd_yoy,midpoint,4.753,3.0,9.0346679117544,7.753,-0.8907913003239232,5.166274534669446,,,,,8.397917845024867,,,,,,,,,,,,,,,,,
K_mech_central__central,2Q26,t2_reported_usd_yoy,midpoint,1.141,4.0,5.30146721687299,5.141,2.9198371969562764,10.120127522713869,,,,,5.004321330170644,,,,,,,,,,,,,,,,,
K_mech_high__central,1Q24,t1_exfx_integer_fair,none,,0.5,2.0,0.5,3.0,0.0,,,,,,1.0,,,,,,,,,,,,,,,,
K_mech_high__central,2Q24,t1_exfx_integer_fair,none,,2.0,3.0,2.0,2.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
K_mech_high__central,3Q24,t1_exfx_integer_fair,none,,3.0,2.0,3.0,0.5,2.0,,,,,,3.0,,,,,,,,,,,,,,,,
K_mech_high__central,4Q24,t1_exfx_integer_fair,none,,2.0,2.0,2.0,0.5,2.0,,,,,,1.0,,,,,,,,,,,,,,,,
K_mech_high__central,1Q25,t1_exfx_integer_fair,none,,2.0,1.0,2.0,2.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,
K_mech_high__central,2Q25,t1_exfx_integer_fair,none,,1.0,1.0,1.0,3.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
K_mech_high__central,3Q25,t1_exfx_integer_fair,none,,1.0,2.0,1.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
K_mech_high__central,4Q25,t1_exfx_integer_fair,none,,2.0,3.0,2.0,2.0,2.0,,,,,,3.0,,,,,,,,,,,,,,,,
K_mech_high__central,1Q26,t1_exfx_integer_fair,none,,3.0,4.0,3.0,1.0,2.0,,,,,,4.0,,,,,,,,,,,,,,,,
K_mech_high__central,2Q26,t1_exfx_integer_fair,none,,4.0,4.0,4.0,1.0,3.0,,,,,,4.0,,,,,,,,,,,,,,,,
K_mech_high__central,1Q24,t2_reported_usd_yoy,eur,-0.042,0.5,2.642047141245607,0.458,0.2141964657583317,2.7039855689709773,,,,,,0.5932924145842234,,,,,,,,,,,,,,,,
K_mech_high__central,2Q24,t2_reported_usd_yoy,eur,-1.076,2.0,2.120354195530405,0.9239999999999999,1.3863442042262086,2.7074837429817324,,,,,,1.0025044076231429,,,,,,,,,,,,,,,,
K_mech_high__central,3Q24,t2_reported_usd_yoy,eur,-0.143,3.0,1.40042136572065,2.857,3.1577601636410213,2.4080490365124456,,,,,,3.0652918270183953,,,,,,,,,,,,,,,,
K_mech_high__central,4Q24,t2_reported_usd_yoy,eur,-0.96,2.0,0.8932559178204569,1.04,2.565277141548328,2.061066374731592,,,,,,0.42004831974471646,,,,,,,,,,,,,,,,
K_mech_high__central,1Q25,t2_reported_usd_yoy,eur,-1.915,2.0,-0.8907913003239232,0.08499999999999996,2.642047141245607,1.6632234885320747,,,,,,-0.20785475339167658,,,,,,,,,,,,,,,,
K_mech_high__central,2Q25,t2_reported_usd_yoy,eur,1.844,1.0,2.9198371969562764,2.8440000000000003,2.120354195530405,-0.1768721791886224,,,,,,3.3480246927504576,,,,,,,,,,,,,,,,
K_mech_high__central,3Q25,t2_reported_usd_yoy,eur,2.301,1.0,4.674896113419713,3.301,1.40042136572065,1.9813176454513266,,,,,,3.5705093406535706,,,,,,,,,,,,,,,,
K_mech_high__central,4Q25,t2_reported_usd_yoy,eur,3.549,2.0,5.931828242585202,5.5489999999999995,0.8932559178204569,3.1652879033478962,,,,,,6.316327493534782,,,,,,,,,,,,,,,,
K_mech_high__central,1Q26,t2_reported_usd_yoy,eur,4.446,3.0,9.0346679117544,7.446,-0.8907913003239232,5.166274534669446,,,,,,8.219260963690115,,,,,,,,,,,,,,,,
K_mech_high__central,2Q26,t2_reported_usd_yoy,eur,0.586,4.0,5.30146721687299,4.586,2.9198371969562764,10.120127522713869,,,,,,4.601424365126002,,,,,,,,,,,,,,,,
K_mech_high__central,1Q24,t2_reported_usd_yoy,baskets,0.826,0.5,2.642047141245607,1.326,0.2141964657583317,2.7039855689709773,,,,,,1.4612924145842234,,,,,,,,,,,,,,,,
K_mech_high__central,2Q24,t2_reported_usd_yoy,baskets,-0.661,2.0,2.120354195530405,1.339,1.3863442042262086,2.7074837429817324,,,,,,1.417504407623143,,,,,,,,,,,,,,,,
K_mech_high__central,3Q24,t2_reported_usd_yoy,baskets,-0.213,3.0,1.40042136572065,2.787,3.1577601636410213,2.4080490365124456,,,,,,2.995291827018395,,,,,,,,,,,,,,,,
K_mech_high__central,4Q24,t2_reported_usd_yoy,baskets,-1.005,2.0,0.8932559178204569,0.9950000000000001,2.565277141548328,2.061066374731592,,,,,,0.37504831974471653,,,,,,,,,,,,,,,,
K_mech_high__central,1Q25,t2_reported_usd_yoy,baskets,-2.439,2.0,-0.8907913003239232,-0.43900000000000006,2.642047141245607,1.6632234885320747,,,,,,-0.7318547533916766,,,,,,,,,,,,,,,,
K_mech_high__central,2Q25,t2_reported_usd_yoy,baskets,1.311,1.0,2.9198371969562764,2.311,2.120354195530405,-0.1768721791886224,,,,,,2.815024692750457,,,,,,,,,,,,,,,,
K_mech_high__central,3Q25,t2_reported_usd_yoy,baskets,2.026,1.0,4.674896113419713,3.026,1.40042136572065,1.9813176454513266,,,,,,3.2955093406535703,,,,,,,,,,,,,,,,
K_mech_high__central,4Q25,t2_reported_usd_yoy,baskets,3.364,2.0,5.931828242585202,5.364,0.8932559178204569,3.1652879033478962,,,,,,6.131327493534782,,,,,,,,,,,,,,,,
K_mech_high__central,1Q26,t2_reported_usd_yoy,baskets,5.06,3.0,9.0346679117544,8.059999999999999,-0.8907913003239232,5.166274534669446,,,,,,8.833260963690115,,,,,,,,,,,,,,,,
K_mech_high__central,2Q26,t2_reported_usd_yoy,baskets,1.696,4.0,5.30146721687299,5.696,2.9198371969562764,10.120127522713869,,,,,,5.7114243651260015,,,,,,,,,,,,,,,,
K_mech_high__central,1Q24,t2_reported_usd_yoy,midpoint,0.39199999999999996,0.5,2.642047141245607,0.8919999999999999,0.2141964657583317,2.7039855689709773,,,,,,1.0272924145842235,,,,,,,,,,,,,,,,
K_mech_high__central,2Q24,t2_reported_usd_yoy,midpoint,-0.8685,2.0,2.120354195530405,1.1315,1.3863442042262086,2.7074837429817324,,,,,,1.2100044076231429,,,,,,,,,,,,,,,,
K_mech_high__central,3Q24,t2_reported_usd_yoy,midpoint,-0.178,3.0,1.40042136572065,2.822,3.1577601636410213,2.4080490365124456,,,,,,3.030291827018395,,,,,,,,,,,,,,,,
K_mech_high__central,4Q24,t2_reported_usd_yoy,midpoint,-0.9824999999999999,2.0,0.8932559178204569,1.0175,2.565277141548328,2.061066374731592,,,,,,0.3975483197447165,,,,,,,,,,,,,,,,
K_mech_high__central,1Q25,t2_reported_usd_yoy,midpoint,-2.177,2.0,-0.8907913003239232,-0.17700000000000005,2.642047141245607,1.6632234885320747,,,,,,-0.4698547533916766,,,,,,,,,,,,,,,,
K_mech_high__central,2Q25,t2_reported_usd_yoy,midpoint,1.5775000000000001,1.0,2.9198371969562764,2.5775,2.120354195530405,-0.1768721791886224,,,,,,3.0815246927504574,,,,,,,,,,,,,,,,
K_mech_high__central,3Q25,t2_reported_usd_yoy,midpoint,2.1635,1.0,4.674896113419713,3.1635,1.40042136572065,1.9813176454513266,,,,,,3.4330093406535704,,,,,,,,,,,,,,,,
K_mech_high__central,4Q25,t2_reported_usd_yoy,midpoint,3.4565,2.0,5.931828242585202,5.4565,0.8932559178204569,3.1652879033478962,,,,,,6.223827493534782,,,,,,,,,,,,,,,,
K_mech_high__central,1Q26,t2_reported_usd_yoy,midpoint,4.753,3.0,9.0346679117544,7.753,-0.8907913003239232,5.166274534669446,,,,,,8.526260963690115,,,,,,,,,,,,,,,,
K_mech_high__central,2Q26,t2_reported_usd_yoy,midpoint,1.141,4.0,5.30146721687299,5.141,2.9198371969562764,10.120127522713869,,,,,,5.156424365126002,,,,,,,,,,,,,,,,
K_level_mech__central,1Q24,t1_exfx_integer_fair,none,,0.5,2.0,0.5,3.0,0.0,,,,,,,2.0,,,,,,,,,,,,,,,
K_level_mech__central,2Q24,t1_exfx_integer_fair,none,,2.0,3.0,2.0,2.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,
K_level_mech__central,3Q24,t1_exfx_integer_fair,none,,3.0,2.0,3.0,0.5,2.0,,,,,,,2.0,,,,,,,,,,,,,,,
K_level_mech__central,4Q24,t1_exfx_integer_fair,none,,2.0,2.0,2.0,0.5,2.0,,,,,,,1.0,,,,,,,,,,,,,,,
K_level_mech__central,1Q25,t1_exfx_integer_fair,none,,2.0,1.0,2.0,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,
K_level_mech__central,2Q25,t1_exfx_integer_fair,none,,1.0,1.0,1.0,3.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,
K_level_mech__central,3Q25,t1_exfx_integer_fair,none,,1.0,2.0,1.0,2.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,
K_level_mech__central,4Q25,t1_exfx_integer_fair,none,,2.0,3.0,2.0,2.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,
K_level_mech__central,1Q26,t1_exfx_integer_fair,none,,3.0,4.0,3.0,1.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,
K_level_mech__central,2Q26,t1_exfx_integer_fair,none,,4.0,4.0,4.0,1.0,3.0,,,,,,,2.0,,,,,,,,,,,,,,,
K_level_mech__central,1Q24,t2_reported_usd_yoy,eur,-0.042,0.5,2.642047141245607,0.458,0.2141964657583317,2.7039855689709773,,,,,,,1.7062687301128523,,,,,,,,,,,,,,,
K_level_mech__central,2Q24,t2_reported_usd_yoy,eur,-1.076,2.0,2.120354195530405,0.9239999999999999,1.3863442042262086,2.7074837429817324,,,,,,,0.7554355389935188,,,,,,,,,,,,,,,
K_level_mech__central,3Q24,t2_reported_usd_yoy,eur,-0.143,3.0,1.40042136572065,2.857,3.1577601636410213,2.4080490365124456,,,,,,,2.0439007629297588,,,,,,,,,,,,,,,
K_level_mech__central,4Q24,t2_reported_usd_yoy,eur,-0.96,2.0,0.8932559178204569,1.04,2.565277141548328,2.061066374731592,,,,,,,0.5313019886274675,,,,,,,,,,,,,,,
K_level_mech__central,1Q25,t2_reported_usd_yoy,eur,-1.915,2.0,-0.8907913003239232,0.08499999999999996,2.642047141245607,1.6632234885320747,,,,,,,-0.7029322272550396,,,,,,,,,,,,,,,
K_level_mech__central,2Q25,t2_reported_usd_yoy,eur,1.844,1.0,2.9198371969562764,2.8440000000000003,2.120354195530405,-0.1768721791886224,,,,,,,3.378063788935088,,,,,,,,,,,,,,,
K_level_mech__central,3Q25,t2_reported_usd_yoy,eur,2.301,1.0,4.674896113419713,3.301,1.40042136572065,1.9813176454513266,,,,,,,3.884272340111624,,,,,,,,,,,,,,,
K_level_mech__central,4Q25,t2_reported_usd_yoy,eur,3.549,2.0,5.931828242585202,5.5489999999999995,0.8932559178204569,3.1652879033478962,,,,,,,5.341514292174403,,,,,,,,,,,,,,,
K_level_mech__central,1Q26,t2_reported_usd_yoy,eur,4.446,3.0,9.0346679117544,7.446,-0.8907913003239232,5.166274534669446,,,,,,,6.705158347662019,,,,,,,,,,,,,,,
K_level_mech__central,2Q26,t2_reported_usd_yoy,eur,0.586,4.0,5.30146721687299,4.586,2.9198371969562764,10.120127522713869,,,,,,,2.4107667684612006,,,,,,,,,,,,,,,
K_level_mech__central,1Q24,t2_reported_usd_yoy,baskets,0.826,0.5,2.642047141245607,1.326,0.2141964657583317,2.7039855689709773,,,,,,,2.5742687301128524,,,,,,,,,,,,,,,
K_level_mech__central,2Q24,t2_reported_usd_yoy,baskets,-0.661,2.0,2.120354195530405,1.339,1.3863442042262086,2.7074837429817324,,,,,,,1.1704355389935188,,,,,,,,,,,,,,,
K_level_mech__central,3Q24,t2_reported_usd_yoy,baskets,-0.213,3.0,1.40042136572065,2.787,3.1577601636410213,2.4080490365124456,,,,,,,1.9739007629297585,,,,,,,,,,,,,,,
K_level_mech__central,4Q24,t2_reported_usd_yoy,baskets,-1.005,2.0,0.8932559178204569,0.9950000000000001,2.565277141548328,2.061066374731592,,,,,,,0.48630198862746754,,,,,,,,,,,,,,,
K_level_mech__central,1Q25,t2_reported_usd_yoy,baskets,-2.439,2.0,-0.8907913003239232,-0.43900000000000006,2.642047141245607,1.6632234885320747,,,,,,,-1.2269322272550396,,,,,,,,,,,,,,,
K_level_mech__central,2Q25,t2_reported_usd_yoy,baskets,1.311,1.0,2.9198371969562764,2.311,2.120354195530405,-0.1768721791886224,,,,,,,2.8450637889350876,,,,,,,,,,,,,,,
K_level_mech__central,3Q25,t2_reported_usd_yoy,baskets,2.026,1.0,4.674896113419713,3.026,1.40042136572065,1.9813176454513266,,,,,,,3.6092723401116236,,,,,,,,,,,,,,,
K_level_mech__central,4Q25,t2_reported_usd_yoy,baskets,3.364,2.0,5.931828242585202,5.364,0.8932559178204569,3.1652879033478962,,,,,,,5.156514292174403,,,,,,,,,,,,,,,
K_level_mech__central,1Q26,t2_reported_usd_yoy,baskets,5.06,3.0,9.0346679117544,8.059999999999999,-0.8907913003239232,5.166274534669446,,,,,,,7.319158347662018,,,,,,,,,,,,,,,
K_level_mech__central,2Q26,t2_reported_usd_yoy,baskets,1.696,4.0,5.30146721687299,5.696,2.9198371969562764,10.120127522713869,,,,,,,3.5207667684612005,,,,,,,,,,,,,,,
K_level_mech__central,1Q24,t2_reported_usd_yoy,midpoint,0.39199999999999996,0.5,2.642047141245607,0.8919999999999999,0.2141964657583317,2.7039855689709773,,,,,,,2.1402687301128522,,,,,,,,,,,,,,,
K_level_mech__central,2Q24,t2_reported_usd_yoy,midpoint,-0.8685,2.0,2.120354195530405,1.1315,1.3863442042262086,2.7074837429817324,,,,,,,0.9629355389935188,,,,,,,,,,,,,,,
K_level_mech__central,3Q24,t2_reported_usd_yoy,midpoint,-0.178,3.0,1.40042136572065,2.822,3.1577601636410213,2.4080490365124456,,,,,,,2.0089007629297586,,,,,,,,,,,,,,,
K_level_mech__central,4Q24,t2_reported_usd_yoy,midpoint,-0.9824999999999999,2.0,0.8932559178204569,1.0175,2.565277141548328,2.061066374731592,,,,,,,0.5088019886274675,,,,,,,,,,,,,,,
K_level_mech__central,1Q25,t2_reported_usd_yoy,midpoint,-2.177,2.0,-0.8907913003239232,-0.17700000000000005,2.642047141245607,1.6632234885320747,,,,,,,-0.9649322272550396,,,,,,,,,,,,,,,
K_level_mech__central,2Q25,t2_reported_usd_yoy,midpoint,1.5775000000000001,1.0,2.9198371969562764,2.5775,2.120354195530405,-0.1768721791886224,,,,,,,3.111563788935088,,,,,,,,,,,,,,,
K_level_mech__central,3Q25,t2_reported_usd_yoy,midpoint,2.1635,1.0,4.674896113419713,3.1635,1.40042136572065,1.9813176454513266,,,,,,,3.7467723401116237,,,,,,,,,,,,,,,
K_level_mech__central,4Q25,t2_reported_usd_yoy,midpoint,3.4565,2.0,5.931828242585202,5.4565,0.8932559178204569,3.1652879033478962,,,,,,,5.249014292174403,,,,,,,,,,,,,,,
K_level_mech__central,1Q26,t2_reported_usd_yoy,midpoint,4.753,3.0,9.0346679117544,7.753,-0.8907913003239232,5.166274534669446,,,,,,,7.0121583476620195,,,,,,,,,,,,,,,
K_level_mech__central,2Q26,t2_reported_usd_yoy,midpoint,1.141,4.0,5.30146721687299,5.141,2.9198371969562764,10.120127522713869,,,,,,,2.965766768461201,,,,,,,,,,,,,,,
K_level_high__central,1Q24,t1_exfx_integer_fair,none,,0.5,2.0,0.5,3.0,0.0,,,,,,,,2.0,,,,,,,,,,,,,,
K_level_high__central,2Q24,t1_exfx_integer_fair,none,,2.0,3.0,2.0,2.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,
K_level_high__central,3Q24,t1_exfx_integer_fair,none,,3.0,2.0,3.0,0.5,2.0,,,,,,,,2.0,,,,,,,,,,,,,,
K_level_high__central,4Q24,t1_exfx_integer_fair,none,,2.0,2.0,2.0,0.5,2.0,,,,,,,,1.0,,,,,,,,,,,,,,
K_level_high__central,1Q25,t1_exfx_integer_fair,none,,2.0,1.0,2.0,2.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,,
K_level_high__central,2Q25,t1_exfx_integer_fair,none,,1.0,1.0,1.0,3.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,
K_level_high__central,3Q25,t1_exfx_integer_fair,none,,1.0,2.0,1.0,2.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,
K_level_high__central,4Q25,t1_exfx_integer_fair,none,,2.0,3.0,2.0,2.0,2.0,,,,,,,,2.0,,,,,,,,,,,,,,
K_level_high__central,1Q26,t1_exfx_integer_fair,none,,3.0,4.0,3.0,1.0,2.0,,,,,,,,3.0,,,,,,,,,,,,,,
K_level_high__central,2Q26,t1_exfx_integer_fair,none,,4.0,4.0,4.0,1.0,3.0,,,,,,,,2.0,,,,,,,,,,,,,,
K_level_high__central,1Q24,t2_reported_usd_yoy,eur,-0.042,0.5,2.642047141245607,0.458,0.2141964657583317,2.7039855689709773,,,,,,,,1.7062687301128523,,,,,,,,,,,,,,
K_level_high__central,2Q24,t2_reported_usd_yoy,eur,-1.076,2.0,2.120354195530405,0.9239999999999999,1.3863442042262086,2.7074837429817324,,,,,,,,0.7554355389935188,,,,,,,,,,,,,,
