check,passed,max_abs_delta
cushion 2025-02-13/2025Q2/joint,True,0.0
cushion n 2025-02-13/2025Q2/joint,True,0.0
R to G 2025-02-13/2025Q2/joint,True,0.0
last p 2025-02-13/2025Q2/joint,True,
horizon 2025-02-13/2025Q2/joint,True,0.0
actual R 2025-02-13/2025Q2/joint,True,0.0
actual G 2025-02-13/2025Q2/joint,True,0.0
joint n 2025-02-13/2025Q2/joint,True,0.0
coefficient 2025-02-13/2025Q2/joint,True,0.0
point arithmetic 2025-02-13/2025Q2/joint,True,4.547473508864641e-13
known exposure 2025-02-13/2025Q2/joint,True,1.3877787807814457e-17
exposure complement 2025-02-13/2025Q2/joint,True,1.1102230246251565e-16
cushion timing 2025-02-13/2025Q2/joint_oracle,True,
cushion 2025-02-13/2025Q2/joint_oracle,True,0.0
cushion n 2025-02-13/2025Q2/joint_oracle,True,0.0
R to G 2025-02-13/2025Q2/joint_oracle,True,0.0
last p 2025-02-13/2025Q2/joint_oracle,True,
horizon 2025-02-13/2025Q2/joint_oracle,True,0.0
actual R 2025-02-13/2025Q2/joint_oracle,True,0.0
actual G 2025-02-13/2025Q2/joint_oracle,True,0.0
joint n 2025-02-13/2025Q2/joint_oracle,True,0.0
coefficient 2025-02-13/2025Q2/joint_oracle,True,0.0
point arithmetic 2025-02-13/2025Q2/joint_oracle,True,4.547473508864641e-13
oracle ineligible 2025-02-13/2025Q2/joint_oracle,True,
oracle actual availability 2025-02-13/2025Q2/joint_oracle,True,
cushion timing 2025-02-13/2025Q2/revenue_growth,True,
cushion 2025-02-13/2025Q2/revenue_growth,True,0.0
cushion n 2025-02-13/2025Q2/revenue_growth,True,0.0
R to G 2025-02-13/2025Q2/revenue_growth,True,4.547473508864641e-13
last p 2025-02-13/2025Q2/revenue_growth,True,
horizon 2025-02-13/2025Q2/revenue_growth,True,0.0
actual R 2025-02-13/2025Q2/revenue_growth,True,0.0
actual G 2025-02-13/2025Q2/revenue_growth,True,0.0
revenue baseline 2025-02-13/2025Q2/revenue_growth,True,4.547473508864641e-13
cushion timing 2025-05-01/2025Q3/fixed,True,
cushion 2025-05-01/2025Q3/fixed,True,0.0
cushion n 2025-05-01/2025Q3/fixed,True,0.0
R to G 2025-05-01/2025Q3/fixed,True,0.0
last p 2025-05-01/2025Q3/fixed,True,
horizon 2025-05-01/2025Q3/fixed,True,0.0
actual R 2025-05-01/2025Q3/fixed,True,0.0
actual G 2025-05-01/2025Q3/fixed,True,0.0
fixed n 2025-05-01/2025Q3/fixed,True,0.0
coefficient 2025-05-01/2025Q3/fixed,True,0.0
point arithmetic 2025-05-01/2025Q3/fixed,True,4.547473508864641e-13
known exposure 2025-05-01/2025Q3/fixed,True,0.0
exposure complement 2025-05-01/2025Q3/fixed,True,1.1102230246251565e-16
cushion timing 2025-05-01/2025Q3/fixed_oracle,True,
cushion 2025-05-01/2025Q3/fixed_oracle,True,0.0
cushion n 2025-05-01/2025Q3/fixed_oracle,True,0.0
R to G 2025-05-01/2025Q3/fixed_oracle,True,4.547473508864641e-13
last p 2025-05-01/2025Q3/fixed_oracle,True,
horizon 2025-05-01/2025Q3/fixed_oracle,True,0.0
actual R 2025-05-01/2025Q3/fixed_oracle,True,0.0
actual G 2025-05-01/2025Q3/fixed_oracle,True,0.0
fixed n 2025-05-01/2025Q3/fixed_oracle,True,0.0
coefficient 2025-05-01/2025Q3/fixed_oracle,True,0.0
point arithmetic 2025-05-01/2025Q3/fixed_oracle,True,0.0
oracle ineligible 2025-05-01/2025Q3/fixed_oracle,True,
oracle actual availability 2025-05-01/2025Q3/fixed_oracle,True,
cushion timing 2025-05-01/2025Q3/guide_growth,True,
cushion 2025-05-01/2025Q3/guide_growth,True,0.0
cushion n 2025-05-01/2025Q3/guide_growth,True,0.0
R to G 2025-05-01/2025Q3/guide_growth,True,0.0
last p 2025-05-01/2025Q3/guide_growth,True,
horizon 2025-05-01/2025Q3/guide_growth,True,0.0
actual R 2025-05-01/2025Q3/guide_growth,True,0.0
actual G 2025-05-01/2025Q3/guide_growth,True,0.0
guide baseline 2025-05-01/2025Q3/guide_growth,True,0.0
latest guide anchor 2025-05-01/2025Q3/guide_growth,True,
cushion timing 2025-05-01/2025Q3/joint,True,
cushion 2025-05-01/2025Q3/joint,True,0.0
cushion n 2025-05-01/2025Q3/joint,True,0.0
R to G 2025-05-01/2025Q3/joint,True,4.547473508864641e-13
last p 2025-05-01/2025Q3/joint,True,
horizon 2025-05-01/2025Q3/joint,True,0.0
actual R 2025-05-01/2025Q3/joint,True,0.0
actual G 2025-05-01/2025Q3/joint,True,0.0
joint n 2025-05-01/2025Q3/joint,True,0.0
coefficient 2025-05-01/2025Q3/joint,True,0.0
point arithmetic 2025-05-01/2025Q3/joint,True,1.3642420526593924e-12
known exposure 2025-05-01/2025Q3/joint,True,5.551115123125783e-17
exposure complement 2025-05-01/2025Q3/joint,True,1.1102230246251565e-16
cushion timing 2025-05-01/2025Q3/joint_oracle,True,
cushion 2025-05-01/2025Q3/joint_oracle,True,0.0
cushion n 2025-05-01/2025Q3/joint_oracle,True,0.0
R to G 2025-05-01/2025Q3/joint_oracle,True,0.0
last p 2025-05-01/2025Q3/joint_oracle,True,
horizon 2025-05-01/2025Q3/joint_oracle,True,0.0
actual R 2025-05-01/2025Q3/joint_oracle,True,0.0
actual G 2025-05-01/2025Q3/joint_oracle,True,0.0
joint n 2025-05-01/2025Q3/joint_oracle,True,0.0
coefficient 2025-05-01/2025Q3/joint_oracle,True,0.0
point arithmetic 2025-05-01/2025Q3/joint_oracle,True,1.8189894035458565e-12
oracle ineligible 2025-05-01/2025Q3/joint_oracle,True,
oracle actual availability 2025-05-01/2025Q3/joint_oracle,True,
cushion timing 2025-05-01/2025Q3/revenue_growth,True,
cushion 2025-05-01/2025Q3/revenue_growth,True,0.0
cushion n 2025-05-01/2025Q3/revenue_growth,True,0.0
R to G 2025-05-01/2025Q3/revenue_growth,True,4.547473508864641e-13
last p 2025-05-01/2025Q3/revenue_growth,True,
horizon 2025-05-01/2025Q3/revenue_growth,True,0.0
actual R 2025-05-01/2025Q3/revenue_growth,True,0.0
actual G 2025-05-01/2025Q3/revenue_growth,True,0.0
revenue baseline 2025-05-01/2025Q3/revenue_growth,True,4.547473508864641e-13
cushion timing 2025-08-06/2025Q4/fixed,True,
cushion 2025-08-06/2025Q4/fixed,True,0.0
cushion n 2025-08-06/2025Q4/fixed,True,0.0
R to G 2025-08-06/2025Q4/fixed,True,0.0
last p 2025-08-06/2025Q4/fixed,True,
horizon 2025-08-06/2025Q4/fixed,True,0.0
actual R 2025-08-06/2025Q4/fixed,True,0.0
actual G 2025-08-06/2025Q4/fixed,True,0.0
fixed n 2025-08-06/2025Q4/fixed,True,0.0
coefficient 2025-08-06/2025Q4/fixed,True,0.0
point arithmetic 2025-08-06/2025Q4/fixed,True,0.0
known exposure 2025-08-06/2025Q4/fixed,True,5.551115123125783e-17
exposure complement 2025-08-06/2025Q4/fixed,True,1.1102230246251565e-16
cushion timing 2025-08-06/2025Q4/fixed_oracle,True,
cushion 2025-08-06/2025Q4/fixed_oracle,True,0.0
cushion n 2025-08-06/2025Q4/fixed_oracle,True,0.0
R to G 2025-08-06/2025Q4/fixed_oracle,True,0.0
last p 2025-08-06/2025Q4/fixed_oracle,True,
horizon 2025-08-06/2025Q4/fixed_oracle,True,0.0
actual R 2025-08-06/2025Q4/fixed_oracle,True,0.0
actual G 2025-08-06/2025Q4/fixed_oracle,True,0.0
fixed n 2025-08-06/2025Q4/fixed_oracle,True,0.0
coefficient 2025-08-06/2025Q4/fixed_oracle,True,0.0
point arithmetic 2025-08-06/2025Q4/fixed_oracle,True,0.0
oracle ineligible 2025-08-06/2025Q4/fixed_oracle,True,
oracle actual availability 2025-08-06/2025Q4/fixed_oracle,True,
cushion timing 2025-08-06/2025Q4/guide_growth,True,
cushion 2025-08-06/2025Q4/guide_growth,True,0.0
cushion n 2025-08-06/2025Q4/guide_growth,True,0.0
R to G 2025-08-06/2025Q4/guide_growth,True,0.0
last p 2025-08-06/2025Q4/guide_growth,True,
horizon 2025-08-06/2025Q4/guide_growth,True,0.0
actual R 2025-08-06/2025Q4/guide_growth,True,0.0
actual G 2025-08-06/2025Q4/guide_growth,True,0.0
guide baseline 2025-08-06/2025Q4/guide_growth,True,0.0
latest guide anchor 2025-08-06/2025Q4/guide_growth,True,
cushion timing 2025-08-06/2025Q4/joint,True,
cushion 2025-08-06/2025Q4/joint,True,0.0
cushion n 2025-08-06/2025Q4/joint,True,0.0
R to G 2025-08-06/2025Q4/joint,True,0.0
last p 2025-08-06/2025Q4/joint,True,
horizon 2025-08-06/2025Q4/joint,True,0.0
actual R 2025-08-06/2025Q4/joint,True,0.0
actual G 2025-08-06/2025Q4/joint,True,0.0
joint n 2025-08-06/2025Q4/joint,True,0.0
coefficient 2025-08-06/2025Q4/joint,True,0.0
point arithmetic 2025-08-06/2025Q4/joint,True,9.094947017729282e-13
known exposure 2025-08-06/2025Q4/joint,True,8.326672684688674e-17
exposure complement 2025-08-06/2025Q4/joint,True,1.1102230246251565e-16
cushion timing 2025-08-06/2025Q4/joint_oracle,True,
cushion 2025-08-06/2025Q4/joint_oracle,True,0.0
cushion n 2025-08-06/2025Q4/joint_oracle,True,0.0
R to G 2025-08-06/2025Q4/joint_oracle,True,4.547473508864641e-13
last p 2025-08-06/2025Q4/joint_oracle,True,
horizon 2025-08-06/2025Q4/joint_oracle,True,0.0
actual R 2025-08-06/2025Q4/joint_oracle,True,0.0
actual G 2025-08-06/2025Q4/joint_oracle,True,0.0
joint n 2025-08-06/2025Q4/joint_oracle,True,0.0
coefficient 2025-08-06/2025Q4/joint_oracle,True,0.0
point arithmetic 2025-08-06/2025Q4/joint_oracle,True,1.3642420526593924e-12
oracle ineligible 2025-08-06/2025Q4/joint_oracle,True,
oracle actual availability 2025-08-06/2025Q4/joint_oracle,True,
cushion timing 2025-08-06/2025Q4/revenue_growth,True,
cushion 2025-08-06/2025Q4/revenue_growth,True,0.0
cushion n 2025-08-06/2025Q4/revenue_growth,True,0.0
R to G 2025-08-06/2025Q4/revenue_growth,True,4.547473508864641e-13
last p 2025-08-06/2025Q4/revenue_growth,True,
horizon 2025-08-06/2025Q4/revenue_growth,True,0.0
actual R 2025-08-06/2025Q4/revenue_growth,True,0.0
actual G 2025-08-06/2025Q4/revenue_growth,True,0.0
revenue baseline 2025-08-06/2025Q4/revenue_growth,True,4.547473508864641e-13
cushion timing 2025-11-06/2026Q1/fixed,True,
cushion 2025-11-06/2026Q1/fixed,True,0.0
cushion n 2025-11-06/2026Q1/fixed,True,0.0
R to G 2025-11-06/2026Q1/fixed,True,4.547473508864641e-13
last p 2025-11-06/2026Q1/fixed,True,
horizon 2025-11-06/2026Q1/fixed,True,0.0
actual R 2025-11-06/2026Q1/fixed,True,0.0
actual G 2025-11-06/2026Q1/fixed,True,0.0
fixed n 2025-11-06/2026Q1/fixed,True,0.0
coefficient 2025-11-06/2026Q1/fixed,True,0.0
point arithmetic 2025-11-06/2026Q1/fixed,True,0.0
known exposure 2025-11-06/2026Q1/fixed,True,0.0
exposure complement 2025-11-06/2026Q1/fixed,True,1.1102230246251565e-16
cushion timing 2025-11-06/2026Q1/fixed_oracle,True,
cushion 2025-11-06/2026Q1/fixed_oracle,True,0.0
cushion n 2025-11-06/2026Q1/fixed_oracle,True,0.0
R to G 2025-11-06/2026Q1/fixed_oracle,True,0.0
last p 2025-11-06/2026Q1/fixed_oracle,True,
horizon 2025-11-06/2026Q1/fixed_oracle,True,0.0
actual R 2025-11-06/2026Q1/fixed_oracle,True,0.0
actual G 2025-11-06/2026Q1/fixed_oracle,True,0.0
fixed n 2025-11-06/2026Q1/fixed_oracle,True,0.0
coefficient 2025-11-06/2026Q1/fixed_oracle,True,0.0
point arithmetic 2025-11-06/2026Q1/fixed_oracle,True,0.0
oracle ineligible 2025-11-06/2026Q1/fixed_oracle,True,
oracle actual availability 2025-11-06/2026Q1/fixed_oracle,True,
cushion timing 2025-11-06/2026Q1/guide_growth,True,
cushion 2025-11-06/2026Q1/guide_growth,True,0.0
cushion n 2025-11-06/2026Q1/guide_growth,True,0.0
R to G 2025-11-06/2026Q1/guide_growth,True,4.547473508864641e-13
last p 2025-11-06/2026Q1/guide_growth,True,
horizon 2025-11-06/2026Q1/guide_growth,True,0.0
actual R 2025-11-06/2026Q1/guide_growth,True,0.0
actual G 2025-11-06/2026Q1/guide_growth,True,0.0
guide baseline 2025-11-06/2026Q1/guide_growth,True,4.547473508864641e-13
latest guide anchor 2025-11-06/2026Q1/guide_growth,True,
cushion timing 2025-11-06/2026Q1/joint,True,
cushion 2025-11-06/2026Q1/joint,True,0.0
cushion n 2025-11-06/2026Q1/joint,True,0.0
R to G 2025-11-06/2026Q1/joint,True,0.0
last p 2025-11-06/2026Q1/joint,True,
horizon 2025-11-06/2026Q1/joint,True,0.0
actual R 2025-11-06/2026Q1/joint,True,0.0
actual G 2025-11-06/2026Q1/joint,True,0.0
joint n 2025-11-06/2026Q1/joint,True,0.0
coefficient 2025-11-06/2026Q1/joint,True,0.0
point arithmetic 2025-11-06/2026Q1/joint,True,4.547473508864641e-13
known exposure 2025-11-06/2026Q1/joint,True,0.0
exposure complement 2025-11-06/2026Q1/joint,True,1.1102230246251565e-16
cushion timing 2025-11-06/2026Q1/joint_oracle,True,
cushion 2025-11-06/2026Q1/joint_oracle,True,0.0
cushion n 2025-11-06/2026Q1/joint_oracle,True,0.0
R to G 2025-11-06/2026Q1/joint_oracle,True,0.0
last p 2025-11-06/2026Q1/joint_oracle,True,
horizon 2025-11-06/2026Q1/joint_oracle,True,0.0
actual R 2025-11-06/2026Q1/joint_oracle,True,0.0
actual G 2025-11-06/2026Q1/joint_oracle,True,0.0
joint n 2025-11-06/2026Q1/joint_oracle,True,0.0
coefficient 2025-11-06/2026Q1/joint_oracle,True,0.0
point arithmetic 2025-11-06/2026Q1/joint_oracle,True,4.547473508864641e-13
oracle ineligible 2025-11-06/2026Q1/joint_oracle,True,
oracle actual availability 2025-11-06/2026Q1/joint_oracle,True,
cushion timing 2025-11-06/2026Q1/revenue_growth,True,
cushion 2025-11-06/2026Q1/revenue_growth,True,0.0
cushion n 2025-11-06/2026Q1/revenue_growth,True,0.0
R to G 2025-11-06/2026Q1/revenue_growth,True,4.547473508864641e-13
last p 2025-11-06/2026Q1/revenue_growth,True,
horizon 2025-11-06/2026Q1/revenue_growth,True,0.0
actual R 2025-11-06/2026Q1/revenue_growth,True,0.0
actual G 2025-11-06/2026Q1/revenue_growth,True,0.0
revenue baseline 2025-11-06/2026Q1/revenue_growth,True,0.0
cushion timing 2026-02-12/2026Q2/fixed,True,
cushion 2026-02-12/2026Q2/fixed,True,0.0
cushion n 2026-02-12/2026Q2/fixed,True,0.0
R to G 2026-02-12/2026Q2/fixed,True,0.0
last p 2026-02-12/2026Q2/fixed,True,
horizon 2026-02-12/2026Q2/fixed,True,0.0
actual R 2026-02-12/2026Q2/fixed,True,0.0
actual G 2026-02-12/2026Q2/fixed,True,0.0
fixed n 2026-02-12/2026Q2/fixed,True,0.0
coefficient 2026-02-12/2026Q2/fixed,True,0.0
point arithmetic 2026-02-12/2026Q2/fixed,True,0.0
known exposure 2026-02-12/2026Q2/fixed,True,5.551115123125783e-17
exposure complement 2026-02-12/2026Q2/fixed,True,0.0
cushion timing 2026-02-12/2026Q2/fixed_oracle,True,
cushion 2026-02-12/2026Q2/fixed_oracle,True,0.0
cushion n 2026-02-12/2026Q2/fixed_oracle,True,0.0
R to G 2026-02-12/2026Q2/fixed_oracle,True,0.0
last p 2026-02-12/2026Q2/fixed_oracle,True,
horizon 2026-02-12/2026Q2/fixed_oracle,True,0.0
actual R 2026-02-12/2026Q2/fixed_oracle,True,0.0
actual G 2026-02-12/2026Q2/fixed_oracle,True,0.0
fixed n 2026-02-12/2026Q2/fixed_oracle,True,0.0
coefficient 2026-02-12/2026Q2/fixed_oracle,True,0.0
point arithmetic 2026-02-12/2026Q2/fixed_oracle,True,0.0
oracle ineligible 2026-02-12/2026Q2/fixed_oracle,True,
oracle actual availability 2026-02-12/2026Q2/fixed_oracle,True,
cushion timing 2026-02-12/2026Q2/guide_growth,True,
cushion 2026-02-12/2026Q2/guide_growth,True,0.0
cushion n 2026-02-12/2026Q2/guide_growth,True,0.0
R to G 2026-02-12/2026Q2/guide_growth,True,0.0
last p 2026-02-12/2026Q2/guide_growth,True,
horizon 2026-02-12/2026Q2/guide_growth,True,0.0
actual R 2026-02-12/2026Q2/guide_growth,True,0.0
actual G 2026-02-12/2026Q2/guide_growth,True,0.0
guide baseline 2026-02-12/2026Q2/guide_growth,True,0.0
latest guide anchor 2026-02-12/2026Q2/guide_growth,True,
cushion timing 2026-02-12/2026Q2/joint,True,
cushion 2026-02-12/2026Q2/joint,True,0.0
cushion n 2026-02-12/2026Q2/joint,True,0.0
R to G 2026-02-12/2026Q2/joint,True,0.0
last p 2026-02-12/2026Q2/joint,True,
horizon 2026-02-12/2026Q2/joint,True,0.0
actual R 2026-02-12/2026Q2/joint,True,0.0
actual G 2026-02-12/2026Q2/joint,True,0.0
joint n 2026-02-12/2026Q2/joint,True,0.0
coefficient 2026-02-12/2026Q2/joint,True,0.0
point arithmetic 2026-02-12/2026Q2/joint,True,4.547473508864641e-13
known exposure 2026-02-12/2026Q2/joint,True,2.7755575615628914e-17
exposure complement 2026-02-12/2026Q2/joint,True,0.0
cushion timing 2026-02-12/2026Q2/joint_oracle,True,
cushion 2026-02-12/2026Q2/joint_oracle,True,0.0
cushion n 2026-02-12/2026Q2/joint_oracle,True,0.0
R to G 2026-02-12/2026Q2/joint_oracle,True,0.0
last p 2026-02-12/2026Q2/joint_oracle,True,
horizon 2026-02-12/2026Q2/joint_oracle,True,0.0
actual R 2026-02-12/2026Q2/joint_oracle,True,0.0
actual G 2026-02-12/2026Q2/joint_oracle,True,0.0
joint n 2026-02-12/2026Q2/joint_oracle,True,0.0
coefficient 2026-02-12/2026Q2/joint_oracle,True,0.0
point arithmetic 2026-02-12/2026Q2/joint_oracle,True,0.0
oracle ineligible 2026-02-12/2026Q2/joint_oracle,True,
oracle actual availability 2026-02-12/2026Q2/joint_oracle,True,
cushion timing 2026-02-12/2026Q2/revenue_growth,True,
cushion 2026-02-12/2026Q2/revenue_growth,True,0.0
cushion n 2026-02-12/2026Q2/revenue_growth,True,0.0
R to G 2026-02-12/2026Q2/revenue_growth,True,0.0
last p 2026-02-12/2026Q2/revenue_growth,True,
horizon 2026-02-12/2026Q2/revenue_growth,True,0.0
actual R 2026-02-12/2026Q2/revenue_growth,True,0.0
actual G 2026-02-12/2026Q2/revenue_growth,True,0.0
revenue baseline 2026-02-12/2026Q2/revenue_growth,True,0.0
cushion timing 2022-08-02/2023Q1/fixed,True,
cushion 2022-08-02/2023Q1/fixed,True,0.0
cushion n 2022-08-02/2023Q1/fixed,True,0.0
R to G 2022-08-02/2023Q1/fixed,True,0.0
last p 2022-08-02/2023Q1/fixed,True,
horizon 2022-08-02/2023Q1/fixed,True,0.0
actual R 2022-08-02/2023Q1/fixed,True,0.0
actual G 2022-08-02/2023Q1/fixed,True,0.0
fixed n 2022-08-02/2023Q1/fixed,True,0.0
coefficient 2022-08-02/2023Q1/fixed,True,0.0
point arithmetic 2022-08-02/2023Q1/fixed,True,0.0
known exposure 2022-08-02/2023Q1/fixed,True,0.0
exposure complement 2022-08-02/2023Q1/fixed,True,0.0
cushion timing 2022-08-02/2023Q1/fixed_oracle,True,
cushion 2022-08-02/2023Q1/fixed_oracle,True,0.0
cushion n 2022-08-02/2023Q1/fixed_oracle,True,0.0
R to G 2022-08-02/2023Q1/fixed_oracle,True,0.0
last p 2022-08-02/2023Q1/fixed_oracle,True,
horizon 2022-08-02/2023Q1/fixed_oracle,True,0.0
actual R 2022-08-02/2023Q1/fixed_oracle,True,0.0
actual G 2022-08-02/2023Q1/fixed_oracle,True,0.0
fixed n 2022-08-02/2023Q1/fixed_oracle,True,0.0
coefficient 2022-08-02/2023Q1/fixed_oracle,True,0.0
point arithmetic 2022-08-02/2023Q1/fixed_oracle,True,2.2737367544323206e-13
oracle ineligible 2022-08-02/2023Q1/fixed_oracle,True,
oracle actual availability 2022-08-02/2023Q1/fixed_oracle,True,
cushion timing 2022-08-02/2023Q1/revenue_growth,True,
cushion 2022-08-02/2023Q1/revenue_growth,True,0.0
cushion n 2022-08-02/2023Q1/revenue_growth,True,0.0
R to G 2022-08-02/2023Q1/revenue_growth,True,0.0
last p 2022-08-02/2023Q1/revenue_growth,True,
horizon 2022-08-02/2023Q1/revenue_growth,True,0.0
actual R 2022-08-02/2023Q1/revenue_growth,True,0.0
actual G 2022-08-02/2023Q1/revenue_growth,True,0.0
revenue baseline 2022-08-02/2023Q1/revenue_growth,True,0.0
cushion timing 2022-11-01/2023Q2/fixed,True,
cushion 2022-11-01/2023Q2/fixed,True,0.0
cushion n 2022-11-01/2023Q2/fixed,True,0.0
R to G 2022-11-01/2023Q2/fixed,True,0.0
last p 2022-11-01/2023Q2/fixed,True,
horizon 2022-11-01/2023Q2/fixed,True,0.0
actual R 2022-11-01/2023Q2/fixed,True,0.0
actual G 2022-11-01/2023Q2/fixed,True,0.0
fixed n 2022-11-01/2023Q2/fixed,True,0.0
coefficient 2022-11-01/2023Q2/fixed,True,0.0
point arithmetic 2022-11-01/2023Q2/fixed,True,4.547473508864641e-13
known exposure 2022-11-01/2023Q2/fixed,True,0.0
exposure complement 2022-11-01/2023Q2/fixed,True,0.0
cushion timing 2022-11-01/2023Q2/fixed_oracle,True,
cushion 2022-11-01/2023Q2/fixed_oracle,True,0.0
cushion n 2022-11-01/2023Q2/fixed_oracle,True,0.0
R to G 2022-11-01/2023Q2/fixed_oracle,True,0.0
last p 2022-11-01/2023Q2/fixed_oracle,True,
horizon 2022-11-01/2023Q2/fixed_oracle,True,0.0
actual R 2022-11-01/2023Q2/fixed_oracle,True,0.0
actual G 2022-11-01/2023Q2/fixed_oracle,True,0.0
fixed n 2022-11-01/2023Q2/fixed_oracle,True,0.0
coefficient 2022-11-01/2023Q2/fixed_oracle,True,0.0
point arithmetic 2022-11-01/2023Q2/fixed_oracle,True,4.547473508864641e-13
oracle ineligible 2022-11-01/2023Q2/fixed_oracle,True,
oracle actual availability 2022-11-01/2023Q2/fixed_oracle,True,
cushion timing 2022-11-01/2023Q2/guide_growth,True,
cushion 2022-11-01/2023Q2/guide_growth,True,0.0
cushion n 2022-11-01/2023Q2/guide_growth,True,0.0
R to G 2022-11-01/2023Q2/guide_growth,True,4.547473508864641e-13
last p 2022-11-01/2023Q2/guide_growth,True,
horizon 2022-11-01/2023Q2/guide_growth,True,0.0
actual R 2022-11-01/2023Q2/guide_growth,True,0.0
actual G 2022-11-01/2023Q2/guide_growth,True,0.0
guide baseline 2022-11-01/2023Q2/guide_growth,True,4.547473508864641e-13
latest guide anchor 2022-11-01/2023Q2/guide_growth,True,
cushion timing 2022-11-01/2023Q2/revenue_growth,True,
cushion 2022-11-01/2023Q2/revenue_growth,True,0.0
cushion n 2022-11-01/2023Q2/revenue_growth,True,0.0
R to G 2022-11-01/2023Q2/revenue_growth,True,4.547473508864641e-13
last p 2022-11-01/2023Q2/revenue_growth,True,
horizon 2022-11-01/2023Q2/revenue_growth,True,0.0
actual R 2022-11-01/2023Q2/revenue_growth,True,0.0
actual G 2022-11-01/2023Q2/revenue_growth,True,0.0
revenue baseline 2022-11-01/2023Q2/revenue_growth,True,0.0
cushion timing 2023-02-14/2023Q3/fixed,True,
cushion 2023-02-14/2023Q3/fixed,True,0.0
cushion n 2023-02-14/2023Q3/fixed,True,0.0
R to G 2023-02-14/2023Q3/fixed,True,0.0
last p 2023-02-14/2023Q3/fixed,True,
horizon 2023-02-14/2023Q3/fixed,True,0.0
actual R 2023-02-14/2023Q3/fixed,True,0.0
actual G 2023-02-14/2023Q3/fixed,True,0.0
fixed n 2023-02-14/2023Q3/fixed,True,0.0
coefficient 2023-02-14/2023Q3/fixed,True,0.0
point arithmetic 2023-02-14/2023Q3/fixed,True,0.0
known exposure 2023-02-14/2023Q3/fixed,True,0.0
exposure complement 2023-02-14/2023Q3/fixed,True,0.0
cushion timing 2023-02-14/2023Q3/fixed_oracle,True,
cushion 2023-02-14/2023Q3/fixed_oracle,True,0.0
cushion n 2023-02-14/2023Q3/fixed_oracle,True,0.0
R to G 2023-02-14/2023Q3/fixed_oracle,True,0.0
last p 2023-02-14/2023Q3/fixed_oracle,True,
horizon 2023-02-14/2023Q3/fixed_oracle,True,0.0
actual R 2023-02-14/2023Q3/fixed_oracle,True,0.0
actual G 2023-02-14/2023Q3/fixed_oracle,True,0.0
fixed n 2023-02-14/2023Q3/fixed_oracle,True,0.0
coefficient 2023-02-14/2023Q3/fixed_oracle,True,0.0
point arithmetic 2023-02-14/2023Q3/fixed_oracle,True,4.547473508864641e-13
oracle ineligible 2023-02-14/2023Q3/fixed_oracle,True,
oracle actual availability 2023-02-14/2023Q3/fixed_oracle,True,
cushion timing 2023-02-14/2023Q3/guide_growth,True,
cushion 2023-02-14/2023Q3/guide_growth,True,0.0
cushion n 2023-02-14/2023Q3/guide_growth,True,0.0
R to G 2023-02-14/2023Q3/guide_growth,True,4.547473508864641e-13
last p 2023-02-14/2023Q3/guide_growth,True,
horizon 2023-02-14/2023Q3/guide_growth,True,0.0
actual R 2023-02-14/2023Q3/guide_growth,True,0.0
actual G 2023-02-14/2023Q3/guide_growth,True,0.0
guide baseline 2023-02-14/2023Q3/guide_growth,True,0.0
latest guide anchor 2023-02-14/2023Q3/guide_growth,True,
cushion timing 2023-02-14/2023Q3/revenue_growth,True,
cushion 2023-02-14/2023Q3/revenue_growth,True,0.0
cushion n 2023-02-14/2023Q3/revenue_growth,True,0.0
R to G 2023-02-14/2023Q3/revenue_growth,True,0.0
last p 2023-02-14/2023Q3/revenue_growth,True,
horizon 2023-02-14/2023Q3/revenue_growth,True,0.0
actual R 2023-02-14/2023Q3/revenue_growth,True,0.0
actual G 2023-02-14/2023Q3/revenue_growth,True,0.0
revenue baseline 2023-02-14/2023Q3/revenue_growth,True,4.547473508864641e-13
cushion timing 2023-05-09/2023Q4/fixed,True,
cushion 2023-05-09/2023Q4/fixed,True,0.0
cushion n 2023-05-09/2023Q4/fixed,True,0.0
R to G 2023-05-09/2023Q4/fixed,True,0.0
last p 2023-05-09/2023Q4/fixed,True,
horizon 2023-05-09/2023Q4/fixed,True,0.0
actual R 2023-05-09/2023Q4/fixed,True,0.0
actual G 2023-05-09/2023Q4/fixed,True,0.0
fixed n 2023-05-09/2023Q4/fixed,True,0.0
coefficient 2023-05-09/2023Q4/fixed,True,0.0
point arithmetic 2023-05-09/2023Q4/fixed,True,0.0
known exposure 2023-05-09/2023Q4/fixed,True,0.0
exposure complement 2023-05-09/2023Q4/fixed,True,0.0
cushion timing 2023-05-09/2023Q4/fixed_oracle,True,
cushion 2023-05-09/2023Q4/fixed_oracle,True,0.0
cushion n 2023-05-09/2023Q4/fixed_oracle,True,0.0
R to G 2023-05-09/2023Q4/fixed_oracle,True,4.547473508864641e-13
last p 2023-05-09/2023Q4/fixed_oracle,True,
horizon 2023-05-09/2023Q4/fixed_oracle,True,0.0
actual R 2023-05-09/2023Q4/fixed_oracle,True,0.0
actual G 2023-05-09/2023Q4/fixed_oracle,True,0.0
fixed n 2023-05-09/2023Q4/fixed_oracle,True,0.0
coefficient 2023-05-09/2023Q4/fixed_oracle,True,0.0
point arithmetic 2023-05-09/2023Q4/fixed_oracle,True,0.0
oracle ineligible 2023-05-09/2023Q4/fixed_oracle,True,
oracle actual availability 2023-05-09/2023Q4/fixed_oracle,True,
cushion timing 2023-05-09/2023Q4/guide_growth,True,
