file,market,snapshot,sha256,compressed_bytes,raw_rows,raw_listings,used_rows,used_listings,stay_date_min,stay_date_max,source_url,region
london_2026-03-21_calendar.csv.gz,london,2026-03-21,bf015a03b064d0f7e46e6ed6adebc73141d3aa04197d5a99b46c6f76071cac2c,48739362,19612946,53734,19612946,53734,2026-03-21,2027-04-01,https://data.insideairbnb.com/united-kingdom/england/london/2026-03-21/data/calendar.csv.gz,emea
london_2026-06-19_calendar.csv.gz,london,2026-06-19,ce7b014a903dee69190e41bfebaa51cf3e2df9e3c1187de958e1a47e930489a6,82435981,33871636,92799,33871636,92799,2026-06-19,2027-06-30,https://data.insideairbnb.com/united-kingdom/england/london/2026-06-19/data/calendar.csv.gz,emea
london_2026-08-18_calendar.csv.gz,london,2026-08-18,ed0c4e735ab8b961cb7ac63478991e5fe2807394ee2ab8bfb947eee8c3d5a3d8,82144423,33865827,92783,33865827,92783,2026-08-19,2027-08-29,https://data.insideairbnb.com/united-kingdom/england/london/2026-08-18/data/calendar.csv.gz,emea
los-angeles_2025-03-01_calendar.csv.gz,los-angeles,2025-03-01,bd55bf98795e98495c43a6cba9c18a03986d93d55937281792d532c001182aed,41428902,16428742,45011,16428742,45011,2025-03-02,2026-03-02,,na
los-angeles_2025-04-01_calendar.csv.gz,los-angeles,2025-04-01,4e4aa5e0259448923e5150fd328b75e7a721d9159d7084ec3bea11a48dea8772,39466161,16338400,44765,16338400,44765,2025-04-02,2026-04-03,,na
los-angeles_2025-05-01_calendar.csv.gz,los-angeles,2025-05-01,8abb10da20cd8388fbf56dee2ee373b98908888c5db509c75ae4f97b87e107bc,41269157,16415995,44992,16415995,44992,2025-05-01,2026-05-02,,na
los-angeles_2025-07-01_calendar.csv.gz,los-angeles,2025-07-01,10d962ac3b6839861f7e6ef0a2e58295142c5691d980603c7d5930adbd08752b,39433544,16602799,45487,16602799,45487,2025-07-01,2026-07-03,,na
los-angeles_2025-08-01_calendar.csv.gz,los-angeles,2025-08-01,13352ebf344b89b4aadb1805628c322fc55cb61faa7cbfa29580aff382f45c50,39817648,16708697,45777,16708697,45777,2025-08-02,2026-08-03,,na
los-angeles_2025-09-01_calendar.csv.gz,los-angeles,2025-09-01,1bcd25441f09bbeb73bdbb9e5c0a2c15fcfa10f44bec10d9d2c3a8e7ea75fc24,40030151,16748426,45886,16748426,45886,2025-09-02,2026-09-02,https://data.insideairbnb.com/united-states/ca/los-angeles/2025-09-01/data/calendar.csv.gz,na
los-angeles_2025-12-04_calendar.csv.gz,los-angeles,2025-12-04,9f96adaf330f79c6e92f7d30bca2c149c1f9fde337dff6ad32bc771948688598,40666206,16638552,45585,16638552,45585,2025-12-04,2026-12-10,https://data.insideairbnb.com/united-states/ca/los-angeles/2025-12-04/data/calendar.csv.gz,na
los-angeles_2026-03-16_calendar.csv.gz,los-angeles,2026-03-16,c6cb1f8772cb137ee83c8d118d1214989a59befde7c0128fbe2a61151e654ace,38882513,16822146,46088,16822146,46088,2026-03-16,2027-03-17,https://data.insideairbnb.com/united-states/ca/los-angeles/2026-03-16/data/calendar.csv.gz,na
los-angeles_2026-06-15_calendar.csv.gz,los-angeles,2026-06-15,4180689f72077a63d1aac84ec7c7c654bfb0d1fac61cdcbf16be4d16d808817e,38449668,16035198,43932,16035198,43932,2026-06-15,2027-06-22,https://data.insideairbnb.com/united-states/ca/los-angeles/2026-06-15/data/calendar.csv.gz,na
los-angeles_2026-08-10_calendar.csv.gz,los-angeles,2026-08-10,caef65ef209aeff773ccec629fd134acbeb31f28bfaa93e98e4360ad801b0635,38379710,15963286,43735,15963286,43735,2026-08-11,2027-08-20,https://data.insideairbnb.com/united-states/ca/los-angeles/2026-08-10/data/calendar.csv.gz,na
melbourne_2025-08-05_calendar.csv.gz,melbourne,2025-08-05,d0806acc7ff7ce96e3221139223d63220221ea427a4574006390cbb1fba1894c,22424641,9343869,25599,9343869,25599,2025-08-06,2026-08-06,,apac
melbourne_2025-09-12_calendar.csv.gz,melbourne,2025-09-12,c7c2c4e88c6385ae67b667f450400472dbb14e5e9b02043ece5a5e6a65b3f4de,21497054,8939215,24491,8939215,24491,2025-09-12,2026-09-11,https://data.insideairbnb.com/australia/vic/melbourne/2025-09-12/data/calendar.csv.gz,apac
melbourne_2025-12-12_calendar.csv.gz,melbourne,2025-12-12,a5bff1fcf0eb14f088155b6cd5e82921c32399801ce48734a87259f03e9a6076,23788689,9564099,26203,9564099,26203,2025-12-12,2026-12-12,https://data.insideairbnb.com/australia/vic/melbourne/2025-12-12/data/calendar.csv.gz,apac
melbourne_2026-03-21_calendar.csv.gz,melbourne,2026-03-21,5e5ea0813414c7ae4f5c9369bfeef2e5a4e124218a6d95b9f647681e76a6d9ed,14601750,6086010,16674,6086010,16674,2026-03-21,2027-03-20,https://data.insideairbnb.com/australia/vic/melbourne/2026-03-21/data/calendar.csv.gz,apac
melbourne_2026-06-16_calendar.csv.gz,melbourne,2026-06-16,327d20a57e262059cc1f1394e19cea460e08c69dab71d2ff27e4bb1e13ae70ff,22222407,9390720,25728,9390720,25728,2026-06-17,2027-06-30,https://data.insideairbnb.com/australia/vic/melbourne/2026-06-16/data/calendar.csv.gz,apac
melbourne_2026-08-15_calendar.csv.gz,melbourne,2026-08-15,0adf870aca2f45c0b988462c5d924dec7737ab80c5944a8079f56efc065816e8,22170730,9317720,25528,9317720,25528,2026-08-15,2027-08-27,https://data.insideairbnb.com/australia/vic/melbourne/2026-08-15/data/calendar.csv.gz,apac
mexico-city_2025-06-25_calendar.csv.gz,mexico-city,2025-06-25,184f1030aa6d80fd2681c6a95b90fa5e65d44c79f2c73833b90f8284ae67d609,22647151,9636365,26401,9636365,26401,2025-06-25,2026-07-01,,latam
mexico-city_2025-07-27_calendar.csv.gz,mexico-city,2025-07-27,23cdd2c2c503cd92220077c73c51772cd69e2e77f0f9cc093b689c9e65a28521,23193086,9767055,26759,9767055,26759,2025-07-27,2026-07-29,,latam
mexico-city_2025-08-29_calendar.csv.gz,mexico-city,2025-08-29,745ed3c73475b67f33d1ba7408885bd09980d21018637cbf769ea97d15fafd4b,23512684,9832353,26938,9832353,26938,2025-08-30,2026-09-03,,latam
mexico-city_2025-09-27_calendar.csv.gz,mexico-city,2025-09-27,94c452de4f56836abe805966131a53944e7e7b6bd66d7837fd8fd8e34fb75cad,23037908,9873624,27051,9873624,27051,2025-09-27,2026-09-27,https://data.insideairbnb.com/mexico/df/mexico-city/2025-09-27/data/calendar.csv.gz,latam
mexico-city_2025-12-29_calendar.csv.gz,mexico-city,2025-12-29,a37e29da094c0bf562a26a1fbbf155b718caa84a055e4b1887a6534c15db0bb1,21229810,8483448,23242,8483448,23242,2025-12-30,2027-01-04,https://data.insideairbnb.com/mexico/df/mexico-city/2025-12-29/data/calendar.csv.gz,latam
mexico-city_2026-03-30_calendar.csv.gz,mexico-city,2026-03-30,098211c00520e160b9cb25787238fbae7140c766ed461558e456096e2547abff,19570748,8311079,22770,8311079,22770,2026-03-30,2027-04-02,https://data.insideairbnb.com/mexico/df/mexico-city/2026-03-30/data/calendar.csv.gz,latam
mexico-city_2026-06-15_calendar.csv.gz,mexico-city,2026-06-15,0c908ec722a70dd23c3385f0e67e3de731f38b6f024aa31ad4ba7f7c6528c678,26855152,11471961,31430,11471961,31430,2026-06-16,2027-07-05,https://data.insideairbnb.com/mexico/df/mexico-city/2026-06-15/data/calendar.csv.gz,latam
mexico-city_2026-08-30_calendar.csv.gz,mexico-city,2026-08-30,794b7fcf58ed89cc7968861325bd715b3b8fca4515bcd2c439844a913c961506,27455679,11176683,30621,11176683,30621,2026-09-02,2027-09-02,https://data.insideairbnb.com/mexico/df/mexico-city/2026-08-30/data/calendar.csv.gz,latam
mid-north-coast_2025-03-04_calendar.csv.gz,mid-north-coast,2025-03-04,6959bfa5c295387fc8072535cdaf3107d80ad906f2859321d3f3c587e4d980f3,4420066,1707173,4677,1707173,4677,2025-03-04,2026-03-07,,apac
mid-north-coast_2025-04-07_calendar.csv.gz,mid-north-coast,2025-04-07,0ac05da4a0b846c0ec7742457557293bf3d9b75726a0c1766ed69f6151f8ac9e,4835253,1865903,5113,1865903,5113,2025-04-07,2026-04-17,,apac
mid-north-coast_2025-05-06_calendar.csv.gz,mid-north-coast,2025-05-06,dede6c4af446faee77781b215ae705a55533d20d00a881b1f00adc9eebfcc98d,4782494,1846535,5059,1846535,5059,2025-05-06,2026-05-22,,apac
mid-north-coast_2025-07-07_calendar.csv.gz,mid-north-coast,2025-07-07,d1e7c509e21c5fdf440b293b42ed13350430bdeeddf705bedfc2966df28863b1,4515527,1847630,5062,1847630,5062,2025-07-07,2026-07-07,,apac
mid-north-coast_2025-08-08_calendar.csv.gz,mid-north-coast,2025-08-08,3a951b39fa68daf2f0382fe1451ba5cadac5cf5d746852b6ea4a9648c806ea4e,4546579,1851280,5072,1851280,5072,2025-08-08,2026-08-07,,apac
mid-north-coast_2025-10-17_calendar.csv.gz,mid-north-coast,2025-10-17,8a9efa2262b58cc80d31c698caef8b2671cb28c040d617877752172daf8ee676,4654903,1883400,5160,1883400,5160,2025-10-17,2026-10-16,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2025-10-17/data/calendar.csv.gz,apac
mid-north-coast_2025-11-12_calendar.csv.gz,mid-north-coast,2025-11-12,8d7ed203c9ce68b2cc92a74aaed326792a25451b4c36d381c43b1e5043f88025,4674793,1880115,5151,1880115,5151,2025-11-12,2026-11-11,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2025-11-12/data/calendar.csv.gz,apac
mid-north-coast_2026-03-21_calendar.csv.gz,mid-north-coast,2026-03-21,d816d5b31135a56d34786dcdd706534e774075bbb83a952fb99e4e14c1c6bdee,4140040,1643230,4502,1643230,4502,2026-03-21,2027-03-20,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2026-03-21/data/calendar.csv.gz,apac
mid-north-coast_2026-06-19_calendar.csv.gz,mid-north-coast,2026-06-19,a1f7398055e291bf44c68d18f815f7f371244eaf2bd25e83fdd5eb95e5ba16dc,4881801,1944720,5328,1944720,5328,2026-06-19,2027-06-28,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2026-06-19/data/calendar.csv.gz,apac
mid-north-coast_2026-08-18_calendar.csv.gz,mid-north-coast,2026-08-18,1a18495c314abf890b23addeee06c00b5e693f5457db22a23ad236a0c6ec7b3f,4815591,1915885,5249,1915885,5249,2026-08-18,2027-08-28,https://data.insideairbnb.com/australia/nsw/mid-north-coast/2026-08-18/data/calendar.csv.gz,apac
mornington-peninsula_2025-03-07_calendar.csv.gz,mornington-peninsula,2025-03-07,8fd0db0a74f4a4cfe1b1dc93d9e9deabef8b2c4dcb5b545e8b9dba2753e97871,4345233,1712413,4689,1712413,4689,2025-03-07,2026-03-09,,apac
mornington-peninsula_2025-04-14_calendar.csv.gz,mornington-peninsula,2025-04-14,b157ec7fdb26f5c384dfba6790abc11635ce5b761447b6ec2e63f9b2a45247fa,4306549,1700177,4659,1700177,4659,2025-04-14,2026-04-13,,apac
mornington-peninsula_2025-05-13_calendar.csv.gz,mornington-peninsula,2025-05-13,67bd27847fbd0af3bc6bdc5d43c590bda005775ed6934e2c8241eb656b4fe498,4219208,1668083,4571,1668083,4571,2025-05-13,2026-05-28,,apac
mornington-peninsula_2025-07-17_calendar.csv.gz,mornington-peninsula,2025-07-17,a20fa7ef3df7515fca940b984739eb617df78debbc4650f9932467d41ed46a03,3938566,1668415,4571,1668415,4571,2025-07-17,2026-07-16,,apac
mornington-peninsula_2025-08-17_calendar.csv.gz,mornington-peninsula,2025-08-17,c10067a7460b300cf80e1a8dd9fe05cbca801b1bf8da37da4ec430007cee4abc,3937723,1656735,4539,1656735,4539,2025-08-17,2026-08-16,,apac
mornington-peninsula_2025-09-18_calendar.csv.gz,mornington-peninsula,2025-09-18,daedb0eede327e2593b47c59c51e1b6f20881ac6b5e240db6f5bd3d3ac065508,3967759,1653085,4529,1653085,4529,2025-09-18,2026-09-17,https://data.insideairbnb.com/australia/vic/mornington-peninsula/2025-09-18/data/calendar.csv.gz,apac
mornington-peninsula_2025-12-22_calendar.csv.gz,mornington-peninsula,2025-12-22,2b7219780f0109e8650067d77066c7b7884665b9c143110cba7e8046122a13ff,4200399,1689585,4629,1689585,4629,2025-12-25,2027-01-04,https://data.insideairbnb.com/australia/vic/mornington-peninsula/2025-12-22/data/calendar.csv.gz,apac
mornington-peninsula_2026-03-25_calendar.csv.gz,mornington-peninsula,2026-03-25,e1b4ff72c57b2fc10d1097b07cd2b15c4bb49ab76c981371cab0a9a9adc83549,3387424,1390285,3809,1390285,3809,2026-03-25,2027-03-24,https://data.insideairbnb.com/australia/vic/mornington-peninsula/2026-03-25/data/calendar.csv.gz,apac
mornington-peninsula_2026-06-22_calendar.csv.gz,mornington-peninsula,2026-06-22,1e277eac3e639614892c90deeca109d9a40b2817976f90925eab405c16ddf93e,3959158,1627170,4458,1627170,4458,2026-06-22,2027-07-01,https://data.insideairbnb.com/australia/vic/mornington-peninsula/2026-06-22/data/calendar.csv.gz,apac
mornington-peninsula_2026-08-26_calendar.csv.gz,mornington-peninsula,2026-08-26,0042e8e5b3c3de34f7d7b29f4f077d3770880e8b8bc1e5e7915a3e7e03d41e1d,3961718,1608190,4406,1608190,4406,2026-08-26,2027-08-29,https://data.insideairbnb.com/australia/vic/mornington-peninsula/2026-08-26/data/calendar.csv.gz,apac
nashville_2024-05-26_calendar.csv.gz,nashville,2024-05-26,3bf2d4e129b410aabc2225e81b1d920becf21cb4cc000efda86191f38f3ba08a,8522461,3255250,8920,3255250,8920,2024-05-26,2025-05-25,,na
nashville_2024-06-22_calendar.csv.gz,nashville,2024-06-22,42043d6680d812e046412e565466e0934b02fa6b921758f6e8dadac25c0eb3fb,8590493,3282391,8994,3282391,8994,2024-06-22,2025-06-22,,na
nashville_2024-07-25_calendar.csv.gz,nashville,2024-07-25,75fade1e0eab028f8ed261709b9b0fac4770e17ed9c40c34301909f726662136,8635114,3301391,9046,3301391,9046,2024-07-25,2025-07-24,,na
nashville_2024-08-18_calendar.csv.gz,nashville,2024-08-18,2053f4d7ce5b270c339fb97f217ee16f0646aab2b12df881fe56549b507b71a2,8629047,3295250,9029,3295250,9029,2024-08-18,2025-08-18,,na
nashville_2024-09-18_calendar.csv.gz,nashville,2024-09-18,13fd947085fa4e79006292cf6169c2589a40eee9314628c608598c31e48fb0d1,8801755,3345337,9166,3345337,9166,2024-09-18,2025-09-17,,na
nashville_2024-10-19_calendar.csv.gz,nashville,2024-10-19,4035ce83af1894831c2800a1f16647027ccb85094644ff61ccbe811864b763a6,8893966,3387320,9281,3387320,9281,2024-10-19,2025-10-19,,na
nashville_2024-11-23_calendar.csv.gz,nashville,2024-11-23,20efae3f1f9fb12021009b82a70f453b6533b2b0e4388ade1beadfa5c9bb703a,9024935,3411579,9348,3411579,9348,2024-11-23,2025-11-22,,na
nashville_2024-12-21_calendar.csv.gz,nashville,2024-12-21,27f4bafb186faef3fc99a6f52686333c240bae1764d73256d19eff47e8f3887d,9196961,3431815,9403,3431815,9403,2024-12-21,2025-12-20,,na
nashville_2025-01-24_calendar.csv.gz,nashville,2025-01-24,72fa7404abaa7fbc90b829074e2dbca0eb8aca3060f8be10bc46561045c82299,9475544,3452137,9459,3452137,9459,2025-01-24,2026-01-30,,na
nashville_2025-02-17_calendar.csv.gz,nashville,2025-02-17,d5eff6eef0854c42b128eca8e0c3d6059a2c7139dec90fcb4524b3615695f44a,9247400,3472645,9515,3472645,9515,2025-02-17,2026-02-17,,na
nashville_2025-03-15_calendar.csv.gz,nashville,2025-03-15,720573fb80aed72dd55cd91b47d303b5aa4b05485122235c1fc311cb2e47b963,9260252,3496606,9581,3496606,9581,2025-03-15,2026-03-15,,na
nashville_2025-04-18_calendar.csv.gz,nashville,2025-04-18,5c1c8edc41f3fc0b13ecc3e0d27dcb11452653f5bcb6e619ba56962aef7559b1,9219256,3496833,9581,3496833,9581,2025-04-18,2026-04-29,,na
nashville_2025-05-17_calendar.csv.gz,nashville,2025-05-17,48455146bdc5f1da22628593992568df4cf5d1740b7f33bd270e22e74df951c8,9287438,3519066,9642,3519066,9642,2025-05-17,2026-05-17,,na
nashville_2025-07-22_calendar.csv.gz,nashville,2025-07-22,ac105877055e31239fffaf24a794fb1321ebf051445b01709844e505a80d31cd,8809307,3519700,9643,3519700,9643,2025-07-22,2026-07-22,,na
nashville_2025-08-23_calendar.csv.gz,nashville,2025-08-23,060072487d72e82511bc4fe6577a917ccfe9d15c5dfe9c89764327cad3b0141c,8871763,3501080,9592,3501080,9592,2025-08-23,2026-08-22,,na
nashville_2025-09-23_calendar.csv.gz,nashville,2025-09-23,b0f3fdc5424206a3059a54a423ba0541d28fabc744dd801dda09b786d8944836,8712517,3446696,9443,3446696,9443,2025-09-23,2026-09-23,https://data.insideairbnb.com/united-states/tn/nashville/2025-09-23/data/calendar.csv.gz,na
nashville_2025-12-27_calendar.csv.gz,nashville,2025-12-27,3fc179e442d3b91812ea8672b17ec1f7ef56f4d0e591f495ccb83acc9a48a3bd,6224935,2406810,6594,2406810,6594,2025-12-27,2027-01-04,https://data.insideairbnb.com/united-states/tn/nashville/2025-12-27/data/calendar.csv.gz,na
nashville_2026-03-28_calendar.csv.gz,nashville,2026-03-28,d10bbcc593a8c0cb97b828a191e566417c8b738ac331c3da874cf4f7e36f593f,5660491,2200950,6030,2200950,6030,2026-03-28,2027-03-27,https://data.insideairbnb.com/united-states/tn/nashville/2026-03-28/data/calendar.csv.gz,na
nashville_2026-06-26_calendar.csv.gz,nashville,2026-06-26,10f3c4e05e2edd0cbaf3f6e82681114e3b1f5700209e967197afa4d67c9882f4,9421844,3743075,10255,3743075,10255,2026-06-27,2027-07-02,https://data.insideairbnb.com/united-states/tn/nashville/2026-06-26/data/calendar.csv.gz,na
nashville_2026-08-27_calendar.csv.gz,nashville,2026-08-27,dd12be90efd8e82c67bccc42ad71d8d96f82be936f53047b3acaf8c9f9a0c020,9370294,3709864,10164,3709864,10164,2026-08-27,2027-08-29,https://data.insideairbnb.com/united-states/tn/nashville/2026-08-27/data/calendar.csv.gz,na
new-orleans_2025-07-05_calendar.csv.gz,new-orleans,2025-07-05,072312fb169a8e1cea4cd821dd1fca6cae20d2892a3972954eea99b129492710,6721831,2784953,7630,2784953,7630,2025-07-05,2026-07-05,,na
new-orleans_2025-08-05_calendar.csv.gz,new-orleans,2025-08-05,ba140c029b035dae1a34b667dc2871e25504d97a8d44c9239e2f73ee781eb93e,6475488,2684577,7355,2684577,7355,2025-08-05,2026-08-05,,na
new-orleans_2025-09-11_calendar.csv.gz,new-orleans,2025-09-11,ad6c0de9b77fbdb70d6b6e3d0c692cffb30a6a46ab51d6d2166f6fd776c3b2ee,6603371,2717060,7444,2717060,7444,2025-09-11,2026-09-10,https://data.insideairbnb.com/united-states/la/new-orleans/2025-09-11/data/calendar.csv.gz,na
new-orleans_2025-12-12_calendar.csv.gz,new-orleans,2025-12-12,9fcd510485fbd5f79898d61e02145afcf71a3c8a4e21efe7f8475592aad9e60c,6591276,2656470,7278,2656470,7278,2025-12-12,2026-12-11,https://data.insideairbnb.com/united-states/la/new-orleans/2025-12-12/data/calendar.csv.gz,na
new-orleans_2026-03-19_calendar.csv.gz,new-orleans,2026-03-19,701fe820ead144a42372fa0c67e94b3cd21c5f5fa0b9f4ac2ad48be165dbade7,5612585,2269570,6218,2269570,6218,2026-03-19,2027-03-18,https://data.insideairbnb.com/united-states/la/new-orleans/2026-03-19/data/calendar.csv.gz,na
new-orleans_2026-06-16_calendar.csv.gz,new-orleans,2026-06-16,96667a7523e5b477dbb2247f3c8bf4b55cbac044e4ed3bc9593b77b84258e919,6482537,2647712,7254,2647712,7254,2026-06-16,2027-06-24,https://data.insideairbnb.com/united-states/la/new-orleans/2026-06-16/data/calendar.csv.gz,na
new-orleans_2026-08-15_calendar.csv.gz,new-orleans,2026-08-15,a40049b12a485a1f24b888e8b81a587842072f5070675ad42a8f5a66f7d7fce0,6571574,2665595,7303,2665595,7303,2026-08-15,2027-08-26,https://data.insideairbnb.com/united-states/la/new-orleans/2026-08-15/data/calendar.csv.gz,na
new-york-city_2025-10-01_calendar.csv.gz,new-york-city,2025-10-01,3c161c2956b7a71b7ace8ecf8282113c3da850413ca5639e8f27289c5eea946d,31060532,13180517,36111,13180517,36111,2025-10-01,2026-10-01,https://data.insideairbnb.com/united-states/ny/new-york-city/2025-10-01/data/calendar.csv.gz,na
new-york-city_2025-12-04_calendar.csv.gz,new-york-city,2025-12-04,a065157d265f9f80a436101b2130bf51fb44fefcf850f24555286668d4984216,31711038,13235283,36261,13235283,36261,2025-12-04,2026-12-10,https://data.insideairbnb.com/united-states/ny/new-york-city/2025-12-04/data/calendar.csv.gz,na
new-york-city_2026-03-16_calendar.csv.gz,new-york-city,2026-03-16,03dff769597088d1c74b5c821fb8ae179c2244b0922fc1ac6ffffc3419a91412,29347960,13132337,35979,13132337,35979,2026-03-16,2027-03-16,https://data.insideairbnb.com/united-states/ny/new-york-city/2026-03-16/data/calendar.csv.gz,na
new-york-city_2026-06-14_calendar.csv.gz,new-york-city,2026-06-14,1023688159497ffccdfabe81e163d31ca4fae7af4b4e87bed119168531e4648d,25904041,11152576,30555,11152576,30555,2026-06-14,2027-06-22,https://data.insideairbnb.com/united-states/ny/new-york-city/2026-06-14/data/calendar.csv.gz,na
new-york-city_2026-08-10_calendar.csv.gz,new-york-city,2026-08-10,a4d6553040a013384b6a460a9884f96833e0696450cf7181673609d4a6128d12,25849814,11035410,30234,11035410,30234,2026-08-10,2027-08-20,https://data.insideairbnb.com/united-states/ny/new-york-city/2026-08-10/data/calendar.csv.gz,na
northern-rivers_2025-03-11_calendar.csv.gz,northern-rivers,2025-03-11,1f03091897dbd746617abcdc9934f011694cdb7d8f11d4bbda19aae1e9d88187,5809966,2269279,6215,2269279,6215,2025-03-11,2026-03-14,,apac
northern-rivers_2025-04-17_calendar.csv.gz,northern-rivers,2025-04-17,1f1600f0014f37badc3d497b53ec14e86368b1a661743e3b8611e7530a88da83,5838353,2285995,6263,2285995,6263,2025-04-17,2026-04-27,,apac
northern-rivers_2025-05-14_calendar.csv.gz,northern-rivers,2025-05-14,0a086ec96cebf258a320d8acc76c5dfc4084f542922efa72c0362a75918becf8,5753770,2257900,6187,2257900,6187,2025-05-14,2026-05-14,,apac
northern-rivers_2025-07-20_calendar.csv.gz,northern-rivers,2025-07-20,22cd4b122d5280f161badb9a99dd755c7d1569c0b8d30c042a4a73b80b39f9cd,5375753,2237087,6129,2237087,6129,2025-07-20,2026-07-20,,apac
northern-rivers_2025-08-19_calendar.csv.gz,northern-rivers,2025-08-19,5e5cd4670d0a58d406b3c7120815f3ee7d8968724b0a5a87ad50e103de311839,5412822,2242195,6143,2242195,6143,2025-08-19,2026-08-18,,apac
northern-rivers_2025-09-22_calendar.csv.gz,northern-rivers,2025-09-22,5d1c782c0b6fe719ad1c92e91eb36c9a1a7a4fbc994039e3e54bdb8937d71301,5435022,2237815,6131,2237815,6131,2025-09-22,2026-09-23,https://data.insideairbnb.com/australia/nsw/northern-rivers/2025-09-22/data/calendar.csv.gz,apac
northern-rivers_2025-12-25_calendar.csv.gz,northern-rivers,2025-12-25,126a129ba16ebe75145e7449743209be2cac4e475a65fb9fc706405070ef2f12,5856926,2337828,6405,2337828,6405,2025-12-25,2027-01-04,https://data.insideairbnb.com/australia/nsw/northern-rivers/2025-12-25/data/calendar.csv.gz,apac
northern-rivers_2026-03-27_calendar.csv.gz,northern-rivers,2026-03-27,617af07c59b7f403813253db612a16ad842d03e73655d7de0c0b0d3b539e5d30,4461800,1799457,4930,1799457,4930,2026-03-27,2027-03-27,https://data.insideairbnb.com/australia/nsw/northern-rivers/2026-03-27/data/calendar.csv.gz,apac
northern-rivers_2026-06-24_calendar.csv.gz,northern-rivers,2026-06-24,18f21aa3cbfbc7ba3287699d101d3171ffb4a2afb804402b3e8b5cd5f835d769,5714958,2323955,6367,2323955,6367,2026-06-24,2027-07-02,https://data.insideairbnb.com/australia/nsw/northern-rivers/2026-06-24/data/calendar.csv.gz,apac
northern-rivers_2026-08-27_calendar.csv.gz,northern-rivers,2026-08-27,048a54f09e06a29571e0a106219f9e69c769957d9b483a6dc5843fb9c1848c0e,5781588,2316655,6347,2316655,6347,2026-08-27,2027-08-29,https://data.insideairbnb.com/australia/nsw/northern-rivers/2026-08-27/data/calendar.csv.gz,apac
paris_2024-03-16_calendar.csv.gz,paris,2024-03-16,1781ed401044c0f3de7322507ab095a4fd61909695147c0b9569df6e3e6766f0,80251325,30804889,84397,30804889,84397,2024-03-16,2025-03-22,,emea
paris_2024-05-11_calendar.csv.gz,paris,2024-05-11,4f286b7ee44663407f4975d9ad1c366ae85c735737e15df42a7315f775bc92f7,82695053,33822268,92665,33822268,92665,2024-05-11,2025-05-13,,emea
paris_2024-06-10_calendar.csv.gz,paris,2024-06-10,ca74badfacdc5a38d98a1eadd4e11a9de71d0b5aaffe779cf56ef9add6016e96,85294070,34997121,95885,34997121,95885,2024-06-11,2025-06-13,,emea
paris_2024-07-14_calendar.csv.gz,paris,2024-07-14,8e5859e83088dbc838cde55ecfef62e7f3dfc9afb22f1c8488ababf38c0d4c7c,95498861,36064726,98810,36064726,98810,2024-07-14,2025-07-27,,emea
paris_2024-08-09_calendar.csv.gz,paris,2024-08-09,c15bec148c8a95f003ace338aad63a055ceaeb6d2344b92ea61fb295b32ac8b0,94170827,36037346,98736,36037346,98736,2024-08-09,2025-08-14,,emea
paris_2024-09-06_calendar.csv.gz,paris,2024-09-06,96f729e1296d9b240c9f93ee3a8b2cddf3a992b2550fb6f1fc58af7b6b286d6b,88031456,34842829,95461,34842829,95461,2024-09-06,2025-09-12,,emea
paris_2024-10-07_calendar.csv.gz,paris,2024-10-07,5bbfbe9c574c7c89147fff68feadd54689949c0051b997f43ded41b6a1c81f11,85959238,34045259,93275,34045259,93275,2024-10-07,2025-10-10,,emea
paris_2024-11-09_calendar.csv.gz,paris,2024-11-09,b071cc7621aafc0d93e0a8b35ae3b1b4784dc43b195f137141caba5af0601a4c,85251668,33479542,91729,33479542,91729,2024-11-10,2025-11-13,,emea
paris_2024-12-06_calendar.csv.gz,paris,2024-12-06,ef602e3b58b6d2474e8c5dfc391852740ba69d3428be03c4059eded1b77b3c6e,83448770,33226170,91031,33226170,91031,2024-12-06,2025-12-09,,emea
paris_2025-01-09_calendar.csv.gz,paris,2025-01-09,280bbb1ad2e8c2e1abe86bbefbda613344d8612c05057fca4b7b7d5cf9eaba4e,84344735,32671214,89513,32671214,89513,2025-01-09,2026-01-25,,emea
paris_2025-02-12_calendar.csv.gz,paris,2025-02-12,bda688e7d983ea13ab78367cd1094586a59b9b08c8887370a9b6f3caf520f672,78855775,31746319,86990,31746319,86990,2025-02-12,2026-02-15,,emea
paris_2025-03-03_calendar.csv.gz,paris,2025-03-03,21d634b430a24a9678cdfccb14a4f1e72181efa0c11f34081fde308565fb03cc,77040456,31442697,86062,31442697,86062,2025-03-03,2026-03-15,,emea
paris_2025-04-07_calendar.csv.gz,paris,2025-04-07,0dfc24a65c0d909070a0712cde465a626d9de763e1496e2881a11fc4561df662,78634838,31303526,85769,31303526,85769,2025-04-07,2026-04-22,,emea
paris_2025-05-03_calendar.csv.gz,paris,2025-05-03,8950206d76b6709f75449f4cd1cddf075741a3dae2a209dfbffaddfba3206e19,78897619,31133615,85291,31133615,85291,2025-05-03,2026-05-22,,emea
paris_2025-07-07_calendar.csv.gz,paris,2025-07-07,a9c7c9b926ff385f8d1cb30e9cc5d1ded2af1da2063e808f49c4697ff3f3fabc,72195819,31103847,85215,31103847,85215,2025-07-08,2026-07-12,,emea
