start,r,yr,rv,mom12
2009-02-10,-0.04656477534082715,2009,0.09359634254523586,0.13390367080125376
2009-02-11,-0.05261716677830197,2009,0.09367200829478106,0.13580090095440056
2009-02-12,-0.059619807506990696,2009,0.09348180093320113,0.145378183006323
2009-02-13,-0.06560175606285412,2009,0.09354602094749262,0.14251628490496948
2009-02-17,-0.0806345383946141,2009,0.09450502107018176,0.15868070163379677
2009-02-18,-0.08455054669268058,2009,0.0943599179920145,0.1662907601528012
2009-02-19,-0.08730754280118713,2009,0.0939480776302879,0.172379775330036
2009-02-20,-0.09015508735778699,2009,0.09387433776668744,0.17830021399518792
2009-02-23,-0.08943887654057026,2009,0.09393364162450897,0.17409572879510993
2009-02-24,-0.09528806102745335,2009,0.09394772534384316,0.175585300449689
2009-02-25,-0.09659123960788829,2009,0.093979150041433,0.1779586776785962
2009-02-26,-0.09577879977320158,2009,0.09396157824917012,0.17867745346865593
2009-02-27,-0.10405211940770442,2009,0.0941231045157745,0.1883993592821014
2009-03-02,-0.10743605877653462,2009,0.09454213351099378,0.19572465681727724
2009-03-03,-0.11088504062089033,2009,0.09454067350640187,0.19609827918988643
2009-03-04,-0.11231349562847548,2009,0.09474032475471886,0.19035940280021357
2009-03-05,-0.12222705563909564,2009,0.09458837813098826,0.19883422472905554
2009-03-06,-0.11730482446302126,2009,0.09458802253678751,0.19884135158072436
2009-03-09,-0.12260798151399577,2009,0.09472583696143072,0.2042747827172935
2009-03-10,-0.11244627271966223,2009,0.0951704101422688,0.1967451633972921
2009-03-11,-0.1042559481556582,2009,0.09516853042821388,0.1967985816966138
2009-03-12,-0.10316274397094727,2009,0.09506176806791641,0.19189531636240265
2009-03-13,-0.09296945209721041,2009,0.09508290372455623,0.17576776478479683
2009-03-16,-0.0876570191720063,2009,0.09553268739721466,0.16834208160519015
2009-03-17,-0.09112812111610058,2009,0.09553226594142158,0.16749591216965865
2009-03-18,-0.08639859335123212,2009,0.09537812555846092,0.17073674417105877
2009-03-19,-0.05415919545979264,2009,0.09886237386391096,0.14837609955681774
2009-03-20,-0.0606425572046323,2009,0.099029388767449,0.15603338219996932
2009-03-23,-0.06850974693313283,2009,0.09901891463686446,0.15441397736414508
2009-03-24,-0.0684335158466558,2009,0.09902766128612128,0.15311968909374585
2009-03-25,-0.07139334172660305,2009,0.09897986719532166,0.1485723827383607
2009-03-26,-0.07348272112017185,2009,0.09895785389115265,0.1514536136002711
2009-03-27,-0.08109049970631155,2009,0.09912404083624159,0.1616018678503126
2009-03-30,-0.07982164317816398,2009,0.09944293540658085,0.17201985933352137
2009-03-31,-0.0769440060552311,2009,0.09953585152478843,0.16731882992555303
2009-04-01,-0.07814056405662573,2009,0.09958062985624781,0.16332011278409997
2009-04-02,-0.06399428998903645,2009,0.1003932292585271,0.15283801280005438
2009-04-03,-0.055387554151896445,2009,0.10042607956483651,0.15128276055936674
2009-04-06,-0.05902060623144134,2009,0.10045150526659827,0.15437608039102013
2009-04-07,-0.06148518026407768,2009,0.1004231186744087,0.15653085983121073
2009-04-08,-0.0646207223431734,2009,0.1004308041078592,0.15427507454921674
2009-04-09,-0.07268360377894467,2009,0.10018380395993332,0.1598995494008273
2009-04-10,-0.07273100402651167,2009,0.10017376533241178,0.15713963577871404
2009-04-13,-0.06649662561788894,2009,0.10031439196923879,0.14607365587332133
2009-04-14,-0.06820554170222781,2009,0.1003025678893123,0.14646151396425733
2009-04-15,-0.06742630332913091,2009,0.10019856923851415,0.15316796802269916
2009-04-16,-0.06833863817924257,2009,0.10009978741518334,0.14688342129259357
2009-04-17,-0.07927174908406265,2009,0.1001531823675884,0.14824140258774676
2009-04-20,-0.08879049271231931,2009,0.10047624004825138,0.15555155676744903
2009-04-21,-0.08297075732096904,2009,0.10051937562329974,0.15370915250447403
2009-04-22,-0.07984435428617864,2009,0.10052504527361324,0.15180328912137853
2009-04-23,-0.08402297003300241,2009,0.10053811396781373,0.15053386422448778
2009-04-24,-0.07304049502140497,2009,0.10104611834612445,0.1379589590516339
2009-04-27,-0.07475288540957692,2009,0.10124974463473049,0.14384105475724684
2009-04-28,-0.07969607503343124,2009,0.10135470523024097,0.15159065413993655
2009-04-29,-0.06757182302471598,2009,0.10222449556369285,0.1410312361714121
2009-04-30,-0.06528562195957477,2009,0.10209610911978478,0.13637905174844533
2009-05-01,-0.07057925305872814,2009,0.10210446443330022,0.13407422328319285
2009-05-04,-0.057447428695959424,2009,0.10248631483101635,0.1276628180267423
2009-05-05,-0.053795136782824216,2009,0.10249867281265562,0.12726165677329337
2009-05-06,-0.0579521271017267,2009,0.1024971227744425,0.12671574472329983
2009-05-07,-0.062090023469499656,2009,0.10255462886339738,0.12047928131353736
2009-05-08,-0.055879556442930856,2009,0.1026346932976123,0.1182602103124415
2009-05-11,-0.05834212021187657,2009,0.10260335870977773,0.1189429508368871
2009-05-12,-0.058172783765230385,2009,0.10260392813122458,0.11933378568053943
2009-05-13,-0.0653394326355814,2009,0.10255665168914149,0.1243800648242992
2009-05-14,-0.06987324006495399,2009,0.102426825365036,0.1300633474730768
2009-05-15,-0.07040465509629801,2009,0.10242011736916144,0.12796361905616482
2009-05-18,-0.06634558990698558,2009,0.10242374691581113,0.1277876122620878
2009-05-19,-0.06193159162208861,2009,0.10267900450210074,0.12106701110759843
2009-05-20,-0.05065219176719271,2009,0.10294587060066462,0.11075659783380765
2009-05-21,-0.055587005297351944,2009,0.10294583261442543,0.11053134813986087
2009-05-22,-0.045571747785762895,2009,0.10325347398211013,0.10222859462761313
2009-05-26,-0.045339909871493056,2009,0.1032546605402045,0.1034962804371391
2009-05-27,-0.04108159222170649,2009,0.10325549686118397,0.1022839472946604
2009-05-28,-0.03814422422442121,2009,0.10324604252569679,0.10169483471034368
2009-05-29,-0.026083553047999253,2009,0.10364066168809885,0.08963823677880445
2009-06-01,-0.024989353083389787,2009,0.10376873630450494,0.08486212828651318
2009-06-02,-0.02173238246419462,2009,0.10372064364590981,0.0866061620406029
2009-06-03,-0.02799806611666611,2009,0.10379712335446795,0.08979860763851999
2009-06-04,-0.025384487712457826,2009,0.10363599081534787,0.08564636684994831
2009-06-05,-0.038947950766147876,2009,0.10385020659641239,0.0965052768923087
2009-06-08,-0.045628382571099024,2009,0.10393228094027884,0.09815142267582999
2009-06-09,-0.03790332050996437,2009,0.10420699554024755,0.08923489944008978
2009-06-10,-0.04730672932822699,2009,0.10411493169205037,0.0952840690450838
2009-06-11,-0.040968472289766744,2009,0.10431743072091992,0.09079647441143113
2009-06-12,-0.04143586147392586,2009,0.10436329334991283,0.09458086611956329
2009-06-15,-0.05498729330025043,2009,0.10474974642246761,0.1053055082022345
2009-06-16,-0.0540803799441445,2009,0.1048653191372034,0.10227002704574595
2009-06-17,-0.052013534527779015,2009,0.10487595299597177,0.10260149413466735
2009-06-18,-0.05229871761228111,2009,0.10496977485049433,0.10036661421367654
2009-06-19,-0.04526284913432743,2009,0.10498023666202073,0.09816380365856148
2009-06-22,-0.05180528084255975,2009,0.10520985983610337,0.1112765778035616
2009-06-23,-0.05355576917484495,2009,0.10528973986975979,0.1079498683973803
2009-06-24,-0.04988499012332426,2009,0.10533899431802332,0.1036429696404415
2009-06-25,-0.06119215268618827,2009,0.10543222206665781,0.10756639070151941
2009-06-26,-0.04972559195556947,2009,0.10548655027424353,0.10646942876801901
2009-06-29,-0.051930050323673704,2009,0.10539975381850548,0.10228850431518932
2009-06-30,-0.059243296343044705,2009,0.10540326326882084,0.1037522588651818
2009-07-01,-0.05112379054842808,2009,0.10569651775306266,0.09531258420370747
2009-07-02,-0.057765388792278216,2009,0.10589806078923482,0.10203967903945443
2009-07-06,-0.05572564711990413,2009,0.1057855493970349,0.11022722702162202
2009-07-07,-0.05411965518716677,2009,0.10578371510591932,0.1106255397013296
2009-07-08,-0.05366217660090644,2009,0.10577430299247047,0.11800749818103906
2009-07-09,-0.04886468421380563,2009,0.1058588002568209,0.11520426259936833
2009-07-10,-0.05368703042706002,2009,0.1058969245285996,0.12268432703851762
2009-07-13,-0.04972018892899932,2009,0.10590522446576958,0.12119026874704275
2009-07-14,-0.049078588015314395,2009,0.10597971890966594,0.11756438046253237
2009-07-15,-0.036534981372429165,2009,0.10638949637647352,0.1070652779234953
2009-07-16,-0.03805675202890857,2009,0.10639079121849994,0.10694723315029275
2009-07-17,-0.02519455018723349,2009,0.10639162559542482,0.10364587260068703
2009-07-20,-0.02047417251981898,2009,0.10654820045929907,0.09738678368850451
2009-07-21,-0.018754262903862617,2009,0.10654416417959198,0.09546304810794837
2009-07-22,-0.020623174276137135,2009,0.10656973499185071,0.09357386657566558
2009-07-23,-0.017744196394903433,2009,0.10663973487977321,0.08918018931412597
2009-07-24,-0.021401652155212503,2009,0.10658549612977537,0.08695435920957006
2009-07-27,-0.019004601310002478,2009,0.10658757801994412,0.08655485139488217
2009-07-28,-0.015689405127814915,2009,0.10659765988613429,0.08496645917146939
2009-07-29,-0.023984535519358197,2009,0.10676838761935567,0.09173898849703654
2009-07-30,-0.02713176022977315,2009,0.10679063856985216,0.08617876055681695
2009-07-31,-0.02176234905266128,2009,0.10699432499220075,0.07630612252115387
2009-08-03,-0.016573073043145037,2009,0.10717855025394614,0.0665983893069848
2009-08-04,-0.014613108748519288,2009,0.1071431854547427,0.06450317128229077
2009-08-05,-0.01760138979741921,2009,0.10654235867819167,0.05355927223014767
2009-08-06,-0.02518357364483137,2009,0.10654265551885447,0.053582019357104826
2009-08-07,-0.02974602363811396,2009,0.106670981176936,0.057486990700307494
2009-08-10,-0.0309304833118631,2009,0.10667126835715952,0.05751169583550464
2009-08-11,-0.035201554466627094,2009,0.10670034371834448,0.05972726209888535
2009-08-12,-0.029766102385156756,2009,0.10669776444768549,0.05227392891311844
2009-08-13,-0.02447056935697134,2009,0.10673915613368087,0.05051885807056955
2009-08-14,-0.01921923571331341,2009,0.10676333323532149,0.052461090660406384
2009-08-17,-0.02598818747502829,2009,0.10695509927185276,0.058509078115594804
2009-08-18,-0.023066639744460105,2009,0.10657105728648332,0.06739692761225147
2009-08-19,-0.015999845901311538,2009,0.10679316205005933,0.056321973806809034
2009-08-20,-0.010863336069625973,2009,0.10679497132334931,0.05489604721073871
2009-08-21,-0.00776110739615099,2009,0.10678113367432535,0.04692577791053143
2009-08-24,-0.007168910712064047,2009,0.10678243475988405,0.04677488627269355
2009-08-25,-0.0015218172664370755,2009,0.10676773689644348,0.04446517056718413
2009-08-26,-0.012026764503625387,2009,0.10720732393797185,0.052028005827147616
2009-08-27,-0.014672335958000104,2009,0.1072116491719019,0.05101111647964185
2009-08-28,-0.00874228021920409,2009,0.10696015113757386,0.038917399351361404
2009-08-31,-0.005086885698649901,2009,0.1069724869627451,0.04089676993313063
2009-09-01,-0.006303160481031078,2009,0.10709265226091487,0.04355181343372827
2009-09-02,-0.012264163517823334,2009,0.10708077655836512,0.040933657744088414
2009-09-03,-0.015676315103593907,2009,0.10705111484543345,0.03532641129773406
2009-09-04,-0.00917699758825119,2009,0.10712545287734714,0.03226769131880047
2009-09-08,0.001523393549148544,2009,0.10735159623036271,0.017260676262086605
2009-09-09,0.002828696402069397,2009,0.10728306336972782,0.012905858317940222
2009-09-10,0.00048550190912965974,2009,0.10669899932041481,0.024024014969594276
2009-09-11,0.007014372981437589,2009,0.10673298632604279,0.016917458033410604
2009-09-14,0.003815628644821878,2009,0.1067296577236355,0.01680574239220789
2009-09-15,0.009977593443253774,2009,0.10674699720493275,0.014493015114060093
2009-09-16,0.008072193628737345,2009,0.10681966371994232,0.012957726678805237
2009-09-17,0.010386608481582016,2009,0.10653479090085213,0.01988096820638674
2009-09-18,0.003908664312539223,2009,0.1061138163691244,0.03287219013474818
2009-09-21,-0.0039561972553698865,2009,0.10613986173182796,0.035240799316222926
2009-09-22,0.005814022925903828,2009,0.10621396936163079,0.026251926203906706
2009-09-23,0.0030422921071515674,2009,0.10621973014266368,0.02740952023320098
2009-09-24,-0.002422940053809164,2009,0.10631973962513275,0.030232865478236448
2009-09-25,-0.0038490502016061967,2009,0.10604373030985918,0.02333065720280647
2009-09-28,-0.004549910133014201,2009,0.10551431466193247,0.01172608545297038
2009-09-29,-0.007753574260076945,2009,0.10555585726381513,0.013598465156339223
2009-09-30,-0.005693784036191474,2009,0.10533151362255476,-0.002020691056168644
2009-10-01,-0.0068105687830621875,2009,0.105408509953603,0.0006209225441011768
2009-10-02,-0.011602605269368738,2009,0.10399083275950997,-0.015752410176557596
2009-10-05,-0.009592053744650997,2009,0.10399298814313618,-0.022808410444388194
2009-10-06,0.0013605657131279258,2009,0.10310444286612193,-0.045890848041717724
2009-10-07,0.0026550492983448137,2009,0.10302532035344918,-0.03930920136539395
2009-10-08,0.009991412599331007,2009,0.10203912267193563,-0.06091688689132724
2009-10-09,0.007637200620552953,2009,0.10204648701110032,-0.05962021258498407
2009-10-13,0.01962061948817695,2009,0.10065911727392458,-0.04708504737172081
2009-10-14,0.022517175604876094,2009,0.10021035728330106,-0.06042666960854959
2009-10-15,0.024315711507554738,2009,0.0994676206986392,-0.0730686183196525
2009-10-16,0.01775445393035824,2009,0.09930376050297324,-0.06414081937243221
2009-10-19,0.01973066113516886,2009,0.09921314638025967,-0.07091431296939632
2009-10-20,0.011886461367138779,2009,0.0984336692306637,-0.07977235398205185
2009-10-21,0.013970602118942743,2009,0.0968236658768297,-0.10219608733921426
2009-10-22,0.014071854177122312,2009,0.09686446197145948,-0.09866720500057369
2009-10-23,0.010101090508519484,2009,0.09657568586095677,-0.10456092077817303
2009-10-26,0.006897993182193751,2009,0.09653125510875284,-0.10544248858889027
2009-10-27,0.0022852070111429867,2009,0.09665924368656253,-0.10154641368590855
2009-10-28,-0.0010143568462712693,2009,0.09402360236802933,-0.07552629926180554
2009-10-29,6.920864245696379e-05,2009,0.09388616131671076,-0.07283046002417048
2009-10-30,-0.004086259504210155,2009,0.09384395472869991,-0.07431678981163259
2009-11-02,-0.001961899513537979,2009,0.09380744483312414,-0.07283009643998906
2009-11-03,-0.010539318280698318,2009,0.09284602040922856,-0.053360127358417664
2009-11-04,-0.0018377318725244507,2009,0.09300165319319051,-0.06011013982528457
2009-11-05,0.0019646350487265707,2009,0.09180330902006784,-0.07500592082594437
2009-11-06,0.005105750865197933,2009,0.09179926630192525,-0.07313331109614118
2009-11-09,0.008121926094977638,2009,0.09206067731640805,-0.08268795905873638
2009-11-10,0.008498042332694133,2009,0.09205951931641604,-0.08305288307482339
2009-11-12,0.00846470551728018,2009,0.09068179787664343,-0.09584384814523883
2009-11-13,0.011797945762245021,2009,0.09054853066789176,-0.10559199208538761
2009-11-16,0.014421680806146142,2009,0.09031361851006836,-0.1018392895275202
2009-11-17,0.014647722497791449,2009,0.09052380904691787,-0.09715961042712973
2009-11-18,0.0242153802401468,2009,0.09060113620757197,-0.10544654029763745
2009-11-19,0.01211381255545163,2009,0.09066889688222618,-0.10437574958334572
2009-11-20,0.00921595698787847,2009,0.08961487177553533,-0.11569634753656555
2009-11-23,0.018932860321472234,2009,0.08967032266750952,-0.12462592109833892
2009-11-24,0.024383030898732727,2009,0.08734434015935477,-0.10315063283572012
2009-11-25,0.03701147018677631,2009,0.08730745243492745,-0.10263967535732998
2009-11-27,0.040427192404876244,2009,0.08741410276744171,-0.10102169318163945
2009-11-30,0.04204363962370028,2009,0.0874228206762615,-0.10272011135882853
2009-12-01,0.03756803799132946,2009,0.0874911567981135,-0.11248910978455573
2009-12-02,0.0382075286932384,2009,0.08731586061177606,-0.1170245716599636
2009-12-03,0.0392174556745708,2009,0.08730837618194526,-0.11493874090299538
2009-12-04,0.03364176185079071,2009,0.08735802338725551,-0.11409859765484764
2009-12-07,0.04102096665550636,2009,0.08733358172062443,-0.10888221913527296
2009-12-08,0.04287553792897114,2009,0.08629864414590244,-0.11821783316315404
2009-12-09,0.03845381341020282,2009,0.08464975665667614,-0.10030974426945427
2009-12-10,0.04776109328170097,2009,0.0846488100554124,-0.10049953978932624
2009-12-11,0.04919221180124289,2009,0.08462744386563438,-0.09301488913020073
2009-12-14,0.04525585116382569,2009,0.08285035741578667,-0.07813910270371238
2009-12-15,0.0452950019934768,2009,0.08251424898766754,-0.08262322977184144
2009-12-16,0.05693839712345827,2009,0.08167062758640219,-0.07271710705953716
2009-12-17,0.04163029205582536,2009,0.08230684862335182,-0.05480810777415002
2009-12-18,0.03374979927419286,2009,0.08057740641981719,-0.03852867699053064
2009-12-22,0.0318165621243347,2009,0.08059079580328461,-0.037392527809459786
2009-12-23,0.03886492114441609,2009,0.07955997453668902,-0.05442956956637435
2009-12-24,0.03953980354382747,2009,0.0795589396674752,-0.05544840035103338
2009-12-28,0.03977786027585051,2009,0.07956458107172779,-0.058355835860409044
2009-12-29,0.045100422725757205,2009,0.07959519644716395,-0.05591049781449797
2009-12-30,0.046346458503908394,2009,0.0796307128271205,-0.053896116345390155
2009-12-31,0.04657857347850136,2009,0.07964712739659098,-0.05595380670374617
2010-01-04,0.04795836202579107,2010,0.07979759003018752,-0.058656011697438615
2010-01-05,0.04519947597931928,2010,0.07966138412668763,-0.06465501110589411
2010-01-06,0.04737026625447438,2010,0.07961322211483597,-0.06878559822174868
2010-01-07,0.036563347490062625,2010,0.07967899216577953,-0.06529444635266746
2010-01-08,0.03786809264461333,2010,0.07963005762301696,-0.07090498187544814
2010-01-11,0.042397482841296075,2010,0.07982646884017673,-0.0755390328620642
2010-01-12,0.040570143025449035,2010,0.07954651991358137,-0.06734739799486356
2010-01-13,0.03819091872978575,2010,0.0795042885747851,-0.06943190329590632
2010-01-14,0.03501917880705285,2010,0.07929423185952195,-0.07657565980041436
2010-01-15,0.03585187963917047,2010,0.07895693735209286,-0.08193367626021875
2010-01-19,0.03760664739125552,2010,0.07859626757882089,-0.08739507070908559
2010-01-20,0.03125971481813128,2010,0.0788974077976671,-0.08357184383051575
2010-01-21,0.029722436983665723,2010,0.07855083577913215,-0.09075084975819347
2010-01-22,0.024724365090916578,2010,0.07829836577570949,-0.0802686270858155
2010-01-25,0.03292525531032009,2010,0.077022189401738,-0.09432937482838977
2010-01-26,0.028139982462763946,2010,0.07714609576182956,-0.08729491895199004
2010-01-27,0.02663823060525683,2010,0.07708900616621868,-0.09040350287663923
2010-01-28,0.02510481345398574,2010,0.07632252794389574,-0.07945800600796904
2010-01-29,0.014222668106727454,2010,0.07650032922027669,-0.07602539306879574
2010-02-01,0.015323869187614747,2010,0.07627174854236174,-0.07017561550604423
2010-02-02,0.014451834257713791,2010,0.0758955483350467,-0.08144228157842281
2010-02-03,0.011217802535123944,2010,0.07551935415510835,-0.08680156818236462
2010-02-04,0.008669545929087974,2010,0.07562900789441596,-0.08514406407571862
2010-02-05,-0.0024993743415260283,2010,0.07557641138569816,-0.07361914018733451
2010-02-12,0.0034738353231738017,2010,0.07583586835516712,-0.0807776445285544
2010-02-16,0.007638538255093863,2010,0.07600838992735062,-0.08673026732946898
2010-02-17,0.008383712755294148,2010,0.07604306140123673,-0.0821939273748038
2010-02-18,0.007712376908694196,2010,0.075706456496268,-0.07279480572416563
2010-02-19,0.006208013724402051,2010,0.07532549331560909,-0.07928356101158052
2010-02-22,0.007539232840356291,2010,0.07514739095623817,-0.08679586457602717
2010-02-23,0.001425891383679101,2010,0.07510476466721441,-0.08774283005208972
2010-02-24,0.0017605731937351266,2010,0.07506000261100967,-0.08481322448000483
2010-02-25,-0.006634611253758749,2010,0.07376796659925454,-0.09477862612750698
2010-02-26,0.0010468551285924832,2010,0.07406224502035799,-0.10508768380838163
2010-03-01,-0.0005044028718206306,2010,0.07405281683564435,-0.10099204155158059
2010-03-02,0.0012015711666073514,2010,0.0740525755183032,-0.10679240119602174
2010-03-03,0.003148198668808888,2010,0.07418317884893642,-0.10945317236058472
2010-03-04,-0.00661980564517517,2010,0.07429799474386459,-0.10725053844647547
2010-03-05,-0.006848232754669503,2010,0.07422076992046649,-0.1119378597551588
2010-03-08,-0.005523319249420844,2010,0.07421709603677165,-0.1109065026419973
2010-03-09,-0.005962321695261785,2010,0.07382533898427061,-0.11859379782613111
2010-03-10,-0.004860108007518349,2010,0.0731102434000002,-0.13002025527541683
2010-03-11,-0.004099595513515908,2010,0.07310447655421688,-0.13050152492316336
2010-03-12,0.0060049254771623595,2010,0.07303596487707088,-0.12933776051426626
2010-03-15,0.008713681420660535,2010,0.07303289209047231,-0.1293965362821723
2010-03-16,0.013894065123071897,2010,0.07303624848417534,-0.12946771751084274
2010-03-17,0.017171288164441023,2010,0.07275923562828324,-0.13700123131095943
2010-03-18,0.011205503038770992,2010,0.07241105739812259,-0.12520297302674344
2010-03-19,0.004110169323993773,2010,0.0724753617929962,-0.1194927717761809
2010-03-22,0.002558643192461574,2010,0.07248521477536556,-0.11888038172863169
2010-03-23,0.007584650978282426,2010,0.07215093256913276,-0.11278978840398768
2010-03-24,0.005982275480401533,2010,0.07203318312221235,-0.09714343947176829
2010-03-25,0.0078864594196828,2010,0.072030366301807,-0.09805683933162346
2010-03-26,0.007961833116109318,2010,0.07202097307779874,-0.09477120148275198
2010-03-29,0.015330579866545513,2010,0.06752740414560804,-0.07333723866384823
2010-03-30,0.011615406555945285,2010,0.06717390425354093,-0.0802753566945924
2010-03-31,0.015461343253349469,2010,0.06726535425866499,-0.08463014699623805
2010-04-01,0.02057231033123763,2010,0.0672994183252263,-0.08643359866204836
2010-04-02,0.019344393865085685,2010,0.06736225941213167,-0.08321269222718186
2010-04-05,0.01553094942240385,2010,0.06738083742916154,-0.08709608770393995
2010-04-06,0.01442998984327648,2010,0.06695103567057355,-0.09362040610197475
2010-04-07,0.01019101248417531,2010,0.06630291059014938,-0.10243317284208775
2010-04-08,0.014145428354736644,2010,0.06622372574298395,-0.09905722428954711
2010-04-09,0.013973491002776228,2010,0.06622959892410447,-0.0992373839134757
2010-04-12,0.015707008124822508,2010,0.06517239679218291,-0.08943887462509625
2010-04-13,0.015143419882660325,2010,0.06514655929577574,-0.08687146813247981
2010-04-14,0.012399729914375435,2010,0.06514613321689114,-0.09352986526064289
2010-04-15,0.004494083186138198,2010,0.06522745906365907,-0.0909388163300946
2010-04-16,0.0043783898615075145,2010,0.06533908880508144,-0.0865962692232074
2010-04-19,0.0005716792830448014,2010,0.06545416158362177,-0.0820582369881322
2010-04-20,0.005480778178436729,2010,0.06559197271318598,-0.08624576148338914
2010-04-21,0.0032549011499654057,2010,0.06532949033665017,-0.07988976210214016
2010-04-22,-0.0006397114289056205,2010,0.06538476470884035,-0.07459953672551922
2010-04-23,-0.006469031675393921,2010,0.06532996703831413,-0.07770544417864933
2010-04-26,-0.0053689803950405235,2010,0.06533834353149985,-0.07827626614111072
2010-04-27,-0.016200017298194425,2010,0.06543341428405237,-0.07724597243522524
2010-04-28,-0.021683765184051573,2010,0.06496694076133641,-0.08173893819400924
2010-04-29,-0.01684701930391963,2010,0.06519742609744744,-0.08535753955718395
2010-04-30,-0.018251048026979966,2010,0.06519738284757297,-0.08534821625483513
2010-05-03,-0.020517957895079597,2010,0.06535234303475408,-0.08006168353005982
2010-05-04,-0.032255217981799866,2010,0.06498221123411434,-0.0641032554407106
2010-05-05,-0.03663118437432811,2010,0.06489840993596216,-0.06489479919153407
2010-05-06,-0.05102648082459371,2010,0.06535491939726745,-0.06116615193111574
2010-05-07,-0.055603221702955175,2010,0.06407754690891404,-0.048199743817187723
2010-05-10,-0.043600577571521804,2010,0.06487271301309223,-0.05962865626789782
2010-05-11,-0.04679634670548083,2010,0.0648860516087301,-0.05736307017523412
2010-05-12,-0.04689020242074271,2010,0.06433569230005715,-0.047327810684377525
2010-05-13,-0.05133612138245347,2010,0.06428124748785154,-0.04495792261362119
2010-05-14,-0.06331895418341382,2010,0.06494937092076918,-0.03634143139759871
2010-05-17,-0.06787012223650013,2010,0.06517848640418511,-0.026449700661771658
2010-05-18,-0.06227074718087078,2010,0.06514322283532095,-0.025866986177424778
2010-05-19,-0.06372793504237428,2010,0.06569752972900532,-0.012753492848470493
2010-05-20,-0.07276279903431604,2010,0.06585281452185397,-0.00902174362272401
2010-05-21,-0.06603406570246495,2010,0.06616553867061825,-0.01787317666179522
2010-05-24,-0.06671292571912701,2010,0.06626141994751131,-0.015236696192963528
2010-05-25,-0.0812890157118833,2010,0.06692253415625532,-0.0056998442116862336
2010-05-26,-0.0737103283993763,2010,0.06700339530029359,-0.007721080477828934
2010-05-27,-0.059401458254812134,2010,0.0672080674526428,-0.009518579560277907
2010-05-28,-0.06505215405892617,2010,0.0668087253906269,-0.0027426837097062062
2010-06-01,-0.06985804235779014,2010,0.06688368606883141,8.694923101959517e-05
2010-06-02,-0.07058328539075642,2010,0.06645453002107796,0.007649114823657044
2010-06-03,-0.07283859562418193,2010,0.06646499393247066,0.004915597923902837
2010-06-04,-0.07989083574887079,2010,0.06686298795828499,0.012495308356558432
2010-06-07,-0.0914366827004578,2010,0.06692686380148798,0.0141681814211303
2010-06-08,-0.08686037521584211,2010,0.06632630300612663,0.021541714716909688
2010-06-09,-0.07858281005224121,2010,0.06631237900198567,0.021733261271518423
2010-06-10,-0.07452907899792294,2010,0.06642867055300036,0.019170497830039324
2010-06-11,-0.07142091568780895,2010,0.0662889845332847,0.015514041045300075
2010-06-14,-0.06065038977583104,2010,0.06671916859630968,0.005400315792390309
2010-06-15,-0.05665914799614491,2010,0.06626568329103834,-0.0035077672487906497
2010-06-16,-0.047755716534768844,2010,0.06597008456987125,-0.01132038874941621
2010-06-17,-0.049027790740865385,2010,0.06557280411428963,-0.004767808625428138
2010-06-18,-0.05001496772007741,2010,0.06557946307756699,-0.008667642437376166
2010-06-21,-0.04476004634810682,2010,0.06542053379992795,-0.006816949768473357
2010-06-22,-0.04751974095525391,2010,0.06538534256553347,-0.007535941190139894
2010-06-23,-0.04337896976225064,2010,0.06479955567392214,-0.013177661022774068
2010-06-24,-0.04712457858907548,2010,0.06461856556150133,-0.006693757046153159
2010-06-25,-0.03891059407252673,2010,0.06451774474732488,-0.012304278851900108
2010-06-28,-0.03275389035524423,2010,0.06434749184102517,-0.009179983994320295
2010-06-29,-0.04114428868108799,2010,0.06481715990640473,-0.00013121418964878728
2010-06-30,-0.04597627688904904,2010,0.06421188142982853,-0.009212239653999532
2010-07-01,-0.048513015719909625,2010,0.06413426790568066,-0.0074646225850782955
2010-07-02,-0.051006882957088884,2010,0.06409132694694195,-0.006279226391412429
2010-07-06,-0.043958515961113775,2010,0.06413744528867428,-0.016686334646831114
2010-07-07,-0.04519962482762718,2010,0.06392478648425262,-0.010597205346590144
2010-07-08,-0.03692624721343485,2010,0.06406234408584753,-0.015377073659641027
2010-07-09,-0.03537323998717401,2010,0.06405187202039868,-0.017723775744859616
2010-07-12,-0.03948797773475743,2010,0.06368747268709231,-0.007326731894372607
2010-07-13,-0.037807851970544704,2010,0.0635895337234849,-0.02030407357542341
2010-07-14,-0.0384803541333163,2010,0.06351340230467487,-0.02401576386931481
2010-07-15,-0.03351550224118771,2010,0.06352500738338271,-0.02550354150864642
2010-07-16,-0.03366729392917822,2010,0.06348050645968135,-0.026256882988868746
2010-07-19,-0.03273327170644791,2010,0.0633621991280753,-0.021126806115214336
2010-07-20,-0.031178505078127472,2010,0.06317834019250086,-0.02651077194635132
2010-07-21,-0.031519757895187794,2010,0.06317999264475502,-0.026639464957368908
2010-07-22,-0.028938785913458,2010,0.06318313588128935,-0.026697131161419918
2010-07-23,-0.030650938837199604,2010,0.06255989027486546,-0.017450895223415586
2010-07-26,-0.027677070318033792,2010,0.06268712385231875,-0.020778698986651634
2010-07-27,-0.030027734666751904,2010,0.0626760725795013,-0.01949028198710856
2010-07-28,-0.03234338312765317,2010,0.06244926373299499,-0.01418890162221409
2010-07-29,-0.03352349331759186,2010,0.06246772681601386,-0.015435742671627395
