method,object,target,quarter,vintage_date,horizon_q,point,q50,window,prior_basis,n_params,n_train,q05,q10,q25,q75,q90,q95,sd,base_naive,base_ar1,base_trailing4,base_guide_cushion,base_street,street_vendor,street_as_of,knowable_from,spec_id,notes,format_version
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2025Q4,2025-11-06,0,802.1645542699048,802.1645542699048,W1,full_sample,54,13,715.1357980866877,732.0387644493264,,,872.2903440904831,889.1933104531219,,,,,,,LSEG,2025-11-05,2025-11-05,stack_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2757.7); invmae_shrunk_lam0.5; conformal split_conformal n=11",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2026Q1,2026-02-12,0,511.65619595328263,511.65619595328263,W1,full_sample,54,13,424.62743977006556,441.53040613270434,,,581.7819857738609,598.6849521364998,,,,,,,LSEG,2026-02-11,2026-02-11,stack_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2675.7); invmae_shrunk_lam0.5; conformal split_conformal n=12",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2026Q2,2026-05-07,0,1268.995196386797,1268.995196386797,W1,full_sample,54,13,1181.96644020358,1198.8694065662187,,,1339.1209862073754,1356.023952570014,,,,,,,LSEG,2026-05-06,2026-05-06,stack_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (3659.8); invmae_shrunk_lam0.5; conformal split_conformal n=13",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2023Q1,2023-02-14,0,277.713251994287,277.713251994287,W1,full_sample,54,13,241.6105292350297,249.94192679485832,,,305.4845771937157,313.8159747535443,,,,,,,LSEG,2023-02-13,2023-02-13,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (1829.9); invmae_shrunk_lam1.0; conformal fallback n=0",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2023Q2,2023-05-09,0,831.3942763159342,831.3942763159342,W1,full_sample,54,13,723.3130203948627,748.2548486843408,,,914.5337039475277,939.4755322370057,,,,,,,LSEG,2023-05-08,2023-05-08,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2460.4); invmae_shrunk_lam1.0; conformal fallback n=1",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2023Q3,2023-08-03,0,1793.4475713710813,1793.4475713710813,W1,full_sample,54,13,1560.2993870928408,1614.102814233973,,,1972.7923285081895,2026.5957556493217,,,,,,,LSEG,2023-08-02,2023-08-02,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (3434.3); invmae_shrunk_lam1.0; conformal fallback n=2",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2023Q4,2023-11-01,0,650.3883461472752,650.3883461472752,W1,full_sample,54,13,565.8378611481295,585.3495115325477,,,715.4271807620028,734.938831146421,,,,,,,LSEG,2023-10-31,2023-10-31,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2204.1); invmae_shrunk_lam1.0; conformal fallback n=3",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2024Q1,2024-02-13,0,353.0568517456466,353.0568517456466,W1,full_sample,54,13,243.54228442974065,265.44519789292184,,,440.6685055983714,462.57141906155255,,,,,,,LSEG,2024-02-12,2024-02-12,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2101.6); invmae_shrunk_lam1.0; conformal split_conformal n=4",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2024Q2,2024-05-08,0,915.208276935385,915.208276935385,W1,full_sample,54,13,810.0742923121153,827.5966230826602,,,1002.8199307881098,1020.3422615586547,,,,,,,LSEG,2024-05-07,2024-05-07,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2778.2); invmae_shrunk_lam1.0; conformal split_conformal n=5",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2024Q3,2024-08-06,0,1990.9432359146406,1990.9432359146406,W1,full_sample,54,13,1888.7296397531284,1903.331582061916,,,2078.5548897673652,2093.156832076153,,,,,,,LSEG,2024-08-05,2024-08-05,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (3793.1); invmae_shrunk_lam1.0; conformal split_conformal n=6",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2024Q4,2024-11-07,0,763.8333871804704,763.8333871804704,W1,full_sample,54,13,663.7057827773564,676.2217333277456,,,851.4450410331951,863.9609915835844,,,,,,,LSEG,2024-11-06,2024-11-06,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2475.8); invmae_shrunk_lam1.0; conformal split_conformal n=7",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2025Q1,2025-02-13,0,397.14489546028324,397.14489546028324,W1,full_sample,54,13,298.58178487596786,309.53324160755847,,,484.756549313008,495.7080060445986,,,,,,,LSEG,2025-02-12,2025-02-12,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2306.6); invmae_shrunk_lam1.0; conformal split_conformal n=8",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2025Q2,2025-05-01,0,976.1872326516019,976.1872326516019,W1,full_sample,54,13,888.5755787988771,905.2440843972486,,,1047.1303809059552,1063.7988865043267,,,,,,,LSEG,2025-04-30,2025-04-30,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (3096.0); invmae_shrunk_lam1.0; conformal split_conformal n=9",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2025Q3,2025-08-06,0,2099.0043068579184,2099.0043068579184,W1,full_sample,54,13,2011.3926530051936,2028.061158603565,,,2169.9474551122717,2186.6159607106433,,,,,,,LSEG,2025-08-05,2025-08-05,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (4162.2); invmae_shrunk_lam1.0; conformal split_conformal n=10",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2025Q4,2025-11-06,0,802.8043700607302,802.8043700607302,W1,full_sample,54,13,715.1927162080054,731.8612218063768,,,873.7475183150837,890.416023913455,,,,,,,LSEG,2025-11-05,2025-11-05,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2757.7); invmae_shrunk_lam1.0; conformal split_conformal n=11",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2026Q1,2026-02-12,0,512.0278607582461,512.0278607582461,W1,full_sample,54,13,424.41620690552134,441.0847125038927,,,582.9710090125996,599.6395146109709,,,,,,,LSEG,2026-02-11,2026-02-11,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2675.7); invmae_shrunk_lam1.0; conformal split_conformal n=12",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2026Q2,2026-05-07,0,1269.5194362266975,1269.5194362266975,W1,full_sample,54,13,1181.9077823739726,1198.576287972344,,,1340.462584481051,1357.1310900794224,,,,,,,LSEG,2026-05-06,2026-05-06,stack_ew_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (3659.8); invmae_shrunk_lam1.0; conformal split_conformal n=13",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2023Q1,2023-02-14,0,277.713251994287,277.713251994287,W1,full_sample,54,13,241.6105292350297,249.94192679485832,,,305.4845771937157,313.8159747535443,,,,,,,LSEG,2023-02-13,2023-02-13,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (1829.9); invmae_shrunk_lam0.25; conformal fallback n=0",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2023Q2,2023-05-09,0,831.3942763159342,831.3942763159342,W1,full_sample,54,13,723.3130203948627,748.2548486843408,,,914.5337039475277,939.4755322370057,,,,,,,LSEG,2023-05-08,2023-05-08,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2460.4); invmae_shrunk_lam0.25; conformal fallback n=1",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2023Q3,2023-08-03,0,1793.7861206837765,1793.7861206837765,W1,full_sample,54,13,1560.5939249948856,1614.407508615399,,,1973.1647327521541,2026.9783163726675,,,,,,,LSEG,2023-08-02,2023-08-02,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (3434.3); invmae_shrunk_lam0.25; conformal fallback n=2",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2023Q4,2023-11-01,0,651.2626926515368,651.2626926515368,W1,full_sample,54,13,566.598542606837,586.1364233863831,,,716.3889619166905,735.9268426962366,,,,,,,LSEG,2023-10-31,2023-10-31,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2204.1); invmae_shrunk_lam0.25; conformal fallback n=3",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2024Q1,2024-02-13,0,354.2828893963093,354.2828893963093,W1,full_sample,54,13,245.8612552107303,267.5455820478461,,,441.02019674477253,462.70452358188834,,,,,,,LSEG,2024-02-12,2024-02-12,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2101.6); invmae_shrunk_lam0.25; conformal split_conformal n=4",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2024Q2,2024-05-08,0,916.0002879355026,916.0002879355026,W1,full_sample,54,13,811.9155191173467,829.2629805870394,,,1002.7375952839658,1020.0850567536585,,,,,,,LSEG,2024-05-07,2024-05-07,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2778.2); invmae_shrunk_lam0.25; conformal split_conformal n=5",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2024Q3,2024-08-06,0,1992.766750337144,1992.766750337144,W1,full_sample,54,13,1891.5732250972703,1906.0294429886808,,,2079.504057685607,2093.960275577018,,,,,,,LSEG,2024-08-05,2024-08-05,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (3793.1); invmae_shrunk_lam0.25; conformal split_conformal n=6",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2024Q4,2024-11-07,0,763.4149305927288,763.4149305927288,W1,full_sample,54,13,664.2865793373422,676.6776232442655,,,850.152237941192,862.5432818481153,,,,,,,LSEG,2024-11-06,2024-11-06,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2475.8); invmae_shrunk_lam0.25; conformal split_conformal n=7",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2025Q1,2025-02-13,0,397.82557558001344,397.82557558001344,W1,full_sample,54,13,300.2461048129923,311.0882682315502,,,484.56288292847665,495.40504634703456,,,,,,,LSEG,2025-02-12,2025-02-12,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2306.6); invmae_shrunk_lam0.25; conformal split_conformal n=8",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2025Q2,2025-05-01,0,975.5853620721049,975.5853620721049,W1,full_sample,54,13,888.8480547236417,905.8682514684142,,,1045.3024726757956,1062.3226694205682,,,,,,,LSEG,2025-04-30,2025-04-30,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (3096.0); invmae_shrunk_lam0.25; conformal split_conformal n=9",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2025Q3,2025-08-06,0,2097.3996561768495,2097.3996561768495,W1,full_sample,54,13,2010.6623488283863,2027.6825455731587,,,2167.1167667805403,2184.1369635253127,,,,,,,LSEG,2025-08-05,2025-08-05,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (4162.2); invmae_shrunk_lam0.25; conformal split_conformal n=10",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2025Q4,2025-11-06,0,801.8446463744917,801.8446463744917,W1,full_sample,54,13,715.1073390260285,732.127535770801,,,871.5617569781824,888.581953722955,,,,,,,LSEG,2025-11-05,2025-11-05,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2757.7); invmae_shrunk_lam0.25; conformal split_conformal n=11",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2026Q1,2026-02-12,0,511.470363550801,511.470363550801,W1,full_sample,54,13,424.73305620233776,441.7532529471103,,,581.1874741544916,598.2076708992643,,,,,,,LSEG,2026-02-11,2026-02-11,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (2675.7); invmae_shrunk_lam0.25; conformal split_conformal n=12",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2026Q2,2026-05-07,0,1268.7330764668473,1268.7330764668473,W1,full_sample,54,13,1181.995769118384,1199.0159658631565,,,1338.450187070538,1355.4703838153105,,,,,,,LSEG,2026-05-06,2026-05-06,stack_lam25_clip,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=6; consensus_anchored=yes; members=street-bias|dispersion_conditioned|rw_hl4_med,street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,margin-ts|q_sentence_direction|k_fit_median,FAMILY_A; margin combination x PIT revenue leg (3659.8); invmae_shrunk_lam0.25; conformal split_conformal n=13",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2023Q2,2023-02-14,1,938.8042280899093,938.8042280899093,W1,PIT,54,0,816.759678438221,844.9238052809184,,,1032.6846508989001,1060.8487777415976,,,,,,,LSEG,2023-02-13,2023-02-13,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=4; consensus_anchored=yes; members=street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,FAMILY_A; margin combination x PIT revenue leg (2612.1); equal_insufficient_prior; conformal fallback n=0",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2023Q3,2023-05-09,1,1796.6595190315657,1796.6595190315657,W1,PIT,54,0,1563.093781557462,1616.993567128409,,,1976.3254709347223,2030.2252565056692,,,,,,,LSEG,2023-05-08,2023-05-08,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=4; consensus_anchored=yes; members=street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,FAMILY_A; margin combination x PIT revenue leg (3474.6); equal_insufficient_prior; conformal fallback n=0",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2023Q4,2023-08-03,1,646.1334584429806,646.1334584429806,W1,PIT,54,1,562.1361088453931,581.5201125986825,,,710.7468042872786,730.130808040568,,,,,,,LSEG,2023-08-02,2023-08-02,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=4; consensus_anchored=yes; members=street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,FAMILY_A; margin combination x PIT revenue leg (2245.5); equal_insufficient_prior; conformal fallback n=1",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2024Q1,2023-11-01,1,333.82981804326414,333.82981804326414,W1,PIT,54,2,290.4319416976398,300.44683623893775,,,367.21279984759053,377.2276943888885,,,,,,,LSEG,2023-10-31,2023-10-31,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=4; consensus_anchored=yes; members=street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,FAMILY_A; margin combination x PIT revenue leg (2141.4); equal_insufficient_prior; conformal fallback n=2",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2024Q2,2024-02-13,1,1012.3635687682455,1012.3635687682455,W1,PIT,54,3,880.7563048283736,911.127211891421,,,1113.59992564507,1143.9708327081175,,,,,,,LSEG,2024-02-12,2024-02-12,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=4; consensus_anchored=yes; members=street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,FAMILY_A; margin combination x PIT revenue leg (2896.7); equal_insufficient_prior; conformal fallback n=3",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2024Q3,2024-05-08,1,2151.15460207259,2151.15460207259,W1,PIT,54,4,2001.3993169602034,2031.3503739826806,,,2270.9588301624995,2300.9098871849765,,,,,,,LSEG,2024-05-07,2024-05-07,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=4; consensus_anchored=yes; members=street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,FAMILY_A; margin combination x PIT revenue leg (4002.4); invmae_shrunk_lam0.5; conformal split_conformal n=4",1.0
final-margin,combined_dollar_from_margin,adj_ebitda_musd,2024Q4,2024-08-06,1,766.3005132615477,766.3005132615477,W1,PIT,54,5,622.5354395536565,646.4962851716384,,,886.104741351457,910.065586969439,,,,,,,LSEG,2024-08-05,2024-08-05,stack,"WS23/WS31 combination; n_params=2 wrapper + 52 inherited; n_train = prior quarters the weights were fitted on; n_members=4; consensus_anchored=yes; members=street-bias|street_plus_flowthrough|rw_hl4,baselines-margin|street,guide-policy-margin|actual_given_guide|nov_sentence_pin,FAMILY_A; margin combination x PIT revenue leg (2453.7); invmae_shrunk_lam0.5; conformal split_conformal n=5",1.0
